# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
CELL1_RANK_CELL_CTX	E3	HG	390	201	90	0.477400	901.620000	CLOSE	0.000000	1654.200000	W1500	154.860000	532.550000
CELL1_RANK_CELL_CTX	E3	NKD	390	177	72	0.411900	850.510000	SESS_CLOSE	390.630000	1775.650000	W1800	120.190000	420.790000
CELL1_RANK_CELL_CTX	E3	SI	390	177	134	0.458400	1142.790000	H120	472.370000	1842.130000	W2400	345.150000	824.650000
CELL1_RANK_CELL_CTX	E4	HG	384	212	47	0.371500	833.190000	CLOSE	0.000000	1587.740000	NO_WALL	119.140000	266.310000
CELL1_RANK_CELL_CTX	E4	NKD	387	189	39	0.413100	621.190000	CLOSE	0.000000	1441.090000	W1500	108.430000	254.860000
CELL1_RANK_CELL_CTX	E4	SI	384	208	61	0.368300	1190.850000	SESS_CLOSE	404.650000	1691.190000	NO_WALL	310.660000	479.240000
CELL1_RANK_CELL_CTX	E5	HG	387	241	1	0.392300	532.430000	SESS_CLOSE	331.240000	1295.150000	W1200	0.920000	36.720000
CELL1_RANK_CELL_CTX	E5	NKD	387	235	36	0.507700	688.400000	SESS_CLOSE	352.830000	1275.640000	W900	0.000000	218.720000
CELL1_RANK_CELL_CTX	E5	SI	387	217	48	0.386500	1036.500000	SESS_CLOSE	379.880000	1608.310000	W1200	119.770000	326.180000
CELL1_RANK_CELL_CTX	E6	HG	384	211	32	0.389300	714.880000	CLOSE	0.000000	1448.630000	W900	0.000000	186.610000
CELL1_RANK_CELL_CTX	E6	NKD	384	180	102	0.437000	923.370000	SESS_CLOSE	393.750000	1748.750000	NO_WALL	265.350000	589.770000
CELL1_RANK_CELL_CTX	E6	SI	384	169	109	0.358300	1299.060000	SESS_CLOSE	269.510000	1922.290000	NO_WALL	447.890000	789.490000
CELL1_RANK_CELL_CTX	E7	HG	393	238	17	0.385500	668.110000	CLOSE	0.000000	1404.290000	W1200	42.000000	120.340000
CELL1_RANK_CELL_CTX	E7	NKD	393	169	154	0.439900	1176.560000	CLOSE	0.000000	2035.130000	W1500	351.620000	978.020000
CELL1_RANK_CELL_CTX	E7	SI	392	170	131	0.351200	1483.740000	SESS_CLOSE	474.350000	2046.150000	W600	250.650000	778.360000
CELL1_RANK_CELL_CTX	E8	HG	381	183	118	0.453000	1056.330000	H120	500.010000	1859.680000	NO_WALL	301.960000	756.280000
CELL1_RANK_CELL_CTX	E8	NKD	381	156	152	0.459400	1170.140000	H120	626.730000	2136.300000	NO_WALL	549.820000	1073.700000
CELL1_RANK_CELL_CTX	E8	SI	381	154	165	0.423600	1495.800000	SESS_CLOSE	331.810000	2067.420000	W900	0.000000	918.600000
