# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# THE-FIX-LIST: components ranked by recoverable $/session, with the named improvement type
# block A = fixed-contract ladder (additive); B = contract change, D-029 reserved; D = diagnostic
# standalone = the same repair applied ALONE from the judge's own takes (order-free)
rank	judge	component	improvement_type	block	usd_per_session	usd_total	share_of_block_A	standalone_usd_per_session	n_repairs	top_cell	top_cell_usd_per_session
1	CELL1_RANK_CELL_CTX	RANKING_RESIDUAL	scoring/foresight	A	837.270000	1942470.450000	0.425400	3218.860000	0	E7|SI|rg0|ph2	14.070000
2	CELL1_RANK_CELL_CTX	SEL_WRONG_MEMBER	ranking	A	770.970000	1788644.330000	0.391800	1863.960000	6613	E6|SI|rg2|ph2	31.230000
3	CELL1_RANK_CELL_CTX	SEL_WRONG_SIDE	validity	A	359.840000	834824.550000	0.182800	626.710000	1013	E7|NKD|rg0|ph0	10.660000
4	CELL1_RANK_CELL_CTX	EXIT	exit-contract (D-029)	B	273.060000	633508.750000	0.138800			E7|SI|rg2|ph1	11.190000
5	CELL1_RANK_CELL_CTX	RISK	stop-structure (D-029)	B	193.560000	449068.750000	0.098400			E6|SI|rg2|ph2	12.370000
6	CELL1_RANK_CELL_CTX	OPPORTUNITY	generation/coverage	A	89.240000	207047.500000	0.045300			E5|HG|ALL	15.590000
7	CELL1_RANK_CELL_CTX	SEL_WRONG_MOMENT	moment	A	40.690000	94398.310000	0.020700	70.140000	1276	E5|SI|rg0|ph2	1.320000
8	CELL1_RANK_CELL_CTX	CALIBRATION	threshold	D	0.000000	0.000000	0.000000				
9	CELL1_RANK_CELL_CTX	PARTICIPATION	throughput/abstention	A	-130.020000	-301656.400000	-0.066100	-0.400000	645740	E7|HG|rg2|ph1	1.100000
