# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
CELL1_RANK_CELL_FUSED	0.005000	4734	3.074553	-212.270000	0.304600	0.134100	0.095700	299	-21.220000
CELL1_RANK_CELL_FUSED	0.010000	9469	2.467824	-157.170000	0.333900	0.148700	0.104400	514	-24.230000
CELL1_RANK_CELL_FUSED	0.020000	18937	1.876708	-93.100000	0.371300	0.163100	0.109700	971	-17.060000
CELL1_RANK_CELL_FUSED	0.050000	47343	1.231639	-57.370000	0.410900	0.145200	0.087600	1900	-41.020000
CELL1_RANK_CELL_FUSED	0.100000	94685	0.702277	-40.990000	0.427000	0.145900	0.081700	2805	-24.960000
CELL1_RANK_CELL_FUSED	0.200000	189371	0.313128	-32.480000	0.420700	0.168500	0.101500	5261	-145.880000
CELL1_RANK_CELL_FUSED	0.500000	473426	0.053205	-31.170000	0.431600	0.176200	0.100700	9116	-175.570000
CELL1_RANK_CELL_FUSED	1.000000	946853	-12.944729	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
