# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
CELL1_FIX2_FT2_TOP4_ATTN	0.005000	4734	0.871094	-36.420000	0.447000	0.090800	0.039100	618	-8.980000
CELL1_FIX2_FT2_TOP4_ATTN	0.010000	9469	0.835938	-37.090000	0.445000	0.096800	0.045500	1225	-13.510000
CELL1_FIX2_FT2_TOP4_ATTN	0.020000	18937	0.796875	-36.050000	0.448000	0.099100	0.047100	2189	-24.570000
CELL1_FIX2_FT2_TOP4_ATTN	0.050000	47343	0.746094	-33.650000	0.447500	0.113600	0.055400	4373	-31.490000
CELL1_FIX2_FT2_TOP4_ATTN	0.100000	94685	0.695312	-29.310000	0.451800	0.126200	0.062800	6629	-82.890000
CELL1_FIX2_FT2_TOP4_ATTN	0.200000	189371	0.636719	-30.360000	0.448400	0.143700	0.073800	8760	-117.240000
CELL1_FIX2_FT2_TOP4_ATTN	0.500000	473426	0.515625	-32.120000	0.437300	0.168700	0.093000	10228	-144.230000
CELL1_FIX2_FT2_TOP4_ATTN	1.000000	946853	-0.175781	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
