# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
CELL1_FIX2_FT2_TOP4_ATTN	E3	HG	390	229	24	0.406900	756.780000	CLOSE	0.000000	1503.920000	W900	0.000000	149.860000
CELL1_FIX2_FT2_TOP4_ATTN	E3	NKD	390	244	4	0.395100	572.630000	CLOSE	0.000000	1298.480000	W2400	7.020000	27.210000
CELL1_FIX2_FT2_TOP4_ATTN	E3	SI	390	221	43	0.360800	989.390000	SESS_CLOSE	629.330000	1673.440000	W450	147.120000	267.620000
CELL1_FIX2_FT2_TOP4_ATTN	E4	HG	384	246	10	0.392100	643.340000	SESS_CLOSE	418.360000	1345.630000	W300	58.400000	69.290000
CELL1_FIX2_FT2_TOP4_ATTN	E4	NKD	387	237	6	0.411700	497.970000	CLOSE	0.000000	1177.790000	W1800	11.140000	41.380000
CELL1_FIX2_FT2_TOP4_ATTN	E4	SI	384	243	4	0.377800	866.830000	CLOSE	0.000000	1347.640000	W2400	13.090000	26.070000
CELL1_FIX2_FT2_TOP4_ATTN	E5	HG	387	233	3	0.400900	487.860000	SESS_CLOSE	363.680000	1279.340000	W1200	5.810000	45.060000
CELL1_FIX2_FT2_TOP4_ATTN	E5	NKD	387	234	5	0.395900	631.940000	SESS_CLOSE	453.290000	1415.640000	W2400	13.470000	50.190000
CELL1_FIX2_FT2_TOP4_ATTN	E5	SI	387	223	9	0.369700	853.100000	SESS_CLOSE	436.690000	1509.400000	W1500	36.050000	71.900000
CELL1_FIX2_FT2_TOP4_ATTN	E6	HG	384	212	15	0.379300	588.330000	CLOSE	0.000000	1400.440000	NO_WALL	34.370000	106.540000
CELL1_FIX2_FT2_TOP4_ATTN	E6	NKD	384	225	16	0.385100	744.690000	CLOSE	0.000000	1385.720000	W900	0.000000	105.570000
CELL1_FIX2_FT2_TOP4_ATTN	E6	SI	384	188	32	0.357000	960.190000	SESS_CLOSE	475.820000	1664.980000	W300	173.340000	226.210000
CELL1_FIX2_FT2_TOP4_ATTN	E7	HG	393	252	8	0.415500	622.070000	SESS_CLOSE	413.970000	1385.740000	W900	0.000000	68.320000
CELL1_FIX2_FT2_TOP4_ATTN	E7	NKD	393	232	37	0.400600	919.400000	CLOSE	0.000000	1406.050000	W1500	150.590000	268.550000
CELL1_FIX2_FT2_TOP4_ATTN	E7	SI	393	229	32	0.362100	1108.650000	SESS_CLOSE	535.950000	1553.910000	W450	112.690000	229.220000
CELL1_FIX2_FT2_TOP4_ATTN	E8	HG	381	249	13	0.374400	860.330000	SESS_CLOSE	495.540000	1394.500000	W1200	24.060000	93.260000
CELL1_FIX2_FT2_TOP4_ATTN	E8	NKD	381	224	16	0.423000	904.790000	CLOSE	0.000000	1354.060000	W1800	72.340000	132.190000
CELL1_FIX2_FT2_TOP4_ATTN	E8	SI	381	230	26	0.406700	1032.410000	CLOSE	0.000000	1404.290000	W1500	76.280000	187.620000
