# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
SEQ_TRF1M_L256	0.005000	4734	1.824415	-43.900000	0.427100	0.203200	0.114900	1255	-7.940000
SEQ_TRF1M_L256	0.010000	9469	1.738569	-26.530000	0.429700	0.206100	0.120900	1968	2.680000
SEQ_TRF1M_L256	0.020000	18937	1.633484	-21.860000	0.430600	0.201400	0.118000	2969	-32.220000
SEQ_TRF1M_L256	0.050000	47343	1.475949	-24.670000	0.431300	0.192300	0.113000	4774	-29.340000
SEQ_TRF1M_L256	0.100000	94685	1.339443	-25.860000	0.431100	0.185000	0.108200	6647	-109.830000
SEQ_TRF1M_L256	0.200000	189371	1.188291	-31.640000	0.430400	0.178800	0.103700	8789	-133.190000
SEQ_TRF1M_L256	0.500000	473426	0.999178	-26.460000	0.434500	0.177100	0.101000	10131	-174.850000
SEQ_TRF1M_L256	1.000000	946853	0.004292	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
