schema	entry-v2-invalid-cache-deletion-manifest-v1
generated_at_utc	2026-08-16T14:07:34Z
status	NOT_EXECUTED_APPROVAL_REQUIRED
action	DELETE_EXACT_TREE
delete_root	/workspace/artifacts/cache/port/entry_v2
preserve_outside	/workspace/provenance/entry_v2
expected_directory_count	10
expected_file_count	4056
expected_total_file_bytes	63244943663
entry_type	size_bytes	sha256	absolute_path
F	42934664	fbc8674dda98ad6468e16b619c6492aaa40dadd3b05c3a8588b93bc32c22002e	/workspace/artifacts/cache/port/entry_v2/events/HG/20241212.qre2
F	33013320	a4fa5d5853f1f888369a38786009d7bcdc28577c8a993f01fad11d0904fee982	/workspace/artifacts/cache/port/entry_v2/events/HG/20241213.qre2
F	136	994995e930d56aafbb75a6ed952b9300a4dc31b21d5121fd0bf72578fd57ae15	/workspace/artifacts/cache/port/entry_v2/events/HG/20241215.qre2
F	28185344	3a418bfa86c578e9f9a26220744f19b5b9c4c9412821b844a8c62652eb2e4b0e	/workspace/artifacts/cache/port/entry_v2/events/HG/20241216.qre2
F	29122652	01a2f94c5711d3f43a8449c17492a0c63e2e2eb650a9f331b3637be4527d9976	/workspace/artifacts/cache/port/entry_v2/events/HG/20241217.qre2
F	34579832	1cd4c24cec67696d345169745540dbefbb4d5a0a9c908b9a744bc3c28533a1d9	/workspace/artifacts/cache/port/entry_v2/events/HG/20241218.qre2
F	41343148	a15e596d78ef71e5f7e400b32e15ec788ab28908e2680b928d87fb7a4535c79b	/workspace/artifacts/cache/port/entry_v2/events/HG/20241219.qre2
F	38022328	f59101b07f9056714ca6aef1ef7428fe7d99fc86b49016a037049d9b7ea7dc8f	/workspace/artifacts/cache/port/entry_v2/events/HG/20241220.qre2
F	136	0657c9f725e4a297c76f386861664c0cde451aac094cc3e256823a2a14ea70b3	/workspace/artifacts/cache/port/entry_v2/events/HG/20241222.qre2
F	28599696	f65a142136a82cf4c7f14853395e7d1879a71a300c13f96cc1392d81f8019d5d	/workspace/artifacts/cache/port/entry_v2/events/HG/20241223.qre2
F	16357464	db879d59118f32fd0f0cc4f0c0e75d07b1042531fabb5b7b2ce2da6a687cc1e8	/workspace/artifacts/cache/port/entry_v2/events/HG/20241224.qre2
F	16611836	8fc2a9834438ceb1cc8399a4427467ca320f0995160de7c8406d77ebb50fe97f	/workspace/artifacts/cache/port/entry_v2/events/HG/20241226.qre2
F	22345732	7b1988b725cd2395cb324e7b47ec3e15b0fa4ac400da3f548e1766371e8ec32a	/workspace/artifacts/cache/port/entry_v2/events/HG/20241227.qre2
F	136	0461e5f0654cc6f7f7c9a4be60536d6a788e56da172b1be4f182dcafee76781e	/workspace/artifacts/cache/port/entry_v2/events/HG/20241229.qre2
F	24596700	491fabfd085f9c47028f9f04892683cd5056e9941975ecbd849a3e64175f7026	/workspace/artifacts/cache/port/entry_v2/events/HG/20241230.qre2
F	29199564	2cb3f048e5be9134ea24879b3a2ad6c081f3a710bbdcd611b8974fb8a71249c8	/workspace/artifacts/cache/port/entry_v2/events/HG/20241231.qre2
F	41931768	8a796b62b8e0a7d0ef41996d3d565281292f54ca608397a3a2199b02675cb9f9	/workspace/artifacts/cache/port/entry_v2/events/HG/20250102.qre2
F	33458832	bbad074b7ff8e5f0eb1c7ec2adb0ca57a7ac292c0e3b1c09f1c5320ca6146dff	/workspace/artifacts/cache/port/entry_v2/events/HG/20250103.qre2
F	136	ce2a2e580f2203189eb4af869e5101a6482eea033fbe2a77878e0eef864e5b65	/workspace/artifacts/cache/port/entry_v2/events/HG/20250105.qre2
F	53401840	85eae77e1bcfead12e324f8715b90a6a9d9705de2b67959a3deb177a06ed832a	/workspace/artifacts/cache/port/entry_v2/events/HG/20250106.qre2
F	40929556	579770156ebca0d2448604b05eb675f3320e9d981f22053385392e68023dc8d8	/workspace/artifacts/cache/port/entry_v2/events/HG/20250107.qre2
F	42363752	7012e390c0cc210dc7f019dfe0d237a30bd31c6d00ba9f9c1875a2fc9c8344b5	/workspace/artifacts/cache/port/entry_v2/events/HG/20250108.qre2
F	32872036	923d4271b6ac1aadea4a428d9ff60331bbf3952b62798df10bcb6b4520eaef45	/workspace/artifacts/cache/port/entry_v2/events/HG/20250109.qre2
F	48789856	1cf1701178bb5b923cdcdb5844195950b9fdbcd884663ad36ac6bba7a4da04fc	/workspace/artifacts/cache/port/entry_v2/events/HG/20250110.qre2
F	136	61738d087f2e20684d39d678c5c20a12a33cb1c9ffd8d8579a0c816d42890eb6	/workspace/artifacts/cache/port/entry_v2/events/HG/20250112.qre2
F	38375348	451d2b096f1c51a9a3c0dc855cfc797cd12938f54a82d7ecad01d9d6995949c0	/workspace/artifacts/cache/port/entry_v2/events/HG/20250113.qre2
F	40804080	788a92fd0b257012d5e7c4fb6c93b5e5d5716f7bf112cbe21525eebe1b679a39	/workspace/artifacts/cache/port/entry_v2/events/HG/20250114.qre2
F	38830588	dc415b70b23f815748787c3922ffb9b5e2cf39eb421ee89baeadb3a134c85900	/workspace/artifacts/cache/port/entry_v2/events/HG/20250115.qre2
F	45366436	9ec5775ae5a800a228fcc074c5403e7477437487057b73290990b80f7336d367	/workspace/artifacts/cache/port/entry_v2/events/HG/20250116.qre2
F	42567660	7affcaa3db800cdbbd3fb53271d4aeaf796fe5cdde28c3def7442d96e0d05df6	/workspace/artifacts/cache/port/entry_v2/events/HG/20250117.qre2
F	136	2fcd4e404a54e55bec82f32bc32186f09bec3f5e921ad75894fb477571e698a7	/workspace/artifacts/cache/port/entry_v2/events/HG/20250119.qre2
F	32434732	f1dcb6336364886f44c3e90aadd157dca132469e74c7b350514082ea1e1256f2	/workspace/artifacts/cache/port/entry_v2/events/HG/20250120.qre2
F	45851164	4c8592d6b2b1c3846389e95a45cdaeeebac973eb59bf9639d6a84cd4077da1e8	/workspace/artifacts/cache/port/entry_v2/events/HG/20250121.qre2
F	30533364	4342b19b251029168e2822700459d7bd8fa94ea1808a40148f002612deeb2b20	/workspace/artifacts/cache/port/entry_v2/events/HG/20250122.qre2
F	24237296	ddfd1573916a6d59580cb2322bf84a03124cab49e6eaf17a23dce9b10d0abf91	/workspace/artifacts/cache/port/entry_v2/events/HG/20250123.qre2
F	35139192	a2cba19fc6ace4000df0cf8877c39da5c859d21be50a230dd6db37eb831ba4ce	/workspace/artifacts/cache/port/entry_v2/events/HG/20250124.qre2
F	136	2a507e23503189e61ac864eca0924b3d7075633b62fb52e8435e59ec68fc1e47	/workspace/artifacts/cache/port/entry_v2/events/HG/20250126.qre2
F	33793840	8f14ec9917f522ad6fa7740c2b431997eb969fa582d85756a6fb642b9043414a	/workspace/artifacts/cache/port/entry_v2/events/HG/20250127.qre2
F	26701824	e6ae1fb7808a5f66f338b792ecafce0b4146d31955c4bee14c260d2994532e63	/workspace/artifacts/cache/port/entry_v2/events/HG/20250128.qre2
F	24458000	9179623a9107f9839ffe694175fb37100e4046f2a482ba9d55db3635914546cb	/workspace/artifacts/cache/port/entry_v2/events/HG/20250129.qre2
F	21500688	62c8dc19f19a5c0dd30a08fc882766c8c9e0379b25fd0f6828a57461d05bdd57	/workspace/artifacts/cache/port/entry_v2/events/HG/20250130.qre2
F	28182152	4d455e099ee53228b3a7b28b2efcbcbd6b4cf60408f24692c3044e0e5199574f	/workspace/artifacts/cache/port/entry_v2/events/HG/20250131.qre2
F	136	eb4e3368d0d75db1394961be57bdfe18f4eb150199819b7e3fee8166528ddb6f	/workspace/artifacts/cache/port/entry_v2/events/HG/20250202.qre2
F	41752636	62af9b63e086649b4bd997ea863c1c6de6105abb305d7347525d4c8696ea8c28	/workspace/artifacts/cache/port/entry_v2/events/HG/20250203.qre2.tmp
F	1766	b77c2f3132adad56f8a096f7b77259f56fe2aa4e163d8eef904dd2f92ad27774	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210103.qre2.json
F	29639376	27d40e11c9bf2499db0dcb579fb0a5c5c11aa2432b49527617cee760bfe7a635	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210104.qre2
F	1916	aafb5b908a2c84e96fe6a964fdc36e530b0298f8c5d5371ba8a621501ca65308	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210104.qre2.json
F	22639244	2b1de7a31cff6535f90d1bf96f611ca5aaccdd7944192b3330045cd143c4811a	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210105.qre2
F	1921	a4a6f097ad27116efcd0c7caed0707b0a664838580a69710a043297f695e9b1e	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210105.qre2.json
F	37235500	4579a311dbf0590e17bea31689818735af546262c75641d3325bf2318be895c3	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210106.qre2
F	1921	cb9bab201ef3d48de05a3b87f5f464d6f82a58f2e52f64b08a2efe9b7ebd6983	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210106.qre2.json
F	23066820	753b5c0509607fcafb0d93cdf7b493c6c91589e693fa9957aa727fef312b0f4e	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210107.qre2
F	1921	52ce8a1d8c2bfd8b6d2a556ab0af4949374a40ef0adb247e426a156c0d33ce3d	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210107.qre2.json
F	25755396	7bf11d5eac51d5307249eaa99b062b371cdace9d4b3e253513729f0e8fe0c91c	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210108.qre2
F	1921	6f5d0e9f58eee542c1f3c1f0b4b8d6c2db95e83082c00239b7b593dbf79300a9	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210108.qre2.json
F	136	bd6299ad7f976c135065f87861da6e3f3a79a89d3e3811971ad0b2979531c06d	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210110.qre2
F	1916	b739fc9b3de1acddeeb254bd3fe0df1e35a8ab240100ae630becf169537b820b	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210110.qre2.json
F	13032844	b8adab7a0ffea249ec64b90b96f20d2b739a5543fc6758059bf50e40e250fbad	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210111.qre2
F	1916	85807ddb6b8c084031283d1fc6f4a398db965f3df1a1c1b0006b2660c4d727f1	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210111.qre2.json
F	24048968	ebbfc6b0ceef4b96951d49de3f2900e3d4d81a9c30a44a78b6cdf2f5c1599e1c	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210112.qre2
F	1921	6bc67ea9c675ded9cb1cdb182f769d60a8136a7ce46218174171a66dfd945cbd	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210112.qre2.json
F	19382948	bab75c51f7cb1b4e8e40ee13e96a09af210d56e7a0fc24715ad7132d43bd92a2	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210113.qre2
F	1921	d59140744b4140c900d8e64b735ba556190312518960b860fe8a943e4a903e4e	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210113.qre2.json
F	25548828	4ef77e8d552a3a0c4b5237925203fa6465fac3234b51c79f9fcf774bdf061a57	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210114.qre2
F	1921	a8aa369bdb4701e38e1d8c344409706387f3ba75348903ce9a06a1878d7071f4	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210114.qre2.json
F	22815792	1630bb282f5777b4141f3ab6a9bcc2f49b09d3a72f224ff0f61dae64177a3451	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210115.qre2
F	1921	743069cd3a8952e640a8dd79a40655b1445b42317aa84caf001041dcb448e2d1	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210115.qre2.json
F	136	a51d85568225fd7b16dafd248321d9b9e7a0ebe5c3e6cd17098b60488ac5f35b	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210117.qre2
F	1916	6a8888dcf4481871e9df53f78aad715bf5f4c1329c1021078ef409f03776402b	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210117.qre2.json
F	10799052	7e88ed083a88aaf7fe8d72ec7627b8fb02e4ad4d5e44e740285c96563f11016e	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210118.qre2
F	1916	9fcfa0a285d385ac845cfb202d55ead4e9dd67171f0267260233ba3a8e3988b3	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210118.qre2.json
F	13952748	5db50ee88e3d76a4fd360783d81c4cb99106943a06e3730fafb313e8bc946f3c	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210119.qre2
F	1921	a71992cf36bf552667c3f2cf17aecf465ef5a4fa3acf6819d9ecbe29fe2905e8	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210119.qre2.json
F	12718356	290156230537cc41e8480502edcd60388fb638faa4322f5ab3f8bec9de70439d	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210120.qre2
F	1921	c4b40d1db3f909411cc6773bd6c1270af289c681377ad04b2b0f9e7d079a9ec3	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210120.qre2.json
F	11237040	f2e0805f536acc6136b00c80570a3bf6a2de0af711dc39f9b76c5f853d7d4a1f	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210121.qre2
F	1921	6105e659aa8ccc73ba3c7718d72ffa4bece7c8a8eef83947d68df77777db566c	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210121.qre2.json
F	12895968	fe528f3196de9af53c9a7dc5b252e919b5dbbb1fd38ac937808b6b04155f73ea	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210122.qre2
F	1921	76d20368b4ddb1ff8a2f950aa2ba5c506a54c4a396bd2629758c9542c86499c6	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210122.qre2.json
F	136	8db48085113cd1da7390d9f888736be050f44be5b1c78f913191e35c1c52a661	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210124.qre2
F	1916	bfa2eb423c00c03f2b0919f2fcf450c4f9e3dcccae8bfc94a5a996388cb4ee7c	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210124.qre2.json
F	20378396	2e4a022a3fb1681c7bb8877178c788ff1e34ee3a114a62f2c68933be0081a76f	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210125.qre2
F	1916	b474ec71c0b6fa6b0257dc1fbb5a53c2aebe7ee95f19a509f4e7b3a34b60a791	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210125.qre2.json
F	12805300	0dd8f57e7a232d4280658dc3c848bb555302840600b9851060d3031b392c05fc	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210126.qre2
F	1921	d4baf497842953277fb78a2005822138e89a7ab963ca234a8cd463a387656de7	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210126.qre2.json
F	23881844	0cd9b1bc3dcefc0b51eb3fbbcfe077f207fb3b47f9681779899b5a14d8ee5679	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210127.qre2
F	1921	f033d6c2ea2ee1c047f28e0394362d207ef23304eda75cad5c4a779051add643	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210127.qre2.json
F	33385036	b22aa4120fe4e10420a048672f34242f1902d96a2e1981809c97fc5d9ab8043a	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210128.qre2
F	1921	c4c650b4d9d8b476405d0af5277797ee5627d2b01229de7f297b436aa11bc055	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210128.qre2.json
F	42509064	3e318ef67c523deccb84bfe1743dc2003aabf95895b3554d435f4e1fa66f2e0b	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210129.qre2
F	1921	d0631e0d96aca7072d16e994d4b2c7899ba2a35ba1b092a8637554e118a608c8	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210129.qre2.json
F	136	29116764cff00a19f8f039d12f3ca9b79a688ae0ade4a324eed0616449d6ba92	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210131.qre2
F	1916	6682dced257cb6fa0e2a12c9d519cea3509f39b2ca1cb49954cc316b0dbba99d	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210131.qre2.json
F	29356048	9909ad548993cba2f20bdf05fd02e3813e3a3b5e6d46d30669c84476570f3a79	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210201.qre2
F	1916	0ddffa62d951566846d3d7aa4d685480b2739763755c6ed9b265dd45f53b66af	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210201.qre2.json
F	22244196	b0f06140784d6da57d3525b964097320a2f118b78e7a7a42ca6d176f0fdd0722	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210202.qre2
F	1921	4b21ad04f3970c0ef57ac013b1c3c2bc4c6d9c51f01b1695dfd0012d7b7e874b	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210202.qre2.json
F	19050448	4b20f8b4164c7090261607c4cf07414132d2079e3f60fa754572d2e9f04f4961	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210203.qre2
F	1921	3762afb6521ab4cf9501ccbec8b1c0e4affe75cb29b92247eb744af03673eeab	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210203.qre2.json
F	17431420	1c01b02e9abe1d0a942bc729456c4efbd016e5a4ac45ca3d754d981777c3af34	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210204.qre2
F	1921	3a63066d41dee59de35b9d52bc6b00e4213466f321570da1f44d6dfcfd496c8e	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210204.qre2.json
F	14545624	b4b79c6e5d0a517f0bab8c3f24013c12a9137c9d0db4df828d48f036a39a94a1	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210205.qre2
F	1921	7d6634fa9bd56087035ac87d0c72b9ca8dd4bb89c24a3bdca15d36c5265d63df	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210205.qre2.json
F	136	15b39cb393ca4a9cbc8db5fa9c842f0b002b4c5139f438577d76bf65064630be	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210207.qre2
F	1916	b5936c88ad3f636e6dd5f26f589de6ddfb81de1ddc801e217e789c52bbc559c0	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210207.qre2.json
F	20222216	26efdd0b5059b0c3cda5d66b5617e70c72a98649bfd3516f5af779a6e7c671ce	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210208.qre2
F	1916	a86a68e661ec08c7faec3497b92b085ea1e135f318405330bebd8241959c7d37	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210208.qre2.json
F	18830048	02bba40d48bb9cc870cd9d93207020d6c7cb48cef424f00276a417b9bff9817d	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210209.qre2
F	1921	4db935d9dd3eaff2aa1a97b57f485b765edc3be5e7867bd2d83c769a9f55e473	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210209.qre2.json
F	27122256	33b9f9213ec6395f0c6d1bd90f777bc024170a784dcc0de3de2819160550bf07	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210210.qre2
F	1921	552f88b61e00fbba84b04b739cef782d336358261727bc9bc6d7cb360d3e9f5f	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210210.qre2.json
F	7229332	8cefbf7d30e896d2072cff66e5f8bde3780e99f9c9b8f42ca2e29d92f37c5989	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210211.qre2
F	1920	999595941b3d252e63f9efc487f3b9718ba0de05ef6893aea21e01d04d481e74	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210211.qre2.json
F	13796720	737bb9f62cb390db7c1b92da7fd31d944cdc2dae5862b1870a0d2393b5273951	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210212.qre2
F	1920	00779790fee60ba6fde88165f0757cdfee6774c8cb5d1282884becf907d56d86	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210212.qre2.json
F	136	9940edbec0874fb2577cb77d6104c6903456298a223031e176e2ad0b79a950ff	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210214.qre2
F	1916	01f12221b550d610797795ac1c0e843bcf22a98df94445a6abe384f7abf2c600	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210214.qre2.json
F	9910840	bf48bfe05214953de8efa3eb24efa7dd15aefa908cd4de0949251eb6d29e94b0	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210215.qre2
F	1916	4ab485dda4140ef21371161754b92141c80c1483ceb3a05d243cebb5a14c5319	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210215.qre2.json
F	24739884	36cfedb239e2a8436d62046be180c6882d2e7bbf6ae82c59d43a3f1304ecacfe	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210216.qre2
F	1921	76a6147e34e64ad13a0c59d380360c13d93a668f6d1cf13556a0042e08245d4a	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210216.qre2.json
F	30784620	7568dfe22eb1ecf2f38e6c51f75cfaa11a9dd31831145eb55368de512d3baff8	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210217.qre2
F	1921	c189c2a610ab18edb5d5013a37918e44cf82c7690375c3a622700de2bdadeab3	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210217.qre2.json
F	32938916	7344e60aa3aa9a5f240f6d0305f220cac2ffe041ced73f96dafea8a5e004f306	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210218.qre2
F	1921	5a681d50cefb064914d551468aeaf27320366997d4780d277e714f8200eb6fac	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210218.qre2.json
F	27132516	704832136dc64db31855f35b10eec125cdf0049c78605d34c0ce4e27ea76ec15	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210219.qre2
F	1921	011eb73a4ec79352771c54ac1ef3f202b85ddb018c2b9c685341bf675cbd81de	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210219.qre2.json
F	136	151ddf8adfdbc22127e62a5ac6d3b90fe4c2fd4816bc2878f2e9b649ad7d8dc4	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210221.qre2
F	1916	671d37ad53d29535c75473eddccf417ea277150185088499aa20ecea24552239	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210221.qre2.json
F	30600548	c92f8c27d2ac538e1d01f8b323cae21e6fe968ee0fc54967e132deef35738f45	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210222.qre2
F	1916	f4da1830b3e046b81bbc744286b3295f7e64e93bc2862e4b4b64aa53df2eaf87	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210222.qre2.json
F	14654380	7917b56d8b66d21289011fe1244f0e9fbf1b3573ba638d2c102abba516d1fc07	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210223.qre2
F	1921	d30739f9e0d009d43e1990ede9f554807971d7913645823a5ad0f9989f452eee	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210223.qre2.json
F	33465444	a3a0243153cb029450d0c30fbfcb4f5b3f7b33832e7cef6781195a8770478f3d	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210224.qre2
F	1921	a8eb5a4593a4d7eef6f669c62d9b4aeed8adee7cb26082020c88330962498775	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210224.qre2.json
F	35666556	9c41d91f2171460482dd180d9f00f2154275911e85750cbc7a3deeeccdc33f85	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210225.qre2
F	1921	9b7caa7d8552005a5d97a2171eaf534e946432e01e0acccb0bea8d6273c0db38	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210225.qre2.json
F	43370372	e048a9d55140413f0b1c9316967d09abc51de519decf2e184e34f90cd4dfdc33	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210226.qre2
F	1921	8ba8123a42893365bec326daf64911e79470c9bd24c93c3c10f05795b21fd1f4	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210226.qre2.json
F	136	3af2dba6119440fd76dfbb7896945db6e5d9a5216edd003eef1193a477c2fe12	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210228.qre2
F	1916	6f6f8ff0f3bf8033e6953024c00c1f58dd73d1f86ee105e8a388ca7f124599c7	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210228.qre2.json
F	22511260	0b8cbf4e1309297513c2373a7167d6e788c5239ce4cabd4cf793262da36a28c4	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210301.qre2
F	1916	b9d7d64a6283890ba400254cecc9d2aeeed442a9d7e36c1a188b33186f4f2f08	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210301.qre2.json
F	30333332	6ffb70244746249386e5175d749778cb3aed7d2a13cdff33a5d6217b7101bd41	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210302.qre2
F	1921	5aea5d88f3ca0affe634337803f217e3a0203eaa3f1ac152333c850802914c8b	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210302.qre2.json
F	29119384	d6fb932f2b348b52649ea3067a3698b15c32b410c1ba1556bcd1e87daadc955f	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210303.qre2
F	1921	f7a60351511f206e5788b46c6060e7ba24aee168a5a4031513c0187db5e3bb9f	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210303.qre2.json
F	42294060	78c74226ec38ed2c9cd9ab8174a0c0a9e9fdcb08043f2afe3fa8265bba9f59b1	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210304.qre2
F	1921	5b512a1758014dad566fd265b35b1743bdd970ab95fa1abe8eb10e3ba8018409	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210304.qre2.json
F	54355716	761fdc46c508b9a2064d1db916c504d7e73656aca96ab0956f64778680050fda	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210305.qre2
F	1921	7f93c66729d56923c008585a95be34977185e920885dcff9ea002e7bf74e2a65	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210305.qre2.json
F	136	ec9c59f3bb1b3f73290d27fd789474ef7ab2c6a698827d8af51af9b6bcf463ca	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210307.qre2
F	1916	a9d6ed74405ba5395c483856bdef601328653228c21a483c5155268e031bf884	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210307.qre2.json
F	48367600	60f4e8ed27d19be20c18d53297e1235a113785a32ef44cd7e4165856603d404a	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210308.qre2
F	1916	32a9114647030dbd24774e30fd653014deb58364b8ace4c2e6dbf6a27cf0c038	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210308.qre2.json
F	26655768	494b7c139551e1a4ed3169802af88118137b37c1b839ee4bca6779c7d90a681c	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210309.qre2
F	1921	39f84529572ae472b5357b9b5f4ea55a7cb374cf0179dc7ba644d72ef4f85b9d	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210309.qre2.json
F	28021260	fd5d6ad2502995031138554224e47505c19230ca87d0e041174cd442aeb1be50	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210310.qre2
F	1921	48d261cd0f26a6472a5c8a5fdd61827f7f393441de5a2712b1edb31df574f243	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210310.qre2.json
F	9940632	ea096aebd868be7ad05ad81da837339389c28046016270a0c8447373e40b2ac7	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210311.qre2
F	1921	823c839ee895ccae8c839b9ca90ae01efeb80f8d52311acd1d7010c024313f15	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210311.qre2.json
F	1774	e81d0019d4d6ff4cc0bdd49504be51f988c906b1326d9eb1749353b5708d1422	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210312.qre2.json
F	136	b893eb0d5a50dfd345910c211438dd6318a596af28e531e84723a6caffb13d0a	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210314.qre2
F	1916	c5aa7c9e4ec37f3da870607ab0221fea78c06a432258a43c35fc581917ee7119	/workspace/artifacts/cache/port/entry_v2/events/NKD/20210314.qre2.json
