# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
GBT_M3FEATURES_TOP3	0.005000	4734	1.855228	152.900000	0.552200	0.261100	0.149600	811	29.790000
GBT_M3FEATURES_TOP3	0.010000	9469	1.809179	119.950000	0.524600	0.260000	0.146500	1383	25.970000
GBT_M3FEATURES_TOP3	0.020000	18937	1.748492	85.940000	0.507900	0.261400	0.148300	2226	3.830000
GBT_M3FEATURES_TOP3	0.050000	47343	1.644844	27.510000	0.465000	0.236300	0.136800	3485	-62.970000
GBT_M3FEATURES_TOP3	0.100000	94685	1.530899	-6.600000	0.445100	0.226700	0.131900	4507	-67.500000
GBT_M3FEATURES_TOP3	0.200000	189371	1.362254	-26.120000	0.431800	0.219100	0.130800	5862	-117.750000
GBT_M3FEATURES_TOP3	0.500000	473426	1.016990	-23.520000	0.431900	0.202800	0.121500	9621	-175.360000
GBT_M3FEATURES_TOP3	1.000000	946853	0.000955	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
