# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
CELL1_GBT_M3FEATURES	E3	HG	390	262	10	0.412200	742.040000	SESS_CLOSE	461.550000	1397.860000	W2400	30.290000	81.250000
CELL1_GBT_M3FEATURES	E3	NKD	390	261	4	0.394900	564.650000	CLOSE	0.000000	1273.580000	W1800	16.540000	36.150000
CELL1_GBT_M3FEATURES	E3	SI	390	247	19	0.394400	944.550000	SESS_CLOSE	559.980000	1401.440000	W1500	46.350000	143.170000
CELL1_GBT_M3FEATURES	E4	HG	384	230	18	0.410000	641.240000	CLOSE	0.000000	1420.900000	W1800	30.370000	123.730000
CELL1_GBT_M3FEATURES	E4	NKD	387	229	7	0.416400	485.170000	CLOSE	0.000000	1212.310000	W1800	21.510000	49.130000
CELL1_GBT_M3FEATURES	E4	SI	384	229	20	0.360700	950.200000	CLOSE	0.000000	1496.250000	W1800	39.650000	124.610000
CELL1_GBT_M3FEATURES	E5	HG	387	240	0	0.407300	479.070000	SESS_CLOSE	359.860000	1265.130000	W900	0.000000	28.000000
CELL1_GBT_M3FEATURES	E5	NKD	387	228	9	0.393600	624.000000	SESS_CLOSE	481.380000	1419.830000	W1800	21.030000	59.500000
CELL1_GBT_M3FEATURES	E5	SI	387	237	12	0.387700	824.580000	CLOSE	0.000000	1349.570000	W1500	16.380000	72.190000
CELL1_GBT_M3FEATURES	E6	HG	384	216	10	0.402200	601.950000	CLOSE	0.000000	1329.370000	NO_WALL	17.820000	74.660000
CELL1_GBT_M3FEATURES	E6	NKD	384	228	11	0.397700	743.680000	SESS_CLOSE	455.900000	1327.680000	W600	23.440000	69.630000
CELL1_GBT_M3FEATURES	E6	SI	384	210	26	0.373200	1003.160000	SESS_CLOSE	474.100000	1504.300000	W900	0.000000	170.120000
CELL1_GBT_M3FEATURES	E7	HG	393	255	13	0.414100	619.990000	SESS_CLOSE	396.010000	1389.450000	W600	33.920000	89.220000
CELL1_GBT_M3FEATURES	E7	NKD	393	242	30	0.398600	960.720000	CLOSE	0.000000	1432.210000	W1800	105.060000	224.430000
CELL1_GBT_M3FEATURES	E7	SI	393	231	46	0.369600	1138.230000	SESS_CLOSE	502.040000	1599.140000	W300	205.530000	299.900000
CELL1_GBT_M3FEATURES	E8	HG	381	217	19	0.378100	912.390000	SESS_CLOSE	511.560000	1550.550000	NO_WALL	29.430000	130.710000
CELL1_GBT_M3FEATURES	E8	NKD	381	209	25	0.397800	883.890000	CLOSE	0.000000	1469.780000	NO_WALL	80.550000	181.060000
CELL1_GBT_M3FEATURES	E8	SI	381	233	30	0.394400	1058.690000	CLOSE	0.000000	1450.690000	W2400	90.770000	210.350000
