# PORT_M1_SPEC.md §3 vol layer V1/V2 + CC-M1-1(A) + D-054 SANE mids (spec_sha16=b84832556267e703)
# params_hash=9249e6e164e637222cf009ebe366844717b544b4e33876e84bf42e7c45150767
# the LAST row with is_frozen_candidate=1 per (asset,segment,target) is the FROZEN coefficient vector exported to M1.B (fit through 2024-12-31)
# beta_log_context is empty for HG (no context series)
asset	segment	target	refit_month	n_train	n_predict	mean_log_target	cal_persistence_log	cal_atr_log	is_frozen_candidate	beta_const	beta_log_rv1	beta_log_rv5	beta_log_rv22	beta_log_parkinson1	beta_log_gk1	beta_log_rs1	beta_log1p_jump1	beta_log_context	beta_dow_TUE	beta_dow_WED	beta_dow_THU	beta_dow_FRI
HG	LONDON	RANGE	2023-03	535	23	7.072195	0.000737	-0.607680	1	2.510659	0.104456	0.168895	0.009583	0.494085	-0.758900	0.365173	0.001910		0.108875	0.023550	0.142907	0.075852
HG	LONDON	RANGE	2023-04	558	19	7.070859	0.000132	-0.607598	1	2.678357	0.093062	0.189121	0.000194	0.484871	-0.766669	0.361272	0.002119		0.098640	0.024981	0.122224	0.064854
HG	LONDON	RANGE	2023-05	577	23	7.049170	-0.000105	-0.622568	1	2.111821	0.089000	0.254708	-0.019160	0.495643	-0.782090	0.365768	0.001333		0.108678	0.029851	0.123163	0.073194
HG	LONDON	RANGE	2023-06	600	22	7.021360	-0.000463	-0.641727	1	0.953574	0.099129	0.244049	0.065802	0.481251	-0.750356	0.351372	0.000681		0.118855	0.045149	0.126065	0.076389
HG	LONDON	RANGE	2023-07	622	21	7.009096	-0.001078	-0.643841	1	0.915353	0.085090	0.249658	0.064169	0.407871	-0.589492	0.285318	0.000694		0.126136	0.064370	0.143322	0.085185
HG	LONDON	RANGE	2023-08	643	23	6.990977	-0.000483	-0.649949	1	0.813594	0.090603	0.240512	0.078794	0.361766	-0.533773	0.270339	0.000172		0.114549	0.055779	0.143410	0.081351
HG	LONDON	RANGE	2023-09	666	21	6.973001	-0.000706	-0.658494	1	0.685332	0.096944	0.229362	0.090388	0.346762	-0.523715	0.280211	-0.000094		0.123800	0.058675	0.142829	0.082935
HG	LONDON	RANGE	2023-10	687	22	6.954609	-0.001286	-0.662579	1	0.611767	0.094628	0.230695	0.101049	0.297524	-0.446417	0.244744	-0.000501		0.117697	0.058114	0.150785	0.074850
HG	LONDON	RANGE	2023-11	709	22	6.941083	-0.000428	-0.663903	1	0.501078	0.082708	0.232368	0.112950	0.346113	-0.511254	0.274273	-0.000264		0.105842	0.049146	0.134281	0.057380
HG	LONDON	RANGE	2023-12	731	20	6.929252	-0.000201	-0.661835	1	0.481641	0.084029	0.224912	0.120263	0.304368	-0.436128	0.240188	0.000749		0.100755	0.048048	0.134328	0.058636
HG	LONDON	RANGE	2024-01	751	22	6.920925	-0.000506	-0.660043	1	0.530363	0.089109	0.215808	0.124848	0.299004	-0.401814	0.204012	0.000288		0.096441	0.046250	0.133970	0.063991
HG	LONDON	RANGE	2024-02	773	21	6.912635	-0.000404	-0.654270	1	0.564208	0.086915	0.213104	0.127197	0.300985	-0.390940	0.189996	0.000484		0.101061	0.061003	0.137685	0.075569
HG	LONDON	RANGE	2024-03	794	20	6.898900	-0.001045	-0.654274	1	0.510870	0.085585	0.213020	0.133220	0.272200	-0.351713	0.178551	0.000420		0.093254	0.061692	0.128247	0.081447
HG	LONDON	RANGE	2024-04	814	22	6.893071	-0.000278	-0.648532	1	0.606599	0.085954	0.216381	0.125083	0.230785	-0.301142	0.163882	0.000556		0.094239	0.065759	0.130630	0.080109
HG	LONDON	RANGE	2024-05	836	23	6.890923	0.000202	-0.646692	1	0.623611	0.085043	0.209696	0.129863	0.230454	-0.318552	0.184224	0.001272		0.091340	0.053830	0.123563	0.078448
HG	LONDON	RANGE	2024-06	859	20	6.899447	0.000220	-0.646455	1	0.602975	0.099062	0.187077	0.131891	0.194693	-0.260695	0.176299	0.001191		0.092625	0.063278	0.132863	0.084943
HG	LONDON	RANGE	2024-07	879	23	6.901779	0.000085	-0.651937	1	0.665404	0.096944	0.194682	0.124137	0.173955	-0.216785	0.148235	0.001009		0.101040	0.057825	0.128717	0.090966
HG	LONDON	RANGE	2024-08	902	22	6.904754	-0.000303	-0.651908	1	0.670854	0.097316	0.193314	0.127714	0.181022	-0.235527	0.154861	0.001205		0.095209	0.052385	0.126632	0.092924
HG	LONDON	RANGE	2024-09	924	21	6.905756	-0.000053	-0.652104	1	0.693066	0.095530	0.189816	0.130456	0.200065	-0.255416	0.157785	0.001290		0.087945	0.044342	0.123998	0.084010
HG	LONDON	RANGE	2024-10	945	23	6.908555	0.000845	-0.648847	1	0.720138	0.096681	0.190737	0.131702	0.168880	-0.218427	0.143694	0.001149		0.078064	0.031548	0.119564	0.069228
HG	LONDON	RANGE	2024-11	968	21	6.908261	-0.000251	-0.652519	1	0.760386	0.097926	0.192807	0.130159	0.176429	-0.242162	0.151321	0.001085		0.074598	0.030765	0.117495	0.062461
HG	LONDON	RANGE	2024-12	989	21	6.907478	-0.000490	-0.654316	1	0.777098	0.091725	0.195206	0.124283	0.131027	-0.119098	0.087337	0.001272		0.081514	0.029013	0.118815	0.072627
HG	LONDON	RANGE	2025-01	1010	22	6.904949	0.000012	-0.652382	1	0.815671	0.090121	0.191405	0.134197	0.129749	-0.140146	0.096583	0.001702		0.072096	0.023503	0.113667	0.061112
HG	LONDON	RANGE	2025-02	1032	20	6.901295	-0.000144	-0.651606	0	0.810349	0.096028	0.180442	0.142181	0.122834	-0.138371	0.096826	0.001892		0.068843	0.027086	0.116550	0.058891
HG	LONDON	RANGE	2025-03	1052	21	6.902717	-0.000291	-0.651408	0	0.814655	0.092375	0.182519	0.142797	0.120636	-0.123937	0.085947	0.001784		0.066948	0.024886	0.116390	0.057468
HG	LONDON	RANGE	2025-04	1073	21	6.908422	0.000703	-0.650860	0	0.804443	0.095998	0.180777	0.142347	0.081331	-0.041555	0.042577	0.001088		0.063985	0.027779	0.112148	0.054714
HG	LONDON	RANGE	2025-05	1094	22	6.920080	0.001106	-0.651233	0	0.784150	0.103702	0.171393	0.146229	0.050633	0.056418	-0.026389	0.001003		0.067303	0.036513	0.113299	0.062021
HG	LONDON	RANGE	2025-06	1116	21	6.927648	0.000258	-0.653166	0	0.852197	0.108191	0.167401	0.144151	0.018100	0.099866	-0.043835	0.000251		0.065947	0.042609	0.118030	0.071020
HG	LONDON	RANGE	2025-07	1137	23	6.935719	-0.000054	-0.650501	0	0.806909	0.106335	0.165187	0.156137	0.019270	0.082706	-0.036390	0.000708		0.063866	0.042603	0.123750	0.078161
HG	LONDON	RANGE	2025-08	1160	21	6.943765	0.000553	-0.652418	0	0.761002	0.096398	0.149430	0.166899	0.041556	0.082154	-0.025220	0.000919		0.062932	0.051479	0.120749	0.078651
HG	LONDON	RANGE	2025-09	1181	22	6.936704	-0.000239	-0.667932	0	0.869492	0.099654	0.186516	0.111319	0.018936	0.140666	-0.048570	0.000611		0.058889	0.050852	0.117211	0.072932
HG	LONDON	RANGE	2025-10	1203	23	6.930656	0.000266	-0.671157	0	0.796287	0.099234	0.170398	0.125015	0.044949	0.114251	-0.034401	0.000914		0.067677	0.061422	0.125184	0.076657
HG	LONDON	RANGE	2025-11	1226	19	6.934717	0.000010	-0.672773	0	0.812863	0.097385	0.172799	0.123319	0.041670	0.122338	-0.039602	0.000859		0.071214	0.058907	0.124274	0.079279
HG	LONDON	RANGE	2025-12	1245	22	6.934485	-0.000391	-0.675822	0	0.830577	0.092454	0.177179	0.118737	0.040977	0.114037	-0.024441	0.001162		0.071788	0.063805	0.120791	0.082411
HG	LONDON	SIGMA	2022-02	257	20	6.670917	0.000611	-0.994617	1	1.353892	0.042928	0.278476	-0.007401	0.662529	-0.857068	0.343724	-0.000474		0.073938	0.012940	0.055920	0.078430
HG	LONDON	SIGMA	2022-03	277	23	6.655197	0.000783	-1.010396	1	1.139915	0.058137	0.252847	0.018739	0.621943	-0.751594	0.277215	-0.000176		0.089214	0.012094	0.075005	0.074953
HG	LONDON	SIGMA	2022-04	300	20	6.674073	-0.000198	-1.007773	1	1.189069	0.056943	0.238743	0.004267	0.506442	-0.488131	0.177029	0.000325		0.082984	0.019628	0.061274	0.069419
HG	LONDON	SIGMA	2022-05	320	22	6.666739	0.001068	-1.014268	1	1.257552	0.063279	0.237990	-0.002823	0.497221	-0.515039	0.206376	0.000222		0.074528	0.019884	0.066077	0.079077
HG	LONDON	SIGMA	2022-06	342	22	6.668086	-0.000227	-1.019359	1	1.268060	0.053695	0.246951	-0.006025	0.477491	-0.485533	0.202748	-0.000198		0.065635	0.017391	0.063710	0.075016
HG	LONDON	SIGMA	2022-07	364	21	6.665634	0.000571	-1.024079	1	1.323728	0.050804	0.246179	-0.002495	0.435719	-0.415888	0.166981	0.000171		0.064574	0.008578	0.068613	0.069605
HG	LONDON	SIGMA	2022-08	385	23	6.669518	0.000254	-1.031088	1	1.450674	0.052967	0.236550	-0.005957	0.420803	-0.403755	0.172280	0.000907		0.053862	0.002233	0.063389	0.064269
HG	LONDON	SIGMA	2022-09	408	22	6.662887	0.000635	-1.035306	1	1.534872	0.058369	0.242943	-0.017286	0.464659	-0.500154	0.213619	0.000566		0.051395	-0.003739	0.057762	0.060952
HG	LONDON	SIGMA	2022-10	430	21	6.658594	0.000641	-1.035781	1	1.514118	0.063388	0.237748	-0.016000	0.434075	-0.467909	0.212062	0.000683		0.046983	0.006777	0.069542	0.055154
HG	LONDON	SIGMA	2022-11	451	22	6.658325	0.000206	-1.034094	1	1.535752	0.064942	0.239563	-0.018158	0.413978	-0.440775	0.200162	0.000659		0.043718	0.006869	0.067279	0.045013
HG	LONDON	SIGMA	2022-12	473	21	6.657578	0.000709	-1.037199	1	1.570123	0.067196	0.232881	-0.014974	0.398928	-0.415852	0.188755	0.000379		0.041692	-0.004634	0.058312	0.043925
HG	LONDON	SIGMA	2023-01	494	21	6.648346	0.000981	-1.041996	1	1.564986	0.066103	0.237962	-0.015645	0.410230	-0.454564	0.210531	0.000555		0.043495	-0.002621	0.048093	0.046184
HG	LONDON	SIGMA	2023-02	515	20	6.637752	-0.000275	-1.046310	1	1.259899	0.058615	0.239557	0.007749	0.245149	-0.117413	0.045983	0.000593		0.047412	-0.005968	0.054263	0.049973
HG	LONDON	SIGMA	2023-03	535	23	6.626450	0.000379	-1.053211	1	1.030773	0.056353	0.244948	0.022262	0.254601	-0.135129	0.052128	0.001134		0.052351	-0.010978	0.057114	0.056109
HG	LONDON	SIGMA	2023-04	558	19	6.621590	0.000082	-1.056593	1	1.055948	0.062937	0.238099	0.025335	0.279354	-0.182078	0.065527	0.001336		0.050170	-0.009361	0.054763	0.058536
HG	LONDON	SIGMA	2023-05	577	23	6.601842	-0.000354	-1.069668	1	0.757452	0.066421	0.271036	0.012854	0.289188	-0.194015	0.063778	0.000927		0.059735	0.003042	0.061592	0.065548
HG	LONDON	SIGMA	2023-06	600	22	6.580638	-0.000086	-1.082348	1	0.321061	0.069237	0.269317	0.044528	0.269236	-0.166143	0.054558	0.000895		0.065806	0.012917	0.063948	0.072543
HG	LONDON	SIGMA	2023-07	622	21	6.566331	-0.000405	-1.086473	1	0.208340	0.065591	0.263701	0.056873	0.254357	-0.128267	0.041571	0.000409		0.060816	0.011064	0.067073	0.072099
HG	LONDON	SIGMA	2023-08	643	23	6.546979	-0.001072	-1.093798	1	0.015402	0.073996	0.255767	0.073315	0.219440	-0.111827	0.055865	-0.000209		0.057783	0.010536	0.071837	0.072791
HG	LONDON	SIGMA	2023-09	666	21	6.529006	-0.000474	-1.102344	1	-0.074703	0.070978	0.256924	0.080549	0.209526	-0.100223	0.055923	-0.000485		0.067602	0.016861	0.078614	0.081908
HG	LONDON	SIGMA	2023-10	687	22	6.510591	-0.000800	-1.106457	1	-0.112373	0.068595	0.260694	0.085260	0.159912	-0.025847	0.025344	-0.001129		0.065558	0.016845	0.093108	0.073508
HG	LONDON	SIGMA	2023-11	709	22	6.498793	-0.000331	-1.106082	1	-0.106324	0.065516	0.259073	0.089679	0.173005	-0.049317	0.036239	-0.001265		0.062231	0.012303	0.082863	0.064452
HG	LONDON	SIGMA	2023-12	731	20	6.487799	-0.000351	-1.103194	1	-0.078284	0.066115	0.256179	0.091245	0.159357	-0.028110	0.025905	-0.000716		0.055684	0.009661	0.080173	0.063912
HG	LONDON	SIGMA	2024-01	751	22	6.478118	-0.000759	-1.102739	1	-0.110216	0.056769	0.261093	0.094208	0.156203	0.005365	0.003396	-0.001499		0.048622	0.011292	0.078311	0.063402
HG	LONDON	SIGMA	2024-02	773	21	6.469377	-0.000414	-1.097414	1	-0.049486	0.059133	0.257578	0.094719	0.180204	-0.026138	0.002932	-0.001155		0.056501	0.020480	0.079997	0.068438
HG	LONDON	SIGMA	2024-03	794	20	6.456477	-0.000586	-1.096597	1	-0.047602	0.059755	0.258431	0.094672	0.157062	0.001716	-0.004363	-0.001377		0.051624	0.021824	0.076729	0.068326
HG	LONDON	SIGMA	2024-04	814	22	6.450022	-0.000493	-1.091475	1	0.014504	0.057545	0.263736	0.087864	0.132432	0.038233	-0.018390	-0.001300		0.054207	0.024321	0.074816	0.073348
HG	LONDON	SIGMA	2024-05	836	23	6.449961	0.000156	-1.087578	1	0.036408	0.059830	0.259661	0.086149	0.125434	0.042780	-0.012571	-0.000821		0.051216	0.018082	0.070796	0.073052
HG	LONDON	SIGMA	2024-06	859	20	6.458263	0.000265	-1.087562	1	0.032774	0.065999	0.244389	0.088416	0.130873	0.046054	-0.009553	-0.000563		0.056408	0.030689	0.081313	0.078438
HG	LONDON	SIGMA	2024-07	879	23	6.461052	0.000137	-1.092595	1	0.067814	0.064309	0.248805	0.084706	0.141538	0.001571	0.021005	-0.000682		0.061920	0.028405	0.082478	0.082873
HG	LONDON	SIGMA	2024-08	902	22	6.463300	0.000178	-1.093286	1	0.075669	0.062867	0.248411	0.087483	0.155381	-0.031165	0.037650	-0.000642		0.056695	0.026789	0.076459	0.081008
HG	LONDON	SIGMA	2024-09	924	21	6.465234	0.000001	-1.092562	1	0.087803	0.063720	0.243754	0.091241	0.176972	-0.051717	0.035168	-0.000571		0.057895	0.025090	0.076608	0.076523
HG	LONDON	SIGMA	2024-10	945	23	6.466921	0.000390	-1.090406	1	0.090900	0.065602	0.241053	0.091888	0.166953	-0.037201	0.031279	-0.000612		0.053012	0.017621	0.072955	0.070810
HG	LONDON	SIGMA	2024-11	968	21	6.468777	0.000240	-1.091954	1	0.116533	0.063465	0.244666	0.093182	0.160561	-0.037803	0.029929	-0.000577		0.052054	0.016923	0.070594	0.065361
HG	LONDON	SIGMA	2024-12	989	21	6.470950	-0.000133	-1.090828	1	0.112739	0.059867	0.245203	0.092141	0.143667	0.019169	-0.002362	-0.000774		0.052710	0.017121	0.069077	0.070475
HG	LONDON	SIGMA	2025-01	1010	22	6.467189	0.000032	-1.090112	1	0.122047	0.061754	0.241010	0.096525	0.143926	0.008714	0.002815	-0.000347		0.046878	0.012842	0.067440	0.063829
HG	LONDON	SIGMA	2025-02	1032	20	6.464937	-0.000042	-1.087950	0	0.136698	0.063742	0.236963	0.097456	0.139691	0.003997	0.012067	-0.000325		0.045026	0.012966	0.064136	0.061091
HG	LONDON	SIGMA	2025-03	1052	21	6.467398	0.000282	-1.086725	0	0.148470	0.061800	0.240824	0.095865	0.142639	0.001225	0.009851	-0.000342		0.044056	0.013395	0.063811	0.060469
HG	LONDON	SIGMA	2025-04	1073	21	6.472381	0.000367	-1.086892	0	0.156138	0.063881	0.237884	0.095685	0.101092	0.079731	-0.025960	-0.000931		0.044229	0.016806	0.061185	0.062134
HG	LONDON	SIGMA	2025-05	1094	22	6.484306	0.000878	-1.087000	0	0.140003	0.070220	0.229951	0.098108	0.083637	0.134768	-0.063096	-0.000759		0.046099	0.020733	0.059119	0.064354
HG	LONDON	SIGMA	2025-06	1116	21	6.491698	0.000310	-1.089109	0	0.199286	0.075771	0.220519	0.099980	0.061828	0.163545	-0.074581	-0.001106		0.044762	0.020835	0.059994	0.067921
HG	LONDON	SIGMA	2025-07	1137	23	6.498100	0.000180	-1.088097	0	0.197534	0.071366	0.222154	0.105821	0.054681	0.167546	-0.077374	-0.000614		0.043125	0.019752	0.062950	0.071891
HG	LONDON	SIGMA	2025-08	1160	21	6.506156	0.000843	-1.090004	0	0.176398	0.066436	0.208610	0.113814	0.087330	0.134227	-0.054984	-0.000528		0.040432	0.025627	0.060751	0.074032
HG	LONDON	SIGMA	2025-09	1181	22	6.502404	0.000082	-1.102239	0	0.252282	0.068036	0.217289	0.094080	0.078090	0.154131	-0.059108	-0.000419		0.037118	0.022366	0.060035	0.068677
HG	LONDON	SIGMA	2025-10	1203	23	6.498557	0.000479	-1.103284	0	0.237704	0.063002	0.208802	0.102075	0.103907	0.124525	-0.043815	-0.000208		0.041388	0.026818	0.062336	0.066931
HG	LONDON	SIGMA	2025-11	1226	19	6.504227	0.000338	-1.103304	0	0.234842	0.063338	0.209196	0.100371	0.110395	0.115577	-0.039261	-0.000204		0.045543	0.027686	0.063620	0.067082
HG	LONDON	SIGMA	2025-12	1245	22	6.505173	-0.000026	-1.105185	0	0.240617	0.060642	0.211105	0.099259	0.100518	0.127963	-0.039389	0.000001		0.044800	0.028176	0.060878	0.067652
HG	NY	RANGE	2022-02	257	20	7.435118	0.000057	-0.226552	1	2.226640	0.126792	0.141961	0.006995	0.479922	-0.281955	-0.030640	-0.001560		0.185226	0.164196	0.101712	0.233760
HG	NY	RANGE	2022-03	277	23	7.439900	0.000874	-0.222881	1	2.262165	0.143434	0.108791	0.023440	0.451292	-0.301048	0.012918	-0.002137		0.177904	0.178673	0.116805	0.229033
HG	NY	RANGE	2022-04	300	20	7.451602	-0.000598	-0.227386	1	3.022940	0.199473	0.042497	-0.011272	0.449324	-0.307022	0.006177	-0.002384		0.170787	0.149857	0.097570	0.206399
HG	NY	RANGE	2022-05	320	22	7.456553	0.001641	-0.222176	1	3.047744	0.194120	0.022268	0.005429	0.220522	0.094096	-0.148932	-0.002292		0.134311	0.097359	0.056179	0.179815
HG	NY	RANGE	2022-06	342	22	7.458652	0.000086	-0.226683	1	3.152282	0.184088	0.044522	-0.013946	0.168369	0.172503	-0.177249	-0.001900		0.140388	0.114773	0.061912	0.178626
HG	NY	RANGE	2022-07	364	21	7.464316	-0.000318	-0.223648	1	3.227394	0.182457	0.034047	-0.008028	0.255087	0.028622	-0.120399	-0.001920		0.169841	0.136888	0.092493	0.202894
HG	NY	RANGE	2022-08	385	23	7.471442	0.001282	-0.227597	1	3.186516	0.185895	0.032072	0.000020	0.255240	0.025199	-0.131103	-0.001195		0.182752	0.148952	0.088189	0.209420
HG	NY	RANGE	2022-09	408	22	7.461659	0.001030	-0.234970	1	3.064340	0.179500	0.052323	0.000612	0.248083	0.027888	-0.137138	-0.000723		0.160414	0.132789	0.063128	0.194532
HG	NY	RANGE	2022-10	430	21	7.455922	0.000242	-0.236932	1	3.037674	0.167271	0.054360	0.015925	0.259295	0.011577	-0.137787	-0.001955		0.162022	0.134214	0.066696	0.185165
HG	NY	RANGE	2022-11	451	22	7.454296	-0.001276	-0.236638	1	3.055480	0.160437	0.063745	0.012267	0.195957	0.109050	-0.175154	-0.001339		0.176615	0.145478	0.092941	0.200961
HG	NY	RANGE	2022-12	473	21	7.451689	0.000711	-0.241629	1	3.162944	0.146366	0.079921	-0.003884	0.179794	0.095802	-0.134482	-0.001949		0.181856	0.161848	0.097634	0.221571
HG	NY	RANGE	2023-01	494	21	7.447976	-0.000237	-0.241088	1	3.077953	0.171543	0.076627	0.002408	0.208026	0.010053	-0.119222	-0.001586		0.194120	0.149697	0.089227	0.210867
HG	NY	RANGE	2023-02	515	20	7.451438	0.000944	-0.231691	1	3.295319	0.172618	0.070114	-0.008896	0.194540	0.084685	-0.179097	-0.000963		0.207810	0.162474	0.094066	0.225722
HG	NY	RANGE	2023-03	535	23	7.453866	0.000111	-0.225172	1	3.337430	0.159231	0.078553	-0.012031	0.223430	0.033513	-0.147048	-0.000736		0.206785	0.160170	0.108759	0.224155
HG	NY	RANGE	2023-04	558	19	7.452385	0.000027	-0.225267	1	3.422168	0.166870	0.075621	-0.016291	0.120171	0.185549	-0.206624	-0.000958		0.186465	0.145646	0.089757	0.206648
HG	NY	RANGE	2023-05	577	23	7.445897	-0.000212	-0.225346	1	3.280838	0.159354	0.089925	-0.007469	0.129400	0.135639	-0.176352	-0.001119		0.178175	0.137927	0.090397	0.202541
HG	NY	RANGE	2023-06	600	22	7.433741	-0.000396	-0.229151	1	2.805160	0.167124	0.091686	0.024319	0.095502	0.153652	-0.176124	-0.000554		0.165872	0.134578	0.086867	0.190021
HG	NY	RANGE	2023-07	622	21	7.422161	-0.000025	-0.230600	1	2.451498	0.175673	0.083972	0.049009	0.054172	0.239103	-0.221518	-0.001338		0.164699	0.141897	0.092769	0.194535
HG	NY	RANGE	2023-08	643	23	7.408065	0.000546	-0.232758	1	2.062269	0.170401	0.096884	0.072671	-0.036210	0.405145	-0.304230	-0.001366		0.143304	0.138283	0.096921	0.170945
HG	NY	RANGE	2023-09	666	21	7.395416	-0.000608	-0.236066	1	1.801076	0.166060	0.104492	0.084399	-0.043005	0.427059	-0.312867	-0.001967		0.150611	0.135172	0.105199	0.175453
HG	NY	RANGE	2023-10	687	22	7.378802	-0.000051	-0.238402	1	1.454883	0.167564	0.111050	0.105606	-0.051118	0.426135	-0.313311	-0.002020		0.144188	0.138095	0.112188	0.172987
HG	NY	RANGE	2023-11	709	22	7.368588	-0.000639	-0.236462	1	1.418550	0.160099	0.112518	0.112701	-0.057155	0.424672	-0.302504	-0.002069		0.139792	0.131682	0.105477	0.166444
HG	NY	RANGE	2023-12	731	20	7.355236	-0.000571	-0.235891	1	1.362267	0.153997	0.115931	0.119794	-0.010228	0.345955	-0.270798	-0.002894		0.143358	0.136477	0.101122	0.169036
HG	NY	RANGE	2024-01	751	22	7.346728	-0.000638	-0.234277	1	1.352465	0.156385	0.116309	0.121066	-0.026241	0.337128	-0.253019	-0.002687		0.144185	0.146959	0.098132	0.173243
HG	NY	RANGE	2024-02	773	21	7.334194	0.000010	-0.232688	1	1.245777	0.145564	0.122331	0.123135	-0.088438	0.440687	-0.274900	-0.002688		0.137295	0.145313	0.098334	0.176268
HG	NY	RANGE	2024-03	794	20	7.320327	-0.001063	-0.232823	1	1.057337	0.143198	0.129624	0.130532	-0.124892	0.505151	-0.301186	-0.002891		0.137711	0.145580	0.100780	0.176346
HG	NY	RANGE	2024-04	814	22	7.310159	-0.000929	-0.231362	1	0.987316	0.148243	0.124270	0.141421	-0.082419	0.414704	-0.264131	-0.003094		0.139150	0.157177	0.100382	0.180903
HG	NY	RANGE	2024-05	836	23	7.311806	0.000448	-0.225779	1	1.062726	0.143602	0.127192	0.137972	-0.114146	0.472249	-0.289112	-0.003413		0.126438	0.152905	0.088360	0.170707
HG	NY	RANGE	2024-06	859	20	7.320784	0.000505	-0.225095	1	1.033315	0.144861	0.122547	0.129495	-0.057343	0.397403	-0.243864	-0.003532		0.136452	0.157018	0.087367	0.172757
HG	NY	RANGE	2024-07	879	23	7.324917	-0.000018	-0.228798	1	1.047039	0.143275	0.125051	0.128738	-0.008327	0.258790	-0.156449	-0.003971		0.142991	0.164086	0.093624	0.179232
HG	NY	RANGE	2024-08	902	22	7.326332	-0.000044	-0.230311	1	1.045363	0.146887	0.127802	0.128443	-0.012583	0.258109	-0.163570	-0.003651		0.146252	0.169535	0.100177	0.177489
HG	NY	RANGE	2024-09	924	21	7.324140	0.000029	-0.233663	1	1.040750	0.148829	0.130998	0.126291	-0.008061	0.240258	-0.155260	-0.003743		0.142986	0.168518	0.098984	0.177471
HG	NY	RANGE	2024-10	945	23	7.323855	0.000334	-0.233457	1	1.093287	0.144975	0.134603	0.121636	-0.062136	0.331998	-0.190421	-0.003950		0.140423	0.166189	0.098725	0.176624
HG	NY	RANGE	2024-11	968	21	7.321453	-0.000161	-0.239215	1	1.107466	0.140717	0.144223	0.118851	-0.031439	0.270899	-0.166231	-0.004012		0.132906	0.154435	0.095658	0.170224
HG	NY	RANGE	2024-12	989	21	7.320498	-0.000925	-0.241184	1	1.105208	0.149122	0.139990	0.112234	-0.011262	0.236420	-0.146324	-0.004217		0.134107	0.154175	0.095445	0.165972
HG	NY	RANGE	2025-01	1010	22	7.314233	-0.000119	-0.242947	1	1.070139	0.143206	0.140804	0.117443	0.043050	0.143097	-0.102015	-0.004642		0.128752	0.155243	0.095942	0.161789
HG	NY	RANGE	2025-02	1032	20	7.314875	-0.000368	-0.237924	0	1.125963	0.127564	0.153788	0.114557	0.043729	0.135119	-0.090754	-0.004261		0.107991	0.147245	0.082846	0.154722
HG	NY	RANGE	2025-03	1052	21	7.319896	-0.000004	-0.234167	0	1.113120	0.129759	0.150564	0.119684	0.059014	0.108834	-0.085758	-0.004429		0.113635	0.154091	0.083090	0.158651
HG	NY	RANGE	2025-04	1073	21	7.327087	0.000334	-0.232148	0	1.038471	0.126108	0.148212	0.127769	0.053595	0.108975	-0.073335	-0.004319		0.106875	0.148027	0.081250	0.152100
HG	NY	RANGE	2025-05	1094	22	7.341733	0.000593	-0.229565	0	0.884335	0.129327	0.162299	0.124303	0.019478	0.213538	-0.149803	-0.003779		0.107614	0.154731	0.080588	0.153843
HG	NY	RANGE	2025-06	1116	21	7.348203	0.000165	-0.232586	0	0.908711	0.125613	0.162980	0.125272	-0.020108	0.281048	-0.178497	-0.003224		0.111498	0.157429	0.087538	0.162653
HG	NY	RANGE	2025-07	1137	23	7.351640	-0.000253	-0.234510	0	0.905759	0.122486	0.161927	0.127593	-0.022160	0.287624	-0.178694	-0.003302		0.107090	0.151639	0.085738	0.165166
HG	NY	RANGE	2025-08	1160	21	7.363949	0.000370	-0.232206	0	1.426988	0.112236	0.119467	0.140522	-0.023102	0.284830	-0.170634	-0.003106		0.112726	0.157764	0.072465	0.156018
HG	NY	RANGE	2025-09	1181	22	7.359378	-0.000426	-0.245253	0	2.002654	0.164745	0.107285	0.044917	-0.096793	0.434512	-0.220460	-0.003266		0.131432	0.160597	0.081079	0.160851
HG	NY	RANGE	2025-10	1203	23	7.357649	-0.000054	-0.244198	0	2.062772	0.156936	0.117244	0.044019	-0.088735	0.393051	-0.198242	-0.002644		0.123807	0.166970	0.081132	0.158891
HG	NY	RANGE	2025-11	1226	20	7.365075	-0.000080	-0.242478	0	2.027913	0.165712	0.114768	0.041637	-0.104971	0.404474	-0.195716	-0.003004		0.122457	0.165380	0.085379	0.162969
HG	NY	RANGE	2025-12	1246	22	7.367448	0.000533	-0.243016	0	2.048284	0.157655	0.119928	0.042500	-0.109634	0.396609	-0.182091	-0.002529		0.115390	0.159266	0.083623	0.162242
HG	NY	SIGMA	2022-02	257	20	7.000952	0.001604	-0.660664	1	2.364778	0.084819	0.228514	-0.054231	0.576327	-0.770519	0.321691	-0.003360		0.153416	0.144742	0.090858	0.169056
HG	NY	SIGMA	2022-03	277	23	7.006696	0.001132	-0.656071	1	2.318432	0.113582	0.183505	-0.033131	0.508394	-0.652258	0.267911	-0.003542		0.159207	0.147445	0.103894	0.178148
HG	NY	SIGMA	2022-04	300	20	7.028866	0.000524	-0.650479	1	1.956162	0.165387	0.144064	-0.013593	0.452677	-0.541616	0.202129	-0.003159		0.168591	0.137589	0.098056	0.167211
HG	NY	SIGMA	2022-05	320	22	7.031182	0.001404	-0.647796	1	1.914832	0.157245	0.133738	0.005859	0.353640	-0.374505	0.139147	-0.002973		0.145989	0.113278	0.082654	0.158969
HG	NY	SIGMA	2022-06	342	22	7.037821	0.000328	-0.647888	1	1.969799	0.150202	0.153262	-0.010270	0.253278	-0.201917	0.065703	-0.001991		0.136739	0.116807	0.078582	0.147092
