# PORT_M1_SPEC.md §3 vol layer V1/V2 + CC-M1-1(A) + D-054 SANE mids (spec_sha16=b84832556267e703)
# params_hash=9249e6e164e637222cf009ebe366844717b544b4e33876e84bf42e7c45150767
# the LAST row with is_frozen_candidate=1 per (asset,segment,target) is the FROZEN coefficient vector exported to M1.B (fit through 2024-12-31)
# beta_log_context is empty for HG (no context series)
asset	segment	target	refit_month	n_train	n_predict	mean_log_target	cal_persistence_log	cal_atr_log	is_frozen_candidate	beta_const	beta_log_rv1	beta_log_rv5	beta_log_rv22	beta_log_parkinson1	beta_log_gk1	beta_log_rs1	beta_log1p_jump1	beta_log_context	beta_dow_TUE	beta_dow_WED	beta_dow_THU	beta_dow_FRI
SI	NY	RANGE	2023-05	473	23	7.745834	0.001985	-0.111165	1	3.678139	0.162417	0.019139	0.085519	-0.265452	0.351238	-0.228536	-0.000623	0.360346	0.272077	0.171936	0.154746	0.286267
SI	NY	RANGE	2023-06	496	22	7.744452	0.002523	-0.111178	1	3.665507	0.161959	0.029893	0.063886	-0.278030	0.285834	-0.128288	-0.000164	0.359512	0.280830	0.185785	0.167095	0.297784
SI	NY	RANGE	2023-07	518	21	7.743923	0.002344	-0.108951	1	3.849191	0.162800	0.026682	0.065805	-0.296736	0.322646	-0.150520	-0.000009	0.306445	0.293564	0.191466	0.186897	0.291281
SI	NY	RANGE	2023-08	539	23	7.739260	0.002338	-0.107583	1	3.957836	0.154953	0.038394	0.059994	-0.343237	0.405631	-0.198937	0.001911	0.307777	0.253488	0.191338	0.195453	0.267454
SI	NY	RANGE	2023-09	562	21	7.732748	0.001384	-0.106992	1	3.927840	0.150009	0.045714	0.063047	-0.372409	0.429580	-0.205792	0.002585	0.322286	0.243705	0.188651	0.179229	0.252544
SI	NY	RANGE	2023-10	583	22	7.725213	0.003959	-0.105284	1	3.921953	0.153676	0.040506	0.063900	-0.444434	0.556446	-0.280200	0.003337	0.375459	0.239660	0.191906	0.184591	0.260948
SI	NY	RANGE	2023-11	605	22	7.726316	0.002363	-0.102933	1	4.121573	0.144502	0.038165	0.050213	-0.477430	0.628806	-0.288516	0.002182	0.356279	0.233601	0.191159	0.185589	0.271131
SI	NY	RANGE	2023-12	627	20	7.724531	0.001379	-0.102595	1	4.143417	0.130052	0.031026	0.063005	-0.421053	0.532520	-0.232017	0.002460	0.350237	0.234134	0.192884	0.178756	0.276385
SI	NY	RANGE	2024-01	647	22	7.725633	0.001819	-0.100722	1	4.298041	0.128687	0.032154	0.053942	-0.426428	0.512328	-0.208953	0.001052	0.355471	0.227479	0.201576	0.170583	0.279852
SI	NY	RANGE	2024-02	669	21	7.720125	0.002029	-0.100913	1	4.228913	0.134769	0.030241	0.056105	-0.496318	0.618781	-0.256624	0.001103	0.375264	0.220156	0.200413	0.171520	0.281171
SI	NY	RANGE	2024-03	690	20	7.715691	0.001813	-0.100285	1	4.342666	0.157464	0.011908	0.046991	-0.544317	0.671883	-0.268126	0.000997	0.374868	0.231178	0.200238	0.184819	0.294611
SI	NY	RANGE	2024-04	710	22	7.716934	0.001838	-0.096887	1	4.676470	0.164621	-0.020710	0.044703	-0.529499	0.666720	-0.266855	0.001016	0.371938	0.239705	0.210122	0.192545	0.297963
SI	NY	RANGE	2024-05	732	23	7.729096	0.001599	-0.092632	1	4.148879	0.164640	0.031668	0.027488	-0.531343	0.710670	-0.302147	0.001335	0.360919	0.231105	0.204395	0.180512	0.299111
SI	NY	RANGE	2024-06	755	20	7.743335	0.003178	-0.089673	1	2.593020	0.157744	0.060844	0.122603	-0.539419	0.799867	-0.363939	0.000441	0.249926	0.226145	0.205904	0.180489	0.302441
SI	NY	RANGE	2024-07	775	23	7.751465	0.001831	-0.095217	1	2.195854	0.154654	0.067056	0.152453	-0.513408	0.774086	-0.369519	0.000413	0.230930	0.230508	0.208850	0.189737	0.311523
SI	NY	RANGE	2024-08	798	22	7.758022	0.001568	-0.097828	1	2.032855	0.149771	0.074051	0.166391	-0.557462	0.845401	-0.401457	0.000360	0.219292	0.220709	0.202750	0.182877	0.301361
SI	NY	RANGE	2024-09	820	21	7.766780	0.002272	-0.098858	1	1.845386	0.159438	0.062599	0.182457	-0.542611	0.799262	-0.374209	0.000410	0.222916	0.216492	0.199226	0.186470	0.305583
SI	NY	RANGE	2024-10	841	23	7.774981	0.001570	-0.098474	1	1.647880	0.143460	0.084913	0.184485	-0.556860	0.839716	-0.389599	0.000464	0.215889	0.229778	0.213875	0.203017	0.323921
SI	NY	RANGE	2024-11	864	21	7.788913	0.002435	-0.096292	1	1.192030	0.143462	0.078101	0.221470	-0.601814	0.963282	-0.464390	0.000244	0.208548	0.230123	0.217249	0.208823	0.328006
SI	NY	RANGE	2024-12	885	21	7.794015	0.001105	-0.100853	1	1.150605	0.143828	0.086266	0.219248	-0.576709	0.926291	-0.456502	0.000281	0.203511	0.214971	0.214969	0.201244	0.316205
SI	NY	RANGE	2025-01	906	22	7.795509	0.000758	-0.104683	1	1.143776	0.152605	0.081966	0.215828	-0.578382	0.940189	-0.470095	-0.000155	0.206098	0.202942	0.222690	0.202369	0.314214
SI	NY	RANGE	2025-02	928	20	7.800275	0.001648	-0.102633	0	1.094740	0.139603	0.093777	0.220023	-0.559320	0.883734	-0.426005	0.000011	0.193364	0.181980	0.215230	0.189784	0.303668
SI	NY	RANGE	2025-03	948	21	7.806357	0.001213	-0.101914	0	1.037504	0.138353	0.093346	0.227993	-0.572179	0.906937	-0.441565	0.000058	0.193909	0.186565	0.215049	0.188722	0.307148
SI	NY	RANGE	2025-04	969	21	7.810371	0.001807	-0.101987	0	1.027774	0.142722	0.085589	0.234487	-0.589408	0.939876	-0.461266	0.000008	0.192350	0.183702	0.210827	0.188255	0.306285
SI	NY	RANGE	2025-05	990	22	7.818519	0.001496	-0.104664	0	1.170598	0.145196	0.092431	0.212334	-0.600790	1.020251	-0.514601	0.000107	0.167029	0.181815	0.209320	0.185076	0.310148
SI	NY	RANGE	2025-06	1012	21	7.820325	0.001403	-0.109424	0	1.287993	0.144712	0.097746	0.202192	-0.640668	1.100235	-0.552227	0.000155	0.144608	0.182558	0.214627	0.188172	0.309880
SI	NY	RANGE	2025-07	1033	23	7.819480	0.000765	-0.114792	0	1.295666	0.154240	0.084443	0.216279	-0.595768	0.977068	-0.490579	0.000008	0.134420	0.180136	0.212087	0.178008	0.297394
SI	NY	RANGE	2025-08	1056	21	7.822899	0.001389	-0.115493	0	1.319618	0.144422	0.091954	0.214521	-0.520929	0.854130	-0.436829	-0.000297	0.136245	0.174148	0.207083	0.175879	0.288274
SI	NY	RANGE	2025-09	1077	22	7.824419	0.002208	-0.116904	0	1.367368	0.134149	0.085212	0.220815	-0.500368	0.830787	-0.418111	-0.000550	0.132142	0.179203	0.209536	0.184119	0.299733
SI	NY	RANGE	2025-10	1099	23	7.832268	0.001624	-0.114758	0	1.228544	0.128257	0.087248	0.230398	-0.501682	0.865393	-0.442863	-0.000782	0.129844	0.179446	0.205368	0.182107	0.301363
SI	NY	RANGE	2025-11	1122	20	7.853208	0.001570	-0.112229	0	0.690991	0.137564	0.113665	0.232130	-0.510744	0.869142	-0.441669	-0.001246	0.135680	0.184448	0.202980	0.187436	0.300823
SI	NY	RANGE	2025-12	1142	22	7.870400	0.002606	-0.112322	0	0.398615	0.139095	0.112502	0.250092	-0.524716	0.882964	-0.438123	-0.001648	0.134531	0.181852	0.205392	0.185233	0.303674
SI	NY	SIGMA	2022-07	260	21	7.310184	0.003301	-0.518695	1	5.079944	0.125772	0.063901	-0.147240	-0.254859	0.343634	-0.180339	-0.004097	0.764036	0.208353	0.162204	0.164793	0.242566
SI	NY	SIGMA	2022-08	281	23	7.303436	0.002509	-0.521158	1	3.658486	0.126449	0.100013	-0.029653	-0.175470	0.247425	-0.170385	-0.004034	0.473001	0.225145	0.199616	0.185959	0.261830
SI	NY	SIGMA	2022-09	304	22	7.295421	0.001771	-0.522628	1	3.668583	0.104464	0.106436	-0.021990	-0.137103	0.154372	-0.108739	-0.003940	0.496466	0.194592	0.176757	0.156893	0.255103
SI	NY	SIGMA	2022-10	326	21	7.297896	0.002495	-0.516072	1	3.676949	0.081219	0.112687	-0.016322	-0.085323	0.139160	-0.118603	-0.004851	0.483812	0.191199	0.183337	0.169677	0.251365
SI	NY	SIGMA	2022-11	347	22	7.305798	0.001553	-0.519284	1	4.040240	0.089485	0.086506	-0.040196	-0.196225	0.352873	-0.215537	-0.004425	0.557521	0.174807	0.164327	0.170314	0.247242
SI	NY	SIGMA	2022-12	369	21	7.311229	0.003110	-0.525195	1	3.660672	0.074676	0.092032	-0.012187	-0.190133	0.347049	-0.185552	-0.005158	0.519490	0.175308	0.173074	0.159118	0.229709
SI	NY	SIGMA	2023-01	390	21	7.320765	0.002580	-0.526547	1	2.747689	0.089278	0.119223	0.050730	-0.169709	0.294500	-0.163259	-0.005310	0.326591	0.189163	0.175218	0.158913	0.238929
SI	NY	SIGMA	2023-02	411	20	7.327685	0.002059	-0.530150	1	2.527420	0.091129	0.117891	0.071820	-0.245984	0.431785	-0.225737	-0.004591	0.294301	0.184189	0.179333	0.168229	0.232033
SI	NY	SIGMA	2023-03	431	23	7.327467	0.001586	-0.534714	1	2.477136	0.099525	0.116775	0.068637	-0.199690	0.335116	-0.171852	-0.004935	0.281354	0.196441	0.181507	0.175684	0.241858
SI	NY	SIGMA	2023-04	454	19	7.328850	0.001553	-0.530263	1	2.760829	0.104833	0.113051	0.042792	-0.302038	0.547857	-0.275113	-0.004324	0.288640	0.184201	0.178110	0.163447	0.234455
SI	NY	SIGMA	2023-05	473	23	7.333320	0.001585	-0.524232	1	2.772096	0.098905	0.102056	0.052836	-0.261347	0.479734	-0.242483	-0.004042	0.305398	0.186248	0.188141	0.165794	0.239364
SI	NY	SIGMA	2023-06	496	22	7.333499	0.001692	-0.522690	1	2.821086	0.094566	0.105380	0.044362	-0.314162	0.536500	-0.234538	-0.003304	0.303646	0.179800	0.187534	0.165128	0.237234
SI	NY	SIGMA	2023-07	518	21	7.331136	0.000986	-0.522239	1	2.934657	0.094096	0.105127	0.043715	-0.292743	0.506223	-0.226919	-0.003493	0.275608	0.181526	0.190085	0.168814	0.227884
SI	NY	SIGMA	2023-08	539	23	7.325793	0.001147	-0.521518	1	3.028279	0.086490	0.114955	0.039129	-0.298569	0.492493	-0.217173	-0.002786	0.279968	0.166614	0.195585	0.171496	0.216027
SI	NY	SIGMA	2023-09	562	21	7.320647	0.000881	-0.519566	1	3.087914	0.084822	0.119119	0.038228	-0.303380	0.477697	-0.206393	-0.002492	0.274179	0.164109	0.194443	0.166791	0.210010
SI	NY	SIGMA	2023-10	583	22	7.317340	0.001765	-0.513686	1	3.187422	0.086859	0.122344	0.035306	-0.328890	0.526324	-0.239234	-0.002324	0.251047	0.164981	0.199375	0.175175	0.213007
SI	NY	SIGMA	2023-11	605	22	7.322158	0.001253	-0.507661	1	3.191388	0.086360	0.131820	0.025399	-0.355653	0.593733	-0.270352	-0.002962	0.232150	0.162418	0.194937	0.170532	0.216197
SI	NY	SIGMA	2023-12	627	20	7.319422	0.001017	-0.508240	1	3.247625	0.082973	0.124182	0.027883	-0.312090	0.510840	-0.226119	-0.002791	0.243894	0.165508	0.194763	0.164586	0.217927
SI	NY	SIGMA	2024-01	647	22	7.318943	0.000886	-0.507907	1	3.266096	0.084260	0.122594	0.027445	-0.278625	0.437354	-0.186017	-0.003218	0.243112	0.159409	0.194008	0.163320	0.218853
SI	NY	SIGMA	2024-02	669	21	7.314397	0.001372	-0.507134	1	3.286973	0.083859	0.118709	0.031074	-0.323086	0.513507	-0.225945	-0.002957	0.258460	0.160917	0.198407	0.167074	0.221867
SI	NY	SIGMA	2024-03	690	20	7.307580	0.000825	-0.508841	1	3.345863	0.102452	0.096901	0.028866	-0.372247	0.566208	-0.238464	-0.002974	0.288491	0.167589	0.196757	0.172047	0.226907
SI	NY	SIGMA	2024-04	710	22	7.306756	0.001253	-0.507468	1	3.542251	0.099890	0.085614	0.026278	-0.377685	0.583880	-0.247746	-0.003155	0.297536	0.168750	0.197011	0.173945	0.226688
SI	NY	SIGMA	2024-05	732	23	7.318852	0.001240	-0.503266	1	2.983634	0.099919	0.115693	0.033127	-0.390835	0.631438	-0.273311	-0.002847	0.282040	0.164249	0.191332	0.163720	0.221868
SI	NY	SIGMA	2024-06	755	20	7.331920	0.001924	-0.501452	1	1.919676	0.098231	0.119039	0.106406	-0.363641	0.651204	-0.299238	-0.003052	0.212102	0.168606	0.194775	0.164905	0.224180
SI	NY	SIGMA	2024-07	775	23	7.340214	0.001206	-0.506824	1	1.614345	0.095074	0.122827	0.129473	-0.344622	0.621919	-0.287944	-0.003162	0.193571	0.170915	0.194466	0.168503	0.225802
SI	NY	SIGMA	2024-08	798	22	7.346812	0.001132	-0.509385	1	1.490731	0.092062	0.128141	0.140203	-0.360947	0.636439	-0.291717	-0.003360	0.185755	0.165132	0.189696	0.166754	0.222113
SI	NY	SIGMA	2024-09	820	21	7.354576	0.001286	-0.511387	1	1.389358	0.100432	0.114263	0.152466	-0.372043	0.646898	-0.291942	-0.003269	0.189113	0.162426	0.187099	0.167067	0.225037
SI	NY	SIGMA	2024-10	841	23	7.362727	0.001249	-0.511045	1	1.234360	0.094279	0.125105	0.157161	-0.399418	0.698399	-0.313333	-0.003483	0.186347	0.166158	0.194934	0.174093	0.234130
SI	NY	SIGMA	2024-11	864	21	7.374293	0.001385	-0.511194	1	1.060225	0.093703	0.126028	0.169340	-0.427135	0.768650	-0.357070	-0.003336	0.185298	0.166014	0.193570	0.172788	0.232673
SI	NY	SIGMA	2024-12	885	21	7.377904	0.000767	-0.517222	1	1.132967	0.093975	0.131090	0.160427	-0.424555	0.767795	-0.362525	-0.003405	0.189553	0.158640	0.192252	0.165778	0.229088
SI	NY	SIGMA	2025-01	906	22	7.379091	0.000834	-0.521350	1	1.113620	0.100932	0.123422	0.166414	-0.419306	0.743427	-0.351989	-0.003383	0.191607	0.157127	0.198258	0.165526	0.230097
SI	NY	SIGMA	2025-02	928	20	7.384981	0.001241	-0.518182	0	1.044006	0.092497	0.134510	0.170116	-0.400999	0.697058	-0.318563	-0.003311	0.172251	0.141004	0.189733	0.153829	0.221967
SI	NY	SIGMA	2025-03	948	21	7.390545	0.000983	-0.517970	0	1.008878	0.093026	0.135605	0.175389	-0.412406	0.720875	-0.339535	-0.003433	0.172057	0.140056	0.185836	0.151319	0.222610
SI	NY	SIGMA	2025-04	969	21	7.395382	0.001321	-0.517223	0	0.930749	0.096462	0.131925	0.183499	-0.413904	0.716029	-0.336874	-0.003483	0.169223	0.139416	0.183226	0.149792	0.221962
SI	NY	SIGMA	2025-05	990	22	7.404808	0.001237	-0.518630	0	0.926477	0.098461	0.140388	0.171806	-0.405879	0.733562	-0.356832	-0.003168	0.162165	0.137750	0.183904	0.147106	0.221159
SI	NY	SIGMA	2025-06	1012	21	7.405984	0.000903	-0.524009	0	1.013042	0.098422	0.150253	0.161020	-0.436077	0.786795	-0.379078	-0.003027	0.131476	0.141856	0.186803	0.150599	0.225106
SI	NY	SIGMA	2025-07	1033	23	7.407833	0.000593	-0.526703	0	1.014728	0.099506	0.150645	0.162330	-0.421997	0.736194	-0.350000	-0.002894	0.137024	0.138058	0.183064	0.149268	0.223124
SI	NY	SIGMA	2025-08	1056	21	7.410063	0.000742	-0.528576	0	1.036952	0.097253	0.152274	0.161996	-0.364353	0.643351	-0.316662	-0.003058	0.141851	0.135102	0.180346	0.146274	0.215557
SI	NY	SIGMA	2025-09	1077	22	7.410026	0.001057	-0.531525	0	1.069225	0.093577	0.152279	0.161079	-0.343012	0.605368	-0.296885	-0.003219	0.145492	0.138219	0.180076	0.152926	0.222555
SI	NY	SIGMA	2025-10	1099	23	7.417932	0.001292	-0.529318	0	0.959243	0.095451	0.155727	0.160772	-0.349035	0.627562	-0.310449	-0.003140	0.151659	0.141987	0.181009	0.151150	0.222742
SI	NY	SIGMA	2025-11	1122	20	7.438483	0.001301	-0.527171	0	0.517582	0.101190	0.181973	0.159386	-0.364191	0.658229	-0.327829	-0.003278	0.152573	0.144504	0.181243	0.154274	0.222104
SI	NY	SIGMA	2025-12	1142	22	7.453343	0.001658	-0.529572	0	0.410340	0.101028	0.178639	0.167015	-0.369443	0.669817	-0.330232	-0.003294	0.157645	0.145793	0.182918	0.157409	0.225068
HG	SESSION	RANGE	2022-02	257	20	7.801957	-0.000586	0.134100	1	2.578939	0.251292	0.064817	0.024211	0.609551	-0.871079	0.286793	-0.002138		0.053320	0.118791	0.082043	0.119584
HG	SESSION	RANGE	2022-03	277	23	7.799322	-0.000121	0.131068	1	2.817519	0.227029	0.063872	0.015309	0.550831	-0.779500	0.288566	-0.002836		0.062777	0.135350	0.099942	0.127289
HG	SESSION	RANGE	2022-04	300	20	7.813403	-0.000949	0.129263	1	3.181058	0.287119	0.045313	-0.047647	0.491758	-0.674888	0.238508	-0.002879		0.048264	0.133351	0.076233	0.108146
HG	SESSION	RANGE	2022-05	320	22	7.815327	0.001371	0.131857	1	3.362942	0.254972	0.055343	-0.058027	0.339802	-0.343574	0.103604	-0.003080		0.024659	0.084997	0.031398	0.077699
HG	SESSION	RANGE	2022-06	342	22	7.817512	0.000234	0.127729	1	3.474244	0.275142	0.055190	-0.075096	0.259179	-0.222713	0.040741	-0.002754		0.026012	0.090632	0.053210	0.067772
HG	SESSION	RANGE	2022-07	364	21	7.825308	0.000952	0.133094	1	3.530204	0.276451	0.045401	-0.070075	0.235562	-0.173441	0.011595	-0.002246		0.043273	0.102788	0.103107	0.086027
HG	SESSION	RANGE	2022-08	385	23	7.835738	0.001096	0.132583	1	3.437474	0.289415	0.048748	-0.073535	0.256483	-0.222136	0.025363	-0.001570		0.057497	0.106116	0.097620	0.094475
HG	SESSION	RANGE	2022-09	408	22	7.830602	0.001388	0.129961	1	3.540046	0.298080	0.050546	-0.083690	0.208490	-0.165721	0.002469	-0.001131		0.042263	0.097721	0.090542	0.085028
HG	SESSION	RANGE	2022-10	430	21	7.827468	0.000000	0.130737	1	3.568196	0.269415	0.065117	-0.078653	0.158536	-0.082036	-0.016339	-0.001631		0.035546	0.086844	0.087317	0.078974
HG	SESSION	RANGE	2022-11	451	22	7.825655	-0.000083	0.131025	1	3.590559	0.285731	0.058307	-0.077529	0.115011	-0.041316	-0.040116	-0.001029		0.043245	0.092971	0.102346	0.086276
HG	SESSION	RANGE	2022-12	473	21	7.826852	0.001232	0.129920	1	3.687833	0.271964	0.063894	-0.081458	0.079280	0.002283	-0.036455	-0.001441		0.044625	0.086566	0.094264	0.100090
HG	SESSION	RANGE	2023-01	494	21	7.816346	-0.000813	0.123966	1	3.454242	0.282522	0.083287	-0.080065	0.135554	-0.122563	0.000288	-0.000972		0.053340	0.069808	0.086730	0.090361
HG	SESSION	RANGE	2023-02	515	20	7.814557	0.000516	0.128354	1	3.443396	0.278366	0.065190	-0.065113	0.060295	0.105071	-0.137789	-0.000375		0.060227	0.075959	0.085815	0.090516
HG	SESSION	RANGE	2023-03	535	23	7.813427	0.000324	0.131499	1	3.513047	0.267137	0.069165	-0.067672	0.070720	0.092988	-0.126727	0.000133		0.063344	0.078752	0.096278	0.090651
HG	SESSION	RANGE	2023-04	558	19	7.811321	0.000206	0.130909	1	3.535880	0.270601	0.073926	-0.066895	0.047255	0.119066	-0.150037	0.000132		0.050392	0.082630	0.083369	0.078671
HG	SESSION	RANGE	2023-05	577	23	7.801327	-0.000543	0.127479	1	3.230480	0.273844	0.085616	-0.056460	0.024798	0.152397	-0.172049	0.000515		0.060462	0.082889	0.087103	0.079803
HG	SESSION	RANGE	2023-06	600	22	7.793740	-0.000874	0.128258	1	3.050413	0.284981	0.078627	-0.043093	-0.004289	0.173838	-0.176767	0.001487		0.057489	0.078459	0.092810	0.079134
HG	SESSION	RANGE	2023-07	622	21	7.783242	-0.000169	0.127963	1	2.724314	0.294416	0.071902	-0.024710	-0.025531	0.239144	-0.220297	0.001387		0.065106	0.087471	0.102244	0.086178
HG	SESSION	RANGE	2023-08	643	23	7.772391	0.000372	0.129075	1	2.563462	0.285636	0.088267	-0.022710	-0.073097	0.320864	-0.251736	0.001569		0.053314	0.079296	0.101457	0.075985
HG	SESSION	RANGE	2023-09	666	21	7.759778	-0.000828	0.125888	1	2.137524	0.281331	0.094235	-0.002644	-0.089486	0.364169	-0.264913	0.000859		0.068020	0.077406	0.107564	0.084978
HG	SESSION	RANGE	2023-10	687	22	7.745907	-0.000201	0.126324	1	1.850857	0.278822	0.105619	0.012800	-0.075534	0.325684	-0.249487	0.000598		0.059940	0.064966	0.109686	0.078250
HG	SESSION	RANGE	2023-11	709	22	7.734369	-0.000954	0.127032	1	1.665778	0.265641	0.118658	0.022499	-0.078675	0.344585	-0.258302	0.000179		0.053172	0.057909	0.097975	0.073396
HG	SESSION	RANGE	2023-12	731	20	7.719718	-0.000879	0.126391	1	1.440531	0.258614	0.129362	0.032615	-0.054386	0.304039	-0.237811	-0.000121		0.048398	0.052000	0.079962	0.065416
HG	SESSION	RANGE	2024-01	751	22	7.711542	-0.000514	0.128391	1	1.503629	0.254417	0.128477	0.031638	-0.045258	0.285203	-0.224378	-0.000250		0.045912	0.058595	0.078465	0.064942
HG	SESSION	RANGE	2024-02	773	21	7.696606	-0.000364	0.127672	1	1.262927	0.241653	0.140960	0.041549	-0.093830	0.385402	-0.263306	-0.000085		0.048232	0.058604	0.076007	0.068028
HG	SESSION	RANGE	2024-03	794	20	7.681181	-0.001121	0.126054	1	1.005460	0.250405	0.142534	0.053644	-0.122635	0.432883	-0.291326	-0.000838		0.046219	0.057474	0.074494	0.071556
HG	SESSION	RANGE	2024-04	814	22	7.672771	-0.000557	0.129296	1	1.029133	0.256906	0.132106	0.055660	-0.125271	0.421235	-0.276984	-0.000883		0.047273	0.065634	0.080249	0.078088
HG	SESSION	RANGE	2024-05	836	23	7.675118	0.000695	0.135622	1	1.053798	0.232080	0.150446	0.057407	-0.115064	0.399900	-0.259565	-0.000464		0.041348	0.063109	0.073048	0.073050
HG	SESSION	RANGE	2024-06	859	20	7.687153	0.000208	0.139374	1	0.989561	0.236647	0.137799	0.060807	-0.079512	0.347028	-0.223745	0.000058		0.044058	0.067970	0.069136	0.068650
HG	SESSION	RANGE	2024-07	879	23	7.690269	0.000138	0.134710	1	1.007753	0.242239	0.139195	0.057126	-0.009471	0.167491	-0.122965	-0.000375		0.053986	0.068657	0.067008	0.076508
HG	SESSION	RANGE	2024-08	902	22	7.692689	0.000399	0.134236	1	0.998930	0.245770	0.140275	0.060097	-0.008179	0.140618	-0.111125	-0.000531		0.050436	0.073265	0.071043	0.074178
HG	SESSION	RANGE	2024-09	924	21	7.691433	-0.000095	0.131851	1	1.025761	0.247924	0.136365	0.059406	-0.025511	0.164777	-0.116558	-0.000556		0.043069	0.068982	0.071546	0.067937
HG	SESSION	RANGE	2024-10	945	23	7.694614	0.001274	0.135524	1	1.066656	0.262817	0.131249	0.053572	-0.084960	0.250430	-0.154924	-0.000896		0.039654	0.060186	0.070202	0.055503
HG	SESSION	RANGE	2024-11	968	21	7.693771	-0.000460	0.131348	1	1.145997	0.255952	0.139309	0.048428	-0.071004	0.227130	-0.148132	-0.001395		0.037623	0.057180	0.068889	0.051146
HG	SESSION	RANGE	2024-12	989	21	7.692419	-0.000725	0.129024	1	1.127873	0.258545	0.133313	0.044683	-0.070018	0.270171	-0.175455	-0.001524		0.040793	0.059707	0.070414	0.050043
HG	SESSION	RANGE	2025-01	1010	22	7.686058	0.000058	0.127201	1	1.106164	0.253280	0.142318	0.045169	-0.029119	0.181267	-0.132629	-0.001557		0.040070	0.058110	0.068487	0.043093
HG	SESSION	RANGE	2025-02	1032	20	7.683800	-0.000308	0.129389	0	1.119750	0.242301	0.143089	0.052137	-0.039861	0.203641	-0.139462	-0.001280		0.026793	0.053556	0.061504	0.039800
HG	SESSION	RANGE	2025-03	1052	21	7.688325	-0.000003	0.132686	0	1.117584	0.243777	0.144119	0.051597	-0.024744	0.184050	-0.138056	-0.001478		0.027812	0.053702	0.059843	0.040290
HG	SESSION	RANGE	2025-04	1073	21	7.695164	0.000571	0.134386	0	1.054198	0.251147	0.138993	0.056035	-0.045180	0.207224	-0.145536	-0.001237		0.027780	0.057943	0.057978	0.035843
HG	SESSION	RANGE	2025-05	1094	22	7.708541	0.001248	0.135743	0	1.001914	0.264059	0.135247	0.057267	-0.070540	0.278365	-0.205837	-0.000912		0.027442	0.066084	0.055475	0.041318
HG	SESSION	RANGE	2025-06	1116	21	7.714411	-0.000045	0.132157	0	1.052916	0.259266	0.141784	0.053045	-0.116631	0.356338	-0.240999	-0.000572		0.030720	0.067959	0.059122	0.049926
HG	SESSION	RANGE	2025-07	1137	23	7.718275	-0.000100	0.130682	0	1.075869	0.252145	0.146115	0.056837	-0.119884	0.359435	-0.245910	-0.000371		0.022970	0.058452	0.058432	0.049637
HG	SESSION	RANGE	2025-08	1160	21	7.730627	0.001116	0.133058	0	1.341421	0.242238	0.107232	0.089316	-0.077568	0.279671	-0.211786	-0.000375		0.025947	0.063040	0.044494	0.044321
HG	SESSION	RANGE	2025-09	1181	22	7.723854	-0.000334	0.117854	0	1.852152	0.307224	0.088602	0.005395	-0.143083	0.392671	-0.253757	-0.001134		0.036427	0.066666	0.050330	0.044478
HG	SESSION	RANGE	2025-10	1203	23	7.720315	0.000065	0.117140	0	1.864310	0.295995	0.098384	0.006125	-0.134250	0.362689	-0.232838	-0.001250		0.031227	0.073530	0.050374	0.042387
HG	SESSION	RANGE	2025-11	1226	20	7.727469	-0.000051	0.118615	0	1.866249	0.302307	0.092835	0.005592	-0.133355	0.357219	-0.228503	-0.001488		0.030159	0.068007	0.053645	0.043536
HG	SESSION	RANGE	2025-12	1246	22	7.728068	0.000449	0.116339	0	1.899189	0.297006	0.097860	0.003928	-0.132886	0.342015	-0.214568	-0.001387		0.028071	0.067817	0.053654	0.044609
HG	SESSION	SIGMA	2022-02	257	20	7.346394	0.001055	-0.317728	1	1.915835	0.214746	0.183270	-0.048811	0.617582	-0.950416	0.374666	-0.002879		0.059037	0.031945	0.031395	0.075849
HG	SESSION	SIGMA	2022-03	277	23	7.349453	0.000963	-0.315543	1	1.990594	0.190546	0.187407	-0.049439	0.563294	-0.818669	0.327772	-0.002984		0.058018	0.030891	0.053167	0.080190
HG	SESSION	SIGMA	2022-04	300	20	7.370295	0.000294	-0.311068	1	1.802048	0.252707	0.134986	-0.036012	0.529896	-0.765922	0.289616	-0.003631		0.058616	0.026121	0.047830	0.069533
HG	SESSION	SIGMA	2022-05	320	22	7.370584	0.001806	-0.310222	1	1.794222	0.234319	0.139137	-0.027496	0.453538	-0.629572	0.242665	-0.003363		0.045705	0.011422	0.037772	0.071035
HG	SESSION	SIGMA	2022-06	342	22	7.377378	0.000172	-0.310050	1	1.830942	0.234701	0.146287	-0.035523	0.398720	-0.546993	0.210074	-0.002789		0.042830	0.016241	0.037928	0.066688
HG	SESSION	SIGMA	2022-07	364	21	7.381817	0.000828	-0.308082	1	1.861170	0.227539	0.143842	-0.034066	0.365109	-0.460998	0.169505	-0.002461		0.034491	0.018259	0.045197	0.066001
HG	SESSION	SIGMA	2022-08	385	23	7.393881	0.000615	-0.307128	1	1.781065	0.214392	0.156348	-0.033719	0.387928	-0.484155	0.181515	-0.002277		0.031880	0.026641	0.041809	0.063264
HG	SESSION	SIGMA	2022-09	408	22	7.391232	0.000564	-0.307446	1	1.790347	0.210967	0.157156	-0.031129	0.370948	-0.455916	0.168995	-0.002047		0.028958	0.023437	0.035603	0.064830
