# PORT_M1B_SPEC.md S1.1 OR_EXT ledger (CC-M1-6.1) (spec_sha16=d31f48b59877e44d)
# params_hash=c0fd01c82cf4831599c021524d8cdabcf7a0af758ef8b6b9047750390b514b38
# S1.1 differential vs m1/levels_v3 over EVERY session: adding the OR_EXT family may not perturb any other level, and every new touch must belong to OR_EXT
asset	date8	n_non_orext_rows	n_non_orext_mismatch	n_orext_rows	n_orext_unexpected_keys	n_touches_v3	n_touches_v4	n_orext_touches	verdict
SI	20230627	204	0	40	0	349	386	37	PASS
SI	20230628	204	0	40	0	357	409	52	PASS
SI	20230629	207	0	40	0	556	613	57	PASS
SI	20230630	209	0	40	0	330	361	31	PASS
SI	20230703	208	0	40	0	376	427	51	PASS
SI	20230704	208	0	40	0	232	267	35	PASS
SI	20230705	203	0	40	0	480	512	32	PASS
SI	20230706	211	0	40	0	373	402	29	PASS
SI	20230707	207	0	40	0	267	317	50	PASS
SI	20230710	210	0	40	0	239	281	42	PASS
SI	20230711	210	0	40	0	401	452	51	PASS
SI	20230712	205	0	40	0	213	229	16	PASS
SI	20230713	218	0	40	0	308	350	42	PASS
SI	20230714	216	0	40	0	369	439	70	PASS
SI	20230717	203	0	40	0	428	474	46	PASS
SI	20230718	202	0	40	0	597	645	48	PASS
SI	20230719	206	0	40	0	408	455	47	PASS
SI	20230720	207	0	40	0	513	551	38	PASS
SI	20230721	211	0	40	0	360	410	50	PASS
SI	20230724	209	0	40	0	447	518	71	PASS
SI	20230725	209	0	40	0	466	517	51	PASS
SI	20230726	208	0	40	0	444	483	39	PASS
SI	20230727	208	0	40	0	348	389	41	PASS
SI	20230728	215	0	40	0	225	259	34	PASS
SI	20230731	210	0	40	0	291	326	35	PASS
SI	20230801	215	0	40	0	303	328	25	PASS
SI	20230802	209	0	40	0	341	373	32	PASS
SI	20230803	207	0	40	0	353	396	43	PASS
SI	20230804	210	0	40	0	482	521	39	PASS
SI	20230807	208	0	40	0	315	350	35	PASS
SI	20230808	209	0	40	0	309	357	48	PASS
SI	20230809	204	0	40	0	353	392	39	PASS
SI	20230810	204	0	40	0	609	682	73	PASS
SI	20230811	205	0	40	0	422	463	41	PASS
SI	20230814	203	0	40	0	560	606	46	PASS
SI	20230815	205	0	40	0	555	619	64	PASS
SI	20230816	208	0	40	0	397	439	42	PASS
SI	20230817	210	0	40	0	445	499	54	PASS
SI	20230818	209	0	40	0	316	369	53	PASS
SI	20230821	202	0	40	0	388	422	34	PASS
SI	20230822	218	0	40	0	345	397	52	PASS
SI	20230823	207	0	40	0	187	206	19	PASS
SI	20230824	214	0	40	0	259	304	45	PASS
SI	20230825	203	0	40	0	471	527	56	PASS
SI	20230828	203	0	40	0	271	335	64	PASS
SI	20230829	209	0	40	0	342	391	49	PASS
SI	20230830	219	0	40	0	289	319	30	PASS
SI	20230831	214	0	40	0	304	346	42	PASS
SI	20230901	206	0	40	0	444	498	54	PASS
SI	20230904	213	0	40	0	245	286	41	PASS
SI	20230905	205	0	40	0	285	314	29	PASS
SI	20230906	213	0	40	0	341	379	38	PASS
SI	20230907	215	0	40	0	387	449	62	PASS
SI	20230908	202	0	40	0	401	454	53	PASS
SI	20230911	207	0	40	0	391	442	51	PASS
SI	20230912	204	0	40	0	460	502	42	PASS
SI	20230913	207	0	40	0	521	578	57	PASS
SI	20230914	203	0	40	0	466	536	70	PASS
SI	20230915	212	0	40	0	398	435	37	PASS
SI	20230918	210	0	40	0	377	445	68	PASS
SI	20230919	208	0	40	0	354	381	27	PASS
SI	20230920	205	0	40	0	405	434	29	PASS
SI	20230921	215	0	40	0	536	589	53	PASS
SI	20230922	215	0	40	0	274	310	36	PASS
SI	20230925	204	0	40	0	343	392	49	PASS
SI	20230926	204	0	40	0	281	326	45	PASS
SI	20230927	207	0	40	0	449	504	55	PASS
SI	20230928	208	0	40	0	386	469	83	PASS
SI	20230929	204	0	40	0	383	423	40	PASS
SI	20231002	227	0	40	0	308	376	68	PASS
SI	20231003	228	0	40	0	490	568	78	PASS
SI	20231004	210	0	40	0	543	601	58	PASS
SI	20231005	212	0	40	0	419	455	36	PASS
SI	20231006	213	0	40	0	511	585	74	PASS
SI	20231009	214	0	40	0	297	325	28	PASS
SI	20231010	209	0	40	0	374	442	68	PASS
SI	20231011	211	0	40	0	385	443	58	PASS
SI	20231012	206	0	40	0	431	477	46	PASS
SI	20231013	209	0	40	0	282	315	33	PASS
SI	20231016	216	0	40	0	239	265	26	PASS
SI	20231017	205	0	40	0	439	487	48	PASS
SI	20231018	207	0	40	0	408	457	49	PASS
SI	20231019	212	0	40	0	476	561	85	PASS
SI	20231020	206	0	40	0	467	526	59	PASS
SI	20231023	220	0	40	0	428	465	37	PASS
SI	20231024	227	0	40	0	486	519	33	PASS
SI	20231025	207	0	40	0	408	479	71	PASS
SI	20231026	206	0	40	0	542	589	47	PASS
SI	20231027	210	0	40	0	468	506	38	PASS
SI	20231030	209	0	40	0	414	447	33	PASS
SI	20231031	217	0	40	0	470	506	36	PASS
SI	20231101	213	0	40	0	427	486	59	PASS
SI	20231102	207	0	40	0	310	353	43	PASS
SI	20231103	207	0	40	0	416	444	28	PASS
SI	20231106	208	0	40	0	272	317	45	PASS
SI	20231107	205	0	40	0	362	375	13	PASS
SI	20231108	208	0	40	0	475	531	56	PASS
SI	20231109	210	0	40	0	458	508	50	PASS
SI	20231110	212	0	40	0	396	445	49	PASS
SI	20231113	212	0	40	0	295	332	37	PASS
SI	20231114	208	0	40	0	191	226	35	PASS
SI	20231115	217	0	40	0	341	403	62	PASS
SI	20231116	210	0	40	0	324	361	37	PASS
SI	20231117	215	0	40	0	319	355	36	PASS
SI	20231120	203	0	40	0	371	418	47	PASS
SI	20231121	211	0	40	0	425	460	35	PASS
SI	20231122	211	0	40	0	371	421	50	PASS
SI	20231123	209	0	40	0	173	219	46	PASS
SI	20231124	201	0	40	0	264	300	36	PASS
SI	20231127	216	0	40	0	323	402	79	PASS
SI	20231128	209	0	40	0	456	530	74	PASS
SI	20231129	208	0	40	0	274	334	60	PASS
SI	20231130	206	0	40	0	418	475	57	PASS
SI	20231201	208	0	40	0	482	546	64	PASS
SI	20231204	211	0	40	0	529	559	30	PASS
SI	20231205	219	0	40	0	360	427	67	PASS
SI	20231206	216	0	40	0	372	431	59	PASS
SI	20231207	211	0	40	0	243	292	49	PASS
SI	20231208	209	0	40	0	398	436	38	PASS
SI	20231211	221	0	40	0	279	326	47	PASS
SI	20231212	208	0	40	0	318	367	49	PASS
SI	20231213	208	0	40	0	374	432	58	PASS
SI	20231214	211	0	40	0	407	465	58	PASS
SI	20231215	211	0	40	0	389	418	29	PASS
SI	20231218	211	0	40	0	243	277	34	PASS
SI	20231219	209	0	40	0	251	305	54	PASS
SI	20231220	212	0	40	0	354	394	40	PASS
SI	20231221	208	0	40	0	325	374	49	PASS
SI	20231222	209	0	40	0	486	521	35	PASS
SI	20231226	213	0	40	0	256	290	34	PASS
SI	20231227	209	0	40	0	449	488	39	PASS
SI	20231228	212	0	40	0	411	451	40	PASS
SI	20231229	209	0	40	0	292	330	38	PASS
SI	20240102	209	0	40	0	479	527	48	PASS
SI	20240103	215	0	40	0	285	336	51	PASS
SI	20240104	211	0	40	0	229	278	49	PASS
SI	20240105	203	0	40	0	483	518	35	PASS
SI	20240108	214	0	40	0	331	366	35	PASS
SI	20240109	205	0	40	0	329	365	36	PASS
SI	20240110	209	0	40	0	313	363	50	PASS
SI	20240111	202	0	40	0	474	506	32	PASS
SI	20240112	220	0	40	0	423	454	31	PASS
SI	20240115	218	0	40	0	130	165	35	PASS
SI	20240116	205	0	40	0	437	506	69	PASS
SI	20240117	210	0	40	0	357	401	44	PASS
SI	20240118	209	0	40	0	376	427	51	PASS
SI	20240119	209	0	40	0	321	357	36	PASS
SI	20240122	207	0	40	0	245	284	39	PASS
SI	20240123	211	0	40	0	288	321	33	PASS
SI	20240124	207	0	40	0	346	427	81	PASS
SI	20240125	207	0	40	0	440	499	59	PASS
SI	20240126	205	0	40	0	396	453	57	PASS
SI	20240129	204	0	40	0	427	448	21	PASS
SI	20240130	215	0	40	0	339	386	47	PASS
SI	20240131	209	0	40	0	589	638	49	PASS
SI	20240201	212	0	40	0	473	525	52	PASS
SI	20240202	211	0	40	0	328	361	33	PASS
SI	20240205	211	0	40	0	321	376	55	PASS
SI	20240206	207	0	40	0	242	281	39	PASS
SI	20240207	205	0	40	0	461	501	40	PASS
SI	20240208	205	0	40	0	411	459	48	PASS
SI	20240209	211	0	40	0	348	400	52	PASS
SI	20240212	210	0	40	0	457	486	29	PASS
SI	20240213	209	0	40	0	318	336	18	PASS
SI	20240214	219	0	40	0	316	350	34	PASS
SI	20240215	211	0	40	0	289	330	41	PASS
SI	20240216	214	0	40	0	394	427	33	PASS
SI	20240219	215	0	40	0	241	267	26	PASS
SI	20240220	208	0	40	0	264	296	32	PASS
SI	20240221	205	0	40	0	283	309	26	PASS
SI	20240222	211	0	40	0	271	303	32	PASS
SI	20240223	211	0	40	0	302	367	65	PASS
SI	20240226	209	0	40	0	318	364	46	PASS
SI	20240227	209	0	40	0	315	362	47	PASS
SI	20240228	204	0	40	0	328	379	51	PASS
SI	20240229	203	0	40	0	391	421	30	PASS
SI	20240301	205	0	40	0	334	369	35	PASS
SI	20240304	212	0	40	0	244	277	33	PASS
SI	20240305	214	0	40	0	436	479	43	PASS
SI	20240306	211	0	40	0	375	390	15	PASS
SI	20240307	212	0	40	0	409	485	76	PASS
SI	20240308	214	0	40	0	583	636	53	PASS
SI	20240311	207	0	40	0	296	318	22	PASS
SI	20240312	206	0	40	0	585	652	67	PASS
SI	20240313	210	0	40	0	266	308	42	PASS
SI	20240314	217	0	40	0	341	395	54	PASS
SI	20240315	210	0	40	0	541	586	45	PASS
SI	20240318	206	0	40	0	270	316	46	PASS
SI	20240319	205	0	40	0	273	333	60	PASS
SI	20240320	205	0	40	0	444	510	66	PASS
SI	20240321	212	0	40	0	453	474	21	PASS
SI	20240322	219	0	40	0	321	351	30	PASS
SI	20240325	211	0	40	0	289	335	46	PASS
SI	20240326	203	0	40	0	461	507	46	PASS
SI	20240327	215	0	40	0	412	465	53	PASS
SI	20240328	205	0	40	0	505	542	37	PASS
SI	20240401	211	0	40	0	483	546	63	PASS
SI	20240402	219	0	40	0	434	464	30	PASS
SI	20240403	222	0	40	0	435	483	48	PASS
SI	20240404	219	0	40	0	376	417	41	PASS
SI	20240405	215	0	40	0	599	643	44	PASS
SI	20240408	216	0	40	0	512	551	39	PASS
SI	20240409	223	0	40	0	687	763	76	PASS
SI	20240410	216	0	40	0	723	817	94	PASS
SI	20240411	218	0	40	0	407	454	47	PASS
SI	20240412	217	0	40	0	598	634	36	PASS
SI	20240415	241	0	40	0	543	580	37	PASS
SI	20240416	222	0	40	0	551	610	59	PASS
SI	20240417	218	0	40	0	452	519	67	PASS
SI	20240418	221	0	40	0	389	435	46	PASS
SI	20240419	211	0	40	0	581	650	69	PASS
SI	20240422	216	0	40	0	282	313	31	PASS
SI	20240423	231	0	40	0	338	378	40	PASS
SI	20240424	211	0	40	0	265	323	58	PASS
SI	20240425	210	0	40	0	388	446	58	PASS
SI	20240426	214	0	40	0	400	449	49	PASS
SI	20240429	213	0	40	0	344	392	48	PASS
SI	20240430	207	0	40	0	321	347	26	PASS
SI	20240501	218	0	40	0	498	544	46	PASS
SI	20240502	212	0	40	0	479	518	39	PASS
SI	20240503	215	0	40	0	487	561	74	PASS
SI	20240506	216	0	40	0	267	300	33	PASS
SI	20240507	218	0	40	0	302	356	54	PASS
SI	20240508	210	0	40	0	346	398	52	PASS
SI	20240509	212	0	40	0	266	293	27	PASS
SI	20240510	217	0	40	0	375	415	40	PASS
SI	20240513	210	0	40	0	262	305	43	PASS
SI	20240514	211	0	40	0	451	505	54	PASS
SI	20240515	206	0	40	0	453	525	72	PASS
SI	20240516	229	0	40	0	459	498	39	PASS
SI	20240517	209	0	40	0	337	355	18	PASS
SI	20240520	246	0	40	0	936	983	47	PASS
SI	20240521	229	0	40	0	704	768	64	PASS
SI	20240522	230	0	40	0	521	568	47	PASS
SI	20240523	228	0	40	0	407	461	54	PASS
SI	20240524	220	0	40	0	313	362	49	PASS
SI	20240527	216	0	40	0	205	224	19	PASS
SI	20240528	230	0	40	0	444	497	53	PASS
SI	20240529	221	0	40	0	505	564	59	PASS
SI	20240530	214	0	40	0	456	493	37	PASS
SI	20240531	219	0	40	0	433	487	54	PASS
SI	20240603	232	0	40	0	476	533	57	PASS
SI	20240604	220	0	40	0	385	438	53	PASS
SI	20240605	220	0	40	0	343	391	48	PASS
SI	20240606	211	0	40	0	251	277	26	PASS
SI	20240607	231	0	40	0	364	421	57	PASS
SI	20240610	247	0	40	0	244	281	37	PASS
SI	20240611	209	0	40	0	349	385	36	PASS
SI	20240612	211	0	40	0	381	418	37	PASS
SI	20240613	221	0	40	0	451	495	44	PASS
SI	20240614	229	0	40	0	360	422	62	PASS
SI	20240617	215	0	40	0	323	359	36	PASS
SI	20240618	215	0	40	0	463	529	66	PASS
SI	20240619	219	0	40	0	284	314	30	PASS
SI	20240620	213	0	40	0	266	291	25	PASS
SI	20240621	224	0	40	0	349	379	30	PASS
SI	20240624	231	0	40	0	230	270	40	PASS
SI	20240625	209	0	40	0	320	358	38	PASS
SI	20240626	220	0	40	0	327	379	52	PASS
SI	20240627	214	0	40	0	292	341	49	PASS
SI	20240628	217	0	40	0	365	421	56	PASS
SI	20240701	216	0	40	0	375	419	44	PASS
SI	20240702	212	0	40	0	414	451	37	PASS
SI	20240703	214	0	40	0	242	280	38	PASS
SI	20240704	217	0	40	0	151	188	37	PASS
SI	20240705	207	0	40	0	481	508	27	PASS
SI	20240708	226	0	40	0	438	469	31	PASS
SI	20240709	211	0	40	0	425	464	39	PASS
SI	20240710	214	0	40	0	378	438	60	PASS
SI	20240711	210	0	40	0	447	465	18	PASS
SI	20240712	215	0	40	0	343	378	35	PASS
SI	20240715	219	0	40	0	426	455	29	PASS
SI	20240716	213	0	40	0	439	485	46	PASS
SI	20240717	223	0	40	0	531	592	61	PASS
SI	20240718	225	0	40	0	322	362	40	PASS
SI	20240719	218	0	40	0	286	317	31	PASS
SI	20240722	216	0	40	0	370	396	26	PASS
SI	20240723	216	0	40	0	355	391	36	PASS
SI	20240724	211	0	40	0	345	402	57	PASS
SI	20240725	210	0	40	0	311	332	21	PASS
SI	20240726	225	0	40	0	372	464	92	PASS
SI	20240729	209	0	40	0	372	387	15	PASS
SI	20240730	217	0	40	0	354	414	60	PASS
SI	20240731	215	0	40	0	292	339	47	PASS
SI	20240801	216	0	40	0	418	469	51	PASS
SI	20240802	222	0	40	0	667	721	54	PASS
SI	20240805	224	0	40	0	394	467	73	PASS
SI	20240806	222	0	40	0	312	374	62	PASS
SI	20240807	220	0	40	0	388	432	44	PASS
SI	20240808	215	0	40	0	382	412	30	PASS
SI	20240809	221	0	40	0	300	338	38	PASS
SI	20240812	209	0	40	0	345	384	39	PASS
SI	20240813	215	0	40	0	354	394	40	PASS
SI	20240814	211	0	40	0	489	548	59	PASS
SI	20240815	221	0	40	0	536	593	57	PASS
SI	20240816	222	0	40	0	334	363	29	PASS
SI	20240819	226	0	40	0	356	374	18	PASS
SI	20240820	217	0	40	0	344	385	41	PASS
SI	20240821	213	0	40	0	346	397	51	PASS
SI	20240822	211	0	40	0	442	487	45	PASS
SI	20240823	220	0	40	0	427	465	38	PASS
SI	20240826	219	0	40	0	393	428	35	PASS
SI	20240827	211	0	40	0	298	353	55	PASS
SI	20240828	211	0	40	0	317	354	37	PASS
SI	20240829	221	0	40	0	334	378	44	PASS
SI	20240830	211	0	40	0	363	417	54	PASS
SI	20240902	223	0	40	0	192	220	28	PASS
SI	20240903	211	0	40	0	426	481	55	PASS
SI	20240904	221	0	40	0	350	404	54	PASS
SI	20240905	215	0	40	0	257	316	59	PASS
SI	20240906	216	0	40	0	507	561	54	PASS
SI	20240909	227	0	40	0	324	380	56	PASS
SI	20240910	213	0	40	0	279	334	55	PASS
SI	20240911	216	0	40	0	485	526	41	PASS
SI	20240912	224	0	40	0	340	376	36	PASS
SI	20240913	227	0	40	0	251	293	42	PASS
SI	20240916	216	0	40	0	364	399	35	PASS
SI	20240917	214	0	40	0	381	434	53	PASS
SI	20240918	211	0	40	0	698	757	59	PASS
SI	20240919	222	0	40	0	469	506	37	PASS
SI	20240920	231	0	40	0	577	627	50	PASS
SI	20240923	219	0	40	0	404	441	37	PASS
SI	20240924	222	0	40	0	404	442	38	PASS
SI	20240925	228	0	40	0	363	434	71	PASS
SI	20240926	211	0	40	0	585	649	64	PASS
SI	20240927	225	0	40	0	557	605	48	PASS
SI	20240930	220	0	40	0	416	454	38	PASS
SI	20241001	222	0	40	0	436	468	32	PASS
SI	20241002	220	0	40	0	442	474	32	PASS
SI	20241003	229	0	40	0	422	457	35	PASS
SI	20241004	223	0	40	0	581	637	56	PASS
SI	20241007	231	0	40	0	439	472	33	PASS
SI	20241008	223	0	40	0	431	490	59	PASS
SI	20241009	223	0	40	0	290	346	56	PASS
SI	20241010	214	0	40	0	430	498	68	PASS
SI	20241011	224	0	40	0	222	257	35	PASS
SI	20241014	213	0	40	0	464	486	22	PASS
SI	20241015	217	0	40	0	361	415	54	PASS
SI	20241016	218	0	40	0	397	436	39	PASS
SI	20241017	216	0	40	0	483	546	63	PASS
SI	20241018	214	0	40	0	356	378	22	PASS
SI	20241021	242	0	40	0	406	427	21	PASS
SI	20241022	219	0	40	0	360	406	46	PASS
SI	20241023	222	0	40	0	364	398	34	PASS
SI	20241024	217	0	40	0	320	345	25	PASS
SI	20241025	227	0	40	0	444	498	54	PASS
SI	20241028	226	0	40	0	445	467	22	PASS
SI	20241029	218	0	40	0	411	470	59	PASS
SI	20241030	222	0	40	0	437	494	57	PASS
SI	20241031	230	0	40	0	280	314	34	PASS
SI	20241101	221	0	40	0	380	427	47	PASS
SI	20241104	218	0	40	0	505	536	31	PASS
SI	20241105	221	0	40	0	413	472	59	PASS
SI	20241106	214	0	40	0	574	608	34	PASS
SI	20241107	237	0	40	0	386	418	32	PASS
SI	20241108	219	0	40	0	313	354	41	PASS
SI	20241111	214	0	40	0	317	334	17	PASS
SI	20241112	214	0	40	0	308	342	34	PASS
SI	20241113	212	0	40	0	287	327	40	PASS
SI	20241114	218	0	40	0	368	400	32	PASS
SI	20241115	223	0	40	0	354	409	55	PASS
SI	20241118	217	0	40	0	271	304	33	PASS
SI	20241119	219	0	40	0	326	377	51	PASS
SI	20241120	212	0	40	0	289	325	36	PASS
SI	20241121	215	0	40	0	367	415	48	PASS
SI	20241122	213	0	40	0	452	490	38	PASS
SI	20241125	211	0	40	0	368	394	26	PASS
SI	20241126	230	0	40	0	381	439	58	PASS
SI	20241127	217	0	40	0	282	330	48	PASS
SI	20241128	211	0	40	0	139	170	31	PASS
SI	20241129	216	0	40	0	278	307	29	PASS
SI	20241202	206	0	40	0	332	369	37	PASS
SI	20241203	212	0	40	0	321	358	37	PASS
SI	20241204	209	0	40	0	449	507	58	PASS
SI	20241205	223	0	40	0	390	459	69	PASS
SI	20241206	215	0	40	0	566	649	83	PASS
SI	20241209	213	0	40	0	309	334	25	PASS
SI	20241210	228	0	40	0	285	326	41	PASS
SI	20241211	212	0	40	0	473	523	50	PASS
SI	20241212	215	0	40	0	393	426	33	PASS
SI	20241213	229	0	40	0	258	284	26	PASS
SI	20241216	213	0	40	0	217	251	34	PASS
SI	20241217	206	0	40	0	353	403	50	PASS
SI	20241218	210	0	40	0	421	450	29	PASS
SI	20241219	223	0	40	0	278	310	32	PASS
SI	20241220	226	0	40	0	334	373	39	PASS
SI	20241223	217	0	40	0	250	278	28	PASS
SI	20241224	208	0	40	0	247	286	39	PASS
SI	20241226	203	0	40	0	417	474	57	PASS
SI	20241227	206	0	40	0	356	411	55	PASS
SI	20241230	210	0	40	0	384	397	13	PASS
SI	20241231	210	0	40	0	321	374	53	PASS
SI	20250102	210	0	40	0	294	340	46	PASS
SI	20250103	214	0	40	0	286	344	58	PASS
SI	20250106	209	0	40	0	554	583	29	PASS
SI	20250107	217	0	40	0	267	299	32	PASS
SI	20250108	212	0	40	0	470	536	66	PASS
SI	20250109	212	0	40	0	396	447	51	PASS
SI	20250110	213	0	40	0	601	662	61	PASS
SI	20250113	225	0	40	0	395	438	43	PASS
SI	20250114	216	0	40	0	425	484	59	PASS
SI	20250115	214	0	40	0	333	369	36	PASS
SI	20250116	225	0	40	0	310	378	68	PASS
SI	20250117	212	0	40	0	285	329	44	PASS
SI	20250120	218	0	40	0	387	434	47	PASS
SI	20250121	210	0	40	0	407	448	41	PASS
SI	20250122	211	0	40	0	426	468	42	PASS
SI	20250123	220	0	40	0	360	394	34	PASS
SI	20250124	219	0	40	0	382	420	38	PASS
SI	20250127	219	0	40	0	487	518	31	PASS
SI	20250128	221	0	40	0	397	442	45	PASS
SI	20250129	213	0	40	0	372	414	42	PASS
SI	20250130	221	0	40	0	269	299	30	PASS
SI	20250131	221	0	40	0	436	480	44	PASS
SI	20250203	211	0	40	0	476	526	50	PASS
SI	20250204	220	0	40	0	339	376	37	PASS
SI	20250205	225	0	40	0	409	448	39	PASS
SI	20250206	216	0	40	0	261	310	49	PASS
SI	20250207	218	0	40	0	481	531	50	PASS
SI	20250210	226	0	40	0	296	327	31	PASS
SI	20250211	213	0	40	0	380	440	60	PASS
SI	20250212	221	0	40	0	375	429	54	PASS
SI	20250213	227	0	40	0	338	382	44	PASS
SI	20250214	217	0	40	0	500	543	43	PASS
SI	20250217	228	0	40	0	178	200	22	PASS
SI	20250218	213	0	40	0	282	318	36	PASS
SI	20250219	214	0	40	0	343	389	46	PASS
SI	20250220	217	0	40	0	424	465	41	PASS
SI	20250221	215	0	40	0	451	512	61	PASS
SI	20250224	214	0	40	0	398	430	32	PASS
SI	20250225	216	0	40	0	415	447	32	PASS
SI	20250226	231	0	40	0	320	361	41	PASS
SI	20250227	209	0	40	0	422	448	26	PASS
SI	20250228	219	0	40	0	355	411	56	PASS
SI	20250303	212	0	40	0	403	434	31	PASS
SI	20250304	216	0	40	0	415	488	73	PASS
SI	20250305	215	0	40	0	379	434	55	PASS
SI	20250306	220	0	40	0	461	531	70	PASS
SI	20250307	214	0	40	0	449	485	36	PASS
SI	20250310	219	0	40	0	424	454	30	PASS
SI	20250311	221	0	40	0	372	425	53	PASS
SI	20250312	217	0	40	0	285	322	37	PASS
SI	20250313	219	0	40	0	362	418	56	PASS
SI	20250314	229	0	40	0	388	422	34	PASS
SI	20250317	223	0	40	0	262	294	32	PASS
SI	20250318	209	0	40	0	439	501	62	PASS
SI	20250319	218	0	40	0	479	533	54	PASS
SI	20250320	215	0	40	0	336	404	68	PASS
SI	20250321	214	0	40	0	368	396	28	PASS
SI	20250324	216	0	40	0	369	411	42	PASS
SI	20250325	209	0	40	0	238	275	37	PASS
SI	20250326	212	0	40	0	275	347	72	PASS
SI	20250327	209	0	40	0	404	450	46	PASS
SI	20250328	226	0	40	0	436	481	45	PASS
SI	20250331	209	0	40	0	400	446	46	PASS
SI	20250401	218	0	40	0	377	404	27	PASS
SI	20250402	215	0	40	0	573	623	50	PASS
SI	20250403	217	0	40	0	301	335	34	PASS
SI	20250404	275	0	40	0	339	373	34	PASS
SI	20250407	251	0	40	0	943	994	51	PASS
SI	20250408	265	0	40	0	363	389	26	PASS
SI	20250409	233	0	40	0	668	708	40	PASS
SI	20250410	232	0	40	0	417	445	28	PASS
SI	20250411	224	0	40	0	462	507	45	PASS
SI	20250414	234	0	40	0	385	406	21	PASS
SI	20250415	219	0	40	0	272	317	45	PASS
SI	20250416	210	0	40	0	351	390	39	PASS
SI	20250417	223	0	40	0	371	412	41	PASS
SI	20250421	217	0	40	0	310	349	39	PASS
SI	20250422	222	0	40	0	583	644	61	PASS
SI	20250423	218	0	40	0	410	442	32	PASS
SI	20250424	223	0	40	0	157	181	24	PASS
SI	20250425	217	0	40	0	346	377	31	PASS
SI	20250428	230	0	40	0	319	353	34	PASS
SI	20250429	212	0	40	0	381	430	49	PASS
SI	20250430	214	0	40	0	429	485	56	PASS
SI	20250501	223	0	40	0	613	655	42	PASS
SI	20250502	221	0	40	0	329	377	48	PASS
SI	20250505	222	0	40	0	312	345	33	PASS
SI	20250506	216	0	40	0	240	263	23	PASS
SI	20250507	216	0	40	0	348	380	32	PASS
SI	20250508	224	0	40	0	313	358	45	PASS
SI	20250509	215	0	40	0	296	351	55	PASS
SI	20250512	213	0	40	0	601	622	21	PASS
SI	20250513	221	0	40	0	323	365	42	PASS
SI	20250514	222	0	40	0	298	314	16	PASS
SI	20250515	216	0	40	0	303	326	23	PASS
SI	20250516	225	0	40	0	273	298	25	PASS
SI	20250519	217	0	40	0	210	234	24	PASS
SI	20250520	213	0	40	0	307	359	52	PASS
SI	20250521	224	0	40	0	311	348	37	PASS
SI	20250522	213	0	40	0	361	403	42	PASS
SI	20250523	223	0	40	0	255	292	37	PASS
SI	20250526	218	0	40	0	192	222	30	PASS
SI	20250527	209	0	40	0	406	442	36	PASS
SI	20250528	215	0	40	0	259	300	41	PASS
SI	20250529	212	0	40	0	494	558	64	PASS
SI	20250530	214	0	40	0	381	404	23	PASS
SI	20250602	206	0	40	0	342	354	12	PASS
SI	20250603	241	0	40	0	278	307	29	PASS
SI	20250604	221	0	40	0	317	372	55	PASS
SI	20250605	209	0	40	0	215	258	43	PASS
SI	20250606	221	0	40	0	533	583	50	PASS
SI	20250609	215	0	40	0	389	416	27	PASS
SI	20250610	217	0	40	0	384	414	30	PASS
SI	20250611	218	0	40	0	411	467	56	PASS
SI	20250612	218	0	40	0	371	395	24	PASS
SI	20250613	216	0	40	0	506	587	81	PASS
SI	20250616	214	0	40	0	347	374	27	PASS
SI	20250617	215	0	40	0	393	463	70	PASS
SI	20250618	223	0	40	0	413	451	38	PASS
SI	20250619	225	0	40	0	205	238	33	PASS
SI	20250620	209	0	40	0	332	351	19	PASS
SI	20250623	216	0	40	0	292	306	14	PASS
SI	20250624	216	0	40	0	503	516	13	PASS
SI	20250625	227	0	40	0	307	346	39	PASS
SI	20250626	212	0	40	0	313	364	51	PASS
SI	20250627	211	0	40	0	339	409	70	PASS
SI	20250630	219	0	40	0	266	275	9	PASS
SI	20250701	214	0	40	0	377	429	52	PASS
SI	20250702	224	0	40	0	298	335	37	PASS
SI	20250703	218	0	40	0	381	441	60	PASS
SI	20250704	215	0	40	0	221	277	56	PASS
SI	20250707	204	0	40	0	453	489	36	PASS
SI	20250708	226	0	40	0	328	377	49	PASS
SI	20250709	213	0	40	0	333	385	52	PASS
SI	20250710	209	0	40	0	533	575	42	PASS
SI	20250711	227	0	40	0	336	376	40	PASS
SI	20250714	241	0	40	0	505	546	41	PASS
SI	20250715	226	0	40	0	250	281	31	PASS
SI	20250716	218	0	40	0	341	366	25	PASS
SI	20250717	213	0	40	0	373	423	50	PASS
SI	20250718	221	0	40	0	271	310	39	PASS
SI	20250721	209	0	40	0	336	376	40	PASS
SI	20250722	215	0	40	0	391	441	50	PASS
SI	20250723	215	0	40	0	488	546	58	PASS
SI	20250724	218	0	40	0	320	361	41	PASS
SI	20250725	219	0	40	0	419	459	40	PASS
SI	20250728	225	0	40	0	288	326	38	PASS
SI	20250729	210	0	40	0	386	444	58	PASS
SI	20250730	210	0	40	0	403	435	32	PASS
SI	20250731	225	0	40	0	272	315	43	PASS
SI	20250801	215	0	40	0	402	439	37	PASS
SI	20250804	214	0	40	0	234	268	34	PASS
SI	20250805	212	0	40	0	321	358	37	PASS
SI	20250806	217	0	40	0	266	303	37	PASS
SI	20250807	204	0	40	0	392	442	50	PASS
SI	20250808	226	0	40	0	439	474	35	PASS
SI	20250811	210	0	40	0	348	401	53	PASS
SI	20250812	213	0	40	0	293	338	45	PASS
