# PORT_M1B_SPEC.md S1.1 OR_EXT ledger (CC-M1-6.1) (spec_sha16=d31f48b59877e44d)
# params_hash=c0fd01c82cf4831599c021524d8cdabcf7a0af758ef8b6b9047750390b514b38
# S1.1 differential vs m1/levels_v3 over EVERY session: adding the OR_EXT family may not perturb any other level, and every new touch must belong to OR_EXT
asset	date8	n_non_orext_rows	n_non_orext_mismatch	n_orext_rows	n_orext_unexpected_keys	n_touches_v3	n_touches_v4	n_orext_touches	verdict
SI	20250813	214	0	40	0	199	221	22	PASS
SI	20250814	218	0	40	0	429	473	44	PASS
SI	20250815	216	0	40	0	271	305	34	PASS
SI	20250818	207	0	40	0	277	315	38	PASS
SI	20250819	209	0	40	0	342	382	40	PASS
SI	20250820	220	0	40	0	287	315	28	PASS
SI	20250821	215	0	40	0	262	304	42	PASS
SI	20250822	215	0	40	0	378	409	31	PASS
SI	20250825	222	0	40	0	230	264	34	PASS
SI	20250826	210	0	40	0	380	415	35	PASS
SI	20250827	215	0	40	0	348	393	45	PASS
SI	20250828	218	0	40	0	257	304	47	PASS
SI	20250829	212	0	40	0	365	398	33	PASS
SI	20250901	232	0	40	0	266	291	25	PASS
SI	20250902	219	0	40	0	724	781	57	PASS
SI	20250903	212	0	40	0	525	579	54	PASS
SI	20250904	225	0	40	0	462	512	50	PASS
SI	20250905	216	0	40	0	526	572	46	PASS
SI	20250908	220	0	40	0	532	574	42	PASS
SI	20250909	217	0	40	0	378	436	58	PASS
SI	20250910	217	0	40	0	270	311	41	PASS
SI	20250911	211	0	40	0	513	562	49	PASS
SI	20250912	229	0	40	0	332	381	49	PASS
SI	20250915	216	0	40	0	344	366	22	PASS
SI	20250916	213	0	40	0	391	432	41	PASS
SI	20250917	220	0	40	0	456	489	33	PASS
SI	20250918	221	0	40	0	319	376	57	PASS
SI	20250919	219	0	40	0	337	374	37	PASS
SI	20250922	226	0	40	0	304	339	35	PASS
SI	20250923	227	0	40	0	595	655	60	PASS
SI	20250924	216	0	40	0	462	517	55	PASS
SI	20250925	216	0	40	0	373	411	38	PASS
SI	20250926	225	0	40	0	458	480	22	PASS
SI	20250929	242	0	40	0	639	693	54	PASS
SI	20250930	223	0	40	0	558	620	62	PASS
SI	20251001	234	0	40	0	729	774	45	PASS
SI	20251002	229	0	40	0	554	586	32	PASS
SI	20251003	244	0	40	0	480	536	56	PASS
SI	20251006	234	0	40	0	548	576	28	PASS
SI	20251007	219	0	40	0	607	637	30	PASS
SI	20251008	238	0	40	0	676	734	58	PASS
SI	20251009	234	0	40	0	852	885	33	PASS
SI	20251010	259	0	40	0	818	847	29	PASS
SI	20251013	239	0	40	0	417	447	30	PASS
SI	20251014	265	0	40	0	1183	1242	59	PASS
SI	20251015	275	0	40	0	544	611	67	PASS
SI	20251016	241	0	40	0	604	650	46	PASS
SI	20251017	259	0	40	0	752	786	34	PASS
SI	20251020	279	0	40	0	503	529	26	PASS
SI	20251021	251	0	40	0	397	430	33	PASS
SI	20251022	274	0	40	0	609	660	51	PASS
SI	20251023	243	0	40	0	278	308	30	PASS
SI	20251024	237	0	40	0	303	337	34	PASS
SI	20251027	238	0	40	0	418	443	25	PASS
SI	20251028	257	0	40	0	397	438	41	PASS
SI	20251029	251	0	40	0	350	390	40	PASS
SI	20251030	239	0	40	0	448	471	23	PASS
SI	20251031	244	0	40	0	379	426	47	PASS
SI	20251103	233	0	40	0	418	463	45	PASS
SI	20251104	229	0	40	0	368	406	38	PASS
SI	20251105	236	0	40	0	400	435	35	PASS
SI	20251106	233	0	40	0	346	374	28	PASS
SI	20251107	233	0	40	0	548	584	36	PASS
SI	20251110	229	0	40	0	297	336	39	PASS
SI	20251111	247	0	40	0	353	401	48	PASS
SI	20251112	239	0	40	0	296	331	35	PASS
SI	20251113	256	0	40	0	627	673	46	PASS
SI	20251114	262	0	40	0	473	510	37	PASS
SI	20251117	267	0	40	0	522	541	19	PASS
SI	20251118	235	0	40	0	422	471	49	PASS
SI	20251119	250	0	40	0	467	521	54	PASS
SI	20251120	259	0	40	0	648	721	73	PASS
SI	20251121	250	0	40	0	529	571	42	PASS
SI	20251124	245	0	40	0	270	304	34	PASS
SI	20251125	255	0	40	0	354	402	48	PASS
SI	20251126	234	0	40	0	382	425	43	PASS
SI	20251127	248	0	40	0	332	367	35	PASS
SI	20251128	207	0	16	0	153	157	4	PASS
SI	20251201	261	0	40	0	613	657	44	PASS
SI	20251202	248	0	40	0	614	678	64	PASS
SI	20251203	252	0	40	0	640	696	56	PASS
SI	20251204	243	0	40	0	458	516	58	PASS
SI	20251205	247	0	40	0	483	536	53	PASS
SI	20251208	247	0	40	0	399	449	50	PASS
SI	20251209	250	0	40	0	409	464	55	PASS
SI	20251210	276	0	40	0	638	702	64	PASS
SI	20251211	247	0	40	0	481	537	56	PASS
SI	20251212	274	0	40	0	844	885	41	PASS
SI	20251215	266	0	40	0	502	563	61	PASS
SI	20251216	282	0	40	0	713	765	52	PASS
SI	20251217	249	0	40	0	444	484	40	PASS
SI	20251218	268	0	40	0	777	822	45	PASS
SI	20251219	266	0	40	0	546	600	54	PASS
SI	20251222	269	0	40	0	374	418	44	PASS
SI	20251223	258	0	40	0	621	673	52	PASS
SI	20251224	270	0	40	0	516	578	62	PASS
SI	20251226	253	0	40	0	450	490	40	PASS
SI	20251229	325	0	40	0	1329	1374	45	PASS
SI	20251230	447	0	40	0	1123	1146	23	PASS
SI	20251231	304	0	40	0	683	730	47	PASS
HG	20210119	138	0	0	0	235	235	0	PASS
HG	20210120	124	0	0	0	235	235	0	PASS
HG	20210121	123	0	0	0	219	219	0	PASS
HG	20210122	120	0	0	0	146	146	0	PASS
HG	20210125	124	0	0	0	253	253	0	PASS
HG	20210126	124	0	0	0	206	206	0	PASS
HG	20210127	125	0	0	0	220	220	0	PASS
HG	20210128	140	0	0	0	304	304	0	PASS
HG	20210129	128	0	0	0	220	220	0	PASS
HG	20210201	134	0	0	0	259	259	0	PASS
HG	20210202	124	0	0	0	290	290	0	PASS
HG	20210203	131	0	0	0	220	220	0	PASS
HG	20210204	128	0	0	0	241	241	0	PASS
HG	20210205	125	0	0	0	174	174	0	PASS
HG	20210208	132	0	0	0	138	138	0	PASS
HG	20210209	128	0	0	0	131	131	0	PASS
HG	20210210	131	0	0	0	105	105	0	PASS
HG	20210211	123	0	0	0	196	196	0	PASS
HG	20210212	126	0	0	0	276	276	0	PASS
HG	20210215	133	0	0	0	100	100	0	PASS
HG	20210216	124	0	0	0	422	422	0	PASS
HG	20210217	122	0	0	0	198	198	0	PASS
HG	20210218	123	0	0	0	148	148	0	PASS
HG	20210219	131	0	0	0	202	202	0	PASS
HG	20210222	150	0	0	0	323	323	0	PASS
HG	20210223	133	0	0	0	390	390	0	PASS
HG	20210224	130	0	0	0	336	336	0	PASS
HG	20210225	142	0	0	0	460	460	0	PASS
HG	20210226	153	0	0	0	397	397	0	PASS
HG	20210301	141	0	0	0	261	261	0	PASS
HG	20210302	210	0	0	0	358	358	0	PASS
HG	20210303	227	0	0	0	336	336	0	PASS
HG	20210304	214	0	0	0	556	556	0	PASS
HG	20210305	247	0	0	0	516	516	0	PASS
HG	20210308	220	0	0	0	404	404	0	PASS
HG	20210309	218	0	0	0	337	337	0	PASS
HG	20210310	223	0	0	0	270	270	0	PASS
HG	20210311	210	0	0	0	212	212	0	PASS
HG	20210312	211	0	0	0	229	229	0	PASS
HG	20210315	215	0	0	0	316	316	0	PASS
HG	20210316	209	0	0	0	214	214	0	PASS
HG	20210317	212	0	0	0	178	178	0	PASS
HG	20210318	221	0	0	0	330	330	0	PASS
HG	20210319	213	0	0	0	269	269	0	PASS
HG	20210322	216	0	0	0	196	196	0	PASS
HG	20210323	215	0	0	0	384	384	0	PASS
HG	20210324	213	0	0	0	251	251	0	PASS
HG	20210325	216	0	0	0	336	336	0	PASS
HG	20210326	216	0	0	0	194	194	0	PASS
HG	20210329	213	0	0	0	239	239	0	PASS
HG	20210330	212	0	0	0	259	259	0	PASS
HG	20210331	211	0	0	0	211	211	0	PASS
HG	20210401	210	0	0	0	248	248	0	PASS
HG	20210405	211	0	0	0	197	197	0	PASS
HG	20210406	218	0	0	0	282	282	0	PASS
HG	20210407	210	0	0	0	209	209	0	PASS
HG	20210408	214	0	0	0	233	233	0	PASS
HG	20210409	207	0	0	0	194	194	0	PASS
HG	20210412	209	0	0	0	190	190	0	PASS
HG	20210413	207	0	0	0	207	207	0	PASS
HG	20210414	208	0	0	0	180	180	0	PASS
HG	20210415	210	0	0	0	204	204	0	PASS
HG	20210416	215	0	0	0	319	319	0	PASS
HG	20210419	212	0	0	0	355	355	0	PASS
HG	20210420	211	0	0	0	375	375	0	PASS
HG	20210421	215	0	0	0	335	335	0	PASS
HG	20210422	216	0	0	0	231	231	0	PASS
HG	20210423	211	0	0	0	250	250	0	PASS
HG	20210426	213	0	0	0	207	207	0	PASS
HG	20210427	214	0	0	0	273	273	0	PASS
HG	20210428	217	0	0	0	399	399	0	PASS
HG	20210429	215	0	0	0	352	352	0	PASS
HG	20210430	216	0	0	0	316	316	0	PASS
HG	20210503	214	0	0	0	364	364	0	PASS
HG	20210504	214	0	0	0	370	370	0	PASS
HG	20210505	208	0	0	0	366	366	0	PASS
HG	20210506	212	0	0	0	318	318	0	PASS
HG	20210507	212	0	0	0	217	217	0	PASS
HG	20210510	228	0	0	0	427	427	0	PASS
HG	20210511	231	0	0	0	389	389	0	PASS
HG	20210512	224	0	0	0	490	490	0	PASS
HG	20210513	215	0	0	0	431	431	0	PASS
HG	20210514	223	0	0	0	483	483	0	PASS
HG	20210517	210	0	0	0	259	259	0	PASS
HG	20210518	211	0	0	0	268	268	0	PASS
HG	20210519	208	0	0	0	325	325	0	PASS
HG	20210520	236	0	0	0	339	339	0	PASS
HG	20210521	219	0	0	0	361	361	0	PASS
HG	20210524	217	0	0	0	457	457	0	PASS
HG	20210525	216	0	0	0	327	327	0	PASS
HG	20210526	215	0	0	0	225	225	0	PASS
HG	20210527	207	0	0	0	250	250	0	PASS
HG	20210528	234	0	0	0	309	309	0	PASS
HG	20210531	223	0	0	0	240	240	0	PASS
HG	20210601	207	0	0	0	345	345	0	PASS
HG	20210602	210	0	0	0	242	242	0	PASS
HG	20210603	217	0	0	0	268	268	0	PASS
HG	20210604	236	0	0	0	236	236	0	PASS
HG	20210607	214	0	0	0	215	215	0	PASS
HG	20210608	206	0	0	0	324	324	0	PASS
HG	20210609	214	0	0	0	321	321	0	PASS
HG	20210610	210	0	0	0	318	318	0	PASS
HG	20210611	213	0	0	0	286	286	0	PASS
HG	20210614	223	0	0	0	186	186	0	PASS
HG	20210615	204	0	0	0	219	219	0	PASS
HG	20210616	212	0	0	0	415	415	0	PASS
HG	20210617	212	0	0	0	407	407	0	PASS
HG	20210618	225	0	0	0	239	239	0	PASS
HG	20210621	214	0	0	0	280	280	0	PASS
HG	20210622	215	0	0	0	209	209	0	PASS
HG	20210623	220	0	0	0	186	186	0	PASS
HG	20210624	220	0	0	0	195	195	0	PASS
HG	20210625	212	0	0	0	289	289	0	PASS
HG	20210628	206	0	0	0	212	212	0	PASS
HG	20210629	208	0	0	0	303	303	0	PASS
HG	20210630	219	0	0	0	312	312	0	PASS
HG	20210701	209	0	0	0	306	306	0	PASS
HG	20210702	216	0	0	0	277	277	0	PASS
HG	20210705	208	0	0	0	263	263	0	PASS
HG	20210706	209	0	0	0	371	371	0	PASS
HG	20210707	233	0	0	0	286	286	0	PASS
HG	20210708	217	0	0	0	340	340	0	PASS
HG	20210709	210	0	0	0	266	266	0	PASS
HG	20210712	218	0	0	0	221	221	0	PASS
HG	20210713	210	0	0	0	290	290	0	PASS
HG	20210714	216	0	0	0	194	194	0	PASS
HG	20210715	207	0	0	0	266	266	0	PASS
HG	20210716	212	0	0	0	276	276	0	PASS
HG	20210719	205	0	0	0	319	319	0	PASS
HG	20210720	225	0	0	0	307	307	0	PASS
HG	20210721	207	0	0	0	250	250	0	PASS
HG	20210722	206	0	0	0	261	261	0	PASS
HG	20210723	212	0	0	0	325	325	0	PASS
HG	20210726	218	0	0	0	363	363	0	PASS
HG	20210727	220	0	0	0	467	467	0	PASS
HG	20210728	220	0	0	0	362	362	0	PASS
HG	20210729	225	0	0	0	230	230	0	PASS
HG	20210730	217	0	0	0	408	408	0	PASS
HG	20210802	212	0	0	0	340	340	0	PASS
HG	20210803	224	0	0	0	236	236	0	PASS
HG	20210804	215	0	0	0	285	285	0	PASS
HG	20210805	214	0	0	0	199	199	0	PASS
HG	20210806	210	0	0	0	322	322	0	PASS
HG	20210809	212	0	0	0	333	333	0	PASS
HG	20210810	207	0	0	0	209	209	0	PASS
HG	20210811	218	0	0	0	278	278	0	PASS
HG	20210812	209	0	0	0	252	252	0	PASS
HG	20210813	210	0	0	0	254	254	0	PASS
HG	20210816	215	0	0	0	282	282	0	PASS
HG	20210817	207	0	0	0	325	325	0	PASS
HG	20210818	215	0	0	0	287	287	0	PASS
HG	20210819	224	0	0	0	322	322	0	PASS
HG	20210820	224	0	0	0	301	301	0	PASS
HG	20210823	218	0	0	0	232	232	0	PASS
HG	20210824	230	0	0	0	291	291	0	PASS
HG	20210825	216	0	0	0	237	237	0	PASS
HG	20210826	208	0	0	0	225	225	0	PASS
HG	20210827	209	0	0	0	335	335	0	PASS
HG	20210830	216	0	0	0	216	216	0	PASS
HG	20210831	213	0	0	0	398	398	0	PASS
HG	20210901	205	0	0	0	247	247	0	PASS
HG	20210902	206	0	0	0	179	179	0	PASS
HG	20210903	207	0	0	0	323	323	0	PASS
HG	20210906	214	0	0	0	233	233	0	PASS
HG	20210907	206	0	0	0	312	312	0	PASS
HG	20210908	212	0	0	0	355	355	0	PASS
HG	20210909	220	0	0	0	354	354	0	PASS
HG	20210910	206	0	0	0	263	263	0	PASS
HG	20210913	231	0	0	0	465	465	0	PASS
HG	20210914	215	0	0	0	332	332	0	PASS
HG	20210915	211	0	0	0	280	280	0	PASS
HG	20210916	215	0	0	0	337	337	0	PASS
HG	20210917	211	0	0	0	340	340	0	PASS
HG	20210920	214	0	0	0	263	263	0	PASS
HG	20210921	215	0	0	0	388	388	0	PASS
HG	20210922	228	0	0	0	248	248	0	PASS
HG	20210923	213	0	0	0	340	340	0	PASS
HG	20210924	211	0	0	0	237	237	0	PASS
HG	20210927	215	0	0	0	297	297	0	PASS
HG	20210928	211	0	0	0	287	287	0	PASS
HG	20210929	210	0	0	0	356	356	0	PASS
HG	20210930	218	0	0	0	310	310	0	PASS
HG	20211001	224	0	0	0	363	363	0	PASS
HG	20211004	219	0	0	0	305	305	0	PASS
HG	20211005	221	0	0	0	307	307	0	PASS
HG	20211006	214	0	0	0	351	351	0	PASS
HG	20211007	211	0	0	0	213	213	0	PASS
HG	20211008	216	0	0	0	272	272	0	PASS
HG	20211011	213	0	0	0	270	270	0	PASS
HG	20211012	210	0	0	0	306	306	0	PASS
HG	20211013	222	0	0	0	463	463	0	PASS
HG	20211014	227	0	0	0	240	240	0	PASS
HG	20211015	222	0	0	0	362	362	0	PASS
HG	20211018	216	0	0	0	504	504	0	PASS
HG	20211019	213	0	0	0	376	376	0	PASS
HG	20211020	219	0	0	0	305	305	0	PASS
HG	20211021	223	0	0	0	380	380	0	PASS
HG	20211022	225	0	0	0	400	400	0	PASS
HG	20211025	224	0	0	0	259	259	0	PASS
HG	20211026	211	0	0	0	343	343	0	PASS
HG	20211027	221	0	0	0	264	264	0	PASS
HG	20211028	221	0	0	0	280	280	0	PASS
HG	20211029	208	0	0	0	305	305	0	PASS
HG	20211101	223	0	0	0	282	282	0	PASS
HG	20211102	211	0	0	0	287	287	0	PASS
HG	20211103	220	0	0	0	531	531	0	PASS
HG	20211104	236	0	0	0	456	456	0	PASS
HG	20211105	231	0	0	0	426	426	0	PASS
HG	20211108	216	0	0	0	246	246	0	PASS
HG	20211109	213	0	0	0	350	350	0	PASS
HG	20211110	217	0	0	0	385	385	0	PASS
HG	20211111	221	0	0	0	368	368	0	PASS
HG	20211112	225	0	0	0	243	243	0	PASS
HG	20211115	218	0	0	0	363	363	0	PASS
HG	20211116	211	0	0	0	284	284	0	PASS
HG	20211117	216	0	0	0	326	326	0	PASS
HG	20211118	233	0	0	0	343	343	0	PASS
HG	20211119	222	0	0	0	203	203	0	PASS
HG	20211122	212	0	0	0	361	361	0	PASS
HG	20211123	209	0	0	0	369	369	0	PASS
HG	20211124	209	0	0	0	302	302	0	PASS
HG	20211125	211	0	0	0	302	302	0	PASS
HG	20211126	217	0	0	0	243	243	0	PASS
HG	20211129	226	0	0	0	246	246	0	PASS
HG	20211130	234	0	0	0	568	568	0	PASS
HG	20211201	213	0	0	0	354	354	0	PASS
HG	20211202	226	0	0	0	301	301	0	PASS
HG	20211203	217	0	0	0	339	339	0	PASS
HG	20211206	220	0	0	0	319	319	0	PASS
HG	20211207	216	0	0	0	322	322	0	PASS
HG	20211208	215	0	0	0	251	251	0	PASS
HG	20211209	213	0	0	0	353	353	0	PASS
HG	20211210	215	0	0	0	241	241	0	PASS
HG	20211213	211	0	0	0	256	256	0	PASS
HG	20211214	209	0	0	0	387	387	0	PASS
HG	20211215	211	0	0	0	330	330	0	PASS
HG	20211216	224	0	0	0	269	269	0	PASS
HG	20211217	211	0	0	0	313	313	0	PASS
HG	20211220	211	0	0	0	276	276	0	PASS
HG	20211221	208	0	0	0	266	266	0	PASS
HG	20211222	212	0	0	0	238	238	0	PASS
HG	20211223	210	0	0	0	326	326	0	PASS
HG	20211227	207	0	0	0	290	290	0	PASS
HG	20211228	229	0	0	0	236	236	0	PASS
HG	20211229	206	0	0	0	196	196	0	PASS
HG	20211230	206	0	0	0	222	222	0	PASS
HG	20211231	212	0	0	0	326	326	0	PASS
HG	20220103	211	0	0	0	583	583	0	PASS
HG	20220104	219	0	0	0	412	412	0	PASS
HG	20220105	217	0	0	0	434	434	0	PASS
HG	20220106	214	0	0	0	390	390	0	PASS
HG	20220107	213	0	0	0	459	459	0	PASS
HG	20220110	211	0	0	0	447	447	0	PASS
HG	20220111	213	0	0	0	451	451	0	PASS
HG	20220112	210	0	0	0	268	268	0	PASS
HG	20220113	220	0	0	0	505	505	0	PASS
HG	20220114	203	0	0	0	340	340	0	PASS
HG	20220117	208	0	0	0	306	306	0	PASS
HG	20220118	207	0	0	0	507	507	0	PASS
HG	20220119	212	0	0	0	383	383	0	PASS
HG	20220120	208	0	0	0	313	313	0	PASS
HG	20220121	216	0	0	0	763	763	0	PASS
HG	20220124	213	0	0	0	385	385	0	PASS
HG	20220125	209	0	0	0	475	475	0	PASS
HG	20220126	216	0	0	0	527	527	0	PASS
HG	20220127	211	0	0	0	556	556	0	PASS
HG	20220128	213	0	0	0	365	365	0	PASS
HG	20220131	218	0	0	0	628	628	0	PASS
HG	20220201	215	0	0	0	256	256	0	PASS
HG	20220202	214	0	0	0	346	346	0	PASS
HG	20220203	214	0	0	0	554	554	0	PASS
HG	20220204	208	0	0	0	674	674	0	PASS
HG	20220207	216	0	0	0	485	485	0	PASS
HG	20220208	212	0	0	0	465	465	0	PASS
HG	20220209	215	0	0	0	300	300	0	PASS
HG	20220210	223	0	0	0	584	584	0	PASS
HG	20220211	214	0	0	0	395	395	0	PASS
HG	20220214	242	0	0	0	500	500	0	PASS
HG	20220215	210	0	0	0	374	374	0	PASS
HG	20220216	204	0	0	0	364	364	0	PASS
HG	20220217	206	0	0	0	477	477	0	PASS
HG	20220218	203	0	0	0	359	359	0	PASS
HG	20220221	207	0	0	0	302	302	0	PASS
HG	20220222	205	0	0	0	452	452	0	PASS
HG	20220223	208	0	0	0	515	515	0	PASS
HG	20220224	210	0	0	0	751	751	0	PASS
HG	20220225	213	0	0	0	572	572	0	PASS
HG	20220228	218	0	0	0	637	637	0	PASS
HG	20220301	211	0	0	0	527	527	0	PASS
HG	20220302	216	0	0	0	358	358	0	PASS
HG	20220303	224	0	0	0	522	522	0	PASS
HG	20220304	212	0	0	0	544	544	0	PASS
HG	20220307	236	0	0	0	524	524	0	PASS
HG	20220308	245	0	0	0	778	778	0	PASS
HG	20220309	244	0	0	0	566	566	0	PASS
HG	20220310	224	0	0	0	427	427	0	PASS
HG	20220311	215	0	0	0	453	453	0	PASS
HG	20220314	219	0	0	0	259	259	0	PASS
HG	20220315	212	0	0	0	486	486	0	PASS
HG	20220316	211	0	0	0	344	344	0	PASS
HG	20220317	217	0	0	0	426	426	0	PASS
HG	20220318	221	0	0	0	449	449	0	PASS
HG	20220321	211	0	0	0	392	392	0	PASS
HG	20220322	211	0	0	0	436	436	0	PASS
HG	20220323	216	0	0	0	384	384	0	PASS
HG	20220324	217	0	0	0	627	627	0	PASS
HG	20220325	214	0	0	0	341	341	0	PASS
HG	20220328	210	0	0	0	430	430	0	PASS
HG	20220329	223	0	0	0	452	452	0	PASS
HG	20220330	206	0	0	0	453	453	0	PASS
HG	20220331	210	0	0	0	372	372	0	PASS
HG	20220401	205	0	0	0	637	637	0	PASS
HG	20220404	212	0	0	0	262	262	0	PASS
HG	20220405	216	0	0	0	440	440	0	PASS
HG	20220406	212	0	0	0	435	435	0	PASS
HG	20220407	214	0	0	0	361	361	0	PASS
HG	20220408	206	0	0	0	302	302	0	PASS
HG	20220411	208	0	0	0	384	384	0	PASS
HG	20220412	215	0	0	0	479	479	0	PASS
HG	20220413	211	0	0	0	342	342	0	PASS
HG	20220414	213	0	0	0	389	389	0	PASS
HG	20220418	213	0	0	0	593	593	0	PASS
HG	20220419	215	0	0	0	358	358	0	PASS
HG	20220420	209	0	0	0	289	289	0	PASS
HG	20220421	207	0	0	0	464	464	0	PASS
HG	20220422	215	0	0	0	461	461	0	PASS
HG	20220425	226	0	0	0	308	308	0	PASS
HG	20220426	227	0	0	0	465	465	0	PASS
HG	20220427	218	0	0	0	529	529	0	PASS
HG	20220428	211	0	0	0	507	507	0	PASS
HG	20220429	220	0	0	0	562	562	0	PASS
HG	20220502	220	0	0	0	349	349	0	PASS
HG	20220503	231	0	0	0	465	465	0	PASS
HG	20220504	213	0	0	0	644	644	0	PASS
HG	20220505	221	0	0	0	436	436	0	PASS
HG	20220506	226	0	0	0	443	443	0	PASS
HG	20220509	208	0	0	0	446	446	0	PASS
HG	20220510	228	0	0	0	632	632	0	PASS
HG	20220511	230	0	0	0	515	515	0	PASS
HG	20220512	215	0	0	0	343	343	0	PASS
HG	20220513	218	0	0	0	426	426	0	PASS
HG	20220516	222	0	0	0	349	349	0	PASS
HG	20220517	206	0	0	0	356	356	0	PASS
HG	20220518	212	0	0	0	416	416	0	PASS
HG	20220519	217	0	0	0	421	421	0	PASS
HG	20220520	224	0	0	0	418	418	0	PASS
HG	20220523	210	0	0	0	605	605	0	PASS
HG	20220524	217	0	0	0	448	448	0	PASS
HG	20220525	208	0	0	0	395	395	0	PASS
HG	20220526	212	0	0	0	409	409	0	PASS
HG	20220527	208	0	0	0	342	342	0	PASS
HG	20220530	207	0	0	0	251	251	0	PASS
HG	20220531	201	0	0	0	466	466	0	PASS
HG	20220601	214	0	0	0	430	430	0	PASS
HG	20220602	207	0	0	0	206	206	0	PASS
HG	20220603	229	0	0	0	410	410	0	PASS
HG	20220606	218	0	0	0	252	252	0	PASS
HG	20220607	204	0	0	0	351	351	0	PASS
HG	20220608	219	0	0	0	399	399	0	PASS
HG	20220609	208	0	0	0	429	429	0	PASS
HG	20220610	211	0	0	0	434	434	0	PASS
HG	20220613	215	0	0	0	318	318	0	PASS
HG	20220614	219	0	0	0	436	436	0	PASS
HG	20220615	221	0	0	0	520	520	0	PASS
HG	20220616	204	0	0	0	391	391	0	PASS
HG	20220617	224	0	0	0	370	370	0	PASS
HG	20220620	220	0	0	0	369	369	0	PASS
HG	20220621	214	0	0	0	341	341	0	PASS
HG	20220622	213	0	0	0	333	333	0	PASS
HG	20220623	217	0	0	0	488	488	0	PASS
HG	20220624	222	0	0	0	518	518	0	PASS
HG	20220627	226	0	0	0	445	445	0	PASS
HG	20220628	212	0	0	0	424	424	0	PASS
HG	20220629	218	0	0	0	397	397	0	PASS
HG	20220630	218	0	0	0	455	455	0	PASS
HG	20220701	209	0	0	0	351	351	0	PASS
HG	20220704	218	0	0	0	446	446	0	PASS
HG	20220705	212	0	0	0	357	357	0	PASS
HG	20220706	216	0	0	0	660	660	0	PASS
HG	20220707	220	0	0	0	331	331	0	PASS
HG	20220708	217	0	0	0	389	389	0	PASS
HG	20220711	217	0	0	0	390	390	0	PASS
HG	20220712	234	0	0	0	354	354	0	PASS
HG	20220713	221	0	0	0	583	583	0	PASS
HG	20220714	228	0	0	0	573	573	0	PASS
HG	20220715	221	0	0	0	495	495	0	PASS
HG	20220718	230	0	0	0	342	342	0	PASS
HG	20220719	216	0	0	0	355	355	0	PASS
HG	20220720	203	0	0	0	416	416	0	PASS
HG	20220721	213	0	0	0	395	395	0	PASS
HG	20220722	212	0	0	0	370	370	0	PASS
HG	20220725	220	0	0	0	430	430	0	PASS
HG	20220726	207	0	0	0	313	313	0	PASS
HG	20220727	211	0	0	0	391	391	0	PASS
HG	20220728	210	0	0	0	371	371	0	PASS
HG	20220729	207	0	0	0	385	385	0	PASS
HG	20220801	218	0	0	0	418	418	0	PASS
HG	20220802	219	0	0	0	469	469	0	PASS
HG	20220803	218	0	0	0	331	331	0	PASS
HG	20220804	210	0	0	0	448	448	0	PASS
HG	20220805	209	0	0	0	443	443	0	PASS
HG	20220808	220	0	0	0	390	390	0	PASS
HG	20220809	209	0	0	0	392	392	0	PASS
HG	20220810	210	0	0	0	352	352	0	PASS
HG	20220811	208	0	0	0	291	291	0	PASS
HG	20220812	209	0	0	0	406	406	0	PASS
HG	20220815	207	0	0	0	289	289	0	PASS
HG	20220816	221	0	0	0	343	343	0	PASS
HG	20220817	201	0	0	0	420	420	0	PASS
HG	20220818	207	0	0	0	377	377	0	PASS
HG	20220819	210	0	0	0	411	411	0	PASS
HG	20220822	209	0	0	0	442	442	0	PASS
HG	20220823	208	0	0	0	454	454	0	PASS
HG	20220824	216	0	0	0	382	382	0	PASS
HG	20220825	212	0	0	0	333	333	0	PASS
HG	20220826	207	0	0	0	424	424	0	PASS
HG	20220829	209	0	0	0	283	283	0	PASS
HG	20220830	219	0	0	0	419	419	0	PASS
HG	20220831	235	0	0	0	350	350	0	PASS
HG	20220901	222	0	0	0	435	435	0	PASS
HG	20220902	213	0	0	0	477	477	0	PASS
HG	20220905	211	0	0	0	335	335	0	PASS
HG	20220906	207	0	0	0	306	306	0	PASS
HG	20220907	202	0	0	0	331	331	0	PASS
HG	20220908	208	0	0	0	446	446	0	PASS
HG	20220909	220	0	0	0	246	246	0	PASS
HG	20220912	206	0	0	0	369	369	0	PASS
HG	20220913	211	0	0	0	549	549	0	PASS
HG	20220914	218	0	0	0	357	357	0	PASS
HG	20220915	205	0	0	0	444	444	0	PASS
HG	20220916	211	0	0	0	414	414	0	PASS
HG	20220919	215	0	0	0	264	264	0	PASS
HG	20220920	211	0	0	0	354	354	0	PASS
HG	20220921	206	0	0	0	586	586	0	PASS
HG	20220922	212	0	0	0	448	448	0	PASS
HG	20220923	212	0	0	0	184	184	0	PASS
HG	20220926	205	0	0	0	459	459	0	PASS
HG	20220927	210	0	0	0	351	351	0	PASS
HG	20220928	215	0	0	0	548	548	0	PASS
HG	20220929	220	0	0	0	354	354	0	PASS
HG	20220930	215	0	0	0	422	422	0	PASS
HG	20221003	217	0	0	0	417	417	0	PASS
HG	20221004	213	0	0	0	396	396	0	PASS
HG	20221005	219	0	0	0	544	544	0	PASS
HG	20221006	214	0	0	0	321	321	0	PASS
HG	20221007	225	0	0	0	323	323	0	PASS
HG	20221010	212	0	0	0	397	397	0	PASS
HG	20221011	205	0	0	0	393	393	0	PASS
HG	20221012	218	0	0	0	364	364	0	PASS
