segment	test_era	era_label	train_first	train_last	train_rows	arm	features	n	days	winrate	auc	top3_day	top5_day	oracle3_day	oracle5_day	random3_day	lift_random3	op_lift	op_cert_taken	op_winrate_taken	op_trades_day	mae_per_pick	replay_close_day	replay_60m_day	rty_f	top3_day_rty	top5_day_rty
e	blind_e3	2023-09-15..10-13 control	125	427	11475	v2	307	466	20	0.24678111587982832	0.6463272637185681	1459.435	2203.1549999999997	3027.6900000000005	4555.135	1021.0244500000001	1.4293830084088581	1.5327644758861816	469.2790624999999	0.34375	6.4	123.535	81.05000000000003	66.513	0.8786349920000001	1282.31065954952	1935.76907579976
e	blind_e3	2023-09-15..10-13 control	125	427	11475	v2 no-M	274	466	20	0.24678111587982832	0.6505883810231636	1510.975	2187.685	3027.6900000000005	4555.135	1021.0244500000001	1.479861721234981	1.5663441847391653	475.73218749999995	0.3515625	6.4	109.53833333333334	-8.83499999999999	62.83999999999999	0.8786349920000001	1327.5955070372	1922.17659247352
e	blind_e3	2023-09-15..10-13 control	125	427	11475	v3 full	441	466	20	0.24678111587982832	0.6550476898302986	1598.1349999999998	2173.2149999999992	3027.6900000000005	4555.135	1021.0244500000001	1.5652269639576208	1.4696822474717819	456.87125	0.3359375	6.4	132.36166666666665	139.75	-5.212999999999994	0.8786349920000001	1404.1773329399198	1909.4627441392795
e	blind_e3	2023-09-15..10-13 control	125	427	11475	v3 no-M	408	466	20	0.24678111587982832	0.6636937941285767	1504.725	2200.835	3027.6900000000005	4555.135	1021.0244500000001	1.473740418263245	1.5704708673850556	476.51812499999994	0.3515625	6.4	121.47166666666666	41.55500000000001	-34.29200000000001	0.8786349920000001	1322.1040383372	1933.7306426183202
e	blind_e3	2023-09-15..10-13 control	125	427	11475	E/T/I only	134	466	20	0.24678111587982832	0.6648210082992693	1068.4249999999997	1817.67	3027.6900000000005	4555.135	1021.0244500000001	1.046424500412306	1.5585069475841478	474.23531249999996	0.34375	6.4	114.72333333333334	-25.980000000000008	-65.94200000000001	0.8786349920000001	938.7555913275999	1597.06846590864
f	e4	2023 Q4  2023-10-16..12-26	125	447	11941	v2	307	759	50	0.2859025032938076	0.594606084309691	1152.86	1899.4548000000002	2840.7019999999993	4013.4587999999994	1050.48234	1.0974577640210494	1.1345968032168758	426.8868899521531	0.3397129186602871	4.18	108.39666666666668	-73.94200000000002	-41.675200000000004	0.8950859984000001	1031.908844115424	1700.1753960736728
f	e4	2023 Q4  2023-10-16..12-26	125	447	11941	v2 no-M	274	759	50	0.2859025032938076	0.5840206097913514	1246.878	1893.2107999999998	2840.7019999999993	4013.4587999999994	1050.48234	1.1869576027332358	1.1981589596508169	443.3199043062201	0.35406698564593303	4.18	112.37866666666669	-89.63600000000001	-17.262000000000004	0.8950859984000001	1116.0630395129954	1694.586479099663
f	e4	2023 Q4  2023-10-16..12-26	125	447	11941	v3 full	441	759	50	0.2859025032938076	0.5952437634975428	1222.914	1975.4268000000002	2840.7019999999993	4013.4587999999994	1050.48234	1.1641452249449524	1.2064687368241174	445.4280382775119	0.3492822966507177	4.18	111.65133333333334	-52.622000000000014	-5.050400000000005	0.8950859984000001	1094.6131986473379	1768.1768695441176
f	e4	2023 Q4  2023-10-16..12-26	125	447	11941	v3 no-M	408	759	50	0.2859025032938076	0.6039076980631558	1268.9119999999998	2054.7908	2840.7019999999993	4013.4587999999994	1050.48234	1.2079327292641586	1.258863088617907	458.51272727272726	0.3588516746411483	4.18	113.64600000000002	-56.678000000000004	-1.8604000000000036	0.8950859984000001	1135.7853644017407	1839.2144747211353
f	e4	2023 Q4  2023-10-16..12-26	125	447	11941	E/T/I only	134	759	50	0.2859025032938076	0.6180216640876086	1390.978	2133.5828	2840.7019999999993	4013.4587999999994	1050.48234	1.3241326836584422	1.242471515454428	454.45722488038274	0.3588516746411483	4.18	114.16800000000003	22.363999999999997	70.40879999999999	0.8950859984000001	1245.0449318824355	1909.740090707068
g	e5	2024 H1  2023-12-27..2024-06-27	125	497	12700	v2	307	2248	126	0.24466192170818504	0.6333991862083735	1088.1961904761906	1847.6482539682538	2614.374761904761	3783.1244444444446	979.019003968254	1.111516922618876	1.3464328823469929	437.16346278317155	0.313915857605178	4.904761904761905	124.75074074074074	-81.7290476190476	-34.482539682539695	1.0042432526984126	1092.813681897831	1855.488292407622
g	e5	2024 H1  2023-12-27..2024-06-27	125	497	12700	v2 no-M	274	2248	126	0.24466192170818504	0.6279050219509583	1152.7192063492066	1862.9085714285711	2614.374761904761	3783.1244444444446	979.019003968254	1.177422707503015	1.2919315433473422	425.2857928802589	0.3058252427184466	4.904761904761905	123.32640211640211	-65.70126984126985	-15.107301587301592	1.0042432526984126	1157.61048523206	1870.8133632511815
g	e5	2024 H1  2023-12-27..2024-06-27	125	497	12700	v3 full	441	2248	126	0.24466192170818504	0.6349287932326801	1150.3446031746034	1801.3363492063493	2614.374761904761	3783.1244444444446	979.019003968254	1.174997215081542	1.3957638741336278	447.637572815534	0.3155339805825243	4.904761904761905	124.28460317460318	-63.31952380952381	-25.573809523809537	1.0042432526984126	1155.2258060161284	1808.9798745308678
g	e5	2024 H1  2023-12-27..2024-06-27	125	497	12700	v3 no-M	408	2248	126	0.24466192170818504	0.6302007709604883	1121.3168253968256	1849.356984126984	2614.374761904761	3783.1244444444446	979.019003968254	1.1453473536793428	1.3577514194908304	439.58951456310683	0.3074433656957929	4.904761904761905	119.08089947089948	-77.98222222222222	-15.330634920634932	1.0042432526984126	1126.074856041966	1857.204273140209
g	e5	2024 H1  2023-12-27..2024-06-27	125	497	12700	E/T/I only	134	2248	126	0.24466192170818504	0.6385560552521683	1220.2271428571428	2015.193492063492	2614.374761904761	3783.1244444444446	979.019003968254	1.2463773817578625	1.4374704685078348	456.2950161812298	0.32362459546925565	4.904761904761905	116.69597883597883	11.426507936507932	-40.22031746031747	1.0042432526984126	1225.4048749737476	2023.744467286514
h	e6	2024 H2  2024-06-28..12-05	125	623	14948	v2	307	2117	112	0.26877657061880017	0.6176811850883048	1280.6860714285717	2060.996785714286	2930.8450000000003	4225.194107142857	1060.2487678571429	1.2079109264299852	1.2768372067231972	441.1589003436426	0.3075601374570447	5.196428571428571	117.73470238095238	2.088214285714293	-3.444107142857147	1.098988392857143	1407.4591273938142	2265.0115452158807
h	e6	2024 H2  2024-06-28..12-05	125	623	14948	v2 no-M	274	2117	112	0.26877657061880017	0.6221713600632144	1362.3173214285714	2194.677142857143	2930.8450000000003	4225.194107142857	1060.2487678571429	1.2849034705146944	1.3367504511390191	454.89670103092783	0.3230240549828179	5.196428571428571	118.76863095238096	63.77928571428572	40.56874999999999	1.098988392857143	1497.1709236382335	2411.9247060688776
h	e6	2024 H2  2024-06-28..12-05	125	623	14948	v3 full	441	2117	112	0.26877657061880017	0.6272467904615286	1277.909285714286	1997.2119642857142	2930.8450000000003	4225.194107142857	1060.2487678571429	1.2052919319086353	1.4053493854653618	470.1260824742268	0.32130584192439865	5.196428571428571	112.29035714285713	47.97660714285716	21.52446428571429	1.098988392857143	1404.4074721243626	2194.9127668254146
h	e6	2024 H2  2024-06-28..12-05	125	623	14948	v3 no-M	408	2117	112	0.26877657061880017	0.6297717333551315	1304.2539285714286	2047.969107142857	2930.8450000000003	4225.194107142857	1060.2487678571429	1.230139537164888	1.2920668425439625	444.6906872852234	0.3178694158075601	5.196428571428571	115.93440476190476	16.45696428571428	-17.726964285714285	1.098988392857143	1433.359928838329	2250.694277680006
h	e6	2024 H2  2024-06-28..12-05	125	623	14948	E/T/I only	134	2117	112	0.26877657061880017	0.6478209879066135	1231.2949999999998	2018.1539285714284	2930.8450000000003	4225.194107142857	1060.2487678571429	1.1613265087669535	1.523415818948152	495.161649484536	0.359106529209622	5.196428571428571	117.1852976190476	-3.1457142857142832	-2.2928571428571445	1.098988392857143	1353.1789131830355	2217.9277424990432
i	e7	2025     2024-12-06..2025-08-29	125	735	17065	v2	307	3972	181	0.28272910372608256	0.6282249915375472	1381.173591160221	2201.409281767956	3238.647624309392	4673.307071823204	1082.7560386740333	1.2756092248182114	1.6116657167396327	590.7992224231464	0.3716094032549729	6.110497237569061	121.72685082872927	27.83171270718231	16.920883977900548	1.0728966382320442	1481.856502770681	2361.884617781659
i	e7	2025     2024-12-06..2025-08-29	125	735	17065	v2 no-M	274	3972	181	0.28272910372608256	0.6252700874250297	1390.5349171270716	2153.997679558011	3238.647624309392	4673.307071823204	1082.7560386740333	1.284255056041942	1.5628123828366263	580.5525343092405	0.3696248856358646	6.038674033149171	121.02703499079189	9.068176795580106	0.19823204419887552	1.0728966382320442	1491.9002379299093	2311.016869157414
i	e7	2025     2024-12-06..2025-08-29	125	735	17065	v3 full	441	3972	181	0.28272910372608256	0.6283745495677819	1321.2188950276243	2139.3916022099447	3238.647624309392	4673.307071823204	1082.7560386740333	1.2202369211864361	1.5242608918221456	571.1515664845173	0.3633879781420765	6.066298342541437	118.15779005524863	-0.2146961325966858	2.8916022099447507	1.0728966382320442	1417.5313108437942	2295.3460578729164
i	e7	2025     2024-12-06..2025-08-29	125	735	17065	v3 no-M	408	3972	181	0.28272910372608256	0.6283562650437094	1446.42	2225.114806629834	3238.647624309392	4673.307071823204	1082.7560386740333	1.3358687906939015	1.5203598236686164	570.5536322049406	0.3696248856358646	6.038674033149171	117.94637200736649	38.02950276243094	43.552817679558	1.0728966382320442	1551.8591554715933	2387.3181957134943
i	e7	2025     2024-12-06..2025-08-29	125	735	17065	E/T/I only	134	3972	181	0.28272910372608256	0.6392663436296562	1320.2796685082872	2114.1418784530383	3238.647624309392	4673.307071823204	1082.7560386740333	1.2193694806127615	1.6854012884870557	608.2345155393053	0.38391224862888484	6.044198895027624	124.90548802946591	11.63502762430939	24.621546961325972	1.0728966382320442	1416.523617868659	2268.255714137844
