# PORT_M1_SPEC.md §10 FAMILY DISCOVERY CENSUS (D-055) (spec_sha16=81ea7f84a085e4bb)
# params_hash=48d590fc8f22ad4b70be3be0c7152295dcf8e670cba41bb8dd436b5a76560484
# one row per session: window/episode counters and the slice-miner session context
asset	trade_date	year	open_utc	dow	insane_frac	n_base_candidates	n_new_candidates	n_g1_confirmations	n_g2_confirmations	n_conf_in_fd1	n_conf_in_fd2	n_conf_in_fd3	n_shock_episodes	n_insane_episodes	n_fd4_triggers	fd4_latency_median_sec	n_fd5_tags	n_fd6_tags	n_base_keys_reconstructed
HG	2023-09-11	2023	1694383200	0	0.000000	404	57	336	103	17	1	11	0	0	0		6	282	404
HG	2023-09-12	2023	1694469600	1	0.000000	315	43	266	66	18	5	1	0	0	0		5	79	315
HG	2023-09-13	2023	1694556000	2	0.000000	415	122	340	125	23	1	39	0	0	0		6	143	415
HG	2023-09-14	2023	1694642400	3	0.000000	539	104	400	268	27	3	25	0	0	0		6	117	539
HG	2023-09-15	2023	1694728800	4	0.000000	394	60	348	104	15	5	13	0	0	0		6	274	394
HG	2023-09-17	2023	1694901600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-09-18	2023	1694988000	0	0.000000	347	52	297	90	21	4	4	0	0	0		6	123	347
HG	2023-09-19	2023	1695074400	1	0.000000	345	52	283	97	23	5	1	0	0	0		3	199	345
HG	2023-09-20	2023	1695160800	2	0.000000	408	110	342	98	22	2	32	0	0	0		5	87	408
HG	2023-09-21	2023	1695247200	3	0.000000	397	79	330	98	19	3	19	0	0	0		5	144	397
HG	2023-09-22	2023	1695333600	4	0.000000	357	56	301	74	20	6	5	0	0	0		4	166	357
HG	2023-09-24	2023	1695506400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-09-25	2023	1695592800	0	0.000000	358	48	286	132	14	0	10	0	0	0		5	33	358
HG	2023-09-26	2023	1695679200	1	0.000000	417	79	343	132	26	7	10	0	0	0		6	116	417
HG	2023-09-27	2023	1695765600	2	0.000000	397	58	309	186	19	4	9	0	0	0		6	21	397
HG	2023-09-28	2023	1695852000	3	0.000000	537	66	420	196	12	5	19	0	0	0		6	67	537
HG	2023-09-29	2023	1695938400	4	0.000000	489	100	406	113	23	4	26	0	0	0		5	153	489
HG	2023-10-01	2023	1696111200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-10-02	2023	1696197600	0	0.000000	529	98	435	134	22	7	24	0	0	0		6	295	529
HG	2023-10-03	2023	1696284000	1	0.000000	600	113	462	268	22	9	31	0	0	0		6	143	600
HG	2023-10-04	2023	1696370400	2	0.000000	479	84	402	157	15	7	24	0	0	0		6	327	479
HG	2023-10-05	2023	1696456800	3	0.000000	337	51	278	77	9	3	15	0	0	0		5	85	337
HG	2023-10-06	2023	1696543200	4	0.000000	527	105	396	211	12	6	39	0	0	0		6	342	527
HG	2023-10-08	2023	1696716000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-10-09	2023	1696802400	0	0.000000	327	52	278	66	17	4	7	0	0	0		6	138	327
HG	2023-10-10	2023	1696888800	1	0.000000	417	60	340	121	17	2	12	0	0	0		5	173	417
HG	2023-10-11	2023	1696975200	2	0.000000	320	67	263	77	19	2	14	0	0	0		5	164	320
HG	2023-10-12	2023	1697061600	3	0.000000	299	47	234	98	4	1	20	0	0	0		6	176	299
HG	2023-10-13	2023	1697148000	4	0.000000	322	41	263	92	9	1	11	0	0	0		5	148	322
HG	2023-10-16	2023	1697407200	0	0.000000	310	58	242	111	20	0	10	0	0	0		5	14	310
HG	2023-10-17	2023	1697493600	1	0.000000	421	64	350	151	17	6	12	0	0	0		6	243	421
HG	2023-10-18	2023	1697580000	2	0.000000	424	59	336	126	21	3	7	0	0	0		6	214	424
HG	2023-10-19	2023	1697666400	3	0.000000	427	43	329	144	12	0	11	0	0	0		5	135	427
HG	2023-10-20	2023	1697752800	4	0.000000	390	72	332	122	27	4	8	0	0	0		6	106	390
HG	2023-10-22	2023	1697925600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-10-23	2023	1698012000	0	0.000024	504	47	371	257	15	7	5	0	0	0		6	175	504
HG	2023-10-24	2023	1698098400	1	0.000000	451	50	347	177	11	4	12	0	0	0		6	318	451
HG	2023-10-25	2023	1698184800	2	0.000000	365	61	309	135	19	7	8	0	0	0		6	122	365
HG	2023-10-26	2023	1698271200	3	0.000000	378	68	316	101	19	2	14	0	0	0		5	65	378
HG	2023-10-27	2023	1698357600	4	0.000000	364	50	293	124	10	4	13	0	0	0		6	283	364
HG	2023-10-29	2023	1698530400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-10-30	2023	1698616800	0	0.000000	324	48	270	145	11	0	13	0	0	0		6	217	324
HG	2023-10-31	2023	1698703200	1	0.000000	402	76	339	113	11	10	22	0	0	0		5	222	402
HG	2023-11-01	2023	1698789600	2	0.000000	465	113	379	148	19	4	36	0	0	0		5	122	465
HG	2023-11-02	2023	1698876000	3	0.000000	362	58	297	121	16	4	12	0	0	0		6	96	362
HG	2023-11-03	2023	1698962400	4	0.000000	423	62	324	212	10	3	20	0	0	0		6	268	423
HG	2023-11-05	2023	1699135200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-11-06	2023	1699225200	0	0.000000	355	41	294	132	14	7	3	0	0	0		6	155	355
HG	2023-11-07	2023	1699311600	1	0.000000	345	49	273	138	17	5	5	0	0	0		6	83	345
HG	2023-11-08	2023	1699398000	2	0.000000	378	48	299	142	15	4	7	0	0	0		6	184	378
HG	2023-11-09	2023	1699484400	3	0.000000	368	68	309	118	18	2	15	0	0	0		6	211	368
HG	2023-11-10	2023	1699570800	4	0.000000	343	53	278	116	13	3	12	0	0	0		6	134	343
HG	2023-11-12	2023	1699743600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-11-13	2023	1699830000	0	0.000000	341	58	285	117	23	5	4	0	0	0		6	97	341
HG	2023-11-14	2023	1699916400	1	0.000000	389	97	328	99	21	5	25	0	0	0		6	268	389
HG	2023-11-15	2023	1700002800	2	0.000000	403	63	324	162	14	6	15	0	0	0		6	64	403
HG	2023-11-16	2023	1700089200	3	0.000000	389	53	306	149	11	7	12	0	0	0		6	292	389
HG	2023-11-17	2023	1700175600	4	0.000000	459	59	357	192	15	3	13	0	0	0		6	73	459
HG	2023-11-19	2023	1700348400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-11-20	2023	1700434800	0	0.000000	345	65	286	86	22	3	9	0	0	0		6	189	345
HG	2023-11-21	2023	1700521200	1	0.000000	334	80	283	104	29	1	11	0	0	0		6	94	334
HG	2023-11-22	2023	1700607600	2	0.000000	427	77	357	106	19	5	17	0	0	0		5	243	427
HG	2023-11-23	2023	1700694000	3	0.000000	275	57	233	70	24	1	4	0	0	0		4	102	275
HG	2023-11-24	2023	1700780400	4	0.000000	268	28	217	77	10	3	3	0	0	0		5	110	268
HG	2023-11-26	2023	1700953200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-11-27	2023	1701039600	0	0.000000	355	67	293	134	21	5	11	0	0	0		6	124	355
HG	2023-11-28	2023	1701126000	1	0.001546	418	63	309	214	21	7	8	0	2	1	1.000000	6	295	418
HG	2023-11-29	2023	1701212400	2	0.000000	340	50	269	127	7	2	17	0	0	0		6	88	340
HG	2023-11-30	2023	1701298800	3	0.000000	320	69	282	73	15	5	18	0	0	0		5	193	320
HG	2023-12-01	2023	1701385200	4	0.000000	406	62	321	163	12	9	15	0	0	0		5	142	406
HG	2023-12-03	2023	1701558000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-12-04	2023	1701644400	0	0.000000	423	56	353	130	12	0	16	0	0	0		5	155	423
HG	2023-12-05	2023	1701730800	1	0.000000	435	84	354	128	21	4	19	0	0	0		6	127	435
HG	2023-12-06	2023	1701817200	2	0.000000	328	56	276	89	10	4	16	0	0	0		4	175	328
HG	2023-12-07	2023	1701903600	3	0.000000	289	40	232	91	5	0	15	0	0	0		4	127	289
HG	2023-12-08	2023	1701990000	4	0.000000	298	87	240	116	10	5	34	0	0	0		6	128	298
HG	2023-12-10	2023	1702162800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-12-11	2023	1702249200	0	0.000000	291	40	246	64	10	5	8	0	0	0		5	153	291
HG	2023-12-12	2023	1702335600	1	0.000000	324	75	258	114	13	2	24	0	0	0		6	174	324
HG	2023-12-13	2023	1702422000	2	0.000000	353	95	279	134	19	7	26	0	0	0		6	303	353
HG	2023-12-14	2023	1702508400	3	0.000000	428	80	367	98	22	5	16	0	0	0		6	18	428
HG	2023-12-15	2023	1702594800	4	0.000000	327	81	258	131	20	7	17	0	0	0		6	233	327
HG	2023-12-17	2023	1702767600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-12-18	2023	1702854000	0	0.000000	351	75	294	81	29	3	7	0	0	0		5	0	351
HG	2023-12-19	2023	1702940400	1	0.000000	326	50	275	108	13	4	10	0	0	0		6	179	326
HG	2023-12-20	2023	1703026800	2	0.000000	289	43	242	105	16	5	3	0	0	0		6	80	289
HG	2023-12-21	2023	1703113200	3	0.000000	298	70	238	91	18	4	15	0	0	0		5	227	298
HG	2023-12-22	2023	1703199600	4	0.000000	322	62	246	127	14	3	16	0	0	0		5	98	322
HG	2023-12-24	2023	1703372400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2023-12-26	2023	1703545200	1	0.000000	177	26	133	77	7	6	3	0	0	0		6	54	177
HG	2023-12-27	2023	1703631600	2	0.000000	343	38	261	146	10	0	9	0	0	0		6	152	343
HG	2023-12-28	2023	1703718000	3	0.000000	292	45	232	109	9	0	14	0	0	0		4	63	292
HG	2023-12-29	2023	1703804400	4	0.000000	296	50	249	95	12	6	10	0	0	0		6	272	296
HG	2023-12-31	2023	1703977200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-01-02	2024	1704150000	1	0.000000	473	66	364	271	17	8	12	0	0	0		6	32	473
HG	2024-01-03	2024	1704236400	2	0.000000	427	87	338	217	18	1	25	0	0	0		6	56	427
HG	2024-01-04	2024	1704322800	3	0.000000	329	56	275	159	13	6	12	0	0	0		6	129	329
HG	2024-01-05	2024	1704409200	4	0.000000	445	115	357	205	12	7	44	0	0	0		6	267	445
HG	2024-01-07	2024	1704582000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-01-08	2024	1704668400	0	0.000000	327	41	266	176	11	1	9	0	0	0		6	140	327
HG	2024-01-09	2024	1704754800	1	0.000000	252	42	209	91	5	4	14	0	0	0		6	98	252
HG	2024-01-10	2024	1704841200	2	0.000000	264	28	224	107	7	2	6	0	0	0		6	69	264
HG	2024-01-11	2024	1704927600	3	0.000000	411	106	349	128	6	10	45	0	0	0		5	272	411
HG	2024-01-12	2024	1705014000	4	0.000000	293	63	248	88	10	1	21	0	0	0		5	112	293
HG	2024-01-14	2024	1705186800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-01-15	2024	1705273200	0	0.000000	182	11	155	44	4	1	1	0	0	0		4	82	182
HG	2024-01-16	2024	1705359600	1	0.000000	426	59	367	108	13	7	13	0	0	0		5	89	426
HG	2024-01-17	2024	1705446000	2	0.000000	362	84	282	186	18	0	25	0	0	0		6	115	362
HG	2024-01-18	2024	1705532400	3	0.000000	359	60	311	149	9	3	20	0	0	0		6	189	359
HG	2024-01-19	2024	1705618800	4	0.000000	377	42	292	167	8	6	10	0	0	0		6	17	377
HG	2024-01-21	2024	1705791600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-01-22	2024	1705878000	0	0.000000	454	70	388	117	19	9	12	0	0	0		5	59	454
HG	2024-01-23	2024	1705964400	1	0.000000	472	77	388	250	19	12	14	0	0	0		6	270	472
HG	2024-01-24	2024	1706050800	2	0.000000	361	55	325	66	14	3	12	0	0	0		6	148	361
HG	2024-01-25	2024	1706137200	3	0.000000	431	83	370	192	9	14	26	0	0	0		6	277	431
HG	2024-01-26	2024	1706223600	4	0.000000	359	84	319	114	14	7	25	0	0	0		5	82	359
HG	2024-01-28	2024	1706396400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-01-29	2024	1706482800	0	0.000000	366	44	306	118	11	2	10	0	0	0		6	116	366
HG	2024-01-30	2024	1706569200	1	0.000000	332	71	274	160	17	3	17	0	0	0		6	180	332
HG	2024-01-31	2024	1706655600	2	0.000000	542	161	458	181	37	1	44	0	0	0		6	506	542
HG	2024-02-01	2024	1706742000	3	0.000000	460	78	398	150	22	4	15	0	0	0		5	98	460
HG	2024-02-02	2024	1706828400	4	0.000000	446	107	391	113	14	9	35	0	0	0		6	331	446
HG	2024-02-04	2024	1707001200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-02-05	2024	1707087600	0	0.000000	398	58	357	122	17	2	12	0	0	0		6	322	398
HG	2024-02-06	2024	1707174000	1	0.000000	339	37	310	78	6	7	9	0	0	0		5	126	339
HG	2024-02-07	2024	1707260400	2	0.000000	374	43	321	171	6	5	13	0	0	0		5	115	374
HG	2024-02-08	2024	1707346800	3	0.000000	281	50	232	112	9	6	13	0	0	0		6	185	281
HG	2024-02-09	2024	1707433200	4	0.000000	332	77	271	141	7	2	31	0	0	0		6	265	332
HG	2024-02-11	2024	1707606000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-02-12	2024	1707692400	0	0.000000	315	47	252	131	9	4	13	0	0	0		5	24	315
HG	2024-02-13	2024	1707778800	1	0.000012	329	75	283	103	7	5	28	0	0	0		6	325	329
HG	2024-02-14	2024	1707865200	2	0.000000	364	43	313	115	13	5	6	0	0	0		5	61	364
HG	2024-02-15	2024	1707951600	3	0.000000	338	74	276	157	12	2	24	0	0	0		6	242	338
HG	2024-02-16	2024	1708038000	4	0.000000	271	37	248	63	8	1	10	0	0	0		6	207	271
HG	2024-02-18	2024	1708210800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-02-19	2024	1708297200	0	0.000000	213	26	180	65	6	2	6	0	0	0		5	0	213
HG	2024-02-20	2024	1708383600	1	0.000000	355	45	277	180	10	1	12	0	0	0		6	117	355
HG	2024-02-21	2024	1708470000	2	0.000000	314	41	264	109	14	2	6	0	0	0		6	110	314
HG	2024-02-22	2024	1708556400	3	0.000000	318	37	263	113	6	7	9	0	0	0		5	65	318
HG	2024-02-23	2024	1708642800	4	0.000000	268	38	210	125	11	0	8	0	0	0		6	113	268
HG	2024-02-25	2024	1708815600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-02-26	2024	1708902000	0	0.000000	289	41	247	77	13	3	6	0	0	0		6	148	289
HG	2024-02-27	2024	1708988400	1	0.000000	194	31	167	49	7	0	9	0	0	0		5	82	194
HG	2024-02-28	2024	1709074800	2	0.000000	375	59	296	223	18	7	9	0	0	0		6	13	375
HG	2024-02-29	2024	1709161200	3	0.000000	378	75	311	125	12	7	22	0	0	0		6	196	378
HG	2024-03-01	2024	1709247600	4	0.000000	421	92	356	151	18	6	26	0	0	0		6	116	421
HG	2024-03-03	2024	1709420400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-03-04	2024	1709506800	0	0.000000	319	46	270	115	17	3	5	0	0	0		6	171	319
HG	2024-03-05	2024	1709593200	1	0.000000	370	77	320	111	18	4	19	0	0	0		5	208	370
HG	2024-03-06	2024	1709679600	2	0.000000	344	68	300	94	13	6	18	0	0	0		6	260	344
HG	2024-03-07	2024	1709766000	3	0.000000	368	76	322	89	16	6	19	0	0	0		6	130	368
HG	2024-03-08	2024	1709852400	4	0.000000	430	80	352	150	7	5	33	0	0	0		6	286	430
HG	2024-03-10	2024	1710025200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-03-11	2024	1710108000	0	0.000000	370	51	333	74	13	3	11	0	0	0		5	99	370
HG	2024-03-12	2024	1710194400	1	0.000000	559	140	459	216	14	10	52	0	0	0		6	245	559
HG	2024-03-13	2024	1710280800	2	0.000000	619	87	539	152	22	6	19	0	0	0		6	528	619
HG	2024-03-14	2024	1710367200	3	0.000000	600	91	506	150	21	7	22	0	0	0		6	176	600
HG	2024-03-15	2024	1710453600	4	0.000000	715	103	602	170	29	9	18	0	0	0		6	417	715
HG	2024-03-17	2024	1710626400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-03-18	2024	1710712800	0	0.000000	488	62	409	167	17	6	11	0	0	0		6	169	488
HG	2024-03-19	2024	1710799200	1	0.000000	515	78	432	146	27	10	7	0	0	0		5	211	515
HG	2024-03-20	2024	1710885600	2	0.000000	460	120	396	123	14	3	46	0	0	0		6	354	460
HG	2024-03-21	2024	1710972000	3	0.000000	477	77	418	112	25	1	14	0	0	0		5	236	477
HG	2024-03-22	2024	1711058400	4	0.000000	367	40	310	111	11	5	7	0	0	0		5	107	367
HG	2024-03-24	2024	1711231200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-03-25	2024	1711317600	0	0.000000	373	42	315	96	11	6	7	0	0	0		6	154	373
HG	2024-03-26	2024	1711404000	1	0.000000	363	52	297	151	16	4	8	0	0	0		6	94	363
HG	2024-03-27	2024	1711490400	2	0.000000	293	42	231	134	13	6	5	0	0	0		6	172	293
HG	2024-03-28	2024	1711576800	3	0.000000	393	64	314	115	18	2	13	0	0	0		6	96	393
HG	2024-03-31	2024	1711836000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-04-01	2024	1711922400	0	0.000000	564	74	426	272	17	3	20	0	0	0		6	25	564
HG	2024-04-02	2024	1712008800	1	0.000000	420	82	344	160	19	6	19	0	0	0		6	145	420
HG	2024-04-03	2024	1712095200	2	0.000000	567	85	489	142	17	7	22	0	0	0		6	491	567
HG	2024-04-04	2024	1712181600	3	0.000000	545	91	432	207	26	7	16	0	0	0		6	42	545
HG	2024-04-05	2024	1712268000	4	0.000000	531	97	425	156	13	9	32	0	0	0		5	211	531
HG	2024-04-07	2024	1712440800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-04-08	2024	1712527200	0	0.000000	878	90	725	288	23	6	19	0	0	0		6	184	878
HG	2024-04-09	2024	1712613600	1	0.000000	625	88	551	181	26	7	15	0	0	0		6	340	625
HG	2024-04-10	2024	1712700000	2	0.000000	832	127	671	321	26	16	30	0	0	0		6	493	832
HG	2024-04-11	2024	1712786400	3	0.000000	545	108	473	119	22	8	28	0	0	0		6	173	545
HG	2024-04-12	2024	1712872800	4	0.000000	998	189	838	364	74	8	23	1	0	1	2.000000	6	432	998
HG	2024-04-15	2024	1713132000	0	0.000000	1300	165	1098	322	26	13	52	0	0	0		6	235	1300
HG	2024-04-16	2024	1713218400	1	0.000000	759	92	629	193	31	6	12	0	0	0		5	300	759
HG	2024-04-17	2024	1713304800	2	0.000000	537	48	441	137	8	4	14	0	0	0		5	4	537
HG	2024-04-18	2024	1713391200	3	0.000000	612	137	522	148	39	9	25	0	0	0		6	328	612
HG	2024-04-19	2024	1713477600	4	0.000000	738	77	608	286	25	7	10	0	0	0		6	188	738
HG	2024-04-21	2024	1713650400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-04-22	2024	1713736800	0	0.000000	648	93	554	206	31	11	10	0	0	0		6	62	648
HG	2024-04-23	2024	1713823200	1	0.000000	498	59	429	110	18	4	10	0	0	0		6	241	498
HG	2024-04-24	2024	1713909600	2	0.000000	350	43	282	85	14	3	6	0	0	0		5	135	350
HG	2024-04-25	2024	1713996000	3	0.000000	407	75	324	160	10	1	28	0	0	0		6	47	407
HG	2024-04-26	2024	1714082400	4	0.000000	324	47	265	121	12	1	11	0	0	0		6	165	324
HG	2024-04-28	2024	1714255200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-04-29	2024	1714341600	0	0.000000	408	40	351	119	12	3	7	0	0	0		6	58	408
HG	2024-04-30	2024	1714428000	1	0.000000	468	88	378	155	16	6	25	0	0	0		6	304	468
HG	2024-05-01	2024	1714514400	2	0.000000	492	111	374	199	13	3	42	0	0	0		6	101	492
HG	2024-05-02	2024	1714600800	3	0.000000	387	63	317	106	16	7	12	0	0	0		6	46	387
HG	2024-05-03	2024	1714687200	4	0.000000	359	104	285	103	11	2	40	0	0	0		4	133	359
HG	2024-05-05	2024	1714860000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-05-06	2024	1714946400	0	0.000000	340	38	282	92	8	6	8	1	0	1	5.000000	6	3	340
HG	2024-05-07	2024	1715032800	1	0.000000	328	31	269	102	10	4	4	0	0	0		6	112	328
HG	2024-05-08	2024	1715119200	2	0.000000	318	57	258	106	19	7	6	0	0	0		6	132	318
HG	2024-05-09	2024	1715205600	3	0.000000	255	23	209	59	5	3	5	0	0	0		5	144	255
HG	2024-05-10	2024	1715292000	4	0.000000	454	73	359	147	22	4	13	0	0	0		5	181	454
HG	2024-05-12	2024	1715464800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-05-13	2024	1715551200	0	0.000000	402	60	325	111	21	8	5	0	0	0		5	38	402
HG	2024-05-14	2024	1715637600	1	0.000000	845	108	719	192	27	1	27	1	0	1	2.000000	6	510	845
HG	2024-05-15	2024	1715724000	2	0.000000	1268	205	1064	339	48	8	51	0	0	0		6	835	1268
HG	2024-05-16	2024	1715810400	3	0.000000	683	79	570	171	21	3	17	0	0	0		5	331	683
HG	2024-05-17	2024	1715896800	4	0.000000	493	103	402	133	34	9	13	0	0	0		5	394	493
HG	2024-05-20	2024	1716156000	0	0.000000	915	117	794	198	43	2	15	1	0	1	11.000000	6	390	915
HG	2024-05-21	2024	1716242400	1	0.000000	598	63	518	153	13	10	14	0	0	0		5	232	598
HG	2024-05-22	2024	1716328800	2	0.000000	547	77	464	160	23	10	11	0	0	0		6	418	547
HG	2024-05-23	2024	1716415200	3	0.000000	462	61	388	152	14	4	15	0	0	0		6	31	462
HG	2024-05-24	2024	1716501600	4	0.000000	273	40	224	88	13	3	6	0	0	0		6	154	273
HG	2024-05-27	2024	1716760800	0	0.000000	153	35	125	41	10	3	6	0	0	0		5	68	153
HG	2024-05-28	2024	1716847200	1	0.000000	336	53	270	122	12	3	13	0	0	0		6	114	336
HG	2024-05-29	2024	1716933600	2	0.000000	337	28	264	100	10	3	3	0	0	0		5	0	337
HG	2024-05-30	2024	1717020000	3	0.000000	424	62	341	108	17	4	12	0	0	0		6	119	424
HG	2024-05-31	2024	1717106400	4	0.000000	275	56	226	139	13	2	14	0	0	0		6	89	275
HG	2024-06-03	2024	1717365600	0	0.000000	345	56	270	144	14	4	12	0	0	0		5	41	345
HG	2024-06-04	2024	1717452000	1	0.000012	330	68	282	98	19	1	15	0	0	0		6	95	330
HG	2024-06-05	2024	1717538400	2	0.000000	292	44	232	107	14	3	7	0	0	0		6	67	292
HG	2024-06-06	2024	1717624800	3	0.000000	315	53	252	86	12	3	13	0	0	0		5	117	315
HG	2024-06-07	2024	1717711200	4	0.000000	334	89	274	116	18	2	26	0	0	0		6	222	334
HG	2024-06-10	2024	1717970400	0	0.000000	249	26	196	43	7	1	6	0	0	0		3	60	249
HG	2024-06-11	2024	1718056800	1	0.000000	250	29	205	67	8	1	6	0	0	0		4	143	250
HG	2024-06-12	2024	1718143200	2	0.000024	331	110	253	117	10	2	45	1	0	1	1.000000	6	354	331
HG	2024-06-13	2024	1718229600	3	0.000000	277	37	203	91	10	3	7	0	0	0		5	50	277
HG	2024-06-14	2024	1718316000	4	0.000000	243	26	193	71	6	2	6	0	0	0		6	15	243
HG	2024-06-16	2024	1718488800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-06-17	2024	1718575200	0	0.000000	243	40	191	87	13	2	6	0	0	0		6	84	243
HG	2024-06-18	2024	1718661600	1	0.000000	282	48	226	104	11	3	12	0	0	0		6	207	282
HG	2024-06-19	2024	1718748000	2	0.000000	239	31	180	85	9	7	3	0	0	0		6	129	239
HG	2024-06-20	2024	1718834400	3	0.000000	360	48	280	140	14	5	8	0	0	0		6	206	360
HG	2024-06-21	2024	1718920800	4	0.000000	253	51	204	60	12	3	12	0	0	0		6	202	253
HG	2024-06-23	2024	1719093600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-06-24	2024	1719180000	0	0.000000	215	24	178	62	8	2	3	0	0	0		6	37	215
HG	2024-06-25	2024	1719266400	1	0.000000	247	30	183	127	7	0	9	0	0	0		6	104	247
HG	2024-06-26	2024	1719352800	2	0.000000	238	33	179	97	12	1	4	0	0	0		6	70	238
HG	2024-06-27	2024	1719439200	3	0.000000	254	63	210	86	12	4	18	0	0	0		6	97	254
HG	2024-06-28	2024	1719525600	4	0.000000	306	47	228	108	15	0	9	0	0	0		6	103	306
HG	2024-06-30	2024	1719698400	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-07-01	2024	1719784800	0	0.000000	357	48	284	125	12	4	10	0	0	0		6	95	357
HG	2024-07-02	2024	1719871200	1	0.000000	308	40	242	112	7	6	10	0	0	0		6	36	308
HG	2024-07-03	2024	1719957600	2	0.000000	284	52	232	87	13	6	10	0	0	0		6	218	284
HG	2024-07-04	2024	1720044000	3	0.000000	237	40	186	87	14	1	6	0	0	0		6	97	237
HG	2024-07-05	2024	1720130400	4	0.000000	632	123	511	173	25	2	37	0	0	0		6	436	632
HG	2024-07-07	2024	1720303200	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-07-08	2024	1720389600	0	0.000000	467	54	379	109	22	3	4	0	0	0		5	140	467
HG	2024-07-09	2024	1720476000	1	0.000000	448	66	368	115	15	3	17	0	0	0		5	112	448
HG	2024-07-10	2024	1720562400	2	0.000000	405	66	320	130	18	7	12	0	0	0		6	259	405
HG	2024-07-11	2024	1720648800	3	0.000012	395	71	310	158	8	4	26	0	0	0		6	225	395
HG	2024-07-12	2024	1720735200	4	0.000000	396	78	331	113	15	8	20	0	0	0		6	281	396
HG	2024-07-14	2024	1720908000	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-07-15	2024	1720994400	0	0.000000	362	38	276	92	11	4	6	0	0	0		5	77	362
HG	2024-07-16	2024	1721080800	1	0.000000	300	57	244	103	16	5	10	0	0	0		6	184	300
HG	2024-07-17	2024	1721167200	2	0.000000	376	35	306	122	10	3	6	0	0	0		6	143	376
HG	2024-07-18	2024	1721253600	3	0.000000	287	33	244	72	9	1	7	0	0	0		6	121	287
HG	2024-07-19	2024	1721340000	4	0.000000	318	36	279	72	11	3	6	0	0	0		6	103	318
HG	2024-07-21	2024	1721512800	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-07-22	2024	1721599200	0	0.000000	347	64	288	116	19	4	11	0	0	0		6	138	347
HG	2024-07-23	2024	1721685600	1	0.000000	244	44	196	142	17	0	5	0	0	0		6	104	244
HG	2024-07-24	2024	1721772000	2	0.000000	346	47	262	148	16	3	6	0	0	0		6	159	346
HG	2024-07-25	2024	1721858400	3	0.000000	423	57	339	124	13	5	13	0	0	0		6	162	423
HG	2024-07-26	2024	1721944800	4	0.000000	249	35	212	42	10	3	6	0	0	0		5	155	249
HG	2024-07-28	2024	1722117600	6	0.000000	0	0	0	0	0	0	0	0	0	0		0	0	0
HG	2024-07-29	2024	1722204000	0	0.000000	365	26	279	120	10	2	2	0	0	0		5	75	365
