# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
FIX2_GBT_MAECAP_COMPOSED	E3	HG	140	79	29	0.589100	665.490000	SESS_CLOSE	50.780000	668.090000	W2400	54.470000	168.220000
FIX2_GBT_MAECAP_COMPOSED	E3	NKD	155	87	18	0.541700	647.580000	SESS_CLOSE	168.100000	719.060000	W900	0.000000	117.790000
FIX2_GBT_MAECAP_COMPOSED	E3	SI	137	74	43	0.624500	855.200000	CLOSE	0.000000	832.040000	W1200	78.120000	263.880000
FIX2_GBT_MAECAP_COMPOSED	E4	HG	132	71	19	0.604300	516.340000	SESS_CLOSE	3.910000	533.790000	W2400	34.910000	119.090000
FIX2_GBT_MAECAP_COMPOSED	E4	NKD	144	83	15	0.624200	520.050000	SESS_CLOSE	35.080000	528.720000	W2400	30.310000	116.530000
FIX2_GBT_MAECAP_COMPOSED	E4	SI	132	72	45	0.634900	817.420000	CLOSE	0.000000	791.720000	W1500	106.760000	280.290000
FIX2_GBT_MAECAP_COMPOSED	E5	HG	130	60	11	0.612700	472.690000	H120	149.370000	476.110000	W600	31.440000	95.110000
FIX2_GBT_MAECAP_COMPOSED	E5	NKD	144	68	43	0.541300	870.140000	H120	283.530000	893.660000	W2400	107.560000	256.010000
FIX2_GBT_MAECAP_COMPOSED	E5	SI	138	71	37	0.566400	797.100000	H30	299.810000	868.880000	W2400	117.130000	244.070000
FIX2_GBT_MAECAP_COMPOSED	E6	HG	136	74	13	0.594200	584.650000	SESS_CLOSE	32.730000	573.000000	NO_WALL	21.710000	92.850000
FIX2_GBT_MAECAP_COMPOSED	E6	NKD	152	70	53	0.536600	987.830000	SESS_CLOSE	121.150000	1013.950000	W900	0.000000	304.430000
FIX2_GBT_MAECAP_COMPOSED	E6	SI	137	58	57	0.573500	1084.400000	H120	408.440000	1079.300000	W1800	223.690000	437.600000
FIX2_GBT_MAECAP_COMPOSED	E7	HG	135	74	27	0.569600	577.960000	H120	199.900000	592.580000	W900	0.000000	135.880000
FIX2_GBT_MAECAP_COMPOSED	E7	NKD	156	61	71	0.529800	1055.930000	H120	426.830000	1175.170000	NO_WALL	253.400000	463.400000
FIX2_GBT_MAECAP_COMPOSED	E7	SI	151	51	93	0.590600	1139.490000	H30	496.180000	1238.230000	W300	401.530000	591.490000
FIX2_GBT_MAECAP_COMPOSED	E8	HG	149	71	45	0.567200	938.590000	SESS_CLOSE	48.200000	933.190000	W1800	135.930000	290.650000
FIX2_GBT_MAECAP_COMPOSED	E8	NKD	145	60	59	0.571600	1011.980000	H60	446.560000	1067.850000	W300	284.650000	406.380000
FIX2_GBT_MAECAP_COMPOSED	E8	SI	140	58	65	0.644800	1067.320000	H60	412.660000	1063.980000	W2400	275.370000	457.760000
