# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
CELL1_LADDER_trf_1M_L256	E3	HG	390	157	70	0.422000	764.980000	CLOSE	0.000000	1832.850000	W450	220.640000	430.790000
CELL1_LADDER_trf_1M_L256	E3	NKD	390	153	59	0.423800	768.750000	SESS_CLOSE	366.310000	1799.420000	W1500	130.580000	369.420000
CELL1_LADDER_trf_1M_L256	E3	SI	390	197	77	0.414500	1025.610000	CLOSE	0.000000	1680.270000	W2400	202.560000	481.120000
CELL1_LADDER_trf_1M_L256	E4	HG	384	178	40	0.395900	716.590000	SESS_CLOSE	367.390000	1652.320000	W600	86.230000	240.940000
CELL1_LADDER_trf_1M_L256	E4	NKD	387	167	49	0.414800	676.160000	CLOSE	0.000000	1602.890000	W1800	104.840000	324.710000
CELL1_LADDER_trf_1M_L256	E4	SI	384	176	46	0.375600	1020.800000	SESS_CLOSE	398.770000	1665.350000	W1200	89.570000	312.810000
CELL1_LADDER_trf_1M_L256	E5	HG	387	177	27	0.449900	579.930000	CLOSE	0.000000	1476.700000	W1500	32.950000	218.310000
CELL1_LADDER_trf_1M_L256	E5	NKD	387	172	73	0.529900	739.990000	CLOSE	0.000000	1693.840000	W900	0.000000	453.780000
CELL1_LADDER_trf_1M_L256	E5	SI	387	169	61	0.408600	978.170000	CLOSE	0.000000	1735.390000	NO_WALL	185.330000	416.140000
CELL1_LADDER_trf_1M_L256	E6	HG	384	171	58	0.448400	778.320000	SESS_CLOSE	371.500000	1699.260000	W1500	96.870000	385.660000
CELL1_LADDER_trf_1M_L256	E6	NKD	384	171	90	0.457400	870.770000	CLOSE	0.000000	1756.290000	W1200	126.580000	565.940000
CELL1_LADDER_trf_1M_L256	E6	SI	384	165	78	0.395400	1089.290000	SESS_CLOSE	419.750000	1854.120000	NO_WALL	290.020000	595.020000
CELL1_LADDER_trf_1M_L256	E7	HG	393	184	34	0.416500	670.880000	SESS_CLOSE	350.730000	1498.020000	W1500	50.430000	245.870000
CELL1_LADDER_trf_1M_L256	E7	NKD	393	173	128	0.452100	1149.240000	SESS_CLOSE	303.490000	1906.740000	W1500	254.330000	791.340000
CELL1_LADDER_trf_1M_L256	E7	SI	393	139	120	0.385000	1162.820000	SESS_CLOSE	397.000000	2058.490000	W300	433.870000	850.970000
CELL1_LADDER_trf_1M_L256	E8	HG	381	181	111	0.421800	1034.970000	SESS_CLOSE	432.800000	1928.190000	W300	394.660000	681.120000
CELL1_LADDER_trf_1M_L256	E8	NKD	381	156	134	0.483600	1079.040000	CLOSE	0.000000	2018.330000	NO_WALL	412.010000	877.720000
CELL1_LADDER_trf_1M_L256	E8	SI	381	169	130	0.439900	1279.200000	CLOSE	0.000000	1896.500000	NO_WALL	347.910000	794.630000
