# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
CELL1_LADDER_trf_1M_L256	0.005000	4734	0.554688	-58.400000	0.397500	0.139800	0.082800	1142	-32.720000
CELL1_LADDER_trf_1M_L256	0.010000	9469	0.550781	-44.810000	0.422400	0.130000	0.070500	1598	-24.450000
CELL1_LADDER_trf_1M_L256	0.020000	18937	0.542969	-36.130000	0.429600	0.130000	0.066800	2202	1.770000
CELL1_LADDER_trf_1M_L256	0.050000	47343	0.531250	-29.480000	0.436700	0.131200	0.065800	3791	-25.370000
CELL1_LADDER_trf_1M_L256	0.100000	94685	0.523438	-27.940000	0.436700	0.137300	0.071100	5086	-75.220000
CELL1_LADDER_trf_1M_L256	0.200000	189371	0.515625	-27.180000	0.435900	0.141800	0.075200	6787	-98.960000
CELL1_LADDER_trf_1M_L256	0.500000	473426	0.500000	-26.410000	0.432900	0.156000	0.087000	9715	-187.890000
CELL1_LADDER_trf_1M_L256	1.000000	946853	0.291016	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
