# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
LMART_M3FEATURES	E3	HG	160	66	59	0.601900	904.380000	H60	458.890000	1021.120000	W1800	163.650000	356.110000
LMART_M3FEATURES	E3	NKD	190	92	49	0.513000	801.050000	H30	370.380000	1076.980000	W1200	66.440000	277.790000
LMART_M3FEATURES	E3	SI	148	72	60	0.605300	1021.370000	CLOSE	0.000000	1034.980000	W1800	210.520000	416.870000
LMART_M3FEATURES	E4	HG	160	82	50	0.580500	820.740000	CLOSE	0.000000	922.210000	W600	116.210000	273.490000
LMART_M3FEATURES	E4	NKD	192	80	51	0.473500	801.430000	SESS_CLOSE	231.240000	1088.390000	W2400	109.590000	302.130000
LMART_M3FEATURES	E4	SI	170	63	70	0.543300	974.560000	H60	433.400000	1145.490000	NO_WALL	215.530000	444.340000
LMART_M3FEATURES	E5	HG	145	87	19	0.591000	457.760000	CLOSE	0.000000	511.590000	W450	79.410000	119.230000
LMART_M3FEATURES	E5	NKD	164	70	53	0.556900	875.380000	H30	410.760000	980.790000	W2400	111.410000	327.310000
LMART_M3FEATURES	E5	SI	142	63	53	0.600700	910.390000	SESS_CLOSE	7.660000	914.220000	W1800	175.660000	332.150000
LMART_M3FEATURES	E6	HG	155	82	32	0.560600	675.040000	CLOSE	0.000000	699.370000	W1200	70.310000	216.940000
LMART_M3FEATURES	E6	NKD	156	67	69	0.524200	1132.530000	SESS_CLOSE	146.840000	1120.140000	W1500	205.900000	445.330000
LMART_M3FEATURES	E6	SI	151	58	78	0.533500	1248.010000	H60	567.560000	1252.190000	W300	333.690000	509.100000
LMART_M3FEATURES	E7	HG	153	81	35	0.520100	681.940000	SESS_CLOSE	65.520000	740.700000	W1200	53.350000	195.030000
LMART_M3FEATURES	E7	NKD	204	83	104	0.579100	1122.000000	CLOSE	0.000000	1280.970000	W900	0.000000	551.550000
LMART_M3FEATURES	E7	SI	163	51	99	0.576600	1188.190000	H30	553.630000	1369.980000	W300	430.440000	610.060000
LMART_M3FEATURES	E8	HG	172	72	61	0.550200	1075.330000	SESS_CLOSE	178.840000	1172.630000	W1200	112.490000	397.360000
LMART_M3FEATURES	E8	NKD	173	61	92	0.481700	1234.250000	H30	593.780000	1335.980000	W300	425.870000	720.450000
LMART_M3FEATURES	E8	SI	185	65	109	0.602700	1279.590000	H60	613.130000	1434.410000	W450	337.280000	710.630000
