# PORT_M2_SHEETS_SPEC.md DISCRETIONARY_METHOD §4.2 name->count census — batch 2 (CC-M2-10.2) (spec_sha16=552d21d7a848efe2)
# params_hash=00c21776223b82281297cb2b32ca2d3a786d1f1abda99aeb43d935f37bf8819a
# CC-M2-10.2 census batch 2 — P020/P021/P022, strictly causal detectors over the frozen v3 roster
# BOTH CC-M1-8 certificate readings are reported on every row
# Holm-Bonferroni is applied over the WHOLE batch, not per pattern
reading	asset	era	phase	side	group	n_sessions	n_candidates	per_session	mean_close	cond_close	posfrac_close	mean_peak	cond_peak	posfrac_peak	n_winners	winner_frac
P022	SI	FIT	TOKYO	ALL	NOFIRE	916	64011	69.881004	-32.175603	581.114812	0.439706	1333.697841	1418.489130	0.952180	2210	0.034525
P022	SI	FIT	LONDON	ALL	FIRE	916	0	0.000000							0	
P022	SI	FIT	LONDON	ALL	NOFIRE	916	66992	73.135371	-26.426439	474.549526	0.458279	1168.280765	1236.906842	0.956607	2119	0.031631
P022	SI	FIT	NY	ALL	FIRE	916	3504	3.825328	-89.018265	1202.245827	0.376142	986.377711	1073.249166	0.940925	392	0.111872
P022	SI	FIT	NY	ALL	NOFIRE	916	270970	295.818777	-2.687567	1011.421224	0.415116	831.814177	901.596242	0.942817	24191	0.089276
P022	SI	FIT	ALL	LONG	FIRE	916	1740	1.899563	10.998563	1119.445170	0.440230	1124.461207	1195.602047	0.954598	239	0.137356
P022	SI	FIT	ALL	LONG	NOFIRE	916	201884	220.397380	-12.542574	838.619295	0.431555	941.566035	1013.433424	0.946425	14186	0.070268
P022	SI	FIT	ALL	SHORT	FIRE	916	1764	1.925764	-187.674320	1317.146739	0.312925	850.172902	949.026589	0.927438	153	0.086735
P022	SI	FIT	ALL	SHORT	NOFIRE	916	200089	218.437773	-10.125782	850.642346	0.420848	994.289379	1068.531213	0.946789	14334	0.071638
P022	HG	FIT	ALL	ALL	FIRE	1021	2874	2.814887	-57.107255	796.813549	0.435282	689.911273	746.870873	0.948504	239	0.083159
P022	HG	FIT	ALL	ALL	NOFIRE	1021	414391	405.867777	-27.596126	505.577997	0.462295	719.954300	764.482558	0.955231	18375	0.044342
P022	HG	GATE_2025	ALL	ALL	FIRE	258	783	3.034884	96.372925	1263.674925	0.425287	978.437101	1081.833449	0.922095	90	0.114943
P022	HG	GATE_2025	ALL	ALL	NOFIRE	258	111444	431.953488	-26.681012	720.503220	0.436757	939.876687	1009.182120	0.946224	6597	0.059196
P022	HG	2021	ALL	ALL	FIRE	247	720	2.914980	-99.270833	691.754032	0.430556	593.142361	632.109375	0.955556	32	0.044444
P022	HG	2021	ALL	ALL	NOFIRE	247	93273	377.623482	-19.236502	554.552230	0.464475	783.605558	834.129219	0.953363	4770	0.051140
P022	HG	2022	ALL	ALL	FIRE	258	1086	4.209302	-101.938306	932.939342	0.406077	789.975829	859.425413	0.947514	104	0.095764
P022	HG	2022	ALL	ALL	NOFIRE	258	109716	425.255814	-39.229511	583.354352	0.450800	804.971483	859.595682	0.950262	5866	0.053465
P022	HG	2023	ALL	ALL	FIRE	257	462	1.797665	70.527597	869.647887	0.461039	670.960498	728.271216	0.943723	48	0.103896
P022	HG	2023	ALL	ALL	NOFIRE	257	104899	408.167315	-22.444041	413.075948	0.472016	591.889389	624.806184	0.960476	3328	0.031726
P022	HG	2024	ALL	ALL	FIRE	259	606	2.339768	-23.976898	647.068815	0.473597	640.008251	696.690663	0.945545	55	0.090759
P022	HG	2024	ALL	ALL	NOFIRE	259	106503	411.208494	-28.007450	477.401216	0.462654	702.764101	744.495358	0.956818	4411	0.041417
P022	HG	FIT	TOKYO	ALL	FIRE	1021	0	0.000000							0	
P022	HG	FIT	TOKYO	ALL	NOFIRE	1021	101153	99.072478	-25.866472	443.802070	0.466580	983.841965	1033.030153	0.963491	3153	0.031171
P022	HG	FIT	LONDON	ALL	FIRE	1021	0	0.000000							0	
P022	HG	FIT	LONDON	ALL	NOFIRE	1021	88009	86.198825	-15.927078	407.916606	0.470986	880.213870	927.852401	0.961527	2510	0.028520
P022	HG	FIT	NY	ALL	FIRE	1021	2874	2.814887	-57.107255	796.813549	0.435282	689.911273	746.870873	0.948504	239	0.083159
P022	HG	FIT	NY	ALL	NOFIRE	1021	225229	220.596474	-32.932654	573.237037	0.456975	538.817265	577.365027	0.949061	12712	0.056440
P022	HG	FIT	ALL	LONG	FIRE	1021	1475	1.444662	-100.720339	798.496287	0.410847	678.978814	744.662040	0.940339	95	0.064407
P022	HG	FIT	ALL	LONG	NOFIRE	1021	207363	203.097943	-35.792801	502.373509	0.456354	692.569419	735.882309	0.955252	8901	0.042925
P022	HG	FIT	ALL	SHORT	FIRE	1021	1399	1.370225	-11.124911	795.232558	0.461044	701.437634	749.158887	0.957112	144	0.102931
P022	HG	FIT	ALL	SHORT	NOFIRE	1021	207028	202.769833	-19.386188	508.706158	0.468246	747.383494	793.130389	0.955209	9474	0.045762
P022	NKD	FIT	ALL	ALL	FIRE	1023	2186	2.136852	-22.331885	1084.327897	0.406679	776.798948	871.770574	0.917200	232	0.106130
P022	NKD	FIT	ALL	ALL	NOFIRE	1023	397340	388.406647	-46.718553	648.812375	0.429559	817.248075	907.195789	0.920680	21922	0.055172
P022	NKD	GATE_2025	ALL	ALL	FIRE	258	529	2.050388	-282.859168	1137.647059	0.289225	1002.466919	1101.111111	0.935728	47	0.088847
P022	NKD	GATE_2025	ALL	ALL	NOFIRE	258	111639	432.709302	-39.757567	1032.766330	0.390562	1132.149204	1252.342028	0.921560	7360	0.065927
P022	NKD	2021	ALL	ALL	FIRE	248	309	1.245968	117.613269	882.333333	0.485437	657.580906	751.428571	0.906149	54	0.174757
P022	NKD	2021	ALL	ALL	NOFIRE	248	92130	371.491935	-48.792739	582.369095	0.430131	753.536850	843.468830	0.913220	4674	0.050733
P022	NKD	2022	ALL	ALL	FIRE	258	862	3.341085	4.585267	1348.994083	0.392111	856.629930	975.976864	0.902552	95	0.110209
P022	NKD	2022	ALL	ALL	NOFIRE	258	106747	413.748062	-52.738578	582.779688	0.435844	738.566330	818.855228	0.921637	5511	0.051627
P022	NKD	2023	ALL	ALL	FIRE	258	519	2.011628	-94.812139	866.486175	0.418112	654.778420	712.120123	0.938343	48	0.092486
P022	NKD	2023	ALL	ALL	NOFIRE	258	93097	360.841085	-41.638264	538.892401	0.445986	709.977658	778.983163	0.931448	4507	0.048412
P022	NKD	2024	ALL	ALL	FIRE	259	496	1.915058	-80.453629	1019.728261	0.370968	840.010081	937.798913	0.927419	35	0.070565
P022	NKD	2024	ALL	ALL	NOFIRE	259	105366	406.818533	-43.294730	887.583357	0.408177	1047.448608	1167.786802	0.916719	7230	0.068618
P022	NKD	FIT	TOKYO	ALL	FIRE	1023	0	0.000000							0	
P022	NKD	FIT	TOKYO	ALL	NOFIRE	1023	172349	168.474096	-40.868137	722.549981	0.428653	1042.670062	1145.709478	0.929237	10391	0.060290
P022	NKD	FIT	LONDON	ALL	FIRE	1023	0	0.000000							0	
P022	NKD	FIT	LONDON	ALL	NOFIRE	1023	59775	58.431085	-57.412380	385.136623	0.425512	862.324969	943.058838	0.933032	1287	0.021531
P022	NKD	FIT	NY	ALL	FIRE	1023	2186	2.136852	-22.331885	1084.327897	0.406679	776.798948	871.770574	0.917200	232	0.106130
P022	NKD	FIT	NY	ALL	NOFIRE	1023	165216	161.501466	-48.952538	666.453417	0.431968	565.784988	639.021184	0.907285	10244	0.062004
P022	NKD	FIT	ALL	LONG	FIRE	1023	1119	1.093842	4.673816	979.560277	0.452189	779.562109	884.960630	0.907954	101	0.090259
P022	NKD	FIT	ALL	LONG	NOFIRE	1023	200799	196.284457	-32.865863	625.000685	0.454136	791.860480	876.662159	0.923441	10929	0.054428
P022	NKD	FIT	ALL	SHORT	FIRE	1023	1067	1.043011	-50.653702	1222.741514	0.358950	773.901125	858.220425	0.926898	131	0.122774
P022	NKD	FIT	ALL	SHORT	NOFIRE	1023	196541	192.122190	-60.871358	676.128524	0.404450	843.185684	938.580617	0.917859	10993	0.055932
