# PORT_M2_SHEETS_SPEC.md DISCRETIONARY_METHOD §4.2 name->count census — batch 3 (CC-M2-12.4) (spec_sha16=18d12ab86a4ee6b0)
# params_hash=4a425ed1c08530a32b70ca198ac70719f94dcc3a706dee8eb1caeaaad81b811b
# CC-M2-12.4 census batch 3 — P025/P023/P024/P007-as-entry, strictly causal detectors over the frozen v3 roster
# BOTH CC-M1-8 certificate readings are reported on every row
# Holm-Bonferroni is applied over the WHOLE batch, not per pattern
# S7 c2f / S7 erosion / S8 through-book side are NOT censusable at era scale (MBP-1 event cache covers 488 of 3,734 sessions)
reading	asset	scope	term	n_candidates	per_session	mean_close	cond_close	posfrac_close	mean_peak	cond_peak	n_winners	winner_frac
P023_OR	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_5m	47590	46.520039	-37.484503	863.733959	0.425720	969.788033	1066.313472	3815	0.080164
P023_OR	NKD	TERM_ALONE	T2_vol_abs_or_rel	102659	100.350929	-44.404119	824.009225	0.428194	947.604496	1041.445998	7884	0.076798
P023_OR	NKD	DETECTOR_MINUS_TERM	T2_vol_abs_or_rel	91497	89.439883	-53.022613	710.135739	0.426943	850.139923	942.183539	5633	0.061565
P023_OR	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_vol_abs_or_rel	64531	63.080156	-54.988959	663.748180	0.425625	807.864553	897.932788	3549	0.054997
P023_OR	NKD	TERM_ALONE	T3_live_book	265223	259.260020	-45.171007	721.227564	0.428737	867.696467	959.924569	16664	0.062830
P023_OR	NKD	DETECTOR_MINUS_TERM	T3_live_book	34327	33.555230	-46.997917	795.383126	0.432458	940.901186	1033.976504	2580	0.075159
P023_OR	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_live_book	7361	7.195503	-42.165467	707.492301	0.441109	902.780872	986.716977	496	0.067382
P023_OR	NKD	TERM_ALONE	T4_price_failure	389062	380.314761	-46.077611	645.715965	0.429718	813.270578	902.991918	21341	0.054852
P023_OR	NKD	DETECTOR_MINUS_TERM	T4_price_failure	30905	30.210166	-52.546514	825.718849	0.427957	951.036240	1046.672177	2415	0.078143
P023_OR	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_price_failure	3939	3.850440	-81.501015	866.537162	0.413303	949.182534	1044.870466	331	0.084031
P024_A_core	ALL	TERM_ALONE	T1_refail	100765	34.042230	-25.374386	794.931204	0.435469	867.849142	942.135406	7527	0.074699
P024_A_core	ALL	DETECTOR_MINUS_TERM	T1_refail	17466	5.900676	-50.087241	664.520235	0.422306	763.778627	837.612341	888	0.050842
P024_A_core	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_refail	15643	5.284797	-52.670284	643.389821	0.421083	751.494119	825.236882	748	0.047817
P024_A_core	ALL	TERM_ALONE	T2_expanded	632063	213.534797	-32.123493	641.053491	0.437107	774.562559	843.133542	34723	0.054936
P024_A_core	ALL	DETECTOR_MINUS_TERM	T2_expanded	3073	1.038176	-51.733648	786.093632	0.431826	871.313863	936.915434	205	0.066710
P024_A_core	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_expanded	1250	0.422297	-86.460000	705.676115	0.430400	874.410000	928.783501	65	0.052000
P024_A_core	ALL	TERM_ALONE	T3_room	533783	180.332095	-33.144969	697.714062	0.433365	833.268337	907.383998	31755	0.059490
P024_A_core	ALL	DETECTOR_MINUS_TERM	T3_room	5538	1.870946	-33.972553	760.940776	0.430661	864.078413	936.957253	384	0.069339
P024_A_core	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_room	3715	1.255068	-36.941454	721.398026	0.429610	861.569650	934.198039	244	0.065680
P024_A_core	ALL	TERM_ALONE	T4_flow_concordant	154794	52.295270	-50.445277	647.266833	0.429067	845.395485	916.886329	8289	0.053549
P024_A_core	ALL	DETECTOR_MINUS_TERM	T4_flow_concordant	31415	10.613176	-28.020253	815.990523	0.432437	857.771765	939.223056	2367	0.075346
P024_A_core	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_flow_concordant	29592	9.997297	-28.026282	814.452856	0.432414	857.068295	939.014740	2227	0.075257
P024_A_core	SI	TERM_ALONE	T1_refail	36183	39.501092	8.112166	1030.605191	0.421165	952.519415	1024.488645	3326	0.091922
P024_A_core	SI	DETECTOR_MINUS_TERM	T1_refail	4556	4.973799	7.711260	873.645301	0.429763	875.031826	955.600375	306	0.067164
P024_A_core	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_refail	4035	4.405022	4.903965	849.781106	0.430235	867.732342	950.802150	256	0.063445
P024_A_core	SI	TERM_ALONE	T2_expanded	171759	187.509825	-5.875646	868.702103	0.424077	958.953199	1037.065160	12728	0.074104
P024_A_core	SI	DETECTOR_MINUS_TERM	T2_expanded	981	1.070961	-102.808359	910.700000	0.382263	814.712029	857.843915	64	0.065240
P024_A_core	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_expanded	460	0.502183	-252.608696	693.692810	0.332609	682.364130	709.587973	14	0.030435
P024_A_core	SI	TERM_ALONE	T3_room	207868	226.930131	-14.198626	871.677514	0.423894	917.247532	991.993701	15513	0.074629
P024_A_core	SI	DETECTOR_MINUS_TERM	T3_room	1095	1.195415	30.445205	1212.133867	0.399087	1095.684932	1184.912706	98	0.089498
P024_A_core	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_room	574	0.626638	31.345819	1368.953488	0.374564	1244.651568	1363.714953	48	0.083624
P024_A_core	SI	TERM_ALONE	T4_flow_concordant	39363	42.972707	-70.304029	813.475567	0.394584	1015.187422	1095.027557	2393	0.060793
P024_A_core	SI	DETECTOR_MINUS_TERM	T4_flow_concordant	12110	13.220524	14.625310	1059.391641	0.421800	962.587737	1045.938376	1190	0.098266
P024_A_core	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_flow_concordant	11589	12.651747	13.958711	1059.352231	0.421607	963.982440	1048.385989	1140	0.098369
P024_A_core	HG	TERM_ALONE	T1_refail	22433	21.971596	-21.577698	566.192310	0.467481	712.971014	758.383541	1276	0.056880
P024_A_core	HG	DETECTOR_MINUS_TERM	T1_refail	5266	5.157689	-52.444692	530.171621	0.443980	597.587353	640.884604	253	0.048044
P024_A_core	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_refail	4903	4.802155	-52.589486	520.971070	0.442382	593.386192	637.023451	229	0.046706
P024_A_core	HG	TERM_ALONE	T2_expanded	228692	223.988247	-29.441962	504.873921	0.457633	659.291274	703.309498	10263	0.044877
P024_A_core	HG	DETECTOR_MINUS_TERM	T2_expanded	477	0.467189	-94.910901	629.631643	0.433962	634.150943	674.043311	27	0.056604
P024_A_core	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_expanded	114	0.111655	-236.359649	546.809211	0.333333	569.890351	614.221698	3	0.026316
P024_A_core	HG	TERM_ALONE	T3_room	150979	147.873653	-38.383244	496.452457	0.459037	694.838719	742.245101	6624	0.043874
P024_A_core	HG	DETECTOR_MINUS_TERM	T3_room	1371	1.342801	-5.355580	521.960604	0.495259	706.064004	746.586246	68	0.049599
P024_A_core	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_room	1008	0.987267	10.897817	480.110294	0.505952	724.693700	766.305642	44	0.043651
P024_A_core	HG	TERM_ALONE	T4_flow_concordant	51590	50.528893	-37.904269	526.995971	0.455864	744.680534	791.599629	2306	0.044699
P024_A_core	HG	DETECTOR_MINUS_TERM	T4_flow_concordant	6641	6.504407	-34.418574	569.684022	0.473573	694.759072	743.342220	393	0.059178
P024_A_core	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_flow_concordant	6278	6.148874	-33.489368	565.222194	0.474036	697.096607	746.337793	369	0.058777
P024_A_core	NKD	TERM_ALONE	T1_refail	42149	41.201369	-56.141783	729.234879	0.430710	877.594486	970.789791	2925	0.069397
P024_A_core	NKD	DETECTOR_MINUS_TERM	T1_refail	7644	7.472141	-82.912415	633.559253	0.402930	811.959380	906.479848	329	0.043040
P024_A_core	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_refail	6705	6.554252	-87.376957	608.800336	0.400000	797.158837	891.022355	263	0.039224
P024_A_core	NKD	TERM_ALONE	T2_expanded	231612	226.404692	-54.236115	617.470972	0.426502	751.640038	838.609155	11732	0.050654
P024_A_core	NKD	DETECTOR_MINUS_TERM	T2_expanded	1615	1.578690	-7.956656	766.845638	0.461300	975.743034	1066.212625	114	0.070588
P024_A_core	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_expanded	676	0.660802	51.878698	728.357349	0.513314	1056.446006	1134.984351	48	0.071006
P024_A_core	NKD	TERM_ALONE	T3_room	174936	171.002933	-51.137087	679.038753	0.422463	852.951980	951.736251	9618	0.054980
P024_A_core	NKD	DETECTOR_MINUS_TERM	T3_room	3072	3.002933	-69.705404	733.435776	0.413086	852.043457	935.167950	218	0.070964
P024_A_core	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_room	2133	2.085044	-77.925457	702.835821	0.408345	823.164557	900.258534	152	0.071261
P024_A_core	NKD	TERM_ALONE	T4_flow_concordant	63841	62.405670	-48.335200	656.291428	0.428674	822.093286	909.177502	3590	0.056233
P024_A_core	NKD	DETECTOR_MINUS_TERM	T4_flow_concordant	12664	12.379277	-65.444962	728.094992	0.421036	843.024913	941.088838	784	0.061908
P024_A_core	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_flow_concordant	11725	11.461388	-66.599147	722.262363	0.420810	837.049041	935.094230	718	0.061237
P024_B_confluence	ALL	TERM_ALONE	T1_refail	100765	34.042230	-25.374386	794.931204	0.435469	867.849142	942.135406	7527	0.074699
P024_B_confluence	ALL	DETECTOR_MINUS_TERM	T1_refail	5558	1.877703	-50.526718	563.320473	0.437208	700.222202	765.518571	245	0.044081
P024_B_confluence	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_refail	4964	1.677027	-59.594329	537.432369	0.431910	684.553535	748.574533	211	0.042506
P024_B_confluence	ALL	TERM_ALONE	T2_expanded	632063	213.534797	-32.123493	641.053491	0.437107	774.562559	843.133542	34723	0.054936
P024_B_confluence	ALL	DETECTOR_MINUS_TERM	T2_expanded	1149	0.388176	-81.969104	700.428287	0.436902	796.316362	858.198292	47	0.040905
P024_B_confluence	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_expanded	555	0.187500	-196.722973	625.005787	0.389189	759.020270	807.854442	13	0.023423
P024_B_confluence	ALL	TERM_ALONE	T3_room	533783	180.332095	-33.144969	697.714062	0.433365	833.268337	907.383998	31755	0.059490
P024_B_confluence	ALL	DETECTOR_MINUS_TERM	T3_room	2007	0.678041	10.293348	746.850597	0.459392	848.375685	917.283616	133	0.066268
P024_B_confluence	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_room	1413	0.477365	4.005662	742.110849	0.450106	855.611288	921.853933	99	0.070064
P024_B_confluence	ALL	TERM_ALONE	T4_flow_concordant	154794	52.295270	-50.445277	647.266833	0.429067	845.395485	916.886329	8289	0.053549
P024_B_confluence	ALL	DETECTOR_MINUS_TERM	T4_flow_concordant	10293	3.477365	-23.022564	776.491698	0.444671	822.768265	901.259110	760	0.073837
P024_B_confluence	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_flow_concordant	9699	3.276689	-25.978967	777.764798	0.442417	822.254098	900.952381	726	0.074853
P024_B_confluence	ALL	TERM_ALONE	T5_confluence	427954	144.579054	-25.332953	661.881575	0.449780	814.664497	885.569787	24803	0.057957
P024_B_confluence	ALL	DETECTOR_MINUS_TERM	T5_confluence	1823	0.615878	-27.922381	840.928390	0.432803	869.190894	942.586887	140	0.076796
P024_B_confluence	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T5_confluence	1229	0.415203	-53.621847	888.426938	0.409276	887.570179	959.961140	106	0.086249
P024_B_confluence	SI	TERM_ALONE	T1_refail	36183	39.501092	8.112166	1030.605191	0.421165	952.519415	1024.488645	3326	0.091922
P024_B_confluence	SI	DETECTOR_MINUS_TERM	T1_refail	1318	1.438865	-12.710546	726.708333	0.455235	867.904021	916.503566	107	0.081184
P024_B_confluence	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_refail	1154	1.259825	-43.799827	664.186047	0.447140	847.957106	898.660471	93	0.080589
P024_B_confluence	SI	TERM_ALONE	T2_expanded	171759	187.509825	-5.875646	868.702103	0.424077	958.953199	1037.065160	12728	0.074104
P024_B_confluence	SI	DETECTOR_MINUS_TERM	T2_expanded	430	0.469432	-151.424419	849.716981	0.369767	750.726744	775.101432	14	0.032558
P024_B_confluence	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_expanded	266	0.290393	-371.823308	557.333333	0.281955	591.945489	612.932692	0	0.000000
P024_B_confluence	SI	TERM_ALONE	T3_room	207868	226.930131	-14.198626	871.677514	0.423894	917.247532	991.993701	15513	0.074629
P024_B_confluence	SI	DETECTOR_MINUS_TERM	T3_room	406	0.443231	215.443350	1196.225490	0.502463	1136.440887	1194.548969	39	0.096059
P024_B_confluence	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_room	242	0.264192	221.807851	1256.041667	0.495868	1223.305785	1301.659389	25	0.103306
P024_B_confluence	SI	TERM_ALONE	T4_flow_concordant	39363	42.972707	-70.304029	813.475567	0.394584	1015.187422	1095.027557	2393	0.060793
P024_B_confluence	SI	DETECTOR_MINUS_TERM	T4_flow_concordant	4398	4.801310	-3.985334	998.831522	0.418372	911.950887	991.448829	423	0.096180
P024_B_confluence	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_flow_concordant	4234	4.622271	-12.120926	993.476651	0.414738	908.220359	989.499874	409	0.096599
P024_B_confluence	SI	TERM_ALONE	T5_confluence	190877	208.381004	-6.493174	828.644216	0.435202	940.821851	1011.393394	14071	0.073718
P024_B_confluence	SI	DETECTOR_MINUS_TERM	T5_confluence	521	0.568777	29.452975	1060.259009	0.426104	931.564299	992.051411	50	0.095969
P024_B_confluence	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T5_confluence	357	0.389738	-51.673669	1029.510870	0.386555	896.330532	969.295252	36	0.100840
P024_B_confluence	HG	TERM_ALONE	T1_refail	22433	21.971596	-21.577698	566.192310	0.467481	712.971014	758.383541	1276	0.056880
P024_B_confluence	HG	DETECTOR_MINUS_TERM	T1_refail	918	0.899119	-94.079521	395.241624	0.422658	474.793028	509.573766	30	0.032680
P024_B_confluence	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_refail	848	0.830558	-99.420696	393.473011	0.415094	457.669517	494.485019	29	0.034198
P024_B_confluence	HG	TERM_ALONE	T2_expanded	228692	223.988247	-29.441962	504.873921	0.457633	659.291274	703.309498	10263	0.044877
P024_B_confluence	HG	DETECTOR_MINUS_TERM	T2_expanded	83	0.081293	-56.204819	479.375000	0.481928	682.801205	709.140625	2	0.024096
P024_B_confluence	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_expanded	13	0.012733	-200.673077	1080.937500	0.307692	685.865385	897.500000	1	0.076923
P024_B_confluence	HG	TERM_ALONE	T3_room	150979	147.873653	-38.383244	496.452457	0.459037	694.838719	742.245101	6624	0.043874
P024_B_confluence	HG	DETECTOR_MINUS_TERM	T3_room	283	0.277179	9.553887	413.915563	0.533569	686.563604	718.969780	10	0.035336
P024_B_confluence	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_room	213	0.208619	22.347418	414.347826	0.539906	687.987089	731.637931	9	0.042254
P024_B_confluence	HG	TERM_ALONE	T4_flow_concordant	51590	50.528893	-37.904269	526.995971	0.455864	744.680534	791.599629	2306	0.044699
P024_B_confluence	HG	DETECTOR_MINUS_TERM	T4_flow_concordant	1073	1.050930	-16.003029	466.932234	0.508854	617.466216	644.897640	46	0.042870
P024_B_confluence	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_flow_concordant	1003	0.982370	-15.069791	470.772059	0.508475	612.946162	642.197831	45	0.044865
P024_B_confluence	HG	TERM_ALONE	T5_confluence	73121	71.617042	-20.222457	475.185887	0.481708	669.755029	712.449361	2871	0.039264
P024_B_confluence	HG	DETECTOR_MINUS_TERM	T5_confluence	363	0.355534	-50.488981	648.254438	0.465565	654.331956	692.160714	24	0.066116
P024_B_confluence	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T5_confluence	293	0.286974	-55.533276	712.058271	0.453925	647.666382	694.642857	23	0.078498
P024_B_confluence	NKD	TERM_ALONE	T1_refail	42149	41.201369	-56.141783	729.234879	0.430710	877.594486	970.789791	2925	0.069397
P024_B_confluence	NKD	DETECTOR_MINUS_TERM	T1_refail	3322	3.247312	-53.494883	540.561720	0.434076	695.989615	776.231393	108	0.032511
P024_B_confluence	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_refail	2962	2.895406	-54.345881	525.887539	0.430790	685.846556	762.651964	89	0.030047
P024_B_confluence	NKD	TERM_ALONE	T2_expanded	231612	226.404692	-54.236115	617.470972	0.426502	751.640038	838.609155	11732	0.050654
P024_B_confluence	NKD	DETECTOR_MINUS_TERM	T2_expanded	636	0.621701	-38.372642	651.270627	0.476415	841.953616	938.236301	31	0.048742
P024_B_confluence	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_expanded	276	0.269795	-27.780797	648.740876	0.496377	923.487319	1000.067568	12	0.043478
P024_B_confluence	NKD	TERM_ALONE	T3_room	174936	171.002933	-51.137087	679.038753	0.422463	852.951980	951.736251	9618	0.054980
P024_B_confluence	NKD	DETECTOR_MINUS_TERM	T3_room	1318	1.288368	-52.742792	673.835979	0.430197	794.383536	873.766287	84	0.063733
P024_B_confluence	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T3_room	958	0.936461	-55.091336	682.312968	0.418580	799.997390	868.297342	65	0.067850
P024_B_confluence	NKD	TERM_ALONE	T4_flow_concordant	63841	62.405670	-48.335200	656.291428	0.428674	822.093286	909.177502	3590	0.056233
P024_B_confluence	NKD	DETECTOR_MINUS_TERM	T4_flow_concordant	4822	4.713587	-41.947843	666.913510	0.454376	787.111676	876.947898	291	0.060348
P024_B_confluence	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T4_flow_concordant	4462	4.361681	-41.581130	668.024691	0.453832	787.730278	875.995365	272	0.060959
P024_B_confluence	NKD	TERM_ALONE	T5_confluence	163956	160.269795	-49.545335	563.798354	0.452512	732.419186	814.808667	7861	0.047946
P024_B_confluence	NKD	DETECTOR_MINUS_TERM	T5_confluence	939	0.917889	-51.033014	800.402010	0.423855	917.643770	1015.467667	66	0.070288
P024_B_confluence	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T5_confluence	579	0.565982	-53.855786	905.614224	0.400691	1003.570812	1091.464880	47	0.081174
P007_A_60s_ledger	ALL	TERM_ALONE	T1_opposed_60s_0.40	174123	58.825338	-34.356906	564.112817	0.442423	823.144616	894.690293	8048	0.046220
P007_A_60s_ledger	ALL	DETECTOR_MINUS_TERM	T1_opposed_60s_0.40	417503	141.048311	-32.386136	564.793694	0.440495	781.607042	851.631708	19380	0.046419
P007_A_60s_ledger	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_60s_0.40	348651	117.787500	-31.215704	576.567934	0.440750	784.056356	853.472861	16662	0.047790
P007_A_60s_ledger	ALL	TERM_ALONE	T2_no_price_response	417503	141.048311	-32.386136	564.793694	0.440495	781.607042	851.631708	19380	0.046419
P007_A_60s_ledger	ALL	DETECTOR_MINUS_TERM	T2_no_price_response	174123	58.825338	-34.356906	564.112817	0.442423	823.144616	894.690293	8048	0.046220
P007_A_60s_ledger	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_no_price_response	105271	35.564527	-31.769481	602.336898	0.444529	858.424044	928.600216	5330	0.050631
P007_A_60s_ledger	SI	TERM_ALONE	T1_opposed_60s_0.40	42461	46.354803	-23.583229	602.722320	0.439886	989.219401	1057.907123	1891	0.044535
P007_A_60s_ledger	SI	DETECTOR_MINUS_TERM	T1_opposed_60s_0.40	133121	145.328603	-18.466226	679.827171	0.435626	928.149635	999.645440	7410	0.055664
P007_A_60s_ledger	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_60s_0.40	115518	126.111354	-16.509786	705.944278	0.435066	924.465538	995.784193	6818	0.059021
P007_A_60s_ledger	SI	TERM_ALONE	T2_no_price_response	133121	145.328603	-18.466226	679.827171	0.435626	928.149635	999.645440	7410	0.055664
P007_A_60s_ledger	SI	DETECTOR_MINUS_TERM	T2_no_price_response	42461	46.354803	-23.583229	602.722320	0.439886	989.219401	1057.907123	1891	0.044535
P007_A_60s_ledger	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_no_price_response	24858	27.137555	-18.114993	668.171540	0.440301	1015.345060	1080.933011	1299	0.052257
P007_A_60s_ledger	HG	TERM_ALONE	T1_opposed_60s_0.40	45006	44.080313	-20.496545	433.873607	0.464449	732.143659	779.297591	1537	0.034151
P007_A_60s_ledger	HG	DETECTOR_MINUS_TERM	T1_opposed_60s_0.40	101293	99.209598	-25.302180	443.568153	0.462342	683.585218	728.210149	3595	0.035491
P007_A_60s_ledger	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_60s_0.40	89807	87.959843	-27.181804	449.806986	0.462169	682.118348	725.974164	3285	0.036578
P007_A_60s_ledger	HG	TERM_ALONE	T2_no_price_response	101293	99.209598	-25.302180	443.568153	0.462342	683.585218	728.210149	3595	0.035491
P007_A_60s_ledger	HG	DETECTOR_MINUS_TERM	T2_no_price_response	45006	44.080313	-20.496545	433.873607	0.464449	732.143659	779.297591	1537	0.034151
P007_A_60s_ledger	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_no_price_response	33520	32.830558	-23.885740	447.182705	0.464708	744.852700	790.619565	1227	0.036605
P007_A_60s_ledger	NKD	TERM_ALONE	T1_opposed_60s_0.40	86656	84.707722	-46.834524	617.543385	0.432226	789.031429	874.263725	4620	0.053314
P007_A_60s_ledger	NKD	DETECTOR_MINUS_TERM	T1_opposed_60s_0.40	183089	178.972630	-46.426233	552.229089	0.431948	729.288379	811.675915	8375	0.045743
P007_A_60s_ledger	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_60s_0.40	143326	140.103617	-45.596001	556.523084	0.431910	734.762848	818.291937	6559	0.045763
P007_A_60s_ledger	NKD	TERM_ALONE	T2_no_price_response	183089	178.972630	-46.426233	552.229089	0.431948	729.288379	811.675915	8375	0.045743
P007_A_60s_ledger	NKD	DETECTOR_MINUS_TERM	T2_no_price_response	86656	84.707722	-46.834524	617.543385	0.432226	789.031429	874.263725	4620	0.053314
P007_A_60s_ledger	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_no_price_response	46893	45.838710	-44.643177	686.004489	0.432346	856.423080	947.190537	2804	0.059796
P007_B_phase_day3	ALL	TERM_ALONE	T1_opposed_phase_0.10	92814	31.356081	-20.674831	688.352201	0.444696	891.771904	966.090757	5389	0.058062
P007_B_phase_day3	ALL	DETECTOR_MINUS_TERM	T1_opposed_phase_0.10	1188230	401.429054	-28.543753	655.754910	0.439960	830.361878	898.556057	67021	0.056404
P007_B_phase_day3	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_phase_0.10	1101545	372.143581	-29.073676	654.185909	0.439586	826.229988	893.984355	62096	0.056372
P007_B_phase_day3	ALL	TERM_ALONE	T2_price_failure	1188230	401.429054	-28.543753	655.754910	0.439960	830.361878	898.556057	67021	0.056404
P007_B_phase_day3	ALL	DETECTOR_MINUS_TERM	T2_price_failure	92814	31.356081	-20.674831	688.352201	0.444696	891.771904	966.090757	5389	0.058062
P007_B_phase_day3	ALL	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_price_failure	6129	2.070608	-4.622695	870.759453	0.444444	1017.708639	1096.272610	464	0.075706
P007_B_phase_day3	SI	TERM_ALONE	T1_opposed_phase_0.10	14219	15.522926	54.769499	950.439126	0.448836	1205.151909	1286.368695	1014	0.071313
P007_B_phase_day3	SI	DETECTOR_MINUS_TERM	T1_opposed_phase_0.10	392940	428.973799	-11.780075	836.163267	0.427144	964.555117	1037.317704	27754	0.070632
P007_B_phase_day3	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_phase_0.10	379992	414.838428	-13.914826	833.547705	0.426254	956.582514	1029.049131	26862	0.070691
P007_B_phase_day3	SI	TERM_ALONE	T2_price_failure	392940	428.973799	-11.780075	836.163267	0.427144	964.555117	1037.317704	27754	0.070632
P007_B_phase_day3	SI	DETECTOR_MINUS_TERM	T2_price_failure	14219	15.522926	54.769499	950.439126	0.448836	1205.151909	1286.368695	1014	0.071313
P007_B_phase_day3	SI	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_price_failure	1271	1.387555	94.498426	1431.988304	0.403619	1272.596381	1364.294606	122	0.095987
P007_B_phase_day3	HG	TERM_ALONE	T1_opposed_phase_0.10	22962	22.489716	-23.677326	558.096340	0.458714	835.504420	879.775409	1184	0.051563
P007_B_phase_day3	HG	DETECTOR_MINUS_TERM	T1_opposed_phase_0.10	406228	397.872674	-27.966151	503.411476	0.462167	716.927264	761.429868	17926	0.044128
P007_B_phase_day3	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_phase_0.10	385178	377.255632	-28.205505	500.766164	0.462404	710.761576	755.318612	16841	0.043723
P007_B_phase_day3	HG	TERM_ALONE	T2_price_failure	406228	397.872674	-27.966151	503.411476	0.462167	716.927264	761.429868	17926	0.044128
P007_B_phase_day3	HG	DETECTOR_MINUS_TERM	T2_price_failure	22962	22.489716	-23.677326	558.096340	0.458714	835.504420	879.775409	1184	0.051563
P007_B_phase_day3	HG	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_price_failure	1912	1.872674	-24.678347	620.425502	0.468619	898.873562	961.947643	99	0.051778
P007_B_phase_day3	NKD	TERM_ALONE	T1_opposed_phase_0.10	55633	54.382209	-38.718072	676.009586	0.437852	834.900329	919.065572	3191	0.057358
P007_B_phase_day3	NKD	DETECTOR_MINUS_TERM	T1_opposed_phase_0.10	389062	380.314761	-46.077611	645.715965	0.429718	813.270578	902.991918	21341	0.054852
P007_B_phase_day3	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T1_opposed_phase_0.10	336375	328.812317	-47.192271	642.208328	0.428519	811.196098	901.794657	18393	0.054680
P007_B_phase_day3	NKD	TERM_ALONE	T2_price_failure	389062	380.314761	-46.077611	645.715965	0.429718	813.270578	902.991918	21341	0.054852
P007_B_phase_day3	NKD	DETECTOR_MINUS_TERM	T2_price_failure	55633	54.382209	-38.718072	676.009586	0.437852	834.900329	919.065572	3191	0.057358
P007_B_phase_day3	NKD	NEAR_MISS_ONLY_THIS_TERM_FAILS	T2_price_failure	2946	2.879765	-34.370333	822.385932	0.446368	984.867617	1068.189841	243	0.082485
