# PORT_M2_SHEETS_SPEC.md DISCRETIONARY_METHOD §4.2 name->count census — batch 3 (CC-M2-12.4) (spec_sha16=18d12ab86a4ee6b0)
# params_hash=4a425ed1c08530a32b70ca198ac70719f94dcc3a706dee8eb1caeaaad81b811b
# CC-M2-12.4 census batch 3 — P025/P023/P024/P007-as-entry, strictly causal detectors over the frozen v3 roster
# BOTH CC-M1-8 certificate readings are reported on every row
# Holm-Bonferroni is applied over the WHOLE batch, not per pattern
# S7 c2f / S7 erosion / S8 through-book side are NOT censusable at era scale (MBP-1 event cache covers 488 of 3,734 sessions)
reading	asset	era	metric	n	n_clusters	n_fires	beta_usd	se_naive	se_cr0	se_cr1	z_cr1	p_cr1	icc_rho	deff	n_eff	verdict	holm_rank	holm_threshold	holm_verdict
P025_RW_RAW_A_nominal	HG	GATE_2025	cert_close	112227	258	112227	1.311255	1.051868	4.084774	4.092732	0.320386	0.748676	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	334	0.001282	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	HG	GATE_2025	cert_close	112227	258	112227	-1.065293	1.245032	4.111106	4.119133	-0.258621	0.795928	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	339	0.001471	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	HG	GATE_2025	cert_peak	112227	258	62680	-409.008467	7.508420	41.861103	41.942652	-9.751612	0.000000	0.088590	39.398789	2848.488553	SIGNIFICANT_p<0.05	71	0.000166	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	HG	GATE_2025	cert_peak	112227	258	62680	-583.858445	8.834070	54.361730	54.467875	-10.719318	0.000000	0.088590	39.398789	2848.488553	SIGNIFICANT_p<0.05	62	0.000161	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	HG	GATE_2025	cert_peak	112227	258	112227	2.667111	1.411357	5.325056	5.335430	0.499887	0.617155	0.088590	39.398789	2848.488553	NOT_SIGNIFICANT	306	0.000746	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	HG	GATE_2025	cert_peak	112227	258	112227	60.629469	1.639038	6.925290	6.938812	8.737730	0.000000	0.088590	39.398789	2848.488553	SIGNIFICANT_p<0.05	83	0.000172	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	HG	GATE_2025	winner	112227	258	62680	0.812636	0.028285	0.123413	0.123653	6.571892	0.000000	0.030717	14.314158	7840.279529	SIGNIFICANT_p<0.05	106	0.000187	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	HG	GATE_2025	winner	112227	258	62680	0.290351	0.032603	0.143636	0.143917	2.017495	0.043644	0.030717	14.314158	7840.279529	SIGNIFICANT_p<0.05	181	0.000260	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	HG	GATE_2025	winner	112227	258	112227	0.214405	0.005239	0.022653	0.022697	9.446360	0.000000	0.030717	14.314158	7840.279529	SIGNIFICANT_p<0.05	74	0.000167	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	HG	GATE_2025	winner	112227	258	112227	0.187178	0.006039	0.025407	0.025457	7.352791	0.000000	0.030717	14.314158	7840.279529	SIGNIFICANT_p<0.05	98	0.000182	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	NKD	FIT	cert_close	399526	1023	167402	-3.476417	2.700722	9.133011	9.137490	-0.380456	0.703607	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	323	0.001000	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	NKD	FIT	cert_close	399526	1023	167402	-5.060589	2.854809	9.862327	9.867176	-0.512871	0.608042	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	304	0.000725	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	NKD	FIT	cert_close	399526	1023	399526	0.666628	0.554340	1.765166	1.766032	0.377473	0.705822	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	325	0.001042	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	NKD	FIT	cert_close	399526	1023	399526	1.003276	0.585967	1.911590	1.912530	0.524581	0.599875	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	302	0.000704	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	NKD	FIT	cert_peak	399526	1023	167402	-427.688326	3.315807	12.637132	12.643329	-33.827192	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	13	0.000139	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	NKD	FIT	cert_peak	399526	1023	167402	-510.906995	3.481380	14.724942	14.732181	-34.679657	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	11	0.000138	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	NKD	FIT	cert_peak	399526	1023	399526	18.716150	0.693985	1.860047	1.860959	10.057259	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	70	0.000165	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	NKD	FIT	cert_peak	399526	1023	399526	52.703438	0.714575	2.061448	2.062461	25.553663	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	24	0.000143	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	NKD	FIT	winner	399526	1023	167402	0.231259	0.013856	0.062723	0.062754	3.685155	0.000229	0.039109	16.230803	24615.294112	SIGNIFICANT_p<0.05	144	0.000218	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	NKD	FIT	winner	399526	1023	167402	-0.195184	0.015424	0.074640	0.074676	-2.613739	0.008956	0.039109	16.230803	24615.294112	SIGNIFICANT_p<0.05	162	0.000237	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	NKD	FIT	winner	399526	1023	399526	0.223101	0.003058	0.011934	0.011940	18.685197	0.000000	0.039109	16.230803	24615.294112	SIGNIFICANT_p<0.05	36	0.000148	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	NKD	FIT	winner	399526	1023	399526	0.241174	0.003419	0.014382	0.014389	16.761011	0.000000	0.039109	16.230803	24615.294112	SIGNIFICANT_p<0.05	43	0.000152	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	NKD	GATE_2025	cert_close	112168	258	51210	12.179563	7.552781	55.049874	55.157117	0.220816	0.825236	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	345	0.001786	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	NKD	GATE_2025	cert_close	112168	258	51210	25.694802	7.772680	54.309543	54.415586	0.472196	0.636787	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	311	0.000806	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	NKD	GATE_2025	cert_close	112168	258	112168	-10.026091	1.487304	5.775139	5.786389	-1.732702	0.083149	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	198	0.000286	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	NKD	GATE_2025	cert_close	112168	258	112168	-11.226118	1.530899	5.134206	5.144231	-2.182273	0.029089	0.034497	15.931347	7040.710458	SIGNIFICANT_p<0.05	175	0.000253	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	NKD	GATE_2025	cert_peak	112168	258	51210	-413.454571	9.766607	55.391588	55.499496	-7.449699	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	95	0.000180	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	NKD	GATE_2025	cert_peak	112168	258	51210	-478.255847	10.020202	60.475900	60.593983	-7.892794	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	93	0.000179	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	NKD	GATE_2025	cert_peak	112168	258	112168	31.489635	1.936646	5.636508	5.647488	5.575866	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	124	0.000201	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	NKD	GATE_2025	cert_peak	112168	258	112168	53.825669	1.973569	6.243366	6.255557	8.604457	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	87	0.000175	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	NKD	GATE_2025	winner	112168	258	51210	0.119798	0.024064	0.096569	0.096757	1.238136	0.215666	0.026072	12.284763	9130.660298	NOT_SIGNIFICANT	228	0.000345	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	NKD	GATE_2025	winner	112168	258	51210	-0.050390	0.024994	0.108763	0.108975	-0.462396	0.643797	0.026072	12.284763	9130.660298	NOT_SIGNIFICANT	315	0.000862	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	NKD	GATE_2025	winner	112168	258	112168	0.135922	0.005009	0.020275	0.020314	6.690974	0.000000	0.026072	12.284763	9130.660298	SIGNIFICANT_p<0.05	105	0.000187	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	NKD	GATE_2025	winner	112168	258	112168	0.138622	0.005193	0.022262	0.022306	6.214638	0.000000	0.026072	12.284763	9130.660298	SIGNIFICANT_p<0.05	114	0.000193	HOLM_SIGNIFICANT
P025_NY_IN_b0_lt15m_A_nominal	ALL	FIT	cert_close	16843	2857	2066	-7.253408	3.890715	4.018717	4.019540	-1.804537	0.071147	-0.073104	0.642227	26225.912594	NOT_SIGNIFICANT	192	0.000276	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b0_lt15m_A_nominal	ALL	FIT	winner	16843	2857	2066	-16.573238	4012.444562	0.768091	0.768248	-21.572767	0.000000	-0.093791	0.540988	31133.787558	SIGNIFICANT_p<0.05	30	0.000146	HOLM_SIGNIFICANT
P025_NY_IN_b1_15-30m_A_nominal	ALL	FIT	cert_close	21249	2894	1925	-3.257630	6.947977	6.026080	6.027263	-0.540482	0.588864	0.062876	1.398687	15192.103817	NOT_SIGNIFICANT	296	0.000649	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b1_15-30m_A_nominal	ALL	FIT	winner	21249	2894	1925	-1.095810	1.016811	1.043564	1.043769	-1.049859	0.293783	0.104482	1.662508	12781.294890	NOT_SIGNIFICANT	247	0.000397	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b2_30-60m_A_nominal	ALL	FIT	cert_close	43841	2950	7911	-2.265133	4.393039	5.701520	5.702551	-0.397214	0.691210	0.010243	1.141946	38391.473814	NOT_SIGNIFICANT	318	0.000909	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b2_30-60m_A_nominal	ALL	FIT	winner	43841	2950	7911	-0.639348	0.184368	0.593466	0.593573	-1.077118	0.281428	0.174449	3.417606	12827.986657	NOT_SIGNIFICANT	242	0.000382	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b3_1-2h_A_nominal	ALL	FIT	cert_close	103989	2960	30733	-12.584974	3.398567	6.986173	6.987387	-1.801099	0.071687	0.015433	1.526657	68115.482838	NOT_SIGNIFICANT	194	0.000279	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b3_1-2h_A_nominal	ALL	FIT	winner	103989	2960	30733	0.373812	0.051191	0.190793	0.190826	1.958917	0.050123	0.135649	5.629104	18473.455606	NOT_SIGNIFICANT	187	0.000269	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b4_2-3h_A_nominal	ALL	FIT	cert_close	134349	2960	38278	7.424804	3.930700	11.956503	11.958567	0.620877	0.534680	0.021330	1.946601	69017.231915	NOT_SIGNIFICANT	285	0.000568	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b4_2-3h_A_nominal	ALL	FIT	winner	134349	2960	38278	0.757704	0.031994	0.121783	0.121804	6.220694	0.000000	0.133500	6.924652	19401.553093	SIGNIFICANT_p<0.05	112	0.000192	HOLM_SIGNIFICANT
P025_NY_IN_b5_3-4h_A_nominal	ALL	FIT	cert_close	128185	2960	34940	-1.704665	4.203220	7.249532	7.250785	-0.235101	0.814131	0.016631	1.703475	75249.123419	NOT_SIGNIFICANT	342	0.001613	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b5_3-4h_A_nominal	ALL	FIT	winner	128185	2960	34940	0.014174	0.033991	0.104244	0.104262	0.135943	0.891867	0.123764	6.235239	20558.151986	NOT_SIGNIFICANT	353	0.002500	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b6_4-6h_A_nominal	ALL	FIT	cert_close	260027	2960	114438	10.345486	3.121870	8.103629	8.105014	1.276430	0.201803	0.034481	3.994319	65099.204199	NOT_SIGNIFICANT	225	0.000338	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b6_4-6h_A_nominal	ALL	FIT	winner	260027	2960	114438	-0.209482	0.017397	0.062641	0.062651	-3.343618	0.000827	0.105975	10.202710	25486.070779	SIGNIFICANT_p<0.05	149	0.000223	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b7_6-8h_A_nominal	ALL	FIT	cert_close	353458	2960	287563	2.773032	4.247152	13.910291	13.912661	0.199317	0.842015	0.062734	8.427859	41939.239506	NOT_SIGNIFICANT	350	0.002174	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b7_6-8h_A_nominal	ALL	FIT	winner	353458	2960	287563	0.046070	0.015920	0.054468	0.054477	0.845667	0.397738	0.119966	15.204382	23247.113226	NOT_SIGNIFICANT	266	0.000467	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b8_ge8h_A_nominal	ALL	FIT	cert_close	160327	2960	152125	14.845291	13.092939	30.695822	30.701104	0.483543	0.628711	0.133148	8.077480	19848.641030	NOT_SIGNIFICANT	310	0.000794	HOLM_NOT_SIGNIFICANT
P025_NY_IN_b8_ge8h_A_nominal	ALL	FIT	winner	160327	2960	152125	0.174318	0.041079	0.122466	0.122487	1.423155	0.154691	0.193399	11.280118	14213.238315	NOT_SIGNIFICANT	211	0.000309	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	ALL	FIT	cert_close	1222268	2960	669979	8.164390	1.530036	5.833753	5.834741	1.399272	0.161731	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	215	0.000316	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	ALL	FIT	cert_close	1222268	2960	669979	4.370547	1.810803	6.065500	6.066530	0.720436	0.471257	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	279	0.000532	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	ALL	FIT	cert_close	1222268	2960	1222268	1.835492	0.297785	1.162835	1.163032	1.578195	0.114521	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	206	0.000299	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	ALL	FIT	cert_close	1222268	2960	1222268	1.380530	0.352431	1.216654	1.216861	1.134502	0.256584	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	238	0.000370	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	ALL	FIT	cert_peak	1222268	2960	669979	-367.721438	1.851716	9.032704	9.034234	-40.703112	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	4	0.000136	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	ALL	FIT	cert_peak	1222268	2960	669979	-543.624924	2.171242	11.318633	11.320555	-48.021049	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	5	0.000136	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	ALL	FIT	cert_peak	1222268	2960	1222268	7.419207	0.366100	1.190874	1.191076	6.228996	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	111	0.000191	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	ALL	FIT	cert_peak	1222268	2960	1222268	64.008985	0.422582	1.475330	1.475581	43.378839	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	6	0.000136	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	ALL	FIT	winner	1222268	2960	669979	0.636635	0.008395	0.037037	0.037043	17.186361	0.000000	0.042979	18.703255	65350.550741	SIGNIFICANT_p<0.05	40	0.000150	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	ALL	FIT	winner	1222268	2960	669979	0.002184	0.010081	0.046733	0.046741	0.046726	0.962731	0.042979	18.703255	65350.550741	NOT_SIGNIFICANT	365	0.006250	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	ALL	FIT	winner	1222268	2960	1222268	0.231129	0.001712	0.006849	0.006850	33.740897	0.000000	0.042979	18.703255	65350.550741	SIGNIFICANT_p<0.05	15	0.000140	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	ALL	FIT	winner	1222268	2960	1222268	0.230887	0.002045	0.008585	0.008586	26.890483	0.000000	0.042979	18.703255	65350.550741	SIGNIFICANT_p<0.05	21	0.000142	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	ALL	GATE_2025	cert_close	358092	774	193767	21.198625	4.590447	23.751544	23.766936	0.891938	0.372426	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	261	0.000446	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	ALL	GATE_2025	cert_close	358092	774	193767	19.998728	5.095915	24.125956	24.141624	0.828392	0.407449	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	269	0.000481	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	ALL	GATE_2025	cert_close	358092	774	358092	2.177138	0.873081	3.638071	3.640429	0.598044	0.549810	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	289	0.000595	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	ALL	GATE_2025	cert_close	358092	774	358092	0.525571	0.969199	3.493297	3.495565	0.150354	0.880486	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	352	0.002381	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	ALL	GATE_2025	cert_peak	358092	774	193767	-447.547900	6.747323	39.918964	39.944833	-11.204150	0.000000	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	58	0.000159	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	ALL	GATE_2025	cert_peak	358092	774	193767	-604.424856	7.465922	46.969398	46.999901	-12.860130	0.000000	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	51	0.000155	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	ALL	GATE_2025	cert_peak	358092	774	358092	18.798613	1.290759	3.990358	3.992944	4.707958	0.000003	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	129	0.000205	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	ALL	GATE_2025	cert_peak	358092	774	358092	68.714199	1.419953	4.994260	4.997503	13.749707	0.000000	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	48	0.000154	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	ALL	GATE_2025	winner	358092	774	193767	0.526874	0.014280	0.056441	0.056477	9.328952	0.000000	0.023909	12.032459	29760.499384	SIGNIFICANT_p<0.05	76	0.000168	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	ALL	GATE_2025	winner	358092	774	193767	0.213059	0.015767	0.064963	0.065005	3.277556	0.001047	0.023909	12.032459	29760.499384	SIGNIFICANT_p<0.05	152	0.000226	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	ALL	GATE_2025	winner	358092	774	358092	0.158623	0.002787	0.010452	0.010459	15.166152	0.000000	0.023909	12.032459	29760.499384	SIGNIFICANT_p<0.05	46	0.000153	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	ALL	GATE_2025	winner	358092	774	358092	0.140944	0.003066	0.011850	0.011857	11.886730	0.000000	0.023909	12.032459	29760.499384	SIGNIFICANT_p<0.05	54	0.000157	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	SI	FIT	cert_close	405477	916	274474	25.445924	3.330148	11.077294	11.083359	2.295868	0.021683	0.033161	15.643703	25919.502375	SIGNIFICANT_p<0.05	172	0.000249	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	SI	FIT	cert_close	405477	916	274474	17.581229	4.158265	10.618779	10.624606	1.654765	0.097972	0.033161	15.643703	25919.502375	NOT_SIGNIFICANT	203	0.000294	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	SI	FIT	cert_close	405477	916	405477	4.436750	0.624442	2.674143	2.675608	1.658222	0.097273	0.033161	15.643703	25919.502375	NOT_SIGNIFICANT	201	0.000291	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	SI	FIT	cert_close	405477	916	405477	2.462460	0.779716	2.893921	2.895509	0.850441	0.395080	0.033161	15.643703	25919.502375	NOT_SIGNIFICANT	265	0.000463	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	SI	FIT	cert_peak	405477	916	274474	-415.319882	3.897215	18.446330	18.456430	-22.502720	0.000000	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	28	0.000145	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	SI	FIT	cert_peak	405477	916	274474	-690.780661	4.812498	25.014748	25.028475	-27.599790	0.000000	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	19	0.000141	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	SI	FIT	cert_peak	405477	916	405477	8.676133	0.740805	2.441404	2.442741	3.551803	0.000383	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	146	0.000220	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	SI	FIT	cert_peak	405477	916	405477	86.247596	0.902392	3.597800	3.599774	23.959169	0.000000	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	25	0.000144	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	SI	FIT	winner	405477	916	274474	1.057311	0.016840	0.065438	0.065474	16.148639	0.000000	0.036050	16.919215	23965.473814	SIGNIFICANT_p<0.05	45	0.000152	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	SI	FIT	winner	405477	916	274474	0.475882	0.020072	0.082231	0.082276	5.783985	0.000000	0.036050	16.919215	23965.473814	SIGNIFICANT_p<0.05	119	0.000197	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	SI	FIT	winner	405477	916	405477	0.230655	0.002874	0.011414	0.011420	20.196999	0.000000	0.036050	16.919215	23965.473814	SIGNIFICANT_p<0.05	31	0.000146	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	SI	FIT	winner	405477	916	405477	0.182388	0.003447	0.014159	0.014167	12.874554	0.000000	0.036050	16.919215	23965.473814	SIGNIFICANT_p<0.05	50	0.000155	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	SI	GATE_2025	cert_close	133697	258	79877	23.902699	9.561883	41.902635	41.984236	0.569326	0.569135	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	295	0.000641	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	SI	GATE_2025	cert_close	133697	258	79877	-11.640049	11.090087	42.218706	42.301080	-0.275171	0.783185	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	336	0.001351	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	SI	GATE_2025	cert_close	133697	258	133697	11.918009	1.773818	7.296238	7.310446	1.630271	0.103044	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	204	0.000296	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	SI	GATE_2025	cert_close	133697	258	133697	13.012477	2.057613	7.202524	7.216577	1.803137	0.071367	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	193	0.000278	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	SI	GATE_2025	cert_peak	133697	258	79877	-599.617795	14.900239	96.441072	96.628880	-6.205368	0.000000	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	116	0.000195	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	SI	GATE_2025	cert_peak	133697	258	79877	-864.749421	17.224891	117.639173	117.868702	-7.336548	0.000000	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	99	0.000182	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	SI	GATE_2025	cert_peak	133697	258	133697	15.757729	2.780893	7.768126	7.783253	2.024568	0.042912	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	179	0.000258	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	SI	GATE_2025	cert_peak	133697	258	133697	97.066757	3.195841	11.246622	11.268565	8.613941	0.000000	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	85	0.000174	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	SI	GATE_2025	winner	133697	258	79877	0.737332	0.024825	0.080019	0.080175	9.196544	0.000000	0.016807	9.683852	13806.179889	SIGNIFICANT_p<0.05	78	0.000169	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	SI	GATE_2025	winner	133697	258	79877	0.492860	0.028098	0.092288	0.092468	5.330081	0.000000	0.016807	9.683852	13806.179889	SIGNIFICANT_p<0.05	125	0.000202	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	SI	GATE_2025	winner	133697	258	133697	0.134652	0.004400	0.012426	0.012450	10.815618	0.000000	0.016807	9.683852	13806.179889	SIGNIFICANT_p<0.05	59	0.000159	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	SI	GATE_2025	winner	133697	258	133697	0.091201	0.005007	0.014461	0.014489	6.294597	0.000000	0.016807	9.683852	13806.179889	SIGNIFICANT_p<0.05	109	0.000189	HOLM_SIGNIFICANT
P025_NY_RAW_B_observed	HG	FIT	cert_close	417265	1021	228103	-11.995147	2.063621	6.001919	6.004868	-1.997571	0.045763	0.010435	5.253842	79420.928170	SIGNIFICANT_p<0.05	186	0.000267	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_B_observed	HG	FIT	cert_close	417265	1021	228103	-12.447177	2.654683	6.155102	6.158134	-2.021258	0.043253	0.010435	5.253842	79420.928170	SIGNIFICANT_p<0.05	180	0.000259	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_B_observed	HG	FIT	cert_close	417265	1021	417265	-1.316277	0.381967	1.222950	1.223551	-1.075784	0.282024	0.010435	5.253842	79420.928170	NOT_SIGNIFICANT	243	0.000385	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_B_observed	HG	FIT	cert_close	417265	1021	417265	0.133001	0.491358	1.315238	1.315885	0.101074	0.919492	0.010435	5.253842	79420.928170	NOT_SIGNIFICANT	357	0.003125	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_B_observed	HG	FIT	cert_peak	417265	1021	228103	-394.907253	2.521268	10.855368	10.860701	-36.361121	0.000000	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	10	0.000138	HOLM_SIGNIFICANT
P025_NY_ADJ_B_observed	HG	FIT	cert_peak	417265	1021	228103	-595.431612	3.205648	15.909680	15.917515	-37.407322	0.000000	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	7	0.000137	HOLM_SIGNIFICANT
P025_RW_RAW_B_observed	HG	FIT	cert_peak	417265	1021	417265	-10.328102	0.479920	1.262700	1.263321	-8.175362	0.000000	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	90	0.000177	HOLM_SIGNIFICANT
P025_RW_ADJ_B_observed	HG	FIT	cert_peak	417265	1021	417265	59.000560	0.593336	2.037490	2.038493	28.943221	0.000000	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	17	0.000140	HOLM_SIGNIFICANT
