# PORT_M2_SHEETS_SPEC.md DISCRETIONARY_METHOD §4.2 name->count census — batch 3 (CC-M2-12.4) (spec_sha16=18d12ab86a4ee6b0)
# params_hash=4a425ed1c08530a32b70ca198ac70719f94dcc3a706dee8eb1caeaaad81b811b
# CC-M2-12.4 census batch 3 — P025/P023/P024/P007-as-entry, strictly causal detectors over the frozen v3 roster
# BOTH CC-M1-8 certificate readings are reported on every row
# Holm-Bonferroni is applied over the WHOLE batch, not per pattern
# S7 c2f / S7 erosion / S8 through-book side are NOT censusable at era scale (MBP-1 event cache covers 488 of 3,734 sessions)
reading	asset	era	metric	n	n_clusters	n_fires	beta_usd	se_naive	se_cr0	se_cr1	z_cr1	p_cr1	icc_rho	deff	n_eff	verdict	holm_rank	holm_threshold	holm_verdict
P024_A_core	NKD	GATE_2025	cert_peak	112168	258	403	16.499342	81.954535	242.791013	243.263995	0.067825	0.945925	0.090904	40.346507	2780.116721	NOT_SIGNIFICANT	360	0.003846	HOLM_NOT_SIGNIFICANT
P024_B_confluence	ALL	FIT	cert_close	1222268	2960	594	53.978872	34.550082	93.215695	93.231483	0.578977	0.562605	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	292	0.000617	HOLM_NOT_SIGNIFICANT
P024_B_confluence	ALL	FIT	cert_peak	1222268	2960	594	-2.728841	42.482754	82.958411	82.972461	-0.032889	0.973763	0.107100	45.114907	27092.330853	NOT_SIGNIFICANT	366	0.007143	HOLM_NOT_SIGNIFICANT
P024_B_confluence	ALL	GATE_2025	cert_close	358092	774	145	-168.893988	113.701166	145.611310	145.705668	-1.159145	0.246397	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	235	0.000362	HOLM_NOT_SIGNIFICANT
P024_B_confluence	ALL	GATE_2025	cert_peak	358092	774	145	-284.759207	168.143394	162.864574	162.970114	-1.747309	0.080584	0.089304	42.207482	8484.088273	NOT_SIGNIFICANT	197	0.000284	HOLM_NOT_SIGNIFICANT
P024_B_confluence	SI	FIT	cert_close	405477	916	164	218.150911	77.457690	185.034113	185.135425	1.178332	0.238664	0.033161	15.643703	25919.502375	NOT_SIGNIFICANT	233	0.000357	HOLM_NOT_SIGNIFICANT
P024_B_confluence	SI	FIT	cert_peak	405477	916	164	40.308052	91.902367	155.824534	155.909853	0.258534	0.795995	0.089446	40.498570	10012.131239	NOT_SIGNIFICANT	340	0.001515	HOLM_NOT_SIGNIFICANT
P024_B_confluence	SI	GATE_2025	cert_close	133697	258	30	-282.628597	313.085000	286.724943	287.283306	-0.983797	0.325215	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	252	0.000413	HOLM_NOT_SIGNIFICANT
P024_B_confluence	SI	GATE_2025	cert_peak	133697	258	30	-845.158756	490.809419	244.288674	244.764398	-3.452948	0.000554	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	147	0.000221	HOLM_NOT_SIGNIFICANT
P024_B_confluence	HG	FIT	cert_close	417265	1021	70	-1.575874	79.325257	134.535267	134.601360	-0.011708	0.990659	0.010435	5.253842	79420.928170	NOT_SIGNIFICANT	371	0.025000	HOLM_NOT_SIGNIFICANT
P024_B_confluence	HG	FIT	cert_peak	417265	1021	70	-37.521524	99.721487	96.142115	96.189348	-0.390080	0.696478	0.107931	44.996430	9273.291256	NOT_SIGNIFICANT	320	0.000943	HOLM_NOT_SIGNIFICANT
P024_B_confluence	HG	GATE_2025	cert_close	112227	258	17	-26.975730	228.754031	264.344741	264.859712	-0.101849	0.918876	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	356	0.002941	HOLM_NOT_SIGNIFICANT
P024_B_confluence	HG	GATE_2025	cert_peak	112227	258	17	-102.146487	306.936314	303.509464	304.100731	-0.335897	0.736949	0.088590	39.398789	2848.488553	NOT_SIGNIFICANT	328	0.001111	HOLM_NOT_SIGNIFICANT
P024_B_confluence	NKD	FIT	cert_close	399526	1023	360	0.092150	44.411255	122.540950	122.601041	0.000752	0.999400	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	372	0.050000	HOLM_NOT_SIGNIFICANT
P024_B_confluence	NKD	FIT	cert_peak	399526	1023	360	-37.616208	55.649420	113.203646	113.259158	-0.332125	0.739795	0.103320	41.236956	9688.542561	NOT_SIGNIFICANT	330	0.001163	HOLM_NOT_SIGNIFICANT
P024_B_confluence	NKD	GATE_2025	cert_close	112168	258	98	-148.792257	127.333970	189.355600	189.724484	-0.784254	0.432891	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	270	0.000485	HOLM_NOT_SIGNIFICANT
P024_B_confluence	NKD	GATE_2025	cert_peak	112168	258	98	-112.656439	165.966290	222.754395	223.188344	-0.504760	0.613728	0.090904	40.346507	2780.116721	NOT_SIGNIFICANT	305	0.000735	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	ALL	FIT	cert_close	1222268	2960	68852	-10.184424	3.302687	4.069806	4.070495	-2.502011	0.012349	0.022433	10.240405	119357.383380	SIGNIFICANT_p<0.05	165	0.000240	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	ALL	FIT	cert_peak	1222268	2960	68852	-68.548387	4.060520	7.650819	7.652115	-8.958097	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	81	0.000171	HOLM_SIGNIFICANT
P007_A_60s_ledger	ALL	GATE_2025	cert_close	358092	774	13707	-13.136851	11.922452	12.647658	12.655853	-1.038006	0.299267	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	250	0.000407	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	ALL	GATE_2025	cert_peak	358092	774	13707	-215.435106	17.627513	33.323260	33.344854	-6.460820	0.000000	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	108	0.000189	HOLM_SIGNIFICANT
P007_A_60s_ledger	SI	FIT	cert_close	405477	916	17603	-20.169968	7.642643	8.545753	8.550432	-2.358941	0.018327	0.033161	15.643703	25919.502375	SIGNIFICANT_p<0.05	170	0.000246	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	SI	FIT	cert_peak	405477	916	17603	-16.354269	9.067834	14.355297	14.363157	-1.138626	0.254859	0.089446	40.498570	10012.131239	NOT_SIGNIFICANT	237	0.000368	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	SI	GATE_2025	cert_close	133697	258	2838	-20.914344	32.533265	27.126433	27.179258	-0.769497	0.441599	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	272	0.000495	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	SI	GATE_2025	cert_peak	133697	258	2838	-208.602567	50.998249	77.673625	77.824885	-2.680410	0.007353	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	160	0.000235	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	HG	FIT	cert_close	417265	1021	11486	17.680337	6.279090	5.824929	5.827790	3.033798	0.002415	0.010435	5.253842	79420.928170	SIGNIFICANT_p<0.05	155	0.000229	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	HG	FIT	cert_peak	417265	1021	11486	-25.391919	7.893558	11.208349	11.213856	-2.264334	0.023554	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	173	0.000250	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	HG	GATE_2025	cert_close	112227	258	3720	9.280290	15.725628	18.733642	18.770137	0.494418	0.621011	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	307	0.000758	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	HG	GATE_2025	cert_peak	112227	258	3720	-74.767876	21.099108	27.489579	27.543132	-2.714574	0.006636	0.088590	39.398789	2848.488553	SIGNIFICANT_p<0.05	158	0.000233	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	NKD	FIT	cert_close	399526	1023	39763	-3.146879	4.451158	6.409039	6.412182	-0.490766	0.623592	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	308	0.000769	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	NKD	FIT	cert_peak	399526	1023	39763	-119.349447	5.574322	15.097625	15.105028	-7.901306	0.000000	0.103320	41.236956	9688.542561	SIGNIFICANT_p<0.05	91	0.000177	HOLM_SIGNIFICANT
P007_A_60s_ledger	NKD	GATE_2025	cert_close	112168	258	7149	-13.173027	15.400919	17.078204	17.111474	-0.769836	0.441397	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	271	0.000490	HOLM_NOT_SIGNIFICANT
P007_A_60s_ledger	NKD	GATE_2025	cert_peak	112168	258	7149	-192.643499	20.065202	33.719466	33.785155	-5.702016	0.000000	0.090904	40.346507	2780.116721	SIGNIFICANT_p<0.05	122	0.000199	HOLM_SIGNIFICANT
P007_B_phase_day3	ALL	FIT	cert_close	1222268	2960	86685	7.418568	2.966456	16.555366	16.558170	0.448031	0.654131	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	317	0.000893	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	ALL	FIT	cert_peak	1222268	2960	86685	52.715029	3.647246	19.557923	19.561236	2.694872	0.007042	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	159	0.000234	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	ALL	GATE_2025	cert_close	358092	774	24212	21.000116	9.110577	34.528920	34.551296	0.607795	0.543323	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	288	0.000588	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	ALL	GATE_2025	cert_peak	358092	774	24212	-59.836482	13.472631	46.457532	46.487637	-1.287148	0.198043	0.089304	42.207482	8484.088273	NOT_SIGNIFICANT	221	0.000329	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	SI	FIT	cert_close	405477	916	12948	64.954662	8.857680	51.015495	51.043428	1.272537	0.203182	0.033161	15.643703	25919.502375	NOT_SIGNIFICANT	226	0.000340	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	SI	FIT	cert_peak	405477	916	12948	238.166295	10.503441	61.680454	61.714226	3.859180	0.000114	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	138	0.000213	HOLM_SIGNIFICANT
P007_B_phase_day3	SI	GATE_2025	cert_close	133697	258	3177	222.586363	30.782527	165.314930	165.636862	1.343821	0.179006	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	216	0.000318	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	SI	GATE_2025	cert_peak	133697	258	3177	182.274963	48.263646	169.942586	170.273529	1.070483	0.284402	0.071352	37.866902	3530.708714	NOT_SIGNIFICANT	244	0.000388	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	HG	FIT	cert_close	417265	1021	21050	4.436815	4.693946	21.468450	21.478997	0.206565	0.836349	0.010435	5.253842	79420.928170	NOT_SIGNIFICANT	348	0.002000	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	HG	FIT	cert_peak	417265	1021	21050	115.845253	5.898142	27.295223	27.308632	4.242075	0.000022	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	133	0.000208	HOLM_SIGNIFICANT
P007_B_phase_day3	HG	GATE_2025	cert_close	112227	258	7512	-40.450579	11.264238	46.219172	46.309211	-0.873489	0.382397	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	263	0.000455	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	HG	GATE_2025	cert_peak	112227	258	7512	146.581421	15.108608	69.492114	69.627491	2.105223	0.035272	0.088590	39.398789	2848.488553	SIGNIFICANT_p<0.05	177	0.000255	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	NKD	FIT	cert_close	399526	1023	52687	8.782070	3.938244	22.511235	22.522274	0.389928	0.696590	0.014414	6.613262	60412.847326	NOT_SIGNIFICANT	321	0.000962	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	NKD	FIT	cert_peak	399526	1023	52687	10.929438	4.934811	23.445439	23.456936	0.465936	0.641261	0.103320	41.236956	9688.542561	NOT_SIGNIFICANT	313	0.000833	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	NKD	GATE_2025	cert_close	112168	258	13523	16.910064	11.553842	49.239289	49.335212	0.342759	0.731780	0.034497	15.931347	7040.710458	NOT_SIGNIFICANT	327	0.001087	HOLM_NOT_SIGNIFICANT
P007_B_phase_day3	NKD	GATE_2025	cert_peak	112168	258	13523	-73.063783	15.057708	63.423713	63.547269	-1.149755	0.250245	0.090904	40.346507	2780.116721	NOT_SIGNIFICANT	236	0.000365	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	ALL	FIT	cert_close	1222268	2960	669979	8.164390	1.530036	5.833753	5.834741	1.399272	0.161731	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	214	0.000314	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	ALL	FIT	cert_close	1222268	2960	669979	4.394505	1.811933	6.072297	6.073328	0.723574	0.469327	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	278	0.000526	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	ALL	FIT	cert_close	1222268	2960	1222268	1.826991	0.297645	1.160590	1.160786	1.573926	0.115505	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	207	0.000301	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	ALL	FIT	cert_close	1222268	2960	1222268	1.369040	0.352485	1.215137	1.215343	1.126464	0.259969	0.022433	10.240405	119357.383380	NOT_SIGNIFICANT	239	0.000373	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	ALL	FIT	cert_peak	1222268	2960	669979	-367.721438	1.851716	9.032704	9.034234	-40.703112	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	1	0.000134	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	ALL	FIT	cert_peak	1222268	2960	669979	-543.468960	2.172721	11.324743	11.326665	-47.981374	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	2	0.000135	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	ALL	FIT	cert_peak	1222268	2960	1222268	7.188150	0.365931	1.189698	1.189900	6.040972	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	118	0.000196	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	ALL	FIT	cert_peak	1222268	2960	1222268	63.823000	0.422671	1.475615	1.475866	43.244453	0.000000	0.107100	45.114907	27092.330853	SIGNIFICANT_p<0.05	3	0.000135	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	ALL	FIT	winner	1222268	2960	669979	0.636635	0.008395	0.037037	0.037043	17.186361	0.000000	0.042979	18.703255	65350.550741	SIGNIFICANT_p<0.05	39	0.000150	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	ALL	FIT	winner	1222268	2960	669979	0.002200	0.010087	0.046780	0.046788	0.047025	0.962493	0.042979	18.703255	65350.550741	NOT_SIGNIFICANT	364	0.005556	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	ALL	FIT	winner	1222268	2960	1222268	0.230682	0.001711	0.006842	0.006843	33.710508	0.000000	0.042979	18.703255	65350.550741	SIGNIFICANT_p<0.05	16	0.000140	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	ALL	FIT	winner	1222268	2960	1222268	0.230438	0.002045	0.008585	0.008587	26.837074	0.000000	0.042979	18.703255	65350.550741	SIGNIFICANT_p<0.05	22	0.000142	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	ALL	GATE_2025	cert_close	358092	774	193767	21.198625	4.590447	23.751544	23.766936	0.891938	0.372426	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	260	0.000442	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	ALL	GATE_2025	cert_close	358092	774	193767	20.148129	5.098749	24.154557	24.170243	0.833592	0.404511	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	268	0.000476	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	ALL	GATE_2025	cert_close	358092	774	358092	2.125466	0.872487	3.627593	3.629944	0.585537	0.558187	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	291	0.000610	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	ALL	GATE_2025	cert_close	358092	774	358092	0.458722	0.969077	3.486427	3.488692	0.131488	0.895389	0.027882	13.865479	25826.153783	NOT_SIGNIFICANT	354	0.002632	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	ALL	GATE_2025	cert_peak	358092	774	193767	-447.547900	6.747323	39.918964	39.944833	-11.204150	0.000000	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	57	0.000158	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	ALL	GATE_2025	cert_peak	358092	774	193767	-604.226118	7.470278	46.992213	47.022731	-12.849660	0.000000	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	52	0.000156	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	ALL	GATE_2025	cert_peak	358092	774	358092	18.432715	1.289894	3.980087	3.982666	4.628235	0.000004	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	130	0.000206	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	ALL	GATE_2025	cert_peak	358092	774	358092	68.417010	1.419814	4.987181	4.990420	13.709671	0.000000	0.089304	42.207482	8484.088273	SIGNIFICANT_p<0.05	49	0.000154	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	ALL	GATE_2025	winner	358092	774	193767	0.526874	0.014280	0.056441	0.056477	9.328952	0.000000	0.023909	12.032459	29760.499384	SIGNIFICANT_p<0.05	75	0.000168	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	ALL	GATE_2025	winner	358092	774	193767	0.212937	0.015777	0.065060	0.065102	3.270820	0.001072	0.023909	12.032459	29760.499384	SIGNIFICANT_p<0.05	153	0.000227	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	ALL	GATE_2025	winner	358092	774	358092	0.158244	0.002785	0.010433	0.010440	15.157661	0.000000	0.023909	12.032459	29760.499384	SIGNIFICANT_p<0.05	47	0.000153	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	ALL	GATE_2025	winner	358092	774	358092	0.140538	0.003066	0.011844	0.011852	11.857932	0.000000	0.023909	12.032459	29760.499384	SIGNIFICANT_p<0.05	55	0.000157	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	SI	FIT	cert_close	405477	916	274474	25.445924	3.330148	11.077294	11.083359	2.295868	0.021683	0.033161	15.643703	25919.502375	SIGNIFICANT_p<0.05	171	0.000248	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	SI	FIT	cert_close	405477	916	274474	17.654891	4.161309	10.639679	10.645518	1.658434	0.097230	0.033161	15.643703	25919.502375	NOT_SIGNIFICANT	200	0.000289	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	SI	FIT	cert_close	405477	916	405477	4.420124	0.624267	2.669359	2.670821	1.654968	0.097931	0.033161	15.643703	25919.502375	NOT_SIGNIFICANT	202	0.000292	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	SI	FIT	cert_close	405477	916	405477	2.435529	0.780068	2.891105	2.892692	0.841960	0.399811	0.033161	15.643703	25919.502375	NOT_SIGNIFICANT	267	0.000472	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	SI	FIT	cert_peak	405477	916	274474	-415.319882	3.897215	18.446330	18.456430	-22.502720	0.000000	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	27	0.000145	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	SI	FIT	cert_peak	405477	916	274474	-690.188207	4.816473	25.043128	25.056871	-27.544868	0.000000	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	20	0.000142	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	SI	FIT	cert_peak	405477	916	405477	8.341299	0.740606	2.437208	2.438542	3.420609	0.000625	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	148	0.000222	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	SI	FIT	cert_peak	405477	916	405477	85.925687	0.902883	3.600222	3.602198	23.853684	0.000000	0.089446	40.498570	10012.131239	SIGNIFICANT_p<0.05	26	0.000144	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	SI	FIT	winner	405477	916	274474	1.057311	0.016840	0.065438	0.065474	16.148639	0.000000	0.036050	16.919215	23965.473814	SIGNIFICANT_p<0.05	44	0.000152	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	SI	FIT	winner	405477	916	274474	0.476185	0.020083	0.082302	0.082347	5.782665	0.000000	0.036050	16.919215	23965.473814	SIGNIFICANT_p<0.05	120	0.000198	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	SI	FIT	winner	405477	916	405477	0.230380	0.002874	0.011411	0.011417	20.178458	0.000000	0.036050	16.919215	23965.473814	SIGNIFICANT_p<0.05	32	0.000147	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	SI	FIT	winner	405477	916	405477	0.182024	0.003449	0.014167	0.014175	12.841300	0.000000	0.036050	16.919215	23965.473814	SIGNIFICANT_p<0.05	53	0.000156	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	SI	GATE_2025	cert_close	133697	258	79877	23.902699	9.561883	41.902635	41.984236	0.569326	0.569135	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	294	0.000633	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	SI	GATE_2025	cert_close	133697	258	79877	-11.370247	11.103414	42.335248	42.417849	-0.268053	0.788658	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	337	0.001389	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	SI	GATE_2025	cert_close	133697	258	133697	11.783209	1.771833	7.258040	7.272174	1.620315	0.105165	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	205	0.000298	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	SI	GATE_2025	cert_close	133697	258	133697	12.854799	2.057774	7.174823	7.188822	1.788165	0.073749	0.026811	14.852857	9001.433479	NOT_SIGNIFICANT	196	0.000282	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	SI	GATE_2025	cert_peak	133697	258	79877	-599.617795	14.900239	96.441072	96.628880	-6.205368	0.000000	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	115	0.000194	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	SI	GATE_2025	cert_peak	133697	258	79877	-863.658450	17.246563	117.762313	117.992083	-7.319631	0.000000	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	100	0.000183	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	SI	GATE_2025	cert_peak	133697	258	133697	14.830890	2.777810	7.720715	7.735750	1.917188	0.055214	0.071352	37.866902	3530.708714	NOT_SIGNIFICANT	190	0.000273	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	SI	GATE_2025	cert_peak	133697	258	133697	96.226426	3.196271	11.222370	11.244267	8.557822	0.000000	0.071352	37.866902	3530.708714	SIGNIFICANT_p<0.05	88	0.000175	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	SI	GATE_2025	winner	133697	258	79877	0.737332	0.024825	0.080019	0.080175	9.196544	0.000000	0.016807	9.683852	13806.179889	SIGNIFICANT_p<0.05	77	0.000169	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	SI	GATE_2025	winner	133697	258	79877	0.493515	0.028130	0.092563	0.092744	5.321260	0.000000	0.016807	9.683852	13806.179889	SIGNIFICANT_p<0.05	126	0.000202	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	SI	GATE_2025	winner	133697	258	133697	0.134164	0.004396	0.012385	0.012410	10.811396	0.000000	0.016807	9.683852	13806.179889	SIGNIFICANT_p<0.05	60	0.000160	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	SI	GATE_2025	winner	133697	258	133697	0.090522	0.005007	0.014446	0.014474	6.253984	0.000000	0.016807	9.683852	13806.179889	SIGNIFICANT_p<0.05	110	0.000190	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	HG	FIT	cert_close	417265	1021	228103	-11.995147	2.063621	6.001919	6.004868	-1.997571	0.045763	0.010435	5.253842	79420.928170	SIGNIFICANT_p<0.05	185	0.000266	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	HG	FIT	cert_close	417265	1021	228103	-12.431804	2.657872	6.168254	6.171291	-2.014458	0.043962	0.010435	5.253842	79420.928170	SIGNIFICANT_p<0.05	183	0.000263	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	HG	FIT	cert_close	417265	1021	417265	-1.321068	0.381729	1.220064	1.220663	-1.082254	0.279140	0.010435	5.253842	79420.928170	NOT_SIGNIFICANT	240	0.000376	HOLM_NOT_SIGNIFICANT
P025_RW_ADJ_A_nominal	HG	FIT	cert_close	417265	1021	417265	0.128164	0.491641	1.313658	1.314305	0.097514	0.922318	0.010435	5.253842	79420.928170	NOT_SIGNIFICANT	358	0.003333	HOLM_NOT_SIGNIFICANT
P025_NY_RAW_A_nominal	HG	FIT	cert_peak	417265	1021	228103	-394.907253	2.521268	10.855368	10.860701	-36.361121	0.000000	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	9	0.000137	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	HG	FIT	cert_peak	417265	1021	228103	-595.490593	3.209706	15.923705	15.931547	-37.378077	0.000000	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	8	0.000137	HOLM_SIGNIFICANT
P025_RW_RAW_A_nominal	HG	FIT	cert_peak	417265	1021	417265	-10.545623	0.479609	1.260046	1.260665	-8.365130	0.000000	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	89	0.000176	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	HG	FIT	cert_peak	417265	1021	417265	58.873407	0.593717	2.039278	2.040282	28.855523	0.000000	0.107931	44.996430	9273.291256	SIGNIFICANT_p<0.05	18	0.000141	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	HG	FIT	winner	417265	1021	228103	0.668084	0.016245	0.074301	0.074337	8.987194	0.000000	0.050205	21.465417	19438.942298	SIGNIFICANT_p<0.05	79	0.000170	HOLM_SIGNIFICANT
P025_NY_ADJ_A_nominal	HG	FIT	winner	417265	1021	228103	-0.224171	0.020411	0.090815	0.090860	-2.467219	0.013617	0.050205	21.465417	19438.942298	SIGNIFICANT_p<0.05	166	0.000242	HOLM_NOT_SIGNIFICANT
P025_RW_RAW_A_nominal	HG	FIT	winner	417265	1021	417265	0.245534	0.003184	0.013010	0.013017	18.863142	0.000000	0.050205	21.465417	19438.942298	SIGNIFICANT_p<0.05	34	0.000147	HOLM_SIGNIFICANT
P025_RW_ADJ_A_nominal	HG	FIT	winner	417265	1021	417265	0.271156	0.003961	0.015321	0.015329	17.689264	0.000000	0.050205	21.465417	19438.942298	SIGNIFICANT_p<0.05	38	0.000149	HOLM_SIGNIFICANT
P025_NY_RAW_A_nominal	HG	GATE_2025	cert_close	112227	258	62680	20.866902	5.669041	22.492827	22.536645	0.925910	0.354493	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	258	0.000435	HOLM_NOT_SIGNIFICANT
P025_NY_ADJ_A_nominal	HG	GATE_2025	cert_close	112227	258	62680	23.939111	6.710457	22.802724	22.847247	1.047790	0.294736	0.021178	10.179323	11024.996891	NOT_SIGNIFICANT	248	0.000400	HOLM_NOT_SIGNIFICANT
