# PORT_M1B_SPEC.md S4 atlas screen (spec_sha16=d31f48b59877e44d)
# params_hash=c50dfd164e2fc778844a6f8f6681f8050964cec3ff1e017904a18798e50957c3
# EXPLORATORY_NONCERTIFYING; FIT era only; no promotion claims
# scoring is reported separately: learnability (rho vs own truth) vs economic alignment (within-unit Spearman vs net_phase_close, dollar_recall@k)
asset	label	family	base	kind	horizon	truncation	penalty	transform	ranking_unit	occupancy_derived	shuffled_twin	n_rows	n_folds_scored	rho_median_learnability	rho_fold_min	rho_fold_max	align_spearman_unit	align_p_value	dollar_recall_at3	dollar_recall_at10	era_sign_consistency	era_min_align	era_max_align	holm_rank	holm_threshold	holm_significant	twin_align_spearman	voided_by_twin	fit_secs
HG	ret|e30|h120|z@session	ratio	ret|e30	ratio	h120			z	session	0	0	102110	4	0.006170	-0.000490	0.018506	0.003226	0.354934	-0.306496	-0.415513	0.750000	-0.003549	0.013336	244	0.000602	0		0	1.178975
HG	ret|e30|h120|rank@phase	ratio	ret|e30	ratio	h120			rank	phase	0	0	102109	4	0.009262	0.003649	0.034220	0.030050	0.000000	-0.611791	-1.330590	1.000000	0.015541	0.043493	48	0.000179	1		0	1.184018
HG	ret|e30|h120|rank@session	ratio	ret|e30	ratio	h120			rank	session	0	0	102110	4	0.002066	-0.002636	0.016854	0.007164	0.039943	-0.270217	-0.399578	1.000000	0.000480	0.020460	161	0.000301	0		0	1.144589
HG	ret|e30|h120|winsor@phase	ratio	ret|e30	ratio	h120			winsor	phase	0	0	102110	4	0.001331	-0.009990	0.006422	-0.000069	0.984255	-0.604886	-1.363115	0.750000	-0.015940	0.005102	325	0.025000	0		0	1.155133
HG	ret|e30|h120|winsor@session	ratio	ret|e30	ratio	h120			winsor	session	0	0	102110	4	0.000197	-0.005813	0.005276	-0.001250	0.720079	-0.290575	-0.400894	0.750000	-0.002747	0.006051	296	0.001613	0		0	1.143414
HG	retg|e30|h120|raw	ratio	retg|e30	ratio	h120			raw		0	0	15670	4	0.081079	0.028905	0.161175	-0.013053	0.148618	0.364942	0.515073	0.750000	-0.027944	0.004630	205	0.000410	0		0	0.282434
HG	retg|e30|h120|z@phase	ratio	retg|e30	ratio	h120			z	phase	0	0	15355	4	0.016060	0.003466	0.042704	0.039814	0.000017	0.503529	0.676533	1.000000	0.019785	0.070826	96	0.000216	1		0	0.286644
HG	retg|e30|h120|z@session	ratio	retg|e30	ratio	h120			z	session	0	0	15636	4	0.050184	0.030594	0.085728	0.045883	0.000000	0.382865	0.507817	1.000000	0.037187	0.134292	82	0.000204	1		0	0.275768
HG	retg|e30|h120|rank@phase	ratio	retg|e30	ratio	h120			rank	phase	0	0	15358	4	0.060226	0.041181	0.072438	0.105764	0.000000	0.531282	0.695814	1.000000	0.075806	0.113957	30	0.000168	1		0	0.282646
HG	retg|e30|h120|rank@session	ratio	retg|e30	ratio	h120			rank	session	0	0	15636	4	0.066677	0.043406	0.102912	0.055406	0.000000	0.379503	0.520987	1.000000	0.042993	0.106134	71	0.000195	1		0	0.274243
HG	retg|e30|h120|winsor@phase	ratio	retg|e30	ratio	h120			winsor	phase	0	0	15670	4	0.088481	0.025790	0.167128	0.027454	0.003004	0.525620	0.696382	0.500000	-0.137410	0.051288	127	0.000250	0		0	0.290165
HG	retg|e30|h120|winsor@session	ratio	retg|e30	ratio	h120			winsor	session	0	0	15670	4	0.082430	0.019865	0.163516	-0.012677	0.160691	0.371359	0.515516	0.750000	-0.021507	0.000656	210	0.000427	0		0	0.277673
HG	ret|e1|phase_close|raw	ratio	ret|e1	ratio	phase_close			raw		0	0	104168	4	-0.010383	-0.021433	-0.006059	-0.004994	0.148098	-0.262755	-0.384148	0.750000	-0.008995	0.023838	204	0.000407	0		0	1.151613
HG	ret|e1|phase_close|z@phase	ratio	ret|e1	ratio	phase_close			z	phase	0	0	104164	4	0.002878	-0.007627	0.007909	0.005318	0.123556	-0.628773	-1.351339	0.750000	-0.002968	0.048849	198	0.000388	0		0	1.133398
HG	ret|e1|phase_close|z@session	ratio	ret|e1	ratio	phase_close			z	session	0	0	104168	4	-0.006664	-0.017159	-0.001259	-0.007156	0.038241	-0.272626	-0.398534	0.750000	-0.009594	0.016788	160	0.000299	0		0	1.165727
HG	ret|e1|phase_close|rank@phase	ratio	ret|e1	ratio	phase_close			rank	phase	0	0	104167	4	0.051160	0.045335	0.055121	0.047141	0.000000	-0.592593	-1.318995	1.000000	0.041929	0.079221	24	0.000165	1		0	1.213023
HG	ret|e1|phase_close|rank@session	ratio	ret|e1	ratio	phase_close			rank	session	0	0	104168	4	0.015262	0.006161	0.018198	0.008068	0.019464	-0.263426	-0.395229	0.750000	-0.001155	0.059373	149	0.000281	0		0	1.196161
HG	ret|e1|phase_close|winsor@phase	ratio	ret|e1	ratio	phase_close			winsor	phase	0	0	104168	4	-0.008735	-0.019042	-0.001541	-0.008391	0.015102	-0.628525	-1.337517	1.000000	-0.018318	-0.002766	145	0.000275	0		0	1.171146
HG	ret|e1|phase_close|winsor@session	ratio	ret|e1	ratio	phase_close			winsor	session	0	0	104168	4	-0.010185	-0.020157	-0.003900	-0.006355	0.065722	-0.288326	-0.401802	0.750000	-0.010326	0.009756	171	0.000321	0		0	1.159032
HG	retg|e1|phase_close|raw	ratio	retg|e1	ratio	phase_close			raw		0	0	98337	4	-0.005882	-0.019250	0.000395	-0.005479	0.123016	-0.267260	-0.371721	1.000000	-0.020357	-0.004695	197	0.000385	0		0	1.122887
HG	retg|e1|phase_close|z@phase	ratio	retg|e1	ratio	phase_close			z	phase	0	0	98332	4	-0.004604	-0.010980	0.001377	-0.002007	0.572190	-0.566876	-1.202914	0.500000	-0.010332	0.016765	281	0.001087	0		0	1.110238
HG	retg|e1|phase_close|z@session	ratio	retg|e1	ratio	phase_close			z	session	0	0	98337	4	-0.008207	-0.020112	0.002932	-0.010072	0.004581	-0.256058	-0.363484	1.000000	-0.011071	-0.000020	134	0.000259	0		0	1.112916
HG	retg|e1|phase_close|rank@phase	ratio	retg|e1	ratio	phase_close			rank	phase	0	0	98335	4	0.049899	0.031562	0.054598	0.045379	0.000000	-0.547228	-1.196176	1.000000	0.034421	0.052656	27	0.000167	1		0	1.170820
HG	retg|e1|phase_close|rank@session	ratio	retg|e1	ratio	phase_close			rank	session	0	0	98337	4	0.015866	0.007899	0.022437	0.010496	0.003135	-0.246720	-0.356293	1.000000	0.003602	0.038610	129	0.000253	0		0	1.124609
HG	retg|e1|phase_close|winsor@phase	ratio	retg|e1	ratio	phase_close			winsor	phase	0	0	98337	4	-0.011802	-0.021626	-0.003798	-0.014055	0.000076	-0.591296	-1.202616	1.000000	-0.045905	-0.007940	102	0.000222	1		0	1.167685
HG	retg|e1|phase_close|winsor@session	ratio	retg|e1	ratio	phase_close			winsor	session	0	0	98337	4	-0.009929	-0.023675	-0.002348	-0.012026	0.000712	-0.250560	-0.366100	1.000000	-0.022010	-0.006537	116	0.000237	0		0	1.134657
HG	ret|e5|phase_close|raw	ratio	ret|e5	ratio	phase_close			raw		0	0	104168	4	0.002580	-0.005577	0.006968	-0.002148	0.533858	-0.292867	-0.400576	0.750000	-0.004168	0.011372	276	0.000980	0		0	1.201624
HG	ret|e5|phase_close|z@phase	ratio	ret|e5	ratio	phase_close			z	phase	0	0	104164	4	-0.001079	-0.005796	0.013492	0.004153	0.229083	-0.629370	-1.308159	0.750000	-0.002046	0.010722	223	0.000481	0		0	1.144206
HG	ret|e5|phase_close|z@session	ratio	ret|e5	ratio	phase_close			z	session	0	0	104168	4	0.008130	0.000170	0.011163	0.003181	0.356889	-0.270846	-0.406663	0.750000	-0.000650	0.015310	246	0.000617	0		0	1.185608
HG	ret|e5|phase_close|rank@phase	ratio	ret|e5	ratio	phase_close			rank	phase	0	0	104167	4	0.047006	0.042081	0.053277	0.044898	0.000000	-0.591480	-1.332350	1.000000	0.042425	0.072052	26	0.000166	1		0	1.220526
HG	ret|e5|phase_close|rank@session	ratio	ret|e5	ratio	phase_close			rank	session	0	0	104168	4	0.008619	0.003631	0.014341	0.005949	0.084934	-0.256870	-0.392408	1.000000	0.002501	0.039181	182	0.000345	0		0	1.177572
HG	ret|e5|phase_close|winsor@phase	ratio	ret|e5	ratio	phase_close			winsor	phase	0	0	104168	4	0.003454	-0.008973	0.006315	-0.003333	0.334492	-0.613989	-1.335629	0.750000	-0.026899	0.000968	240	0.000575	0		0	1.222964
HG	ret|e5|phase_close|winsor@session	ratio	ret|e5	ratio	phase_close			winsor	session	0	0	104168	4	0.003522	-0.002905	0.010440	-0.000630	0.855302	-0.291431	-0.404185	0.500000	-0.003395	0.010598	311	0.003125	0		0	1.190458
HG	retg|e5|phase_close|raw	ratio	retg|e5	ratio	phase_close			raw		0	0	81244	4	0.021788	-0.025334	0.041924	-0.022144	0.000000	-0.191035	-0.241514	1.000000	-0.052894	-0.007669	77	0.000200	1		0	0.992353
HG	retg|e5|phase_close|z@phase	ratio	retg|e5	ratio	phase_close			z	phase	0	0	81229	4	-0.011670	-0.015498	-0.007814	-0.031024	0.000000	-0.361188	-0.740622	1.000000	-0.041208	-0.006239	51	0.000181	1		0	0.980125
HG	retg|e5|phase_close|z@session	ratio	retg|e5	ratio	phase_close			z	session	0	0	81244	4	0.007487	-0.002661	0.014874	-0.024112	0.000000	-0.189360	-0.262758	1.000000	-0.042024	-0.013022	70	0.000195	1		0	0.965105
HG	retg|e5|phase_close|rank@phase	ratio	retg|e5	ratio	phase_close			rank	phase	0	0	81238	4	0.079701	0.058752	0.088181	0.077722	0.000000	-0.333640	-0.694716	1.000000	0.065722	0.090097	12	0.000159	1		0	0.989283
HG	retg|e5|phase_close|rank@session	ratio	retg|e5	ratio	phase_close			rank	session	0	0	81244	4	0.069536	0.038360	0.075333	0.040214	0.000000	-0.119454	-0.204324	1.000000	0.016713	0.050793	33	0.000170	1		0	0.958075
HG	retg|e5|phase_close|winsor@phase	ratio	retg|e5	ratio	phase_close			winsor	phase	0	0	81244	4	0.024562	-0.017225	0.043220	-0.022195	0.000000	-0.361186	-0.743142	1.000000	-0.044354	-0.003933	76	0.000199	1		0	1.013780
HG	retg|e5|phase_close|winsor@session	ratio	retg|e5	ratio	phase_close			winsor	session	0	0	81244	4	0.025913	-0.013563	0.045837	-0.018107	0.000004	-0.169794	-0.239037	1.000000	-0.061491	-0.000468	90	0.000211	1		0	0.986866
HG	ret|e15|phase_close|raw	ratio	ret|e15	ratio	phase_close			raw		0	0	104168	4	0.011758	-0.001470	0.014566	0.000856	0.804154	-0.269266	-0.404086	0.500000	-0.006721	0.029558	306	0.002381	0		0	1.199607
HG	ret|e15|phase_close|z@phase	ratio	ret|e15	ratio	phase_close			z	phase	0	0	104164	4	0.010712	-0.001502	0.016400	0.006196	0.072756	-0.618179	-1.328869	0.750000	-0.004443	0.021402	175	0.000329	0		0	1.139260
HG	ret|e15|phase_close|z@session	ratio	ret|e15	ratio	phase_close			z	session	0	0	104168	4	0.012063	0.008848	0.026667	0.006093	0.077660	-0.283739	-0.406068	1.000000	0.004592	0.006919	177	0.000333	0		0	1.195522
HG	ret|e15|phase_close|rank@phase	ratio	ret|e15	ratio	phase_close			rank	phase	0	0	104167	4	0.051936	0.046127	0.056165	0.048556	0.000000	-0.596456	-1.323098	1.000000	0.042604	0.066735	22	0.000164	1		0	1.223969
HG	ret|e15|phase_close|rank@session	ratio	ret|e15	ratio	phase_close			rank	session	0	0	104168	4	0.016963	0.000481	0.023967	0.006399	0.063861	-0.266688	-0.392222	0.750000	-0.005167	0.041738	170	0.000318	0		0	1.189200
HG	ret|e15|phase_close|winsor@phase	ratio	ret|e15	ratio	phase_close			winsor	phase	0	0	104168	4	0.010932	-0.000834	0.012838	-0.005592	0.105374	-0.637275	-1.345613	0.500000	-0.016722	0.013006	192	0.000370	0		0	1.239685
HG	ret|e15|phase_close|winsor@session	ratio	ret|e15	ratio	phase_close			winsor	session	0	0	104168	4	0.012062	0.004345	0.013493	0.001738	0.614724	-0.275573	-0.403953	0.750000	-0.005124	0.015158	289	0.001316	0		0	1.220861
HG	retg|e15|phase_close|raw	ratio	retg|e15	ratio	phase_close			raw		0	0	49769	4	0.104524	0.096956	0.187555	0.043267	0.000000	0.135630	0.138981	0.750000	-0.032971	0.085052	44	0.000177	1		0	0.666405
HG	retg|e15|phase_close|z@phase	ratio	retg|e15	ratio	phase_close			z	phase	0	0	49624	4	0.008232	-0.016609	0.020717	-0.012292	0.014207	0.141581	0.192675	0.750000	-0.051517	0.001212	144	0.000273	0		0	0.662235
HG	retg|e15|phase_close|z@session	ratio	retg|e15	ratio	phase_close			z	session	0	0	49768	4	0.047621	0.014891	0.061949	0.021296	0.000020	0.102276	0.112808	0.750000	-0.017129	0.027399	97	0.000217	1		0	0.643764
HG	retg|e15|phase_close|rank@phase	ratio	retg|e15	ratio	phase_close			rank	phase	0	0	49683	4	0.138156	0.106748	0.157077	0.141676	0.000000	0.212380	0.249642	1.000000	0.129899	0.216561	6	0.000156	1		0	0.689247
HG	retg|e15|phase_close|rank@session	ratio	retg|e15	ratio	phase_close			rank	session	0	0	49768	4	0.140061	0.109296	0.167706	0.108044	0.000000	0.166995	0.167968	1.000000	0.066106	0.151692	10	0.000158	1		0	0.656787
HG	retg|e15|phase_close|winsor@phase	ratio	retg|e15	ratio	phase_close			winsor	phase	0	0	49769	4	0.107288	0.094889	0.185250	0.038158	0.000000	0.159042	0.191338	0.750000	-0.009233	0.067799	55	0.000184	1		0	0.685583
HG	retg|e15|phase_close|winsor@session	ratio	retg|e15	ratio	phase_close			winsor	session	0	0	49769	4	0.109031	0.087207	0.188306	0.039213	0.000000	0.135094	0.124932	0.750000	-0.008989	0.086052	52	0.000182	1		0	0.661296
HG	ret|e30|phase_close|raw	ratio	ret|e30	ratio	phase_close			raw		0	0	104168	4	0.007699	0.003366	0.011555	0.001571	0.649152	-0.278979	-0.411085	0.500000	-0.003217	0.024436	290	0.001351	0		0	1.195903
HG	ret|e30|phase_close|z@phase	ratio	ret|e30	ratio	phase_close			z	phase	0	0	104164	4	0.007831	-0.003023	0.019300	0.016735	0.000001	-0.606689	-1.331655	1.000000	0.009820	0.027052	85	0.000207	1		0	1.148004
HG	ret|e30|phase_close|z@session	ratio	ret|e30	ratio	phase_close			z	session	0	0	104168	4	0.006396	0.002256	0.020298	0.005243	0.128907	-0.277462	-0.399561	0.750000	-0.004180	0.026221	200	0.000394	0		0	1.191586
HG	ret|e30|phase_close|rank@phase	ratio	ret|e30	ratio	phase_close			rank	phase	0	0	104167	4	0.046589	0.041540	0.050979	0.047389	0.000000	-0.582273	-1.343910	1.000000	0.039344	0.062104	23	0.000164	1		0	1.223766
HG	ret|e30|phase_close|rank@session	ratio	ret|e30	ratio	phase_close			rank	session	0	0	104168	4	0.015317	-0.000352	0.018262	0.007954	0.021261	-0.253069	-0.397254	0.750000	-0.003042	0.034973	154	0.000289	0		0	1.171942
HG	ret|e30|phase_close|winsor@phase	ratio	ret|e30	ratio	phase_close			winsor	phase	0	0	104168	4	0.006137	0.003071	0.011956	-0.000440	0.898714	-0.631709	-1.326035	0.500000	-0.007311	0.020914	315	0.004167	0		0	1.210249
HG	ret|e30|phase_close|winsor@session	ratio	ret|e30	ratio	phase_close			winsor	session	0	0	104168	4	0.009875	-0.002037	0.014414	0.003210	0.352577	-0.271880	-0.384404	0.750000	-0.001540	0.013010	242	0.000588	0		0	1.195832
HG	retg|e30|phase_close|raw	ratio	retg|e30	ratio	phase_close			raw		0	0	24284	4	0.171287	0.130124	0.238858	0.057520	0.000000	0.428794	0.539375	1.000000	0.009157	0.122064	50	0.000181	1		0	0.393661
HG	retg|e30|phase_close|z@phase	ratio	retg|e30	ratio	phase_close			z	phase	0	0	23961	4	0.003162	-0.005516	0.016297	0.002519	0.729337	0.532343	0.685192	0.750000	-0.007855	0.054113	298	0.001724	0		0	0.366086
HG	retg|e30|phase_close|z@session	ratio	retg|e30	ratio	phase_close			z	session	0	0	24273	4	0.025595	0.005183	0.056534	0.017773	0.013384	0.386098	0.519955	0.750000	-0.017718	0.180295	141	0.000269	0		0	0.386267
HG	retg|e30|phase_close|rank@phase	ratio	retg|e30	ratio	phase_close			rank	phase	0	0	24045	4	0.137600	0.109158	0.164177	0.151009	0.000000	0.574128	0.699259	1.000000	0.115446	0.223113	11	0.000158	1		0	0.396181
HG	retg|e30|phase_close|rank@session	ratio	retg|e30	ratio	phase_close			rank	session	0	0	24273	4	0.170444	0.095817	0.183484	0.122576	0.000000	0.433830	0.551836	1.000000	0.055680	0.173485	13	0.000159	1		0	0.387266
HG	retg|e30|phase_close|winsor@phase	ratio	retg|e30	ratio	phase_close			winsor	phase	0	0	24284	4	0.166362	0.122624	0.236068	0.007284	0.316417	0.556494	0.688786	0.750000	-0.020719	0.071503	236	0.000549	0		0	0.405742
HG	retg|e30|phase_close|winsor@session	ratio	retg|e30	ratio	phase_close			winsor	session	0	0	24284	4	0.162512	0.121695	0.244995	0.061981	0.000000	0.417601	0.531506	1.000000	0.005388	0.158159	46	0.000178	1		0	0.393184
HG	ret|e1|sess_close|raw	ratio	ret|e1	ratio	sess_close			raw		0	0	104168	4	-0.001809	-0.018847	0.016233	-0.002095	0.544070	-0.284021	-0.406707	0.750000	-0.006963	0.021381	277	0.001000	0		0	1.146992
HG	ret|e1|sess_close|z@phase	ratio	ret|e1	ratio	sess_close			z	phase	0	0	104164	4	0.001487	-0.001818	0.002672	0.004331	0.209734	-0.626344	-1.313411	0.750000	-0.007236	0.031889	218	0.000459	0		0	1.087616
HG	ret|e1|sess_close|z@session	ratio	ret|e1	ratio	sess_close			z	session	0	0	104168	4	0.000152	-0.013732	0.010808	0.003152	0.361410	-0.279233	-0.396941	0.750000	-0.000512	0.029480	248	0.000633	0		0	1.129440
HG	ret|e1|sess_close|rank@phase	ratio	ret|e1	ratio	sess_close			rank	phase	0	0	104167	4	0.058012	0.053266	0.066369	0.051216	0.000000	-0.582979	-1.281368	1.000000	0.047660	0.077580	20	0.000163	1		0	1.252378
HG	ret|e1|sess_close|rank@session	ratio	ret|e1	ratio	sess_close			rank	session	0	0	104168	4	0.038774	0.035355	0.058931	0.008842	0.010446	-0.263336	-0.409017	0.750000	-0.004854	0.047107	140	0.000267	0		0	1.223213
HG	ret|e1|sess_close|winsor@phase	ratio	ret|e1	ratio	sess_close			winsor	phase	0	0	104168	4	-0.004360	-0.021133	0.013922	-0.002067	0.549429	-0.622986	-1.353626	0.750000	-0.017314	0.002175	278	0.001020	0		0	1.175436
HG	ret|e1|sess_close|winsor@session	ratio	ret|e1	ratio	sess_close			winsor	session	0	0	104168	4	-0.005071	-0.021333	0.015325	-0.002889	0.402728	-0.303899	-0.416311	0.750000	-0.004359	0.018457	253	0.000676	0		0	1.156427
HG	retg|e1|sess_close|raw	ratio	retg|e1	ratio	sess_close			raw		0	0	100540	4	0.007465	-0.009817	0.022005	0.002782	0.428566	-0.244873	-0.361045	0.500000	-0.023455	0.007950	260	0.000746	0		0	1.124300
HG	retg|e1|sess_close|z@phase	ratio	retg|e1	ratio	sess_close			z	phase	0	0	100536	4	-0.002564	-0.007209	0.004751	-0.006059	0.084710	-0.594762	-1.276321	0.750000	-0.022651	0.003010	181	0.000342	0		0	1.054267
HG	retg|e1|sess_close|z@session	ratio	retg|e1	ratio	sess_close			z	session	0	0	100540	4	0.002465	-0.004507	0.007649	0.000195	0.955859	-0.273888	-0.370368	0.500000	-0.009089	0.008716	321	0.008333	0		0	1.092658
HG	retg|e1|sess_close|rank@phase	ratio	retg|e1	ratio	sess_close			rank	phase	0	0	100539	4	0.055399	0.042615	0.069388	0.046374	0.000000	-0.574780	-1.244849	1.000000	0.035820	0.079427	25	0.000166	1		0	1.201229
HG	retg|e1|sess_close|rank@session	ratio	retg|e1	ratio	sess_close			rank	session	0	0	100540	4	0.034985	0.025548	0.042520	0.008534	0.015173	-0.239750	-0.361863	1.000000	0.001294	0.038578	146	0.000276	0		0	1.175596
HG	retg|e1|sess_close|winsor@phase	ratio	retg|e1	ratio	sess_close			winsor	phase	0	0	100540	4	0.007748	-0.012791	0.020269	-0.003244	0.356016	-0.599628	-1.256090	0.750000	-0.053152	0.001690	245	0.000610	0		0	1.134493
HG	retg|e1|sess_close|winsor@session	ratio	retg|e1	ratio	sess_close			winsor	session	0	0	100540	4	0.007130	-0.009128	0.015094	0.004947	0.159255	-0.239732	-0.351912	0.500000	-0.013839	0.010616	209	0.000424	0		0	1.125748
HG	ret|e5|sess_close|raw	ratio	ret|e5	ratio	sess_close			raw		0	0	104168	4	0.007839	-0.014402	0.023569	0.001955	0.571206	-0.280966	-0.404799	0.750000	-0.001628	0.014367	280	0.001064	0		0	1.204315
HG	ret|e5|sess_close|z@phase	ratio	ret|e5	ratio	sess_close			z	phase	0	0	104164	4	0.011186	0.004715	0.013140	0.003772	0.274687	-0.640684	-1.321450	0.750000	-0.001183	0.021984	230	0.000515	0		0	1.091905
HG	ret|e5|sess_close|z@session	ratio	ret|e5	ratio	sess_close			z	session	0	0	104168	4	0.006301	-0.012042	0.026709	0.005910	0.087015	-0.285697	-0.380441	1.000000	0.000001	0.042854	184	0.000350	0		0	1.138681
HG	ret|e5|sess_close|rank@phase	ratio	ret|e5	ratio	sess_close			rank	phase	0	0	104167	4	0.060263	0.049521	0.070936	0.053429	0.000000	-0.583509	-1.312374	1.000000	0.045295	0.081145	17	0.000161	1		0	1.243670
HG	ret|e5|sess_close|rank@session	ratio	ret|e5	ratio	sess_close			rank	session	0	0	104168	4	0.032217	0.029957	0.038047	0.005500	0.111230	-0.238374	-0.382128	0.750000	-0.004817	0.069115	193	0.000373	0		0	1.224357
HG	ret|e5|sess_close|winsor@phase	ratio	ret|e5	ratio	sess_close			winsor	phase	0	0	104168	4	0.006742	-0.015622	0.020508	0.001499	0.664318	-0.636612	-1.353728	0.500000	-0.018133	0.008880	292	0.001429	0		0	1.202830
HG	ret|e5|sess_close|winsor@session	ratio	ret|e5	ratio	sess_close			winsor	session	0	0	104168	4	0.007413	-0.015573	0.021636	-0.002185	0.526854	-0.284818	-0.400897	0.500000	-0.005835	0.002468	275	0.000962	0		0	1.185330
HG	retg|e5|sess_close|raw	ratio	retg|e5	ratio	sess_close			raw		0	0	89390	4	0.038184	0.007045	0.049011	0.035796	0.000000	-0.147939	-0.245880	1.000000	0.031298	0.066387	37	0.000172	1		0	1.052521
HG	retg|e5|sess_close|z@phase	ratio	retg|e5	ratio	sess_close			z	phase	0	0	89383	4	-0.000489	-0.011892	0.004254	-0.017438	0.000003	-0.481885	-1.037494	1.000000	-0.019240	-0.014059	89	0.000210	1		0	0.978531
HG	retg|e5|sess_close|z@session	ratio	retg|e5	ratio	sess_close			z	session	0	0	89390	4	0.009633	0.001036	0.013882	0.028009	0.000000	-0.186099	-0.243653	1.000000	0.025278	0.032668	57	0.000185	1		0	0.974791
HG	retg|e5|sess_close|rank@phase	ratio	retg|e5	ratio	sess_close			rank	phase	0	0	89389	4	0.069819	0.048131	0.074907	0.058312	0.000000	-0.471709	-0.954787	1.000000	0.048863	0.063983	16	0.000161	1		0	1.070746
HG	retg|e5|sess_close|rank@session	ratio	retg|e5	ratio	sess_close			rank	session	0	0	89390	4	0.031855	0.026453	0.043186	0.019853	0.000000	-0.202968	-0.267055	1.000000	0.013530	0.050937	78	0.000201	1		0	1.050273
HG	retg|e5|sess_close|winsor@phase	ratio	retg|e5	ratio	sess_close			winsor	phase	0	0	89390	4	0.036109	0.003408	0.048439	-0.015527	0.000031	-0.477721	-1.006624	1.000000	-0.057585	-0.009192	98	0.000218	1		0	1.061590
HG	retg|e5|sess_close|winsor@session	ratio	retg|e5	ratio	sess_close			winsor	session	0	0	89390	4	0.034947	0.007315	0.045741	0.035686	0.000000	-0.149358	-0.257008	1.000000	0.028167	0.064824	38	0.000173	1		0	1.043007
HG	ret|e15|sess_close|raw	ratio	ret|e15	ratio	sess_close			raw		0	0	104168	4	0.024431	0.003875	0.031124	-0.002949	0.393114	-0.267824	-0.391110	0.750000	-0.008201	0.018673	252	0.000667	0		0	1.181206
HG	ret|e15|sess_close|z@phase	ratio	ret|e15	ratio	sess_close			z	phase	0	0	104164	4	0.014828	0.007418	0.018673	0.005962	0.084239	-0.651340	-1.319781	0.750000	-0.005661	0.014997	180	0.000340	0		0	1.104638
HG	ret|e15|sess_close|z@session	ratio	ret|e15	ratio	sess_close			z	session	0	0	104168	4	0.025245	0.005538	0.041745	0.001339	0.698143	-0.254298	-0.369940	0.750000	-0.002904	0.024286	294	0.001515	0		0	1.155177
HG	ret|e15|sess_close|rank@phase	ratio	ret|e15	ratio	sess_close			rank	phase	0	0	104167	4	0.062700	0.048395	0.074297	0.051527	0.000000	-0.593116	-1.320483	1.000000	0.044059	0.081002	18	0.000162	1		0	1.233149
HG	ret|e15|sess_close|rank@session	ratio	ret|e15	ratio	sess_close			rank	session	0	0	104168	4	0.033030	0.023624	0.042872	0.010959	0.001504	-0.257461	-0.372953	1.000000	0.003469	0.063952	122	0.000244	0		0	1.211320
HG	ret|e15|sess_close|winsor@phase	ratio	ret|e15	ratio	sess_close			winsor	phase	0	0	104168	4	0.028437	0.003015	0.031673	0.002192	0.525638	-0.630994	-1.327446	0.500000	-0.020666	0.011936	274	0.000943	0		0	1.198955
HG	ret|e15|sess_close|winsor@session	ratio	ret|e15	ratio	sess_close			winsor	session	0	0	104168	4	0.026165	0.005344	0.032319	-0.002313	0.503014	-0.258924	-0.384561	0.750000	-0.005772	0.020048	270	0.000877	0		0	1.190763
HG	retg|e15|sess_close|raw	ratio	retg|e15	ratio	sess_close			raw		0	0	65831	4	0.076975	0.067772	0.120993	0.156125	0.000000	0.053578	0.046378	1.000000	0.143346	0.282269	4	0.000155	1		0	0.818633
HG	retg|e15|sess_close|z@phase	ratio	retg|e15	ratio	sess_close			z	phase	0	0	65809	4	-0.001880	-0.018901	0.017610	-0.009504	0.028665	-0.164009	-0.329547	0.750000	-0.028016	0.007936	156	0.000292	0		0	0.784085
HG	retg|e15|sess_close|z@session	ratio	retg|e15	ratio	sess_close			z	session	0	0	65831	4	0.009190	0.006671	0.021417	0.112093	0.000000	0.067195	0.039816	1.000000	0.091060	0.146377	8	0.000157	1		0	0.802892
HG	retg|e15|sess_close|rank@phase	ratio	retg|e15	ratio	sess_close			rank	phase	0	0	65822	4	0.103319	0.094482	0.113562	0.109155	0.000000	-0.072228	-0.238187	1.000000	0.105314	0.179087	9	0.000157	1		0	0.847406
HG	retg|e15|sess_close|rank@session	ratio	retg|e15	ratio	sess_close			rank	session	0	0	65831	4	0.067451	0.056266	0.092183	0.064423	0.000000	-0.021531	-0.037667	1.000000	0.032000	0.102672	19	0.000162	1		0	0.824964
HG	retg|e15|sess_close|winsor@phase	ratio	retg|e15	ratio	sess_close			winsor	phase	0	0	65831	4	0.071444	0.058381	0.121616	0.000650	0.881104	-0.125059	-0.319507	0.500000	-0.004561	0.046374	313	0.003571	0		0	0.850334
HG	retg|e15|sess_close|winsor@session	ratio	retg|e15	ratio	sess_close			winsor	session	0	0	65831	4	0.065979	0.059353	0.122279	0.158012	0.000000	0.029261	0.040401	1.000000	0.146608	0.269433	3	0.000154	1		0	0.828114
HG	ret|e30|sess_close|raw	ratio	ret|e30	ratio	sess_close			raw		0	0	104168	4	0.029521	0.004425	0.031715	-0.002761	0.423942	-0.271364	-0.403323	0.500000	-0.007416	0.015514	259	0.000735	0		0	1.201750
HG	ret|e30|sess_close|z@phase	ratio	ret|e30	ratio	sess_close			z	phase	0	0	104164	4	0.010364	0.005182	0.016227	0.009123	0.008241	-0.648644	-1.311327	1.000000	0.003833	0.014617	137	0.000263	0		0	1.109884
