/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210531.mbp-1.dbn.zst	d721eacdbd6df62e30edcb451b231cbc75a2730df7d732ef0995b0d6c08676b0	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210601.mbp-1.dbn.zst	5d3a69a11f31677da2c03d58f1dec3f135adb80c505bea90f34a6f7082f1307e	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210602.mbp-1.dbn.zst	81b354576b45761c7afe0cddc0569f90985d44fa5e1b1d099802d6e84c038506	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210603.mbp-1.dbn.zst	19bc8c5c31155bc7bb3bffbcc98756e7b1734fe2b902eddb4f3ccb937471e7bf	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210604.mbp-1.dbn.zst	421331e50b6915c2877eba637a3e2b27ca7ebe824008079f47049db2eb457d24	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210606.mbp-1.dbn.zst	f493bfd92bc710c7c257a68e2e73eb6ee7ee9504de7ae9f3b0b9841225c2c7a3	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210607.mbp-1.dbn.zst	972076a56180b3174f9e5ada0431a3f27defdc6cb62a0537e00483476afd70e1	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210608.mbp-1.dbn.zst	c42576e027012b8a97c73add964e1d658904051ad25f1f2117ced8f2bd948182	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210609.mbp-1.dbn.zst	244b092384a5cf5984b17a8d27d8ab1d86ae580e0d6a97e82a949bd3b20e21b1	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210610.mbp-1.dbn.zst	41a16861788eed8fedd0be9c7a9c07f19d6623ab2562d885ba90bbbef9f40c0f	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210611.mbp-1.dbn.zst	872ddbb199ec0becfb5acfa6c7fab4d2e9f7187d846d3442f48498e3ea8c7629	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210613.mbp-1.dbn.zst	6c811da059ba23cce06bfb89c331398c6ab4606bcfd3544ec12cdfd764990185	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210614.mbp-1.dbn.zst	6148bd88aeaa249dcf8bb745d9a76df1c45806464b05d521049470cfefd62991	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210615.mbp-1.dbn.zst	cac6a47a2e826158a3c8f440081650c083e90a35444c990ef58a1caccc5902d8	DEVELOPMENT
/workspace/artifacts/reference/futures_mbp1/[Silver] GLBX-20260531-RPHWMFRBFW/glbx-mdp3-20210616.mbp-1.dbn.zst	2a4f4446567786a403cf3ded0ecf72792a76050a5178f87434076ef51f4727d7	DEVELOPMENT
