# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E3	HG	389	262	16	0.419300	728.620000	SESS_CLOSE	493.650000	1415.410000	NO_WALL	47.880000	107.500000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E3	NKD	390	211	14	0.415900	641.790000	CLOSE	0.000000	1347.350000	W2400	34.330000	86.540000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E3	SI	388	248	22	0.393800	898.320000	SESS_CLOSE	566.420000	1466.000000	W1500	61.060000	152.690000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E4	HG	384	247	12	0.413700	630.750000	CLOSE	0.000000	1309.650000	W1800	16.550000	83.110000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E4	NKD	387	212	13	0.412100	521.410000	CLOSE	0.000000	1254.010000	W2400	57.950000	90.790000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E4	SI	384	241	13	0.387400	879.100000	CLOSE	0.000000	1405.210000	W2400	28.910000	88.090000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E5	HG	387	257	4	0.377500	468.540000	CLOSE	0.000000	1252.470000	W1200	13.950000	26.450000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E5	NKD	387	235	7	0.412600	604.040000	SESS_CLOSE	436.300000	1381.860000	W1500	15.210000	41.470000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E5	SI	387	220	5	0.358200	832.780000	SESS_CLOSE	451.820000	1524.480000	W2400	21.120000	46.510000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E6	HG	384	222	8	0.359000	583.190000	CLOSE	0.000000	1361.740000	NO_WALL	49.460000	74.070000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E6	NKD	384	238	9	0.387400	727.700000	CLOSE	0.000000	1300.000000	W1200	12.300000	58.980000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E6	SI	384	205	17	0.390400	883.890000	CLOSE	0.000000	1449.000000	W600	38.670000	112.400000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E7	HG	393	262	13	0.410600	633.570000	SESS_CLOSE	405.030000	1380.370000	W600	34.060000	86.640000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E7	NKD	393	212	51	0.429800	940.040000	CLOSE	0.000000	1533.530000	NO_WALL	164.260000	362.560000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E7	SI	393	217	54	0.373600	1088.900000	SESS_CLOSE	527.060000	1666.220000	W300	246.470000	368.630000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E8	HG	381	225	35	0.331600	842.210000	CLOSE	0.000000	1632.100000	W1200	61.610000	210.680000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E8	NKD	381	201	56	0.434300	900.300000	CLOSE	0.000000	1581.080000	NO_WALL	129.670000	345.750000
CELL1_PROBE_PRE_V_shared_MULTI_CTX	E8	SI	381	204	48	0.378600	1090.090000	SESS_CLOSE	535.200000	1568.820000	W300	203.760000	303.090000
