# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# THE-FIX-LIST: components ranked by recoverable $/session, with the named improvement type
# block A = fixed-contract ladder (additive); B = contract change, D-029 reserved; D = diagnostic
# standalone = the same repair applied ALONE from the judge's own takes (order-free)
rank	judge	component	improvement_type	block	usd_per_session	usd_total	share_of_block_A	standalone_usd_per_session	n_repairs	top_cell	top_cell_usd_per_session
1	CELL1_PROBE_PRE_V_shared_MULTI_CTX	RANKING_RESIDUAL	scoring/foresight	A	865.140000	2007123.410000	0.493100	3087.070000	0	E6|SI|rg2|ph2	11.960000
2	CELL1_PROBE_PRE_V_shared_MULTI_CTX	SEL_WRONG_MEMBER	ranking	A	750.150000	1740354.880000	0.427600	1688.750000	6815	E6|SI|rg2|ph2	19.030000
3	CELL1_PROBE_PRE_V_shared_MULTI_CTX	EXIT	exit-contract (D-029)	B	190.710000	442451.250000	0.108700			E7|HG|rg0|ph0	11.450000
4	CELL1_PROBE_PRE_V_shared_MULTI_CTX	SEL_WRONG_SIDE	validity	A	147.550000	342308.140000	0.084100	284.180000	679	E8|NKD|rg0|ph0	4.350000
5	CELL1_PROBE_PRE_V_shared_MULTI_CTX	OPPORTUNITY	generation/coverage	A	89.240000	207047.500000	0.050900			E5|HG|ALL	15.590000
6	CELL1_PROBE_PRE_V_shared_MULTI_CTX	RISK	stop-structure (D-029)	B	68.840000	159700.000000	0.039200			E8|NKD|rg0|ph0	3.470000
7	CELL1_PROBE_PRE_V_shared_MULTI_CTX	SEL_WRONG_MOMENT	moment	A	17.790000	41261.870000	0.010100	30.860000	879	E5|SI|rg2|ph2	0.870000
8	CELL1_PROBE_PRE_V_shared_MULTI_CTX	CALIBRATION	threshold	D	0.000000	0.000000	0.000000				
9	CELL1_PROBE_PRE_V_shared_MULTI_CTX	PARTICIPATION	throughput/abstention	A	-115.440000	-267827.050000	-0.065800	-1.200000	644634	E6|HG|rg2|ph1	1.790000
