case	status	rc	raw_payload_opened
contract_corrupt	PASS_REFUSED	70	false
card_hash	PASS_REFUSED	70	false
canonical_patch_hash	PASS_REFUSED	70	false
causal_probe_source_hash	PASS_REFUSED	70	false
cargo_lock_hash	PASS_REFUSED	70	false
noreplace_helper_hash	PASS_REFUSED	70	false
source_closure_hash	PASS_REFUSED	70	false
inner_binary_hash	PASS_REFUSED	70	false
source_closure_symlink	PASS_REFUSED	70	false
