# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
CELL1_FIX2_PROBE2_V2	E3	HG	390	261	15	0.447500	745.870000	SESS_CLOSE	476.530000	1360.300000	W1800	57.230000	115.500000
CELL1_FIX2_PROBE2_V2	E3	NKD	390	254	7	0.388000	651.470000	SESS_CLOSE	383.150000	1375.380000	W1200	15.770000	59.520000
CELL1_FIX2_PROBE2_V2	E3	SI	389	258	17	0.411100	922.430000	SESS_CLOSE	511.500000	1276.620000	W1200	22.400000	117.620000
CELL1_FIX2_PROBE2_V2	E4	HG	384	242	10	0.391300	669.790000	SESS_CLOSE	413.950000	1344.490000	W1800	13.430000	65.580000
CELL1_FIX2_PROBE2_V2	E4	NKD	387	222	8	0.411100	489.920000	CLOSE	0.000000	1199.570000	W2400	52.910000	74.810000
CELL1_FIX2_PROBE2_V2	E4	SI	384	227	12	0.397700	868.620000	CLOSE	0.000000	1399.860000	W2400	26.370000	79.300000
CELL1_FIX2_PROBE2_V2	E5	HG	387	244	3	0.405000	465.250000	CLOSE	0.000000	1234.930000	W1200	8.870000	24.320000
CELL1_FIX2_PROBE2_V2	E5	NKD	387	218	11	0.421900	603.750000	SESS_CLOSE	436.720000	1399.610000	W2400	22.670000	67.930000
CELL1_FIX2_PROBE2_V2	E5	SI	387	219	6	0.353500	852.420000	SESS_CLOSE	491.430000	1543.620000	W1800	31.300000	56.780000
CELL1_FIX2_PROBE2_V2	E6	HG	384	229	9	0.391200	579.850000	CLOSE	0.000000	1290.120000	NO_WALL	22.410000	59.370000
CELL1_FIX2_PROBE2_V2	E6	NKD	384	225	10	0.402600	733.500000	SESS_CLOSE	425.720000	1286.450000	W1200	16.020000	64.840000
CELL1_FIX2_PROBE2_V2	E6	SI	384	210	29	0.390400	902.990000	CLOSE	0.000000	1477.850000	W2400	71.390000	171.680000
CELL1_FIX2_PROBE2_V2	E7	HG	393	261	11	0.396400	644.270000	SESS_CLOSE	391.960000	1408.750000	W600	27.910000	70.130000
CELL1_FIX2_PROBE2_V2	E7	NKD	393	221	40	0.430600	881.460000	CLOSE	0.000000	1454.620000	W1500	74.180000	244.690000
CELL1_FIX2_PROBE2_V2	E7	SI	393	219	56	0.373500	1113.710000	SESS_CLOSE	559.540000	1666.130000	W600	131.870000	363.020000
CELL1_FIX2_PROBE2_V2	E8	HG	381	225	35	0.341200	859.370000	CLOSE	0.000000	1631.900000	W1200	65.450000	210.880000
CELL1_FIX2_PROBE2_V2	E8	NKD	381	192	50	0.421100	933.400000	CLOSE	0.000000	1556.540000	NO_WALL	104.310000	296.830000
CELL1_FIX2_PROBE2_V2	E8	SI	381	199	48	0.394500	1098.520000	SESS_CLOSE	512.360000	1525.080000	W450	162.500000	289.000000
