# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
CELL1_FIX2_PROBE2_V2	0.005000	4734	0.883249	-67.800000	0.408300	0.079200	0.036500	581	-14.640000
CELL1_FIX2_PROBE2_V2	0.010000	9469	0.839412	-53.340000	0.423000	0.102200	0.050300	1102	-24.270000
CELL1_FIX2_PROBE2_V2	0.020000	18937	0.795940	-52.780000	0.431100	0.110900	0.056700	2085	-38.220000
CELL1_FIX2_PROBE2_V2	0.050000	47343	0.739680	-50.700000	0.430000	0.119900	0.063900	4380	-72.840000
CELL1_FIX2_PROBE2_V2	0.100000	94685	0.692821	-39.720000	0.436800	0.133800	0.071200	6762	-88.450000
CELL1_FIX2_PROBE2_V2	0.200000	189371	0.636990	-34.920000	0.438400	0.149100	0.079300	9087	-168.640000
CELL1_FIX2_PROBE2_V2	0.500000	473426	0.506247	-34.890000	0.434000	0.168200	0.093500	10233	-144.460000
CELL1_FIX2_PROBE2_V2	1.000000	946853	-0.629234	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
