# PORT_M2_SHEETS_SPEC.md CC-M2-13.3 SESSION-SIDE STATE probe (ceiling census + causal day-side estimators, mirror-law tested) (spec_sha16=19fedc9231ba9f0e)
# params_hash=cd234e93d01ac530b9a0c5f752af2cb19fee3411ae5058c67315dface142bedc
# CC-M2-13.3 session-side state probe
# capture = realised / one-position DP ceiling over every candidate of the session
# the ORACLE arms are HINDSIGHT by construction — they are the concept's ceiling, never a rule
asset	d8	era	n_candidates	n_winners	n_win_long	n_win_short	oracle_side	release_day	dp_ceiling_usd	core_realised	core_oracle_realised	core_oracle_mirror_realised	e1_side	e2_side	e3_side
NKD	20230308	FIT	258	6	6	0	1	0	2622.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230309	FIT	252	19	0	19	-1	0	2472.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230310	FIT	658	67	0	67	-1	1	4597.500000	-340.000000	1520.000000	-1860.000000	1	-1	-1
NKD	20230313	FIT	941	20	1	19	-1	0	4572.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230314	FIT	674	20	11	9	1	1	3147.500000	932.500000	932.500000	0.000000	-1	-1	-1
NKD	20230315	FIT	793	48	15	33	-1	0	4735.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230316	FIT	793	98	98	0	1	0	5235.000000	0.000000	0.000000	0.000000	-1	1	-1
NKD	20230317	FIT	454	8	0	8	-1	0	2822.500000	0.000000	0.000000	0.000000	-1	1	-1
NKD	20230320	FIT	760	76	24	52	-1	0	4547.500000	0.000000	0.000000	0.000000	1	-1	1
NKD	20230321	FIT	179	0	0	0	0	0	1847.500000	0.000000			1	1	1
NKD	20230322	FIT	386	50	0	50	-1	1	3110.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230323	FIT	399	12	0	12	-1	0	2535.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230324	FIT	485	25	18	7	1	0	3447.500000	0.000000	0.000000	0.000000	1	-1	1
NKD	20230327	FIT	252	0	0	0	0	0	1985.000000	0.000000			1	1	1
NKD	20230328	FIT	117	0	0	0	0	0	1110.000000	0.000000			-1	-1	1
NKD	20230329	FIT	164	20	20	0	1	0	2535.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230330	FIT	189	0	0	0	0	0	1485.000000	0.000000			-1	1	-1
NKD	20230331	FIT	249	0	0	0	0	0	1485.000000	0.000000			1	1	1
NKD	20230403	FIT	293	0	0	0	0	0	1222.500000	0.000000			1	1	-1
NKD	20230404	FIT	234	0	0	0	0	0	1722.500000	0.000000			1	1	-1
NKD	20230405	FIT	232	18	0	18	-1	0	2222.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230406	FIT	188	0	0	0	0	0	1247.500000	0.000000			-1	-1	1
NKD	20230407	FIT	103	0	0	0	0	1	1047.500000	0.000000			-1	-1	1
NKD	20230410	FIT	138	2	2	0	1	0	1710.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230411	FIT	165	0	0	0	0	0	1297.500000	0.000000			1	1	-1
NKD	20230412	FIT	267	38	0	38	-1	1	1872.500000	1345.000000	1345.000000	0.000000	1	1	1
NKD	20230413	FIT	174	24	24	0	1	0	2860.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230414	FIT	279	0	0	0	0	0	1460.000000	0.000000			1	1	1
NKD	20230417	FIT	162	0	0	0	0	0	1297.500000	0.000000			-1	-1	1
NKD	20230418	FIT	210	0	0	0	0	0	1210.000000	0.000000			1	1	-1
NKD	20230419	FIT	146	0	0	0	0	0	1410.000000	0.000000			-1	-1	-1
NKD	20230420	FIT	179	0	0	0	0	0	1735.000000	0.000000			1	1	-1
NKD	20230421	FIT	267	0	0	0	0	0	2022.500000	0.000000			1	-1	-1
NKD	20230424	FIT	130	0	0	0	0	0	822.500000	0.000000			-1	1	-1
NKD	20230425	FIT	204	0	0	0	0	0	2072.500000	0.000000			-1	-1	0
NKD	20230426	FIT	309	0	0	0	0	0	1585.000000	0.000000			-1	-1	1
NKD	20230427	FIT	202	4	4	0	1	0	2247.500000	0.000000	0.000000	0.000000	1	1	1
NKD	20230428	FIT	452	41	41	0	1	0	3435.000000	0.000000	0.000000	0.000000	-1	1	-1
NKD	20230501	FIT	268	0	0	0	0	0	1310.000000	0.000000			1	1	0
NKD	20230502	FIT	385	4	0	4	-1	0	2622.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230503	FIT	428	12	0	12	-1	1	2097.500000	0.000000	0.000000	0.000000	1	-1	1
NKD	20230504	FIT	423	0	0	0	0	0	1422.500000	0.000000			1	1	-1
NKD	20230505	FIT	219	19	19	0	1	1	2260.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230508	FIT	235	0	0	0	0	0	1335.000000	0.000000			-1	-1	1
NKD	20230509	FIT	172	0	0	0	0	0	1635.000000	0.000000			1	1	-1
NKD	20230510	FIT	313	0	0	0	0	1	1447.500000	0.000000			-1	-1	-1
NKD	20230511	FIT	275	0	0	0	0	0	1347.500000	0.000000			1	1	0
NKD	20230512	FIT	332	18	18	0	1	0	2347.500000	0.000000	0.000000	0.000000	1	1	1
NKD	20230515	FIT	241	1	1	0	1	0	1972.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230516	FIT	235	0	0	0	0	0	1135.000000	0.000000			-1	1	1
NKD	20230517	FIT	233	9	9	0	1	0	2810.000000	-930.000000	0.000000	-930.000000	1	1	1
NKD	20230518	FIT	458	3	3	0	1	0	2785.000000	0.000000	0.000000	0.000000	-1	1	-1
NKD	20230519	FIT	447	1	1	0	1	0	2272.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230522	FIT	412	24	24	0	1	0	2560.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230523	FIT	718	47	0	47	-1	0	4310.000000	-380.000000	0.000000	-380.000000	1	-1	-1
NKD	20230524	FIT	437	3	0	3	-1	0	2585.000000	720.000000	0.000000	720.000000	-1	-1	1
NKD	20230525	FIT	544	7	7	0	1	0	3047.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230526	FIT	393	17	17	0	1	0	3385.000000	0.000000	0.000000	0.000000	-1	1	-1
NKD	20230529	FIT	364	42	0	42	-1	0	2897.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230530	FIT	526	49	40	9	1	0	3460.000000	-242.500000	0.000000	-242.500000	-1	1	1
NKD	20230531	FIT	579	27	0	27	-1	0	2210.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230601	FIT	409	14	14	0	1	0	3485.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230602	FIT	417	47	47	0	1	1	3435.000000	-642.500000	0.000000	-642.500000	1	1	1
NKD	20230605	FIT	629	79	50	29	1	0	5310.000000	-130.000000	-130.000000	0.000000	-1	1	1
NKD	20230606	FIT	562	49	49	0	1	0	4160.000000	1157.500000	1157.500000	-305.000000	1	1	1
NKD	20230607	FIT	692	72	0	72	-1	0	5322.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230608	FIT	420	41	27	14	1	0	3510.000000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20230609	FIT	405	12	12	0	1	0	3385.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230612	FIT	295	0	0	0	0	0	1860.000000	0.000000			1	1	0
NKD	20230613	FIT	494	20	20	0	1	1	3997.500000	-485.000000	470.000000	-955.000000	1	1	1
NKD	20230614	FIT	650	63	63	0	1	1	4122.500000	1232.500000	1232.500000	0.000000	-1	1	0
NKD	20230615	FIT	576	46	15	31	-1	0	4622.500000	1420.000000	1420.000000	0.000000	-1	-1	-1
NKD	20230616	FIT	499	51	40	11	1	0	4735.000000	-955.000000	0.000000	-955.000000	-1	1	1
NKD	20230619	FIT	324	10	0	10	-1	0	3022.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230620	FIT	419	11	11	0	1	0	2785.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230621	FIT	368	24	24	0	1	0	3560.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230622	FIT	344	49	15	34	-1	0	3797.500000	-955.000000	0.000000	-955.000000	1	-1	1
NKD	20230623	FIT	623	48	2	46	-1	0	5847.500000	-897.500000	57.500000	-955.000000	-1	-1	1
NKD	20230626	FIT	411	12	12	0	1	0	2635.000000	1195.000000	1195.000000	0.000000	-1	-1	1
NKD	20230627	FIT	326	36	36	0	1	0	3010.000000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230628	FIT	365	23	23	0	1	0	3285.000000	2240.000000	2157.500000	-872.500000	-1	1	-1
NKD	20230629	FIT	314	13	0	13	-1	0	2547.500000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20230630	FIT	289	5	5	0	1	0	2272.500000	0.000000	0.000000	0.000000	-1	1	1
NKD	20230703	FIT	271	2	2	0	1	0	1860.000000	-405.000000	0.000000	-405.000000	1	1	1
NKD	20230704	FIT	180	3	0	3	-1	0	1872.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230705	FIT	275	11	8	3	1	0	2922.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230706	FIT	420	30	0	30	-1	0	3097.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230707	FIT	414	11	0	11	-1	1	3160.000000	-247.500000	-247.500000	0.000000	1	-1	1
NKD	20230710	FIT	501	36	0	36	-1	0	3210.000000	-242.500000	0.000000	-242.500000	1	-1	1
NKD	20230711	FIT	343	0	0	0	0	0	2460.000000	0.000000			-1	-1	0
NKD	20230712	FIT	488	21	0	21	-1	1	3922.500000	-835.000000	120.000000	-785.000000	-1	-1	-1
NKD	20230713	FIT	370	50	50	0	1	0	4110.000000	1245.000000	1245.000000	0.000000	-1	1	1
NKD	20230714	FIT	422	24	0	24	-1	0	4010.000000	-360.000000	1170.000000	-860.000000	-1	-1	-1
NKD	20230717	FIT	207	0	0	0	0	0	2485.000000	0.000000			-1	-1	-1
NKD	20230718	FIT	368	28	8	20	-1	0	3385.000000	895.000000	895.000000	0.000000	1	1	1
NKD	20230719	FIT	276	23	23	0	1	0	2610.000000	-955.000000	0.000000	-955.000000	-1	1	0
NKD	20230720	FIT	304	39	0	39	-1	0	3197.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230721	FIT	337	7	7	0	1	0	3022.500000	445.000000	445.000000	0.000000	-1	1	-1
NKD	20230724	FIT	239	1	1	0	1	0	2260.000000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20230725	FIT	198	0	0	0	0	0	935.000000	0.000000			-1	-1	-1
NKD	20230726	FIT	342	0	0	0	0	1	1510.000000	0.000000			1	-1	-1
NKD	20230727	FIT	463	57	13	44	-1	0	6060.000000	-955.000000	0.000000	-955.000000	1	1	1
NKD	20230728	FIT	868	67	67	0	1	0	6110.000000	-2102.500000	-1910.000000	-192.500000	-1	1	1
NKD	20230731	FIT	387	0	0	0	0	0	1360.000000	0.000000			1	1	-1
NKD	20230801	FIT	294	0	0	0	0	0	1747.500000	0.000000			1	1	1
NKD	20230802	FIT	520	62	3	59	-1	0	5597.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230803	FIT	555	11	0	11	-1	0	3597.500000	-955.000000	0.000000	-955.000000	-1	-1	1
NKD	20230804	FIT	443	13	5	8	-1	1	3510.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230807	FIT	339	37	37	0	1	0	3322.500000	0.000000	0.000000	0.000000	1	1	1
NKD	20230808	FIT	371	0	0	0	0	0	2335.000000	0.000000			-1	-1	-1
NKD	20230809	FIT	288	0	0	0	0	0	1310.000000	0.000000			1	-1	-1
NKD	20230810	FIT	371	50	42	8	1	1	3997.500000	2207.500000	2207.500000	0.000000	1	1	-1
NKD	20230811	FIT	196	0	0	0	0	0	1260.000000	0.000000			1	1	1
NKD	20230814	FIT	360	22	2	20	-1	0	3660.000000	0.000000	0.000000	0.000000	1	-1	1
NKD	20230815	FIT	292	3	0	3	-1	0	2522.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230816	FIT	343	0	0	0	0	0	2060.000000	0.000000			-1	-1	1
NKD	20230817	FIT	383	66	19	47	-1	0	4172.500000	0.000000	0.000000	0.000000	-1	1	1
NKD	20230818	FIT	445	0	0	0	0	0	2047.500000	970.000000			1	1	-1
NKD	20230821	FIT	421	5	0	5	-1	0	2785.000000	295.000000	0.000000	295.000000	1	1	-1
NKD	20230822	FIT	369	7	0	7	-1	0	2510.000000	0.000000	0.000000	0.000000	-1	1	1
NKD	20230823	FIT	313	52	52	0	1	0	3485.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20230824	FIT	399	33	0	33	-1	0	3522.500000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20230825	FIT	475	11	7	4	1	0	2835.000000	0.000000	0.000000	0.000000	-1	1	1
NKD	20230828	FIT	302	29	29	0	1	0	2572.500000	0.000000	0.000000	0.000000	1	1	1
NKD	20230829	FIT	308	9	9	0	1	0	1997.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230830	FIT	291	13	0	13	-1	0	2422.500000	0.000000	0.000000	0.000000	1	-1	0
NKD	20230831	FIT	362	3	3	0	1	0	2410.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230901	FIT	366	0	0	0	0	1	1710.000000	0.000000			1	1	1
NKD	20230904	FIT	197	25	25	0	1	0	2047.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230905	FIT	389	0	0	0	0	0	1722.500000	0.000000			-1	1	1
NKD	20230906	FIT	374	0	0	0	0	0	1610.000000	0.000000			1	1	1
NKD	20230907	FIT	387	20	0	20	-1	0	2035.000000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20230908	FIT	446	13	0	13	-1	0	2622.500000	195.000000	0.000000	195.000000	-1	-1	-1
NKD	20230911	FIT	503	10	0	10	-1	0	2547.500000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20230912	FIT	305	18	18	0	1	0	2172.500000	0.000000	0.000000	0.000000	-1	1	-1
NKD	20230913	FIT	449	0	0	0	0	1	1922.500000	0.000000			-1	-1	1
NKD	20230914	FIT	358	36	36	0	1	0	3097.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230915	FIT	477	9	0	9	-1	0	2435.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230918	FIT	232	0	0	0	0	0	1097.500000	0.000000			-1	-1	-1
NKD	20230919	FIT	318	0	0	0	0	0	1347.500000	0.000000			-1	1	-1
NKD	20230920	FIT	340	52	0	52	-1	1	2585.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20230921	FIT	433	51	0	51	-1	0	3885.000000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20230922	FIT	592	42	42	0	1	0	2447.500000	1132.500000	1132.500000	0.000000	1	1	1
NKD	20230925	FIT	409	13	13	0	1	0	2797.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20230926	FIT	447	20	0	20	-1	0	3147.500000	-930.000000	0.000000	-930.000000	-1	-1	-1
NKD	20230927	FIT	432	45	45	0	1	0	3035.000000	0.000000	0.000000	0.000000	-1	1	1
NKD	20230928	FIT	640	54	26	28	-1	0	3122.500000	970.000000	970.000000	-930.000000	-1	-1	1
NKD	20230929	FIT	514	45	18	27	-1	0	3635.000000	0.000000	0.000000	0.000000	-1	1	-1
NKD	20231002	FIT	687	56	0	56	-1	0	4710.000000	2782.500000	2782.500000	0.000000	1	-1	1
NKD	20231003	FIT	710	46	0	46	-1	0	5185.000000	870.000000	870.000000	0.000000	-1	-1	1
NKD	20231004	FIT	886	62	11	51	-1	0	4435.000000	-955.000000	-955.000000	795.000000	-1	-1	-1
NKD	20231005	FIT	464	33	33	0	1	0	3497.500000	1745.000000	1745.000000	0.000000	1	1	1
NKD	20231006	FIT	441	31	31	0	1	1	3460.000000	1845.000000	1845.000000	0.000000	1	1	-1
NKD	20231009	FIT	349	11	11	0	1	0	2435.000000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20231010	FIT	398	9	9	0	1	0	3572.500000	190.000000	0.000000	190.000000	1	1	-1
NKD	20231011	FIT	317	0	0	0	0	0	1472.500000	0.000000			1	1	1
NKD	20231012	FIT	446	52	19	33	-1	1	4860.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20231013	FIT	512	46	0	46	-1	0	3872.500000	-592.500000	820.000000	-592.500000	1	-1	1
NKD	20231016	FIT	431	21	12	9	1	0	3222.500000	-955.000000	-955.000000	695.000000	-1	-1	-1
NKD	20231017	FIT	427	27	18	9	1	0	3022.500000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20231018	FIT	364	23	0	23	-1	0	2847.500000	-267.500000	0.000000	-267.500000	-1	-1	-1
NKD	20231019	FIT	562	34	0	34	-1	0	4035.000000	1870.000000	1870.000000	0.000000	-1	-1	-1
NKD	20231020	FIT	428	31	0	31	-1	0	3010.000000	45.000000	45.000000	0.000000	1	-1	0
NKD	20231023	FIT	550	8	7	1	1	0	3285.000000	-230.000000	0.000000	-230.000000	-1	-1	1
NKD	20231024	FIT	669	63	63	0	1	0	4347.500000	-955.000000	-955.000000	-955.000000	-1	1	-1
NKD	20231025	FIT	417	25	0	25	-1	0	3160.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20231026	FIT	574	34	0	34	-1	0	3210.000000	1170.000000	1170.000000	0.000000	-1	-1	-1
NKD	20231027	FIT	422	20	5	15	-1	0	3660.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20231030	FIT	521	4	0	4	-1	0	2460.000000	-472.500000	0.000000	-472.500000	-1	1	1
NKD	20231031	FIT	564	43	43	0	1	0	4010.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20231101	FIT	492	75	75	0	1	0	4072.500000	-730.000000	0.000000	-730.000000	1	1	-1
NKD	20231102	FIT	316	21	21	0	1	0	2897.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20231103	FIT	191	5	5	0	1	1	2385.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20231106	FIT	257	0	0	0	0	0	1397.500000	0.000000			-1	-1	1
NKD	20231107	FIT	284	35	5	30	-1	0	3272.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20231108	FIT	297	24	0	24	-1	0	2822.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20231109	FIT	379	45	22	23	-1	0	4422.500000	0.000000	0.000000	0.000000	1	1	1
NKD	20231110	FIT	358	35	35	0	1	0	3960.000000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20231113	FIT	294	17	0	17	-1	0	2872.500000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20231114	FIT	272	26	26	0	1	1	3147.500000	-955.000000	0.000000	-955.000000	-1	-1	1
NKD	20231115	FIT	400	9	9	0	1	0	2597.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20231116	FIT	409	0	0	0	0	0	2010.000000	0.000000			1	1	1
NKD	20231117	FIT	282	9	9	0	1	0	2247.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20231120	FIT	409	44	0	44	-1	0	3497.500000	1615.000000	1615.000000	0.000000	1	-1	1
NKD	20231121	FIT	409	0	0	0	0	0	1235.000000	482.500000			-1	-1	-1
NKD	20231122	FIT	374	16	16	0	1	0	3097.500000	-930.000000	0.000000	-930.000000	1	1	-1
NKD	20231123	FIT	58	0	0	0	0	0	472.500000	0.000000			-1	-1	-1
NKD	20231124	FIT	190	0	0	0	0	0	1622.500000	0.000000			-1	-1	-1
NKD	20231127	FIT	347	18	0	18	-1	0	2485.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20231128	FIT	380	0	0	0	0	0	1660.000000	0.000000			-1	-1	-1
NKD	20231129	FIT	390	1	0	1	-1	0	2347.500000	970.000000	970.000000	0.000000	1	1	-1
NKD	20231130	FIT	434	19	19	0	1	0	2410.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20231201	FIT	371	1	1	0	1	0	1910.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20231204	FIT	581	15	0	15	-1	0	2772.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20231205	FIT	468	26	0	26	-1	0	2410.000000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20231206	FIT	303	50	23	27	-1	0	3985.000000	0.000000	0.000000	0.000000	1	1	0
NKD	20231207	FIT	640	57	0	57	-1	0	4435.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20231208	FIT	555	56	43	13	1	1	3185.000000	-930.000000	-930.000000	0.000000	-1	-1	1
NKD	20231211	FIT	386	7	7	0	1	0	2747.500000	0.000000	0.000000	0.000000	1	1	1
NKD	20231212	FIT	298	33	0	33	-1	1	2947.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20231213	FIT	421	0	0	0	0	1	1935.000000	0.000000			-1	-1	-1
NKD	20231214	FIT	702	30	0	30	-1	0	3410.000000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20231215	FIT	344	8	4	4	0	0	2622.500000	0.000000			1	1	1
NKD	20231218	FIT	273	0	0	0	0	0	1735.000000	0.000000			-1	1	1
NKD	20231219	FIT	579	82	82	0	1	0	5860.000000	2452.500000	2370.000000	-872.500000	1	1	1
NKD	20231220	FIT	285	9	0	9	-1	0	4060.000000	-955.000000	-955.000000	0.000000	1	1	0
NKD	20231221	FIT	289	0	0	0	0	0	1922.500000	0.000000			-1	-1	1
NKD	20231222	FIT	238	2	0	2	-1	0	1785.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20231226	FIT	146	2	2	0	1	0	1385.000000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20231227	FIT	277	2	2	0	1	0	1997.500000	0.000000	0.000000	0.000000	1	1	0
NKD	20231228	FIT	351	0	0	0	0	0	1772.500000	0.000000			1	-1	-1
NKD	20231229	FIT	337	0	0	0	0	0	2360.000000	0.000000			1	1	1
NKD	20240102	FIT	413	40	22	18	1	0	2985.000000	0.000000	0.000000	0.000000	-1	1	-1
NKD	20240103	FIT	314	0	0	0	0	0	1972.500000	7.500000			1	1	1
NKD	20240104	FIT	487	41	41	0	1	0	4135.000000	2295.000000	2295.000000	0.000000	-1	1	-1
NKD	20240105	FIT	465	0	0	0	0	1	2085.000000	520.000000			1	-1	0
NKD	20240108	FIT	218	42	42	0	1	0	3672.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20240109	FIT	413	20	20	0	1	0	2685.000000	770.000000	0.000000	770.000000	1	-1	1
NKD	20240110	FIT	451	47	47	0	1	0	5235.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20240111	FIT	641	28	28	0	1	1	3572.500000	1252.500000	795.000000	457.500000	1	1	-1
NKD	20240112	FIT	505	19	19	0	1	0	3160.000000	-955.000000	-955.000000	-955.000000	1	1	-1
NKD	20240115	FIT	283	31	31	0	1	0	3672.500000	0.000000	0.000000	0.000000	1	1	1
NKD	20240116	FIT	568	17	0	17	-1	0	3635.000000	-955.000000	0.000000	-955.000000	-1	-1	0
NKD	20240117	FIT	648	40	0	40	-1	0	5122.500000	-955.000000	1820.000000	-955.000000	1	-1	-1
NKD	20240118	FIT	485	35	35	0	1	0	3197.500000	-80.000000	0.000000	-80.000000	1	1	0
NKD	20240119	FIT	401	19	19	0	1	0	2460.000000	270.000000	420.000000	270.000000	-1	-1	1
NKD	20240122	FIT	387	37	37	0	1	0	2122.500000	0.000000	0.000000	0.000000	1	1	1
NKD	20240123	FIT	587	34	3	31	-1	0	4372.500000	-955.000000	0.000000	-955.000000	1	-1	-1
NKD	20240124	FIT	435	16	0	16	-1	0	3097.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20240125	FIT	407	12	12	0	1	0	2460.000000	1420.000000	1420.000000	0.000000	-1	-1	1
NKD	20240126	FIT	394	14	0	14	-1	0	3072.500000	-955.000000	0.000000	-955.000000	-1	-1	-1
NKD	20240129	FIT	245	10	10	0	1	0	2697.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20240130	FIT	259	16	0	16	-1	0	2522.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20240131	FIT	500	62	51	11	1	1	5097.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20240201	FIT	457	48	46	2	1	0	4210.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20240202	FIT	416	60	46	14	1	1	3522.500000	0.000000	0.000000	0.000000	-1	-1	1
NKD	20240205	FIT	344	2	2	0	1	0	2047.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20240206	FIT	357	4	0	4	-1	0	2285.000000	-955.000000	0.000000	-955.000000	-1	-1	-1
NKD	20240207	FIT	316	15	15	0	1	0	2685.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20240208	FIT	463	62	62	0	1	0	5197.500000	-1122.500000	0.000000	-1122.500000	1	1	-1
NKD	20240209	FIT	369	26	0	26	-1	0	3010.000000	-1910.000000	-955.000000	-955.000000	-1	-1	-1
NKD	20240212	FIT	169	6	6	0	1	0	2110.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20240213	FIT	613	63	44	19	1	1	6885.000000	-110.000000	-930.000000	820.000000	1	1	-1
NKD	20240214	FIT	395	12	12	0	1	0	2885.000000	0.000000	0.000000	0.000000	1	1	-1
NKD	20240215	FIT	391	36	36	0	1	0	3247.500000	0.000000	0.000000	0.000000	-1	1	1
NKD	20240216	FIT	651	71	0	71	-1	0	3997.500000	-335.000000	-955.000000	-335.000000	1	1	1
NKD	20240219	FIT	215	0	0	0	0	0	1672.500000	0.000000			1	1	0
NKD	20240220	FIT	501	2	0	2	-1	0	2135.000000	0.000000	0.000000	0.000000	1	-1	-1
NKD	20240221	FIT	424	19	19	0	1	0	3972.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20240222	FIT	461	43	43	0	1	0	4247.500000	-310.000000	620.000000	-930.000000	-1	1	-1
NKD	20240223	FIT	252	0	0	0	0	0	1947.500000	0.000000			-1	-1	1
NKD	20240226	FIT	380	5	0	5	-1	0	2697.500000	532.500000	532.500000	0.000000	-1	-1	1
NKD	20240227	FIT	337	0	0	0	0	0	1497.500000	0.000000			-1	-1	1
NKD	20240228	FIT	286	0	0	0	0	0	2147.500000	0.000000			-1	-1	-1
NKD	20240229	FIT	438	44	44	0	1	0	3985.000000	1495.000000	1495.000000	0.000000	1	1	1
NKD	20240301	FIT	450	81	72	9	1	0	5635.000000	0.000000	0.000000	0.000000	1	1	1
NKD	20240304	FIT	386	0	0	0	0	0	2110.000000	495.000000			-1	1	-1
NKD	20240305	FIT	414	15	0	15	-1	0	2822.500000	0.000000	0.000000	0.000000	-1	1	1
NKD	20240306	FIT	534	20	20	0	1	0	3410.000000	0.000000	0.000000	0.000000	1	1	0
NKD	20240307	FIT	615	81	33	48	-1	0	7197.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20240308	FIT	748	40	0	40	-1	1	5122.500000	-955.000000	-955.000000	-955.000000	-1	-1	-1
NKD	20240311	FIT	622	17	0	17	-1	0	2997.500000	0.000000	0.000000	0.000000	-1	-1	-1
NKD	20240312	FIT	479	40	40	0	1	1	4797.500000	815.000000	1770.000000	-955.000000	-1	1	-1
NKD	20240313	FIT	438	22	0	22	-1	0	4722.500000	-955.000000	0.000000	-955.000000	-1	-1	1
NKD	20240314	FIT	396	32	12	20	-1	0	3335.000000	490.000000	0.000000	490.000000	-1	1	-1
NKD	20240315	FIT	316	10	10	0	1	0	3472.500000	0.000000	0.000000	0.000000	1	1	-1
NKD	20240318	FIT	298	40	40	0	1	0	4610.000000	-447.500000	507.500000	-955.000000	1	1	1
NKD	20240319	FIT	511	32	32	0	1	0	4185.000000	0.000000	0.000000	0.000000	-1	1	-1
