# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# THE-FIX-LIST: components ranked by recoverable $/session, with the named improvement type
# block A = fixed-contract ladder (additive); B = contract change, D-029 reserved; D = diagnostic
# standalone = the same repair applied ALONE from the judge's own takes (order-free)
rank	judge	component	improvement_type	block	usd_per_session	usd_total	share_of_block_A	standalone_usd_per_session	n_repairs	top_cell	top_cell_usd_per_session
1	FIX2_GBT_CRE26_COMPOSED	RANKING_RESIDUAL	scoring/foresight	A	907.370000	2105095.050000	0.465600	3264.960000	0	E6|SI|rg2|ph2	13.710000
2	FIX2_GBT_CRE26_COMPOSED	SEL_WRONG_MEMBER	ranking	A	745.270000	1729016.890000	0.382500	1851.890000	6397	E7|SI|rg0|ph2	15.410000
3	FIX2_GBT_CRE26_COMPOSED	SEL_WRONG_SIDE	validity	A	293.560000	681070.440000	0.150600	479.310000	1963	E6|SI|rg2|ph2	13.580000
4	FIX2_GBT_CRE26_COMPOSED	EXIT	exit-contract (D-029)	B	148.580000	344715.000000	0.076200			E6|SI|rg2|ph2	13.350000
5	FIX2_GBT_CRE26_COMPOSED	RISK	stop-structure (D-029)	B	121.030000	280778.750000	0.062100			E7|SI|rg0|ph2	8.940000
6	FIX2_GBT_CRE26_COMPOSED	OPPORTUNITY	generation/coverage	A	89.240000	207047.500000	0.045800			E5|HG|ALL	15.590000
7	FIX2_GBT_CRE26_COMPOSED	SEL_WRONG_MOMENT	moment	A	33.550000	77839.150000	0.017200	34.420000	2113	E7|SI|rg0|ph2	2.430000
8	FIX2_GBT_CRE26_COMPOSED	CALIBRATION	threshold	D	0.000000	0.000000	0.000000				
9	FIX2_GBT_CRE26_COMPOSED	PARTICIPATION	throughput/abstention	A	-120.340000	-279182.790000	-0.061800	-342.110000	155203	E3|HG|rg0|ph0	0.890000
