# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
CELL1_LMART_CELL_COMPOSED	E3	HG	390	194	106	0.483900	926.670000	H120	425.550000	1788.660000	NO_WALL	193.310000	601.310000
CELL1_LMART_CELL_COMPOSED	E3	NKD	390	168	75	0.430300	817.600000	H60	535.870000	1786.080000	W1200	118.380000	465.710000
CELL1_LMART_CELL_COMPOSED	E3	SI	390	179	124	0.453600	1145.030000	CLOSE	0.000000	1958.670000	W1800	305.040000	790.190000
CELL1_LMART_CELL_COMPOSED	E4	HG	383	173	77	0.466400	851.860000	H60	487.890000	1803.820000	W2400	119.110000	473.310000
CELL1_LMART_CELL_COMPOSED	E4	NKD	387	194	64	0.491400	714.830000	SESS_CLOSE	315.330000	1622.030000	NO_WALL	121.710000	399.940000
CELL1_LMART_CELL_COMPOSED	E4	SI	384	157	112	0.410600	1119.210000	H60	622.270000	2109.530000	W300	381.970000	728.110000
CELL1_LMART_CELL_COMPOSED	E5	HG	387	182	28	0.451200	683.530000	H120	381.490000	1571.390000	W300	205.380000	251.210000
CELL1_LMART_CELL_COMPOSED	E5	NKD	387	179	94	0.498300	831.940000	H60	501.550000	1930.310000	W450	270.170000	587.290000
CELL1_LMART_CELL_COMPOSED	E5	SI	387	183	89	0.429900	1081.690000	H60	571.630000	1863.410000	W600	199.150000	582.540000
CELL1_LMART_CELL_COMPOSED	E6	HG	384	190	59	0.444400	841.890000	SESS_CLOSE	373.430000	1672.090000	W900	0.000000	371.020000
CELL1_LMART_CELL_COMPOSED	E6	NKD	384	192	99	0.454500	985.290000	SESS_CLOSE	394.220000	1728.570000	W1800	194.960000	576.050000
CELL1_LMART_CELL_COMPOSED	E6	SI	384	185	112	0.425100	1306.150000	SESS_CLOSE	503.280000	1840.800000	W1500	211.390000	675.800000
CELL1_LMART_CELL_COMPOSED	E7	HG	393	195	72	0.425700	890.030000	SESS_CLOSE	361.600000	1765.850000	W600	143.420000	417.020000
CELL1_LMART_CELL_COMPOSED	E7	NKD	393	143	185	0.442500	1211.640000	H30	854.960000	2323.170000	W300	618.930000	1039.220000
CELL1_LMART_CELL_COMPOSED	E7	SI	393	163	156	0.426200	1416.600000	H60	663.850000	2055.730000	W450	396.430000	836.470000
CELL1_LMART_CELL_COMPOSED	E8	HG	381	188	114	0.436500	1158.250000	SESS_CLOSE	400.940000	1836.840000	W1800	182.910000	647.160000
CELL1_LMART_CELL_COMPOSED	E8	NKD	381	177	140	0.443200	1130.740000	SESS_CLOSE	299.350000	1911.060000	W300	378.050000	765.810000
CELL1_LMART_CELL_COMPOSED	E8	SI	381	172	162	0.458800	1364.240000	H120	591.590000	1885.510000	W450	436.340000	851.750000
