# PORT M3 M3.2 walk-forward evaluation (expanding-window era ladder) (harness=PORT-M3-HARNESS-V1; m2_spec_sha16=f6ef73a41dbf8588)
# params_hash=e800e849078628d09e1f07eacc8ec2146c571d1b7008f0314d0365fbe4b85075
era	asset	d8	realised_usd	day_ceiling_usd	oracle_ceiling_usd	n_seated
E1	SI	20210908	-277.500000	2847.500000	2375.000000	3
E1	SI	20210909	-165.000000	2860.000000	4000.000000	3
E1	SI	20210910	-1027.500000	4047.500000	3950.000000	3
E1	SI	20210913	1085.000000	2810.000000	2475.000000	3
E1	SI	20210914	-840.000000	3160.000000	3475.000000	3
E1	SI	20210915	-115.000000	1785.000000	0.000000	3
E1	SI	20210916	-465.000000	5347.500000	7650.000000	3
E1	SI	20210917	-165.000000	4260.000000	3225.000000	3
E1	SI	20210920	1410.000000	2435.000000	2337.500000	3
E1	SI	20210921	197.500000	2972.500000	3925.000000	3
E1	SI	20210922	-2002.500000	3860.000000	4875.000000	3
E1	SI	20210923	735.000000	2597.500000	1687.500000	3
E1	SI	20210924	110.000000	2560.000000	3500.000000	3
E1	SI	20210927	1147.500000	2610.000000	3237.500000	3
E1	SI	20210928	235.000000	4685.000000	4400.000000	3
E1	SI	20210929	-665.000000	5110.000000	4462.500000	3
E1	SI	20210930	-240.000000	4135.000000	4487.500000	3
E1	SI	20211001	-77.500000	3235.000000	2112.500000	3
E1	SI	20211004	-2.500000	4185.000000	2087.500000	3
E1	SI	20211005	-240.000000	2747.500000	1537.500000	3
E1	SI	20211006	-427.500000	3610.000000	3512.500000	3
E1	SI	20211007	735.000000	2522.500000	2237.500000	3
E1	SI	20211008	-240.000000	3660.000000	3900.000000	3
E1	SI	20211011	572.500000	2972.500000	1675.000000	3
E1	SI	20211012	1060.000000	1872.500000	3287.500000	3
E1	SI	20211013	592.500000	3935.000000	5600.000000	4
E1	SI	20211014	547.500000	3497.500000	4325.000000	3
E1	SI	20211015	235.000000	2610.000000	2612.500000	3
E1	SI	20211018	1310.000000	2035.000000	1550.000000	3
E1	SI	20211019	-715.000000	4997.500000	5562.500000	3
E1	SI	20211020	-1440.000000	3947.500000	5950.000000	3
E1	SI	20211021	947.500000	2022.500000	3437.500000	3
E1	SI	20211022	-815.000000	3585.000000	3275.000000	3
E1	SI	20211025	822.500000	2710.000000	0.000000	3
E1	SI	20211026	-420.000000	2760.000000	3725.000000	4
E1	SI	20211027	922.500000	2047.500000	2100.000000	3
E1	SI	20211028	585.000000	1497.500000	0.000000	3
E1	SI	20211029	572.500000	2935.000000	3237.500000	3
E1	SI	20211101	435.000000	1960.000000	1762.500000	3
E1	SI	20211102	-365.000000	2910.000000	3400.000000	3
E1	SI	20211103	-1765.000000	3660.000000	4937.500000	3
E1	SI	20211104	22.500000	2722.500000	4450.000000	3
E1	SI	20211105	-640.000000	3722.500000	3475.000000	3
E1	SI	20211108	35.000000	2522.500000	0.000000	3
E1	SI	20211109	-1002.500000	1985.000000	2212.500000	3
E1	SI	20211110	-1202.500000	3985.000000	8600.000000	3
E1	SI	20211111	2597.500000	3922.500000	4525.000000	3
E1	SI	20211112	-515.000000	4535.000000	4225.000000	3
E1	SI	20211115	85.000000	3897.500000	2350.000000	3
E1	SI	20211116	-752.500000	3980.000000	4125.000000	3
E1	SI	20211117	410.000000	2097.500000	2087.500000	3
E1	SI	20211118	1685.000000	2560.000000	2075.000000	3
E1	SI	20211119	1610.000000	2860.000000	2175.000000	3
E1	SI	20211122	-415.000000	4785.000000	4700.000000	3
E1	SI	20211123	710.000000	4047.500000	4562.500000	3
E1	SI	20211124	35.000000	1485.000000	0.000000	3
E1	SI	20211125	522.500000	772.500000	0.000000	3
E1	SI	20211126	-552.500000	4047.500000	4787.500000	3
E1	SI	20211129	-990.000000	3830.000000	3300.000000	3
E1	SI	20211130	747.500000	3542.500000	2825.000000	3
E1	SI	20211201	22.500000	5130.000000	5025.000000	3
E1	SI	20211202	1572.500000	1660.000000	0.000000	3
E1	SI	20211203	-865.000000	3485.000000	2662.500000	3
E1	SI	20211206	-290.000000	2385.000000	2525.000000	3
E1	SI	20211207	-390.000000	2135.000000	0.000000	3
E1	SI	20211208	360.000000	1035.000000	0.000000	3
E1	SI	20211209	847.500000	2785.000000	3037.500000	3
E1	SI	20211210	-65.000000	2230.000000	1562.500000	3
E1	SI	20211213	760.000000	1010.000000	0.000000	3
E1	SI	20211214	-1027.500000	2135.000000	3375.000000	3
E1	SI	20211215	-377.500000	4510.000000	4575.000000	3
E1	SI	20211216	-627.500000	2767.500000	1662.500000	3
E1	SI	20211217	285.000000	2460.000000	0.000000	3
E1	SI	20211220	860.000000	1060.000000	0.000000	3
E1	SI	20211221	-277.500000	3347.500000	2325.000000	3
E1	SI	20211222	1997.500000	2210.000000	0.000000	3
E1	SI	20211223	-115.000000	1785.000000	0.000000	3
E1	SI	20211227	-290.000000	3447.500000	3475.000000	3
E1	SI	20211228	-840.000000	2860.000000	2050.000000	3
E1	SI	20211229	-515.000000	2785.000000	2900.000000	3
E1	SI	20211230	-377.500000	2867.500000	2600.000000	3
E1	SI	20211231	22.500000	1705.000000	0.000000	3
E2	HG	20220103	1866.250000	3166.250000	4856.250000	3
E2	HG	20220104	-408.750000	3310.000000	2137.500000	3
E2	HG	20220105	-8.750000	2566.250000	2050.000000	3
E2	HG	20220106	435.000000	2497.500000	2350.000000	3
E2	HG	20220107	-471.250000	2197.500000	1831.250000	3
E2	HG	20220110	1297.500000	1622.500000	2481.250000	3
E2	HG	20220111	153.750000	2253.750000	1643.750000	3
E2	HG	20220112	516.250000	3778.750000	4268.750000	3
E2	HG	20220113	-602.500000	2810.000000	0.000000	3
E2	HG	20220114	372.500000	3466.250000	3906.250000	3
E2	HG	20220117	122.500000	2535.000000	1518.750000	3
E2	HG	20220118	-115.000000	2035.000000	0.000000	3
E2	HG	20220119	466.250000	2372.500000	2418.750000	3
E2	HG	20220120	1185.000000	3097.500000	2225.000000	3
E2	HG	20220121	1216.250000	2641.250000	3725.000000	3
E2	HG	20220124	-477.500000	3641.250000	4318.750000	3
E2	HG	20220125	1678.750000	3260.000000	3475.000000	3
E2	HG	20220126	1141.250000	3685.000000	3781.250000	3
E2	HG	20220127	585.000000	3953.750000	1868.750000	3
E2	HG	20220128	3.750000	2960.000000	2475.000000	3
E2	HG	20220131	941.250000	2528.750000	1800.000000	3
E2	HG	20220201	-921.250000	2566.250000	3875.000000	3
E2	HG	20220202	410.000000	2578.750000	3606.250000	3
E2	HG	20220203	-71.250000	2716.250000	0.000000	3
E2	HG	20220204	1816.250000	3047.500000	4331.250000	3
E2	HG	20220207	91.250000	3335.000000	1825.000000	3
E2	HG	20220208	-490.000000	3566.250000	3737.500000	3
E2	HG	20220209	-996.250000	5660.000000	5225.000000	3
E2	HG	20220210	666.250000	4760.000000	5112.500000	3
E2	HG	20220211	-952.500000	6772.500000	2712.500000	3
E2	HG	20220214	-908.750000	3116.250000	1750.000000	3
E2	HG	20220215	453.750000	2235.000000	1968.750000	3
E2	HG	20220216	428.750000	1647.500000	1768.750000	3
E2	HG	20220217	228.750000	3022.500000	2112.500000	3
E2	HG	20220218	1222.500000	3172.500000	1875.000000	3
E2	HG	20220221	-546.250000	1591.250000	0.000000	3
E2	HG	20220222	316.250000	2072.500000	1537.500000	3
E2	HG	20220223	203.750000	2253.750000	0.000000	3
E2	HG	20220224	-383.750000	5503.750000	5087.500000	3
E2	HG	20220225	572.500000	1891.250000	0.000000	3
E2	HG	20220228	847.500000	2760.000000	3575.000000	3
E2	HG	20220301	710.000000	2428.750000	3231.250000	3
E2	HG	20220302	185.000000	3760.000000	4543.750000	3
E2	HG	20220303	-1152.500000	4260.000000	3843.750000	3
E2	HG	20220304	-321.250000	5816.250000	4837.500000	3
E2	HG	20220307	1747.500000	9716.250000	9956.250000	3
E2	HG	20220308	391.250000	10353.750000	9662.500000	3
E2	HG	20220309	1597.500000	4560.000000	4643.750000	3
E2	HG	20220310	266.250000	2216.250000	1562.500000	3
E2	HG	20220311	-677.500000	3572.500000	2762.500000	3
