# PORT M3 M3.2 walk-forward evaluation (expanding-window era ladder) (harness=PORT-M3-HARNESS-V1; m2_spec_sha16=f6ef73a41dbf8588)
# params_hash=6cde2ea3933876895c7b6e569626de8ceea99035edf20f86416489f253cea8c1
era	asset	d8	realised_usd	day_ceiling_usd	oracle_ceiling_usd	n_seated
E1	SI	20210816	22.500000	3022.500000	1812.500000	3
E1	SI	20210817	260.000000	1610.000000	1650.000000	3
E1	SI	20210818	-865.000000	2135.000000	2837.500000	3
E1	SI	20210819	-152.500000	3485.000000	4112.500000	3
E1	SI	20210820	-740.000000	1947.500000	1912.500000	3
E1	SI	20210823	2110.000000	3122.500000	4300.000000	3
E1	SI	20210824	60.000000	1710.000000	0.000000	3
E1	SI	20210825	247.500000	1960.000000	1600.000000	3
E1	SI	20210826	235.000000	1610.000000	1625.000000	3
E1	SI	20210827	-1127.500000	4635.000000	4575.000000	3
E1	SI	20210830	1635.000000	2085.000000	1500.000000	3
E1	SI	20210831	1472.500000	2285.000000	3587.500000	3
E1	SI	20210901	247.500000	1960.000000	1975.000000	3
E1	SI	20210902	-990.000000	1710.000000	2275.000000	3
E1	SI	20210903	-1215.000000	4035.000000	5287.500000	3
E1	SI	20210906	-840.000000	1110.000000	0.000000	3
E1	SI	20210907	347.500000	3772.500000	5100.000000	3
E1	SI	20210908	-390.000000	2847.500000	2375.000000	3
E1	SI	20210909	-202.500000	2860.000000	4000.000000	3
E1	SI	20210910	-702.500000	4047.500000	3950.000000	3
E1	SI	20210913	85.000000	2810.000000	2475.000000	3
E1	SI	20210914	-815.000000	3160.000000	3475.000000	3
E1	SI	20210915	310.000000	1785.000000	0.000000	3
E1	SI	20210916	1122.500000	5347.500000	7650.000000	3
E1	SI	20210917	-690.000000	4260.000000	3225.000000	3
E1	SI	20210920	1360.000000	2435.000000	2337.500000	3
E1	SI	20210921	185.000000	2972.500000	3925.000000	3
E1	SI	20210922	-815.000000	3860.000000	4875.000000	3
E1	SI	20210923	935.000000	2597.500000	1687.500000	3
E1	SI	20210924	122.500000	2560.000000	3500.000000	3
E1	SI	20210927	1310.000000	2610.000000	3237.500000	3
E1	SI	20210928	-702.500000	4685.000000	4400.000000	3
E1	SI	20210929	-265.000000	5110.000000	4462.500000	3
E1	SI	20210930	-140.000000	4135.000000	4487.500000	3
E1	SI	20211001	310.000000	3235.000000	2112.500000	3
E1	SI	20211004	185.000000	4185.000000	2087.500000	3
E1	SI	20211005	-90.000000	2747.500000	1537.500000	3
E1	SI	20211006	-290.000000	3610.000000	3512.500000	3
E1	SI	20211007	535.000000	2522.500000	2237.500000	3
E1	SI	20211008	785.000000	3660.000000	3900.000000	3
E1	SI	20211011	885.000000	2972.500000	1675.000000	3
E1	SI	20211012	1510.000000	1872.500000	3287.500000	3
E1	SI	20211013	-1102.500000	3935.000000	5600.000000	3
E1	SI	20211014	-277.500000	3497.500000	4325.000000	3
E1	SI	20211015	460.000000	2610.000000	2612.500000	3
E1	SI	20211018	1160.000000	2035.000000	1550.000000	3
E1	SI	20211019	-915.000000	4997.500000	5562.500000	3
E1	SI	20211020	-1415.000000	3947.500000	5950.000000	3
E1	SI	20211021	1310.000000	2022.500000	3437.500000	3
E1	SI	20211022	2235.000000	3585.000000	3275.000000	3
E1	SI	20211025	785.000000	2710.000000	0.000000	3
E1	SI	20211026	660.000000	2760.000000	3725.000000	3
E1	SI	20211027	1272.500000	2047.500000	2100.000000	3
E1	SI	20211028	1035.000000	1497.500000	0.000000	3
E1	SI	20211029	672.500000	2935.000000	3237.500000	3
E1	SI	20211101	660.000000	1960.000000	1762.500000	3
E1	SI	20211102	-1340.000000	2910.000000	3400.000000	3
E1	SI	20211103	-1490.000000	3660.000000	4937.500000	3
E1	SI	20211104	60.000000	2722.500000	4450.000000	3
E1	SI	20211105	-702.500000	3722.500000	3475.000000	3
E1	SI	20211108	10.000000	2522.500000	0.000000	3
E1	SI	20211109	1110.000000	1985.000000	2212.500000	3
E1	SI	20211110	-1415.000000	3985.000000	8600.000000	3
E1	SI	20211111	2060.000000	3922.500000	4525.000000	3
E1	SI	20211112	-340.000000	4535.000000	4225.000000	3
E1	SI	20211115	610.000000	3897.500000	2350.000000	3
E1	SI	20211116	-602.500000	3980.000000	4125.000000	3
E1	SI	20211117	435.000000	2097.500000	2087.500000	3
E1	SI	20211118	1322.500000	2560.000000	2075.000000	3
E1	SI	20211119	2097.500000	2860.000000	2175.000000	3
E1	SI	20211122	-415.000000	4785.000000	4700.000000	3
E1	SI	20211123	735.000000	4047.500000	4562.500000	3
E1	SI	20211124	597.500000	1485.000000	0.000000	3
E1	SI	20211125	510.000000	772.500000	0.000000	3
E1	SI	20211126	422.500000	4047.500000	4787.500000	3
E1	SI	20211129	-815.000000	3830.000000	3300.000000	3
E1	SI	20211130	2697.500000	3542.500000	2825.000000	3
E1	SI	20211201	697.500000	5130.000000	5025.000000	3
E1	SI	20211202	685.000000	1660.000000	0.000000	3
E1	SI	20211203	-840.000000	3485.000000	2662.500000	3
E1	SI	20211206	-290.000000	2385.000000	2525.000000	3
E1	SI	20211207	422.500000	2135.000000	0.000000	3
E1	SI	20211208	410.000000	1035.000000	0.000000	3
E1	SI	20211209	2135.000000	2785.000000	3037.500000	3
E1	SI	20211210	110.000000	2230.000000	1562.500000	3
E1	SI	20211213	960.000000	1010.000000	0.000000	3
E1	SI	20211214	-1027.500000	2135.000000	3375.000000	3
E1	SI	20211215	2172.500000	4510.000000	4575.000000	3
E1	SI	20211216	460.000000	2767.500000	1662.500000	3
E1	SI	20211217	122.500000	2460.000000	0.000000	3
E1	SI	20211220	635.000000	1060.000000	0.000000	3
E1	SI	20211221	-77.500000	3347.500000	2325.000000	3
E1	SI	20211222	822.500000	2210.000000	0.000000	3
E1	SI	20211223	-40.000000	1785.000000	0.000000	3
E1	SI	20211227	-502.500000	3447.500000	3475.000000	3
E1	SI	20211228	360.000000	2860.000000	2050.000000	3
E1	SI	20211229	1360.000000	2785.000000	2900.000000	3
E1	SI	20211230	-277.500000	2867.500000	2600.000000	3
E1	SI	20211231	485.000000	1705.000000	0.000000	3
E2	HG	20220103	1885.000000	3166.250000	4856.250000	3
E2	HG	20220104	228.750000	3310.000000	2137.500000	3
E2	HG	20220105	-46.250000	2566.250000	2050.000000	3
E2	HG	20220106	-540.000000	2497.500000	2350.000000	3
E2	HG	20220107	572.500000	2197.500000	1831.250000	3
E2	HG	20220110	741.250000	1622.500000	2481.250000	3
E2	HG	20220111	53.750000	2253.750000	1643.750000	3
E2	HG	20220112	828.750000	3778.750000	4268.750000	3
E2	HG	20220113	97.500000	2810.000000	0.000000	3
E2	HG	20220114	35.000000	3466.250000	3906.250000	3
E2	HG	20220117	97.500000	2535.000000	1518.750000	3
E2	HG	20220118	-57.500000	2035.000000	0.000000	4
E2	HG	20220119	553.750000	2372.500000	2418.750000	3
E2	HG	20220120	922.500000	3097.500000	2225.000000	3
E2	HG	20220121	2253.750000	2641.250000	3725.000000	3
E2	HG	20220124	1660.000000	3641.250000	4318.750000	3
E2	HG	20220125	-315.000000	3260.000000	3475.000000	3
E2	HG	20220126	1566.250000	3685.000000	3781.250000	3
E2	HG	20220127	522.500000	3953.750000	1868.750000	3
E2	HG	20220128	135.000000	2960.000000	2475.000000	3
E2	HG	20220131	1022.500000	2528.750000	1800.000000	3
E2	HG	20220201	-321.250000	2566.250000	3875.000000	3
E2	HG	20220202	-83.750000	2578.750000	3606.250000	3
E2	HG	20220203	697.500000	2716.250000	0.000000	3
E2	HG	20220204	216.250000	3047.500000	4331.250000	3
E2	HG	20220207	797.500000	3335.000000	1825.000000	3
E2	HG	20220208	-133.750000	3566.250000	3737.500000	3
E2	HG	20220209	-1557.500000	5660.000000	5225.000000	4
E2	HG	20220210	1216.250000	4760.000000	5112.500000	3
E2	HG	20220211	-827.500000	6772.500000	2712.500000	3
E2	HG	20220214	-1102.500000	3116.250000	1750.000000	3
E2	HG	20220215	585.000000	2235.000000	1968.750000	3
E2	HG	20220216	810.000000	1647.500000	1768.750000	3
E2	HG	20220217	1760.000000	3022.500000	2112.500000	3
E2	HG	20220218	-402.500000	3172.500000	1875.000000	3
E2	HG	20220221	-140.000000	1591.250000	0.000000	3
E2	HG	20220222	216.250000	2072.500000	1537.500000	3
E2	HG	20220223	391.250000	2253.750000	0.000000	3
E2	HG	20220224	810.000000	5503.750000	5087.500000	3
E2	HG	20220225	-858.750000	1891.250000	0.000000	3
E2	HG	20220228	1222.500000	2760.000000	3575.000000	3
E2	HG	20220301	516.250000	2428.750000	3231.250000	3
E2	HG	20220302	260.000000	3760.000000	4543.750000	3
E2	HG	20220303	-951.250000	4260.000000	3843.750000	4
E2	HG	20220304	928.750000	5816.250000	4837.500000	3
E2	HG	20220307	1991.250000	9716.250000	9956.250000	3
E2	HG	20220308	1735.000000	10353.750000	9662.500000	3
E2	HG	20220309	1060.000000	4560.000000	4643.750000	3
E2	HG	20220310	278.750000	2216.250000	1562.500000	3
E2	HG	20220311	2505.000000	3572.500000	2762.500000	4
E2	HG	20220314	853.750000	3141.250000	2768.750000	3
