# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# the per-session identity: bar - realised = opportunity + recoverable - surplus
judge	session	era	asset	realised_usd	ceiling_usd	bar_usd	recoverable_usd	opportunity_usd	surplus_usd
RANK_FUSED_MULTI	HG|20220701	E3	HG	2163.750000	4316.250000	2000.000000	0.000000	0.000000	163.750000
RANK_FUSED_MULTI	HG|20220704	E3	HG	720.000000	3153.750000	2000.000000	1280.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220705	E3	HG	-930.000000	4666.250000	2000.000000	2930.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220706	E3	HG	546.250000	5391.250000	2000.000000	1453.750000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220707	E3	HG	1258.750000	4810.000000	2000.000000	741.250000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220708	E3	HG	21.250000	3628.750000	2000.000000	1978.750000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220711	E3	HG	1471.250000	2847.500000	2000.000000	528.750000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220712	E3	HG	1321.250000	4866.250000	2000.000000	678.750000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220713	E3	HG	-1860.000000	4460.000000	2000.000000	3860.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220714	E3	HG	-930.000000	3328.750000	2000.000000	2930.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220715	E3	HG	1595.000000	5378.750000	2000.000000	405.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220718	E3	HG	-741.250000	3791.250000	2000.000000	2741.250000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220719	E3	HG	-930.000000	2278.750000	2000.000000	2930.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220720	E3	HG	838.750000	2428.750000	2000.000000	1161.250000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220721	E3	HG	-930.000000	2316.250000	2000.000000	2930.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220722	E3	HG	-930.000000	3110.000000	2000.000000	2930.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220725	E3	HG	201.250000	2128.750000	2000.000000	1798.750000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220726	E3	HG	1107.500000	3653.750000	2000.000000	892.500000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220727	E3	HG	-930.000000	3453.750000	2000.000000	2930.000000	0.000000	0.000000
RANK_FUSED_MULTI	HG|20220728	E3	HG	-586.250000	2928.750000	2000.000000	2586.250000	0.000000	0.000000
