# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
FIX2_GBT_CRE26_PRIMARY	0.005000	4734	0.745084	4.830000	0.494900	0.098000	0.039900	550	-3.060000
FIX2_GBT_CRE26_PRIMARY	0.010000	9469	0.730988	3.290000	0.479000	0.105500	0.044600	1046	-17.140000
FIX2_GBT_CRE26_PRIMARY	0.020000	18937	0.716473	-18.460000	0.465900	0.102300	0.042800	1908	-45.730000
FIX2_GBT_CRE26_PRIMARY	0.050000	47343	0.694655	-29.480000	0.458100	0.105900	0.046800	4326	-76.230000
FIX2_GBT_CRE26_PRIMARY	0.100000	94685	0.670912	-34.580000	0.451000	0.117900	0.054700	6812	-131.300000
FIX2_GBT_CRE26_PRIMARY	0.200000	189371	0.630069	-39.180000	0.443000	0.138800	0.070000	8933	-146.010000
FIX2_GBT_CRE26_PRIMARY	0.500000	473426	0.515229	-34.380000	0.434400	0.167600	0.092900	10346	-209.580000
FIX2_GBT_CRE26_PRIMARY	1.000000	946853	0.016314	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
