# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# stated-vs-realised by score tier, on the judge's OWN ordering; usd_per_session = the one-position replay of that tier over the judge's own sessions
judge	tier_frac	n	score_min	usd_per_trade	win_rate	frac_ge_600	frac_ge_1000	n_seated	usd_per_session
RANK_SEQONLY	0.005000	4734	0.602480	-59.320000	0.438700	0.201900	0.108600	218	2.880000
RANK_SEQONLY	0.010000	9469	0.481300	-55.960000	0.438700	0.194600	0.102200	409	2.070000
RANK_SEQONLY	0.020000	18937	0.395237	-31.170000	0.433700	0.202200	0.115900	955	20.040000
RANK_SEQONLY	0.050000	47343	0.334478	-13.510000	0.430200	0.207000	0.124100	2015	-28.910000
RANK_SEQONLY	0.100000	94685	0.300934	-14.520000	0.437100	0.188300	0.108800	3052	-8.790000
RANK_SEQONLY	0.200000	189371	0.265354	-21.690000	0.436100	0.175200	0.100100	3996	-15.040000
RANK_SEQONLY	0.500000	473426	0.160085	-26.700000	0.431200	0.180400	0.104800	7428	-100.940000
RANK_SEQONLY	1.000000	946853	-0.320854	-28.130000	0.434400	0.167700	0.094600	10482	-175.140000
