# PORT M2 D-090.6 information ceiling (E6, hindsight-fit, NON-CAUSAL-BY-DESIGN) (PORT-M2-INFO-CEILING-V1)
# NON-CAUSAL-BY-DESIGN: hindsight-fit upper bound over ALL E6 sessions (study + sealed blind). NOT a deployable result.
# A PAIR = same asset/day/phase-cell, OPPOSITE sides, decision seconds within K* (the frozen EPISODE_CAUSAL link constant: SI 180s / HG 120s / NKD 150s), entry mids within 0.50 x ATR14, one leg's phase-close certificate >= $1000 and the other's <= $900 (the wall)
# 3251 pairs in-cell/K*, 3251 after the vicinity filter
# the per-episode view fields of both legs are in WALL_DISCRIM.tsv (aggregated); episode indices are into artifacts/cache/port/m2/info_ceiling/episodes.npz
pair_id	asset	d8	cell	dt_sec	kstar_sec	mid_gap_usd	mid_gap_atr	win_side	win_sec	lose_sec	win_usd	lose_usd	spread_usd
WP0750	NKD	20240122	NKD|20240122|0	87	150	75	0.030011	1	3678	3591	1120	-955	2075
WP0751	NKD	20240122	NKD|20240122|0	43	150	5	0.00200073	1	3678	3721	1120	-955	2075
WP0752	NKD	20240122	NKD|20240122|0	90	150	25	0.0100037	1	10263	10353	1070	-955	2025
WP0753	NKD	20240122	NKD|20240122|0	139	150	5	0.00200073	1	10665	10526	1070	-955	2025
WP0754	NKD	20240122	NKD|20240122|0	117	150	20	0.00800294	1	10665	10782	1070	-955	2025
WP0755	NKD	20240122	NKD|20240122|0	105	150	37.5	0.0150055	1	10985	11090	1307.5	-955	2262.5
WP0756	NKD	20240122	NKD|20240122|0	81	150	0	0	1	11421	11502	1095	-955	2050
WP0757	NKD	20240122	NKD|20240122|0	147	150	12.5	0.00500184	1	12799	12652	1082.5	-955	2037.5
WP0758	NKD	20240123	NKD|20240123|0	58	150	5	0.00201799	-1	6604	6662	1270	-955	2225
WP0759	NKD	20240123	NKD|20240123|0	45	150	30	0.0121079	-1	10817	10862	1445	-955	2400
WP0760	NKD	20240123	NKD|20240123|0	76	150	0	0	-1	11980	11904	1595	-955	2550
WP0761	NKD	20240123	NKD|20240123|0	68	150	2.5	0.00100899	-1	13065	12997	1632.5	-955	2587.5
WP0762	NKD	20240123	NKD|20240123|0	17	150	57.5	0.0232068	-1	15081	15064	1870	-955	2825
WP0763	NKD	20240123	NKD|20240123|0	66	150	25	0.0100899	-1	15593	15659	1870	-955	2825
WP0764	NKD	20240123	NKD|20240123|0	13	150	2.5	0.00100899	-1	16271	16284	1907.5	-955	2862.5
WP0765	NKD	20240123	NKD|20240123|1	56	150	12.5	0.00504496	-1	27603	27659	1220	-955	2175
WP0766	NKD	20240123	NKD|20240123|1	44	150	0	0	-1	28185	28229	1007.5	-955	1962.5
WP0767	NKD	20240124	NKD|20240124|2	132	150	2.5	0.000947281	-1	68613	68745	1332.5	-955	2287.5
WP0768	NKD	20240124	NKD|20240124|2	71	150	12.5	0.00473641	-1	69039	69110	1370	-955	2325
WP0769	NKD	20240124	NKD|20240124|2	122	150	10	0.00378913	-1	70902	71024	1057.5	-955	2012.5
WP0770	NKD	20240125	NKD|20240125|0	122	150	30	0.0114531	1	10381	10259	1420	-955	2375
WP0771	NKD	20240126	NKD|20240126|0	7	150	0	0	-1	28	21	1482.5	-955	2437.5
WP0772	NKD	20240126	NKD|20240126|0	44	150	7.5	0.00290542	-1	1979	1935	1082.5	-955	2037.5
WP0773	NKD	20240126	NKD|20240126|0	112	150	10	0.00387389	-1	2923	2811	1207.5	-955	2162.5
WP0774	NKD	20240126	NKD|20240126|0	105	150	25	0.00968474	-1	3365	3260	1082.5	-955	2037.5
WP0775	NKD	20240126	NKD|20240126|0	19	150	15	0.00581084	-1	4248	4229	1070	-955	2025
WP0776	NKD	20240126	NKD|20240126|0	65	150	10	0.00387389	-1	5723	5788	1195	-955	2150
WP0777	NKD	20240126	NKD|20240126|0	141	150	25	0.00968474	-1	6120	5979	1457.5	-955	2412.5
WP0778	NKD	20240126	NKD|20240126|0	38	150	25	0.00968474	-1	6120	6158	1457.5	-955	2412.5
WP0779	NKD	20240126	NKD|20240126|0	147	150	67.5	0.0261488	-1	6305	6158	1245	-955	2200
WP0780	NKD	20240126	NKD|20240126|0	123	150	37.5	0.0145271	-1	6715	6838	1182.5	-955	2137.5
WP0781	NKD	20240126	NKD|20240126|0	113	150	20	0.00774779	-1	8823	8710	1107.5	-955	2062.5
WP0782	NKD	20240126	NKD|20240126|0	118	150	10	0.00387389	-1	8823	8941	1107.5	-955	2062.5
WP0783	NKD	20240126	NKD|20240126|0	93	150	17.5	0.00677932	-1	9034	8941	1070	-955	2025
WP0784	NKD	20240130	NKD|20240130|2	78	150	5	0.00212028	-1	59288	59366	1282.5	-955	2237.5
WP0785	NKD	20240130	NKD|20240130|2	110	150	32.5	0.0137818	-1	66721	66831	1145	-955	2100
WP0786	NKD	20240130	NKD|20240130|2	110	150	5	0.00212028	-1	66941	66831	1007.5	-955	1962.5
WP0787	NKD	20240131	NKD|20240131|0	18	150	17.5	0.00734769	1	85	103	2970	-955	3925
WP0788	NKD	20240131	NKD|20240131|0	72	150	10	0.00419868	1	1920	1992	2670	-955	3625
WP0789	NKD	20240131	NKD|20240131|0	102	150	10	0.00419868	1	2244	2346	2770	-955	3725
WP0790	NKD	20240131	NKD|20240131|0	36	150	15	0.00629802	1	3746	3782	2995	-955	3950
WP0791	NKD	20240131	NKD|20240131|0	136	150	10	0.00419868	1	4009	4145	2870	-955	3825
WP0792	NKD	20240131	NKD|20240131|0	37	150	7.5	0.00314901	1	5341	5378	2607.5	-955	3562.5
WP0793	NKD	20240131	NKD|20240131|0	15	150	2.5	0.00104967	1	5722	5737	2820	-955	3775
WP0794	NKD	20240131	NKD|20240131|0	102	150	32.5	0.0136457	1	6462	6360	2620	-955	3575
WP0795	NKD	20240131	NKD|20240131|0	92	150	15	0.00629802	1	7541	7449	2820	-955	3775
WP0796	NKD	20240131	NKD|20240131|0	143	150	10	0.00419868	1	7541	7684	2820	-955	3775
WP0797	NKD	20240131	NKD|20240131|0	72	150	5	0.00209934	1	7756	7684	2795	-955	3750
WP0798	NKD	20240131	NKD|20240131|0	103	150	25	0.0104967	1	8539	8642	2745	-955	3700
WP0799	NKD	20240131	NKD|20240131|0	142	150	15	0.00629802	1	9998	9856	2470	-955	3425
WP0800	NKD	20240131	NKD|20240131|0	145	150	5	0.00209934	1	10684	10539	2295	-955	3250
WP0801	NKD	20240131	NKD|20240131|0	103	150	5	0.00209934	1	11297	11194	2182.5	-955	3137.5
WP0802	NKD	20240131	NKD|20240131|0	122	150	12.5	0.00524835	1	11923	11801	2182.5	-955	3137.5
WP0803	NKD	20240131	NKD|20240131|0	92	150	5	0.00209934	1	12184	12092	2195	-955	3150
WP0804	NKD	20240131	NKD|20240131|0	132	150	0	0	1	12603	12471	2245	-955	3200
WP0805	NKD	20240131	NKD|20240131|0	33	150	7.5	0.00314901	1	14235	14268	2320	-955	3275
WP0806	NKD	20240131	NKD|20240131|0	112	150	10	0.00419868	1	17046	16934	1845	-955	2800
WP0807	NKD	20240131	NKD|20240131|0	103	150	25	0.0104967	1	18147	18250	1820	-955	2775
WP0808	NKD	20240131	NKD|20240131|0	58	150	0	0	1	18308	18250	1695	-955	2650
WP0809	NKD	20240201	NKD|20240201|2	32	150	25	0.0101267	1	61649	61681	2020	-955	2975
WP0810	NKD	20240201	NKD|20240201|2	19	150	12.5	0.00506335	1	62113	62132	2432.5	-955	3387.5
WP0811	NKD	20240201	NKD|20240201|2	88	150	12.5	0.00506335	1	62656	62568	2157.5	-955	3112.5
WP0812	NKD	20240201	NKD|20240201|2	99	150	0	0	1	62987	62888	2132.5	-955	3087.5
WP0813	NKD	20240201	NKD|20240201|2	77	150	5	0.00202534	1	63547	63470	1920	-955	2875
WP0814	NKD	20240201	NKD|20240201|2	125	150	15	0.00607601	1	64315	64190	1757.5	-955	2712.5
WP0815	NKD	20240201	NKD|20240201|2	149	150	12.5	0.00506335	1	66437	66288	1345	-955	2300
WP0816	NKD	20240201	NKD|20240201|2	128	150	5	0.00202534	1	66437	66565	1345	-955	2300
WP0817	NKD	20240201	NKD|20240201|2	96	150	22.5	0.00911402	1	67384	67480	1382.5	-955	2337.5
WP0818	NKD	20240201	NKD|20240201|2	105	150	15	0.00607601	1	67585	67480	1195	-955	2150
WP0819	NKD	20240201	NKD|20240201|2	95	150	20	0.00810135	1	69737	69642	1020	-955	1975
WP0820	NKD	20240201	NKD|20240201|2	120	150	5	0.00202534	1	70851	70731	1120	-955	2075
WP0821	NKD	20240202	NKD|20240202|0	143	150	0	0	-1	14229	14086	1095	-955	2050
WP0822	NKD	20240202	NKD|20240202|2	28	150	17.5	0.00701134	1	52221	52249	1457.5	-955	2412.5
WP0823	NKD	20240202	NKD|20240202|2	36	150	2.5	0.00100162	1	53576	53540	1320	-955	2275
WP0824	NKD	20240202	NKD|20240202|2	110	150	15	0.00600972	1	55910	55800	1370	-955	2325
WP0825	NKD	20240202	NKD|20240202|2	54	150	10	0.00400648	1	56515	56569	1457.5	-955	2412.5
WP0826	NKD	20240202	NKD|20240202|2	31	150	5	0.00200324	1	57400	57369	1257.5	-955	2212.5
WP0827	NKD	20240202	NKD|20240202|2	46	150	30	0.0120194	1	57984	57938	1132.5	-955	2087.5
WP0828	NKD	20240202	NKD|20240202|2	75	150	12.5	0.0050081	1	58575	58500	1120	-955	2075
WP0829	NKD	20240205	NKD|20240205|2	120	150	37.5	0.0162317	1	58793	58673	1057.5	-955	2012.5
WP0830	NKD	20240206	NKD|20240206|0	145	150	5	0.00219204	-1	3187	3042	1045	-955	2000
WP0831	NKD	20240206	NKD|20240206|0	130	150	25	0.0109602	-1	3187	3317	1045	-955	2000
WP0832	NKD	20240207	NKD|20240207|2	89	150	0	0	1	57103	57192	1107.5	-955	2062.5
WP0833	NKD	20240207	NKD|20240207|2	99	150	10	0.00432228	1	57354	57453	1170	-955	2125
WP0834	NKD	20240208	NKD|20240208|0	131	150	5	0.0021316	1	3006	2875	2732.5	-955	3687.5
WP0835	NKD	20240208	NKD|20240208|0	56	150	20	0.0085264	1	3720	3776	2532.5	-955	3487.5
WP0836	NKD	20240208	NKD|20240208|0	126	150	40	0.0170528	1	4443	4569	2432.5	-955	3387.5
WP0837	NKD	20240208	NKD|20240208|0	51	150	5	0.0021316	1	4620	4569	2657.5	-955	3612.5
WP0838	NKD	20240208	NKD|20240208|0	136	150	2.5	0.0010658	1	4969	5105	2457.5	-955	3412.5
WP0839	NKD	20240208	NKD|20240208|0	107	150	37.5	0.015987	1	5212	5105	2282.5	-955	3237.5
WP0840	NKD	20240208	NKD|20240208|0	26	150	10	0.0042632	1	5415	5389	2282.5	-955	3237.5
WP0841	NKD	20240208	NKD|20240208|0	146	150	5	0.0021316	1	5415	5561	2282.5	-955	3237.5
WP0842	NKD	20240208	NKD|20240208|0	31	150	15	0.0063948	1	5592	5561	2332.5	-955	3287.5
WP0843	NKD	20240208	NKD|20240208|0	116	150	7.5	0.0031974	1	6291	6407	2670	-955	3625
WP0844	NKD	20240208	NKD|20240208|0	91	150	0	0	1	6498	6407	2632.5	-955	3587.5
WP0845	NKD	20240208	NKD|20240208|0	87	150	0	0	1	6498	6585	2632.5	-955	3587.5
WP0846	NKD	20240208	NKD|20240208|0	133	150	15	0.0063948	1	8189	8056	2370	-955	3325
WP0847	NKD	20240208	NKD|20240208|0	129	150	22.5	0.0095922	1	9913	9784	2332.5	-955	3287.5
WP0848	NKD	20240208	NKD|20240208|0	138	150	0	0	1	9913	10051	2332.5	-955	3287.5
WP0849	NKD	20240208	NKD|20240208|0	150	150	12.5	0.005329	1	10201	10051	2270	-955	3225
WP0850	NKD	20240208	NKD|20240208|0	28	150	17.5	0.0074606	1	11030	11002	1070	-955	2025
WP0851	NKD	20240208	NKD|20240208|0	54	150	37.5	0.015987	1	11453	11399	1070	-955	2025
WP0852	NKD	20240208	NKD|20240208|2	137	150	27.5	0.0117238	1	51637	51774	1170	-955	2125
WP0853	NKD	20240208	NKD|20240208|2	121	150	0	0	1	52535	52414	1307.5	-955	2262.5
WP0854	NKD	20240208	NKD|20240208|2	65	150	5	0.0021316	1	53953	53888	1370	-955	2325
WP0855	NKD	20240208	NKD|20240208|2	94	150	20	0.0085264	1	56517	56423	1432.5	-955	2387.5
WP0856	NKD	20240208	NKD|20240208|2	69	150	15	0.0063948	1	56517	56586	1432.5	-955	2387.5
WP0857	NKD	20240208	NKD|20240208|2	119	150	2.5	0.0010658	1	57213	57094	1307.5	-955	2262.5
WP0858	NKD	20240208	NKD|20240208|2	131	150	5	0.0021316	1	57972	57841	1232.5	-955	2187.5
WP0859	NKD	20240208	NKD|20240208|2	100	150	25	0.010658	1	59474	59574	1182.5	-955	2137.5
WP0860	NKD	20240208	NKD|20240208|2	117	150	5	0.0021316	1	59691	59574	1032.5	-955	1987.5
WP0861	NKD	20240209	NKD|20240209|0	17	150	5	0.00202058	-1	6154	6171	1557.5	-955	2512.5
WP0862	NKD	20240209	NKD|20240209|0	22	150	22.5	0.0090926	-1	6425	6447	1645	-955	2600
WP0863	NKD	20240209	NKD|20240209|0	56	150	0	0	-1	7996	7940	1457.5	-955	2412.5
WP0864	NKD	20240209	NKD|20240209|0	52	150	10	0.00404116	-1	8547	8495	1307.5	-955	2262.5
WP0865	NKD	20240209	NKD|20240209|0	150	150	10	0.00404116	-1	9723	9573	1057.5	-955	2012.5
WP0866	NKD	20240213	NKD|20240213|0	77	150	35	0.0150783	1	3721	3644	3420	-930	4350
WP0867	NKD	20240213	NKD|20240213|0	87	150	42.5	0.0183094	1	4621	4534	3295	-930	4225
WP0868	NKD	20240213	NKD|20240213|0	150	150	22.5	0.00969322	1	4929	4779	3595	-930	4525
WP0869	NKD	20240213	NKD|20240213|0	82	150	27.5	0.0118473	1	5525	5443	3120	-930	4050
WP0870	NKD	20240213	NKD|20240213|0	128	150	22.5	0.00969322	1	5892	6020	3207.5	-930	4137.5
WP0871	NKD	20240213	NKD|20240213|0	23	150	5	0.00215405	1	6487	6510	3570	-930	4500
WP0872	NKD	20240213	NKD|20240213|0	129	150	15	0.00646215	1	6859	6730	3645	-930	4575
WP0873	NKD	20240213	NKD|20240213|0	61	150	5	0.00215405	1	7135	7074	3620	-930	4550
WP0874	NKD	20240213	NKD|20240213|0	112	150	15	0.00646215	1	8062	7950	3720	-930	4650
WP0875	NKD	20240213	NKD|20240213|0	84	150	7.5	0.00323107	1	9012	8928	3145	-930	4075
WP0876	NKD	20240213	NKD|20240213|0	27	150	12.5	0.00538512	1	10277	10250	2945	-930	3875
WP0877	NKD	20240213	NKD|20240213|0	146	150	35	0.0150783	1	10277	10423	2945	-930	3875
WP0878	NKD	20240213	NKD|20240213|0	79	150	40	0.0172324	1	16140	16219	2107.5	-930	3037.5
WP0879	NKD	20240213	NKD|20240213|0	97	150	32.5	0.0140013	1	16723	16626	2120	-930	3050
WP0880	NKD	20240213	NKD|20240213|0	83	150	27.5	0.0118473	1	17533	17450	1957.5	-930	2887.5
WP0881	NKD	20240213	NKD|20240213|0	108	150	2.5	0.00107702	1	17533	17641	1957.5	-930	2887.5
WP0882	NKD	20240213	NKD|20240213|0	146	150	35	0.0150783	1	18986	18840	2182.5	-930	3112.5
WP0883	NKD	20240213	NKD|20240213|0	63	150	20	0.0086162	1	18986	19049	2182.5	-930	3112.5
WP0884	NKD	20240213	NKD|20240213|0	139	150	17.5	0.00753917	1	19481	19620	2132.5	-930	3062.5
WP0885	NKD	20240213	NKD|20240213|0	97	150	10	0.0043081	1	20648	20551	1720	-930	2650
WP0886	NKD	20240213	NKD|20240213|0	107	150	5	0.00215405	1	22403	22296	1920	-930	2850
WP0887	NKD	20240213	NKD|20240213|0	47	150	2.5	0.00107702	1	23072	23025	1770	-930	2700
WP0888	NKD	20240213	NKD|20240213|0	99	150	10	0.0043081	1	23736	23637	1520	-930	2450
WP0889	NKD	20240213	NKD|20240213|0	74	150	37.5	0.0161554	1	25389	25315	1045	-930	1975
WP0890	NKD	20240213	NKD|20240213|1	58	150	20	0.0086162	-1	27082	27024	1007.5	-930	1937.5
WP0891	NKD	20240213	NKD|20240213|1	136	150	7.5	0.00323107	-1	28626	28762	1082.5	-930	2012.5
WP0892	NKD	20240213	NKD|20240213|2	119	150	5	0.00215405	-1	51309	51190	1220	-930	2150
WP0893	NKD	20240214	NKD|20240214|2	39	150	0	0	1	61467	61506	1120	-955	2075
WP0894	NKD	20240214	NKD|20240214|2	108	150	0	0	1	62108	62216	1070	-955	2025
WP0895	NKD	20240214	NKD|20240214|2	106	150	10	0.00399421	1	62474	62580	1132.5	-955	2087.5
WP0896	NKD	20240215	NKD|20240215|2	73	150	10	0.00397337	1	52219	52292	1895	-930	2825
WP0897	NKD	20240215	NKD|20240215|2	32	150	0	0	1	52324	52292	1945	-930	2875
WP0898	NKD	20240215	NKD|20240215|2	72	150	32.5	0.0129134	1	56858	56786	1357.5	-930	2287.5
WP0899	NKD	20240215	NKD|20240215|2	11	150	7.5	0.00298003	1	59667	59678	1357.5	-930	2287.5
WP0900	NKD	20240215	NKD|20240215|2	53	150	7.5	0.00298003	1	60797	60744	1107.5	-930	2037.5
WP0901	NKD	20240215	NKD|20240215|2	127	150	7.5	0.00298003	1	63174	63301	1170	-930	2100
WP0902	NKD	20240216	NKD|20240216|0	85	150	17.5	0.00674135	-1	4306	4221	1132.5	-955	2087.5
WP0903	NKD	20240216	NKD|20240216|0	76	150	52.5	0.0202241	-1	4306	4382	1132.5	-955	2087.5
WP0904	NKD	20240216	NKD|20240216|0	102	150	2.5	0.000963051	-1	4944	5046	1045	-955	2000
WP0905	NKD	20240216	NKD|20240216|0	98	150	10	0.0038522	-1	7089	7187	1170	-955	2125
WP0906	NKD	20240216	NKD|20240216|0	44	150	12.5	0.00481525	-1	7425	7381	1320	-955	2275
WP0907	NKD	20240216	NKD|20240216|0	114	150	7.5	0.00288915	-1	7640	7754	1182.5	-955	2137.5
WP0908	NKD	20240216	NKD|20240216|2	117	150	15	0.0057783	-1	52216	52333	1870	-955	2825
WP0909	NKD	20240216	NKD|20240216|2	113	150	10	0.0038522	-1	52769	52656	1570	-955	2525
WP0910	NKD	20240216	NKD|20240216|2	70	150	0	0	-1	56920	56850	1057.5	-955	2012.5
WP0911	NKD	20240216	NKD|20240216|2	61	150	10	0.0038522	-1	63185	63124	1245	-955	2200
WP0912	NKD	20240216	NKD|20240216|2	74	150	10	0.0038522	-1	64330	64404	1182.5	-955	2137.5
WP0913	NKD	20240216	NKD|20240216|2	150	150	0	0	-1	74410	74560	1182.5	-955	2137.5
WP0914	NKD	20240220	NKD|20240220|0	150	150	5	0.00206685	-1	8923	9073	1082.5	-955	2037.5
WP0915	NKD	20240221	NKD|20240221|2	58	150	10	0.00404493	1	55876	55818	2395	-930	3325
WP0916	NKD	20240221	NKD|20240221|2	85	150	12.5	0.00505616	1	56539	56454	2020	-930	2950
WP0917	NKD	20240221	NKD|20240221|2	89	150	15	0.00606739	1	56881	56970	2145	-930	3075
WP0918	NKD	20240221	NKD|20240221|2	125	150	25	0.0101123	1	57095	56970	1945	-930	2875
WP0919	NKD	20240221	NKD|20240221|2	90	150	2.5	0.00101123	1	63442	63532	1957.5	-930	2887.5
WP0920	NKD	20240221	NKD|20240221|2	136	150	42.5	0.0171909	1	68475	68611	2045	-930	2975
WP0921	NKD	20240221	NKD|20240221|2	117	150	2.5	0.00101123	1	68728	68611	2270	-930	3200
WP0922	NKD	20240221	NKD|20240221|2	79	150	20	0.00808986	1	69049	68970	2070	-930	3000
WP0923	NKD	20240221	NKD|20240221|2	21	150	5	0.00202246	1	72128	72149	2132.5	-930	3062.5
WP0924	NKD	20240221	NKD|20240221|2	99	150	17.5	0.00707862	1	75825	75726	2457.5	-930	3387.5
WP0925	NKD	20240221	NKD|20240221|2	118	150	22.5	0.00910109	1	75825	75943	2457.5	-930	3387.5
WP0926	NKD	20240221	NKD|20240221|2	117	150	10	0.00404493	1	76785	76902	2595	-930	3525
WP0927	NKD	20240221	NKD|20240221|2	23	150	0	0	1	80556	80579	1957.5	-930	2887.5
WP0928	NKD	20240222	NKD|20240222|0	52	150	5	0.00196345	1	1974	1922	1757.5	-930	2687.5
WP0929	NKD	20240222	NKD|20240222|0	30	150	20	0.0078538	1	2688	2658	1720	-930	2650
WP0930	NKD	20240222	NKD|20240222|0	21	150	0	0	1	3102	3081	1645	-930	2575
WP0931	NKD	20240222	NKD|20240222|0	147	150	25	0.00981725	1	3296	3443	1620	-930	2550
WP0932	NKD	20240222	NKD|20240222|0	126	150	5	0.00196345	1	3569	3443	1720	-930	2650
WP0933	NKD	20240222	NKD|20240222|0	71	150	15	0.00589035	1	4473	4544	1932.5	-930	2862.5
WP0934	NKD	20240222	NKD|20240222|0	107	150	25	0.00981725	1	5081	5188	1920	-930	2850
WP0935	NKD	20240222	NKD|20240222|0	53	150	22.5	0.00883553	1	5820	5873	2432.5	-930	3362.5
WP0936	NKD	20240222	NKD|20240222|0	119	150	15	0.00589035	1	5992	5873	2245	-930	3175
WP0937	NKD	20240222	NKD|20240222|0	37	150	15	0.00589035	1	7133	7096	1520	-930	2450
WP0938	NKD	20240222	NKD|20240222|0	117	150	10	0.0039269	1	7133	7250	1520	-930	2450
WP0939	NKD	20240222	NKD|20240222|0	69	150	20	0.0078538	1	7319	7250	1370	-930	2300
WP0940	NKD	20240222	NKD|20240222|0	118	150	0	0	1	8046	7928	1495	-930	2425
WP0941	NKD	20240222	NKD|20240222|0	136	150	62.5	0.0245431	1	8197	8333	1095	-930	2025
WP0942	NKD	20240222	NKD|20240222|0	55	150	10	0.0039269	1	11405	11460	1745	-930	2675
WP0943	NKD	20240222	NKD|20240222|0	124	150	10	0.0039269	1	11584	11460	1645	-930	2575
WP0944	NKD	20240222	NKD|20240222|0	73	150	15	0.00589035	1	19468	19395	1245	-930	2175
WP0945	NKD	20240222	NKD|20240222|0	111	150	12.5	0.00490863	1	21032	20921	1282.5	-930	2212.5
WP0946	NKD	20240222	NKD|20240222|0	91	150	7.5	0.00294518	1	21299	21208	1257.5	-930	2187.5
WP0947	NKD	20240222	NKD|20240222|0	43	150	2.5	0.000981725	1	21827	21784	1270	-930	2200
WP0948	NKD	20240222	NKD|20240222|2	118	150	20	0.0078538	1	60841	60959	1032.5	-930	1962.5
WP0949	NKD	20240226	NKD|20240226|0	21	150	25	0.0101959	-1	39	18	1032.5	-955	1987.5
WP0950	NKD	20240229	NKD|20240229|0	19	150	5	0.00216606	1	2821	2840	1320	-955	2275
WP0951	NKD	20240229	NKD|20240229|0	35	150	0	0	1	3751	3786	1295	-955	2250
WP0952	NKD	20240229	NKD|20240229|0	51	150	20	0.00866423	1	4396	4345	1770	-955	2725
WP0953	NKD	20240229	NKD|20240229|0	69	150	27.5	0.0119133	1	10107	10176	1057.5	-955	2012.5
WP0954	NKD	20240229	NKD|20240229|0	132	150	35	0.0151624	1	10851	10719	1170	-955	2125
WP0955	NKD	20240229	NKD|20240229|0	104	150	25	0.0108303	1	11787	11683	1470	-955	2425
WP0956	NKD	20240229	NKD|20240229|0	109	150	0	0	1	11955	12064	1520	-955	2475
WP0957	NKD	20240229	NKD|20240229|0	82	150	2.5	0.00108303	1	12993	13075	1670	-955	2625
WP0958	NKD	20240229	NKD|20240229|0	31	150	12.5	0.00541514	1	16270	16239	1632.5	-955	2587.5
WP0959	NKD	20240229	NKD|20240229|0	93	150	20	0.00866423	1	16890	16797	1270	-955	2225
WP0960	NKD	20240229	NKD|20240229|0	108	150	17.5	0.0075812	1	17293	17401	1295	-955	2250
WP0961	NKD	20240229	NKD|20240229|0	67	150	7.5	0.00324909	1	17468	17401	1170	-955	2125
WP0962	NKD	20240229	NKD|20240229|2	72	150	27.5	0.0119133	1	63828	63900	1495	-955	2450
WP0963	NKD	20240229	NKD|20240229|2	94	150	5	0.00216606	1	63994	63900	1332.5	-955	2287.5
WP0964	NKD	20240301	NKD|20240301|0	30	150	12.5	0.00542284	1	2851	2821	3295	-955	4250
WP0965	NKD	20240301	NKD|20240301|0	76	150	2.5	0.00108457	1	3308	3384	3307.5	-955	4262.5
WP0966	NKD	20240301	NKD|20240301|0	37	150	5	0.00216913	1	3688	3725	3195	-955	4150
WP0967	NKD	20240301	NKD|20240301|0	12	150	5	0.00216913	1	4017	4005	2870	-955	3825
WP0968	NKD	20240301	NKD|20240301|0	149	150	20	0.00867654	1	4533	4384	2570	-955	3525
WP0969	NKD	20240301	NKD|20240301|0	132	150	7.5	0.0032537	1	4533	4665	2570	-955	3525
WP0970	NKD	20240301	NKD|20240301|0	129	150	77.5	0.0336216	1	4794	4665	2220	-955	3175
WP0971	NKD	20240301	NKD|20240301|0	11	150	0	0	1	5258	5247	2270	-955	3225
WP0972	NKD	20240301	NKD|20240301|0	132	150	25	0.0108457	1	6244	6112	2195	-955	3150
WP0973	NKD	20240301	NKD|20240301|0	105	150	5	0.00216913	1	6903	6798	1920	-955	2875
WP0974	NKD	20240301	NKD|20240301|0	74	150	7.5	0.0032537	1	6903	6977	1920	-955	2875
WP0975	NKD	20240301	NKD|20240301|0	143	150	35	0.0151839	1	7814	7671	1595	-955	2550
WP0976	NKD	20240301	NKD|20240301|0	33	150	2.5	0.00108457	1	8261	8228	1570	-955	2525
WP0977	NKD	20240301	NKD|20240301|0	92	150	22.5	0.0097611	1	8653	8745	1395	-955	2350
WP0978	NKD	20240301	NKD|20240301|0	46	150	0	0	1	9167	9121	1132.5	-955	2087.5
WP0979	NKD	20240301	NKD|20240301|2	53	150	15	0.0065074	1	43939	43886	1207.5	-955	2162.5
WP0980	NKD	20240301	NKD|20240301|2	58	150	2.5	0.00108457	1	56899	56957	1032.5	-955	1987.5
WP0981	NKD	20240301	NKD|20240301|2	79	150	0	0	1	57559	57638	1045	-955	2000
WP0982	NKD	20240301	NKD|20240301|2	82	150	12.5	0.00542284	1	57720	57638	1107.5	-955	2062.5
WP0983	NKD	20240301	NKD|20240301|2	61	150	5	0.00216913	1	58321	58382	1095	-955	2050
WP0984	NKD	20240305	NKD|20240305|0	59	150	10	0.0043718	1	9138	9197	1120	-955	2075
WP0985	NKD	20240305	NKD|20240305|0	138	150	2.5	0.00109295	1	9335	9197	1057.5	-955	2012.5
WP0986	NKD	20240305	NKD|20240305|0	32	150	2.5	0.00109295	1	9335	9367	1057.5	-955	2012.5
WP0987	NKD	20240306	NKD|20240306|0	28	150	0	0	1	2838	2810	1220	-955	2175
WP0988	NKD	20240306	NKD|20240306|0	138	150	10	0.00430623	1	2838	2976	1220	-955	2175
WP0989	NKD	20240306	NKD|20240306|0	106	150	5	0.00215311	1	3082	2976	1145	-955	2100
WP0990	NKD	20240306	NKD|20240306|0	74	150	10	0.00430623	1	3596	3522	1120	-955	2075
WP0991	NKD	20240306	NKD|20240306|0	124	150	0	0	1	3596	3720	1120	-955	2075
WP0992	NKD	20240306	NKD|20240306|0	10	150	22.5	0.00968901	1	3730	3720	1007.5	-955	1962.5
WP0993	NKD	20240307	NKD|20240307|0	16	150	2.5	0.00102335	-1	1757	1773	3782.5	-980	4762.5
WP0994	NKD	20240307	NKD|20240307|0	149	150	7.5	0.00307006	-1	1922	1773	3757.5	-980	4737.5
WP0995	NKD	20240307	NKD|20240307|0	87	150	25	0.0102335	-1	1922	2009	3757.5	-980	4737.5
WP0996	NKD	20240307	NKD|20240307|0	89	150	25	0.0102335	-1	2098	2009	3757.5	-980	4737.5
WP0997	NKD	20240307	NKD|20240307|0	79	150	7.5	0.00307006	-1	2098	2177	3757.5	-980	4737.5
WP0998	NKD	20240307	NKD|20240307|0	145	150	5	0.0020467	-1	2322	2177	3820	-980	4800
WP0999	NKD	20240307	NKD|20240307|0	108	150	7.5	0.00307006	-1	2322	2430	3820	-980	4800
