# PORT M2 D-090.6 information ceiling (E6, hindsight-fit, NON-CAUSAL-BY-DESIGN) (PORT-M2-INFO-CEILING-V1)
# NON-CAUSAL-BY-DESIGN: hindsight-fit upper bound over ALL E6 sessions (study + sealed blind). NOT a deployable result.
# A PAIR = same asset/day/phase-cell, OPPOSITE sides, decision seconds within K* (the frozen EPISODE_CAUSAL link constant: SI 180s / HG 120s / NKD 150s), entry mids within 0.50 x ATR14, one leg's phase-close certificate >= $1000 and the other's <= $900 (the wall)
# 3251 pairs in-cell/K*, 3251 after the vicinity filter
# the per-episode view fields of both legs are in WALL_DISCRIM.tsv (aggregated); episode indices are into artifacts/cache/port/m2/info_ceiling/episodes.npz
pair_id	asset	d8	cell	dt_sec	kstar_sec	mid_gap_usd	mid_gap_atr	win_side	win_sec	lose_sec	win_usd	lose_usd	spread_usd
WP0001	HG	20240105	HG|20240105|2	19	120	0.00125	9.85803e-07	-1	53712	53731	1176.25	-917.5	2093.75
WP0002	HG	20240105	HG|20240105|2	103	120	0.00025	1.97161e-07	-1	53834	53731	1138.75	-917.5	2056.25
WP0003	HG	20240105	HG|20240105|2	47	120	0.00225	1.77445e-06	-1	53834	53881	1138.75	-917.5	2056.25
WP0004	HG	20240105	HG|20240105|2	75	120	0.00325	2.56309e-06	-1	54440	54515	1295	-917.5	2212.5
WP0005	HG	20240105	HG|20240105|2	89	120	0.00375	2.95741e-06	-1	54849	54760	1076.25	-917.5	1993.75
WP0006	HG	20240105	HG|20240105|2	45	120	0.0015	1.18296e-06	-1	55036	55081	1038.75	-917.5	1956.25
WP0007	HG	20240105	HG|20240105|2	46	120	0.00075	5.91482e-07	-1	55828	55782	1026.25	-917.5	1943.75
WP0008	HG	20240105	HG|20240105|2	3	120	0.00025	1.97161e-07	-1	57612	57615	1326.25	-917.5	2243.75
WP0009	HG	20240105	HG|20240105|2	22	120	0.003	2.36593e-06	-1	57879	57901	1326.25	-917.5	2243.75
WP0010	HG	20240105	HG|20240105|2	23	120	0.001	7.88642e-07	-1	59042	59019	1376.25	-917.5	2293.75
WP0011	HG	20240105	HG|20240105|2	48	120	0.001	7.88642e-07	-1	59818	59770	1170	-917.5	2087.5
WP0012	HG	20240105	HG|20240105|2	96	120	0.00025	1.97161e-07	-1	59818	59914	1170	-917.5	2087.5
WP0013	HG	20240105	HG|20240105|2	55	120	0.0005	3.94321e-07	-1	60113	60058	1188.75	-917.5	2106.25
WP0014	HG	20240105	HG|20240105|2	60	120	0.002	1.57728e-06	-1	60310	60250	1201.25	-917.5	2118.75
WP0015	HG	20240105	HG|20240105|2	112	120	0.0015	1.18296e-06	-1	61010	60898	1026.25	-917.5	1943.75
WP0016	HG	20240109	HG|20240109|2	110	120	0.004	3.35859e-06	-1	52813	52703	1020	-917.5	1937.5
WP0017	HG	20240112	HG|20240112|2	108	120	0.0015	1.20717e-06	-1	45741	45633	1051.25	-917.5	1968.75
WP0018	HG	20240112	HG|20240112|2	110	120	0.0005	4.02389e-07	-1	48951	49061	1251.25	-917.5	2168.75
WP0019	HG	20240112	HG|20240112|2	101	120	0.0005	4.02389e-07	-1	51126	51025	1076.25	-917.5	1993.75
WP0020	HG	20240112	HG|20240112|2	28	120	0.001	8.04778e-07	-1	52244	52216	1226.25	-917.5	2143.75
WP0021	HG	20240112	HG|20240112|2	63	120	0.001	8.04778e-07	-1	53275	53212	1151.25	-917.5	2068.75
WP0022	HG	20240112	HG|20240112|2	69	120	0.00025	2.01194e-07	-1	53706	53637	1101.25	-917.5	2018.75
WP0023	HG	20240112	HG|20240112|2	67	120	0.001	8.04778e-07	-1	55622	55555	1063.75	-917.5	1981.25
WP0024	HG	20240112	HG|20240112|2	85	120	0.0005	4.02389e-07	-1	56509	56594	1301.25	-917.5	2218.75
WP0025	HG	20240112	HG|20240112|2	36	120	0.0005	4.02389e-07	-1	56871	56907	1451.25	-917.5	2368.75
WP0026	HG	20240112	HG|20240112|2	70	120	0.003	2.41433e-06	-1	57530	57600	1238.75	-917.5	2156.25
WP0027	HG	20240112	HG|20240112|2	53	120	0.003	2.41433e-06	-1	57653	57600	1088.75	-917.5	2006.25
WP0028	HG	20240124	HG|20240124|1	61	120	0.00025	2.19353e-07	1	29296	29235	1495	-917.5	2412.5
WP0029	HG	20240130	HG|20240130|2	114	120	0.0015	1.32396e-06	1	52955	53069	1207.5	-917.5	2125
WP0030	HG	20240131	HG|20240131|2	96	120	0.001	8.68026e-07	-1	55859	55955	1063.75	-917.5	1981.25
WP0031	HG	20240131	HG|20240131|2	75	120	0.0005	4.34013e-07	-1	57020	57095	1301.25	-917.5	2218.75
WP0032	HG	20240131	HG|20240131|2	58	120	0.005	4.34013e-06	-1	59066	59124	1076.25	-917.5	1993.75
WP0033	HG	20240131	HG|20240131|2	105	120	0.004	3.4721e-06	-1	59229	59124	1051.25	-917.5	1968.75
WP0034	HG	20240131	HG|20240131|2	52	120	0.0005	4.34013e-07	-1	59229	59281	1051.25	-917.5	1968.75
WP0035	HG	20240131	HG|20240131|2	61	120	0.001	8.68026e-07	-1	59467	59528	1026.25	-917.5	1943.75
WP0036	HG	20240131	HG|20240131|2	76	120	0.0005	4.34013e-07	-1	60389	60465	1026.25	-917.5	1943.75
WP0037	HG	20240207	HG|20240207|2	100	120	0	0	-1	49694	49594	1045	-917.5	1962.5
WP0038	HG	20240308	HG|20240308|2	28	120	0	0	-1	52924	52952	1007.5	-917.5	1925
WP0039	HG	20240313	HG|20240313|1	73	120	0.00025	2.31641e-07	1	33290	33363	1088.75	-917.5	2006.25
WP0040	HG	20240313	HG|20240313|1	102	120	0.002	1.85313e-06	1	33828	33930	1182.5	-917.5	2100
WP0041	HG	20240313	HG|20240313|1	86	120	0.00075	6.94922e-07	1	35096	35010	1088.75	-917.5	2006.25
WP0042	HG	20240313	HG|20240313|2	88	120	0.00025	2.31641e-07	1	49018	48930	1488.75	-917.5	2406.25
WP0043	HG	20240313	HG|20240313|2	113	120	0.00225	2.08477e-06	1	49348	49235	1420	-917.5	2337.5
WP0044	HG	20240313	HG|20240313|2	102	120	0.00175	1.62148e-06	1	49348	49450	1420	-917.5	2337.5
WP0045	HG	20240313	HG|20240313|2	90	120	0.0005	4.63281e-07	1	49540	49450	1363.75	-917.5	2281.25
WP0046	HG	20240313	HG|20240313|2	40	120	0.0015	1.38984e-06	1	50313	50273	1195	-917.5	2112.5
WP0047	HG	20240313	HG|20240313|2	113	120	0.0045	4.16953e-06	1	50313	50426	1195	-917.5	2112.5
WP0048	HG	20240313	HG|20240313|2	51	120	0.0005	4.63281e-07	1	50942	50891	1345	-917.5	2262.5
WP0049	HG	20240313	HG|20240313|2	79	120	0.0035	3.24297e-06	1	50942	51021	1345	-917.5	2262.5
WP0050	HG	20240313	HG|20240313|2	71	120	0.001	9.26563e-07	1	51386	51315	1120	-917.5	2037.5
WP0051	HG	20240313	HG|20240313|2	66	120	0.0005	4.63281e-07	1	52376	52442	1270	-917.5	2187.5
WP0052	HG	20240313	HG|20240313|2	39	120	0.0005	4.63281e-07	1	52481	52442	1270	-917.5	2187.5
WP0053	HG	20240313	HG|20240313|2	37	120	0	0	1	53028	52991	1107.5	-917.5	2025
WP0054	HG	20240313	HG|20240313|2	32	120	0.001	9.26563e-07	1	53728	53760	1145	-917.5	2062.5
WP0055	HG	20240313	HG|20240313|2	56	120	0.005	4.63281e-06	1	54064	54120	1032.5	-917.5	1950
WP0056	HG	20240313	HG|20240313|2	80	120	0.00675	6.2543e-06	1	54362	54442	1232.5	-917.5	2150
WP0057	HG	20240313	HG|20240313|2	109	120	0.0035	3.24297e-06	1	55077	54968	1182.5	-917.5	2100
WP0058	HG	20240313	HG|20240313|2	88	120	0.0005	4.63281e-07	1	55077	55165	1182.5	-917.5	2100
WP0059	HG	20240313	HG|20240313|2	49	120	0.0005	4.63281e-07	1	55316	55365	1307.5	-917.5	2225
WP0060	HG	20240313	HG|20240313|2	103	120	0.001	9.26563e-07	1	55468	55365	1345	-917.5	2262.5
WP0061	HG	20240313	HG|20240313|2	62	120	0.0015	1.38984e-06	1	55468	55530	1345	-917.5	2262.5
WP0062	HG	20240313	HG|20240313|2	11	120	0.00025	2.31641e-07	1	55832	55821	1270	-917.5	2187.5
WP0063	HG	20240313	HG|20240313|2	94	120	0.003	2.77969e-06	1	55832	55926	1270	-917.5	2187.5
WP0064	HG	20240313	HG|20240313|2	54	120	0.0005	4.63281e-07	1	56496	56442	1082.5	-917.5	2000
WP0065	HG	20240313	HG|20240313|2	78	120	0.002	1.85313e-06	1	56623	56701	1170	-917.5	2087.5
WP0066	HG	20240313	HG|20240313|2	81	120	0.001	9.26563e-07	1	56782	56701	1095	-917.5	2012.5
WP0067	HG	20240313	HG|20240313|2	85	120	0.00325	3.01133e-06	1	57535	57620	1038.75	-917.5	1956.25
WP0068	HG	20240313	HG|20240313|2	31	120	0.001	9.26563e-07	1	59611	59580	1007.5	-917.5	1925
WP0069	HG	20240314	HG|20240314|0	28	120	0.0015	1.18149e-06	-1	11469	11497	1095	-917.5	2012.5
WP0070	HG	20240315	HG|20240315|0	49	120	0.00075	5.80567e-07	1	10929	10978	1432.5	-917.5	2350
WP0071	HG	20240315	HG|20240315|0	69	120	0.00025	1.93522e-07	1	12865	12934	1451.25	-917.5	2368.75
WP0072	HG	20240315	HG|20240315|0	74	120	0.0015	1.16113e-06	1	13167	13093	1532.5	-917.5	2450
WP0073	HG	20240315	HG|20240315|0	98	120	0.00125	9.67611e-07	1	13167	13265	1532.5	-917.5	2450
WP0074	HG	20240315	HG|20240315|0	106	120	0.0005	3.87045e-07	1	14448	14554	1451.25	-917.5	2368.75
WP0075	HG	20240315	HG|20240315|0	84	120	0.0055	4.25749e-06	1	15002	15086	1351.25	-917.5	2268.75
WP0076	HG	20240315	HG|20240315|0	85	120	0.0025	1.93522e-06	1	16360	16445	1113.75	-917.5	2031.25
WP0077	HG	20240315	HG|20240315|0	85	120	0.002	1.54818e-06	1	16530	16445	1101.25	-917.5	2018.75
WP0078	HG	20240315	HG|20240315|0	107	120	0.003	2.32227e-06	1	16530	16637	1101.25	-917.5	2018.75
WP0079	HG	20240315	HG|20240315|0	60	120	0.0015	1.16113e-06	1	16697	16637	1063.75	-917.5	1981.25
WP0080	HG	20240315	HG|20240315|0	19	120	0.00025	1.93522e-07	1	16843	16862	1101.25	-917.5	2018.75
WP0081	HG	20240320	HG|20240320|2	113	120	0.003	2.25223e-06	1	51060	51173	1163.75	-917.5	2081.25
WP0082	HG	20240320	HG|20240320|2	76	120	0.001	7.50743e-07	1	54466	54390	1226.25	-917.5	2143.75
WP0083	HG	20240320	HG|20240320|2	81	120	0.00325	2.43991e-06	1	54817	54736	1082.5	-917.5	2000
WP0084	HG	20240320	HG|20240320|2	101	120	0.001	7.50743e-07	1	55131	55030	1113.75	-917.5	2031.25
WP0085	HG	20240320	HG|20240320|2	110	120	0.0015	1.12611e-06	1	55675	55565	1038.75	-917.5	1956.25
WP0086	HG	20240320	HG|20240320|2	82	120	0.0005	3.75371e-07	1	55675	55757	1038.75	-917.5	1956.25
WP0087	HG	20240403	HG|20240403|2	97	120	0.00275	2.18579e-06	1	49979	49882	2607.5	-917.5	3525
WP0088	HG	20240403	HG|20240403|2	55	120	0.00125	9.93542e-07	1	50663	50608	2326.25	-917.5	3243.75
WP0089	HG	20240403	HG|20240403|2	103	120	0.00025	1.98708e-07	1	51523	51420	2545	-917.5	3462.5
WP0090	HG	20240403	HG|20240403|2	99	120	0.00225	1.78838e-06	1	51523	51622	2545	-917.5	3462.5
WP0091	HG	20240403	HG|20240403|2	72	120	0.0025	1.98708e-06	1	52015	52087	2707.5	-917.5	3625
WP0092	HG	20240403	HG|20240403|2	49	120	0.0005	3.97417e-07	1	52136	52087	2657.5	-917.5	3575
WP0093	HG	20240403	HG|20240403|2	91	120	0.0015	1.19225e-06	1	53693	53602	2320	-917.5	3237.5
WP0094	HG	20240403	HG|20240403|2	16	120	0.00125	9.93542e-07	1	54669	54653	1707.5	-917.5	2625
WP0095	HG	20240403	HG|20240403|2	17	120	0.0015	1.19225e-06	1	55272	55289	1782.5	-917.5	2700
WP0096	HG	20240403	HG|20240403|2	28	120	0.00025	1.98708e-07	1	55787	55759	1926.25	-917.5	2843.75
WP0097	HG	20240403	HG|20240403|2	87	120	0.00425	3.37804e-06	1	55787	55874	1926.25	-917.5	2843.75
WP0098	HG	20240403	HG|20240403|2	13	120	0.00075	5.96125e-07	1	56250	56237	1382.5	-917.5	2300
WP0099	HG	20240403	HG|20240403|2	32	120	0.0015	1.19225e-06	1	56768	56736	1382.5	-917.5	2300
WP0100	HG	20240403	HG|20240403|2	76	120	0.002	1.58967e-06	1	57247	57171	1220	-917.5	2137.5
WP0101	HG	20240403	HG|20240403|2	88	120	0.008	6.35867e-06	1	57522	57610	1301.25	-917.5	2218.75
WP0102	HG	20240403	HG|20240403|2	110	120	0.00225	1.78838e-06	1	57720	57610	1045	-917.5	1962.5
WP0103	HG	20240403	HG|20240403|2	95	120	0.0035	2.78192e-06	1	58814	58719	1057.5	-917.5	1975
WP0104	HG	20240403	HG|20240403|2	94	120	0.007	5.56384e-06	1	59328	59234	1157.5	-917.5	2075
WP0105	HG	20240403	HG|20240403|2	36	120	0.0015	1.19225e-06	1	59328	59364	1157.5	-917.5	2075
WP0106	HG	20240403	HG|20240403|2	20	120	0.00075	5.96125e-07	1	59537	59557	1182.5	-917.5	2100
WP0107	HG	20240403	HG|20240403|2	21	120	0.001	7.94834e-07	1	59943	59922	1070	-917.5	1987.5
WP0108	HG	20240403	HG|20240403|2	111	120	0	0	1	59943	60054	1070	-917.5	1987.5
WP0109	HG	20240403	HG|20240403|2	41	120	0.001	7.94834e-07	1	60095	60054	1045	-917.5	1962.5
WP0110	HG	20240403	HG|20240403|2	70	120	0.0005	3.97417e-07	1	60450	60380	1007.5	-917.5	1925
WP0111	HG	20240408	HG|20240408|0	7	120	0.00025	1.84227e-07	1	10864	10871	1076.25	-917.5	1993.75
WP0112	HG	20240408	HG|20240408|0	14	120	0.00125	9.21133e-07	1	11056	11070	1188.75	-917.5	2106.25
WP0113	HG	20240408	HG|20240408|0	92	120	0.00025	1.84227e-07	1	11765	11673	1245	-917.5	2162.5
WP0114	HG	20240408	HG|20240408|0	115	120	0.00075	5.5268e-07	1	12276	12161	1170	-917.5	2087.5
WP0115	HG	20240408	HG|20240408|0	88	120	0.0015	1.10536e-06	1	12276	12364	1170	-917.5	2087.5
WP0116	HG	20240408	HG|20240408|1	80	120	0.00125	9.21133e-07	1	34760	34680	1013.75	-917.5	1931.25
WP0117	HG	20240408	HG|20240408|1	101	120	0.0015	1.10536e-06	1	34760	34861	1013.75	-917.5	1931.25
WP0118	HG	20240408	HG|20240408|2	12	120	0	0	1	58100	58112	1226.25	-917.5	2143.75
WP0119	HG	20240408	HG|20240408|2	11	120	0.00075	5.5268e-07	1	58511	58522	1226.25	-917.5	2143.75
WP0120	HG	20240408	HG|20240408|2	18	120	0.0015	1.10536e-06	1	58858	58876	1038.75	-917.5	1956.25
WP0121	HG	20240408	HG|20240408|2	44	120	0.0045	3.31608e-06	1	59044	59000	1013.75	-917.5	1931.25
WP0122	HG	20240408	HG|20240408|2	70	120	0.005	3.68453e-06	1	60313	60383	1138.75	-917.5	2056.25
WP0123	HG	20240408	HG|20240408|2	72	120	0.0005	3.68453e-07	1	60455	60383	1026.25	-917.5	1943.75
WP0124	HG	20240408	HG|20240408|2	78	120	0.001	7.36906e-07	1	60455	60533	1026.25	-917.5	1943.75
WP0125	HG	20240408	HG|20240408|2	88	120	0.001	7.36906e-07	1	60838	60926	1051.25	-917.5	1968.75
WP0126	HG	20240410	HG|20240410|2	91	120	0.00075	4.90144e-07	-1	47482	47573	1120	-917.5	2037.5
WP0127	HG	20240410	HG|20240410|2	92	120	0.001	6.53525e-07	-1	48951	49043	1238.75	-917.5	2156.25
WP0128	HG	20240410	HG|20240410|2	93	120	0	0	-1	49136	49043	1213.75	-917.5	2131.25
WP0129	HG	20240410	HG|20240410|2	112	120	0.00025	1.63381e-07	-1	50118	50230	1157.5	-917.5	2075
WP0130	HG	20240410	HG|20240410|2	36	120	0.0005	3.26762e-07	-1	50747	50711	1176.25	-917.5	2093.75
WP0131	HG	20240410	HG|20240410|2	31	120	0.00075	4.90144e-07	-1	51091	51122	1207.5	-917.5	2125
WP0132	HG	20240410	HG|20240410|2	102	120	0.00075	4.90144e-07	-1	51456	51354	1213.75	-917.5	2131.25
WP0133	HG	20240410	HG|20240410|2	67	120	0	0	-1	51456	51523	1213.75	-917.5	2131.25
WP0134	HG	20240410	HG|20240410|2	65	120	0.0015	9.80287e-07	-1	51588	51523	1176.25	-917.5	2093.75
WP0135	HG	20240412	HG|20240412|2	62	120	0.00225	1.4064e-06	1	66181	66243	1007.5	-917.5	1925
WP0136	HG	20240412	HG|20240412|2	97	120	0.005	3.12533e-06	1	66573	66670	1007.5	-917.5	1925
WP0137	HG	20240412	HG|20240412|2	29	120	0	0	1	67674	67703	1457.5	-917.5	2375
WP0138	HG	20240412	HG|20240412|2	39	120	0.001	6.25067e-07	1	68691	68652	1232.5	-917.5	2150
WP0139	HG	20240412	HG|20240412|2	48	120	0.0025	1.56267e-06	1	68890	68938	1270	-917.5	2187.5
WP0140	HG	20240412	HG|20240412|2	120	120	0.00375	2.344e-06	1	69422	69302	1263.75	-917.5	2181.25
WP0141	HG	20240412	HG|20240412|2	116	120	0.0005	3.12533e-07	1	71088	71204	1282.5	-917.5	2200
WP0142	HG	20240412	HG|20240412|2	61	120	0	0	1	72627	72566	1195	-917.5	2112.5
WP0143	HG	20240412	HG|20240412|2	97	120	0.001	6.25067e-07	1	73984	74081	1295	-917.5	2212.5
WP0144	HG	20240412	HG|20240412|2	53	120	0.0025	1.56267e-06	1	76008	75955	1370	-917.5	2287.5
WP0145	HG	20240412	HG|20240412|2	117	120	0.00225	1.4064e-06	1	77683	77566	1276.25	-917.5	2193.75
WP0146	HG	20240412	HG|20240412|2	69	120	0.00075	4.688e-07	1	77683	77752	1276.25	-917.5	2193.75
WP0147	HG	20240412	HG|20240412|2	113	120	0.0005	3.12533e-07	1	79050	79163	1432.5	-917.5	2350
WP0148	HG	20240415	HG|20240415|0	81	120	0.00875	5.56995e-06	-1	501	420	1095	-930	2025
WP0149	HG	20240415	HG|20240415|0	102	120	0.00025	1.59141e-07	1	12060	11958	1057.5	-930	1987.5
WP0150	HG	20240415	HG|20240415|2	76	120	0.00425	2.7054e-06	1	47408	47332	1551.25	-930	2481.25
WP0151	HG	20240415	HG|20240415|2	56	120	0.001	6.36565e-07	1	48138	48194	1645	-930	2575
WP0152	HG	20240415	HG|20240415|2	83	120	0.00325	2.06884e-06	1	49077	48994	1438.75	-930	2368.75
WP0153	HG	20240415	HG|20240415|2	105	120	0.001	6.36565e-07	1	49968	49863	1276.25	-930	2206.25
WP0154	HG	20240415	HG|20240415|2	56	120	0.00125	7.95707e-07	1	49968	50024	1276.25	-930	2206.25
WP0155	HG	20240415	HG|20240415|2	75	120	0.001	6.36565e-07	1	50510	50585	1213.75	-930	2143.75
WP0156	HG	20240415	HG|20240415|2	64	120	0.0025	1.59141e-06	1	51509	51573	1276.25	-930	2206.25
WP0157	HG	20240415	HG|20240415|2	98	120	0.003	1.9097e-06	1	52063	51965	1151.25	-930	2081.25
WP0158	HG	20240415	HG|20240415|2	68	120	0.00125	7.95707e-07	1	52063	52131	1151.25	-930	2081.25
WP0159	HG	20240415	HG|20240415|2	85	120	0.0115	7.3205e-06	1	52216	52131	1407.5	-930	2337.5
WP0160	HG	20240415	HG|20240415|2	1	120	0	0	1	52216	52215	1407.5	-930	2337.5
WP0161	HG	20240415	HG|20240415|2	35	120	0.00025	1.59141e-07	1	52663	52698	1101.25	-930	2031.25
WP0162	HG	20240415	HG|20240415|2	28	120	0.00025	1.59141e-07	1	55209	55237	1038.75	-930	1968.75
WP0163	HG	20240415	HG|20240415|2	33	120	0.00375	2.38712e-06	1	56257	56290	1107.5	-930	2037.5
WP0164	HG	20240415	HG|20240415|2	40	120	0	0	1	56761	56801	1232.5	-930	2162.5
WP0165	HG	20240415	HG|20240415|2	47	120	0.004	2.54626e-06	1	56848	56801	1132.5	-930	2062.5
WP0166	HG	20240415	HG|20240415|2	15	120	0.00025	1.59141e-07	1	57148	57133	1220	-930	2150
WP0167	HG	20240415	HG|20240415|2	79	120	0	0	1	57419	57498	1407.5	-930	2337.5
WP0168	HG	20240415	HG|20240415|2	46	120	0.0015	9.54848e-07	1	57544	57498	1370	-930	2300
WP0169	HG	20240415	HG|20240415|2	49	120	0.0025	1.59141e-06	1	57661	57710	1307.5	-930	2237.5
WP0170	HG	20240415	HG|20240415|2	34	120	0.00775	4.93338e-06	1	57942	57976	1307.5	-930	2237.5
WP0171	HG	20240415	HG|20240415|2	95	120	0.00175	1.11399e-06	1	58382	58287	1770	-930	2700
WP0172	HG	20240415	HG|20240415|2	33	120	0.001	6.36565e-07	1	58382	58415	1770	-930	2700
WP0173	HG	20240415	HG|20240415|2	3	120	0.0005	3.18283e-07	1	58879	58882	1526.25	-930	2456.25
WP0174	HG	20240415	HG|20240415|2	55	120	0.0045	2.86454e-06	1	59708	59653	1376.25	-930	2306.25
WP0175	HG	20240415	HG|20240415|2	38	120	0.0025	1.59141e-06	1	59708	59746	1376.25	-930	2306.25
WP0176	HG	20240415	HG|20240415|2	113	120	0.00425	2.7054e-06	1	59859	59746	1207.5	-930	2137.5
WP0177	HG	20240415	HG|20240415|2	85	120	0.0035	2.22798e-06	1	60364	60279	1282.5	-930	2212.5
WP0178	HG	20240415	HG|20240415|2	24	120	0.00225	1.43227e-06	1	60659	60683	1313.75	-930	2243.75
WP0179	HG	20240415	HG|20240415|2	37	120	0.0005	3.18283e-07	1	61123	61086	1163.75	-930	2093.75
WP0180	HG	20240415	HG|20240415|2	102	120	0.0045	2.86454e-06	1	61422	61320	1295	-930	2225
WP0181	HG	20240415	HG|20240415|2	42	120	0.0015	9.54848e-07	1	61804	61762	1132.5	-930	2062.5
WP0182	HG	20240415	HG|20240415|2	101	120	0.00075	4.77424e-07	1	61804	61905	1132.5	-930	2062.5
WP0183	HG	20240415	HG|20240415|2	45	120	0.00125	7.95707e-07	1	61950	61905	1082.5	-930	2012.5
WP0184	HG	20240416	HG|20240416|0	71	120	0.0035	2.08981e-06	-1	10931	10860	1070	-917.5	1987.5
WP0185	HG	20240418	HG|20240418|0	43	120	0.00325	1.82282e-06	1	11450	11493	1757.5	-917.5	2675
WP0186	HG	20240418	HG|20240418|0	118	120	0.002	1.12173e-06	1	11611	11493	1726.25	-917.5	2643.75
WP0187	HG	20240418	HG|20240418|0	90	120	0	0	1	11611	11701	1726.25	-917.5	2643.75
WP0188	HG	20240418	HG|20240418|0	34	120	0.003	1.6826e-06	1	12182	12148	1938.75	-917.5	2856.25
WP0189	HG	20240418	HG|20240418|0	75	120	0.00075	4.20651e-07	1	12646	12721	2126.25	-917.5	3043.75
WP0190	HG	20240418	HG|20240418|0	53	120	0.002	1.12173e-06	1	12974	13027	2351.25	-917.5	3268.75
WP0191	HG	20240418	HG|20240418|0	52	120	0.00125	7.01084e-07	1	13486	13538	2276.25	-917.5	3193.75
WP0192	HG	20240418	HG|20240418|0	117	120	0.0025	1.40217e-06	1	14048	13931	2188.75	-917.5	3106.25
WP0193	HG	20240418	HG|20240418|0	75	120	0.002	1.12173e-06	1	14334	14259	2207.5	-917.5	3125
WP0194	HG	20240418	HG|20240418|0	30	120	0.0025	1.40217e-06	1	14561	14531	2238.75	-917.5	3156.25
WP0195	HG	20240418	HG|20240418|0	32	120	0.00225	1.26195e-06	1	15282	15250	1857.5	-917.5	2775
WP0196	HG	20240418	HG|20240418|0	98	120	0.00125	7.01084e-07	1	16755	16657	1807.5	-917.5	2725
WP0197	HG	20240418	HG|20240418|0	33	120	0.00025	1.40217e-07	1	18601	18568	1563.75	-917.5	2481.25
WP0198	HG	20240418	HG|20240418|0	96	120	0.00425	2.38369e-06	1	27430	27334	1482.5	-917.5	2400
WP0199	HG	20240418	HG|20240418|0	53	120	0.0015	8.41301e-07	1	28261	28208	1213.75	-917.5	2131.25
WP0200	HG	20240418	HG|20240418|0	112	120	0.00125	7.01084e-07	1	28967	28855	1201.25	-917.5	2118.75
WP0201	HG	20240418	HG|20240418|2	79	120	0	0	1	56405	56484	1020	-917.5	1937.5
WP0202	HG	20240422	HG|20240422|0	75	120	0.00325	1.78861e-06	-1	11633	11708	1163.75	-917.5	2081.25
WP0203	HG	20240422	HG|20240422|0	56	120	0.00525	2.8893e-06	-1	11764	11708	1213.75	-917.5	2131.25
WP0204	HG	20240422	HG|20240422|0	72	120	0.003	1.65103e-06	-1	11764	11836	1213.75	-917.5	2131.25
WP0205	HG	20240422	HG|20240422|0	97	120	0.00325	1.78861e-06	-1	14102	14199	1157.5	-917.5	2075
WP0206	HG	20240422	HG|20240422|0	106	120	0.0015	8.25513e-07	-1	14437	14543	1232.5	-917.5	2150
WP0207	HG	20240422	HG|20240422|0	24	120	0.00075	4.12757e-07	-1	14567	14543	1251.25	-917.5	2168.75
WP0208	HG	20240422	HG|20240422|0	60	120	0.0025	1.37586e-06	-1	16416	16356	1263.75	-917.5	2181.25
WP0209	HG	20240422	HG|20240422|0	60	120	0.0015	8.25513e-07	-1	17090	17150	1426.25	-917.5	2343.75
WP0210	HG	20240422	HG|20240422|0	104	120	0.00475	2.61412e-06	-1	17496	17392	1220	-917.5	2137.5
WP0211	HG	20240422	HG|20240422|0	33	120	0.001	5.50342e-07	-1	17745	17712	1257.5	-917.5	2175
WP0212	HG	20240422	HG|20240422|0	89	120	0.00025	1.37586e-07	-1	17975	17886	1207.5	-917.5	2125
WP0213	HG	20240422	HG|20240422|0	102	120	0.004	2.20137e-06	-1	18498	18396	1070	-917.5	1987.5
WP0214	HG	20240422	HG|20240422|1	73	120	0.00325	1.78861e-06	1	35949	36022	1070	-917.5	1987.5
WP0215	HG	20240423	HG|20240423|0	34	120	0.0005	2.70109e-07	-1	11920	11886	1457.5	-917.5	2375
WP0216	HG	20240423	HG|20240423|0	28	120	0	0	-1	12675	12647	1320	-917.5	2237.5
WP0217	HG	20240423	HG|20240423|0	67	120	0	0	-1	12927	12860	1245	-917.5	2162.5
WP0218	HG	20240424	HG|20240424|0	114	120	0.0015	7.86832e-07	1	11095	10981	1120	-917.5	2037.5
WP0219	HG	20240424	HG|20240424|0	76	120	0.0005	2.62277e-07	1	11293	11369	1132.5	-917.5	2050
WP0220	HG	20240424	HG|20240424|0	85	120	0.0015	7.86832e-07	1	13221	13136	1282.5	-917.5	2200
WP0221	HG	20240424	HG|20240424|0	99	120	0.001	5.24554e-07	1	14725	14626	1176.25	-917.5	2093.75
WP0222	HG	20240425	HG|20240425|0	86	120	0.0025	1.31293e-06	1	12305	12219	1457.5	-930	2387.5
WP0223	HG	20240425	HG|20240425|0	62	120	0.00025	1.31293e-07	1	12997	13059	1376.25	-930	2306.25
WP0224	HG	20240425	HG|20240425|0	117	120	0.00225	1.18164e-06	1	13277	13394	1238.75	-930	2168.75
WP0225	HG	20240425	HG|20240425|0	106	120	0.00075	3.93879e-07	1	14276	14170	1345	-930	2275
WP0226	HG	20240425	HG|20240425|0	6	120	0.00025	1.31293e-07	1	19852	19846	1395	-930	2325
WP0227	HG	20240429	HG|20240429|2	110	120	0.00025	1.36883e-07	1	51474	51364	1551.25	-917.5	2468.75
WP0228	HG	20240429	HG|20240429|2	88	120	0.00025	1.36883e-07	1	51733	51645	1526.25	-917.5	2443.75
WP0229	HG	20240429	HG|20240429|2	9	120	0.00225	1.23195e-06	1	54121	54130	1420	-917.5	2337.5
