# ROUND-2 SEALED BLIND LEDGER 20240429 (E6R2X-BLIND-D1) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
HG-20240429-L-E71	HG	13:15	L	SKIP	0.000	-	-	-
NKD-20240429-S-E69	NKD	13:18	S	SKIP	0.000	-	-	-
SI-20240429-L-E49	SI	13:22	L	SKIP	0.000	-	-	-
HG-20240429-S-E67	HG	13:23	S	SKIP	0.000	-	-	-
NKD-20240429-L-E70	NKD	13:26	L	SKIP	0.000	-	-	-
SI-20240429-L-E50	SI	13:26	L	SKIP	0.000	-	-	-
HG-20240429-L-E72	HG	13:27	L	SKIP	0.000	-	-	-
NKD-20240429-L-E71	NKD	13:29	L	SKIP	0.000	-	-	-
NKD-20240429-L-E72	NKD	13:32	L	SKIP	0.000	-	-	-
NKD-20240429-S-E70	NKD	13:35	S	SKIP	0.000	-	-	-
HG-20240429-S-E68	HG	13:35	S	SKIP	0.050	HAND	-	sequence names the OFFER as the consumed/re-posting side and buyers as aggressors 16-11; short is the wrong side of this tape (study-day-3 lesson)
NKD-20240429-L-E73	NKD	13:35	L	SKIP	0.000	-	-	-
HG-20240429-L-E73	HG	13:37	L	SKIP	0.000	-	-	-
SI-20240429-S-E54	SI	13:44	S	SKIP	0.070	HAND	-	largest capacity (uns1979) but ext_needed 987.5 = needs a whole new range extension; bid absorbed 11 lots over 6 hits and was never traded through
HG-20240429-S-E69	HG	13:50	S	SKIP	0.000	-	-	-
SI-20240429-S-E55	SI	13:51	S	SKIP	0.000	-	-	-
NKD-20240429-S-E71	NKD	13:52	S	SKIP	0.000	-	-	-
NKD-20240429-S-E72	NKD	13:59	S	SKIP	0.000	-	-	-
HG-20240429-L-E74	HG	14:01	L	SKIP	0.000	-	-	-
SI-20240429-L-E51	SI	14:02	L	TAKE	0.160	HAND	-	one-way tick ratchet: offer at 27.62/27.625 lifted 3x then STOPS re-posting (13 consecutive C A, no trade); bid never traded through, re-forms a tick higher; uns1616 run9.0h ext_needed575
HG-20240429-L-E75	HG	14:04	L	SKIP	0.000	-	-	-
SI-20240429-L-E52	SI	14:07	L	SKIP	0.000	-	-	-
NKD-20240429-L-E74	NKD	14:09	L	SKIP	0.000	-	-	-
HG-20240429-S-E70	HG	14:11	S	SKIP	0.000	-	-	-
SI-20240429-S-E56	SI	14:11	S	SKIP	0.000	-	-	-
SI-20240429-S-E57	SI	14:15	S	SKIP	0.000	-	-	-
HG-20240429-S-E71	HG	14:16	S	SKIP	0.000	-	-	-
HG-20240429-L-E76	HG	14:17	L	SKIP	0.000	-	-	-
HG-20240429-S-E72	HG	14:20	S	SKIP	0.000	-	-	-
SI-20240429-S-E58	SI	14:21	S	SKIP	0.000	-	-	-
HG-20240429-L-E77	HG	14:22	L	SKIP	0.000	-	-	-
NKD-20240429-S-E73	NKD	14:23	S	SKIP	0.000	-	-	-
HG-20240429-S-E73	HG	14:30	S	SKIP	0.000	-	-	-
NKD-20240429-S-E74	NKD	14:30	S	SKIP	0.000	-	-	-
NKD-20240429-S-E75	NKD	14:36	S	SKIP	0.000	-	-	-
HG-20240429-L-E78	HG	14:43	L	SKIP	0.000	-	-	-
NKD-20240429-L-E75	NKD	14:43	L	SKIP	0.000	-	-	-
NKD-20240429-L-E76	NKD	14:46	L	SKIP	0.000	-	-	-
SI-20240429-L-E53	SI	14:49	L	SKIP	0.000	-	-	-
HG-20240429-L-E79	HG	14:49	L	SKIP	0.000	-	-	-
SI-20240429-S-E59	SI	14:50	S	SKIP	0.000	-	-	-
SI-20240429-L-E54	SI	14:56	L	SKIP	0.000	-	-	-
NKD-20240429-S-E76	NKD	14:57	S	SKIP	0.000	-	-	-
SI-20240429-S-E60	SI	15:01	S	SKIP	0.000	-	-	-
HG-20240429-L-E80	HG	15:02	L	SKIP	0.000	-	-	-
HG-20240429-S-E74	HG	15:02	S	SKIP	0.000	-	-	-
SI-20240429-L-E55	SI	15:02	L	SKIP	0.000	-	-	-
SI-20240429-S-E61	SI	15:06	S	SKIP	0.000	-	-	-
HG-20240429-S-E75	HG	15:08	S	SKIP	0.000	-	-	-
SI-20240429-S-E62	SI	15:09	S	SKIP	0.000	-	-	-
NKD-20240429-S-E77	NKD	15:11	S	SKIP	0.000	-	-	-
HG-20240429-L-E81	HG	15:11	L	SKIP	0.000	-	-	-
HG-20240429-S-E76	HG	15:14	S	SKIP	0.000	-	-	-
HG-20240429-L-E82	HG	15:14	L	SKIP	0.000	-	-	-
NKD-20240429-S-E78	NKD	15:15	S	SKIP	0.000	-	-	-
SI-20240429-L-E56	SI	15:15	L	SKIP	0.000	-	-	-
HG-20240429-S-E77	HG	15:16	S	SKIP	0.000	-	-	-
SI-20240429-S-E63	SI	15:17	S	SKIP	0.000	-	-	-
HG-20240429-L-E83	HG	15:20	L	SKIP	0.000	-	-	-
SI-20240429-L-E57	SI	15:20	L	SKIP	0.000	-	-	-
NKD-20240429-L-E77	NKD	15:22	L	SKIP	0.000	-	-	-
HG-20240429-L-E84	HG	15:22	L	SKIP	0.000	-	-	-
HG-20240429-S-E78	HG	15:26	S	SKIP	0.000	-	-	-
SI-20240429-S-E64	SI	15:27	S	SKIP	0.000	-	-	-
SI-20240429-L-E58	SI	15:30	L	SKIP	0.000	-	-	-
HG-20240429-L-E85	HG	15:31	L	SKIP	0.000	-	-	-
HG-20240429-S-E79	HG	15:32	S	SKIP	0.000	-	-	-
SI-20240429-S-E65	SI	15:32	S	SKIP	0.000	-	-	-
HG-20240429-L-E86	HG	15:38	L	SKIP	0.000	-	-	-
SI-20240429-L-E59	SI	15:38	L	SKIP	0.110	HAND	-	best arithmetic of the day (ext0, virgin level) but 349 events carry only 2 trades in 6s and both sides park 6-lots away
NKD-20240429-S-E79	NKD	15:38	S	SKIP	0.000	-	-	-
SI-20240429-S-E66	SI	15:39	S	SKIP	0.000	-	-	-
HG-20240429-L-E87	HG	15:40	L	SKIP	0.000	-	-	-
HG-20240429-S-E80	HG	15:41	S	SKIP	0.000	-	-	-
NKD-20240429-L-E78	NKD	15:43	L	SKIP	0.050	HAND	-	3 trades in 40 seconds; bid walks down on cancels with one sell print - dead air, not a confirmation
NKD-20240429-S-E80	NKD	15:44	S	SKIP	0.000	-	-	-
SI-20240429-L-E60	SI	15:45	L	SKIP	0.000	-	-	-
HG-20240429-L-E88	HG	15:45	L	SKIP	0.000	-	-	-
NKD-20240429-L-E79	NKD	15:46	L	SKIP	0.000	-	-	-
SI-20240429-S-E67	SI	15:47	S	SKIP	0.000	-	-	-
HG-20240429-S-E81	HG	15:47	S	SKIP	0.000	-	-	-
HG-20240429-S-E82	HG	15:50	S	SKIP	0.000	-	-	-
NKD-20240429-S-E81	NKD	15:52	S	SKIP	0.000	-	-	-
NKD-20240429-L-E80	NKD	15:54	L	SKIP	0.000	-	-	-
HG-20240429-L-E89	HG	15:55	L	SKIP	0.000	-	-	-
HG-20240429-S-E83	HG	15:57	S	SKIP	0.000	-	-	-
SI-20240429-S-E68	SI	15:58	S	SKIP	0.000	-	-	-
HG-20240429-S-E84	HG	16:00	S	SKIP	0.000	-	-	-
SI-20240429-L-E61	SI	16:00	L	SKIP	0.000	-	-	-
NKD-20240429-L-E81	NKD	16:00	L	SKIP	0.000	-	-	-
SI-20240429-S-E69	SI	16:01	S	SKIP	0.000	-	-	-
HG-20240429-L-E90	HG	16:03	L	SKIP	0.000	-	-	-
HG-20240429-S-E85	HG	16:03	S	SKIP	0.000	-	-	-
SI-20240429-S-E70	SI	16:05	S	SKIP	0.000	-	-	-
SI-20240429-L-E62	SI	16:06	L	SKIP	0.000	-	-	-
HG-20240429-L-E91	HG	16:07	L	SKIP	0.000	-	-	-
NKD-20240429-L-E82	NKD	16:08	L	SKIP	0.000	-	-	-
HG-20240429-L-E92	HG	16:13	L	SKIP	0.000	-	-	-
SI-20240429-L-E63	SI	16:15	L	SKIP	0.000	-	-	-
HG-20240429-S-E86	HG	16:16	S	SKIP	0.000	-	-	-
SI-20240429-S-E71	SI	16:16	S	SKIP	0.000	-	-	-
SI-20240429-L-E64	SI	16:19	L	SKIP	0.000	-	-	-
HG-20240429-L-E93	HG	16:19	L	SKIP	0.000	-	-	-
HG-20240429-S-E87	HG	16:20	S	SKIP	0.000	-	-	-
HG-20240429-L-E94	HG	16:23	L	SKIP	0.000	-	-	-
NKD-20240429-L-E83	NKD	16:24	L	SKIP	0.000	-	-	-
SI-20240429-S-E72	SI	16:25	S	SKIP	0.000	-	-	-
HG-20240429-S-E88	HG	16:25	S	SKIP	0.000	-	-	-
NKD-20240429-S-E82	NKD	16:26	S	SKIP	0.000	-	-	-
SI-20240429-L-E65	SI	16:27	L	SKIP	0.000	-	-	-
HG-20240429-L-E95	HG	16:28	L	SKIP	0.000	-	-	-
NKD-20240429-L-E84	NKD	16:30	L	SKIP	0.000	-	-	-
HG-20240429-S-E89	HG	16:31	S	SKIP	0.000	-	-	-
SI-20240429-S-E73	SI	16:32	S	SKIP	0.000	-	-	-
NKD-20240429-L-E85	NKD	16:33	L	SKIP	0.000	-	-	-
HG-20240429-S-E90	HG	16:34	S	SKIP	0.000	-	-	-
HG-20240429-L-E96	HG	16:35	L	SKIP	0.000	-	-	-
SI-20240429-L-E66	SI	16:36	L	SKIP	0.000	-	-	-
NKD-20240429-S-E83	NKD	16:38	S	SKIP	0.000	-	-	-
HG-20240429-L-E97	HG	16:42	L	SKIP	0.000	-	-	-
NKD-20240429-L-E86	NKD	16:46	L	SKIP	0.000	-	-	-
SI-20240429-S-E74	SI	16:47	S	SKIP	0.000	-	-	-
SI-20240429-S-E75	SI	16:49	S	SKIP	0.000	-	-	-
NKD-20240429-S-E84	NKD	16:50	S	SKIP	0.000	-	-	-
SI-20240429-L-E67	SI	16:57	L	SKIP	0.000	-	-	-
NKD-20240429-L-E87	NKD	16:57	L	SKIP	0.000	-	-	-
SI-20240429-L-E68	SI	17:00	L	SKIP	0.000	-	-	-
NKD-20240429-S-E85	NKD	17:02	S	SKIP	0.000	-	-	-
HG-20240429-S-E91	HG	17:02	S	SKIP	0.000	-	-	-
SI-20240429-S-E76	SI	17:02	S	SKIP	0.000	-	-	-
HG-20240429-L-E98	HG	17:05	L	SKIP	0.000	-	-	-
SI-20240429-L-E69	SI	17:05	L	SKIP	0.000	-	-	-
NKD-20240429-S-E86	NKD	17:07	S	SKIP	0.000	-	-	-
SI-20240429-S-E77	SI	17:09	S	SKIP	0.000	-	-	-
HG-20240429-S-E92	HG	17:09	S	SKIP	0.000	-	-	-
HG-20240429-L-E99	HG	17:13	L	SKIP	0.000	-	-	-
NKD-20240429-L-E88	NKD	17:17	L	SKIP	0.000	-	-	-
HG-20240429-S-E93	HG	17:17	S	SKIP	0.000	-	-	-
SI-20240429-L-E70	SI	17:19	L	SKIP	0.000	-	-	-
HG-20240429-L-E100	HG	17:19	L	SKIP	0.000	-	-	-
NKD-20240429-S-E87	NKD	17:26	S	SKIP	0.000	-	-	-
SI-20240429-S-E78	SI	17:26	S	SKIP	0.000	-	-	-
SI-20240429-L-E71	SI	17:27	L	SKIP	0.000	-	-	-
HG-20240429-S-E94	HG	17:35	S	SKIP	0.000	-	-	-
SI-20240429-S-E79	SI	17:35	S	SKIP	0.000	-	-	-
NKD-20240429-S-E88	NKD	17:37	S	SKIP	0.000	-	-	-
HG-20240429-L-E101	HG	17:37	L	SKIP	0.000	-	-	-
SI-20240429-L-E72	SI	17:42	L	SKIP	0.000	-	-	-
NKD-20240429-L-E89	NKD	17:43	L	SKIP	0.000	-	-	-
HG-20240429-S-E95	HG	17:47	S	SKIP	0.000	-	-	-
NKD-20240429-S-E89	NKD	17:48	S	SKIP	0.000	-	-	-
HG-20240429-L-E102	HG	17:48	L	SKIP	0.000	-	-	-
HG-20240429-S-E96	HG	17:54	S	SKIP	0.000	-	-	-
NKD-20240429-S-E90	NKD	17:58	S	SKIP	0.000	-	-	-
HG-20240429-L-E103	HG	18:01	L	SKIP	0.000	-	-	-
NKD-20240429-L-E90	NKD	18:04	L	SKIP	0.000	-	-	-
HG-20240429-S-E97	HG	18:06	S	SKIP	0.000	-	-	-
HG-20240429-L-E104	HG	18:08	L	SKIP	0.000	-	-	-
NKD-20240429-S-E91	NKD	18:10	S	SKIP	0.000	-	-	-
HG-20240429-S-E98	HG	18:12	S	SKIP	0.000	-	-	-
HG-20240429-L-E105	HG	18:15	L	SKIP	0.000	-	-	-
SI-20240429-S-E80	SI	18:22	S	SKIP	0.000	-	-	-
HG-20240429-S-E99	HG	18:24	S	SKIP	0.000	-	-	-
HG-20240429-L-E106	HG	18:25	L	SKIP	0.000	-	-	-
NKD-20240429-L-E91	NKD	18:28	L	SKIP	0.000	-	-	-
HG-20240429-S-E100	HG	18:30	S	SKIP	0.000	-	-	-
SI-20240429-S-E81	SI	18:31	S	SKIP	0.000	-	-	-
NKD-20240429-S-E92	NKD	18:32	S	SKIP	0.000	-	-	-
NKD-20240429-L-E92	NKD	18:33	L	SKIP	0.000	-	-	-
SI-20240429-S-E82	SI	18:35	S	SKIP	0.000	-	-	-
HG-20240429-L-E107	HG	18:37	L	SKIP	0.000	-	-	-
NKD-20240429-L-E93	NKD	18:39	L	SKIP	0.000	-	-	-
HG-20240429-S-E101	HG	18:39	S	SKIP	0.000	-	-	-
SI-20240429-S-E83	SI	18:41	S	SKIP	0.000	-	-	-
NKD-20240429-S-E93	NKD	18:43	S	SKIP	0.000	-	-	-
SI-20240429-S-E84	SI	18:45	S	SKIP	0.000	-	-	-
HG-20240429-L-E108	HG	18:45	L	SKIP	0.000	-	-	-
NKD-20240429-L-E94	NKD	18:45	L	SKIP	0.000	-	-	-
SI-20240429-L-E73	SI	18:48	L	SKIP	0.000	-	-	-
SI-20240429-S-E85	SI	18:49	S	SKIP	0.000	-	-	-
HG-20240429-S-E102	HG	18:50	S	SKIP	0.000	-	-	-
NKD-20240429-L-E95	NKD	18:50	L	SKIP	0.000	-	-	-
HG-20240429-L-E109	HG	18:51	L	SKIP	0.000	-	-	-
SI-20240429-L-E74	SI	18:52	L	SKIP	0.000	-	-	-
HG-20240429-S-E103	HG	18:57	S	SKIP	0.000	-	-	-
SI-20240429-S-E86	SI	18:57	S	SKIP	0.000	-	-	-
HG-20240429-S-E104	HG	18:59	S	SKIP	0.000	-	-	-
HG-20240429-L-E110	HG	19:00	L	SKIP	0.000	-	-	-
HG-20240429-S-E105	HG	19:02	S	SKIP	0.000	-	-	-
SI-20240429-L-E75	SI	19:03	L	SKIP	0.000	-	-	-
HG-20240429-L-E111	HG	19:03	L	SKIP	0.000	-	-	-
HG-20240429-S-E106	HG	19:06	S	SKIP	0.000	-	-	-
SI-20240429-S-E87	SI	19:06	S	SKIP	0.000	-	-	-
NKD-20240429-L-E96	NKD	19:06	L	SKIP	0.000	-	-	-
HG-20240429-S-E107	HG	19:08	S	SKIP	0.000	-	-	-
NKD-20240429-S-E94	NKD	19:13	S	SKIP	0.000	-	-	-
HG-20240429-S-E108	HG	19:13	S	SKIP	0.000	-	-	-
SI-20240429-L-E76	SI	19:15	L	SKIP	0.000	-	-	-
HG-20240429-L-E112	HG	19:16	L	SKIP	0.000	-	-	-
NKD-20240429-L-E97	NKD	19:19	L	SKIP	0.000	-	-	-
HG-20240429-L-E113	HG	19:21	L	SKIP	0.000	-	-	-
SI-20240429-S-E88	SI	19:22	S	SKIP	0.000	-	-	-
NKD-20240429-L-E98	NKD	19:27	L	SKIP	0.000	-	-	-
SI-20240429-L-E77	SI	19:27	L	SKIP	0.000	-	-	-
HG-20240429-S-E109	HG	19:32	S	SKIP	0.000	-	-	-
HG-20240429-S-E110	HG	19:35	S	SKIP	0.000	-	-	-
HG-20240429-L-E114	HG	19:39	L	SKIP	0.000	-	-	-
SI-20240429-S-E89	SI	19:40	S	SKIP	0.000	-	-	-
HG-20240429-S-E111	HG	19:43	S	SKIP	0.000	-	-	-
HG-20240429-L-E115	HG	19:48	L	SKIP	0.000	-	-	-
HG-20240429-S-E112	HG	19:55	S	SKIP	0.000	-	-	-
HG-20240429-L-E116	HG	19:58	L	SKIP	0.000	-	-	-
NKD-20240429-S-E95	NKD	20:02	S	SKIP	0.000	-	-	-
HG-20240429-S-E113	HG	20:02	S	SKIP	0.000	-	-	-
HG-20240429-L-E117	HG	20:05	L	SKIP	0.000	-	-	-
NKD-20240429-L-E99	NKD	20:11	L	SKIP	0.000	-	-	-
NKD-20240429-S-E96	NKD	20:25	S	SKIP	0.000	-	-	-
NKD-20240429-S-E97	NKD	20:32	S	SKIP	0.000	-	-	-
HG-20240429-S-E114	HG	20:32	S	SKIP	0.000	-	-	-
NKD-20240429-L-E100	NKD	20:34	L	SKIP	0.000	-	-	-
SI-20240429-L-E78	SI	20:39	L	SKIP	0.000	-	-	-
NKD-20240429-L-E101	NKD	20:42	L	SKIP	0.000	-	-	-
SI-20240429-L-E79	SI	20:43	L	SKIP	0.000	-	-	-
HG-20240429-L-E118	HG	20:47	L	SKIP	0.000	-	-	-
SI-20240429-L-E80	SI	20:50	L	SKIP	0.000	-	-	-
NKD-20240429-S-E98	NKD	20:54	S	SKIP	0.000	-	-	-
SI-20240429-L-E81	SI	21:01	L	SKIP	0.000	-	-	-
NKD-20240429-S-E99	NKD	21:02	S	SKIP	0.000	-	-	-
SI-20240429-S-E90	SI	21:02	S	SKIP	0.000	-	-	-
HG-20240429-S-E115	HG	21:02	S	SKIP	0.000	-	-	-
NKD-20240429-L-E102	NKD	21:03	L	SKIP	0.000	-	-	-
NKD-20240429-L-E103	NKD	21:09	L	SKIP	0.000	-	-	-
SI-20240429-L-E82	SI	21:10	L	SKIP	0.000	-	-	-
HG-20240429-L-E119	HG	21:12	L	SKIP	0.000	-	-	-
NKD-20240429-S-E100	NKD	21:16	S	SKIP	0.000	-	-	-
NKD-20240429-L-E104	NKD	21:17	L	SKIP	0.000	-	-	-
NKD-20240429-L-E105	NKD	21:23	L	SKIP	0.000	-	-	-
NKD-20240429-S-E101	NKD	21:30	S	SKIP	0.000	-	-	-
SI-20240429-S-E91	SI	21:32	S	SKIP	0.000	-	-	-
SI-20240429-S-E92	SI	21:42	S	SKIP	0.000	-	-	-
NKD-20240429-L-E106	NKD	21:44	L	SKIP	0.000	-	-	-
SI-20240429-L-E83	SI	21:48	L	SKIP	0.000	-	-	-
NKD-20240429-L-E107	NKD	21:52	L	SKIP	0.000	-	-	-
NKD-20240429-S-E102	NKD	22:04	S	SKIP	0.000	-	-	-
HG-20240429-L-E120	HG	22:12	L	SKIP	0.000	-	-	-
HG-20240429-L-E121	HG	22:19	L	SKIP	0.000	-	-	-
NKD-20240429-S-E103	NKD	22:45	S	SKIP	0.000	-	-	-
SI-20240429-S-E93	SI	22:49	S	SKIP	0.000	-	-	-
HG-20240429-L-E122	HG	22:50	L	SKIP	0.000	-	-	-
NKD-20240429-L-E108	NKD	22:54	L	SKIP	0.000	-	-	-
