# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# three INDEPENDENT readers of the same second: the full model (with teacher features), the teacher-evidence block alone, and the raw event-stream cue block alone
# 2of3 / 3of3 = the candidate is inside the tier for at least two / all three scores; alone_* is the same tier for one score by itself
era	rule	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E4	1of3_any	top_2%	8084	319	7765	0.0846	0.0550	0.1143	-38.1113	-150.2103	73.9877	2.4729	12.2692	-94.2442	-375.8290	187.3407	-101.3125	-467.5962	-2037.4549	-4741.8750	-1062.5000	0.6154	0.9302	120	-31.5779	-52.1781	381.3676	0.4138	0.2476	-12157.5000
E4	2of3	top_2%	764	57	707	0.0702	-0.0005	0.1408	-88.1140	-438.1582	261.9301	0.4419	2.1923	-38.9341	-190.8843	113.0161	-132.1711	-193.1731	-901.5577	-2652.5000	0.0000	0.4615	0.2946	38	-13.0455	-116.8023	382.3465	0.5263	0.2456	-5022.5000
E4	3of3	top_2%	70	6	64	0.3333	-0.2086	0.8753	624.1667	-1511.3392	2759.6726	0.0465	0.2308	29.0310	-44.7093	102.7713	624.1667	144.0385	-235.2630	-342.5000	0.0000	0.1154	0.0465	6	9.7273	624.1667	284.3750	0.5000	0.3333	3745.0000
E4	alone_FULL_TF	top_2%	2981	98	2883	0.1020	0.0451	0.1590	57.5000	-175.4604	290.4604	0.7597	3.7692	43.6822	-130.1769	217.5413	97.1552	216.7308	-658.7394	-1840.0000	-250.0000	0.5385	0.4496	58	14.6364	72.2436	368.0485	0.3980	0.2755	5635.0000
E4	alone_TEACHER	top_2%	2969	70	2899	0.1143	0.0361	0.1924	-14.4643	-319.5193	290.5907	0.5426	2.6923	-7.8488	-170.1464	154.4487	-20.2500	-38.9423	-931.0275	-2576.2500	0.0000	0.4615	0.3876	50	-2.6299	-18.4091	389.7321	0.5000	0.2857	-1012.5000
E4	alone_SEQ	top_2%	2968	269	2699	0.0855	0.0530	0.1180	-69.9628	-182.4098	42.4842	2.0853	10.3462	-145.8915	-386.7551	94.9721	-168.0357	-723.8462	-2158.5258	-5633.7500	-1437.5000	0.5385	0.8682	112	-48.8831	-92.7094	367.8439	0.4275	0.2230	-18820.0000
E4	1of3_any	top_5%	18592	481	18111	0.0790	0.0537	0.1043	-7.2349	-98.3741	83.9043	3.7287	18.5000	-26.9767	-367.7201	313.7667	-27.1875	-133.8462	-2073.8641	-5903.1250	279.3750	0.5000	0.9922	128	-9.0390	-11.4474	382.3545	0.4200	0.2557	-3480.0000
E4	2of3	top_5%	3348	140	3208	0.0857	0.0368	0.1347	12.5893	-203.8143	228.9928	1.0853	5.3846	13.6628	-218.1043	245.4299	23.8176	67.7885	-780.6119	-2410.0000	30.0000	0.4615	0.5736	74	4.5779	17.4505	434.2411	0.4929	0.2857	1762.5000
E4	3of3	top_5%	313	29	284	0.0690	-0.0356	0.1736	86.5948	-547.0234	720.2131	0.2248	1.1154	19.4671	-109.9001	148.8342	125.5625	96.5865	-565.0465	-1912.5000	0.0000	0.1923	0.1550	20	6.5227	114.1477	285.9914	0.5862	0.2414	2511.2500
E4	alone_FULL_TF	top_5%	7412	180	7232	0.1167	0.0670	0.1663	128.5069	-53.3226	310.3364	1.3953	6.9231	179.3120	-71.5566	430.1806	259.9017	889.6635	-874.2240	-2378.7500	81.2500	0.5000	0.6899	89	60.0812	155.2433	342.3611	0.3667	0.2833	23131.2500
E4	alone_TEACHER	top_5%	7420	176	7244	0.0852	0.0446	0.1259	-92.6776	-266.9237	81.5686	1.3643	6.7692	-126.4438	-373.3823	120.4947	-175.3898	-627.3558	-2056.0834	-4303.1250	-760.0000	0.5385	0.7209	93	-42.3669	-134.8037	437.5710	0.5341	0.2386	-16311.2500
E4	alone_SEQ	top_5%	7421	407	7014	0.0934	0.0651	0.1216	-18.5135	-123.3780	86.3510	3.1550	15.6538	-58.4109	-391.9900	275.1682	-60.2800	-289.8077	-1776.0020	-4718.1250	-103.7500	0.5000	0.9690	125	-19.5714	-28.7595	365.2948	0.4251	0.2383	-7535.0000
E4	1of3_any	top_10%	32120	599	31521	0.0785	0.0579	0.0990	-39.0985	-116.3917	38.1947	4.6434	23.0385	-181.5504	-546.7278	183.6271	-181.5504	-900.7692	-3006.0226	-7655.0000	-448.1250	0.5385	1.0000	129	-60.8312	-69.0855	386.4775	0.4257	0.2304	-23420.0000
E4	2of3	top_10%	10406	251	10155	0.1275	0.0895	0.1655	181.2799	31.9094	330.6504	1.9457	9.6538	352.7229	73.3270	632.1187	372.9611	1750.0481	621.7320	-1564.3750	1932.5000	0.3077	0.9457	122	118.1851	232.1492	373.1823	0.4143	0.3147	45501.2500
E4	3of3	top_10%	2097	98	1999	0.1224	0.0495	0.1954	-17.6276	-287.4924	252.2373	0.7597	3.7692	-13.3915	-215.6666	188.8837	-29.7845	-66.4423	-1073.7852	-2901.8750	-507.5000	0.6154	0.4496	58	-4.4870	-24.3310	369.7704	0.5510	0.3061	-1727.5000
E4	alone_FULL_TF	top_10%	14942	287	14655	0.0941	0.0593	0.1289	41.0801	-95.7568	177.9171	2.2248	11.0385	91.3953	-210.0567	392.8474	108.1651	453.4615	-1407.5985	-4547.5000	374.3750	0.4615	0.8450	109	30.6234	55.6132	359.0157	0.4286	0.2927	11790.0000
E4	alone_TEACHER	top_10%	14842	340	14502	0.0824	0.0552	0.1095	-9.5037	-117.2298	98.2225	2.6357	13.0769	-25.0484	-309.7993	259.7024	-25.2441	-124.2788	-1641.6906	-3201.8750	-670.0000	0.6154	0.9922	128	-8.3929	-13.2973	429.6507	0.4794	0.2265	-3231.2500
E4	alone_SEQ	top_10%	14839	461	14378	0.0824	0.0580	0.1068	-35.4094	-131.8546	61.0357	3.5736	17.7308	-126.5407	-477.8212	224.7398	-130.5900	-627.8365	-2106.9251	-4925.6250	-958.7500	0.6154	0.9690	125	-42.3994	-60.0138	359.5580	0.4143	0.2364	-16323.7500
E4	1of3_any	top_20%	54051	891	53160	0.0606	0.0443	0.0769	-48.4694	-108.2996	11.3608	6.9070	34.2692	-334.7771	-754.1972	84.6429	-334.7771	-1661.0096	-4123.9730	-8897.5000	-1055.6250	0.5385	1.0000	129	-112.1721	-115.4713	424.8737	0.4658	0.2177	-43186.2500
E4	2of3	top_20%	26251	434	25817	0.0945	0.0682	0.1208	7.7592	-95.4404	110.9588	3.3643	16.6923	26.1047	-320.4149	372.6242	26.3086	129.5192	-1867.5163	-5905.0000	341.2500	0.4615	0.9922	128	8.7468	11.1877	410.2391	0.4286	0.2350	3367.5000
E4	3of3	top_20%	8858	226	8632	0.1150	0.0722	0.1579	-81.8805	-248.9251	85.1640	1.7519	8.6923	-143.4496	-443.0379	156.1387	-174.5755	-711.7308	-2141.6336	-4473.1250	-767.5000	0.6154	0.8217	106	-48.0649	-109.4970	382.2732	0.5044	0.2257	-18505.0000
E4	alone_FULL_TF	top_20%	29796	465	29331	0.0817	0.0574	0.1061	-67.0161	-162.6255	28.5933	3.6047	17.8846	-241.5698	-592.7644	109.6249	-251.3105	-1198.5577	-3064.9549	-7540.0000	-939.3750	0.5385	0.9612	124	-80.9416	-97.9953	387.0296	0.4495	0.2215	-31162.5000
E4	alone_TEACHER	top_20%	29680	674	29006	0.0786	0.0573	0.1000	28.3457	-48.2256	104.9170	5.2248	25.9231	148.1008	-250.2246	546.4262	148.1008	734.8077	-1439.8090	-4977.5000	87.5000	0.5000	1.0000	129	49.6234	54.2756	448.8965	0.4614	0.2522	19105.0000
E4	alone_SEQ	top_20%	29684	565	29119	0.0832	0.0605	0.1058	-55.1438	-136.7551	26.4675	4.3798	21.7308	-241.5213	-608.8284	125.7858	-245.3248	-1198.3173	-2808.4935	-5919.3750	-1435.6250	0.6538	0.9845	127	-80.9253	-106.6995	380.1881	0.4407	0.2124	-31156.2500
E5	1of3_any	top_0.05%	201	30	171	0.1000	-0.0153	0.2153	-86.8750	-468.0035	294.2535	0.2326	1.1538	-20.2035	-105.6124	65.2054	-113.3152	-100.2404	-580.5918	-1793.7500	0.0000	0.3462	0.1783	23	-6.7345	-108.5937	272.0833	0.4333	0.2333	-2606.2500
E5	2of3	top_0.05%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E5	3of3	top_0.05%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E5	alone_FULL_TF	top_0.05%	71	6	65	0.0000	0.0000	0.0000	-125.8333	-1421.0895	1169.4228	0.0465	0.2308	-5.8527	-45.9918	34.2864	-151.0000	-29.0385	-239.3421	-58.7500	0.0000	0.1154	0.0388	5	-1.9509	-151.0000	252.0833	0.5000	0.3333	-755.0000
E5	alone_TEACHER	top_0.05%	57	9	48	0.0000	0.0000	0.0000	-95.2778	-869.8567	679.3011	0.0698	0.3462	-6.6473	-50.2474	36.9528	-107.1875	-32.9808	-246.7743	-198.7500	0.0000	0.1154	0.0620	8	-2.2158	-107.1875	309.7222	0.4444	0.1111	-857.5000
E5	alone_SEQ	top_0.05%	73	16	57	0.1875	-0.0262	0.4012	-11.6406	-530.5838	507.3026	0.1240	0.6154	-1.4438	-57.8825	54.9949	-14.3269	-7.1635	-327.9149	-557.5000	0.0000	0.1923	0.1008	13	-0.4813	-13.3036	241.4062	0.3750	0.3125	-186.2500
E5	1of3_any	top_0.1%	477	44	433	0.0682	-0.0088	0.1452	-266.0795	-523.2943	-8.8648	0.3411	1.6923	-90.7558	-183.8007	2.2891	-377.6613	-450.2885	-917.3070	-1860.0000	-116.8750	0.5000	0.2403	31	-30.2519	-325.2083	343.6080	0.5227	0.1591	-11707.5000
E5	2of3	top_0.1%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E5	3of3	top_0.1%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E5	alone_FULL_TF	top_0.1%	165	7	158	0.0000	0.0000	0.0000	-242.5000	-1160.3547	675.3547	0.0543	0.2692	-13.1589	-47.7556	21.4378	-339.5000	-65.2885	-245.1896	-58.7500	0.0000	0.1154	0.0388	5	-4.3863	-339.5000	380.3571	0.5714	0.2857	-1697.5000
E5	alone_TEACHER	top_0.1%	159	11	148	0.0000	0.0000	0.0000	-252.7273	-872.5347	367.0801	0.0853	0.4231	-21.5504	-69.3354	26.2347	-278.0000	-106.9231	-337.2962	-826.2500	0.0000	0.1923	0.0775	10	-7.1835	-278.0000	367.0455	0.5455	0.0909	-2780.0000
E5	alone_SEQ	top_0.1%	153	28	125	0.1071	-0.0114	0.2257	-269.7321	-584.9481	45.4838	0.2171	1.0769	-58.5465	-125.8142	8.7212	-359.6429	-290.4808	-608.3034	-930.0000	0.0000	0.3846	0.1628	21	-19.5155	-290.4808	349.7768	0.5000	0.1786	-7552.5000
E5	1of3_any	top_0.2%	909	84	825	0.0595	0.0077	0.1113	-207.1577	-396.1862	-18.1293	0.6512	3.2308	-134.8934	-263.5209	-6.2659	-310.7366	-669.2788	-1259.0215	-2410.6250	-832.5000	0.5769	0.4341	56	-44.9645	-252.1920	366.7411	0.5119	0.1667	-17401.2500
E5	2of3	top_0.2%	7	4	3	0.0000	0.0000	0.0000	-398.7500	-2089.4246	1291.9246	0.0310	0.1538	-12.3643	-43.1726	18.4439	-398.7500	-61.3462	-221.3853	-465.0000	0.0000	0.1154	0.0310	4	-4.1214	-398.7500	762.5000	0.7500	0.2500	-1595.0000
E5	3of3	top_0.2%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E5	alone_FULL_TF	top_0.2%	304	14	290	0.0000	0.0000	0.0000	-61.2500	-561.5142	439.0142	0.1085	0.5385	-6.6473	-54.0273	40.7327	-71.4583	-32.9808	-303.0248	-542.5000	0.0000	0.1923	0.0930	12	-2.2158	-71.4583	358.0357	0.4286	0.2857	-857.5000
E5	alone_TEACHER	top_0.2%	306	16	290	0.0625	-0.0724	0.1974	-162.0312	-717.7708	393.7083	0.1240	0.6154	-20.0969	-83.5110	43.3172	-172.8333	-99.7115	-439.2248	-978.7500	0.0000	0.2308	0.1163	15	-6.6990	-172.8333	369.5312	0.5625	0.1250	-2592.5000
E5	alone_SEQ	top_0.2%	306	69	237	0.0580	0.0011	0.1148	-225.9239	-422.7212	-29.1267	0.5349	2.6538	-120.8430	-228.8976	-12.7885	-324.7656	-599.5673	-1200.7601	-2075.6250	-685.6250	0.5385	0.3721	48	-40.2810	-259.8125	413.1341	0.5072	0.1884	-15588.7500
E5	1of3_any	top_0.5%	2201	155	2046	0.0645	0.0258	0.1032	-31.6532	-201.4201	138.1136	1.2016	5.9615	-38.0329	-242.6662	166.6003	-56.3937	-188.7019	-1131.6075	-2854.3750	96.2500	0.4615	0.6744	87	-12.6776	-37.1686	351.2500	0.4452	0.2258	-4906.2500
E5	2of3	top_0.5%	107	14	93	0.2143	-0.0386	0.4672	1.2500	-811.5804	814.0804	0.1085	0.5385	0.1357	-74.8411	75.1124	1.5909	0.6731	-311.6031	-636.2500	0.0000	0.1923	0.0853	11	0.0452	1.5909	384.8214	0.4286	0.2143	17.5000
E5	3of3	top_0.5%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E5	alone_FULL_TF	top_0.5%	769	33	736	0.0909	-0.0119	0.1937	141.5909	-332.9293	616.1112	0.2558	1.2692	36.2209	-74.7138	147.1556	194.6875	179.7115	-294.8700	-1353.7500	60.0000	0.2308	0.1860	24	12.0736	186.9000	314.0152	0.4545	0.3030	4672.5000
E5	alone_TEACHER	top_0.5%	774	27	747	0.0370	-0.0394	0.1135	56.5741	-558.6321	671.7803	0.2093	1.0385	11.8411	-110.2059	133.8880	58.7500	58.7500	-670.8152	-1093.7500	0.0000	0.3846	0.2016	26	3.9470	56.5741	481.0185	0.5926	0.1852	1527.5000
E5	alone_SEQ	top_0.5%	765	142	623	0.0845	0.0390	0.1300	-40.7835	-192.5472	110.9803	1.1008	5.4615	-44.8934	-212.4267	122.6399	-70.6250	-222.7404	-951.8308	-2045.6250	-130.6250	0.5000	0.6357	82	-14.9645	-47.4693	371.7870	0.4296	0.2394	-5791.2500
E5	1of3_any	top_1%	4192	230	3962	0.0739	0.0407	0.1071	29.8370	-88.3791	148.0530	1.7829	8.8462	53.1977	-155.6266	262.0219	60.1974	263.9423	-806.9820	-3253.1250	-60.6250	0.5385	0.8837	114	17.7326	37.2962	324.1576	0.3739	0.2391	6862.5000
E5	2of3	top_1%	377	34	343	0.0882	-0.0096	0.1861	-205.0000	-530.1613	120.1613	0.2636	1.3077	-54.0310	-139.9808	31.9188	-258.1481	-268.0769	-746.0559	-1800.0000	0.0000	0.4615	0.2093	27	-18.0103	-258.1481	336.7647	0.5294	0.1471	-6970.0000
E5	3of3	top_1%	20	7	13	0.2857	-0.1206	0.6921	173.5714	-1408.9710	1756.1139	0.0543	0.2692	9.4186	-51.9283	70.7655	202.5000	46.7308	-274.6434	-611.2500	0.0000	0.1538	0.0465	6	3.1395	202.5000	275.0000	0.5714	0.2857	1215.0000
E5	alone_FULL_TF	top_1%	1531	55	1476	0.0909	0.0160	0.1659	-22.5000	-334.7482	289.7482	0.4264	2.1154	-9.5930	-139.4473	120.2613	-30.9375	-47.5962	-731.4763	-2052.5000	-75.0000	0.5000	0.3101	40	-3.1977	-30.1829	323.1818	0.4727	0.2182	-1237.5000
E5	alone_TEACHER	top_1%	1529	71	1458	0.0845	0.0199	0.1491	58.2042	-242.9198	359.3283	0.5504	2.7308	32.0349	-130.7716	194.8414	68.8750	158.9423	-674.0850	-1911.2500	83.7500	0.3846	0.4651	60	10.6783	64.5703	366.0211	0.4648	0.1972	4132.5000
E5	alone_SEQ	top_1%	1529	207	1322	0.0821	0.0456	0.1187	11.2440	-107.6945	130.1825	1.6047	7.9615	18.0426	-171.7965	207.8817	21.7523	89.5192	-928.9426	-3163.7500	516.2500	0.4615	0.8295	107	6.0142	13.6111	338.4964	0.3671	0.2415	2327.5000
E5	1of3_any	top_2%	7712	340	7372	0.0706	0.0411	0.1001	-19.6691	-128.9990	89.6608	2.6357	13.0769	-51.8411	-341.3516	237.6694	-53.5000	-257.2115	-1895.8898	-4083.7500	-758.7500	0.6154	0.9690	125	-17.2804	-27.9812	325.4228	0.3765	0.2294	-6687.5000
E5	2of3	top_2%	1268	67	1201	0.1343	0.0504	0.2183	-107.2388	-352.7660	138.2883	0.5194	2.5769	-55.6977	-185.2459	73.8506	-149.6875	-276.3462	-1023.3109	-2810.0000	0.0000	0.4615	0.3721	48	-18.5659	-146.6327	308.2090	0.4925	0.2388	-7185.0000
E5	3of3	top_2%	190	16	174	0.1250	-0.0502	0.3002	116.8750	-892.9394	1126.6894	0.1240	0.6154	14.4961	-96.6049	125.5971	133.5714	71.9231	-517.7330	-930.0000	0.0000	0.2692	0.1085	14	4.8320	133.5714	296.0938	0.5000	0.2500	1870.0000
E5	alone_FULL_TF	top_2%	3059	80	2979	0.1125	0.0411	0.1839	-55.2344	-299.1809	188.7122	0.6202	3.0769	-34.2539	-185.6593	117.1515	-83.3726	-169.9519	-1003.7380	-2531.2500	-42.5000	0.5000	0.4109	53	-11.4180	-77.5219	292.2656	0.4625	0.2375	-4418.7500
E5	alone_TEACHER	top_2%	3052	104	2948	0.1250	0.0619	0.1881	61.1058	-141.3667	263.5782	0.8062	4.0000	49.2636	-111.1119	209.6391	84.7333	244.4231	-728.8602	-2133.7500	452.5000	0.4231	0.5814	75	16.4212	74.7647	355.4087	0.4615	0.2404	6355.0000
E5	alone_SEQ	top_2%	3059	308	2751	0.0617	0.0356	0.0878	-49.7240	-153.0882	53.6402	2.3876	11.8462	-118.7209	-368.2790	130.8371	-124.5122	-589.0385	-2035.8771	-3735.0000	-1247.5000	0.6923	0.9535	123	-39.5736	-67.4670	344.5008	0.3734	0.2208	-15315.0000
E5	1of3_any	top_5%	16265	469	15796	0.0832	0.0554	0.1109	-19.3923	-113.0330	74.2483	3.6357	18.0385	-70.5039	-412.8221	271.8143	-71.0547	-349.8077	-2134.4359	-6331.2500	490.0000	0.4615	0.9922	128	-23.5013	-29.8197	342.4574	0.3817	0.2090	-9095.0000
E5	2of3	top_5%	5347	126	5221	0.1032	0.0487	0.1576	-78.2143	-270.0031	113.5745	0.9767	4.8462	-76.3953	-268.8949	116.1042	-120.1829	-379.0385	-1288.6437	-2820.0000	-171.2500	0.5385	0.6357	82	-25.4651	-115.9412	360.4167	0.4683	0.2222	-9855.0000
E5	3of3	top_5%	1320	55	1265	0.1636	0.0628	0.2645	341.1364	-56.3332	738.6060	0.4264	2.1154	145.4457	-16.9590	307.8505	416.9444	721.6346	-161.4855	-1917.5000	646.2500	0.3077	0.3488	45	48.4819	416.9444	359.0909	0.3818	0.4000	18762.5000
E5	alone_FULL_TF	top_5%	7644	134	7510	0.1194	0.0656	0.1732	-36.2034	-218.6423	146.2356	1.0388	5.1538	-37.6066	-227.7173	152.5041	-63.8322	-186.5865	-1333.6527	-3255.0000	-331.2500	0.5000	0.5891	76	-12.5355	-52.7310	371.1287	0.4627	0.2612	-4851.2500
E5	alone_TEACHER	top_5%	7641	177	7464	0.0960	0.0519	0.1402	-6.1299	-180.7429	168.4831	1.3721	6.8077	-8.4109	-247.7423	230.9206	-9.9541	-41.7308	-1264.5245	-3293.7500	642.5000	0.3846	0.8450	109	-2.8036	-8.2197	396.9633	0.4689	0.2373	-1085.0000
E5	alone_SEQ	top_5%	7647	412	7235	0.0777	0.0507	0.1047	-31.4260	-122.2711	59.4191	3.1938	15.8462	-100.3682	-392.7964	192.0600	-101.9488	-497.9808	-2154.8265	-4978.7500	-281.8750	0.5385	0.9845	127	-33.4561	-45.9131	322.6335	0.3592	0.2039	-12947.5000
E5	1of3_any	top_10%	28728	610	28118	0.0738	0.0509	0.0966	-69.8053	-147.9029	8.2923	4.7287	23.4615	-330.0872	-710.3366	50.1622	-330.0872	-1637.7404	-3310.6256	-7166.8750	-1012.5000	0.6538	1.0000	129	-110.0291	-123.0672	347.3770	0.4000	0.1902	-42581.2500
E5	2of3	top_10%	12771	203	12568	0.0936	0.0535	0.1337	-91.4224	-241.0545	58.2097	1.5736	7.8077	-143.8663	-388.3567	100.6242	-162.7961	-713.7981	-1921.1092	-3903.7500	-848.7500	0.6154	0.8837	114	-47.9554	-146.1319	430.1108	0.5123	0.2414	-18558.7500
E5	3of3	top_10%	4393	115	4278	0.1304	0.0651	0.1957	-51.5217	-291.5835	188.5400	0.8915	4.4231	-45.9302	-262.5694	170.7090	-79.0000	-227.8846	-1402.8328	-3953.7500	-267.5000	0.5769	0.5814	75	-15.3101	-77.9605	373.0435	0.5043	0.2609	-5925.0000
E5	alone_FULL_TF	top_10%	15295	240	15055	0.0833	0.0492	0.1175	-131.2500	-275.0585	12.5585	1.8605	9.2308	-244.1860	-522.4792	34.1071	-294.3925	-1211.5385	-2433.8125	-5182.5000	-888.1250	0.6538	0.8295	107	-81.3953	-194.4444	384.6354	0.5167	0.2250	-31500.0000
E5	alone_TEACHER	top_10%	15302	278	15024	0.0827	0.0473	0.1182	-136.8795	-266.1760	-7.5830	2.1550	10.6923	-294.9806	-587.2329	-2.7284	-306.8750	-1463.5577	-3048.0218	-6095.0000	-773.7500	0.6154	0.9612	124	-98.3269	-213.7781	427.1583	0.5360	0.2266	-38052.5000
E5	alone_SEQ	top_10%	15295	487	14808	0.0801	0.0566	0.1036	-16.6658	-96.5831	63.2514	3.7752	18.7308	-62.9167	-366.4306	240.5972	-63.4082	-312.1635	-1927.2654	-4203.1250	310.0000	0.4615	0.9922	128	-20.9722	-26.3515	321.2782	0.3491	0.1971	-8116.2500
E5	1of3_any	top_20%	49426	854	48572	0.0703	0.0534	0.0871	-29.9049	-93.3726	33.5628	6.6202	32.8462	-197.9748	-622.7455	226.7959	-197.9748	-982.2596	-2623.8989	-6573.7500	-520.6250	0.5385	1.0000	129	-65.9916	-66.5072	381.7037	0.3970	0.2049	-25538.7500
E5	2of3	top_20%	28500	387	28113	0.0853	0.0550	0.1156	-45.0517	-160.0479	69.9445	3.0000	14.8846	-135.1550	-483.8647	213.5546	-135.1550	-670.5769	-2098.5932	-5334.3750	-265.0000	0.5000	1.0000	129	-45.0517	-70.5870	416.6990	0.4755	0.2326	-17435.0000
E5	3of3	top_20%	13843	220	13623	0.0773	0.0426	0.1120	-81.2784	-222.4627	59.9059	1.7054	8.4615	-138.6143	-383.9503	106.7216	-144.2036	-687.7404	-1953.8601	-4508.1250	-1401.2500	0.6154	0.9612	124	-46.2048	-120.8193	401.3636	0.4864	0.2227	-17881.2500
E5	alone_FULL_TF	top_20%	30588	431	30157	0.0905	0.0613	0.1197	-60.1479	-168.4302	48.1344	3.3411	16.5769	-200.9593	-568.5058	166.5871	-202.5293	-997.0673	-2616.2532	-6003.7500	-1352.5000	0.6154	0.9922	128	-66.9864	-100.0917	395.4321	0.4664	0.2274	-25923.7500
E5	alone_TEACHER	top_20%	30587	464	30123	0.0797	0.0553	0.1042	-47.7667	-143.5249	47.9915	3.5969	17.8462	-171.8120	-519.4515	175.8275	-171.8120	-852.4519	-2677.5942	-7313.1250	-47.5000	0.5000	1.0000	129	-57.2707	-83.0103	446.3093	0.4892	0.2371	-22163.7500
E5	alone_SEQ	top_20%	30594	671	29923	0.0671	0.0484	0.0857	-10.7750	-75.0224	53.4725	5.2016	25.8077	-56.0465	-391.1177	279.0247	-56.0465	-278.0769	-2328.0717	-5113.1250	675.6250	0.4615	1.0000	129	-18.6822	-20.7759	352.9806	0.3592	0.1937	-7230.0000
E6	1of3_any	top_0.05%	247	41	206	0.0244	-0.0245	0.0733	59.4817	-466.6246	585.5880	0.3203	1.5769	19.0527	-143.4932	181.5986	73.9015	93.7981	-641.0453	-1533.7500	0.0000	0.4231	0.2578	33	6.3509	64.1776	580.7927	0.5854	0.2439	2438.7500
E6	2of3	top_0.05%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E6	3of3	top_0.05%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E6	alone_FULL_TF	top_0.05%	82	5	77	0.0000	0.0000	0.0000	-325.0000	-3086.8286	2436.8286	0.0391	0.1923	-12.6953	-62.6691	37.2785	-541.6667	-62.5000	-321.5923	0.0000	0.0000	0.0769	0.0234	3	-4.2318	-406.2500	313.7500	0.6000	0.2000	-1625.0000
E6	alone_TEACHER	top_0.05%	82	12	70	0.0000	0.0000	0.0000	-7.0833	-1079.7832	1065.6166	0.0938	0.4615	-0.6641	-86.1933	84.8651	-7.7273	-3.2692	-431.4499	-930.0000	0.0000	0.1923	0.0859	11	-0.2214	-7.0833	1029.1667	0.6667	0.2500	-85.0000
E6	alone_SEQ	top_0.05%	83	27	56	0.0370	-0.0371	0.1112	50.3241	-663.9839	764.6320	0.2109	1.0385	10.6152	-131.9495	153.1800	56.6146	52.2596	-592.9928	-930.0000	-30.0000	0.5000	0.1875	24	3.5384	52.2596	467.3611	0.5926	0.2222	1358.7500
E6	1of3_any	top_0.1%	485	78	407	0.0128	-0.0125	0.0382	-254.5994	-518.9158	9.7171	0.6094	3.0000	-155.1465	-331.6464	21.3534	-381.8990	-763.7981	-1698.0661	-2325.0000	-238.1250	0.5769	0.4062	52	-51.7155	-325.5533	530.4487	0.6410	0.1923	-19858.7500
E6	2of3	top_0.1%	4	2	2	0.0000	0.0000	0.0000	-930.0000	-930.0000	-930.0000	0.0156	0.0769	-14.5312	-34.7837	5.7212	-930.0000	-71.5385	-173.6160	0.0000	0.0000	0.0769	0.0156	2	-4.8438	-930.0000	1006.2500	1.0000	0.0000	-1860.0000
E6	3of3	top_0.1%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E6	alone_FULL_TF	top_0.1%	162	7	155	0.0000	0.0000	0.0000	-497.8571	-2287.7247	1292.0104	0.0547	0.2692	-27.2266	-85.9255	31.4724	-1161.6667	-134.0385	-435.5602	0.0000	0.0000	0.0769	0.0234	3	-9.0755	-697.0000	540.1786	0.7143	0.1429	-3485.0000
E6	alone_TEACHER	top_0.1%	164	26	138	0.0000	0.0000	0.0000	-81.2019	-608.4085	446.0047	0.2031	1.0000	-16.4941	-117.6200	84.6317	-87.9687	-81.2019	-561.2872	-1063.7500	0.0000	0.3077	0.1875	24	-5.4980	-81.2019	678.3654	0.5769	0.2308	-2111.2500
