# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# three INDEPENDENT readers of the same second: the full model (with teacher features), the teacher-evidence block alone, and the raw event-stream cue block alone
# 2of3 / 3of3 = the candidate is inside the tier for at least two / all three scores; alone_* is the same tier for one score by itself
era	rule	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E6	alone_SEQ	top_0.1%	163	54	109	0.0185	-0.0182	0.0552	-346.7824	-631.1426	-62.4222	0.4219	2.0769	-146.2988	-285.0835	-7.5142	-492.7961	-720.2404	-1380.9959	-1860.0000	-361.2500	0.6154	0.2969	38	-48.7663	-456.7378	513.3102	0.6667	0.1667	-18726.2500
E6	1of3_any	top_0.2%	960	108	852	0.0926	0.0334	0.1518	18.9583	-240.2353	278.1520	0.8438	4.1538	15.9961	-198.7743	230.7665	31.0227	78.7500	-1104.8032	-3263.7500	-261.2500	0.6154	0.5156	66	5.3320	25.5937	474.7106	0.5556	0.2685	2047.5000
E6	2of3	top_0.2%	20	6	14	0.1667	-0.4285	0.7619	-475.8333	-2097.7701	1146.1034	0.0469	0.2308	-22.3047	-73.6448	29.0354	-713.7500	-109.8077	-448.8200	0.0000	0.0000	0.0769	0.0312	4	-7.4349	-713.7500	1341.6667	0.8333	0.1667	-2855.0000
E6	3of3	top_0.2%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E6	alone_FULL_TF	top_0.2%	327	11	316	0.1818	0.0189	0.3448	-36.8182	-1286.3662	1212.7299	0.0859	0.4231	-3.1641	-44.3984	38.0703	-135.0000	-15.5769	-230.1220	0.0000	0.0000	0.0769	0.0234	3	-1.0547	-67.5000	588.6364	0.5455	0.2727	-405.0000
E6	alone_TEACHER	top_0.2%	327	36	291	0.1111	0.0045	0.2177	197.9514	-262.2244	658.1271	0.2812	1.3846	55.6738	-68.2308	179.5785	222.6953	274.0865	-395.8508	-930.0000	0.0000	0.2692	0.2500	32	18.5579	209.5956	586.1111	0.5000	0.3333	7126.2500
E6	alone_SEQ	top_0.2%	326	82	244	0.0854	0.0145	0.1562	-40.2134	-355.3969	274.9700	0.6406	3.1538	-25.7617	-225.9227	174.3992	-59.9545	-126.8269	-1274.6604	-3008.1250	-261.2500	0.6154	0.4297	55	-8.5872	-54.0574	510.2134	0.5976	0.2317	-3297.5000
E6	1of3_any	top_0.5%	2368	173	2195	0.0983	0.0487	0.1478	27.3338	-197.5532	252.2208	1.3516	6.6538	36.9434	-262.8132	336.7000	60.6250	181.8750	-1594.5122	-3546.8750	-326.2500	0.6154	0.6094	78	12.3145	42.6014	486.4884	0.5665	0.2543	4728.7500
E6	2of3	top_0.5%	75	16	59	0.0625	-0.0741	0.1991	491.8750	-434.8599	1418.6099	0.1250	0.6154	61.4844	-36.1206	159.0893	715.4545	302.6923	-148.6117	-58.7500	0.0000	0.1154	0.0859	11	20.4948	715.4545	1064.8437	0.5000	0.3750	7870.0000
E6	3of3	top_0.5%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E6	alone_FULL_TF	top_0.5%	819	23	796	0.0000	0.0000	0.0000	21.3587	-575.3680	618.0854	0.1797	0.8846	3.8379	-82.5647	90.2404	54.5833	18.8942	-521.5271	-930.0000	0.0000	0.1154	0.0703	9	1.2793	35.0893	604.0761	0.5652	0.2609	491.2500
E6	alone_TEACHER	top_0.5%	809	53	756	0.1321	0.0376	0.2265	254.4340	-337.5035	846.3715	0.4141	2.0385	105.3516	-129.5368	340.2399	354.8684	518.6538	-455.9653	-2205.0000	0.0000	0.3077	0.2969	38	35.1172	306.4773	608.1368	0.5660	0.3208	13485.0000
E6	alone_SEQ	top_0.5%	815	138	677	0.0797	0.0312	0.1283	-75.5616	-293.5918	142.4686	1.0781	5.3077	-81.4648	-317.5273	154.5976	-144.8264	-401.0577	-1743.4263	-3660.6250	-440.6250	0.6538	0.5625	72	-27.1549	-114.5879	528.8949	0.5942	0.2101	-10427.5000
E6	1of3_any	top_1%	4548	234	4314	0.0641	0.0307	0.0975	-108.7660	-290.3664	72.8343	1.8281	9.0000	-198.8379	-540.8043	143.1285	-282.7917	-978.8942	-2933.9693	-6663.1250	-822.5000	0.6154	0.7031	90	-66.2793	-181.7946	517.9754	0.6111	0.2094	-25451.2500
E6	2of3	top_1%	342	41	301	0.0976	-0.0002	0.1953	-106.2195	-618.0216	405.5826	0.3203	1.5769	-34.0234	-193.0414	124.9945	-181.4583	-167.5000	-1089.6724	-2646.2500	0.0000	0.3077	0.1875	24	-11.3411	-174.2000	812.9573	0.7073	0.1951	-4355.0000
E6	3of3	top_1%	2	2	0	0.0000	0.0000	0.0000	-930.0000	-930.0000	-930.0000	0.0156	0.0769	-14.5312	-34.7837	5.7212	-930.0000	-71.5385	-173.6160	0.0000	0.0000	0.0769	0.0156	2	-4.8438	-930.0000	1018.7500	1.0000	0.0000	-1860.0000
E6	alone_FULL_TF	top_1%	1632	46	1586	0.0435	-0.0262	0.1132	-319.9457	-584.9623	-54.9290	0.3594	1.7692	-114.9805	-233.7044	3.7435	-817.6389	-566.0577	-1251.6764	-1826.8750	0.0000	0.3462	0.1406	18	-38.3268	-545.0926	641.7120	0.6522	0.1304	-14717.5000
E6	alone_TEACHER	top_1%	1629	72	1557	0.1389	0.0568	0.2210	248.2118	-185.9016	682.3252	0.5625	2.7692	139.6191	-93.6878	372.9261	372.3177	687.3558	-710.4915	-2325.0000	0.0000	0.3462	0.3750	48	46.5397	302.9025	579.1667	0.5556	0.3194	17871.2500
E6	alone_SEQ	top_1%	1631	190	1441	0.0421	0.0099	0.0743	-160.0658	-351.7564	31.6248	1.4844	7.3077	-237.5977	-533.2821	58.0868	-357.7941	-1169.7115	-2803.5902	-5217.5000	-1303.7500	0.6923	0.6641	85	-79.1992	-255.5672	508.6842	0.6211	0.1895	-30412.5000
E6	1of3_any	top_2%	8489	307	8182	0.1010	0.0647	0.1372	57.9886	-105.1886	221.1658	2.3984	11.8077	139.0820	-242.0683	520.2324	163.3257	684.7115	-1548.4710	-5317.5000	-246.2500	0.5769	0.8516	109	46.3607	100.0140	538.9454	0.5440	0.2573	17802.5000
E6	2of3	top_2%	1234	70	1164	0.1000	0.0157	0.1843	216.9643	-225.7182	659.6468	0.5469	2.6923	118.6523	-108.9375	346.2422	433.9286	584.1346	-402.1253	-1233.7500	0.0000	0.3077	0.2734	35	39.5508	379.6875	819.2857	0.5857	0.2857	15187.5000
E6	3of3	top_2%	62	14	48	0.0000	0.0000	0.0000	-31.7857	-1021.7023	958.1309	0.1094	0.5385	-3.4766	-93.3592	86.4060	-44.5000	-17.1154	-475.9322	-930.0000	0.0000	0.1538	0.0781	10	-1.1589	-40.4545	803.1250	0.6429	0.1429	-445.0000
E6	alone_FULL_TF	top_2%	3262	71	3191	0.1127	0.0342	0.1912	49.4014	-295.1217	393.9246	0.5547	2.7308	27.4023	-155.8271	210.6318	103.1618	134.9038	-663.6675	-1860.0000	0.0000	0.3846	0.2656	34	9.1341	74.6277	682.1303	0.5915	0.2535	3507.5000
E6	alone_TEACHER	top_2%	3261	116	3145	0.1293	0.0708	0.1878	306.7457	-25.6192	639.1106	0.9062	4.4615	277.9883	-15.1127	571.0892	515.6884	1368.5577	32.3958	-1587.5000	892.5000	0.3462	0.5391	69	92.6628	439.2901	689.2241	0.5259	0.3190	35582.5000
E6	alone_SEQ	top_2%	3262	259	3003	0.0695	0.0354	0.1036	-41.1486	-192.5381	110.2408	2.0234	9.9615	-83.2617	-393.8312	227.3077	-106.5750	-409.9038	-2049.2119	-4216.2500	-661.8750	0.6538	0.7812	100	-27.7539	-70.5795	499.3002	0.5598	0.2201	-10657.5000
E6	1of3_any	top_5%	18414	482	17932	0.0809	0.0513	0.1105	-48.4907	-174.9061	77.9248	3.7656	18.5385	-182.5977	-669.4510	304.2557	-191.5779	-898.9423	-4598.1913	-7831.2500	913.7500	0.4615	0.9531	122	-60.8659	-90.9436	577.5804	0.5685	0.2324	-23372.5000
E6	2of3	top_5%	5146	160	4986	0.0813	0.0417	0.1208	13.2813	-213.6446	240.2071	1.2500	6.1538	16.6016	-262.5479	295.7510	29.9296	81.7308	-1402.9662	-4385.0000	0.0000	0.4231	0.5547	71	5.5339	24.4253	624.1797	0.5813	0.2313	2125.0000
E6	3of3	top_5%	899	57	842	0.1228	0.0380	0.2076	118.9035	-293.8439	531.6509	0.4453	2.1923	52.9492	-121.0504	226.9489	199.3382	260.6731	-568.7263	-2133.7500	0.0000	0.3077	0.2656	34	17.6497	188.2639	480.0439	0.6140	0.2632	6777.5000
E6	alone_FULL_TF	top_5%	8152	196	7956	0.0765	0.0401	0.1130	-40.1403	-236.7017	156.4211	1.5312	7.5385	-61.4648	-364.4851	241.5554	-115.6985	-302.5962	-1797.4983	-3275.6250	-267.5000	0.5385	0.5312	68	-20.4883	-69.0132	606.8878	0.5816	0.2398	-7867.5000
E6	alone_TEACHER	top_5%	8154	218	7936	0.0780	0.0383	0.1177	-96.8005	-295.1083	101.5074	1.7031	8.3846	-164.8633	-514.8637	185.1371	-231.8956	-811.6346	-2961.2475	-5188.7500	-587.5000	0.5385	0.7109	91	-54.9544	-159.8674	619.3521	0.6468	0.2156	-21102.5000
E6	alone_SEQ	top_5%	8153	336	7817	0.1012	0.0639	0.1385	154.5052	0.2983	308.7121	2.6250	12.9231	405.5762	15.0643	796.0881	429.0393	1996.6827	-700.4037	-3818.7500	1140.0000	0.4615	0.9453	121	135.1921	255.7328	537.2024	0.4762	0.2738	51913.7500
E6	1of3_any	top_10%	32457	721	31736	0.0902	0.0685	0.1118	-16.7805	-111.4662	77.9051	5.6328	27.7308	-94.5215	-631.3382	442.2952	-95.2657	-465.3365	-3646.1712	-7694.3750	-1059.3750	0.5000	0.9922	127	-31.5072	-35.9013	532.1602	0.5479	0.2427	-12098.7500
E6	2of3	top_10%	12654	314	12340	0.0955	0.0611	0.1300	-36.5088	-191.8858	118.8683	2.4531	12.0769	-89.5605	-476.3608	297.2397	-109.1786	-440.9135	-2331.2382	-5316.2500	-600.6250	0.5385	0.8203	105	-29.8535	-63.6875	560.9275	0.5732	0.2452	-11463.7500
E6	3of3	top_10%	3816	117	3699	0.0940	0.0411	0.1470	70.3205	-206.5757	347.2167	0.9141	4.5000	64.2773	-183.4454	312.0001	132.7016	316.4423	-791.3980	-1908.7500	193.7500	0.3462	0.4844	62	21.4258	111.1824	590.5449	0.5897	0.2906	8227.5000
E6	alone_FULL_TF	top_10%	16313	353	15960	0.0822	0.0515	0.1128	-73.3782	-222.9037	76.1473	2.7578	13.5769	-202.3633	-630.3985	225.6720	-249.0625	-996.2500	-3900.3896	-10740.0000	140.6250	0.4615	0.8125	104	-67.4544	-134.9089	588.7925	0.5666	0.2351	-25902.5000
E6	alone_TEACHER	top_10%	16308	434	15874	0.0968	0.0657	0.1278	-79.6400	-205.0842	45.8042	3.3906	16.6923	-270.0293	-707.6040	167.5455	-283.3094	-1329.3750	-4001.3657	-9261.2500	-1890.6250	0.5769	0.9531	122	-90.0098	-141.0765	594.8013	0.6221	0.2512	-34563.7500
E6	alone_SEQ	top_10%	16306	475	15831	0.1200	0.0935	0.1465	121.4868	4.0278	238.9459	3.7109	18.2692	450.8301	25.6389	876.0213	461.6500	2219.4712	121.6813	-4225.6250	2590.6250	0.4231	0.9766	125	150.2767	215.3218	475.4211	0.4653	0.2674	57706.2500
E6	1of3_any	top_20%	57522	1052	56470	0.0894	0.0722	0.1065	1.6896	-75.0558	78.4351	8.2188	40.4615	13.8867	-616.4151	644.1885	13.8867	68.3654	-3640.0264	-11173.7500	1453.7500	0.4231	1.0000	128	4.6289	4.6776	548.9247	0.5114	0.2443	1777.5000
E6	2of3	top_20%	29003	600	28403	0.0933	0.0685	0.1181	-77.9583	-192.5949	36.6782	4.6875	23.0769	-365.4297	-921.5975	190.7381	-365.4297	-1799.0385	-5448.3240	-14091.2500	-172.5000	0.5000	1.0000	128	-121.8099	-157.4916	588.1667	0.5833	0.2500	-46775.0000
E6	3of3	top_20%	11312	273	11039	0.0952	0.0626	0.1279	-6.7857	-177.1096	163.5382	2.1328	10.5000	-14.4727	-377.3012	348.3559	-17.4764	-71.2500	-1963.0278	-5986.8750	273.7500	0.4231	0.8281	106	-4.8242	-11.0928	615.5678	0.6044	0.2454	-1852.5000
E6	alone_FULL_TF	top_20%	32612	662	31950	0.0876	0.0644	0.1108	-58.8708	-161.9843	44.2426	5.1719	25.4615	-304.4727	-850.2635	241.3182	-309.3056	-1498.9423	-4600.5112	-11030.0000	-743.1250	0.5769	0.9844	126	-101.4909	-127.7787	569.5147	0.5619	0.2523	-38972.5000
E6	alone_TEACHER	top_20%	32613	717	31896	0.1004	0.0773	0.1235	-18.8162	-122.9970	85.3645	5.6016	27.5769	-105.4004	-694.0608	483.2600	-105.4004	-518.8942	-4106.7272	-13947.5000	1750.0000	0.4231	1.0000	128	-35.1335	-42.5591	591.5969	0.5732	0.2524	-13491.2500
E6	alone_SEQ	top_20%	32612	777	31835	0.0837	0.0635	0.1038	12.7204	-73.4697	98.9105	6.0703	29.8846	77.2168	-444.1105	598.5441	77.2168	380.1442	-2413.8239	-6262.5000	-609.3750	0.5000	1.0000	128	25.7389	27.8415	505.0917	0.4929	0.2252	9883.7500
E8_GATE_2025H1	1of3_any	top_0.05%	250	50	200	0.0400	-0.0223	0.1023	-297.5000	-723.5324	128.5324	0.3937	1.8519	-117.1260	-318.8949	84.6429	-550.9259	-550.9259	-1689.6345	-1276.0000	0.0000	0.3333	0.2126	27	-39.0420	-437.5000	904.5000	0.6800	0.1400	-14875.0000
E8_GATE_2025H1	2of3	top_0.05%	3	2	1	0.0000	0.0000	0.0000	-942.5000	-1260.1551	-624.8449	0.0157	0.0741	-14.8425	-35.5371	5.8521	-942.5000	-69.8148	-169.3564	0.0000	0.0000	0.0741	0.0157	2	-4.9475	-942.5000	1243.7500	1.0000	0.0000	-1885.0000
E8_GATE_2025H1	3of3	top_0.05%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E8_GATE_2025H1	alone_FULL_TF	top_0.05%	86	5	81	0.0000	0.0000	0.0000	-332.5000	-1457.0924	792.0924	0.0394	0.1852	-13.0906	-38.5357	12.3546	-554.1667	-61.5741	-185.8221	0.0000	0.0000	0.0741	0.0236	3	-4.3635	-554.1667	192.5000	0.4000	0.0000	-1662.5000
E8_GATE_2025H1	alone_TEACHER	top_0.05%	81	16	65	0.0000	0.0000	0.0000	-481.1719	-1455.2877	492.9440	0.1260	0.5926	-60.6201	-186.5704	65.3302	-962.3437	-285.1389	-758.4507	-955.0000	0.0000	0.1852	0.0630	8	-20.2067	-641.5625	848.8281	0.8750	0.0625	-7698.7500
E8_GATE_2025H1	alone_SEQ	top_0.05%	86	34	52	0.0588	-0.0328	0.1505	-300.7721	-843.7508	242.2067	0.2677	1.2593	-80.5217	-243.7110	82.6677	-486.9643	-378.7500	-1233.8699	-940.0000	0.0000	0.2593	0.1654	21	-26.8406	-426.0938	991.7279	0.6765	0.1765	-10226.2500
E8_GATE_2025H1	1of3_any	top_0.1%	514	85	429	0.0471	-0.0043	0.0984	-255.5882	-594.7054	83.5289	0.6693	3.1481	-171.0630	-444.9947	102.8687	-587.1622	-804.6296	-2588.1746	-1929.5000	0.0000	0.3333	0.2913	37	-57.0210	-409.9057	933.5294	0.6824	0.1882	-21725.0000
E8_GATE_2025H1	2of3	top_0.1%	4	2	2	0.0000	0.0000	0.0000	-942.5000	-1260.1551	-624.8449	0.0157	0.0741	-14.8425	-35.5371	5.8521	-942.5000	-69.8148	-169.3564	0.0000	0.0000	0.0741	0.0157	2	-4.9475	-942.5000	1243.7500	1.0000	0.0000	-1885.0000
E8_GATE_2025H1	3of3	top_0.1%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E8_GATE_2025H1	alone_FULL_TF	top_0.1%	173	5	168	0.0000	0.0000	0.0000	-132.5000	-990.7816	725.7816	0.0394	0.1852	-5.2165	-24.7232	14.2901	-165.6250	-24.5370	-120.8734	0.0000	0.0000	0.0741	0.0315	4	-1.7388	-165.6250	416.2500	0.4000	0.2000	-662.5000
E8_GATE_2025H1	alone_TEACHER	top_0.1%	173	23	150	0.0000	0.0000	0.0000	-432.4457	-1092.9823	228.0910	0.1811	0.8519	-78.3169	-212.1617	55.5278	-828.8542	-368.3796	-1036.0529	-955.0000	0.0000	0.1852	0.0945	12	-26.1056	-585.0735	815.4891	0.8261	0.0870	-9946.2500
E8_GATE_2025H1	alone_SEQ	top_0.1%	172	61	111	0.0656	-0.0049	0.1361	-244.2418	-627.2868	138.8032	0.4803	2.2593	-117.3130	-328.4870	93.8610	-513.7500	-551.8056	-1837.5869	-1478.7500	0.0000	0.2593	0.2283	29	-39.1043	-354.7321	1016.7008	0.6721	0.2131	-14898.7500
E8_GATE_2025H1	1of3_any	top_0.2%	1018	133	885	0.0827	0.0267	0.1387	-240.8083	-577.7618	96.1452	1.0472	4.9259	-252.1850	-680.7504	176.3804	-653.6224	-1186.2037	-3304.5525	-2534.7500	-110.0000	0.5185	0.3858	49	-84.0617	-432.8041	944.8308	0.7068	0.1805	-32027.5000
E8_GATE_2025H1	2of3	top_0.2%	9	2	7	0.0000	0.0000	0.0000	-942.5000	-1260.1551	-624.8449	0.0157	0.0741	-14.8425	-35.5371	5.8521	-942.5000	-69.8148	-169.3564	0.0000	0.0000	0.0741	0.0157	2	-4.9475	-942.5000	1246.8750	1.0000	0.0000	-1885.0000
E8_GATE_2025H1	3of3	top_0.2%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E8_GATE_2025H1	alone_FULL_TF	top_0.2%	346	12	334	0.0000	0.0000	0.0000	-378.9583	-905.9301	148.0134	0.0945	0.4444	-35.8071	-87.4643	15.8501	-649.6429	-168.4259	-345.7593	-733.5000	0.0000	0.1852	0.0551	7	-11.9357	-454.7500	759.3750	0.5000	0.0833	-4547.5000
E8_GATE_2025H1	alone_TEACHER	top_0.2%	336	43	293	0.0698	-0.0119	0.1514	-320.5523	-1027.9248	386.8201	0.3386	1.5926	-108.5335	-360.3175	143.2506	-861.4844	-510.5093	-2022.4051	-955.0000	0.0000	0.2963	0.1260	16	-36.1778	-551.3500	877.4709	0.8140	0.0930	-13783.7500
E8_GATE_2025H1	alone_SEQ	top_0.2%	345	89	256	0.1124	0.0361	0.1886	-193.7640	-519.7126	132.1845	0.7008	3.2963	-135.7874	-402.6634	131.0886	-466.0811	-638.7037	-1945.8820	-1755.0000	0.0000	0.4074	0.2913	37	-45.2625	-319.3519	980.6882	0.6966	0.2247	-17245.0000
E8_GATE_2025H1	1of3_any	top_0.5%	2527	223	2304	0.1031	0.0638	0.1425	-78.7668	-400.0535	242.5199	1.7559	8.2593	-138.3071	-732.6841	456.0699	-219.5625	-650.5556	-2412.0793	-3974.0000	-378.7500	0.6296	0.6299	80	-46.1024	-139.4048	908.2679	0.6457	0.2197	-17565.0000
E8_GATE_2025H1	2of3	top_0.5%	59	11	48	0.0000	0.0000	0.0000	482.5000	-1944.2873	2909.2873	0.0866	0.4074	41.7913	-107.8228	191.4054	758.2143	196.5741	-508.9630	0.0000	0.0000	0.0741	0.0551	7	13.9304	663.4375	956.2500	0.7273	0.2727	5307.5000
E8_GATE_2025H1	3of3	top_0.5%	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E8_GATE_2025H1	alone_FULL_TF	top_0.5%	861	30	831	0.1000	-0.0049	0.2049	241.2500	-461.6455	944.1455	0.2362	1.1111	56.9882	-94.4394	208.4158	402.0833	268.0556	-407.0728	-930.0000	0.0000	0.2963	0.1417	18	18.9961	314.6739	541.2500	0.5000	0.2667	7237.5000
E8_GATE_2025H1	alone_TEACHER	top_0.5%	863	58	805	0.1207	0.0218	0.2196	-169.8707	-769.2300	429.4886	0.4567	2.1481	-77.5787	-354.2135	199.0561	-447.8409	-364.9074	-1339.6154	-1114.0000	0.0000	0.3704	0.1732	22	-25.8596	-298.5606	1073.3836	0.7759	0.1724	-9852.5000
E8_GATE_2025H1	alone_SEQ	top_0.5%	862	156	706	0.1090	0.0624	0.1555	25.0881	-300.6608	350.8371	1.2283	5.7778	30.8169	-358.3470	419.9808	58.4142	144.9537	-765.9703	-2094.5000	0.0000	0.4444	0.5276	67	10.2723	40.3479	889.7436	0.6090	0.2500	3913.7500
E8_GATE_2025H1	1of3_any	top_1%	4929	307	4622	0.1107	0.0766	0.1449	-11.0464	-188.5131	166.4202	2.4173	11.3704	-26.7028	-457.5053	404.0998	-32.9248	-125.6019	-1494.9477	-4590.2500	35.0000	0.4815	0.8110	103	-8.9009	-18.9455	777.0155	0.6124	0.2378	-3391.2500
E8_GATE_2025H1	2of3	top_1%	226	23	203	0.1304	-0.0075	0.2684	567.2826	-254.7785	1389.3437	0.1811	0.8519	102.7362	-42.8458	248.3182	869.8333	483.2407	-213.0785	-813.0000	0.0000	0.1852	0.1181	15	34.2454	724.8611	770.3804	0.5652	0.3043	13047.5000
E8_GATE_2025H1	3of3	top_1%	1	1	0	0.0000	.	.	-955.0000	.	.	0.0079	0.0370	-7.5197	-22.4009	7.3616	-955.0000	-35.3704	-108.0752	0.0000	0.0000	0.0370	0.0079	1	-2.5066	-955.0000	0.0000	1.0000	0.0000	-955.0000
E8_GATE_2025H1	alone_FULL_TF	top_1%	1720	49	1671	0.1020	0.0191	0.1850	276.1224	-233.0317	785.2766	0.3858	1.8148	106.5354	-80.8819	293.9528	422.8125	501.1111	-353.1778	-1548.0000	0.0000	0.3333	0.2520	32	35.5118	356.0526	501.2755	0.4898	0.2857	13530.0000
E8_GATE_2025H1	alone_TEACHER	top_1%	1712	82	1630	0.0732	0.0135	0.1328	-227.4848	-611.5716	156.6021	0.6457	3.0370	-146.8799	-417.3025	123.5426	-532.9643	-690.8796	-2365.3982	-1956.0000	0.0000	0.3704	0.2756	35	-48.9600	-380.6888	1039.5579	0.8049	0.1829	-18653.7500
E8_GATE_2025H1	alone_SEQ	top_1%	1724	232	1492	0.1164	0.0780	0.1547	-49.8815	-230.2422	130.4793	1.8268	8.5926	-91.1220	-429.3551	247.1110	-124.4355	-428.6111	-1326.8316	-3455.5000	-17.5000	0.5185	0.7323	93	-30.3740	-79.2637	715.8944	0.5862	0.2328	-11572.5000
E8_GATE_2025H1	1of3_any	top_2%	9563	452	9111	0.1106	0.0842	0.1371	54.4027	-70.0541	178.8594	3.5591	16.7407	193.6220	-254.3738	641.6179	210.1709	910.7407	-1490.1924	-4673.0000	122.5000	0.4815	0.9213	117	64.5407	106.4502	710.3014	0.5996	0.2743	24590.0000
E8_GATE_2025H1	2of3	top_2%	753	70	683	0.0857	0.0201	0.1513	29.8214	-318.8876	378.5304	0.5512	2.5926	16.4370	-172.0009	204.8749	50.9146	77.3148	-851.2781	-1962.0000	0.0000	0.4074	0.3228	41	5.4790	42.6020	828.2143	0.6429	0.2143	2087.5000
E8_GATE_2025H1	3of3	top_2%	32	11	21	0.0909	-0.1176	0.2995	158.6364	-1200.8442	1518.1170	0.0866	0.4074	13.7402	-83.8859	111.3662	174.5000	64.6296	-368.7910	-940.0000	0.0000	0.1481	0.0787	10	4.5801	174.5000	486.3636	0.7273	0.2727	1745.0000
E8_GATE_2025H1	alone_FULL_TF	top_2%	3438	91	3347	0.0989	0.0316	0.1662	98.2280	-293.8698	490.3259	0.7165	3.3704	70.3839	-201.1618	341.9295	190.1862	331.0648	-833.8574	-2625.5000	0.0000	0.4815	0.3701	47	23.4613	144.1734	639.2857	0.5714	0.2747	8938.7500
E8_GATE_2025H1	alone_TEACHER	top_2%	3463	143	3320	0.0909	0.0489	0.1329	35.4283	-152.4974	223.3540	1.1260	5.2963	39.8917	-174.0559	253.8394	77.9423	187.6389	-1173.9195	-2826.0000	0.0000	0.4815	0.5118	65	13.2972	55.6731	952.4476	0.6993	0.2587	5066.2500
E8_GATE_2025H1	alone_SEQ	top_2%	3447	376	3071	0.1064	0.0768	0.1360	-29.5180	-148.2235	89.1875	2.9606	13.9259	-87.3917	-440.6698	265.8864	-101.8234	-411.0648	-1376.5180	-3268.5000	-660.0000	0.5926	0.8583	109	-29.1306	-53.3594	707.7128	0.6037	0.2500	-11098.7500
E8_GATE_2025H1	1of3_any	top_5%	21641	637	21004	0.0989	0.0766	0.1212	-23.7696	-118.5640	71.0248	5.0157	23.5926	-119.2224	-597.8151	359.3702	-122.1069	-560.7870	-2336.6069	-6431.0000	-650.0000	0.5556	0.9764	124	-39.7408	-52.3919	722.4784	0.5903	0.2449	-15141.2500
E8_GATE_2025H1	2of3	top_5%	3907	177	3730	0.1186	0.0742	0.1631	372.4718	45.2825	699.6610	1.3937	6.5556	519.1142	-19.2802	1057.5086	845.2244	2441.7593	-1630.7983	-3968.5000	407.5000	0.4444	0.6142	78	173.0381	604.8394	802.3305	0.5650	0.2938	65927.5000
E8_GATE_2025H1	3of3	top_5%	339	43	296	0.0930	0.0028	0.1832	145.1453	-442.6530	732.9437	0.3386	1.5926	49.1437	-140.3493	238.6367	260.0521	231.1574	-699.7662	-2069.0000	0.0000	0.2593	0.1890	24	16.3812	201.3306	817.8779	0.7209	0.2791	6241.2500
E8_GATE_2025H1	alone_FULL_TF	top_5%	8616	170	8446	0.0824	0.0464	0.1183	143.2353	-163.9775	450.4481	1.3386	6.2963	191.7323	-232.1523	615.6168	380.4687	901.8519	-973.0804	-2785.2500	107.5000	0.4074	0.5039	64	63.9108	238.7255	677.6103	0.5765	0.2529	24350.0000
E8_GATE_2025H1	alone_TEACHER	top_5%	8655	252	8403	0.0992	0.0603	0.1381	-63.4573	-282.5132	155.5986	1.9843	9.3333	-125.9154	-564.0000	312.1693	-170.1197	-592.2685	-2108.0446	-3598.5000	-947.5000	0.7037	0.7402	94	-41.9718	-110.2845	871.6270	0.6706	0.2143	-15991.2500
E8_GATE_2025H1	alone_SEQ	top_5%	8616	517	8099	0.1044	0.0812	0.1277	66.4821	-51.5322	184.4964	4.0709	19.1481	270.6398	-205.0091	746.2886	288.8340	1273.0093	-1031.3381	-4794.5000	-231.2500	0.5185	0.9370	119	90.2133	126.8312	644.9226	0.5590	0.2747	34371.2500
E8_GATE_2025H1	1of3_any	top_10%	37675	833	36842	0.0936	0.0752	0.1121	-78.6795	-164.7277	7.3687	6.5591	30.8519	-516.0630	-1087.3335	55.2075	-516.0630	-2427.4074	-4699.7462	-8806.5000	-2888.7500	0.7037	1.0000	127	-172.0210	-198.6061	705.7998	0.6170	0.2389	-65540.0000
