# ROUND-2 SEALED BLIND LEDGER 20240503 (E6R2X-BLIND-D5) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
NKD-20240503-L-E17	NKD	03:50	L	SKIP	0.000	-	-	-
SI-20240503-S-E10	SI	03:54	S	SKIP	0.000	-	-	-
NKD-20240503-S-E18	NKD	03:57	S	SKIP	0.000	-	-	-
SI-20240503-S-E11	SI	03:57	S	SKIP	0.000	-	-	-
HG-20240503-S-E12	HG	03:58	S	SKIP	0.000	-	-	-
HG-20240503-S-E13	HG	04:03	S	SKIP	0.000	-	-	-
NKD-20240503-L-E18	NKD	04:04	L	SKIP	0.000	-	-	-
NKD-20240503-L-E19	NKD	04:08	L	SKIP	0.000	-	-	-
HG-20240503-L-E13	HG	04:09	L	SKIP	0.000	-	-	-
HG-20240503-S-E14	HG	04:13	S	SKIP	0.000	-	-	-
NKD-20240503-S-E19	NKD	04:18	S	SKIP	0.000	-	-	-
HG-20240503-S-E15	HG	04:18	S	SKIP	0.000	-	-	-
NKD-20240503-L-E20	NKD	04:22	L	SKIP	0.000	-	-	-
SI-20240503-L-E11	SI	04:29	L	SKIP	0.000	-	-	-
NKD-20240503-L-E21	NKD	04:32	L	SKIP	0.000	-	-	-
SI-20240503-L-E12	SI	04:36	L	SKIP	0.000	-	-	-
NKD-20240503-S-E20	NKD	04:38	S	SKIP	0.000	-	-	-
NKD-20240503-S-E21	NKD	04:46	S	SKIP	0.000	-	-	-
HG-20240503-L-E14	HG	04:57	L	SKIP	0.000	-	-	-
NKD-20240503-L-E22	NKD	04:57	L	SKIP	0.000	-	-	-
NKD-20240503-L-E23	NKD	05:02	L	SKIP	0.000	-	-	-
NKD-20240503-L-E24	NKD	05:05	L	SKIP	0.000	-	-	-
HG-20240503-S-E16	HG	05:12	S	SKIP	0.000	-	-	-
HG-20240503-L-E15	HG	05:20	L	SKIP	0.000	-	-	-
HG-20240503-L-E16	HG	05:26	L	SKIP	0.000	-	-	-
NKD-20240503-S-E22	NKD	05:28	S	SKIP	0.000	-	-	-
HG-20240503-L-E17	HG	05:42	L	SKIP	0.000	-	-	-
HG-20240503-L-E18	HG	05:46	L	SKIP	0.000	-	-	-
NKD-20240503-S-E23	NKD	05:50	S	SKIP	0.000	-	-	-
NKD-20240503-L-E25	NKD	06:02	L	SKIP	0.000	-	-	-
NKD-20240503-S-E24	NKD	06:11	S	SKIP	0.000	-	-	-
SI-20240503-L-E13	SI	06:11	L	SKIP	0.000	-	-	-
NKD-20240503-S-E25	NKD	06:14	S	SKIP	0.000	-	-	-
NKD-20240503-S-E26	NKD	06:31	S	SKIP	0.000	-	-	-
SI-20240503-L-E14	SI	06:33	L	SKIP	0.000	-	-	-
NKD-20240503-L-E26	NKD	06:58	L	SKIP	0.000	-	-	-
SI-20240503-S-E12	SI	07:12	S	SKIP	0.000	-	-	-
HG-20240503-S-E17	HG	07:14	S	SKIP	0.000	-	-	-
SI-20240503-S-E13	SI	07:18	S	SKIP	0.000	-	-	-
HG-20240503-L-E19	HG	07:28	L	SKIP	0.000	-	-	-
NKD-20240503-S-E27	NKD	07:31	S	SKIP	0.000	-	-	-
SI-20240503-L-E15	SI	07:35	L	SKIP	0.000	-	-	-
NKD-20240503-L-E27	NKD	07:40	L	SKIP	0.000	-	-	-
HG-20240503-S-E18	HG	07:51	S	SKIP	0.000	-	-	-
SI-20240503-S-E14	SI	07:53	S	SKIP	0.000	-	-	-
NKD-20240503-L-E28	NKD	07:53	L	SKIP	0.000	-	-	-
SI-20240503-S-E15	SI	08:00	S	SKIP	0.000	-	-	-
HG-20240503-S-E19	HG	08:02	S	SKIP	0.000	-	-	-
NKD-20240503-S-E28	NKD	08:02	S	SKIP	0.000	-	-	-
SI-20240503-S-E16	SI	08:08	S	SKIP	0.000	-	-	-
HG-20240503-L-E20	HG	08:09	L	SKIP	0.000	-	-	-
HG-20240503-L-E21	HG	08:13	L	SKIP	0.000	-	-	-
NKD-20240503-L-E29	NKD	08:15	L	SKIP	0.000	-	-	-
SI-20240503-S-E17	SI	08:17	S	SKIP	0.000	-	-	-
HG-20240503-S-E20	HG	08:18	S	SKIP	0.000	-	-	-
HG-20240503-L-E22	HG	08:32	L	SKIP	0.000	-	-	-
NKD-20240503-L-E30	NKD	08:34	L	SKIP	0.000	-	-	-
HG-20240503-S-E21	HG	08:36	S	SKIP	0.000	-	-	-
SI-20240503-L-E16	SI	08:40	L	SKIP	0.000	-	-	-
HG-20240503-L-E23	HG	08:42	L	SKIP	0.000	-	-	-
NKD-20240503-S-E29	NKD	08:46	S	SKIP	0.000	-	-	-
SI-20240503-S-E18	SI	08:47	S	SKIP	0.000	-	-	-
HG-20240503-S-E22	HG	08:49	S	SKIP	0.000	-	-	-
HG-20240503-S-E23	HG	08:52	S	SKIP	0.000	-	-	-
HG-20240503-L-E24	HG	08:57	L	SKIP	0.000	-	-	-
HG-20240503-S-E24	HG	08:59	S	SKIP	0.000	-	-	-
HG-20240503-L-E25	HG	09:00	L	SKIP	0.000	-	-	-
SI-20240503-L-E17	SI	09:01	L	SKIP	0.000	-	-	-
SI-20240503-S-E19	SI	09:05	S	SKIP	0.000	-	-	-
HG-20240503-S-E25	HG	09:17	S	SKIP	0.000	-	-	-
HG-20240503-L-E26	HG	09:20	L	SKIP	0.000	-	-	-
NKD-20240503-S-E30	NKD	09:21	S	SKIP	0.000	-	-	-
SI-20240503-L-E18	SI	09:22	L	SKIP	0.000	-	-	-
HG-20240503-S-E26	HG	09:31	S	SKIP	0.000	-	-	-
HG-20240503-L-E27	HG	09:35	L	SKIP	0.000	-	-	-
NKD-20240503-L-E31	NKD	09:40	L	SKIP	0.000	-	-	-
HG-20240503-S-E27	HG	09:40	S	SKIP	0.000	-	-	-
HG-20240503-S-E28	HG	09:43	S	SKIP	0.000	-	-	-
HG-20240503-L-E28	HG	09:47	L	SKIP	0.000	-	-	-
NKD-20240503-L-E32	NKD	09:50	L	SKIP	0.000	-	-	-
HG-20240503-S-E29	HG	09:52	S	SKIP	0.000	-	-	-
HG-20240503-L-E29	HG	09:57	L	SKIP	0.000	-	-	-
SI-20240503-S-E20	SI	10:00	S	SKIP	0.000	-	-	-
HG-20240503-S-E30	HG	10:02	S	SKIP	0.000	-	-	-
HG-20240503-L-E30	HG	10:02	L	SKIP	0.000	-	-	-
SI-20240503-L-E19	SI	10:04	L	SKIP	0.000	-	-	-
HG-20240503-S-E31	HG	10:07	S	SKIP	0.000	-	-	-
HG-20240503-L-E31	HG	10:11	L	SKIP	0.000	-	-	-
HG-20240503-S-E32	HG	10:12	S	SKIP	0.000	-	-	-
NKD-20240503-S-E31	NKD	10:15	S	SKIP	0.000	-	-	-
HG-20240503-S-E33	HG	10:15	S	SKIP	0.000	-	-	-
HG-20240503-L-E32	HG	10:16	L	SKIP	0.000	-	-	-
SI-20240503-S-E21	SI	10:17	S	SKIP	0.000	-	-	-
HG-20240503-L-E33	HG	10:21	L	SKIP	0.000	-	-	-
HG-20240503-S-E34	HG	10:24	S	SKIP	0.000	-	-	-
NKD-20240503-L-E33	NKD	10:27	L	SKIP	0.000	-	-	-
SI-20240503-S-E22	SI	10:29	S	SKIP	0.000	-	-	-
HG-20240503-L-E34	HG	10:34	L	SKIP	0.000	-	-	-
HG-20240503-L-E35	HG	10:42	L	SKIP	0.000	-	-	-
SI-20240503-L-E20	SI	10:48	L	SKIP	0.000	-	-	-
HG-20240503-L-E36	HG	10:50	L	SKIP	0.000	-	-	-
HG-20240503-S-E35	HG	10:57	S	SKIP	0.000	-	-	-
SI-20240503-S-E23	SI	10:58	S	SKIP	0.000	-	-	-
NKD-20240503-S-E32	NKD	11:00	S	SKIP	0.000	-	-	-
HG-20240503-S-E36	HG	11:00	S	SKIP	0.000	-	-	-
SI-20240503-S-E24	SI	11:02	S	SKIP	0.000	-	-	-
HG-20240503-L-E37	HG	11:06	L	SKIP	0.000	-	-	-
SI-20240503-L-E21	SI	11:08	L	SKIP	0.000	-	-	-
HG-20240503-S-E37	HG	11:10	S	SKIP	0.000	-	-	-
SI-20240503-S-E25	SI	11:12	S	SKIP	0.000	-	-	-
HG-20240503-S-E38	HG	11:14	S	SKIP	0.000	-	-	-
SI-20240503-S-E26	SI	11:16	S	SKIP	0.000	-	-	-
HG-20240503-L-E38	HG	11:18	L	SKIP	0.000	-	-	-
SI-20240503-L-E22	SI	11:23	L	SKIP	0.000	-	-	-
NKD-20240503-S-E33	NKD	11:23	S	SKIP	0.000	-	-	-
HG-20240503-L-E39	HG	11:24	L	SKIP	0.000	-	-	-
HG-20240503-S-E39	HG	11:28	S	SKIP	0.000	-	-	-
HG-20240503-L-E40	HG	11:29	L	SKIP	0.000	-	-	-
SI-20240503-L-E23	SI	11:31	L	SKIP	0.000	-	-	-
NKD-20240503-S-E34	NKD	11:32	S	SKIP	0.000	-	-	-
SI-20240503-L-E24	SI	11:34	L	SKIP	0.000	-	-	-
SI-20240503-S-E27	SI	11:37	S	SKIP	0.000	-	-	-
NKD-20240503-L-E34	NKD	11:39	L	SKIP	0.000	-	-	-
SI-20240503-L-E25	SI	11:40	L	SKIP	0.000	-	-	-
HG-20240503-S-E40	HG	11:45	S	SKIP	0.000	-	-	-
NKD-20240503-L-E35	NKD	11:46	L	SKIP	0.000	-	-	-
HG-20240503-S-E41	HG	11:47	S	SKIP	0.000	-	-	-
SI-20240503-S-E28	SI	11:48	S	SKIP	0.000	-	-	-
HG-20240503-S-E42	HG	11:54	S	SKIP	0.000	-	-	-
HG-20240503-S-E43	HG	11:58	S	SKIP	0.000	-	-	-
HG-20240503-S-E44	HG	12:01	S	SKIP	0.000	-	-	-
NKD-20240503-L-E36	NKD	12:02	L	SKIP	0.000	-	-	-
SI-20240503-S-E29	SI	12:06	S	SKIP	0.000	-	-	-
HG-20240503-L-E41	HG	12:07	L	SKIP	0.000	-	-	-
HG-20240503-L-E42	HG	12:14	L	SKIP	0.000	-	-	-
SI-20240503-L-E26	SI	12:18	L	SKIP	0.000	-	-	-
HG-20240503-S-E45	HG	12:22	S	SKIP	0.000	-	-	-
NKD-20240503-S-E35	NKD	12:23	S	SKIP	0.000	-	-	-
HG-20240503-S-E46	HG	12:30	S	SKIP	0.000	-	-	-
HG-20240503-L-E43	HG	12:33	L	SKIP	0.000	-	-	-
HG-20240503-S-E47	HG	12:36	S	SKIP	0.000	-	-	-
NKD-20240503-S-E36	NKD	12:38	S	SKIP	0.000	-	-	-
HG-20240503-L-E44	HG	12:48	L	SKIP	0.000	-	-	-
SI-20240503-S-E30	SI	12:51	S	SKIP	0.000	-	-	-
NKD-20240503-L-E37	NKD	12:56	L	SKIP	0.000	-	-	-
SI-20240503-L-E27	SI	13:01	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E45	HG	13:07	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E31	SI	13:10	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E37	NKD	13:12	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E48	HG	13:12	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E49	HG	13:15	S	SKIP	0.000	-	HELD	-
SI-20240503-S-E32	SI	13:16	S	SKIP	0.000	-	HELD	-
SI-20240503-L-E28	SI	13:22	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E29	SI	13:27	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E38	NKD	13:28	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E33	SI	13:32	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E38	NKD	13:38	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E46	HG	13:53	L	SKIP	0.000	-	HELD	-
NKD-20240503-S-E39	NKD	13:54	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E47	HG	13:58	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E30	SI	14:00	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E34	SI	14:04	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E39	NKD	14:05	L	SKIP	0.000	-	HELD	-
HG-20240503-S-E50	HG	14:07	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E40	NKD	14:08	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E48	HG	14:09	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E31	SI	14:10	L	SKIP	0.000	-	HELD	-
HG-20240503-S-E51	HG	14:12	S	SKIP	0.000	-	HELD	-
SI-20240503-S-E35	SI	14:12	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E49	HG	14:14	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E32	SI	14:14	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E41	NKD	14:15	L	SKIP	0.000	-	HELD	-
HG-20240503-S-E52	HG	14:19	S	SKIP	0.000	-	HELD	-
SI-20240503-S-E36	SI	14:19	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E50	HG	14:20	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E37	SI	14:23	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E40	NKD	14:23	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E53	HG	14:23	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E42	NKD	14:26	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E51	HG	14:28	L	SKIP	0.000	-	HELD	-
NKD-20240503-S-E41	NKD	14:28	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E52	HG	14:30	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E43	NKD	14:30	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E33	SI	14:30	L	SKIP	0.000	-	HELD	-
NKD-20240503-S-E42	NKD	14:30	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E54	HG	14:30	S	SKIP	0.000	-	HELD	-
SI-20240503-S-E38	SI	14:30	S	SKIP	0.000	-	HELD	-
SI-20240503-S-E39	SI	14:31	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E55	HG	14:36	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E43	NKD	14:36	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E53	HG	14:37	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E40	SI	14:39	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E44	NKD	14:41	L	SKIP	0.000	-	HELD	-
HG-20240503-S-E56	HG	14:43	S	SKIP	0.000	-	HELD	-
SI-20240503-S-E41	SI	14:44	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E45	NKD	14:44	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E54	HG	14:44	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E34	SI	14:45	L	SKIP	0.000	-	HELD	-
NKD-20240503-S-E44	NKD	14:45	S	SKIP	0.000	-	HELD	-
SI-20240503-S-E42	SI	14:45	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E46	NKD	14:47	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E35	SI	14:47	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E47	NKD	14:50	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E43	SI	14:51	S	SKIP	0.000	-	HELD	-
SI-20240503-L-E36	SI	14:53	L	SKIP	0.000	-	HELD	-
NKD-20240503-S-E45	NKD	14:53	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E55	HG	14:55	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E48	NKD	14:55	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E44	SI	14:58	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E46	NKD	14:58	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E49	NKD	15:00	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E45	SI	15:02	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E47	NKD	15:02	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E57	HG	15:02	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E56	HG	15:03	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E50	NKD	15:03	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E46	SI	15:05	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E58	HG	15:06	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E48	NKD	15:07	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E57	HG	15:08	L	SKIP	0.000	-	HELD	-
HG-20240503-S-E59	HG	15:10	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E49	NKD	15:11	S	SKIP	0.000	-	HELD	-
SI-20240503-L-E37	SI	15:11	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E58	HG	15:13	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E47	SI	15:13	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E51	NKD	15:13	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E38	SI	15:18	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E48	SI	15:19	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E60	HG	15:19	S	SKIP	0.000	-	HELD	-
NKD-20240503-L-E52	NKD	15:21	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E59	HG	15:22	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E49	SI	15:23	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E61	HG	15:23	S	SKIP	0.000	-	HELD	-
SI-20240503-L-E39	SI	15:26	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E53	NKD	15:28	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E60	HG	15:29	L	SKIP	0.000	-	HELD	-
SI-20240503-L-E40	SI	15:29	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E50	SI	15:30	S	SKIP	0.000	-	HELD	-
HG-20240503-S-E62	HG	15:31	S	SKIP	0.000	-	HELD	-
NKD-20240503-S-E50	NKD	15:31	S	SKIP	0.000	-	HELD	-
SI-20240503-L-E41	SI	15:32	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E54	NKD	15:38	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E61	HG	15:38	L	SKIP	0.000	-	HELD	-
HG-20240503-S-E63	HG	15:39	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E62	HG	15:40	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E51	SI	15:42	S	SKIP	0.000	-	HELD	-
SI-20240503-L-E42	SI	15:42	L	SKIP	0.000	-	HELD	-
HG-20240503-L-E63	HG	15:45	L	SKIP	0.000	-	HELD	-
NKD-20240503-S-E51	NKD	15:45	S	SKIP	0.000	-	HELD	-
SI-20240503-L-E43	SI	15:46	L	SKIP	0.000	-	HELD	-
NKD-20240503-L-E55	NKD	15:47	L	SKIP	0.000	-	HELD	-
HG-20240503-S-E64	HG	15:47	S	SKIP	0.000	-	HELD	-
HG-20240503-L-E64	HG	15:48	L	SKIP	0.000	-	HELD	-
SI-20240503-S-E52	SI	15:51	S	SKIP	0.000	-	VETO	-
NKD-20240503-S-E52	NKD	15:51	S	SKIP	0.000	-	VETO	-
HG-20240503-S-E65	HG	15:52	S	SKIP	0.000	-	VETO	-
SI-20240503-L-E44	SI	15:53	L	SKIP	0.000	-	VETO	-
HG-20240503-L-E65	HG	15:53	L	SKIP	0.000	-	VETO	-
NKD-20240503-L-E56	NKD	15:54	L	SKIP	0.000	-	VETO	-
SI-20240503-S-E53	SI	15:58	S	SKIP	0.000	-	VETO	-
SI-20240503-L-E45	SI	15:58	L	SKIP	0.000	-	VETO	-
NKD-20240503-L-E57	NKD	16:00	L	SKIP	0.000	-	VETO	-
SI-20240503-S-E54	SI	16:00	S	SKIP	0.000	-	VETO	-
HG-20240503-S-E66	HG	16:00	S	SKIP	0.000	-	VETO	-
NKD-20240503-S-E53	NKD	16:00	S	SKIP	0.000	-	VETO	-
HG-20240503-L-E66	HG	16:00	L	SKIP	0.000	-	VETO	-
NKD-20240503-L-E58	NKD	16:02	L	SKIP	0.000	-	VETO	-
HG-20240503-L-E67	HG	16:02	L	SKIP	0.000	-	VETO	-
SI-20240503-L-E46	SI	16:05	L	SKIP	0.000	-	VETO	-
HG-20240503-S-E67	HG	16:06	S	SKIP	0.000	-	VETO	-
NKD-20240503-S-E54	NKD	16:08	S	SKIP	0.000	-	VETO	-
HG-20240503-L-E68	HG	16:10	L	SKIP	0.000	-	-	-
SI-20240503-S-E55	SI	16:10	S	SKIP	0.000	-	-	-
NKD-20240503-L-E59	NKD	16:11	L	SKIP	0.000	-	-	-
SI-20240503-S-E56	SI	16:12	S	SKIP	0.000	-	-	-
HG-20240503-S-E68	HG	16:13	S	SKIP	0.000	-	-	-
NKD-20240503-S-E55	NKD	16:13	S	SKIP	0.000	-	-	-
SI-20240503-L-E47	SI	16:14	L	SKIP	0.000	-	-	-
SI-20240503-L-E48	SI	16:16	L	SKIP	0.000	-	-	-
HG-20240503-L-E69	HG	16:16	L	SKIP	0.000	-	-	-
SI-20240503-S-E57	SI	16:17	S	SKIP	0.000	-	-	-
HG-20240503-S-E69	HG	16:18	S	SKIP	0.000	-	-	-
NKD-20240503-L-E60	NKD	16:19	L	SKIP	0.000	-	-	-
HG-20240503-S-E70	HG	16:20	S	SKIP	0.000	-	-	-
NKD-20240503-S-E56	NKD	16:21	S	SKIP	0.000	-	-	-
HG-20240503-L-E70	HG	16:23	L	TAKE	0.130	HAND	-	two prints, both BUYS, each clearing an offer and stepping the ask up (4.5245->4.525->4.5255) while the bid builds 2->11 lots in 9 orders and both offers cancel down undefended; ext_needed 12.5, 6.6h; held down by ev_ratio 0.67 and uns426.5
NKD-20240503-L-E61	NKD	16:23	L	SKIP	0.000	-	-	-
SI-20240503-L-E49	SI	16:25	L	SKIP	0.000	-	-	-
NKD-20240503-S-E57	NKD	16:25	S	SKIP	0.000	-	-	-
HG-20240503-S-E71	HG	16:27	S	SKIP	0.000	-	-	-
