# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# THE threshold frontier: every tier of every score, per era, out-of-sample (walk-forward: model_k sees only eras < k)
# precision = D-021 walled-winner rate among SEATED trades; CIs are CR1 clustered by CALENDAR DAY (the draw unit, D-036/D-073)
# takes_per_week / usd_per_week are PORTFOLIO totals across SI+HG+NKD (the user's throughput floor is 3-4 takes per week, total)
# SHUFFLE = FULL_TF's own scores permuted within the era: the red-first receipt.  Its frontier must be FLAT.
era	grain	score	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E3	episode	SHUFFLE	top_0.1%	73	72	1	0.0278	-0.0115	0.0670	-154.7396	-326.6312	17.1520	0.5538	2.6667	-85.7019	-183.9510	12.5472	-182.6434	-412.6389	-886.0373	-2035.5000	-28.7500	0.5185	0.4692	61	-28.5673	-159.1607	324.6528	0.4444	0.0833	-11141.2500
E3	episode	SHUFFLE	top_0.2%	145	138	7	0.0362	0.0050	0.0675	-80.7246	-201.3146	39.8653	1.0615	5.1111	-85.6923	-212.4628	41.0782	-128.0460	-412.5926	-961.7843	-2126.0000	-426.2500	0.5556	0.6692	87	-28.5641	-89.8387	287.9076	0.3986	0.1304	-11140.0000
E3	episode	SHUFFLE	top_0.5%	363	315	48	0.0381	0.0158	0.0604	-33.8294	-109.3990	41.7403	2.4231	11.6667	-81.9712	-265.3544	101.4121	-89.5483	-394.6759	-1181.0861	-2618.2500	-370.0000	0.5926	0.9154	119	-27.3237	-45.3457	342.8770	0.4254	0.1397	-10656.2500
E3	episode	SHUFFLE	top_1%	727	553	174	0.0362	0.0192	0.0531	-58.5262	-112.7171	-4.3354	4.2538	20.4815	-248.9615	-481.6758	-16.2472	-250.8915	-1198.7037	-2269.7608	-4625.5000	-1516.2500	0.6296	0.9923	129	-82.9872	-99.5846	352.0796	0.4231	0.1248	-32365.0000
E3	episode	SHUFFLE	top_2%	1454	885	569	0.0350	0.0225	0.0475	-63.8912	-107.5373	-20.2452	6.8077	32.7778	-434.9519	-736.8474	-133.0565	-434.9519	-2094.2130	-3435.6303	-5160.5000	-2092.5000	0.7407	1.0000	130	-144.9840	-150.3823	358.7218	0.4056	0.1379	-56543.7500
E3	episode	SHUFFLE	top_5%	3635	1292	2343	0.0426	0.0316	0.0535	-62.0482	-107.0777	-17.0187	9.9385	47.8519	-616.6635	-1071.9075	-161.4194	-616.6635	-2969.1204	-5584.8495	-12085.0000	-2362.5000	0.6667	1.0000	130	-205.5545	-205.5545	397.9876	0.4420	0.1517	-80166.2500
E3	episode	SHUFFLE	top_10%	7269	1508	5761	0.0464	0.0356	0.0572	-70.4675	-113.0551	-27.8800	11.6000	55.8519	-817.4231	-1324.9224	-309.9237	-817.4231	-3935.7407	-6582.6943	-11819.0000	-3675.0000	0.7037	1.0000	130	-272.4744	-272.4744	408.4052	0.4688	0.1698	-106265.0000
E3	episode	SHUFFLE	top_20%	14538	1593	12945	0.0527	0.0417	0.0638	-52.3360	-92.6842	-11.9878	12.2538	59.0000	-641.3173	-1145.5956	-137.0390	-641.3173	-3087.8241	-5997.1023	-10653.5000	-4616.2500	0.7037	1.0000	130	-213.7724	-213.7724	408.8551	0.4626	0.1802	-83371.2500
E3	episode	SHUFFLE	top_100%	72691	1664	71027	0.0571	0.0455	0.0686	-52.0365	-93.7237	-10.3493	12.8000	61.6296	-666.0673	-1212.0857	-120.0489	-666.0673	-3206.9907	-5728.8179	-10030.0000	-3142.5000	0.7037	1.0000	130	-222.0224	-222.0224	401.8667	0.4688	0.1857	-86588.7500
E3	episode	COMPOSED	top_0.02%	15	7	8	0.0000	0.0000	0.0000	-105.0000	-623.1235	413.1235	0.0538	0.2593	-5.6538	-27.0224	15.7147	-105.0000	-27.2222	-135.2881	-162.5000	0.0000	0.1852	0.0538	7	-1.8846	-105.0000	235.7143	0.1429	0.1429	-735.0000
E3	episode	COMPOSED	top_0.05%	36	9	27	0.0000	0.0000	0.0000	13.0556	-397.5570	423.6681	0.0692	0.3333	0.9038	-22.1875	23.9952	13.0556	4.3519	-109.7092	-132.5000	0.0000	0.1481	0.0692	9	0.3013	13.0556	248.6111	0.1111	0.1111	117.5000
E3	episode	COMPOSED	top_0.1%	73	16	57	0.0625	-0.0743	0.1993	77.0312	-460.4285	614.4910	0.1231	0.5926	9.4808	-49.1158	68.0774	88.0357	45.6481	-233.9151	-547.5000	0.0000	0.2222	0.1077	14	3.1603	77.0312	193.3594	0.2500	0.2500	1232.5000
E3	episode	COMPOSED	top_0.2%	145	40	105	0.1000	-0.0137	0.2137	88.5937	-243.7742	420.9617	0.3077	1.4815	27.2596	-72.7107	127.2299	114.3145	131.2500	-428.4538	-1294.0000	0.0000	0.3333	0.2385	31	9.0865	90.8654	170.7813	0.1750	0.3000	3543.7500
E3	episode	COMPOSED	top_0.5%	363	90	273	0.0889	0.0230	0.1547	119.7917	-135.3175	374.9008	0.6923	3.3333	82.9327	-92.1340	257.9994	173.8911	399.3056	-497.0221	-2034.5000	0.0000	0.4815	0.4769	62	27.6442	133.1019	233.0556	0.2444	0.2667	10781.2500
E3	episode	COMPOSED	top_1%	727	173	554	0.0694	0.0329	0.1058	71.5535	-76.5785	219.6854	1.3308	6.4074	95.2212	-99.1352	289.5775	133.1048	458.4722	-313.0184	-1896.0000	565.0000	0.3704	0.7154	93	31.7404	93.7784	271.3150	0.3006	0.2428	12378.7500
E3	episode	COMPOSED	top_2%	1454	307	1147	0.0945	0.0616	0.1273	21.9748	-98.2657	142.2152	2.3615	11.3704	51.8942	-230.3893	334.1777	56.2187	249.8611	-994.1462	-2795.2500	-126.2500	0.5185	0.9231	120	17.2981	30.8048	327.5651	0.3616	0.2020	6746.2500
E3	episode	COMPOSED	top_5%	3635	564	3071	0.0780	0.0556	0.1004	-53.0607	-134.6095	28.4881	4.3385	20.8889	-230.2019	-591.4490	131.0451	-233.7988	-1108.3796	-3080.3060	-4858.2500	-231.2500	0.5185	0.9846	128	-76.7340	-92.0808	365.6472	0.4255	0.2021	-29926.2500
E3	episode	COMPOSED	top_10%	7269	798	6471	0.0689	0.0502	0.0877	-74.0633	-147.0403	-1.0863	6.1385	29.5556	-454.6346	-914.3036	5.0343	-454.6346	-2188.9815	-4459.0087	-7540.5000	-2441.2500	0.6667	1.0000	130	-151.5449	-154.7186	370.0658	0.4499	0.1955	-59102.5000
E3	episode	COMPOSED	top_20%	14538	1060	13478	0.0604	0.0462	0.0745	-78.7500	-140.2537	-17.2463	8.1538	39.2593	-642.1154	-1159.1261	-125.1047	-642.1154	-3091.6667	-5612.1679	-9240.5000	-2737.5000	0.7037	1.0000	130	-214.0385	-214.0385	383.8620	0.4623	0.1877	-83475.0000
E3	episode	COMPOSED	top_100%	72691	1664	71027	0.0571	0.0455	0.0686	-52.0365	-93.7237	-10.3493	12.8000	61.6296	-666.0673	-1212.0857	-120.0489	-666.0673	-3206.9907	-5728.8179	-10030.0000	-3142.5000	0.7037	1.0000	130	-222.0224	-222.0224	401.8667	0.4688	0.1857	-86588.7500
E3	episode	FULL_TF_PREVCUT	top_0.02%_prev_cut	28	10	18	0.0000	0.0000	0.0000	-7.5000	-401.0758	386.0758	0.0769	0.3704	-0.5769	-23.3694	22.2156	-10.7143	-2.7778	-136.5328	-415.0000	0.0000	0.1481	0.0538	7	-0.1923	-9.3750	261.2500	0.2000	0.2000	-75.0000
E3	episode	FULL_TF_PREVCUT	top_0.05%_prev_cut	47	14	33	0.0000	0.0000	0.0000	-10.3571	-306.8564	286.1421	0.1077	0.5185	-1.1154	-28.6385	26.4077	-12.0833	-5.3704	-184.3088	-402.5000	0.0000	0.1481	0.0923	12	-0.3718	-11.1538	195.5357	0.2143	0.1429	-145.0000
E3	episode	FULL_TF_PREVCUT	top_0.1%_prev_cut	58	18	40	0.0556	-0.0655	0.1766	-27.2222	-415.3271	360.8827	0.1385	0.6667	-3.7692	-51.8930	44.3545	-32.6667	-18.1481	-294.5834	-930.0000	0.0000	0.2222	0.1154	15	-1.2564	-28.8235	189.5833	0.3889	0.1667	-490.0000
E3	episode	FULL_TF_PREVCUT	top_0.2%_prev_cut	100	27	73	0.0370	-0.0422	0.1163	-50.3704	-315.3844	214.6437	0.2077	1.0000	-10.4615	-61.3578	40.4348	-68.0000	-50.3704	-362.7337	-1137.0000	0.0000	0.2593	0.1538	20	-3.4872	-56.6667	290.5093	0.3704	0.1852	-1360.0000
E3	episode	FULL_TF_PREVCUT	top_0.5%_prev_cut	303	57	246	0.0526	-0.0095	0.1148	120.1096	-127.7433	367.9626	0.4385	2.1111	52.6635	-50.8381	156.1651	171.1563	253.5648	-170.4441	-930.0000	257.5000	0.3333	0.3077	40	17.5545	139.7194	239.4737	0.3333	0.2982	6846.2500
E3	episode	FULL_TF_PREVCUT	top_1%_prev_cut	722	125	597	0.0800	0.0341	0.1259	80.9000	-97.4292	259.2292	0.9615	4.6296	77.7885	-89.4603	245.0372	142.4296	374.5370	-437.4645	-1844.5000	395.0000	0.3704	0.5462	71	25.9295	106.4474	339.9500	0.3120	0.2320	10112.5000
E3	episode	FULL_TF_PREVCUT	top_2%_prev_cut	2125	243	1882	0.0741	0.0441	0.1040	-52.3251	-195.4664	90.8162	1.8692	9.0000	-97.8077	-366.3205	170.7051	-122.2596	-470.9259	-2030.1521	-5185.2500	-430.0000	0.5556	0.8000	104	-32.6026	-77.0606	356.1986	0.4239	0.1934	-12715.0000
E3	episode	FULL_TF_PREVCUT	top_5%_prev_cut	7952	605	7347	0.0612	0.0406	0.0818	-85.5372	-170.9627	-0.1116	4.6538	22.4074	-398.0769	-803.3941	7.2403	-401.1628	-1916.6667	-3863.8359	-8732.7500	-2146.2500	0.7037	0.9923	129	-132.6923	-158.2569	371.4050	0.4595	0.1868	-51750.0000
E3	episode	FULL_TF_PREVCUT	top_10%_prev_cut	17080	899	16181	0.0534	0.0380	0.0688	-104.0684	-173.5899	-34.5469	6.9154	33.2963	-719.6731	-1212.2740	-227.0721	-719.6731	-3465.0926	-5854.4928	-11320.5000	-2640.0000	0.6667	1.0000	130	-239.8910	-241.1276	384.1073	0.4928	0.1869	-93557.5000
E3	episode	FULL_TF_PREVCUT	top_20%_prev_cut	28443	1196	27247	0.0610	0.0466	0.0755	-63.7740	-113.9615	-13.5866	9.2000	44.2963	-586.7212	-1055.3910	-118.0513	-586.7212	-2824.9537	-5193.0542	-9510.5000	-3410.0000	0.6667	1.0000	130	-195.5737	-195.5737	404.8965	0.4849	0.1948	-76273.7500
E3	episode	FULL_TF_PREVCUT	top_100%_prev_cut	72691	1664	71027	0.0571	0.0455	0.0686	-52.0365	-93.7237	-10.3493	12.8000	61.6296	-666.0673	-1212.0857	-120.0489	-666.0673	-3206.9907	-5728.8179	-10030.0000	-3142.5000	0.7037	1.0000	130	-222.0224	-222.0224	401.8667	0.4688	0.1857	-86588.7500
E4	candidate	FULL_TF	top_0.02%	30	2	28	0.0000	0.0000	0.0000	-642.5000	-4613.1890	3328.1890	0.0155	0.0769	-9.9612	-25.4220	5.4995	-642.5000	-49.4231	-128.4661	0.0000	0.0000	0.0769	0.0155	2	-3.3377	-642.5000	68.7500	0.5000	0.0000	-1285.0000
E4	candidate	FULL_TF	top_0.05%	74	8	66	0.1250	-0.2158	0.4658	-159.6875	-837.8948	518.5198	0.0620	0.3077	-9.9031	-40.7144	20.9082	-212.9167	-49.1346	-209.7601	-376.2500	0.0000	0.1538	0.0465	6	-3.3182	-212.9167	409.3750	0.5000	0.2500	-1277.5000
E4	candidate	FULL_TF	top_0.1%	148	12	136	0.0833	-0.1057	0.2724	-431.0417	-963.0847	101.0013	0.0930	0.4615	-40.0969	-86.2415	6.0477	-646.5625	-198.9423	-429.6833	-942.5000	0.0000	0.2308	0.0620	8	-13.4351	-574.7222	456.2500	0.5833	0.0833	-5172.5000
E4	candidate	FULL_TF	top_0.2%	297	24	273	0.0833	-0.0399	0.2066	-443.5417	-788.5195	-98.5638	0.1860	0.9231	-82.5194	-158.3910	-6.6478	-665.3125	-409.4231	-774.8910	-1793.7500	0.0000	0.3846	0.1240	16	-27.6494	-626.1765	564.8437	0.6250	0.1250	-10645.0000
E4	candidate	FULL_TF	top_0.5%	742	42	700	0.0714	-0.0097	0.1526	-206.1905	-498.6223	86.2414	0.3256	1.6154	-67.1318	-162.4959	28.2323	-298.6207	-333.0769	-829.0893	-2112.5000	-58.7500	0.5000	0.2248	29	-22.4935	-270.6250	388.0952	0.5000	0.2381	-8660.0000
E4	candidate	FULL_TF	top_1%	1484	59	1425	0.1525	0.0652	0.2399	41.3983	-187.2221	270.0187	0.4574	2.2692	18.9341	-82.1798	120.0480	66.0135	93.9423	-459.2523	-1395.0000	0.0000	0.4615	0.2868	37	6.3442	53.0978	391.7373	0.4068	0.2881	2442.5000
E4	candidate	FULL_TF	top_2%	2968	98	2870	0.1020	0.0451	0.1590	57.5000	-175.4604	290.4604	0.7597	3.7692	43.6822	-130.1769	217.5413	97.1552	216.7308	-658.7394	-1840.0000	-250.0000	0.5385	0.4496	58	14.6364	72.2436	368.0485	0.3980	0.2755	5635.0000
E4	candidate	FULL_TF	top_5%	7421	180	7241	0.1167	0.0670	0.1663	128.5069	-53.3226	310.3364	1.3953	6.9231	179.3120	-71.5566	430.1806	259.9017	889.6635	-874.2240	-2378.7500	81.2500	0.5000	0.6899	89	60.0812	155.2433	342.3611	0.3667	0.2833	23131.2500
E4	candidate	FULL_TF	top_10%	14842	287	14555	0.0941	0.0593	0.1289	41.0801	-95.7568	177.9171	2.2248	11.0385	91.3953	-210.0567	392.8474	108.1651	453.4615	-1407.5985	-4547.5000	374.3750	0.4615	0.8450	109	30.6234	55.6132	359.0157	0.4286	0.2927	11790.0000
E4	candidate	FULL_TF	top_20%	29684	465	29219	0.0817	0.0574	0.1061	-71.2634	-165.6320	23.1052	3.6047	17.8846	-256.8798	-604.4028	90.6431	-267.2379	-1274.5192	-3139.0404	-7540.0000	-1335.0000	0.5769	0.9612	124	-86.0714	-104.2060	387.2177	0.4495	0.2215	-33137.5000
E4	candidate	FULL_TF	top_100%	148418	1550	146868	0.0542	0.0433	0.0651	-30.9516	-72.9503	11.0470	12.0155	59.6154	-371.8992	-884.8960	141.0975	-371.8992	-1845.1923	-4871.9988	-9411.8750	-1430.0000	0.6154	1.0000	129	-124.6104	-124.6104	408.9960	0.4290	0.1813	-47975.0000
E4	candidate	FULL_NOTF	top_0.02%	30	1	29	0.0000	.	.	-955.0000	.	.	0.0078	0.0385	-7.4031	-22.0514	7.2452	-955.0000	-36.7308	-112.3792	0.0000	0.0000	0.0385	0.0078	1	-2.4805	-955.0000	62.5000	1.0000	0.0000	-955.0000
E4	candidate	FULL_NOTF	top_0.05%	74	7	67	0.0000	0.0000	0.0000	-158.5714	-676.2955	359.1527	0.0543	0.2692	-8.6047	-30.6339	13.4246	-158.5714	-42.6923	-157.1874	-286.2500	0.0000	0.2308	0.0543	7	-2.8831	-158.5714	87.5000	0.1429	0.1429	-1110.0000
E4	candidate	FULL_NOTF	top_0.1%	148	10	138	0.1000	-0.1262	0.3262	-22.5000	-585.0971	540.0971	0.0775	0.3846	-1.7442	-38.0898	34.6014	-22.5000	-8.6538	-211.7849	-317.5000	0.0000	0.2308	0.0775	10	-0.5844	-22.5000	146.2500	0.2000	0.2000	-225.0000
E4	candidate	FULL_NOTF	top_0.2%	297	19	278	0.0526	-0.0611	0.1664	-186.2500	-577.2930	204.7930	0.1473	0.7308	-27.4322	-82.2707	27.4063	-221.1719	-136.1058	-443.0744	-960.6250	0.0000	0.3462	0.1240	16	-9.1916	-221.1719	426.9737	0.4211	0.1579	-3538.7500
E4	candidate	FULL_NOTF	top_0.5%	742	28	714	0.0357	-0.0407	0.1121	-250.5357	-526.2981	25.2266	0.2171	1.0769	-54.3798	-119.9293	11.1697	-350.7500	-269.8077	-678.7589	-1390.0000	0.0000	0.3846	0.1550	20	-18.2208	-334.0476	464.0625	0.4643	0.1071	-7015.0000
E4	candidate	FULL_NOTF	top_1%	1484	50	1434	0.0400	-0.0170	0.0970	-199.0000	-494.6526	96.6526	0.3876	1.9231	-77.1318	-191.4920	37.2285	-292.6471	-382.6923	-955.6708	-2473.7500	0.0000	0.4231	0.2636	34	-25.8442	-248.7500	387.0000	0.4800	0.1600	-9950.0000
E4	candidate	FULL_NOTF	top_2%	2968	89	2879	0.0449	-0.0002	0.0901	41.2781	-210.0037	292.5599	0.6899	3.4231	28.4787	-139.7875	196.7449	68.0324	141.2981	-738.0359	-1962.5000	0.0000	0.4231	0.4186	54	9.5422	55.6629	379.1433	0.3820	0.2697	3673.7500
E4	candidate	FULL_NOTF	top_5%	7421	150	7271	0.0933	0.0431	0.1436	-32.9167	-224.2393	158.4060	1.1628	5.7692	-38.2752	-260.9879	184.4375	-60.9568	-189.9038	-1350.0276	-3248.7500	-739.3750	0.5769	0.6279	81	-12.8247	-47.4760	401.5833	0.4667	0.2467	-4937.5000
E4	candidate	FULL_NOTF	top_10%	14842	268	14574	0.1045	0.0638	0.1451	2.1129	-146.7286	150.9543	2.0775	10.3077	4.3895	-304.1147	312.8938	4.9239	21.7788	-1369.3071	-4456.8750	249.3750	0.4615	0.8915	115	1.4708	3.0608	398.5774	0.4515	0.2313	566.2500
E4	candidate	FULL_NOTF	top_20%	29684	403	29281	0.0918	0.0602	0.1235	16.0453	-92.5162	124.6068	3.1240	15.5000	50.1260	-287.2985	387.5505	51.7300	248.7019	-1560.8149	-5699.3750	720.6250	0.3846	0.9690	125	16.7955	22.7685	384.0105	0.4268	0.2481	6466.2500
E4	candidate	FULL_NOTF	top_100%	148418	1550	146868	0.0542	0.0433	0.0651	-30.9516	-72.9503	11.0470	12.0155	59.6154	-371.8992	-884.8960	141.0975	-371.8992	-1845.1923	-4871.9988	-9411.8750	-1430.0000	0.6154	1.0000	129	-124.6104	-124.6104	408.9960	0.4290	0.1813	-47975.0000
E4	candidate	TEACHER	top_0.02%	30	2	28	0.0000	0.0000	0.0000	757.5000	-9407.4638	10922.4638	0.0155	0.0769	11.7442	-12.1596	35.6479	757.5000	58.2692	-65.2855	0.0000	0.0000	0.0385	0.0155	2	3.9351	757.5000	525.0000	0.0000	0.5000	1515.0000
