# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# THE threshold frontier: every tier of every score, per era, out-of-sample (walk-forward: model_k sees only eras < k)
# precision = D-021 walled-winner rate among SEATED trades; CIs are CR1 clustered by CALENDAR DAY (the draw unit, D-036/D-073)
# takes_per_week / usd_per_week are PORTFOLIO totals across SI+HG+NKD (the user's throughput floor is 3-4 takes per week, total)
# SHUFFLE = FULL_TF's own scores permuted within the era: the red-first receipt.  Its frontier must be FLAT.
era	grain	score	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E4	episode	FULL_NOTF	top_0.5%	345	28	317	0.0357	-0.0406	0.1120	-350.7589	-610.7623	-90.7555	0.2171	1.0769	-76.1337	-144.9201	-7.3474	-491.0625	-377.7404	-758.6041	-1405.6250	-30.6250	0.5000	0.1550	20	-25.5097	-467.6786	310.0446	0.5000	0.0714	-9821.2500
E4	episode	FULL_NOTF	top_1%	690	72	618	0.0417	-0.0068	0.0901	-80.2604	-380.5671	220.0463	0.5581	2.7692	-44.7965	-211.2133	121.6203	-131.3352	-222.2596	-1149.4978	-2626.2500	-170.0000	0.5000	0.3411	44	-15.0097	-103.1920	383.3333	0.4583	0.2361	-5778.7500
E4	episode	FULL_NOTF	top_2%	1380	115	1265	0.0609	0.0179	0.1038	-64.5109	-288.4231	159.4014	0.8915	4.4231	-57.5097	-256.8566	141.8372	-115.9180	-285.3365	-1273.4039	-3040.0000	-670.0000	0.5769	0.4961	64	-19.2695	-89.3825	395.8696	0.4870	0.2435	-7418.7500
E4	episode	FULL_NOTF	top_5%	3450	239	3211	0.0921	0.0535	0.1306	-38.6559	-196.4864	119.1747	1.8527	9.1923	-71.6182	-366.5414	223.3049	-83.9886	-355.3365	-1938.0570	-4496.2500	-642.5000	0.6538	0.8527	110	-23.9968	-56.3338	400.1046	0.4854	0.2343	-9238.7500
E4	episode	FULL_NOTF	top_10%	6900	346	6554	0.0838	0.0541	0.1135	-15.3324	-141.4371	110.7724	2.6822	13.3077	-41.1240	-380.9477	298.6996	-43.8430	-204.0385	-2163.0221	-5319.3750	153.1250	0.5000	0.9380	121	-13.7792	-22.0124	388.6199	0.4422	0.2457	-5305.0000
E4	episode	FULL_NOTF	top_20%	13801	534	13267	0.0693	0.0460	0.0925	-65.7327	-156.0705	24.6051	4.1395	20.5385	-272.1027	-654.4367	110.2312	-272.1027	-1350.0481	-3488.8602	-7425.0000	-669.3750	0.5769	1.0000	129	-91.1721	-101.1563	356.8820	0.4363	0.2247	-35101.2500
E4	episode	FULL_NOTF	top_100%	69004	1541	67463	0.0545	0.0422	0.0668	-35.4186	-79.4755	8.6383	11.9457	59.2692	-423.1008	-959.3067	113.1052	-423.1008	-2099.2308	-5061.6719	-12376.2500	-1827.5000	0.5769	1.0000	129	-141.7662	-141.7662	405.5605	0.4257	0.1811	-54580.0000
E4	episode	TEACHER	top_0.02%	14	5	9	0.0000	0.0000	0.0000	-160.0000	-1086.6840	766.6840	0.0388	0.1923	-6.2016	-29.8120	17.4089	-160.0000	-30.7692	-154.1139	-15.0000	0.0000	0.1154	0.0388	5	-2.0779	-160.0000	307.5000	0.4000	0.2000	-800.0000
E4	episode	TEACHER	top_0.05%	35	12	23	0.0833	-0.1045	0.2712	81.4583	-457.7061	620.6228	0.0930	0.4615	7.5775	-35.1855	50.3406	88.8636	37.5962	-188.2740	-517.5000	0.0000	0.2308	0.0853	11	2.5390	88.8636	410.4167	0.3333	0.3333	977.5000
E4	episode	TEACHER	top_0.1%	69	18	51	0.1667	-0.0143	0.3476	183.1944	-388.7300	755.1189	0.1395	0.6923	25.5620	-49.0708	100.1948	193.9706	126.8269	-178.2179	-930.0000	0.0000	0.1923	0.1318	17	8.5649	193.9706	324.3056	0.4444	0.2778	3297.5000
E4	episode	TEACHER	top_0.2%	138	20	118	0.2000	0.0045	0.3955	225.6250	-428.3312	879.5812	0.1550	0.7692	34.9806	-58.2209	128.1822	237.5000	173.5577	-243.7611	-930.0000	0.0000	0.2692	0.1473	19	11.7208	237.5000	296.2500	0.4000	0.3500	4512.5000
E4	episode	TEACHER	top_0.5%	345	45	300	0.1556	0.0443	0.2669	53.4722	-282.2694	389.2139	0.3488	1.7308	18.6531	-93.4935	130.7997	66.8403	92.5481	-251.4361	-930.0000	0.0000	0.3462	0.2791	36	6.2500	65.0338	306.9444	0.4000	0.3111	2406.2500
E4	episode	TEACHER	top_1%	690	82	608	0.1341	0.0626	0.2057	30.5183	-230.2511	291.2877	0.6357	3.1538	19.3992	-143.3407	182.1392	45.5000	96.2500	-699.8274	-1720.0000	-28.1250	0.5000	0.4264	55	6.5000	38.5000	373.0183	0.4512	0.3293	2502.5000
E4	episode	TEACHER	top_2%	1380	153	1227	0.1373	0.0829	0.1916	164.8121	-39.0098	368.6340	1.1860	5.8846	195.4748	-44.2873	435.2369	265.4342	969.8558	-80.9312	-2133.7500	1023.7500	0.3462	0.7364	95	65.4968	210.1354	434.0686	0.4314	0.3137	25216.2500
E4	episode	TEACHER	top_5%	3450	313	3137	0.0703	0.0429	0.0976	-42.5998	-158.7341	73.5344	2.4264	12.0385	-103.3624	-387.8451	181.1202	-104.1699	-512.8365	-1842.5981	-4242.5000	-921.8750	0.5769	0.9922	128	-34.6331	-58.9989	411.6414	0.4633	0.2204	-13333.7500
E4	episode	TEACHER	top_10%	6900	526	6374	0.0684	0.0456	0.0913	-14.1136	-97.1752	68.9480	4.0775	20.2308	-57.5484	-397.2602	282.1633	-57.5484	-285.5288	-2505.3513	-8005.6250	-137.5000	0.5000	1.0000	129	-19.2825	-22.9837	419.2372	0.4620	0.2300	-7423.7500
E4	episode	TEACHER	top_20%	13801	913	12888	0.0690	0.0518	0.0862	-50.3792	-115.6476	14.8891	7.0775	35.1154	-356.5601	-827.6129	114.4927	-356.5601	-1769.0865	-4624.5365	-10062.5000	437.5000	0.4615	1.0000	129	-119.4708	-120.7251	413.9581	0.4721	0.2125	-45996.2500
E4	episode	TEACHER	top_100%	69004	1541	67463	0.0545	0.0422	0.0668	-35.4186	-79.4755	8.6383	11.9457	59.2692	-423.1008	-959.3067	113.1052	-423.1008	-2099.2308	-5061.6719	-12376.2500	-1827.5000	0.5769	1.0000	129	-141.7662	-141.7662	405.5605	0.4257	0.1811	-54580.0000
E4	episode	SEQ	top_0.02%	14	11	3	0.1818	-0.1139	0.4775	-1.0227	-768.2989	766.2535	0.0853	0.4231	-0.0872	-53.2347	53.0602	-1.2500	-0.4327	-284.2466	-882.5000	0.0000	0.1538	0.0698	9	-0.0292	-1.0227	171.5909	0.3636	0.3636	-11.2500
E4	episode	SEQ	top_0.05%	35	22	13	0.0455	-0.0528	0.1437	-131.1364	-460.5487	198.2760	0.1705	0.8462	-22.3643	-75.6388	30.9101	-169.7059	-110.9615	-410.4959	-1068.1250	0.0000	0.2692	0.1318	17	-7.4935	-137.3810	194.0341	0.3182	0.2273	-2885.0000
E4	episode	SEQ	top_0.1%	69	39	30	0.1282	0.0297	0.2267	-34.6474	-277.4899	208.1950	0.3023	1.5000	-10.4748	-79.8550	58.9054	-51.9712	-51.9712	-467.5009	-996.8750	0.0000	0.3077	0.2016	26	-3.5097	-38.6071	260.7372	0.3590	0.2564	-1351.2500
E4	episode	SEQ	top_0.2%	138	59	79	0.1356	0.0277	0.2435	42.7754	-239.2247	324.7756	0.4574	2.2692	19.5640	-105.5741	144.7020	64.7115	97.0673	-570.3184	-1461.8750	0.0000	0.4615	0.3023	39	6.5552	45.8864	317.3729	0.3559	0.2542	2523.7500
E4	episode	SEQ	top_0.5%	345	140	205	0.0929	0.0404	0.1453	-24.2857	-190.5585	141.9871	1.0853	5.3846	-26.3566	-205.5752	152.8621	-45.3333	-130.7692	-1096.1533	-3021.8750	-197.5000	0.5385	0.5814	75	-8.8312	-28.3333	294.5982	0.3714	0.2357	-3400.0000
E4	episode	SEQ	top_1%	690	234	456	0.0940	0.0581	0.1299	27.2650	-106.1963	160.7262	1.8140	9.0000	49.4574	-191.0207	289.9354	58.5321	245.3846	-938.3829	-3382.5000	676.8750	0.4231	0.8450	109	16.5714	33.2292	317.0139	0.3718	0.2479	6380.0000
E4	episode	SEQ	top_2%	1380	319	1061	0.0940	0.0637	0.1244	52.5039	-72.3066	177.3144	2.4729	12.2692	129.8353	-174.1384	433.8090	141.9386	644.1827	-903.3419	-3853.1250	168.1250	0.5000	0.9147	118	43.5032	70.3729	351.6654	0.3950	0.2633	16748.7500
E4	episode	SEQ	top_5%	3450	413	3037	0.0823	0.0564	0.1082	5.8354	-102.1022	113.7729	3.2016	15.8846	18.6822	-325.9700	363.3343	19.2800	92.6923	-1688.0565	-3880.6250	688.7500	0.3846	0.9690	125	6.2597	9.1288	355.0242	0.3995	0.2542	2410.0000
E4	episode	SEQ	top_10%	6900	509	6391	0.0904	0.0647	0.1160	17.6179	-66.5929	101.8286	3.9457	19.5769	69.5155	-260.3037	399.3347	71.1706	344.9038	-1100.3878	-4446.2500	289.3750	0.4615	0.9767	126	23.2922	31.9128	364.6120	0.4106	0.2475	8967.5000
E4	episode	SEQ	top_20%	13801	869	12932	0.0702	0.0520	0.0884	-14.0190	-73.2813	45.2434	6.7364	33.4231	-94.4380	-495.3869	306.5109	-95.1758	-468.5577	-2864.1283	-6310.0000	-478.1250	0.5769	0.9922	128	-31.6429	-35.5175	391.4845	0.4327	0.2014	-12182.5000
E4	episode	SEQ	top_100%	69004	1541	67463	0.0545	0.0422	0.0668	-35.4186	-79.4755	8.6383	11.9457	59.2692	-423.1008	-959.3067	113.1052	-423.1008	-2099.2308	-5061.6719	-12376.2500	-1827.5000	0.5769	1.0000	129	-141.7662	-141.7662	405.5605	0.4257	0.1811	-54580.0000
E4	episode	SHUFFLE	top_0.02%	14	14	0	0.0000	0.0000	0.0000	-305.4464	-683.0304	72.1375	0.1085	0.5385	-33.1492	-74.8711	8.5726	-328.9423	-164.4712	-385.6499	-930.0000	0.0000	0.3846	0.1008	13	-11.1071	-328.9423	134.3750	0.6429	0.1429	-4276.2500
E4	episode	SHUFFLE	top_0.05%	35	35	0	0.0286	-0.0298	0.0869	-136.0714	-412.3228	140.1799	0.2713	1.3462	-36.9186	-110.5599	36.7226	-144.3182	-183.1731	-589.1201	-1656.2500	-5.6250	0.5000	0.2558	33	-12.3701	-140.0735	278.3929	0.5429	0.2000	-4762.5000
E4	episode	SHUFFLE	top_0.1%	69	69	0	0.0290	-0.0108	0.0688	-12.7899	-176.8772	151.2975	0.5349	2.6538	-6.8411	-93.1855	79.5034	-14.9576	-33.9423	-489.2971	-1595.0000	3.7500	0.4615	0.4574	59	-2.2922	-13.3712	257.2464	0.3768	0.1739	-882.5000
E4	episode	SHUFFLE	top_0.2%	138	127	11	0.0630	0.0215	0.1045	23.8878	-107.2983	155.0739	0.9845	4.8846	23.5174	-105.1306	152.1655	36.1161	116.6827	-517.8096	-2000.0000	-90.6250	0.5385	0.6512	84	7.8799	26.3804	278.4941	0.3622	0.1732	3033.7500
E4	episode	SHUFFLE	top_0.5%	345	288	57	0.0486	0.0225	0.0747	-9.9696	-95.2209	75.2816	2.2326	11.0769	-22.2578	-212.0709	167.5554	-25.1864	-110.4327	-1181.7959	-2247.5000	-317.5000	0.6154	0.8837	114	-7.4578	-12.8756	308.5286	0.3646	0.1424	-2871.2500
E4	episode	SHUFFLE	top_1%	690	503	187	0.0517	0.0318	0.0716	-18.3325	-86.2178	49.5528	3.8992	19.3462	-71.4826	-335.8307	192.8656	-71.4826	-354.6635	-1978.4138	-5004.3750	-267.5000	0.5385	1.0000	129	-23.9513	-28.7266	333.9960	0.3817	0.1332	-9221.2500
E4	episode	SHUFFLE	top_2%	1380	798	582	0.0539	0.0381	0.0697	-18.6983	-68.4694	31.0728	6.1860	30.6923	-115.6686	-423.3486	192.0114	-115.6686	-573.8942	-2569.0694	-6473.7500	-1348.1250	0.6538	1.0000	129	-38.7565	-40.4370	358.4195	0.3972	0.1454	-14921.2500
E4	episode	SHUFFLE	top_5%	3450	1234	2216	0.0494	0.0369	0.0619	-25.1631	-63.8889	13.5627	9.5659	47.4615	-240.7074	-613.4393	132.0246	-240.7074	-1194.2788	-3300.4574	-6306.2500	-3553.1250	0.6154	1.0000	129	-80.6526	-80.6526	351.8740	0.4198	0.1370	-31051.2500
E4	episode	SHUFFLE	top_10%	6900	1407	5493	0.0540	0.0414	0.0666	-24.4385	-62.6748	13.7978	10.9070	54.1154	-266.5504	-686.3401	153.2394	-266.5504	-1322.5000	-3570.8716	-6253.1250	-2635.6250	0.7308	1.0000	129	-89.3117	-89.3117	367.9016	0.4392	0.1599	-34385.0000
E4	episode	SHUFFLE	top_20%	13801	1502	12299	0.0539	0.0421	0.0658	-34.9517	-74.9587	5.0552	11.6434	57.7692	-406.9574	-879.6082	65.6935	-406.9574	-2019.1346	-4477.4452	-9941.8750	-2595.0000	0.6538	1.0000	129	-136.3571	-136.3571	382.1280	0.4534	0.1631	-52497.5000
E4	episode	SHUFFLE	top_100%	69004	1541	67463	0.0545	0.0422	0.0668	-35.4186	-79.4755	8.6383	11.9457	59.2692	-423.1008	-959.3067	113.1052	-423.1008	-2099.2308	-5061.6719	-12376.2500	-1827.5000	0.5769	1.0000	129	-141.7662	-141.7662	405.5605	0.4257	0.1811	-54580.0000
E4	episode	COMPOSED	top_0.02%	14	9	5	0.1111	-0.1574	0.3796	83.8889	-479.3165	647.0943	0.0698	0.3462	5.8527	-24.5331	36.2386	94.3750	29.0385	-130.0112	-99.3750	0.0000	0.1154	0.0620	8	1.9610	94.3750	307.6389	0.1111	0.2222	755.0000
E4	episode	COMPOSED	top_0.05%	35	18	17	0.1667	-0.0102	0.3435	215.1389	-90.1661	520.4439	0.1395	0.6923	30.0194	-13.0640	73.1027	258.1667	148.9423	-73.1116	-426.8750	0.0000	0.1923	0.1163	15	10.0584	227.7941	228.8194	0.0556	0.2778	3872.5000
E4	episode	COMPOSED	top_0.1%	69	35	34	0.0857	-0.0103	0.1818	-0.8929	-228.2367	226.4510	0.2713	1.3462	-0.2422	-58.5812	58.0967	-1.2019	-1.2019	-324.6286	-923.7500	0.0000	0.3846	0.2016	26	-0.0812	-0.9470	293.5714	0.2000	0.1429	-31.2500
E4	episode	COMPOSED	top_0.2%	138	58	80	0.1379	0.0396	0.2363	184.4397	-124.3509	493.2302	0.4496	2.2308	82.9264	-53.5515	219.4042	281.5132	411.4423	-236.9222	-851.2500	14.3750	0.3462	0.2946	38	27.7857	191.0268	248.7069	0.2241	0.2414	10697.5000
E4	episode	COMPOSED	top_0.5%	345	115	230	0.0957	0.0447	0.1466	75.1087	-159.3361	309.5535	0.8915	4.4231	66.9574	-139.9865	273.9013	128.9179	332.2115	-729.2368	-2131.2500	-221.8750	0.5385	0.5194	67	22.4351	84.6814	354.9457	0.3826	0.2435	8637.5000
E4	episode	COMPOSED	top_1%	690	180	510	0.0778	0.0369	0.1187	20.9028	-137.5758	179.3813	1.3953	6.9231	29.1667	-190.3584	248.6918	42.2753	144.7115	-750.9949	-1921.8750	-55.6250	0.5385	0.6899	89	9.7727	24.4318	303.9583	0.3722	0.2389	3762.5000
E4	episode	COMPOSED	top_2%	1380	302	1078	0.1126	0.0762	0.1490	115.2401	-12.9424	243.4225	2.3411	11.6154	269.7868	-26.2082	565.7818	310.7366	1338.5577	-128.5857	-3241.2500	1694.3750	0.3846	0.8682	112	90.3961	148.0957	343.5017	0.3642	0.3013	34802.5000
E4	episode	COMPOSED	top_5%	3450	472	2978	0.1038	0.0779	0.1298	33.2415	-51.5669	118.0499	3.6589	18.1538	121.6279	-184.6819	427.9377	123.5433	603.4615	-561.5509	-2671.8750	637.5000	0.4615	0.9845	127	40.7532	47.8354	345.1404	0.3898	0.2648	15690.0000
E4	episode	COMPOSED	top_10%	6900	588	6312	0.0901	0.0674	0.1129	-8.2526	-93.7288	77.2237	4.5581	22.6154	-37.6163	-428.4057	353.1732	-37.6163	-186.6346	-2628.3318	-5949.3750	-916.2500	0.5769	1.0000	129	-12.6039	-13.0444	323.5544	0.3895	0.2313	-4852.5000
E4	episode	COMPOSED	top_20%	13801	873	12928	0.0653	0.0480	0.0826	-9.1452	-69.3587	51.0683	6.7674	33.5769	-61.8895	-470.8580	347.0789	-61.8895	-307.0673	-2911.8636	-8828.7500	841.2500	0.4615	1.0000	129	-20.7370	-20.7370	362.8007	0.4032	0.2314	-7983.7500
E4	episode	COMPOSED	top_100%	69004	1541	67463	0.0545	0.0422	0.0668	-35.4186	-79.4755	8.6383	11.9457	59.2692	-423.1008	-959.3067	113.1052	-423.1008	-2099.2308	-5061.6719	-12376.2500	-1827.5000	0.5769	1.0000	129	-141.7662	-141.7662	405.5605	0.4257	0.1811	-54580.0000
E4	episode	FULL_TF_PREVCUT	top_0.02%_prev_cut	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E4	episode	FULL_TF_PREVCUT	top_0.05%_prev_cut	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E4	episode	FULL_TF_PREVCUT	top_0.1%_prev_cut	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E4	episode	FULL_TF_PREVCUT	top_0.2%_prev_cut	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E4	episode	FULL_TF_PREVCUT	top_0.5%_prev_cut	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E4	episode	FULL_TF_PREVCUT	top_1%_prev_cut	0	0	0	.	.	.	.	.	.	0.0000	0.0000	0.0000	.	.	.	0.0000	.	0.0000	0.0000	0.0000	0.0000	0	0.0000	.	.	.	.	0.0000
E4	episode	FULL_TF_PREVCUT	top_2%_prev_cut	7	2	5	0.0000	0.0000	0.0000	-580.0000	-5344.8268	4184.8268	0.0155	0.0769	-8.9922	-23.9502	5.9657	-580.0000	-44.6154	-121.3494	0.0000	0.0000	0.0769	0.0155	2	-3.0130	-580.0000	381.2500	0.5000	0.0000	-1160.0000
E4	episode	FULL_TF_PREVCUT	top_5%_prev_cut	37	6	31	0.1667	-0.3211	0.6544	238.7500	-763.3846	1240.8846	0.0465	0.2308	11.1047	-19.6044	41.8137	286.5000	55.0962	-104.7261	0.0000	0.0000	0.0769	0.0388	5	3.7208	286.5000	333.3333	0.3333	0.3333	1432.5000
E4	episode	FULL_TF_PREVCUT	top_10%_prev_cut	209	38	171	0.1053	-0.0002	0.2107	-125.2303	-428.6821	178.2216	0.2946	1.4615	-36.8895	-123.7822	50.0032	-169.9554	-183.0288	-618.5375	-1141.2500	-58.7500	0.5000	0.2171	28	-12.3604	-158.6250	399.8355	0.4474	0.2632	-4758.7500
E4	episode	FULL_TF_PREVCUT	top_20%_prev_cut	1804	160	1644	0.1187	0.0624	0.1751	101.9531	-99.1872	303.0935	1.2403	6.1538	126.4535	-118.2786	371.1856	194.1964	627.4038	-804.5349	-2507.5000	-548.7500	0.5769	0.6512	84	42.3701	120.8333	340.1562	0.3500	0.2938	16312.5000
E4	episode	FULL_TF_PREVCUT	top_100%_prev_cut	69004	1541	67463	0.0545	0.0422	0.0668	-35.4186	-79.4755	8.6383	11.9457	59.2692	-423.1008	-959.3067	113.1052	-423.1008	-2099.2308	-5061.6719	-12376.2500	-1827.5000	0.5769	1.0000	129	-141.7662	-141.7662	405.5605	0.4257	0.1811	-54580.0000
E5	candidate	FULL_TF	top_0.02%	31	3	28	0.0000	0.0000	0.0000	-659.1667	-1824.4684	506.1351	0.0233	0.1154	-15.3295	-35.4848	4.8259	-659.1667	-76.0577	-178.0221	-58.7500	0.0000	0.1154	0.0233	3	-5.1098	-659.1667	287.5000	0.6667	0.0000	-1977.5000
E5	candidate	FULL_TF	top_0.05%	76	6	70	0.0000	0.0000	0.0000	-505.0000	-1394.5828	384.5828	0.0465	0.2308	-23.4884	-60.5216	13.5448	-606.0000	-116.5385	-306.0255	-523.7500	0.0000	0.1538	0.0388	5	-7.8295	-606.0000	341.6667	0.6667	0.1667	-3030.0000
E5	candidate	FULL_TF	top_0.1%	153	7	146	0.0000	0.0000	0.0000	-242.5000	-1160.3547	675.3547	0.0543	0.2692	-13.1589	-47.7556	21.4378	-339.5000	-65.2885	-245.1896	-58.7500	0.0000	0.1154	0.0388	5	-4.3863	-339.5000	380.3571	0.5714	0.2857	-1697.5000
E5	candidate	FULL_TF	top_0.2%	306	14	292	0.0000	0.0000	0.0000	-61.2500	-561.5142	439.0142	0.1085	0.5385	-6.6473	-54.0273	40.7327	-71.4583	-32.9808	-303.0248	-542.5000	0.0000	0.1923	0.0930	12	-2.2158	-71.4583	358.0357	0.4286	0.2857	-857.5000
E5	candidate	FULL_TF	top_0.5%	765	33	732	0.0909	-0.0119	0.1937	141.5909	-332.9293	616.1112	0.2558	1.2692	36.2209	-74.7138	147.1556	194.6875	179.7115	-294.8700	-1353.7500	60.0000	0.2308	0.1860	24	12.0736	186.9000	314.0152	0.4545	0.3030	4672.5000
E5	candidate	FULL_TF	top_1%	1529	55	1474	0.0909	0.0160	0.1659	-22.5000	-334.7482	289.7482	0.4264	2.1154	-9.5930	-139.4473	120.2613	-30.9375	-47.5962	-731.4763	-2052.5000	-75.0000	0.5000	0.3101	40	-3.1977	-30.1829	323.1818	0.4727	0.2182	-1237.5000
E5	candidate	FULL_TF	top_2%	3059	80	2979	0.1125	0.0411	0.1839	-55.2344	-299.1809	188.7122	0.6202	3.0769	-34.2539	-185.6593	117.1515	-83.3726	-169.9519	-1003.7380	-2531.2500	-42.5000	0.5000	0.4109	53	-11.4180	-77.5219	292.2656	0.4625	0.2375	-4418.7500
E5	candidate	FULL_TF	top_5%	7647	134	7513	0.1194	0.0656	0.1732	-36.2034	-218.6423	146.2356	1.0388	5.1538	-37.6066	-227.7173	152.5041	-63.8322	-186.5865	-1333.6527	-3255.0000	-331.2500	0.5000	0.5891	76	-12.5355	-52.7310	371.1287	0.4627	0.2612	-4851.2500
E5	candidate	FULL_TF	top_10%	15295	240	15055	0.0833	0.0492	0.1175	-131.2500	-275.0585	12.5585	1.8605	9.2308	-244.1860	-522.4792	34.1071	-294.3925	-1211.5385	-2433.8125	-5182.5000	-888.1250	0.6538	0.8295	107	-81.3953	-194.4444	384.6354	0.5167	0.2250	-31500.0000
E5	candidate	FULL_TF	top_20%	30589	431	30158	0.0905	0.0613	0.1197	-60.1479	-168.4302	48.1344	3.3411	16.5769	-200.9593	-568.5058	166.5871	-202.5293	-997.0673	-2616.2532	-6003.7500	-1352.5000	0.6154	0.9922	128	-66.9864	-100.0917	395.4321	0.4664	0.2274	-25923.7500
E5	candidate	FULL_TF	top_100%	152947	1517	151430	0.0560	0.0444	0.0677	-22.7282	-62.8474	17.3909	11.7597	58.3462	-267.2771	-743.6222	209.0679	-267.2771	-1326.1058	-3732.8668	-8251.2500	-605.0000	0.5385	1.0000	129	-89.0924	-89.0924	371.1973	0.4015	0.1688	-34478.7500
E5	candidate	FULL_NOTF	top_0.02%	31	2	29	0.0000	0.0000	0.0000	-836.2500	-2027.4567	354.9567	0.0155	0.0769	-12.9651	-31.1490	5.2188	-836.2500	-64.3269	-156.7371	0.0000	0.0000	0.0769	0.0155	2	-4.3217	-836.2500	156.2500	0.5000	0.0000	-1672.5000
E5	candidate	FULL_NOTF	top_0.05%	76	2	74	0.0000	0.0000	0.0000	-836.2500	-2027.4567	354.9567	0.0155	0.0769	-12.9651	-31.1490	5.2188	-836.2500	-64.3269	-156.7371	0.0000	0.0000	0.0769	0.0155	2	-4.3217	-836.2500	156.2500	0.5000	0.0000	-1672.5000
E5	candidate	FULL_NOTF	top_0.1%	153	4	149	0.0000	0.0000	0.0000	-580.0000	-1425.1617	265.1617	0.0310	0.1538	-17.9845	-38.6076	2.6386	-773.3333	-89.2308	-192.3169	-323.7500	0.0000	0.1154	0.0233	3	-5.9948	-773.3333	393.7500	0.5000	0.0000	-2320.0000
E5	candidate	FULL_NOTF	top_0.2%	306	8	298	0.1250	-0.2040	0.4540	-284.6875	-1279.1126	709.7376	0.0620	0.3077	-17.6550	-61.9254	26.6153	-455.5000	-87.5962	-317.5956	-465.0000	0.0000	0.1154	0.0388	5	-5.8850	-455.5000	340.6250	0.6250	0.2500	-2277.5000
E5	candidate	FULL_NOTF	top_0.5%	765	14	751	0.1429	-0.0650	0.3507	225.3571	-662.9615	1113.6758	0.1085	0.5385	24.4574	-56.1998	105.1145	286.8182	121.3462	-293.4479	-881.2500	0.0000	0.1923	0.0853	11	8.1525	286.8182	438.3929	0.4286	0.2857	3155.0000
E5	candidate	FULL_NOTF	top_1%	1529	27	1502	0.1111	-0.0164	0.2386	-48.5185	-586.5157	489.4787	0.2093	1.0385	-10.1550	-115.6030	95.2929	-62.3810	-50.3846	-644.6975	-1275.0000	0.0000	0.3846	0.1628	21	-3.3850	-62.3810	306.0185	0.5556	0.2222	-1310.0000
E5	candidate	FULL_NOTF	top_2%	3059	52	3007	0.0962	0.0076	0.1847	32.3798	-433.7877	498.5473	0.4031	2.0000	13.0523	-165.0510	191.1556	54.3145	64.7596	-869.0110	-2348.1250	0.0000	0.3462	0.2403	31	4.3508	52.6172	411.4183	0.5385	0.2308	1683.7500
E5	candidate	FULL_NOTF	top_5%	7647	111	7536	0.1622	0.0926	0.2317	-0.4392	-229.5818	228.7034	0.8605	4.2692	-0.3779	-195.0949	194.3391	-0.7276	-1.8750	-896.2522	-2390.0000	-548.7500	0.6154	0.5194	67	-0.1260	-0.6414	383.6149	0.5045	0.2793	-48.7500
E5	candidate	FULL_NOTF	top_10%	15295	214	15081	0.1449	0.0957	0.1940	-46.8516	-204.2083	110.5051	1.6589	8.2308	-77.7229	-340.7159	185.2701	-97.3422	-385.6250	-1734.2317	-3950.0000	-1310.0000	0.5769	0.7984	103	-25.9076	-71.6161	432.0970	0.5047	0.2336	-10026.2500
E5	candidate	FULL_NOTF	top_20%	30589	429	30160	0.0956	0.0664	0.1248	-56.8648	-157.7178	43.9882	3.3256	16.5000	-189.1085	-529.2955	151.0784	-190.5859	-938.2692	-2631.2704	-6552.5000	-655.6250	0.5385	0.9922	128	-63.0362	-97.5800	406.7016	0.4639	0.2308	-24395.0000
E5	candidate	FULL_NOTF	top_100%	152947	1517	151430	0.0560	0.0444	0.0677	-22.7282	-62.8474	17.3909	11.7597	58.3462	-267.2771	-743.6222	209.0679	-267.2771	-1326.1058	-3732.8668	-8251.2500	-605.0000	0.5385	1.0000	129	-89.0924	-89.0924	371.1973	0.4015	0.1688	-34478.7500
E5	candidate	TEACHER	top_0.02%	31	8	23	0.0000	0.0000	0.0000	-122.1875	-1024.8002	780.4252	0.0620	0.3077	-7.5775	-51.1338	35.9788	-139.6429	-37.5962	-251.0403	-198.7500	0.0000	0.1154	0.0543	7	-2.5258	-139.6429	340.6250	0.5000	0.1250	-977.5000
