# PORT M2 M2.SEQ raw-event sequence model at candidate grain (lane=port-m2-seqtest; seed=20260813; device=NVIDIA RTX PRO 6000 Blackwell Workstation Edition)
# ALL TEN (unit x N) cells for every arm, pooled E3-E8, so the selection-unit choice can never again do invisible work in this lane.
arm	unit	topn	n_takes	n_seated	forfeit_pct	usd_per_session	capture_oracle	co_lo	co_hi
GBT	cell	1	6960	6956	0.1	204.62	0.0692	0.0489	0.0894
GBT	cell	2	13920	7087	49.1	142.04	0.048	0.0278	0.0683
GBT	cell	3	20880	7168	65.7	97.39	0.0329	0.0126	0.0533
GBT	cell	5	34799	7398	78.7	51.98	0.0176	-0.003	0.0381
GBT	cell	8	55667	7717	86.1	-15.91	-0.0054	-0.0265	0.0158
GBT	session	1	2320	2320	0.0	110.89	0.0375	0.0236	0.0514
GBT	session	2	4640	2450	47.2	106.28	0.0359	0.0217	0.0501
GBT	session	3	6960	2527	63.7	80.17	0.0271	0.0129	0.0413
GBT	session	5	11600	2724	76.5	54.15	0.0183	0.0036	0.033
GBT	session	8	18560	2966	84.0	18.09	0.0061	-0.0093	0.0215
GBT_CRE26	cell	1	6960	6956	0.1	203.65	0.0688	0.0493	0.0883
GBT_CRE26	cell	2	13920	7082	49.1	170.4	0.0576	0.0377	0.0774
GBT_CRE26	cell	3	20880	7197	65.5	105.25	0.0356	0.0153	0.0559
GBT_CRE26	cell	5	34799	7399	78.7	46.94	0.0159	-0.0049	0.0366
GBT_CRE26	cell	8	55667	7710	86.1	-30.16	-0.0102	-0.0317	0.0113
GBT_CRE26	session	1	2320	2320	0.0	133.54	0.0451	0.0306	0.0597
GBT_CRE26	session	2	4640	2435	47.5	119.06	0.0402	0.0257	0.0547
GBT_CRE26	session	3	6960	2547	63.4	91.22	0.0308	0.016	0.0456
GBT_CRE26	session	5	11600	2713	76.6	68.67	0.0232	0.0083	0.0382
GBT_CRE26	session	8	18560	2971	84.0	36.55	0.0124	-0.0032	0.0279
GBT_CRE26_MAECAP	cell	1	6960	6958	0.0	197.2	0.0667	0.0473	0.086
GBT_CRE26_MAECAP	cell	2	13920	7098	49.0	135.72	0.0459	0.0259	0.0658
GBT_CRE26_MAECAP	cell	3	20880	7224	65.4	85.34	0.0288	0.009	0.0487
GBT_CRE26_MAECAP	cell	5	34799	7452	78.6	3.75	0.0013	-0.0195	0.022
GBT_CRE26_MAECAP	cell	8	55667	7808	86.0	-59.82	-0.0202	-0.0426	0.0021
GBT_CRE26_MAECAP	session	1	2320	2320	0.0	107.47	0.0363	0.0223	0.0504
GBT_CRE26_MAECAP	session	2	4640	2434	47.5	87.89	0.0297	0.0149	0.0445
GBT_CRE26_MAECAP	session	3	6960	2546	63.4	80.32	0.0271	0.0125	0.0418
GBT_CRE26_MAECAP	session	5	11600	2759	76.2	45.26	0.0153	-0.0002	0.0308
GBT_CRE26_MAECAP	session	8	18560	3025	83.7	8.16	0.0028	-0.0137	0.0192
GBT_M3FEATURES	cell	1	6960	6956	0.1	204.62	0.0692	0.0489	0.0894
GBT_M3FEATURES	cell	2	13920	7087	49.1	142.04	0.048	0.0278	0.0683
GBT_M3FEATURES	cell	3	20880	7168	65.7	97.39	0.0329	0.0126	0.0533
GBT_M3FEATURES	cell	5	34799	7398	78.7	51.98	0.0176	-0.003	0.0381
GBT_M3FEATURES	cell	8	55667	7717	86.1	-15.91	-0.0054	-0.0265	0.0158
GBT_M3FEATURES	session	1	2320	2320	0.0	110.89	0.0375	0.0236	0.0514
GBT_M3FEATURES	session	2	4640	2450	47.2	106.28	0.0359	0.0217	0.0501
GBT_M3FEATURES	session	3	6960	2527	63.7	80.17	0.0271	0.0129	0.0413
GBT_M3FEATURES	session	5	11600	2724	76.5	54.15	0.0183	0.0036	0.033
GBT_M3FEATURES	session	8	18560	2966	84.0	18.09	0.0061	-0.0093	0.0215
GBT_MAECAP	cell	1	6960	6957	0.0	209.78	0.0709	0.0509	0.0909
GBT_MAECAP	cell	2	13920	7095	49.0	155.96	0.0527	0.0326	0.0728
GBT_MAECAP	cell	3	20880	7203	65.5	118.37	0.04	0.0196	0.0604
GBT_MAECAP	cell	5	34799	7417	78.7	58.58	0.0198	-0.0007	0.0403
GBT_MAECAP	cell	8	55667	7766	86.0	-6.05	-0.002	-0.0233	0.0192
GBT_MAECAP	session	1	2320	2320	0.0	130.32	0.0441	0.0301	0.058
GBT_MAECAP	session	2	4640	2463	46.9	114.31	0.0386	0.0243	0.053
GBT_MAECAP	session	3	6960	2553	63.3	94.44	0.0319	0.0174	0.0464
GBT_MAECAP	session	5	11600	2747	76.3	78.81	0.0266	0.0116	0.0417
GBT_MAECAP	session	8	18560	3012	83.8	44.24	0.015	-0.0006	0.0306
GBT_SHUFFLED	cell	1	6960	6956	0.1	-129.01	-0.0436	-0.0601	-0.0271
GBT_SHUFFLED	cell	2	13920	7566	45.6	-101.17	-0.0342	-0.0541	-0.0143
GBT_SHUFFLED	cell	3	20880	7966	61.8	-147.31	-0.0498	-0.0713	-0.0283
GBT_SHUFFLED	cell	5	34799	8479	75.6	-177.97	-0.0602	-0.0831	-0.0372
GBT_SHUFFLED	cell	8	55667	8905	84.0	-170.3	-0.0576	-0.0817	-0.0335
GBT_SHUFFLED	session	1	2320	2320	0.0	-30.03	-0.0102	-0.0213	0.0009
GBT_SHUFFLED	session	2	4640	3195	31.1	-30.63	-0.0104	-0.0247	0.004
GBT_SHUFFLED	session	3	6960	3787	45.6	-39.55	-0.0134	-0.0289	0.0021
GBT_SHUFFLED	session	5	11600	4600	60.3	-79.61	-0.0269	-0.0441	-0.0097
GBT_SHUFFLED	session	8	18560	5449	70.6	-106.96	-0.0362	-0.0549	-0.0174
LADDER_cnn_10M_L256	cell	1	6960	6959	0.0	-124.66	-0.0421	-0.0607	-0.0236
LADDER_cnn_10M_L256	cell	2	13920	7562	45.7	-130.49	-0.0441	-0.0656	-0.0226
LADDER_cnn_10M_L256	cell	3	20880	7905	62.1	-135.39	-0.0458	-0.0685	-0.023
LADDER_cnn_10M_L256	cell	5	34799	8420	75.8	-129.16	-0.0437	-0.0676	-0.0197
LADDER_cnn_10M_L256	cell	8	55667	8816	84.2	-110.44	-0.0373	-0.0619	-0.0127
LADDER_cnn_10M_L256	session	1	2320	2320	0.0	-48.24	-0.0163	-0.029	-0.0036
LADDER_cnn_10M_L256	session	2	4640	2983	35.7	-49.56	-0.0168	-0.0321	-0.0014
LADDER_cnn_10M_L256	session	3	6960	3437	50.6	-57.87	-0.0196	-0.0365	-0.0027
LADDER_cnn_10M_L256	session	5	11600	4064	65.0	-91.25	-0.0308	-0.0488	-0.0129
LADDER_cnn_10M_L256	session	8	18560	4678	74.8	-65.76	-0.0222	-0.0423	-0.0022
LADDER_cnn_1M_L1024	cell	1	6960	6959	0.0	-115.71	-0.0391	-0.0561	-0.0221
LADDER_cnn_1M_L1024	cell	2	13920	7430	46.6	-133.61	-0.0452	-0.0645	-0.0258
LADDER_cnn_1M_L1024	cell	3	20880	7754	62.9	-143.0	-0.0483	-0.0686	-0.0281
LADDER_cnn_1M_L1024	cell	5	34799	8196	76.4	-129.37	-0.0437	-0.0647	-0.0228
LADDER_cnn_1M_L1024	cell	8	55667	8623	84.5	-103.13	-0.0349	-0.0584	-0.0114
LADDER_cnn_1M_L1024	session	1	2320	2320	0.0	-31.17	-0.0105	-0.0222	0.0011
LADDER_cnn_1M_L1024	session	2	4640	2942	36.6	-34.16	-0.0115	-0.0255	0.0024
LADDER_cnn_1M_L1024	session	3	6960	3378	51.5	-53.75	-0.0182	-0.0335	-0.0028
LADDER_cnn_1M_L1024	session	5	11600	3997	65.5	-32.02	-0.0108	-0.0274	0.0057
LADDER_cnn_1M_L1024	session	8	18560	4607	75.2	-34.19	-0.0116	-0.0296	0.0065
LADDER_cnn_1M_L256	cell	1	6960	6959	0.0	-99.53	-0.0336	-0.0508	-0.0165
LADDER_cnn_1M_L256	cell	2	13920	7495	46.2	-76.38	-0.0258	-0.0465	-0.0052
LADDER_cnn_1M_L256	cell	3	20880	7858	62.4	-112.99	-0.0382	-0.0602	-0.0162
LADDER_cnn_1M_L256	cell	5	34799	8323	76.1	-97.84	-0.0331	-0.056	-0.0101
LADDER_cnn_1M_L256	cell	8	55667	8666	84.4	-95.78	-0.0324	-0.0565	-0.0082
LADDER_cnn_1M_L256	session	1	2320	2320	0.0	-29.4	-0.0099	-0.0221	0.0022
LADDER_cnn_1M_L256	session	2	4640	3002	35.3	-43.62	-0.0147	-0.0301	0.0006
LADDER_cnn_1M_L256	session	3	6960	3420	50.9	-36.18	-0.0122	-0.029	0.0046
LADDER_cnn_1M_L256	session	5	11600	3996	65.6	-31.0	-0.0105	-0.0277	0.0067
LADDER_cnn_1M_L256	session	8	18560	4613	75.1	-21.63	-0.0073	-0.0264	0.0118
LADDER_cnn_1M_L4096	cell	1	6960	6960	0.0	-90.43	-0.0306	-0.0473	-0.0139
LADDER_cnn_1M_L4096	cell	2	13920	7381	47.0	-73.89	-0.025	-0.0437	-0.0063
LADDER_cnn_1M_L4096	cell	3	20880	7689	63.2	-78.43	-0.0265	-0.0458	-0.0072
LADDER_cnn_1M_L4096	cell	5	34799	8192	76.5	-130.14	-0.044	-0.0646	-0.0233
LADDER_cnn_1M_L4096	cell	8	55667	8632	84.5	-155.3	-0.0525	-0.0755	-0.0295
LADDER_cnn_1M_L4096	session	1	2320	2320	0.0	-39.41	-0.0133	-0.0241	-0.0025
LADDER_cnn_1M_L4096	session	2	4640	2910	37.3	-43.05	-0.0146	-0.0271	-0.002
LADDER_cnn_1M_L4096	session	3	6960	3326	52.2	-31.4	-0.0106	-0.0247	0.0034
LADDER_cnn_1M_L4096	session	5	11600	3925	66.2	-72.04	-0.0244	-0.0399	-0.0088
LADDER_cnn_1M_L4096	session	8	18560	4487	75.8	-51.01	-0.0172	-0.034	-0.0005
LADDER_trf_10M_L256	cell	1	6960	6959	0.0	-102.43	-0.0346	-0.0511	-0.0181
LADDER_trf_10M_L256	cell	2	13920	7556	45.7	-104.17	-0.0352	-0.0545	-0.0159
LADDER_trf_10M_L256	cell	3	20880	7957	61.9	-98.47	-0.0333	-0.0544	-0.0121
LADDER_trf_10M_L256	cell	5	34799	8442	75.7	-131.12	-0.0443	-0.0682	-0.0204
LADDER_trf_10M_L256	cell	8	55667	8902	84.0	-122.78	-0.0415	-0.0658	-0.0172
LADDER_trf_10M_L256	session	1	2320	2320	0.0	-34.47	-0.0117	-0.023	-0.0003
LADDER_trf_10M_L256	session	2	4640	3063	34.0	-49.91	-0.0169	-0.0311	-0.0026
LADDER_trf_10M_L256	session	3	6960	3549	49.0	-82.25	-0.0278	-0.0431	-0.0125
LADDER_trf_10M_L256	session	5	11600	4245	63.4	-84.9	-0.0287	-0.0461	-0.0113
LADDER_trf_10M_L256	session	8	18560	4994	73.1	-53.5	-0.0181	-0.0378	0.0016
LADDER_trf_1M_L1024	cell	1	6960	6959	0.0	-79.88	-0.027	-0.044	-0.01
LADDER_trf_1M_L1024	cell	2	13920	7524	45.9	-84.82	-0.0287	-0.0475	-0.0099
LADDER_trf_1M_L1024	cell	3	20880	7937	62.0	-127.36	-0.043	-0.0635	-0.0226
LADDER_trf_1M_L1024	cell	5	34799	8436	75.8	-130.03	-0.044	-0.0673	-0.0206
