# PORT M2 M2.SEQ raw-event sequence model at candidate grain (lane=port-m2-seqtest; seed=20260813; device=NVIDIA RTX PRO 6000 Blackwell Workstation Edition)
# ALL TEN (unit x N) cells for every arm, pooled E3-E8, so the selection-unit choice can never again do invisible work in this lane.
arm	unit	topn	n_takes	n_seated	forfeit_pct	usd_per_session	capture_oracle	co_lo	co_hi
LADDER_trf_1M_L1024	cell	8	55667	8912	84.0	-175.68	-0.0594	-0.0838	-0.0349
LADDER_trf_1M_L1024	session	1	2320	2320	0.0	-4.58	-0.0015	-0.0138	0.0107
LADDER_trf_1M_L1024	session	2	4640	2986	35.6	-19.74	-0.0067	-0.0207	0.0074
LADDER_trf_1M_L1024	session	3	6960	3445	50.5	-60.07	-0.0203	-0.0348	-0.0058
LADDER_trf_1M_L1024	session	5	11600	4111	64.6	-57.99	-0.0196	-0.0369	-0.0023
LADDER_trf_1M_L1024	session	8	18560	4813	74.1	-78.3	-0.0265	-0.0456	-0.0074
LADDER_trf_1M_L256	cell	1	6960	6960	0.0	-83.93	-0.0284	-0.0462	-0.0106
LADDER_trf_1M_L256	cell	2	13920	7572	45.6	-63.87	-0.0216	-0.0416	-0.0016
LADDER_trf_1M_L256	cell	3	20880	7962	61.9	-61.04	-0.0206	-0.0413	0.0001
LADDER_trf_1M_L256	cell	5	34799	8448	75.7	-66.22	-0.0224	-0.0444	-0.0003
LADDER_trf_1M_L256	cell	8	55667	8866	84.1	-118.6	-0.0401	-0.0637	-0.0164
LADDER_trf_1M_L256	session	1	2320	2320	0.0	-7.0	-0.0024	-0.0143	0.0095
LADDER_trf_1M_L256	session	2	4640	2995	35.5	11.02	0.0037	-0.0113	0.0187
LADDER_trf_1M_L256	session	3	6960	3470	50.1	20.22	0.0068	-0.0092	0.0229
LADDER_trf_1M_L256	session	5	11600	4163	64.1	-1.93	-0.0007	-0.018	0.0167
LADDER_trf_1M_L256	session	8	18560	4907	73.6	-38.88	-0.0131	-0.0327	0.0064
LMART2_CLASS	cell	1	6960	6960	0.0	-17.31	-0.0058	-0.027	0.0154
LMART2_CLASS	cell	2	13920	7173	48.5	-35.61	-0.012	-0.0347	0.0106
LMART2_CLASS	cell	3	20880	7333	64.9	-80.25	-0.0271	-0.0503	-0.0039
LMART2_CLASS	cell	5	34799	7620	78.1	-101.69	-0.0344	-0.0578	-0.0109
LMART2_CLASS	cell	8	55667	7991	85.6	-142.78	-0.0483	-0.073	-0.0235
LMART2_CLASS	session	1	2320	2320	0.0	19.64	0.0066	-0.008	0.0213
LMART2_CLASS	session	2	4640	2706	41.7	-2.72	-0.0009	-0.0166	0.0148
LMART2_CLASS	session	3	6960	2983	57.1	-18.57	-0.0063	-0.0233	0.0108
LMART2_CLASS	session	5	11600	3360	71.0	-54.01	-0.0183	-0.0363	-0.0002
LMART2_CLASS	session	8	18560	3800	79.5	-73.23	-0.0248	-0.0445	-0.005
LMART2_CLASS_MEM_CRE26	cell	1	6960	6960	0.0	5.79	0.002	-0.0183	0.0222
LMART2_CLASS_MEM_CRE26	cell	2	13920	7198	48.3	-69.33	-0.0234	-0.0448	-0.0021
LMART2_CLASS_MEM_CRE26	cell	3	20880	7388	64.6	-67.94	-0.023	-0.045	-0.001
LMART2_CLASS_MEM_CRE26	cell	5	34799	7688	77.9	-116.73	-0.0395	-0.0615	-0.0175
LMART2_CLASS_MEM_CRE26	cell	8	55667	8054	85.5	-103.85	-0.0351	-0.0588	-0.0114
LMART2_CLASS_MEM_CRE26	session	1	2320	2320	0.0	49.54	0.0167	0.0015	0.032
LMART2_CLASS_MEM_CRE26	session	2	4640	2654	42.8	18.46	0.0062	-0.0099	0.0224
LMART2_CLASS_MEM_CRE26	session	3	6960	2900	58.3	6.47	0.0022	-0.0149	0.0193
LMART2_CLASS_MEM_CRE26	session	5	11600	3246	72.0	-34.96	-0.0118	-0.03	0.0064
LMART2_CLASS_MEM_CRE26	session	8	18560	3710	80.0	-42.8	-0.0145	-0.0341	0.0051
LMART2_DAY	cell	1	6960	6958	0.0	-1.34	-0.0005	-0.021	0.0201
LMART2_DAY	cell	2	13920	7096	49.0	-6.61	-0.0022	-0.0233	0.0189
LMART2_DAY	cell	3	20880	7238	65.3	-54.69	-0.0185	-0.0389	0.0019
LMART2_DAY	cell	5	34799	7443	78.6	-74.48	-0.0252	-0.0465	-0.0038
LMART2_DAY	cell	8	55667	7672	86.2	-94.92	-0.0321	-0.0543	-0.0099
LMART2_DAY	session	1	2320	2320	0.0	56.87	0.0192	0.0042	0.0342
LMART2_DAY	session	2	4640	2591	44.2	48.92	0.0165	0.0008	0.0323
LMART2_DAY	session	3	6960	2852	59.0	24.01	0.0081	-0.0081	0.0243
LMART2_DAY	session	5	11600	3230	72.2	14.52	0.0049	-0.0127	0.0225
LMART2_DAY	session	8	18560	3676	80.2	-2.66	-0.0009	-0.0194	0.0176
LMART2_DAY_CRE26	cell	1	6960	6959	0.0	-20.0	-0.0068	-0.0298	0.0162
LMART2_DAY_CRE26	cell	2	13920	7144	48.7	-71.63	-0.0242	-0.0476	-0.0009
LMART2_DAY_CRE26	cell	3	20880	7297	65.1	-86.15	-0.0291	-0.0517	-0.0065
LMART2_DAY_CRE26	cell	5	34799	7567	78.3	-123.48	-0.0417	-0.0651	-0.0183
LMART2_DAY_CRE26	cell	8	55667	7868	85.9	-160.47	-0.0542	-0.079	-0.0295
LMART2_DAY_CRE26	session	1	2320	2320	0.0	25.26	0.0085	-0.0083	0.0254
LMART2_DAY_CRE26	session	2	4640	2705	41.7	2.02	0.0007	-0.0167	0.0181
LMART2_DAY_CRE26	session	3	6960	2984	57.1	1.45	0.0005	-0.0172	0.0181
LMART2_DAY_CRE26	session	5	11600	3450	70.3	-44.41	-0.015	-0.0338	0.0038
LMART2_DAY_CRE26	session	8	18560	3967	78.6	-67.93	-0.023	-0.0421	-0.0038
LMART2_DAY_MEM	cell	1	6960	6953	0.1	-45.45	-0.0154	-0.0365	0.0058
LMART2_DAY_MEM	cell	2	13920	7064	49.3	-57.87	-0.0196	-0.0423	0.0032
LMART2_DAY_MEM	cell	3	20880	7186	65.6	-107.46	-0.0363	-0.0586	-0.014
LMART2_DAY_MEM	cell	5	34799	7361	78.8	-128.36	-0.0434	-0.0656	-0.0212
LMART2_DAY_MEM	cell	8	55667	7611	86.3	-138.39	-0.0468	-0.0697	-0.0239
LMART2_DAY_MEM	session	1	2320	2320	0.0	5.85	0.002	-0.0129	0.0169
LMART2_DAY_MEM	session	2	4640	2621	43.5	9.52	0.0032	-0.0135	0.0199
LMART2_DAY_MEM	session	3	6960	2850	59.1	14.49	0.0049	-0.0119	0.0217
LMART2_DAY_MEM	session	5	11600	3198	72.4	3.02	0.001	-0.0163	0.0183
LMART2_DAY_MEM	session	8	18560	3598	80.6	-29.95	-0.0101	-0.0278	0.0076
LMART2_DAY_MEM_CRE26	cell	1	6960	6956	0.1	4.37	0.0015	-0.02	0.023
LMART2_DAY_MEM_CRE26	cell	2	13920	7085	49.1	-12.54	-0.0042	-0.0263	0.0178
LMART2_DAY_MEM_CRE26	cell	3	20880	7215	65.4	-29.78	-0.0101	-0.0329	0.0127
LMART2_DAY_MEM_CRE26	cell	5	34799	7405	78.7	-52.2	-0.0176	-0.0421	0.0068
LMART2_DAY_MEM_CRE26	cell	8	55667	7648	86.3	-85.06	-0.0288	-0.0523	-0.0052
LMART2_DAY_MEM_CRE26	session	1	2320	2320	0.0	54.6	0.0185	0.003	0.0339
LMART2_DAY_MEM_CRE26	session	2	4640	2661	42.7	33.83	0.0114	-0.0046	0.0275
LMART2_DAY_MEM_CRE26	session	3	6960	2940	57.8	29.04	0.0098	-0.0067	0.0263
LMART2_DAY_MEM_CRE26	session	5	11600	3385	70.8	-11.24	-0.0038	-0.022	0.0144
LMART2_DAY_MEM_CRE26	session	8	18560	3877	79.1	-15.13	-0.0051	-0.0239	0.0137
LMART_ALLDATA_CLASSGRP	cell	1	6960	6960	0.0	21.22	0.0072	-0.0136	0.028
LMART_ALLDATA_CLASSGRP	cell	2	13920	7210	48.2	-43.44	-0.0147	-0.0359	0.0066
LMART_ALLDATA_CLASSGRP	cell	3	20880	7402	64.5	-59.11	-0.02	-0.0424	0.0025
LMART_ALLDATA_CLASSGRP	cell	5	34799	7698	77.9	-88.37	-0.0299	-0.0523	-0.0074
LMART_ALLDATA_CLASSGRP	cell	8	55667	8054	85.5	-133.0	-0.045	-0.0673	-0.0226
LMART_ALLDATA_CLASSGRP	session	1	2320	2320	0.0	43.83	0.0148	0.0001	0.0295
LMART_ALLDATA_CLASSGRP	session	2	4640	2693	42.0	-0.93	-0.0003	-0.0164	0.0158
LMART_ALLDATA_CLASSGRP	session	3	6960	2971	57.3	16.32	0.0055	-0.0118	0.0228
LMART_ALLDATA_CLASSGRP	session	5	11600	3402	70.7	-11.15	-0.0038	-0.0223	0.0148
LMART_ALLDATA_CLASSGRP	session	8	18560	3881	79.1	-57.56	-0.0195	-0.0391	0.0002
LMART_ALLDATA_NOTF	cell	1	6960	6960	0.0	705.89	0.2386	0.2124	0.2648
LMART_ALLDATA_NOTF	cell	2	13920	7143	48.7	536.32	0.1813	0.155	0.2076
LMART_ALLDATA_NOTF	cell	3	20880	7318	65.0	442.91	0.1497	0.1237	0.1757
LMART_ALLDATA_NOTF	cell	5	34799	7666	78.0	287.75	0.0973	0.0714	0.1232
LMART_ALLDATA_NOTF	cell	8	55667	8099	85.5	76.83	0.026	-0.0003	0.0523
LMART_ALLDATA_NOTF	session	1	2320	2320	0.0	222.74	0.0753	0.0593	0.0912
LMART_ALLDATA_NOTF	session	2	4640	2862	38.3	224.04	0.0757	0.0585	0.0929
LMART_ALLDATA_NOTF	session	3	6960	3282	52.8	197.44	0.0667	0.0484	0.0851
LMART_ALLDATA_NOTF	session	5	11600	3944	66.0	179.56	0.0607	0.0409	0.0805
LMART_ALLDATA_NOTF	session	8	18560	4746	74.4	142.84	0.0483	0.0279	0.0687
LMART_ALLDATA_SHUFFLED	cell	1	6960	6955	0.1	-129.85	-0.0439	-0.0615	-0.0263
LMART_ALLDATA_SHUFFLED	cell	2	13920	7311	47.5	-122.29	-0.0413	-0.06	-0.0227
LMART_ALLDATA_SHUFFLED	cell	3	20880	7547	63.9	-107.6	-0.0364	-0.0557	-0.017
LMART_ALLDATA_SHUFFLED	cell	5	34799	7826	77.5	-121.98	-0.0412	-0.0616	-0.0209
LMART_ALLDATA_SHUFFLED	cell	8	55667	8143	85.4	-127.97	-0.0433	-0.0649	-0.0216
LMART_ALLDATA_SHUFFLED	session	1	2320	2320	0.0	-66.6	-0.0225	-0.0343	-0.0107
LMART_ALLDATA_SHUFFLED	session	2	4640	3035	34.6	-77.18	-0.0261	-0.0398	-0.0124
LMART_ALLDATA_SHUFFLED	session	3	6960	3514	49.5	-86.84	-0.0294	-0.0436	-0.0151
LMART_ALLDATA_SHUFFLED	session	5	11600	4124	64.4	-85.75	-0.029	-0.045	-0.013
LMART_ALLDATA_SHUFFLED	session	8	18560	4688	74.7	-79.36	-0.0268	-0.0442	-0.0095
LMART_CELL	cell	1	6960	6958	0.0	494.01	0.167	0.1407	0.1932
LMART_CELL	cell	2	13920	7131	48.8	396.17	0.1339	0.1076	0.1602
LMART_CELL	cell	3	20880	7301	65.0	346.79	0.1172	0.0888	0.1457
LMART_CELL	cell	5	34799	7608	78.1	212.8	0.0719	0.0452	0.0987
LMART_CELL	cell	8	55667	8022	85.6	54.3	0.0184	-0.0099	0.0466
LMART_CELL	session	1	2320	2320	0.0	149.09	0.0504	0.0356	0.0652
LMART_CELL	session	2	4640	2839	38.8	165.55	0.056	0.0395	0.0724
LMART_CELL	session	3	6960	3271	53.0	174.16	0.0589	0.0395	0.0783
LMART_CELL	session	5	11600	3875	66.6	167.24	0.0565	0.0348	0.0782
LMART_CELL	session	8	18560	4642	75.0	139.41	0.0471	0.0243	0.07
LMART_CELL_ALLDATA	cell	1	6960	6960	0.0	939.82	0.3177	0.2886	0.3467
LMART_CELL_ALLDATA	cell	2	13920	7129	48.8	789.43	0.2668	0.2384	0.2952
LMART_CELL_ALLDATA	cell	3	20880	7302	65.0	658.42	0.2226	0.1939	0.2512
LMART_CELL_ALLDATA	cell	5	34799	7657	78.0	455.01	0.1538	0.1248	0.1828
LMART_CELL_ALLDATA	cell	8	55667	8141	85.4	123.18	0.0416	0.0128	0.0705
LMART_CELL_ALLDATA	session	1	2320	2320	0.0	255.11	0.0862	0.0701	0.1024
LMART_CELL_ALLDATA	session	2	4640	2797	39.7	264.08	0.0893	0.0715	0.107
LMART_CELL_ALLDATA	session	3	6960	3173	54.4	264.85	0.0895	0.0708	0.1082
LMART_CELL_ALLDATA	session	5	11600	3817	67.1	258.18	0.0873	0.0659	0.1087
LMART_CELL_ALLDATA	session	8	18560	4602	75.2	253.54	0.0857	0.0624	0.109
LMART_CELL_NOTF	cell	1	6960	6958	0.0	420.83	0.1422	0.1178	0.1667
LMART_CELL_NOTF	cell	2	13920	7182	48.4	260.97	0.0882	0.0632	0.1132
LMART_CELL_NOTF	cell	3	20880	7392	64.6	181.25	0.0613	0.0366	0.0859
LMART_CELL_NOTF	cell	5	34799	7769	77.7	44.62	0.0151	-0.0105	0.0406
LMART_CELL_NOTF	cell	8	55667	8269	85.1	-146.32	-0.0495	-0.0755	-0.0234
LMART_CELL_NOTF	session	1	2320	2320	0.0	167.27	0.0565	0.0412	0.0719
LMART_CELL_NOTF	session	2	4640	2883	37.9	164.45	0.0556	0.039	0.0721
LMART_CELL_NOTF	session	3	6960	3320	52.3	151.05	0.0511	0.0331	0.069
LMART_CELL_NOTF	session	5	11600	4095	64.7	125.41	0.0424	0.0228	0.062
LMART_CELL_NOTF	session	8	18560	4997	73.1	78.29	0.0265	0.0055	0.0474
LMART_CELL_SHUFFLED	cell	1	6960	6958	0.0	-151.81	-0.0513	-0.0697	-0.0329
LMART_CELL_SHUFFLED	cell	2	13920	7355	47.2	-162.66	-0.055	-0.0749	-0.0351
LMART_CELL_SHUFFLED	cell	3	20880	7625	63.5	-165.86	-0.0561	-0.0776	-0.0345
LMART_CELL_SHUFFLED	cell	5	34799	7950	77.2	-182.34	-0.0616	-0.084	-0.0393
LMART_CELL_SHUFFLED	cell	8	55667	8269	85.1	-174.59	-0.059	-0.0821	-0.0359
LMART_CELL_SHUFFLED	session	1	2320	2320	0.0	-45.49	-0.0154	-0.0267	-0.004
LMART_CELL_SHUFFLED	session	2	4640	3148	32.2	-63.09	-0.0213	-0.0348	-0.0078
LMART_CELL_SHUFFLED	session	3	6960	3633	47.8	-80.69	-0.0273	-0.0421	-0.0124
LMART_CELL_SHUFFLED	session	5	11600	4291	63.0	-100.87	-0.0341	-0.0507	-0.0175
LMART_CELL_SHUFFLED	session	8	18560	4889	73.7	-113.23	-0.0383	-0.0561	-0.0204
LMART_DAY	cell	1	6960	6958	0.0	-1.34	-0.0005	-0.021	0.0201
LMART_DAY	cell	2	13920	7096	49.0	-6.61	-0.0022	-0.0233	0.0189
LMART_DAY	cell	3	20880	7238	65.3	-54.69	-0.0185	-0.0389	0.0019
LMART_DAY	cell	5	34799	7443	78.6	-74.48	-0.0252	-0.0465	-0.0038
LMART_DAY	cell	8	55667	7672	86.2	-94.92	-0.0321	-0.0543	-0.0099
LMART_DAY	session	1	2320	2320	0.0	56.87	0.0192	0.0042	0.0342
LMART_DAY	session	2	4640	2591	44.2	48.92	0.0165	0.0008	0.0323
LMART_DAY	session	3	6960	2852	59.0	24.01	0.0081	-0.0081	0.0243
LMART_DAY	session	5	11600	3230	72.2	14.52	0.0049	-0.0127	0.0225
LMART_DAY	session	8	18560	3676	80.2	-2.66	-0.0009	-0.0194	0.0176
LMART_M3FEATURES	cell	1	6960	6960	0.0	-17.31	-0.0058	-0.027	0.0154
LMART_M3FEATURES	cell	2	13920	7173	48.5	-35.61	-0.012	-0.0347	0.0106
LMART_M3FEATURES	cell	3	20880	7333	64.9	-80.25	-0.0271	-0.0503	-0.0039
LMART_M3FEATURES	cell	5	34799	7620	78.1	-101.69	-0.0344	-0.0578	-0.0109
LMART_M3FEATURES	cell	8	55667	7991	85.6	-142.78	-0.0483	-0.073	-0.0235
LMART_M3FEATURES	session	1	2320	2320	0.0	19.64	0.0066	-0.008	0.0213
LMART_M3FEATURES	session	2	4640	2706	41.7	-2.72	-0.0009	-0.0166	0.0148
LMART_M3FEATURES	session	3	6960	2983	57.1	-18.57	-0.0063	-0.0233	0.0108
