# census 4 verdict — the stacked configurations (cell x filter x selection), one-position-per-asset replay, day-clustered CIs (PORT-M2-GOALPATH-V1)
era	cell	filter	selection	n_sessions	n_seats	seats_per_session	usd_per_session	ci_lo	ci_hi	usd_per_trade	risk_usd_median	win_rate	mdd_mean	vs_D048_bar
E6	LEG_0.75|RECLAIM|PHASE	SHUFFLED_DAYSIDE	ALL	161	199	1.236	1.12	-230.56	234.02	0.9	1712.5	0.4774	509.75	0.001
E6	LEG_0.75|RECLAIM|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	161	182	1.13	-32.83	-229.87	171.78	-29.04	1712.5	0.467	455.15	-0.016
E6	LEG_0.75|EXT|PHASE	NONE	ALL	258	367	1.422	-72.23	-254.47	114.19	-50.78	1850	0.4578	598.46	-0.036
E6	LEG_0.75|EXT|PHASE	NONE	MODEL_TOP3	258	303	1.174	157.98	3.55	311.75	134.52	1825	0.4983	344.64	0.079
E6	LEG_0.75|EXT|PHASE	VETO_K	ALL	223	290	1.3	-52.3	-201.24	113.45	-40.22	1818.75	0.4621	458.99	-0.026
E6	LEG_0.75|EXT|PHASE	VETO_K	MODEL_TOP3	223	264	1.184	-2.53	-138.41	152.23	-2.14	1825	0.4697	383.88	-0.001
E6	LEG_0.75|EXT|PHASE	VETO_2K	ALL	162	183	1.13	-36.94	-203.28	143.83	-32.7	1812.5	0.4481	375.61	-0.018
E6	LEG_0.75|EXT|PHASE	VETO_2K	MODEL_TOP3	162	178	1.099	-58.73	-220.16	119.9	-53.46	1825	0.4382	371.45	-0.029
E6	LEG_0.75|EXT|PHASE	DAYSIDE	ALL	154	188	1.221	-132.32	-371.6	105.48	-108.39	1843.75	0.4362	597.11	-0.066
E6	LEG_0.75|EXT|PHASE	DAYSIDE	MODEL_TOP3	154	170	1.104	-133.16	-342.14	71.91	-120.62	1825	0.4294	522.14	-0.067
E6	LEG_0.75|EXT|PHASE	VETO_K+DAYSIDE	ALL	124	140	1.129	-8.22	-217.54	202.85	-7.28	1800	0.4571	416.27	-0.004
E6	LEG_0.75|EXT|PHASE	VETO_K+DAYSIDE	MODEL_TOP3	124	137	1.105	-19.18	-223.08	186.34	-17.36	1800	0.4526	407.36	-0.01
E6	LEG_0.75|EXT|PHASE	SHUFFLED_VETO	ALL	217	284	1.309	33.55	-143.15	227.96	25.63	1825	0.4718	514.48	0.017
E6	LEG_0.75|EXT|PHASE	SHUFFLED_VETO	MODEL_TOP3	217	260	1.198	158.58	-15.55	351.22	132.36	1825	0.4962	397.66	0.079
E6	LEG_0.75|EXT|PHASE	SHUFFLED_DAYSIDE	ALL	161	199	1.236	-1.6	-235.57	234.73	-1.29	1868.75	0.4774	512.47	-0.001
E6	LEG_0.75|EXT|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	161	182	1.13	-33.99	-230.06	172.92	-30.07	1837.5	0.467	456.31	-0.017
E6	LEG_0.75|EXT|TRAIL_1.5R	NONE	ALL	258	369	1.43	-72.74	-260.57	116.96	-50.86	1850	0.4553	600.19	-0.036
E6	LEG_0.75|EXT|TRAIL_1.5R	NONE	MODEL_TOP3	258	303	1.174	157.37	3.61	313.22	134	1825	0.4983	347.2	0.079
E6	LEG_0.75|EXT|TRAIL_1.5R	VETO_K	ALL	223	290	1.3	-51.25	-201.73	114.47	-39.41	1818.75	0.4621	459.35	-0.026
E6	LEG_0.75|EXT|TRAIL_1.5R	VETO_K	MODEL_TOP3	223	264	1.184	-1.59	-136.8	154.85	-1.34	1825	0.4697	384.36	-0.001
E6	LEG_0.75|EXT|TRAIL_1.5R	VETO_2K	ALL	162	183	1.13	-34.27	-199.49	145.96	-30.34	1812.5	0.4481	372.95	-0.017
E6	LEG_0.75|EXT|TRAIL_1.5R	VETO_2K	MODEL_TOP3	162	178	1.099	-56.07	-216.36	121.91	-51.03	1825	0.4382	368.79	-0.028
E6	LEG_0.75|EXT|TRAIL_1.5R	DAYSIDE	ALL	154	188	1.221	-133.36	-369	105.14	-109.24	1843.75	0.4362	591.59	-0.067
E6	LEG_0.75|EXT|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	154	170	1.104	-130.58	-342.81	74.36	-118.29	1825	0.4294	522.83	-0.065
E6	LEG_0.75|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	124	140	1.129	-5.02	-213.39	204.54	-4.44	1800	0.4571	417.13	-0.003
E6	LEG_0.75|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	124	137	1.105	-15.98	-219.88	188.44	-14.47	1800	0.4526	408.22	-0.008
E6	LEG_0.75|EXT|TRAIL_1.5R	SHUFFLED_VETO	ALL	217	285	1.313	34.33	-142.9	226.46	26.14	1825	0.4667	515.67	0.017
E6	LEG_0.75|EXT|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	217	261	1.203	159.19	-14.74	350.02	132.36	1825	0.4904	399.02	0.08
E6	LEG_0.75|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	161	199	1.236	-6.2	-240.62	230.88	-5.02	1868.75	0.4774	510.8	-0.003
E6	LEG_0.75|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	161	182	1.13	-35.14	-230.21	170.34	-31.08	1837.5	0.467	460.58	-0.018
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	NONE	ALL	365	862	2.362	15	-135.23	177.38	6.35	1112.5	0.4513	748.4	0.007
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	NONE	MODEL_TOP3	365	505	1.384	177.35	62.64	309.37	128.19	1125	0.5129	379.45	0.089
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_K	ALL	349	720	2.063	-24.48	-135.97	102.44	-11.87	1075	0.4389	611.07	-0.012
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_K	MODEL_TOP3	349	501	1.436	76.29	-28.17	193.54	53.15	1093.75	0.485	387.1	0.038
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_2K	ALL	302	500	1.656	-35.43	-151.24	93.31	-21.4	1050	0.446	469.14	-0.018
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_2K	MODEL_TOP3	302	413	1.368	-0.55	-109.22	126.56	-0.4	1075	0.4649	383.55	-0
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	DAYSIDE	ALL	304	473	1.556	-81.84	-210.4	59.36	-52.6	1087.5	0.4482	561.15	-0.041
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	304	374	1.23	-65.25	-180.49	56.78	-53.04	1093.75	0.4465	442.06	-0.033
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	259	363	1.402	-20.06	-140.33	105.79	-14.31	1075	0.4656	438.33	-0.01
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	259	314	1.212	-23.57	-134.83	98.33	-19.44	1087.5	0.4522	380.35	-0.012
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	SHUFFLED_VETO	ALL	341	685	2.009	19.67	-127.96	180.77	9.79	1075	0.4204	666.97	0.01
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	341	534	1.566	173.24	39.75	319.39	110.62	1075	0.4625	448.11	0.087
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	307	492	1.603	40.87	-112.25	201.2	25.5	1087.5	0.4614	503.43	0.02
E6	LEG_0.5|RECLAIM|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	307	400	1.303	30.24	-105.31	165.22	23.21	1090.62	0.46	398.66	0.015
E6	LEG_0.5|EXT|TRAIL_1.5R	NONE	ALL	365	821	2.249	-4.73	-164.81	165	-2.1	1250	0.458	755.58	-0.002
E6	LEG_0.5|EXT|TRAIL_1.5R	NONE	MODEL_TOP3	365	497	1.362	172.03	50.44	306.75	126.34	1275	0.5111	388.08	0.086
E6	LEG_0.5|EXT|TRAIL_1.5R	VETO_K	ALL	349	689	1.974	17.97	-111.48	162.8	9.1	1225	0.4557	587.14	0.009
E6	LEG_0.5|EXT|TRAIL_1.5R	VETO_K	MODEL_TOP3	349	486	1.393	109.18	-0.56	227.47	78.4	1250	0.5	377.77	0.055
E6	LEG_0.5|EXT|TRAIL_1.5R	VETO_2K	ALL	302	482	1.596	-11.64	-142.15	127.25	-7.3	1212.5	0.4647	466.36	-0.006
E6	LEG_0.5|EXT|TRAIL_1.5R	VETO_2K	MODEL_TOP3	302	404	1.338	13.65	-104.68	146.38	10.21	1231.25	0.4777	388.39	0.007
E6	LEG_0.5|EXT|TRAIL_1.5R	DAYSIDE	ALL	304	465	1.53	-111.17	-249.87	37.62	-72.68	1237.5	0.4495	594.15	-0.056
E6	LEG_0.5|EXT|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	304	370	1.217	-91.66	-212.43	33.55	-75.31	1250	0.4459	477.8	-0.046
E6	LEG_0.5|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	259	360	1.39	-5.27	-130.24	124.4	-3.79	1212.5	0.4694	439.32	-0.003
E6	LEG_0.5|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	259	313	1.208	-30.32	-150.28	96.12	-25.09	1225	0.4473	399.72	-0.015
E6	LEG_0.5|EXT|TRAIL_1.5R	SHUFFLED_VETO	ALL	341	654	1.918	-27.27	-171.63	124.83	-14.22	1237.5	0.4235	670.49	-0.014
E6	LEG_0.5|EXT|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	341	514	1.507	133.24	-7.42	281.84	88.4	1237.5	0.463	462.46	0.067
E6	LEG_0.5|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	307	484	1.577	22.26	-135.38	178.78	14.12	1225	0.4669	525.75	0.011
E6	LEG_0.5|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	307	395	1.287	18.56	-113.78	156.86	14.42	1237.5	0.4658	418.24	0.009
E6	LEG_0.5|RECLAIM|PHASE	NONE	ALL	365	827	2.266	-43.18	-204.64	120.72	-19.06	1100	0.4547	778.71	-0.022
E6	LEG_0.5|RECLAIM|PHASE	NONE	MODEL_TOP3	365	504	1.381	182.34	64.45	315.08	132.05	1125	0.5159	380.98	0.091
E6	LEG_0.5|RECLAIM|PHASE	VETO_K	ALL	349	706	2.023	-16.79	-137.25	117.6	-8.3	1075	0.4504	606	-0.008
E6	LEG_0.5|RECLAIM|PHASE	VETO_K	MODEL_TOP3	349	497	1.424	81.99	-21.23	201.39	57.58	1087.5	0.4889	391.43	0.041
E6	LEG_0.5|RECLAIM|PHASE	VETO_2K	ALL	302	494	1.636	-43.69	-163.47	88.62	-26.71	1050	0.4494	480.64	-0.022
E6	LEG_0.5|RECLAIM|PHASE	VETO_2K	MODEL_TOP3	302	409	1.354	-2.24	-109.96	122.98	-1.65	1075	0.467	390.55	-0.001
E6	LEG_0.5|RECLAIM|PHASE	DAYSIDE	ALL	304	466	1.533	-103.06	-241.82	42.74	-67.23	1087.5	0.4485	583.89	-0.052
E6	LEG_0.5|RECLAIM|PHASE	DAYSIDE	MODEL_TOP3	304	373	1.227	-73.18	-194.38	49.95	-59.64	1100	0.4424	453.38	-0.037
E6	LEG_0.5|RECLAIM|PHASE	VETO_K+DAYSIDE	ALL	259	360	1.39	-9.27	-136.01	119.18	-6.67	1075	0.4667	431.67	-0.005
E6	LEG_0.5|RECLAIM|PHASE	VETO_K+DAYSIDE	MODEL_TOP3	259	313	1.208	-19.29	-138.23	104.98	-15.96	1087.5	0.4473	386.83	-0.01
E6	LEG_0.5|RECLAIM|PHASE	SHUFFLED_VETO	ALL	341	660	1.935	-26.87	-179.77	135.68	-13.88	1075	0.4212	686.73	-0.013
E6	LEG_0.5|RECLAIM|PHASE	SHUFFLED_VETO	MODEL_TOP3	341	526	1.543	161.95	23.54	310.65	104.99	1084.38	0.4658	457.1	0.081
E6	LEG_0.5|RECLAIM|PHASE	SHUFFLED_DAYSIDE	ALL	307	486	1.583	14.38	-144.58	176.1	9.08	1087.5	0.4609	529.99	0.007
E6	LEG_0.5|RECLAIM|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	307	398	1.296	16.62	-121.17	156.21	12.82	1090.62	0.4598	412.5	0.008
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	NONE	ALL	365	1013	2.775	75.13	-61.12	228.22	27.07	1100	0.463	750.93	0.038
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	365	546	1.496	154.01	46.04	274.39	102.96	1125	0.5	380.93	0.077
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_K	ALL	349	801	2.295	-11.44	-110.58	90.15	-4.98	1062.5	0.4357	585.86	-0.006
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	349	534	1.53	65.83	-30.33	168.92	43.02	1087.5	0.4757	376.33	0.033
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	302	528	1.748	-10.42	-109.88	103.53	-5.96	1037.5	0.447	421.16	-0.005
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	302	429	1.421	13.05	-84.39	125.27	9.19	1068.75	0.4592	345.67	0.007
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	304	497	1.635	-44.46	-150.28	70.23	-27.2	1087.5	0.4648	495.51	-0.022
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	304	376	1.237	-35.09	-132.67	68.25	-28.37	1093.75	0.4654	381.6	-0.018
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	259	374	1.444	-7.1	-101.89	87.14	-4.92	1075	0.4652	390.15	-0.004
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	259	315	1.216	-11.46	-104.97	82.53	-9.42	1087.5	0.4571	330.52	-0.006
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	341	778	2.282	26.48	-109.68	178.37	11.61	1075	0.4229	665.81	0.013
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	341	576	1.689	84.99	-23.52	199.96	50.32	1075	0.4271	477.02	0.042
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	307	516	1.681	60.45	-67.78	198.91	35.96	1087.5	0.4612	451.35	0.03
E6	LEG_0.5|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	307	404	1.316	49.04	-70.28	174.66	37.26	1096.88	0.4728	351.86	0.025
E6	LEG_0.5|EXT|PHASE	NONE	ALL	365	798	2.186	-55.04	-221.35	110.77	-25.18	1250	0.4612	778.89	-0.028
E6	LEG_0.5|EXT|PHASE	NONE	MODEL_TOP3	365	496	1.359	168.24	51.08	300.72	123.81	1275	0.5141	388.61	0.084
E6	LEG_0.5|EXT|PHASE	VETO_K	ALL	349	681	1.951	23.07	-109.94	165.54	11.82	1225	0.4626	573.79	0.012
E6	LEG_0.5|EXT|PHASE	VETO_K	MODEL_TOP3	349	486	1.393	104.39	-1.35	215.88	74.96	1250	0.5	380.13	0.052
E6	LEG_0.5|EXT|PHASE	VETO_2K	ALL	302	481	1.593	-19.76	-150.99	121.3	-12.41	1212.5	0.4615	469.32	-0.01
E6	LEG_0.5|EXT|PHASE	VETO_2K	MODEL_TOP3	302	404	1.338	10.8	-106.2	142.53	8.07	1231.25	0.4752	389.29	0.005
E6	LEG_0.5|EXT|PHASE	DAYSIDE	ALL	304	461	1.516	-128.63	-272.41	25.1	-84.83	1237.5	0.4534	608.12	-0.064
E6	LEG_0.5|EXT|PHASE	DAYSIDE	MODEL_TOP3	304	370	1.217	-102.08	-224.52	23.75	-83.87	1250	0.4459	482.34	-0.051
E6	LEG_0.5|EXT|PHASE	VETO_K+DAYSIDE	ALL	259	359	1.386	-3.58	-132.68	127.48	-2.58	1212.5	0.4735	431.23	-0.002
E6	LEG_0.5|EXT|PHASE	VETO_K+DAYSIDE	MODEL_TOP3	259	313	1.208	-29.14	-147.28	97.8	-24.11	1225	0.4505	397.17	-0.015
E6	LEG_0.5|EXT|PHASE	SHUFFLED_VETO	ALL	341	636	1.865	-48.05	-202.93	110.72	-25.76	1237.5	0.4277	684.37	-0.024
E6	LEG_0.5|EXT|PHASE	SHUFFLED_VETO	MODEL_TOP3	341	510	1.496	122.73	-21.58	272.24	82.06	1225	0.4627	467.36	0.061
E6	LEG_0.5|EXT|PHASE	SHUFFLED_DAYSIDE	ALL	307	481	1.567	4.34	-156.78	167.82	2.77	1225	0.4657	538.3	0.002
E6	LEG_0.5|EXT|PHASE	SHUFFLED_DAYSIDE	MODEL_TOP3	307	394	1.283	8.36	-123.47	147.71	6.52	1237.5	0.4645	420.9	0.004
E6	TREND_1800|EXT|TRAIL_1.5R	NONE	ALL	384	3793	9.878	-120.11	-324.96	91.18	-12.16	387.5	0.3754	1640.08	-0.06
E6	TREND_1800|EXT|TRAIL_1.5R	NONE	MODEL_TOP3	384	651	1.695	1.03	-61.68	73.51	0.61	325	0.3763	271.07	0.001
E6	TREND_1800|EXT|TRAIL_1.5R	VETO_K	ALL	384	3366	8.766	-59.37	-228	121.09	-6.77	393.75	0.38	1474.01	-0.03
E6	TREND_1800|EXT|TRAIL_1.5R	VETO_K	MODEL_TOP3	384	681	1.773	-49.37	-105.75	10.64	-27.84	325	0.37	290.03	-0.025
E6	TREND_1800|EXT|TRAIL_1.5R	VETO_2K	ALL	384	3044	7.927	-156.45	-310.43	-3.07	-19.74	375	0.3742	1275.77	-0.078
E6	TREND_1800|EXT|TRAIL_1.5R	VETO_2K	MODEL_TOP3	384	716	1.865	-57.86	-114.85	-1.46	-31.03	325	0.3659	305.34	-0.029
E6	TREND_1800|EXT|TRAIL_1.5R	DAYSIDE	ALL	384	3671	9.56	-337.49	-498.96	-180.4	-35.3	300	0.3424	1395.91	-0.169
E6	TREND_1800|EXT|TRAIL_1.5R	DAYSIDE	MODEL_TOP3	384	619	1.612	90.03	18.49	167	55.85	331.25	0.4297	249.56	0.045
E6	TREND_1800|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	ALL	384	2925	7.617	-216.79	-376.29	-63.33	-28.46	318.75	0.3535	1184.73	-0.108
E6	TREND_1800|EXT|TRAIL_1.5R	VETO_K+DAYSIDE	MODEL_TOP3	384	645	1.68	60.62	-11.93	131.7	36.09	325	0.4186	248.12	0.03
E6	TREND_1800|EXT|TRAIL_1.5R	SHUFFLED_VETO	ALL	384	3245	8.451	-130.79	-316.85	59.18	-15.48	400	0.3855	1501.01	-0.065
E6	TREND_1800|EXT|TRAIL_1.5R	SHUFFLED_VETO	MODEL_TOP3	384	755	1.966	-25.35	-103.71	58.52	-12.89	350	0.3748	354.82	-0.013
E6	TREND_1800|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	ALL	384	3637	9.471	-261.48	-428.63	-77.54	-27.61	300	0.342	1410.25	-0.131
E6	TREND_1800|EXT|TRAIL_1.5R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	631	1.643	135.28	64.88	213.94	82.33	325	0.4358	239.21	0.068
E6	TREND_900|EXT|TRAIL_1.0R	NONE	ALL	384	6967	18.143	-304.31	-492.57	-94.02	-16.77	350	0.367	1850.52	-0.152
E6	TREND_900|EXT|TRAIL_1.0R	NONE	MODEL_TOP3	384	725	1.888	-1.99	-60.56	59.32	-1.05	275	0.349	240.17	-0.001
E6	TREND_900|EXT|TRAIL_1.0R	VETO_K	ALL	384	5704	14.854	-280.67	-458.58	-104.05	-18.89	350	0.3645	1583.03	-0.14
E6	TREND_900|EXT|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	773	2.013	-63.48	-116.01	-5.4	-31.54	287.5	0.326	263.19	-0.032
E6	TREND_900|EXT|TRAIL_1.0R	VETO_2K	ALL	384	4652	12.115	-273.19	-393.88	-142.59	-22.55	337.5	0.3648	1281.94	-0.137
E6	TREND_900|EXT|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	780	2.031	-54.93	-103.79	-3.74	-27.04	287.5	0.3256	267.11	-0.027
E6	TREND_900|EXT|TRAIL_1.0R	DAYSIDE	ALL	384	5995	15.612	-486.62	-644.23	-318.85	-31.17	287.5	0.3475	1493.84	-0.243
E6	TREND_900|EXT|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	725	1.888	38.92	-16.2	94.31	20.61	293.75	0.3821	218.36	0.019
E6	TREND_900|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	4514	11.755	-383.66	-511.38	-245.85	-32.64	287.5	0.3407	1231.16	-0.192
E6	TREND_900|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	384	734	1.911	-19.19	-69.31	30	-10.04	287.5	0.361	229.49	-0.01
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_VETO	ALL	384	5502	14.328	-172.26	-337.64	7.05	-12.02	362.5	0.3642	1540.52	-0.086
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	384	856	2.229	10.32	-64.29	93.5	4.63	325	0.3481	292.98	0.005
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	384	5950	15.495	-406.27	-582.56	-214.99	-26.22	281.25	0.3418	1510.95	-0.203
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	384	728	1.896	77.57	18.62	141.33	40.91	287.5	0.3956	223.65	0.039
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP5	ALL	211	584	2.768	127.48	-117	364.6	46.06	850	0.3921	798.74	0.064
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP5	MODEL_TOP3	211	292	1.384	119.15	-27.63	277.53	86.1	775	0.3801	398.99	0.06
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP5+VETO_K	ALL	120	179	1.492	201.5	-20.32	431.35	135.08	1000	0.4972	421.03	0.101
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP5+VETO_K	MODEL_TOP3	120	155	1.292	193.33	-5.38	403.75	149.68	1000	0.4968	362.52	0.097
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP5+DAYSIDE	ALL	166	375	2.259	-28.54	-236.09	186.15	-12.63	762.5	0.3733	661.16	-0.014
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP5+DAYSIDE	MODEL_TOP3	166	230	1.386	80.38	-77.33	238.07	58.02	775	0.387	409.58	0.04
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP5	ALL	382	2403	6.291	-107.19	-232	26.33	-17.04	362.5	0.3608	900.12	-0.054
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP5	MODEL_TOP3	382	974	2.55	-52.21	-134.1	30.94	-20.48	350	0.3563	421.45	-0.026
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP10	ALL	307	1149	3.743	59.48	-153.5	281.53	15.89	700	0.3786	885.62	0.03
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP10	MODEL_TOP3	307	465	1.515	111.87	-2.14	232.56	73.86	650	0.4086	341.12	0.056
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP10+VETO_K	ALL	238	502	2.109	74.98	-75.05	228.12	35.55	762.5	0.4124	541.62	0.037
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	238	359	1.508	55.22	-54.55	175.89	36.61	762.5	0.4123	388.95	0.028
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	257	744	2.895	-65.5	-235.98	106.62	-22.62	625	0.3508	695.09	-0.033
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	257	376	1.463	85.46	-30.21	204.75	58.41	628.12	0.3936	334.97	0.043
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	384	3489	9.086	-110.44	-249.66	40.19	-12.15	362.5	0.3608	1164.45	-0.055
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	384	960	2.5	-56.15	-128.01	14.15	-22.46	337.5	0.3552	382.52	-0.028
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP30	ALL	380	3264	8.589	30.8	-140.74	210.83	3.59	400	0.3845	1158.24	0.015
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	380	675	1.776	28.78	-46.77	107.57	16.2	400	0.3659	294.01	0.014
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	373	2324	6.231	-54.96	-173.79	74.46	-8.82	368.75	0.3795	843.45	-0.027
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	373	695	1.863	-24.92	-101.18	54.99	-13.37	425	0.354	328.05	-0.012
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	369	2369	6.42	-90.16	-220.85	46.5	-14.04	337.5	0.3605	848.57	-0.045
E6	TREND_900|EXT|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	369	647	1.753	48.74	-32.39	130.69	27.8	412.5	0.3694	290.24	0.024
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	384	5306	13.818	-214.37	-379	-36.29	-15.51	362.5	0.36	1557.56	-0.107
E6	TREND_900|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	384	840	2.188	-2.52	-67.44	66.12	-1.15	300	0.3548	284.59	-0.001
E6	TREND_900|RECLAIM|TRAIL_1.0R	NONE	ALL	384	14338	37.339	-925.49	-1123.69	-724.17	-24.79	159.38	0.308	2148.9	-0.463
E6	TREND_900|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	384	820	2.135	-35.47	-79.82	11.41	-16.61	137.5	0.2988	180.82	-0.018
E6	TREND_900|RECLAIM|TRAIL_1.0R	VETO_K	ALL	384	10996	28.635	-757.94	-914.18	-604.81	-26.47	150	0.3101	1697.83	-0.379
E6	TREND_900|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	384	845	2.201	-67.74	-106.84	-31.22	-30.78	137.5	0.2817	194.17	-0.034
E6	TREND_900|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	384	8018	20.88	-592.37	-701.92	-475.86	-28.37	150	0.3053	1266.66	-0.296
E6	TREND_900|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	384	832	2.167	-82.79	-113.82	-50.3	-38.21	143.75	0.2885	193.94	-0.041
E6	TREND_900|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	384	9375	24.414	-684.94	-831.69	-540.7	-28.06	137.5	0.3011	1476.16	-0.342
E6	TREND_900|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	384	812	2.115	-10.04	-48.06	32.63	-4.75	137.5	0.3313	168.7	-0.005
E6	TREND_900|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	384	6676	17.385	-518.21	-632.92	-405.06	-29.81	137.5	0.2972	1130.12	-0.259
