# census 4 verdict — the stacked configurations (cell x filter x selection), one-position-per-asset replay, day-clustered CIs (PORT-M2-GOALPATH-V1)
era	cell	filter	selection	n_sessions	n_seats	seats_per_session	usd_per_session	ci_lo	ci_hi	usd_per_trade	risk_usd_median	win_rate	mdd_mean	vs_D048_bar
E3	TREND_1800|RECLAIM|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	375	2567	6.845	-35.68	-123.82	59.1	-5.21	250	0.3487	659.57	-0.018
E3	TREND_1800|RECLAIM|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	375	663	1.768	67.59	13.78	125.6	38.23	300	0.3937	203.92	0.034
E3	TREND_1800|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	390	7210	18.487	-457.69	-588.69	-318.65	-24.76	187.5	0.3133	1430.14	-0.229
E3	TREND_1800|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	390	926	2.374	-48.44	-97.96	1.42	-20.4	175	0.324	236.28	-0.024
E3	TREND_1800|SWING|TRAIL_1.0R	NONE	ALL	390	24170	61.974	-1752.96	-1929.19	-1573.98	-28.29	75	0.2595	2363.58	-0.876
E3	TREND_1800|SWING|TRAIL_1.0R	NONE	MODEL_TOP3	390	862	2.21	-40.59	-63.82	-16.4	-18.36	75	0.2796	134.12	-0.02
E3	TREND_1800|SWING|TRAIL_1.0R	VETO_K	ALL	390	17363	44.521	-1351.53	-1469.68	-1225.29	-30.36	75	0.2558	1799.31	-0.676
E3	TREND_1800|SWING|TRAIL_1.0R	VETO_K	MODEL_TOP3	390	897	2.3	-58.12	-78.38	-37.13	-25.27	75	0.2609	129.82	-0.029
E3	TREND_1800|SWING|TRAIL_1.0R	VETO_2K	ALL	390	11458	29.379	-918.53	-1003.54	-824.79	-31.26	75	0.2467	1254.46	-0.459
E3	TREND_1800|SWING|TRAIL_1.0R	VETO_2K	MODEL_TOP3	390	893	2.29	-51.64	-74.38	-27.31	-22.55	75	0.252	129.37	-0.026
E3	TREND_1800|SWING|TRAIL_1.0R	DAYSIDE	ALL	390	12714	32.6	-926.01	-1033.32	-810.24	-28.41	87.5	0.2636	1378.02	-0.463
E3	TREND_1800|SWING|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	390	858	2.2	-26.3	-50.57	-1.39	-11.96	75	0.2972	125.88	-0.013
E3	TREND_1800|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	390	8986	23.041	-676.57	-759.07	-593.3	-29.36	75	0.257	1033.31	-0.338
E3	TREND_1800|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	390	871	2.233	-40.72	-63.47	-18.25	-18.23	75	0.2755	122.94	-0.02
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_VETO	ALL	390	13520	34.667	-953.09	-1081.17	-830.14	-27.49	87.5	0.2642	1497.51	-0.477
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	390	970	2.487	-57.55	-86.87	-24.98	-23.14	75	0.2753	158.81	-0.029
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	390	12428	31.867	-950.23	-1063.74	-836.23	-29.82	87.5	0.2596	1394.4	-0.475
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	390	854	2.19	-47.49	-71.95	-21.17	-21.69	75	0.2681	134.4	-0.024
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP5	ALL	355	1707	4.808	-59.39	-135.6	21.12	-12.35	200	0.3386	439.66	-0.03
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP5	MODEL_TOP3	355	720	2.028	-66.67	-107.75	-21.33	-32.87	200	0.3097	229.19	-0.033
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP5+VETO_K	ALL	298	667	2.238	-76.56	-126.46	-17.67	-34.21	200	0.3103	236.12	-0.038
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP5+VETO_K	MODEL_TOP3	298	523	1.755	-59.68	-104.51	-3.29	-34	200	0.3212	189.86	-0.03
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP5+DAYSIDE	ALL	309	896	2.9	-37.27	-97.81	27.7	-12.85	206.25	0.3382	287.94	-0.019
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP5+DAYSIDE	MODEL_TOP3	309	539	1.744	-24.01	-75.7	34.4	-13.77	218.75	0.3377	196.91	-0.012
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP5	ALL	389	3058	7.861	-225.75	-280.97	-172.14	-28.72	87.5	0.276	467.84	-0.113
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP5	MODEL_TOP3	389	1091	2.805	-69.53	-96.25	-40.59	-24.79	87.5	0.2686	184.06	-0.035
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10	ALL	384	3301	8.596	-157.42	-235.43	-76.85	-18.31	150	0.319	599.76	-0.079
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10	MODEL_TOP3	384	852	2.219	-61.79	-98.61	-23.24	-27.85	168.75	0.3063	215.38	-0.031
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10+VETO_K	ALL	370	1558	4.211	-105.67	-158.29	-53.49	-25.09	150	0.3151	330.22	-0.053
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	370	791	2.138	-50.3	-83.36	-14.21	-23.53	156.25	0.3186	178.39	-0.025
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	355	1756	4.946	-83.96	-141.81	-26.58	-16.97	162.5	0.3246	378.64	-0.042
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	355	725	2.042	-28.13	-69.86	15.46	-13.78	162.5	0.3214	186.74	-0.014
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	390	5549	14.228	-429.19	-496.08	-361.6	-30.16	87.5	0.2656	760.51	-0.215
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	390	1069	2.741	-71.32	-97.43	-40.72	-26.02	87.5	0.2619	182.5	-0.036
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30	ALL	390	9401	24.105	-535.7	-635.82	-429.42	-22.22	100	0.2866	1064.16	-0.268
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	390	899	2.305	-52.23	-84.9	-18.3	-22.66	112.5	0.2747	174.72	-0.026
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	387	5873	15.176	-383.6	-465.31	-300.47	-25.28	87.5	0.2774	718.4	-0.192
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	387	935	2.416	-59.14	-85.58	-30.69	-24.48	112.5	0.2695	162.53	-0.03
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	383	4984	13.013	-282.53	-352.54	-210.41	-21.71	100	0.2905	648.86	-0.141
E3	TREND_1800|SWING|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	383	858	2.24	-38.91	-68.86	-7.77	-17.37	112.5	0.2902	159.52	-0.019
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	390	12475	31.987	-902.71	-1017.14	-783.97	-28.22	87.5	0.2596	1410.47	-0.451
E3	TREND_1800|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	390	984	2.523	-68.05	-91.07	-42.78	-26.97	75	0.2642	164.4	-0.034
E3	TREND_3600|EXT|TRAIL_1.0R	NONE	ALL	390	4990	12.795	-301.15	-470.68	-120.07	-23.54	375	0.3641	1509.15	-0.151
E3	TREND_3600|EXT|TRAIL_1.0R	NONE	MODEL_TOP3	390	627	1.608	-31.72	-87.32	23.87	-19.73	356.25	0.3604	236.96	-0.016
E3	TREND_3600|EXT|TRAIL_1.0R	VETO_K	ALL	390	4306	11.041	-308.22	-477.86	-139.06	-27.92	400	0.3655	1401.37	-0.154
E3	TREND_3600|EXT|TRAIL_1.0R	VETO_K	MODEL_TOP3	390	675	1.731	-51.67	-102.71	-0.96	-29.85	337.5	0.3615	243.83	-0.026
E3	TREND_3600|EXT|TRAIL_1.0R	VETO_2K	ALL	390	3628	9.303	-256.18	-407.23	-99.77	-27.54	406.25	0.3699	1216.45	-0.128
E3	TREND_3600|EXT|TRAIL_1.0R	VETO_2K	MODEL_TOP3	390	701	1.797	-53.39	-99.06	-5.43	-29.71	350	0.3538	242.14	-0.027
E3	TREND_3600|EXT|TRAIL_1.0R	DAYSIDE	ALL	390	3686	9.451	-141.92	-266.67	-4.55	-15.02	312.5	0.363	1029.8	-0.071
E3	TREND_3600|EXT|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	390	629	1.613	76.63	16.05	144.41	47.51	362.5	0.4197	211.93	0.038
E3	TREND_3600|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	390	3064	7.856	-134.7	-252.63	-8.01	-17.15	337.5	0.3711	950.31	-0.067
E3	TREND_3600|EXT|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	390	666	1.708	78.54	20.7	137.96	45.99	362.5	0.4189	215.02	0.039
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_VETO	ALL	390	3863	9.905	-254.7	-423.96	-82.67	-25.71	412.5	0.3735	1353.96	-0.127
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	390	740	1.897	-31.49	-93.97	35.19	-16.6	362.5	0.3635	287.92	-0.016
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	390	3731	9.567	-262.46	-380.03	-130.67	-27.44	300	0.3586	1069.34	-0.131
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	390	633	1.623	77.96	14.74	148.15	48.03	375	0.4471	200.54	0.039
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5	ALL	271	528	1.948	-5.94	-130.22	115.16	-3.05	659.38	0.4015	457.72	-0.003
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5	MODEL_TOP3	271	345	1.273	5.88	-84.79	100.56	4.62	662.5	0.4	289.27	0.003
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5+VETO_K	ALL	212	325	1.533	-14.15	-128.64	109.25	-9.23	700	0.4	382.54	-0.007
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5+VETO_K	MODEL_TOP3	212	264	1.245	39	-64.71	146.74	31.32	675	0.4242	289.85	0.019
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5+DAYSIDE	ALL	203	310	1.527	11.42	-95.4	128.41	7.48	606.25	0.4129	332.62	0.006
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP5+DAYSIDE	MODEL_TOP3	203	245	1.207	3.11	-92.67	107.35	2.58	625	0.4	265.48	0.002
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP5	ALL	389	1835	4.717	-77.33	-199.5	52.48	-16.39	450	0.3826	772.18	-0.039
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP5	MODEL_TOP3	389	904	2.324	-3.62	-86.32	87.5	-1.56	425	0.3684	410.67	-0.002
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10	ALL	316	948	3	-6.67	-130.17	116.75	-2.22	550	0.4019	583.2	-0.003
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10	MODEL_TOP3	316	430	1.361	-17.62	-95.87	62.45	-12.95	550	0.3907	292.12	-0.009
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10+VETO_K	ALL	279	648	2.323	-49.11	-153.79	62.34	-21.15	562.5	0.3997	490.82	-0.025
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	279	405	1.452	-13.19	-101.69	83.42	-9.09	575	0.3852	329.26	-0.007
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	264	581	2.201	33.62	-60.84	132.94	15.28	487.5	0.4286	381.83	0.017
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	264	347	1.314	22.86	-59.35	111.29	17.39	543.75	0.4236	255.07	0.011
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	390	2589	6.638	-186.81	-332.02	-33.7	-28.14	437.5	0.3743	1041.23	-0.093
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	390	866	2.221	-55.69	-122.39	15.36	-25.08	400	0.3557	375.59	-0.028
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30	ALL	387	2795	7.222	-114.45	-252.58	34.29	-15.85	462.5	0.3617	1046.46	-0.057
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	387	669	1.729	-26.44	-90.95	44.99	-15.3	475	0.3722	305.53	-0.013
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	383	2286	5.969	-151.43	-268.05	-26.7	-25.37	465.62	0.3605	908.56	-0.076
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	383	705	1.841	-11.46	-84.49	66.59	-6.22	487.5	0.383	333.28	-0.006
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	380	1785	4.697	-35.1	-136.59	75.17	-7.47	406.25	0.3725	674.96	-0.018
E3	TREND_3600|EXT|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	380	638	1.679	65.27	-5.03	141.25	38.88	462.5	0.4122	274.31	0.033
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	390	3701	9.49	-184.24	-346.6	-6.25	-19.42	412.5	0.3764	1292.41	-0.092
E3	TREND_3600|EXT|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	390	761	1.951	-0.51	-60.8	66.16	-0.26	375	0.3955	288.3	-0
E3	TREND_3600|RECLAIM|TRAIL_1.0R	NONE	ALL	390	8243	21.136	-496.19	-663.46	-316.58	-23.48	200	0.3182	1625.13	-0.248
E3	TREND_3600|RECLAIM|TRAIL_1.0R	NONE	MODEL_TOP3	390	703	1.803	-26.53	-74.64	21.38	-14.72	212.5	0.3243	200.99	-0.013
E3	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K	ALL	390	6658	17.072	-434.12	-591.13	-272.67	-25.43	225	0.3294	1448.96	-0.217
E3	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K	MODEL_TOP3	390	741	1.9	-53.07	-93.68	-11.37	-27.93	200	0.3171	205.06	-0.027
E3	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_2K	ALL	390	5373	13.777	-411.14	-552.58	-271.48	-29.84	225	0.3285	1216.15	-0.206
E3	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_2K	MODEL_TOP3	390	765	1.962	-53.83	-93.15	-13.64	-27.44	200	0.3111	204.31	-0.027
E3	TREND_3600|RECLAIM|TRAIL_1.0R	DAYSIDE	ALL	390	5418	13.892	-295.58	-410.04	-178.94	-21.28	175	0.3197	1064.75	-0.148
E3	TREND_3600|RECLAIM|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	390	696	1.785	31.8	-19.23	86.02	17.82	212.5	0.3693	192.34	0.016
E3	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	390	4258	10.918	-207.99	-324.25	-86.76	-19.05	200	0.3302	924.49	-0.104
E3	TREND_3600|RECLAIM|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	390	723	1.854	31.74	-15.12	81.22	17.12	225	0.3721	185.56	0.016
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	ALL	390	5811	14.9	-332.95	-491.94	-170.14	-22.35	225	0.3309	1356.5	-0.166
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	390	807	2.069	-39.02	-94.87	20.48	-18.86	225	0.3247	247.67	-0.02
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	390	5532	14.185	-399.03	-511.14	-276.52	-28.13	175	0.305	1094.72	-0.2
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	390	688	1.764	52.69	-8.01	117.21	29.87	221.88	0.4055	176.84	0.026
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5	ALL	304	758	2.493	-19.44	-130.3	100.96	-7.8	525	0.3681	485.99	-0.01
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5	MODEL_TOP3	304	456	1.5	-5.09	-92.84	83.76	-3.4	550	0.3728	300.3	-0.003
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5+VETO_K	ALL	245	435	1.776	-71.91	-170.24	28.49	-40.5	575	0.3517	399.92	-0.036
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5+VETO_K	MODEL_TOP3	245	343	1.4	-52.1	-132.19	30.14	-37.22	581.25	0.3644	315.37	-0.026
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5+DAYSIDE	ALL	228	410	1.798	-3.48	-95.78	93.4	-1.94	518.75	0.3805	351.1	-0.002
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP5+DAYSIDE	MODEL_TOP3	228	301	1.32	10.97	-74.4	102.57	8.31	525	0.3721	247.97	0.005
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP5	ALL	389	2173	5.586	-114.56	-217.46	-5	-20.51	275	0.3382	686.81	-0.057
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP5	MODEL_TOP3	389	962	2.473	6.35	-70.14	89.32	2.57	262.5	0.3389	325.38	0.003
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10	ALL	351	1508	4.296	-92.76	-193.95	12.49	-21.59	437.5	0.3508	687.2	-0.046
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10	MODEL_TOP3	351	578	1.647	-27.38	-94.47	40.74	-16.62	475	0.3737	299.45	-0.014
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10+VETO_K	ALL	331	987	2.982	-105.2	-189.99	-13.89	-35.28	462.5	0.3556	520.51	-0.053
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	331	550	1.662	-39.01	-106.45	29.71	-23.48	493.75	0.3673	326.4	-0.02
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	308	844	2.74	-61.71	-141.71	23.98	-22.52	425	0.3555	445.43	-0.031
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	308	485	1.575	-26.01	-97.32	45.57	-16.52	443.75	0.3711	282.74	-0.013
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	390	3340	8.564	-289.66	-410.22	-163.06	-33.82	262.5	0.3275	988.17	-0.145
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	390	924	2.369	-55.39	-115.55	9.68	-23.38	250	0.3409	299.81	-0.028
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30	ALL	386	4069	10.541	-211.47	-350.9	-70.2	-20.06	287.5	0.3389	1069.6	-0.106
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	386	704	1.824	-16.03	-75.82	45.14	-8.79	362.5	0.3537	258.18	-0.008
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	381	3060	8.031	-238.29	-350.45	-110.93	-29.67	312.5	0.332	885.75	-0.119
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	381	713	1.871	-19.1	-75.29	41.41	-10.21	400	0.3604	278.42	-0.01
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	372	2349	6.315	-111.16	-206.89	-17.16	-17.6	250	0.3397	655.14	-0.056
E3	TREND_3600|RECLAIM|TRAIL_1.0R	GATE_TOP30+DAYSIDE	MODEL_TOP3	372	641	1.723	30.53	-37.65	95.85	17.72	337.5	0.3682	237.2	0.015
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP30	ALL	390	5556	14.246	-369.2	-514.53	-220.79	-25.92	237.5	0.3294	1322.58	-0.185
E3	TREND_3600|RECLAIM|TRAIL_1.0R	SHUFFLED_GATE_TOP30	MODEL_TOP3	390	841	2.156	-9.23	-61.45	48.19	-4.28	225	0.3365	242.23	-0.005
E3	TREND_3600|SWING|TRAIL_1.0R	NONE	ALL	390	19379	49.69	-1431.51	-1571.59	-1291.83	-28.81	93.75	0.2731	2126.76	-0.716
E3	TREND_3600|SWING|TRAIL_1.0R	NONE	MODEL_TOP3	390	810	2.077	-60.66	-86.71	-32.8	-29.21	100	0.2802	148.75	-0.03
E3	TREND_3600|SWING|TRAIL_1.0R	VETO_K	ALL	390	14420	36.974	-1089.71	-1214.22	-960.97	-29.47	87.5	0.2682	1670.26	-0.545
E3	TREND_3600|SWING|TRAIL_1.0R	VETO_K	MODEL_TOP3	390	852	2.185	-65.99	-89.68	-43.08	-30.21	87.5	0.2793	142.74	-0.033
E3	TREND_3600|SWING|TRAIL_1.0R	VETO_2K	ALL	390	9770	25.051	-772.85	-860.51	-677.02	-30.85	87.5	0.2648	1199.85	-0.386
E3	TREND_3600|SWING|TRAIL_1.0R	VETO_2K	MODEL_TOP3	390	843	2.162	-59.88	-83.3	-35.64	-27.7	87.5	0.2764	134.52	-0.03
E3	TREND_3600|SWING|TRAIL_1.0R	DAYSIDE	ALL	390	10208	26.174	-678.8	-776.27	-575.67	-25.93	100	0.281	1225.11	-0.339
E3	TREND_3600|SWING|TRAIL_1.0R	DAYSIDE	MODEL_TOP3	390	803	2.059	-34.24	-58.94	-8.83	-16.63	100	0.3126	136.75	-0.017
E3	TREND_3600|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	ALL	390	7546	19.349	-523.6	-606.17	-435.32	-27.06	100	0.2776	953.26	-0.262
E3	TREND_3600|SWING|TRAIL_1.0R	VETO_K+DAYSIDE	MODEL_TOP3	390	824	2.113	-32.79	-58.25	-6.42	-15.52	100	0.3155	131.32	-0.016
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_VETO	ALL	390	11664	29.908	-841.19	-951.93	-726.8	-28.13	100	0.2769	1441.94	-0.421
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_VETO	MODEL_TOP3	390	934	2.395	-60.04	-90.9	-29.94	-25.07	100	0.2891	173.13	-0.03
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	ALL	390	9831	25.208	-729.04	-832.6	-623.34	-28.92	100	0.2772	1246.2	-0.365
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_DAYSIDE	MODEL_TOP3	390	809	2.074	-26.37	-54.3	2.58	-12.71	100	0.3251	132.98	-0.013
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5	ALL	303	1181	3.898	-87.91	-173.55	-3.47	-22.55	225	0.3362	441.5	-0.044
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5	MODEL_TOP3	303	527	1.739	-66.8	-118.47	-10.18	-38.41	256.25	0.3302	238.06	-0.033
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5+VETO_K	ALL	241	527	2.187	-41.09	-90.88	13.93	-18.79	237.5	0.3416	229.92	-0.021
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5+VETO_K	MODEL_TOP3	241	393	1.631	-24.39	-70.45	25.17	-14.96	225	0.3511	174.88	-0.012
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5+DAYSIDE	ALL	243	660	2.716	-44.24	-105.08	17.96	-16.29	225	0.3591	282.41	-0.022
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP5+DAYSIDE	MODEL_TOP3	243	389	1.601	-35.16	-84.02	14.55	-21.97	250	0.3625	192.39	-0.018
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP5	ALL	390	2901	7.438	-276.47	-335.34	-218.8	-37.17	106.25	0.2644	538.3	-0.138
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP5	MODEL_TOP3	390	1062	2.723	-98.84	-132.76	-62.62	-36.3	112.5	0.2702	212.69	-0.049
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10	ALL	352	2412	6.852	-165.96	-258.7	-71.89	-24.22	175	0.3201	582.8	-0.083
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10	MODEL_TOP3	352	648	1.841	-35.77	-85.74	17.54	-19.43	225	0.3256	208.1	-0.018
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10+VETO_K	ALL	316	1315	4.161	-79.77	-138.67	-16.59	-19.17	181.25	0.3255	343.21	-0.04
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10+VETO_K	MODEL_TOP3	316	599	1.896	-26.72	-69.47	18.96	-14.1	200	0.3422	180.84	-0.013
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10+DAYSIDE	ALL	319	1352	4.238	-96.43	-156.86	-36.66	-22.75	175	0.3284	366.59	-0.048
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP10+DAYSIDE	MODEL_TOP3	319	569	1.784	-30.22	-69.52	10.49	-16.94	206.25	0.355	182.27	-0.015
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP10	ALL	390	5061	12.977	-390.8	-475.9	-307.74	-30.11	100	0.2774	799.47	-0.195
E3	TREND_3600|SWING|TRAIL_1.0R	SHUFFLED_GATE_TOP10	MODEL_TOP3	390	1052	2.697	-70.62	-104.02	-30.67	-26.18	100	0.2899	190.56	-0.035
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30	ALL	381	7449	19.551	-432.09	-544.37	-314.31	-22.1	100	0.296	995.24	-0.216
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30	MODEL_TOP3	381	783	2.055	-40.18	-83	6.59	-19.55	125	0.3193	174.03	-0.02
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30+VETO_K	ALL	364	4969	13.651	-280.38	-373.3	-181.94	-20.54	100	0.2946	696.46	-0.14
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30+VETO_K	MODEL_TOP3	364	792	2.176	-40.91	-78	4.08	-18.8	118.75	0.3119	162.91	-0.02
E3	TREND_3600|SWING|TRAIL_1.0R	GATE_TOP30+DAYSIDE	ALL	365	3990	10.932	-243.82	-320.68	-165.12	-22.3	100	0.2977	623.94	-0.122
