# PORT_M2_SHEETS_SPEC.md §CC-M2-15.4 corpus-wide MBP-1 event cache (spec_sha16=ec1abc890fa96b6d)
# params_hash=f3c5356e171ad901e2837336c82da2df0bce3b26aff51abeb5daed81e9530306
# one row per CACHED session-asset; sha256 of the npz and of its meta json (bulk stays in artifacts/cache/port/m2/events/, D-018)
# holdout date8 >= 20250701 is EXCLUDED by construction (CC-M2-15.3): 0 such rows
asset	date8	era	n_candidates	n_events	n_seen	n_reordered	cover_sec	session_sec	cover_frac	npz_bytes	npz_sha256	meta_sha256
NKD	20230322	E4	386	150490	150490	0	64976	82800	0.784734	1396065	2c0e883a1894ea181eeef1ae961cd3af7b0fc54198b7183cd5a5f45176ebf7a3	a0354f255084d3af88d0e70fc4b08105b87caf38f05783916e0ef7b73401a63a
NKD	20230323	E4	399	227279	227279	1	66894	82800	0.807899	2126837	ee6faa8ba1b0106de1665ea81bb50120e8026656d52af0f5bf31b5ead9fcdf51	858e5a60bae2b2381f9385556c8b7c547620b2c3b7c6a9a96067384c912bd236
NKD	20230324	E4	485	253202	253202	0	69688	82800	0.841643	2350132	c03d6d707b7fee87042a5aec292d121c5e04bf40acc117dec7786b6542e1ab76	9f9ced4cedf3681569e7ea89792d4ebb0af3ce10440888d4da44fa9d36c88216
NKD	20230327	E4	252	142587	142587	0	64675	82800	0.781099	1301229	44a0fcbc2f997a6c1324407e94a9beed2c71bc1a4ed7723aa849c74a3355307e	38071d7ea0b5238842e5ed104334cb4b5faf4afbed80438ca2e322dd37facf63
NKD	20230328	E4	117	82450	82450	1	39557	82800	0.477742	776997	65d36c13fede90b5420360bb80926079e5d17e5654c6be9ad547581b8e49de92	d0ad9e6a98a60a5af8c9560a29e5c6db3e6de6950ac8718750b66a6fe9b70e05
NKD	20230329	E4	164	96385	96385	0	49003	82800	0.591824	894815	7171c381f52eb075240577ee024fa698a300c977d7bbdce68c83b6bb06789660	c6a430c8886139956dc8a39a1ff6e0e5671a708f2fbdd89e4793221dbb9f4f26
NKD	20230330	E4	189	111394	111394	0	54717	82800	0.660833	1034299	e8930a71501740862048c5d81ba50d9d26dd7fefb0353d86a62e10d2b8e8cb82	fb30616e9f9f0e2626847cb7606fbb80794017dd2c95128589d2421ca7222019
NKD	20230331	E4	249	113880	113880	0	59785	82800	0.722041	1061100	f035bc5e98617ff2a7a86a1841dd4775d51e73275e0d484a470e260bdfa2180b	c7001a3877da8d0563861127dbf9b02ef2a84b2896f44a637e00fdcb80b9f05f
NKD	20230403	E4	293	102073	102073	0	59620	82800	0.720048	939642	4b0034b4aab986ed45c5b4e0670a950618639abd35c2fba61e436372095dc078	64e3caf7d8504d62b3479ddd5d421313e042ed7bdbe1a6d56fa268cabf88322d
NKD	20230404	E4	234	117092	117092	0	55895	82800	0.675060	1112234	97fad1ab3fa3007f1f478fb0a7640ef8ecfdc8e060b49c6bf1ce2727a51a4f0a	483a7ffdbcbd59b98db0e2a3e1d05e528dcdbca84d2c1a5f96faac6bbb9f0f35
NKD	20230405	E4	232	143780	143780	0	57654	82800	0.696304	1332852	293be2df581ff47cb64575f1e3ee28237f2c7d6141781da0a90d71f104a49a37	f09eecc28a515742dcedc95919370f86b44b9a528eb9790d01bd244f8fce3fab
NKD	20230406	E4	188	112930	112930	0	56932	82800	0.687585	1069987	c58a7d9236456712e3d4c8a9301a1eeb93b0ef0df3c47fbfac125ef3a73aa01d	1ee61d2daaf4b0992c8a6fcdf070078e7819e408fc68ea0c3400acb2126ba8ee
NKD	20230407	E4	103	32028	32028	0	25282	82800	0.305338	299956	f96838a1f10fd8e0e8977aedf13998a0ee17fde674ce9ea7e9009ba2858f6975	ec25d44ba953908377c2e173fdc0aac3fec8841e3e94c30ded9ac53080044a91
NKD	20230410	E4	138	62079	62079	0	39181	82800	0.473200	582444	a73d959b0f967f4fb475cd863112f54ac62dd94795cc8689649b1a996746c07f	2011090849945596e1124df9760dd33180738a83aa2010cdff937647d2e78aca
NKD	20230411	E4	165	97945	97945	0	46290	82800	0.559058	905949	959d919d0eef18b7908b55b085fa14113a9c3838c52686a9b03d8b97d61240c8	d1332c1832931c33279ef1f53421756f906d58b8bbf214a06cb6a3be79909547
NKD	20230412	E4	267	152087	152087	0	48959	82800	0.591292	1417600	30f9b6151903e84ba9acd7622a0987bcd29d40e144a6fc853f88a2a9ddc11e1b	8f17aaa6b9a32a0c9731b8b6437adc4fdccdaa6f16da1c5406faa619cc25bd0b
NKD	20230413	E4	174	113790	113790	0	48720	82800	0.588406	1061363	fcdb06e834db3019fc004d1b73ead4a1a43d15208f2595de76c75ac80b036341	deab4b6893ec344b924db48cf82f0c51d959221ae28c82fba47995f79e706a8a
NKD	20230414	E4	279	150871	150871	1	58009	82800	0.700592	1398980	efbdf90dd27002fb04a3e3ce1a0256d312a08063cbd5f77cdf410b023a7d9376	2ff9c8fbb7ba010ccec489a19a675465957df6fec6177e6c2b6fdc2b954ddbe4
NKD	20230417	E4	162	100213	100213	0	43807	82800	0.529070	932557	7e6161c6ece50c2dcdd4ba7bd6294a347c6e0e8dd916cc42800ad61817184c6b	86e792309d35fe11c2207b0db55afe7892fe758bce15d62bb94bb3b2c499809e
NKD	20230418	E4	210	131874	131874	0	53157	82800	0.641993	1226178	c44a845a1aa79aada8beda530c6a2f91d70c2b70d2fa978ea9f2ceeb0228bbf3	f12e321162ff9531cfdee1d2ef1eae509a68272a995033be2fbf3c455abf329b
NKD	20230419	E4	146	91476	91476	1	46254	82800	0.558623	838410	00e952609e40165fec1e286fcf618d84aae8328867496af6f2515d1598f7ddeb	0dc9e9be60570d68d805c451606a09d99e9a0c6f256d43b7d897ceb6e7745092
NKD	20230420	E4	179	107299	107299	0	48893	82800	0.590495	984731	0b9dc5e8ab6878d4bd820690d5e9d333c3af2a92ad3e2975f807d41872051e71	50f0ed12caa2385aadbd2941b742869725c9c7a4b9237971e215db3de54c8dd3
NKD	20230421	E4	267	138442	138442	0	56208	82800	0.678841	1263615	321194bc336005dafa22f1a1fca3237ba689aeaf5cebb0dd255e0ec7768f3a67	a988b523993ba39a2b0bb0b4444b205a6ecf9f880f023219bc722509c1216a04
NKD	20230424	E4	130	67353	67353	0	38642	82800	0.466691	621788	d51b88e9fbfc2f82e5662a415331f4b398dd60d7bc49b5eab88f37038c00f4e0	c7ff691752bf29fe53277f980633bbc1ad30b77e1b9c90ed2ca18064e6cec3dd
NKD	20230425	E4	204	134935	134935	0	52380	82800	0.632609	1231222	66153a821ee4f102be47faf80ece8a47b88872df40426962e442fa6aa458e093	d5fceedb4fd36c41249f32af74d418c08acf73c97bb4aa9f464e1b62f2ee6b39
NKD	20230426	E4	309	141803	141803	1	54038	82800	0.652633	1303279	1a5aef7e7a205f006b9dce69703967844749b1a6fc9c81b7f4c8e181ec16ccee	608e2aae15d6004fff1930dbef592ed82ae1e4ddf12774be138bc497c10efdd1
NKD	20230427	E4	202	84773	84773	1	47400	82800	0.572464	782659	f405e7684eafe137f5db4ac2f6e557ec6591bc3377adb99bb6ecda8e4a024e6f	744bbd8faf6a328fe3bf5891d29aacbdff195bfab0fecec2a6c1650dde66d9df
NKD	20230428	E4	452	172442	172442	0	66867	82800	0.807572	1609367	dd8e30dd42a53df07a230ae797959cdf0670bb50aad19706b57d4609271e942e	e39658ebb95d3f7b7f55bae5963962cd412ab357d9c7e11b2e86d2061c23537a
NKD	20230501	E4	268	90664	90664	0	50453	82800	0.609336	837648	767b26293fc17d5a49dab1107c1f5b189b0f4e82a2bdd4c49bbf20ab9f79d7fd	4701e32b0f4694fab49a72c7647ad4ef62947308da4cb5a816814a1a234ea2e0
NKD	20230502	E4	385	222224	222224	0	65549	82800	0.791655	2035306	415fad91f3820cfff898c307d2e16758b192e4c884aa3b3cf69f493940f66bf9	9bdc4a741796e44c82f6f073d34ca78f9d50dec86845bd81c6751df8460c9b3d
NKD	20230503	E4	428	209065	209065	0	59019	82800	0.712790	1911177	4707c228a69a5c8f757707ad0481db01933edeef7c7da51d2cd41796ba1cbbf6	806adf6934aa7e04fb6cd8e5276b432da9588724ebd7fa44156dbd14e71d34c5
NKD	20230504	E4	423	279850	279850	0	71359	82800	0.861824	2537146	e65c8484e9434dd59fe2a105526b1cb151d7a39f55b7d373f3eb3e0f2e61c878	977e70e608c6faad335ba4cac0c61f4960b5f6b8a360dc1c1335c80820feb95f
NKD	20230505	E4	219	110504	110504	0	49753	82800	0.600882	1020358	398fc5b350eace2fdb95cfa69fa039fd2da6c35e45d152aa0e49ab518dfec8ff	35d37dd021c5eb7ed6de103d59ee4cf0ef633a15f11234fbcf7e0e1f1ffaae70
NKD	20230508	E4	235	115629	115629	1	52153	82800	0.629867	1061357	db283c4ac2a82bd3247f93a2525e40c4b2e8587df953750b8ebc43772a196a59	a19f1849dd5fdb71decba771f7db2241a61adfd097281f5c19c18719d561c88d
NKD	20230509	E4	172	121487	121487	0	44061	82800	0.532138	1103879	5094f6283db6102d6d60e446151936c67dadd20bfab545f880dcd5fc7e434796	71e60806fd19c52dbbc0782118c6e70b6b51cd765467b6c283a9b6e24ab7be20
NKD	20230510	E4	313	197195	197195	0	53770	82800	0.649396	1788685	c6d8f269abe6d0c673972acde3982d0fbb70669b3ed3287ba27adf47fb5b37a7	a471a95a20536c910fbf80f38d42bf9b68b53dc562340280efa72940bf1e71b0
NKD	20230511	E4	275	197545	197545	0	53809	82800	0.649867	1790060	2917d8fe5ab086a90710ee09568baf12f2e2e6ab1648cbcff935fc5439348b23	15fa55d9a62b12c8138fd9757c14865a60b38e856232eec07ed3dd8bf74cb0d2
NKD	20230512	E4	332	169835	169835	0	58760	82800	0.709662	1574905	35cfc38da8435fbe4ef54227116210c6ee90c898ac366c66bfee6907a9de25c1	9f5a6d561d0b3d5b2faadd8967e740fc55251ea9ffb1d49241e6615472f62da6
NKD	20230515	E4	241	141076	141076	0	54058	82800	0.652874	1316447	6ca93094bca13ccf31549e2f0d320c9cec27b806271cec1702e52f88508c47b8	20eab9c6c5fa6fc39775792f185e442b7c1714cfa11eaf3416c0e8fa0ca9a965
NKD	20230516	E4	235	152698	152698	0	55249	82800	0.667258	1397576	3ced7512fd6fb7bbe18277d6eea118e6efe802311b9633feed47780d301a8e8f	47064bfb5324de098db83dd13e88abed5d797f81dbb664609df7d15f94c159a9
NKD	20230517	E4	233	157546	157546	0	56707	82800	0.684867	1436775	f8ba7ce103b44af696262617ba1f2df304e9fc45f96b6dcd86de0ebe8a3fb888	082679cc65ea4077921f9f99fcb13a7eade064252376fc85f454a8ef0f5aa5b0
NKD	20230518	E4	458	217043	217043	0	67374	82800	0.813696	1970495	7bf3d73fb3dff1a948aeedc377408adb63fa500ecf67de5fa2e8b73c4382ff68	b7632fc39c12141e83ca74c9afa7d20b1a02d1dd64644a739e866b88b978814d
NKD	20230519	E4	447	244318	244318	0	69694	82800	0.841715	2206016	384ea12c7607bacfd51569dfa6304671aebf33c552b4aa1071f3a29fcbc0e592	17bcb8f16ebfb5ec0059b54e8758f5e36f68c6002d9bd91169ac1a23b37c4ca9
NKD	20230522	E4	412	226323	226323	0	63052	82800	0.761498	2009481	3ef44e1cc25d36aa71c90e428c5170dad4408afd152758159c6bada6de7803a9	68800b8301f79103d7da0c5d55f5ff183140439422257ad35af2b9132dbc6204
NKD	20230523	E4	718	312062	312062	0	75126	82800	0.907319	2769511	47f8855ef9aaa2320716a0c00e7b0d6ff900cf7bc96065364fd4166161e9fae6	0a3d1e7c9127ac5b510abafcb4f97a1849860161c1034deddcadec9ca315457d
NKD	20230524	E4	437	236882	236882	1	72037	82800	0.870012	2157685	0185488eab4aff074deff776d58cc2089de84413a639dfb0c557e950052e4671	13d7226ecec0c075b46d5e4bf889e2c44f171a9d17a69e7d020e85cca037ad6f
NKD	20230525	E4	544	260973	260973	0	69862	82800	0.843744	2389824	6a66325d4090b6f7e9337342f2e9c792df450d32d88058705387cc18c507a21f	01ebc8dc2cedda9a900007ad9ebef578f494a9163efc24b7414ca1e0c24d2064
NKD	20230526	E4	393	173679	173679	0	68863	82800	0.831679	1605471	02da36245bfc72525753bfc693de307b5f30dd63e7dd914f57df95a28eb27f8c	397c27afd50452b93912f0688025f0a89ee59f9d52dbb2019375a04f40fbba90
NKD	20230529	E4	364	128037	128037	0	50879	82800	0.614481	1136496	a0074994e018078b2b69eeabf92d5aae1bcb924514a4b4f26c966b31c7709b5b	6bc8ab34c40d4cb8513f1dda561c1948cbcf8358eb4fa1e4ba815a87577e0229
NKD	20230530	E4	526	298715	298715	0	73996	82800	0.893671	2683445	05798d5bbc3d3f086c0153194bcb3452a83fac6e4265a71172cf9bd7efb06ef0	2f934937c49869f0d12e50806f585182e175d35653d40dc5b5cedcc97522c7ea
NKD	20230531	E4	579	333975	333975	0	73616	82800	0.889082	3027320	f0ac8def65d4749d522cb637a4cb014c3c0595c03f993330fa7968c4cf75d048	3b7536cc8339106af978b0e27a8ef5ac1bfe35a42b2a4b9e0146bbede5242171
NKD	20230601	E4	409	269999	269999	0	67085	82800	0.810205	2404874	f7e6913f8d7d06e64615d000905720deb575a5fd2b81f3823fb3df0ecf8a9ce5	489b3c4bc7e68924b05170c95496535a93f1d98cf304fbaab85e0e16f284d6d4
NKD	20230602	E4	417	280456	280456	0	69398	82800	0.838140	2480453	b23f23463a4387c83d15e20620826137f0950c05814381d5fb4a995969fd87df	df8bd05b9ec257612b0c3073610387e59946693e254bcf09007c2ef0c7894dfd
NKD	20230605	E4	629	290329	290329	0	77753	82800	0.939046	2571724	2399716568396bcd81c08ca331528c21f7af0e6c78549f24052758db7f7404bd	be49f0fa14ade620ff89cb8d71606016d8a6bd8ce75d550cccbfeac85a7f3e63
NKD	20230606	E4	562	263030	263030	0	72980	82800	0.881401	2346750	60b3037e26260d1f152d2460c49f791fd565fd2b7bf7e329bfcd1e2941774189	4d3e1055320d6effe59704a603f7c4cf0db5b3d6aa8f02e06cc99ee03601e314
NKD	20230607	E4	692	248446	248446	1	75297	82800	0.909384	2283600	efb679275ad9e001481d8dc7f0b72f1a8787da86487d4415092547415f1fc4a4	080080e508dacca9047c70e603e31e3825f83e3615c0126e04dfbbfd55be5d25
NKD	20230608	E4	420	124176	124176	0	64663	82800	0.780954	1152713	c371880de767d254a05d92e231bdfb47d35e34df0d4b31cd48d3e03bf0ae57de	a18643d68ac2d3bf10dc9f7ec3f4d49ba5937bea9fb96ac2793db8f4869fdb65
NKD	20230609	E4	405	240274	240274	0	64445	82800	0.778321	2124226	d62a7842003e1c2bc1854bcd14695ddeeffb8ef99c5512efecc5c8332d738f18	4a4d5d762b0dcf82d4a9ef996b5ed8558bc0b8e40f12a517425b1393a2d118c5
NKD	20230612	E4	295	200868	200868	1	61019	82800	0.736944	1812075	57e89fa0192281019548db9ba58330b50c04691e4d2a90b83d5418b8ce744437	627bf1198a250d092807c2a08141758740c71bc8a17d03dc65ebabc9e8cd76e1
NKD	20230613	E4	494	291633	291633	0	72069	82800	0.870399	2627701	034ce15a038faa9e37715cbc2051f7b42cdc74e6c6ea3302dc94e2c7a3ab9a58	2f5dcb6f946e4ebde9e46174edbf5c1307b3f4519dbd14bcfec75ad4f536cd84
NKD	20230614	E4	650	271220	271220	0	72130	82800	0.871135	2454524	c14875cb68b121b711ec5311533fe6498dcc3330d60de55cc1c32c4c274a823c	15c6b350b28206ceff14a390d0839739f986fb41c68c20520a510ecad7eafb74
NKD	20230615	E4	576	258370	258370	0	74978	82800	0.905531	2326280	a24dcbd61a67ae0d661387ce0d627670bedb100ed2b6ad144dcd98ec508f8aa7	c5f063dc13c7f4a7fd21b8f91868e7337cb7faf024b8cf36ff9e4fffe9a2dbe7
NKD	20230616	E4	499	223629	223629	0	71289	82800	0.860978	2035667	ef9e18ad2f5ae6444bbf88f80c688f8a945e24686f32bb3064ddb3d46c720378	b913b2ed9892a85aef45395fc7658050940f7b5178768936a476873b8905c957
NKD	20230619	E4	324	115439	115439	0	51197	82800	0.618321	1037241	a1a70ed0857ee6e80e20b4c67de3ef42a88723724958ab77136cb739d21f9355	734a584466f8c9f93d6b8f29c5f383e4afd17bc5d8a3beb8532c697e3361f443
NKD	20230620	E4	419	214314	214314	0	71252	82800	0.860531	1921560	847e5c5504d0840415c80db678ccdbf0d1f8abc81d11c69d7cad91867eba5f78	97a181958708bd68f74a999b25cab09a1e85bb32ef564f45f48f8b736b351caa
NKD	20230621	E4	368	210477	210477	0	69968	82800	0.845024	1898863	b0eed85154f9fb250a8c47ae2c6ae418701ee259585e1b8d1c7974c249a15c4d	b6937471b118d53c4b28afc20bd7556fef9150c503a19f6094840ccb8c63e2a2
NKD	20230622	E4	344	186073	186073	0	66535	82800	0.803563	1679438	8dcd86d3ba7df7446e2c3fa37946c536247a72706103543056978d4f1d682974	b60697f2ff0f116c7300f703e08be8c3daa0110edd786e9e8a71dd6dc0924baf
NKD	20230623	E4	623	381619	381619	0	73149	82800	0.883442	3349328	96606c82a6fb9c361697e76e3a082685948d4da3603fe17feaeee62b39520429	943f49e812260f1c5f53699869e37430e42c9fe63a71c5872eaffc624cc12168
NKD	20230626	E4	411	273949	273949	0	68613	82800	0.828659	2452939	f383eca9f95451613381f8f5e29f16784e7c51ad8cd1c4810bd8ee3fb9d5d1aa	d5b828d5fdc1057325495f3c3887a769b28780171afe0b9b9f5ade79d540eecd
NKD	20230627	E4	326	168646	168646	0	57848	82800	0.698647	1518279	6244473bd4f670f3ff1a8aaf78a9f8cf2c84834e13c1f59ed2d152e0df6e3394	8fd71307889ff733a5e5a987cdfac88345a298d05383abd85b4dde25f0cd91fc
NKD	20230628	E4	365	193465	193465	0	68940	82800	0.832609	1768484	8f6c053e06981e21931b0a8eafac4e6e6e42835882bb72fb462253eed119882f	2879d08d9f8d2fb7a1036635f7e6e108c218986d885576439834668fbef3ce45
NKD	20230629	E4	314	141643	141643	0	58787	82800	0.709988	1295396	db75021c5691db0acc8439a358663dd260c866b9e51a10a892c216274d63bfe6	6b72a53cfc1cea67597f4087c7bd10aeec2877e03717475d85dea83fe488090d
NKD	20230630	E4	289	118394	118394	0	53948	82800	0.651546	1072805	a1b0c56a061ee90fe5268fdf1aaef762389673a316a291581280dc62b0895443	71b5e6ef1a82c778a031006fff0704d1bf237a0861e9d1cfa1d633e8c96f9ef6
NKD	20230703	E5	271	125384	125384	0	55202	82800	0.666691	1120652	adc2b13d202467701c40cca1ef8bcf9c28dcf3056cbc1b75958ead2759773383	c7ba35be1c6769578275bb21896ed47194aaa359c71b45e98fe4cd44ff8dc8d5
NKD	20230704	E5	180	78714	78714	0	42114	82800	0.508623	686075	c02d7c499d9ba1565dfa8f5986e253f6282aed5133f89eb1f699c2adc247a4e2	ff57dd082da94c433bdd46e5d67840e86241ac7be4659e7975ba23eb7f36a094
NKD	20230705	E5	275	166776	166776	1	64588	82800	0.780048	1478843	fd91be10b3a4fbe3b18af9abf166179732faf46af406cb89d8a0aa90be7b8c66	5a836901221de0d53ede7adc56b07eba47c019925bfad3f6c64c82919b1e5a00
NKD	20230706	E5	420	184674	184674	0	69119	82800	0.834771	1686688	9f4d3ea2db08aaf023605f1b6dd0302ccb8208cbb62902e131c2189ea6eded1a	a5a1dcccf03a41b5cb3dc1c0cf9cc5cea7d65e6d490d58c5954ce5980c2131b1
NKD	20230707	E5	414	177317	177317	0	63005	82800	0.760930	1640205	4551b4b80e888668dad56283d166c0f5e474357968e8d14f68e55e9261dd9925	acea51bddc4c63fea93c8470e847cfe2fee4638d545e503700bd9420e4a3077e
NKD	20230710	E5	501	169136	169136	0	70645	82800	0.853200	1551733	37f438e5e77f4542c7e14a0c42f36455030e2d0eb54a26aae24c0ef57449576f	f4dd84a28338590a991dfe3646c582daf944282f64b6108d5f8260a018020db6
NKD	20230711	E5	343	130771	130771	0	62274	82800	0.752101	1192020	a35037f9935528df704401db13e8e2dae894b090e0068ce0f0d704a6f835d140	9d1e6e51493f413441316c2176c68504782985178793ef0ce6dc516b1ddedbcf
NKD	20230712	E5	488	198604	198604	0	66785	82800	0.806582	1798890	15ec370f84f055cbdaa0485a3de303749b2bab713177912a6d3cc2f3188f7a36	7c690491554249042184e232b1746253de8b957900b18e1930a724ff17c71c6c
NKD	20230713	E5	370	145308	145308	0	68725	82800	0.830012	1321710	fecb53b15b201d284eec25b7c954d449aadd71ff5847d575471309680a6c8209	72d301798093d1382bc1d4155492213a1692f91b81430b2878aca6452540b978
NKD	20230714	E5	422	201507	201507	1	64846	82800	0.783164	1786241	b34fc6ae546c18e0dcddd1e956ed36ccceae6d1b3ebf53a473918c2dbe9f0f8d	4964265a654760906d722dd53d233755918d8ee975257017a293ef64a4434de8
NKD	20230717	E5	207	114290	114290	0	58665	82800	0.708514	1032305	ab96bb83d2d9b0ab189e16ab7a9b292bfe4ac4ad95d395469c09eece0c003b57	1e2e22b9f897abfd09b0633f652ee755430201016adc9c493240d02d5037a16d
NKD	20230718	E5	368	161693	161693	0	64056	82800	0.773623	1450126	3c5b71c097dcbbfd82d396479769b63fe106cf6c5420c7b766dce5df72ee8577	295507112a9e4224d76eacb7c2e3c20340e4780395dd58ef2055dfc7246984be
NKD	20230719	E5	276	182984	182984	0	62135	82800	0.750423	1636085	5d1839edc233a48a2296a78cacb4fa37b7393ada424e60357dc3b768d8d96194	9ad698f18864712088ebca902996793fcde4e3557102c67e817e0762fe93f43e
NKD	20230720	E5	304	160530	160530	0	62971	82800	0.760519	1437759	6127d00b290298c7fa6d19d919c554e173b23c7dceb0ba9ef48e7ac2df7defea	f93942024f71d66d1415627836e2fb1fcf3c3093d5e4c235c917f61b68de4a4d
NKD	20230721	E5	337	152524	152524	0	64505	82800	0.779046	1400288	79fca04055ce309fd47d8503a6d27695a86a5c98a6e843f993d35096ba07bc78	f187bb3c46438d90d3f4b70762b396d8e69bd651660c2da2f1fde675a119e7c6
NKD	20230724	E5	239	100202	100202	0	49407	82800	0.596703	907728	1dc6cc385369d357b0b9a4270a8628d635e6b3aea5229fa9f8c09fcd3e8c95a9	f226a8e5e05eae1981e2b18132acc0c5f3e4338b913131c914a2c93e72d642dc
NKD	20230725	E5	198	79326	79326	0	47801	82800	0.577307	717635	f56fdc8d61a382b74e6042fe1221facd8b79c6e629b11515902afc6dcdadb73e	54212dcd6d8cf312676faaccfc291c55285429f517e53d2657ac1dfff8758fb7
NKD	20230726	E5	342	130990	130990	0	65712	82800	0.793623	1186581	20f3fdaa96988a77faddaed49676712fbce911d1107f7a5035ffa6c3893064c5	2b273f60eeacb8802dd10f05d79e8265938abf786881c47a03e1500299ba4609
NKD	20230727	E5	463	198545	198545	0	67512	82800	0.815362	1799702	95e3686fac502ea8dc9b2891e08979551da35c5e1098735ba6c37c498ce50b1d	4b337faf1daff0c27c5a4406149aae9ad90f123101e2a7f49caf092745507077
NKD	20230728	E5	868	246903	246903	0	72436	82800	0.874831	2256811	a8cf002f2f0a48e6a3916cd12406a4f0bfbd70496899ee003eff28ff37d26ae2	31b86b473ffa8710908b82d3e25e5a45a09f0122e94075b047f7a04202d44f0d
NKD	20230731	E5	387	155590	155590	0	67512	82800	0.815362	1413706	80f09ea02d6280ab92f0133584eaa3bed9c7c814e601d6489d72cccbe3903287	5228f9646bb47b17ad86a33f592c9667bbd7c8d6ce6e95c7157c8c490ae8bce5
NKD	20230801	E5	294	139261	139261	1	61184	82800	0.738937	1257915	5b5ca7da40f50791867a950bb5dcd9e140721376455df4a9725ae6f50748e9cf	bc548a4b6cde1e6a919dec948d75276144d856df52c2f6fda812f38ada98340a
NKD	20230802	E5	520	240688	240688	0	74669	82800	0.901800	2192185	7f3d6355d6a8981e5cf570116ad24f595eee577c172ccbcf0d835ae81bd2079a	6339d00c820b924dbfe62dbcdadcccac940e39886335a436b9c01e8c948a2110
NKD	20230803	E5	555	234706	234706	0	72897	82800	0.880399	2174990	e4c61a53102f63f4a33a6e2a924502a61ce5b419361297cec9c4ccb4b8cefe92	6b7de401c01b055bf762cae12a3e9ae6c2ead3d06db6b43578fc6c26ccaa4069
NKD	20230804	E5	443	242239	242239	0	68342	82800	0.825386	2188699	7f304f54dca230b1c8bb199088509c3533311ed5ac14ecc4d793423d09191c6e	97ff9e8d666bc870ae27613089c451cd58b7f9632ab727588e571247f207ef64
NKD	20230807	E5	339	163733	163733	0	64916	82800	0.784010	1500220	d92ceb26ad55fc9aa4cba7df7166d8ed20f0f34ff88bc7d5c7255bf639005c22	44a22a181778b9971f23cf56db079064c5328b7b01109b28b2e4bcdc4b1ef93c
NKD	20230808	E5	371	221817	221817	0	69825	82800	0.843297	1992009	2ce6128181d7dc4f807b344b51b188c6e3177de58ccaa0186177c74a521460be	5df9359fb89b2526f9a5a508acb92ac4fc5c380b6c48bee08091741e0aeb9ad5
NKD	20230809	E5	288	153570	153570	1	60874	82800	0.735193	1424034	8b2b72ec4c745cf833d721d85e5b7a50f55fba823de97152fc03001134b3bb96	4f78499f300d949beec401e39cefac569f05b057eeb667b3a80255301fb95a3d
NKD	20230810	E5	371	239327	239327	0	66884	82800	0.807778	2188228	dbaf59d723740b8b6846973a05d842d4ffa773730e2c01ef29929fb9f20a600c	a0ab94a1c7a77e481e5bb7ef35c0a6f0e5850f9f94f0f89a02b3eb2bc14ed64a
NKD	20230811	E5	196	130544	130544	0	55882	82800	0.674903	1221200	4de42d32bcec1e44af9af8745064ccb83ff6a4d743c5ba73e5e898772aba46da	789a676eca19af300995f0d0ecfe3e385e82e2a4acbf3488e8dbe4ead2ad5371
NKD	20230814	E5	360	227817	227817	0	62103	82800	0.750036	2030817	0ffc2055d89c11334336d6bfff1fc1a2133867ffab9a7e9ab7e5d5fa62dab66e	2f1979538145e76af5923e5ebc66a30838436a9b99daee655d936868d3018f72
NKD	20230815	E5	292	221073	221073	0	63603	82800	0.768152	1976252	de0166b678e4f002bd01da72df01e681bbe8e1af288bb510045ac7a4fdbbd0c3	dfc42b6c80c25fadee135cc76e4dc44014b267685ff99482601a70d88219e3ee
NKD	20230816	E5	343	219206	219206	1	65414	82800	0.790024	1958841	add979db655bf5a6178e2396a18feaa4327b6b95616b964fcdccb8d5efe1fc0a	97354658b22a98c9527938d5ef575acd69448d156cb708c46ee961b472c29c83
NKD	20230817	E5	383	241931	241931	0	69151	82800	0.835157	2184375	dce1cb7dec06cf3684843a73a4c413baee5cdfac2e092304bec4ed26402e307f	1eec192ba46b0b07470d13c32446e885b25e9a4c93b973d379228b459f70ea47
NKD	20230818	E5	445	269391	269391	0	71452	82800	0.862947	2470123	fa0a6aa59fdcfb0d0d1b876f32a35f1a35347f6bb03d18c7a037afc609d5b45b	8a3048677b8d823ce1b5a82c713ddd45455f384d703618357cba15b45206e676
NKD	20230821	E5	421	218424	218424	0	67159	82800	0.811099	1974001	f59e657a57f94cfa00dd3b0d3aff0cefa0712473002dec4535a188a4a43fee36	b136dc2762c4413b26dbda08bf95ca4d94a08624defed285b1cbb8025bed014c
NKD	20230822	E5	369	181602	181602	1	65373	82800	0.789529	1648264	19769f99e46ce7f338111f35f867bf6f7e875396a9622d818285ec4f8ac71454	52651f5101e105cd8bca377688b0c54f044e4977489a4d1894027982ce819c76
NKD	20230823	E5	313	174074	174074	0	65129	82800	0.786582	1577839	8b6d4637ebd75f8282baee2478f0cc2ce8ac79eb86391c2c1f44e358885252b7	2f927e2ad52e333fcc9a593033e49b867567bd3f3caa043649e6d00a60ff17ef
NKD	20230824	E5	399	329209	329209	0	70792	82800	0.854976	2767083	63b661feb8aa3d9d6dffeb7c347621b938dd4bd95c4572d2ea9dcc5e46ee5646	4740e3b2baee7bc0ceb3aa9bf13a6a8b0dd79419a84358199dbe9dc335b795a2
