# ROUND-2 SEALED BLIND LEDGER 20240501 (E6R2X-BLIND-D3) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
SI-20240501-S-E49	SI	16:08	S	SKIP	0.000	-	VETO	-
HG-20240501-S-E76	HG	16:09	S	SKIP	0.000	-	VETO	-
NKD-20240501-S-E53	NKD	16:09	S	SKIP	0.000	-	VETO	-
SI-20240501-L-E55	SI	16:14	L	SKIP	0.000	-	-	-
NKD-20240501-L-E54	NKD	16:15	L	SKIP	0.000	-	-	-
HG-20240501-L-E69	HG	16:16	L	SKIP	0.000	-	-	-
SI-20240501-S-E50	SI	16:17	S	SKIP	0.000	-	-	-
NKD-20240501-S-E54	NKD	16:19	S	SKIP	0.000	-	-	-
SI-20240501-L-E56	SI	16:20	L	SKIP	0.000	-	-	-
HG-20240501-S-E77	HG	16:21	S	SKIP	0.000	-	-	-
NKD-20240501-L-E55	NKD	16:22	L	SKIP	0.000	-	-	-
HG-20240501-L-E70	HG	16:22	L	SKIP	0.000	-	-	-
SI-20240501-S-E51	SI	16:23	S	SKIP	0.060	HAND	-	best arithmetic outside the veto band (ext0, uns1223, 6.6h, level nd0 tc1) but 256 events carry ONE trade in 4 seconds; two-sided maker metronome + parking both sides
SI-20240501-L-E57	SI	16:27	L	SKIP	0.000	-	-	-
NKD-20240501-L-E56	NKD	16:27	L	SKIP	0.000	-	-	-
HG-20240501-L-E71	HG	16:29	L	SKIP	0.000	-	-	-
SI-20240501-S-E52	SI	16:32	S	SKIP	0.000	-	-	-
HG-20240501-S-E78	HG	16:34	S	SKIP	0.000	-	-	-
NKD-20240501-S-E55	NKD	16:34	S	SKIP	0.000	-	-	-
SI-20240501-L-E58	SI	16:37	L	SKIP	0.000	-	-	-
NKD-20240501-L-E57	NKD	16:37	L	SKIP	0.000	-	-	-
HG-20240501-L-E72	HG	16:38	L	SKIP	0.000	-	-	-
SI-20240501-S-E53	SI	16:39	S	SKIP	0.000	-	-	-
NKD-20240501-S-E56	NKD	16:40	S	SKIP	0.000	-	-	-
HG-20240501-S-E79	HG	16:42	S	SKIP	0.000	-	-	-
HG-20240501-L-E73	HG	16:43	L	SKIP	0.000	-	-	-
SI-20240501-L-E59	SI	16:44	L	SKIP	0.050	HAND	-	120 events and ZERO trades in 5 seconds; one 2-lot ask cycling against a static 16-19 lot bid
HG-20240501-L-E74	HG	16:46	L	SKIP	0.000	-	-	-
NKD-20240501-L-E58	NKD	16:47	L	SKIP	0.000	-	-	-
SI-20240501-S-E54	SI	16:47	S	SKIP	0.000	-	-	-
SI-20240501-L-E60	SI	16:49	L	SKIP	0.000	-	-	-
HG-20240501-S-E80	HG	16:49	S	SKIP	0.000	-	-	-
SI-20240501-S-E55	SI	16:50	S	SKIP	0.000	-	-	-
HG-20240501-L-E75	HG	16:51	L	SKIP	0.000	-	-	-
SI-20240501-S-E56	SI	16:53	S	SKIP	0.000	-	-	-
NKD-20240501-S-E57	NKD	16:55	S	SKIP	0.000	-	-	-
NKD-20240501-S-E58	NKD	16:58	S	SKIP	0.000	-	-	-
NKD-20240501-L-E59	NKD	16:59	L	SKIP	0.000	-	-	-
HG-20240501-S-E81	HG	17:01	S	SKIP	0.000	-	-	-
NKD-20240501-S-E59	NKD	17:02	S	SKIP	0.000	-	-	-
SI-20240501-S-E57	SI	17:03	S	SKIP	0.000	-	-	-
HG-20240501-L-E76	HG	17:03	L	SKIP	0.000	-	-	-
HG-20240501-S-E82	HG	17:05	S	SKIP	0.000	-	-	-
NKD-20240501-S-E60	NKD	17:06	S	SKIP	0.000	-	-	-
HG-20240501-L-E77	HG	17:07	L	SKIP	0.000	-	-	-
SI-20240501-S-E58	SI	17:08	S	SKIP	0.000	-	-	-
SI-20240501-L-E61	SI	17:09	L	SKIP	0.000	-	-	-
NKD-20240501-S-E61	NKD	17:10	S	SKIP	0.000	-	-	-
HG-20240501-S-E83	HG	17:12	S	SKIP	0.000	-	-	-
SI-20240501-S-E59	SI	17:12	S	SKIP	0.000	-	-	-
SI-20240501-L-E62	SI	17:14	L	SKIP	0.000	-	-	-
HG-20240501-L-E78	HG	17:15	L	SKIP	0.000	-	-	-
SI-20240501-S-E60	SI	17:16	S	SKIP	0.000	-	-	-
HG-20240501-S-E84	HG	17:18	S	SKIP	0.000	-	-	-
HG-20240501-L-E79	HG	17:21	L	SKIP	0.000	-	-	-
NKD-20240501-L-E60	NKD	17:22	L	SKIP	0.000	-	-	-
SI-20240501-L-E63	SI	17:23	L	SKIP	0.000	-	-	-
HG-20240501-S-E85	HG	17:33	S	TAKE	0.150	HAND	-	sellers aggress 19 lots vs 3 in 9 prints; the 4.5575 bid is TRADED THROUGH (T A 1,2,7) and clears to 4.557, then 4.557 walked down; the 4.558 offer re-posts continuously and is touched once; ext_needed 0, 5.4h
NKD-20240501-L-E61	NKD	17:36	L	SKIP	0.000	-	-	-
HG-20240501-L-E80	HG	17:37	L	SKIP	0.000	-	-	-
HG-20240501-S-E86	HG	17:38	S	SKIP	0.000	-	-	-
SI-20240501-S-E61	SI	17:39	S	SKIP	0.000	-	-	-
SI-20240501-L-E64	SI	17:47	L	SKIP	0.000	-	-	-
SI-20240501-S-E62	SI	17:50	S	SKIP	0.000	-	-	-
NKD-20240501-S-E62	NKD	17:51	S	SKIP	0.000	-	-	-
HG-20240501-L-E81	HG	17:52	L	SKIP	0.000	-	-	-
SI-20240501-L-E65	SI	17:56	L	SKIP	0.000	-	-	-
NKD-20240501-S-E63	NKD	17:58	S	SKIP	0.000	-	-	-
HG-20240501-S-E87	HG	17:59	S	SKIP	0.000	-	-	-
SI-20240501-S-E63	SI	18:00	S	SKIP	0.000	-	-	-
HG-20240501-S-E88	HG	18:01	S	SKIP	0.000	-	-	-
HG-20240501-L-E82	HG	18:04	L	SKIP	0.000	-	-	-
NKD-20240501-L-E62	NKD	18:04	L	SKIP	0.000	-	-	-
NKD-20240501-L-E63	NKD	18:09	L	SKIP	0.000	-	-	-
NKD-20240501-S-E64	NKD	18:10	S	SKIP	0.000	-	-	-
HG-20240501-L-E83	HG	18:10	L	SKIP	0.000	-	-	-
HG-20240501-L-E84	HG	18:15	L	SKIP	0.000	-	-	-
SI-20240501-L-E66	SI	18:16	L	SKIP	0.000	-	-	-
SI-20240501-S-E64	SI	18:18	S	SKIP	0.000	-	-	-
SI-20240501-S-E65	SI	18:22	S	SKIP	0.000	-	-	-
HG-20240501-S-E89	HG	18:22	S	SKIP	0.000	-	-	-
SI-20240501-L-E67	SI	18:28	L	SKIP	0.000	-	-	-
HG-20240501-L-E85	HG	18:30	L	SKIP	0.000	-	-	-
NKD-20240501-S-E65	NKD	18:33	S	SKIP	0.000	-	-	-
HG-20240501-S-E90	HG	18:34	S	SKIP	0.000	-	-	-
HG-20240501-L-E86	HG	18:37	L	SKIP	0.000	-	-	-
SI-20240501-S-E66	SI	18:38	S	SKIP	0.000	-	-	-
HG-20240501-L-E87	HG	18:43	L	SKIP	0.000	-	-	-
SI-20240501-S-E67	SI	18:46	S	SKIP	0.000	-	-	-
HG-20240501-S-E91	HG	18:49	S	SKIP	0.000	-	-	-
NKD-20240501-S-E66	NKD	18:49	S	SKIP	0.000	-	-	-
SI-20240501-L-E68	SI	18:53	L	SKIP	0.000	-	-	-
NKD-20240501-L-E64	NKD	18:56	L	SKIP	0.000	-	-	-
HG-20240501-S-E92	HG	18:58	S	SKIP	0.000	-	-	-
SI-20240501-S-E68	SI	18:58	S	SKIP	0.000	-	-	-
HG-20240501-L-E88	HG	19:00	L	SKIP	0.000	-	-	-
HG-20240501-S-E93	HG	19:01	S	SKIP	0.000	-	-	-
NKD-20240501-S-E67	NKD	19:01	S	SKIP	0.000	-	-	-
HG-20240501-S-E94	HG	19:03	S	SKIP	0.000	-	-	-
HG-20240501-L-E89	HG	19:05	L	SKIP	0.000	-	-	-
NKD-20240501-L-E65	NKD	19:07	L	SKIP	0.000	-	-	-
SI-20240501-L-E69	SI	19:09	L	SKIP	0.000	-	-	-
HG-20240501-S-E95	HG	19:14	S	SKIP	0.000	-	-	-
SI-20240501-S-E69	SI	19:15	S	SKIP	0.000	-	-	-
NKD-20240501-L-E66	NKD	19:26	L	SKIP	0.000	-	-	-
NKD-20240501-S-E68	NKD	19:28	S	SKIP	0.000	-	-	-
NKD-20240501-L-E67	NKD	19:30	L	SKIP	0.000	-	-	-
HG-20240501-S-E96	HG	19:32	S	SKIP	0.000	-	-	-
NKD-20240501-L-E68	NKD	19:37	L	SKIP	0.000	-	-	-
HG-20240501-L-E90	HG	19:39	L	SKIP	0.000	-	-	-
NKD-20240501-S-E69	NKD	19:43	S	SKIP	0.000	-	-	-
HG-20240501-S-E97	HG	19:44	S	SKIP	0.000	-	-	-
NKD-20240501-S-E70	NKD	19:45	S	SKIP	0.000	-	-	-
NKD-20240501-L-E69	NKD	19:48	L	SKIP	0.000	-	-	-
HG-20240501-L-E91	HG	19:52	L	SKIP	0.000	-	-	-
NKD-20240501-S-E71	NKD	19:53	S	SKIP	0.000	-	-	-
NKD-20240501-L-E70	NKD	19:57	L	SKIP	0.000	-	-	-
NKD-20240501-S-E72	NKD	19:59	S	SKIP	0.000	-	-	-
NKD-20240501-L-E71	NKD	20:00	L	SKIP	0.000	-	-	-
SI-20240501-S-E70	SI	20:00	S	SKIP	0.000	-	-	-
HG-20240501-S-E98	HG	20:00	S	SKIP	0.000	-	-	-
HG-20240501-L-E92	HG	20:00	L	SKIP	0.000	-	-	-
SI-20240501-L-E70	SI	20:00	L	SKIP	0.000	-	-	-
NKD-20240501-S-E73	NKD	20:02	S	SKIP	0.000	-	-	-
HG-20240501-L-E93	HG	20:04	L	SKIP	0.000	-	-	-
HG-20240501-S-E99	HG	20:05	S	SKIP	0.000	-	-	-
SI-20240501-S-E71	SI	20:06	S	SKIP	0.000	-	-	-
HG-20240501-S-E100	HG	20:07	S	SKIP	0.000	-	-	-
NKD-20240501-L-E72	NKD	20:08	L	SKIP	0.000	-	-	-
NKD-20240501-S-E74	NKD	20:12	S	SKIP	0.000	-	-	-
HG-20240501-L-E94	HG	20:12	L	SKIP	0.000	-	-	-
SI-20240501-S-E72	SI	20:12	S	SKIP	0.000	-	-	-
SI-20240501-L-E71	SI	20:13	L	SKIP	0.000	-	-	-
NKD-20240501-L-E73	NKD	20:14	L	SKIP	0.000	-	-	-
HG-20240501-S-E101	HG	20:16	S	SKIP	0.000	-	-	-
SI-20240501-S-E73	SI	20:17	S	SKIP	0.000	-	-	-
NKD-20240501-L-E74	NKD	20:17	L	SKIP	0.000	-	-	-
SI-20240501-L-E72	SI	20:17	L	SKIP	0.000	-	-	-
NKD-20240501-S-E75	NKD	20:19	S	SKIP	0.000	-	-	-
SI-20240501-L-E73	SI	20:20	L	SKIP	0.000	-	-	-
HG-20240501-L-E95	HG	20:21	L	SKIP	0.000	-	-	-
NKD-20240501-L-E75	NKD	20:21	L	SKIP	0.000	-	-	-
HG-20240501-S-E102	HG	20:22	S	SKIP	0.000	-	-	-
NKD-20240501-S-E76	NKD	20:24	S	SKIP	0.000	-	-	-
SI-20240501-L-E74	SI	20:25	L	SKIP	0.000	-	-	-
HG-20240501-L-E96	HG	20:25	L	SKIP	0.000	-	-	-
NKD-20240501-L-E76	NKD	20:25	L	SKIP	0.000	-	-	-
SI-20240501-S-E74	SI	20:30	S	SKIP	0.000	-	-	-
SI-20240501-L-E75	SI	20:31	L	SKIP	0.000	-	-	-
SI-20240501-S-E75	SI	20:33	S	SKIP	0.000	-	-	-
HG-20240501-S-E103	HG	20:33	S	SKIP	0.000	-	-	-
NKD-20240501-S-E77	NKD	20:33	S	SKIP	0.000	-	-	-
SI-20240501-L-E76	SI	20:34	L	SKIP	0.000	-	-	-
HG-20240501-L-E97	HG	20:34	L	SKIP	0.000	-	-	-
NKD-20240501-L-E77	NKD	20:34	L	SKIP	0.000	-	-	-
HG-20240501-S-E104	HG	20:37	S	SKIP	0.000	-	-	-
SI-20240501-S-E76	SI	20:42	S	SKIP	0.000	-	-	-
HG-20240501-S-E105	HG	20:44	S	SKIP	0.000	-	-	-
HG-20240501-L-E98	HG	20:44	L	SKIP	0.000	-	-	-
NKD-20240501-S-E78	NKD	20:47	S	SKIP	0.000	-	-	-
SI-20240501-S-E77	SI	20:48	S	SKIP	0.000	-	-	-
NKD-20240501-L-E78	NKD	20:48	L	SKIP	0.000	-	-	-
HG-20240501-S-E106	HG	20:49	S	SKIP	0.000	-	-	-
SI-20240501-L-E77	SI	20:49	L	SKIP	0.000	-	-	-
HG-20240501-L-E99	HG	20:50	L	SKIP	0.000	-	-	-
NKD-20240501-S-E79	NKD	20:53	S	SKIP	0.000	-	-	-
SI-20240501-S-E78	SI	20:54	S	SKIP	0.000	-	-	-
HG-20240501-S-E107	HG	20:54	S	SKIP	0.000	-	-	-
SI-20240501-L-E78	SI	20:55	L	SKIP	0.000	-	-	-
HG-20240501-L-E100	HG	20:57	L	SKIP	0.000	-	-	-
HG-20240501-S-E108	HG	20:58	S	SKIP	0.000	-	-	-
NKD-20240501-L-E79	NKD	20:58	L	SKIP	0.000	-	-	-
HG-20240501-S-E109	HG	21:01	S	SKIP	0.000	-	-	-
NKD-20240501-S-E80	NKD	21:01	S	SKIP	0.000	-	-	-
SI-20240501-S-E79	SI	21:04	S	SKIP	0.000	-	-	-
NKD-20240501-S-E81	NKD	21:04	S	SKIP	0.000	-	-	-
HG-20240501-S-E110	HG	21:05	S	SKIP	0.000	-	-	-
NKD-20240501-L-E80	NKD	21:07	L	SKIP	0.000	-	-	-
SI-20240501-S-E80	SI	21:08	S	SKIP	0.000	-	-	-
HG-20240501-S-E111	HG	21:08	S	SKIP	0.000	-	-	-
SI-20240501-L-E79	SI	21:09	L	SKIP	0.000	-	-	-
NKD-20240501-L-E81	NKD	21:10	L	SKIP	0.000	-	-	-
SI-20240501-S-E81	SI	21:11	S	SKIP	0.000	-	-	-
NKD-20240501-S-E82	NKD	21:12	S	SKIP	0.000	-	-	-
HG-20240501-S-E112	HG	21:12	S	SKIP	0.000	-	-	-
SI-20240501-L-E80	SI	21:13	L	SKIP	0.000	-	-	-
NKD-20240501-L-E82	NKD	21:14	L	SKIP	0.000	-	-	-
HG-20240501-S-E113	HG	21:15	S	SKIP	0.000	-	-	-
HG-20240501-L-E101	HG	21:15	L	SKIP	0.000	-	-	-
SI-20240501-S-E82	SI	21:17	S	SKIP	0.000	-	-	-
NKD-20240501-S-E83	NKD	21:17	S	SKIP	0.000	-	-	-
HG-20240501-S-E114	HG	21:18	S	SKIP	0.000	-	-	-
SI-20240501-S-E83	SI	21:20	S	SKIP	0.000	-	-	-
SI-20240501-L-E81	SI	21:22	L	SKIP	0.000	-	-	-
HG-20240501-L-E102	HG	21:22	L	SKIP	0.000	-	-	-
NKD-20240501-L-E83	NKD	21:22	L	SKIP	0.000	-	-	-
SI-20240501-S-E84	SI	21:24	S	SKIP	0.000	-	-	-
HG-20240501-S-E115	HG	21:24	S	SKIP	0.000	-	-	-
HG-20240501-L-E103	HG	21:25	L	SKIP	0.000	-	-	-
HG-20240501-S-E116	HG	21:29	S	SKIP	0.000	-	-	-
SI-20240501-S-E85	SI	21:30	S	SKIP	0.000	-	-	-
NKD-20240501-S-E84	NKD	21:30	S	SKIP	0.000	-	-	-
SI-20240501-L-E82	SI	21:32	L	SKIP	0.000	-	-	-
HG-20240501-L-E104	HG	21:33	L	SKIP	0.000	-	-	-
SI-20240501-S-E86	SI	21:34	S	SKIP	0.000	-	-	-
HG-20240501-S-E117	HG	21:35	S	SKIP	0.000	-	-	-
NKD-20240501-L-E84	NKD	21:35	L	SKIP	0.000	-	-	-
NKD-20240501-S-E85	NKD	21:36	S	SKIP	0.000	-	-	-
NKD-20240501-L-E85	NKD	21:41	L	SKIP	0.000	-	-	-
SI-20240501-L-E83	SI	21:42	L	SKIP	0.000	-	-	-
HG-20240501-L-E105	HG	21:42	L	SKIP	0.000	-	-	-
NKD-20240501-S-E86	NKD	21:43	S	SKIP	0.000	-	-	-
SI-20240501-S-E87	SI	21:43	S	SKIP	0.000	-	-	-
HG-20240501-S-E118	HG	21:44	S	SKIP	0.000	-	-	-
SI-20240501-L-E84	SI	21:46	L	SKIP	0.000	-	-	-
NKD-20240501-L-E86	NKD	21:46	L	SKIP	0.000	-	-	-
HG-20240501-L-E106	HG	21:46	L	SKIP	0.000	-	-	-
SI-20240501-S-E88	SI	21:50	S	SKIP	0.000	-	-	-
HG-20240501-S-E119	HG	21:50	S	SKIP	0.000	-	-	-
SI-20240501-S-E89	SI	21:54	S	SKIP	0.000	-	-	-
SI-20240501-L-E85	SI	21:54	L	SKIP	0.000	-	-	-
NKD-20240501-L-E87	NKD	21:54	L	SKIP	0.000	-	-	-
NKD-20240501-S-E87	NKD	21:55	S	SKIP	0.000	-	-	-
SI-20240501-S-E90	SI	21:57	S	SKIP	0.000	-	-	-
NKD-20240501-L-E88	NKD	21:57	L	SKIP	0.000	-	-	-
NKD-20240501-S-E88	NKD	21:59	S	SKIP	0.000	-	-	-
HG-20240501-L-E107	HG	22:00	L	SKIP	0.000	-	-	-
SI-20240501-L-E86	SI	22:00	L	SKIP	0.000	-	-	-
SI-20240501-S-E91	SI	22:01	S	SKIP	0.000	-	-	-
NKD-20240501-S-E89	NKD	22:01	S	SKIP	0.000	-	-	-
HG-20240501-S-E120	HG	22:03	S	SKIP	0.000	-	-	-
HG-20240501-L-E108	HG	22:05	L	SKIP	0.000	-	-	-
SI-20240501-L-E87	SI	22:05	L	SKIP	0.000	-	-	-
NKD-20240501-S-E90	NKD	22:05	S	SKIP	0.000	-	-	-
NKD-20240501-L-E89	NKD	22:07	L	SKIP	0.000	-	-	-
HG-20240501-L-E109	HG	22:08	L	SKIP	0.000	-	-	-
NKD-20240501-S-E91	NKD	22:13	S	SKIP	0.000	-	-	-
NKD-20240501-L-E90	NKD	22:14	L	SKIP	0.000	-	-	-
HG-20240501-L-E110	HG	22:16	L	SKIP	0.000	-	-	-
SI-20240501-L-E88	SI	22:17	L	SKIP	0.000	-	-	-
SI-20240501-S-E92	SI	22:19	S	SKIP	0.000	-	-	-
NKD-20240501-S-E92	NKD	22:21	S	SKIP	0.000	-	-	-
SI-20240501-L-E89	SI	22:23	L	SKIP	0.000	-	-	-
NKD-20240501-L-E91	NKD	22:23	L	SKIP	0.000	-	-	-
NKD-20240501-S-E93	NKD	22:27	S	SKIP	0.000	-	-	-
NKD-20240501-L-E92	NKD	22:28	L	SKIP	0.000	-	-	-
SI-20240501-L-E90	SI	22:31	L	SKIP	0.000	-	-	-
NKD-20240501-S-E94	NKD	22:32	S	SKIP	0.000	-	-	-
SI-20240501-S-E93	SI	22:33	S	SKIP	0.000	-	-	-
HG-20240501-S-E121	HG	22:39	S	SKIP	0.000	-	-	-
NKD-20240501-L-E93	NKD	22:42	L	SKIP	0.000	-	-	-
SI-20240501-S-E94	SI	22:44	S	SKIP	0.000	-	-	-
NKD-20240501-S-E95	NKD	22:46	S	SKIP	0.000	-	-	-
NKD-20240501-L-E94	NKD	22:49	L	SKIP	0.000	-	-	-
SI-20240501-L-E91	SI	22:49	L	SKIP	0.000	-	-	-
HG-20240501-L-E111	HG	22:49	L	SKIP	0.000	-	-	-
NKD-20240501-S-E96	NKD	22:50	S	SKIP	0.000	-	-	-
NKD-20240501-L-E95	NKD	22:53	L	SKIP	0.000	-	-	-
SI-20240501-S-E95	SI	22:54	S	SKIP	0.000	-	-	-
NKD-20240501-L-E96	NKD	22:56	L	SKIP	0.000	-	-	-
NKD-20240501-S-E97	NKD	22:58	S	SKIP	0.000	-	-	-
