# ROUND-2 SEALED BLIND LEDGER 20240430 (E6R2X-BLIND-D2) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
HG-20240430-S-E76	HG	14:45	S	SKIP	0.000	-	-	-
HG-20240430-S-E77	HG	14:49	S	SKIP	0.000	-	-	-
NKD-20240430-L-E60	NKD	14:49	L	SKIP	0.000	-	-	-
SI-20240430-S-E60	SI	14:49	S	SKIP	0.000	-	-	-
HG-20240430-S-E78	HG	14:52	S	SKIP	0.000	-	-	-
SI-20240430-L-E47	SI	14:53	L	SKIP	0.000	-	-	-
NKD-20240430-L-E61	NKD	14:55	L	SKIP	0.000	-	-	-
HG-20240430-S-E79	HG	14:55	S	SKIP	0.000	-	-	-
SI-20240430-S-E61	SI	14:57	S	SKIP	0.000	-	-	-
NKD-20240430-S-E58	NKD	14:58	S	SKIP	0.000	-	-	-
HG-20240430-L-E75	HG	15:02	L	SKIP	0.000	-	-	-
SI-20240430-L-E48	SI	15:02	L	SKIP	0.000	-	-	-
HG-20240430-S-E80	HG	15:04	S	SKIP	0.000	-	-	-
SI-20240430-S-E62	SI	15:04	S	SKIP	0.000	-	-	-
HG-20240430-L-E76	HG	15:06	L	SKIP	0.000	-	-	-
NKD-20240430-L-E62	NKD	15:06	L	SKIP	0.000	-	-	-
NKD-20240430-S-E59	NKD	15:11	S	SKIP	0.000	-	-	-
SI-20240430-L-E49	SI	15:13	L	SKIP	0.000	-	-	-
HG-20240430-L-E77	HG	15:13	L	SKIP	0.000	-	-	-
HG-20240430-S-E81	HG	15:16	S	SKIP	0.000	-	-	-
NKD-20240430-L-E63	NKD	15:16	L	SKIP	0.000	-	-	-
HG-20240430-L-E78	HG	15:16	L	SKIP	0.000	-	-	-
NKD-20240430-L-E64	NKD	15:19	L	SKIP	0.000	-	-	-
HG-20240430-S-E82	HG	15:19	S	SKIP	0.000	-	-	-
SI-20240430-S-E63	SI	15:20	S	SKIP	0.000	-	-	-
HG-20240430-L-E79	HG	15:23	L	SKIP	0.000	-	-	-
HG-20240430-S-E83	HG	15:24	S	SKIP	0.000	-	-	-
NKD-20240430-S-E60	NKD	15:26	S	SKIP	0.000	-	-	-
SI-20240430-L-E50	SI	15:26	L	SKIP	0.000	-	-	-
HG-20240430-L-E80	HG	15:27	L	SKIP	0.000	-	-	-
SI-20240430-S-E64	SI	15:30	S	SKIP	0.040	HAND	-	final second is a buy sweep incl. a 23-lot T B; price walks 26.785->26.81 in one second with offers repriced upward
SI-20240430-L-E51	SI	15:30	L	SKIP	0.080	HAND	-	best digest row of the day (ext0, 224 tr/min, ev_ratio 2.47) refused on the sequence - five 5-lot BIDS parked 187 ticks down, price -7 ticks in 13s, 1-lot buying into it
HG-20240430-L-E81	HG	15:30	L	SKIP	0.000	-	-	-
NKD-20240430-L-E65	NKD	15:31	L	SKIP	0.000	-	-	-
HG-20240430-S-E84	HG	15:33	S	SKIP	0.000	-	-	-
HG-20240430-L-E82	HG	15:37	L	SKIP	0.000	-	-	-
SI-20240430-S-E65	SI	15:37	S	SKIP	0.000	-	-	-
SI-20240430-L-E52	SI	15:38	L	SKIP	0.000	-	-	-
NKD-20240430-S-E61	NKD	15:40	S	SKIP	0.000	-	-	-
HG-20240430-S-E85	HG	15:41	S	SKIP	0.000	-	-	-
HG-20240430-L-E83	HG	15:42	L	SKIP	0.000	-	-	-
NKD-20240430-L-E66	NKD	15:43	L	SKIP	0.000	-	-	-
SI-20240430-S-E66	SI	15:46	S	SKIP	0.000	-	-	-
SI-20240430-L-E53	SI	15:48	L	SKIP	0.000	-	-	-
NKD-20240430-S-E62	NKD	15:49	S	SKIP	0.000	-	-	-
HG-20240430-S-E86	HG	15:51	S	SKIP	0.000	-	-	-
HG-20240430-S-E87	HG	15:54	S	SKIP	0.000	-	-	-
SI-20240430-S-E67	SI	15:55	S	SKIP	0.000	-	-	-
SI-20240430-L-E54	SI	15:57	L	SKIP	0.000	-	-	-
HG-20240430-L-E84	HG	15:58	L	SKIP	0.000	-	-	-
NKD-20240430-L-E67	NKD	15:58	L	SKIP	0.000	-	-	-
HG-20240430-S-E88	HG	16:00	S	SKIP	0.000	-	-	-
SI-20240430-S-E68	SI	16:00	S	SKIP	0.000	-	-	-
NKD-20240430-S-E63	NKD	16:01	S	SKIP	0.000	-	-	-
HG-20240430-L-E85	HG	16:02	L	SKIP	0.000	-	-	-
NKD-20240430-L-E68	NKD	16:02	L	SKIP	0.000	-	-	-
SI-20240430-S-E69	SI	16:07	S	SKIP	0.000	-	-	-
HG-20240430-S-E89	HG	16:08	S	SKIP	0.000	-	-	-
NKD-20240430-S-E64	NKD	16:09	S	SKIP	0.000	-	-	-
SI-20240430-L-E55	SI	16:14	L	SKIP	0.000	-	-	-
NKD-20240430-L-E69	NKD	16:15	L	SKIP	0.000	-	-	-
HG-20240430-L-E86	HG	16:18	L	SKIP	0.000	-	-	-
SI-20240430-S-E70	SI	16:19	S	SKIP	0.000	-	-	-
NKD-20240430-L-E70	NKD	16:20	L	SKIP	0.000	-	-	-
HG-20240430-S-E90	HG	16:21	S	SKIP	0.000	-	-	-
HG-20240430-L-E87	HG	16:22	L	SKIP	0.000	-	-	-
NKD-20240430-S-E65	NKD	16:23	S	SKIP	0.000	-	-	-
NKD-20240430-L-E71	NKD	16:25	L	SKIP	0.000	-	-	-
NKD-20240430-S-E66	NKD	16:26	S	SKIP	0.000	-	-	-
HG-20240430-L-E88	HG	16:31	L	SKIP	0.000	-	-	-
NKD-20240430-S-E67	NKD	16:31	S	SKIP	0.000	-	-	-
HG-20240430-S-E91	HG	16:32	S	SKIP	0.000	-	-	-
SI-20240430-L-E56	SI	16:33	L	SKIP	0.000	-	-	-
HG-20240430-L-E89	HG	16:34	L	SKIP	0.000	-	-	-
SI-20240430-S-E71	SI	16:34	S	SKIP	0.000	-	-	-
HG-20240430-S-E92	HG	16:36	S	SKIP	0.000	-	-	-
SI-20240430-S-E72	SI	16:37	S	SKIP	0.000	-	-	-
HG-20240430-L-E90	HG	16:38	L	SKIP	0.000	-	-	-
SI-20240430-S-E73	SI	16:41	S	SKIP	0.000	-	-	-
NKD-20240430-L-E72	NKD	16:43	L	SKIP	0.000	-	-	-
SI-20240430-L-E57	SI	16:44	L	SKIP	0.000	-	-	-
SI-20240430-S-E74	SI	16:46	S	SKIP	0.000	-	-	-
SI-20240430-L-E58	SI	16:48	L	SKIP	0.000	-	-	-
SI-20240430-S-E75	SI	16:52	S	SKIP	0.000	-	-	-
HG-20240430-S-E93	HG	16:52	S	SKIP	0.000	-	-	-
SI-20240430-L-E59	SI	16:53	L	SKIP	0.000	-	-	-
SI-20240430-S-E76	SI	16:54	S	SKIP	0.000	-	-	-
NKD-20240430-S-E68	NKD	16:55	S	SKIP	0.000	-	-	-
HG-20240430-S-E94	HG	16:58	S	SKIP	0.000	-	-	-
SI-20240430-L-E60	SI	16:59	L	SKIP	0.000	-	-	-
HG-20240430-L-E91	HG	17:02	L	SKIP	0.000	-	-	-
SI-20240430-S-E77	SI	17:03	S	SKIP	0.000	-	-	-
SI-20240430-L-E61	SI	17:05	L	SKIP	0.000	-	-	-
HG-20240430-S-E95	HG	17:08	S	SKIP	0.000	-	-	-
HG-20240430-L-E92	HG	17:10	L	SKIP	0.000	-	-	-
SI-20240430-S-E78	SI	17:11	S	SKIP	0.000	-	-	-
SI-20240430-L-E62	SI	17:13	L	SKIP	0.000	-	-	-
SI-20240430-S-E79	SI	17:14	S	SKIP	0.000	-	-	-
HG-20240430-S-E96	HG	17:14	S	SKIP	0.000	-	-	-
SI-20240430-L-E63	SI	17:17	L	SKIP	0.000	-	-	-
HG-20240430-L-E93	HG	17:17	L	SKIP	0.000	-	-	-
NKD-20240430-L-E73	NKD	17:18	L	SKIP	0.000	-	-	-
HG-20240430-S-E97	HG	17:21	S	SKIP	0.000	-	-	-
SI-20240430-S-E80	SI	17:21	S	SKIP	0.000	-	-	-
HG-20240430-L-E94	HG	17:22	L	SKIP	0.000	-	-	-
SI-20240430-S-E81	SI	17:24	S	SKIP	0.000	-	-	-
HG-20240430-S-E98	HG	17:25	S	SKIP	0.000	-	-	-
HG-20240430-L-E95	HG	17:27	L	SKIP	0.000	-	-	-
SI-20240430-L-E64	SI	17:27	L	SKIP	0.000	-	-	-
HG-20240430-S-E99	HG	17:28	S	SKIP	0.000	-	-	-
SI-20240430-S-E82	SI	17:29	S	SKIP	0.000	-	-	-
HG-20240430-L-E96	HG	17:30	L	SKIP	0.000	-	-	-
SI-20240430-L-E65	SI	17:31	L	SKIP	0.000	-	-	-
HG-20240430-S-E100	HG	17:32	S	SKIP	0.000	-	-	-
NKD-20240430-S-E69	NKD	17:33	S	SKIP	0.000	-	-	-
SI-20240430-S-E83	SI	17:35	S	SKIP	0.000	-	-	-
HG-20240430-S-E101	HG	17:36	S	SKIP	0.000	-	-	-
NKD-20240430-L-E74	NKD	17:36	L	SKIP	0.000	-	-	-
HG-20240430-L-E97	HG	17:37	L	SKIP	0.000	-	-	-
SI-20240430-L-E66	SI	17:38	L	SKIP	0.000	-	-	-
SI-20240430-S-E84	SI	17:43	S	SKIP	0.000	-	-	-
HG-20240430-S-E102	HG	17:43	S	SKIP	0.000	-	-	-
NKD-20240430-S-E70	NKD	17:43	S	SKIP	0.000	-	-	-
HG-20240430-L-E98	HG	17:47	L	SKIP	0.000	-	-	-
HG-20240430-S-E103	HG	17:49	S	SKIP	0.000	-	-	-
NKD-20240430-S-E71	NKD	17:50	S	SKIP	0.000	-	-	-
NKD-20240430-L-E75	NKD	17:57	L	SKIP	0.000	-	-	-
SI-20240430-L-E67	SI	17:59	L	SKIP	0.000	-	-	-
HG-20240430-L-E99	HG	18:02	L	SKIP	0.000	-	-	-
NKD-20240430-S-E72	NKD	18:03	S	SKIP	0.000	-	-	-
SI-20240430-S-E85	SI	18:04	S	SKIP	0.000	-	-	-
HG-20240430-S-E104	HG	18:04	S	SKIP	0.000	-	-	-
NKD-20240430-S-E73	NKD	18:07	S	SKIP	0.000	-	-	-
SI-20240430-L-E68	SI	18:09	L	SKIP	0.000	-	-	-
HG-20240430-L-E100	HG	18:13	L	SKIP	0.000	-	-	-
SI-20240430-S-E86	SI	18:15	S	SKIP	0.000	-	-	-
NKD-20240430-L-E76	NKD	18:16	L	SKIP	0.000	-	-	-
NKD-20240430-S-E74	NKD	18:20	S	SKIP	0.000	-	-	-
HG-20240430-S-E105	HG	18:21	S	SKIP	0.000	-	-	-
NKD-20240430-L-E77	NKD	18:22	L	SKIP	0.000	-	-	-
HG-20240430-L-E101	HG	18:29	L	SKIP	0.000	-	-	-
SI-20240430-L-E69	SI	18:29	L	SKIP	0.000	-	-	-
NKD-20240430-S-E75	NKD	18:32	S	SKIP	0.000	-	-	-
SI-20240430-S-E87	SI	18:35	S	SKIP	0.000	-	-	-
HG-20240430-L-E102	HG	18:37	L	SKIP	0.000	-	-	-
NKD-20240430-L-E78	NKD	18:37	L	SKIP	0.000	-	-	-
SI-20240430-L-E70	SI	18:37	L	SKIP	0.000	-	-	-
NKD-20240430-S-E76	NKD	18:41	S	SKIP	0.000	-	-	-
SI-20240430-S-E88	SI	18:44	S	SKIP	0.000	-	-	-
HG-20240430-S-E106	HG	18:44	S	SKIP	0.000	-	-	-
SI-20240430-L-E71	SI	18:47	L	SKIP	0.000	-	-	-
HG-20240430-L-E103	HG	18:50	L	SKIP	0.000	-	-	-
HG-20240430-S-E107	HG	18:53	S	SKIP	0.000	-	-	-
SI-20240430-S-E89	SI	18:54	S	SKIP	0.000	-	-	-
HG-20240430-S-E108	HG	18:58	S	SKIP	0.000	-	-	-
NKD-20240430-L-E79	NKD	19:00	L	SKIP	0.000	-	-	-
HG-20240430-S-E109	HG	19:01	S	SKIP	0.000	-	-	-
SI-20240430-L-E72	SI	19:03	L	SKIP	0.000	-	-	-
NKD-20240430-L-E80	NKD	19:04	L	SKIP	0.000	-	-	-
NKD-20240430-S-E77	NKD	19:06	S	SKIP	0.000	-	-	-
SI-20240430-S-E90	SI	19:07	S	SKIP	0.000	-	-	-
NKD-20240430-L-E81	NKD	19:09	L	SKIP	0.000	-	-	-
HG-20240430-L-E104	HG	19:10	L	SKIP	0.000	-	-	-
SI-20240430-L-E73	SI	19:10	L	SKIP	0.000	-	-	-
HG-20240430-S-E110	HG	19:13	S	SKIP	0.000	-	-	-
NKD-20240430-S-E78	NKD	19:14	S	SKIP	0.000	-	-	-
SI-20240430-L-E74	SI	19:14	L	SKIP	0.000	-	-	-
NKD-20240430-L-E82	NKD	19:18	L	SKIP	0.000	-	-	-
SI-20240430-S-E91	SI	19:24	S	SKIP	0.000	-	-	-
NKD-20240430-L-E83	NKD	19:24	L	SKIP	0.000	-	-	-
SI-20240430-L-E75	SI	19:27	L	SKIP	0.000	-	-	-
SI-20240430-S-E92	SI	19:29	S	SKIP	0.000	-	-	-
SI-20240430-L-E76	SI	19:32	L	SKIP	0.000	-	-	-
SI-20240430-L-E77	SI	19:37	L	SKIP	0.000	-	-	-
HG-20240430-L-E105	HG	19:39	L	SKIP	0.000	-	-	-
HG-20240430-L-E106	HG	19:41	L	SKIP	0.000	-	-	-
NKD-20240430-L-E84	NKD	19:42	L	SKIP	0.000	-	-	-
NKD-20240430-S-E79	NKD	19:43	S	SKIP	0.000	-	-	-
SI-20240430-S-E93	SI	19:45	S	SKIP	0.000	-	-	-
NKD-20240430-L-E85	NKD	19:48	L	SKIP	0.000	-	-	-
NKD-20240430-L-E86	NKD	19:56	L	SKIP	0.000	-	-	-
SI-20240430-L-E78	SI	19:59	L	SKIP	0.000	-	-	-
NKD-20240430-S-E80	NKD	20:10	S	SKIP	0.000	-	-	-
NKD-20240430-L-E87	NKD	20:15	L	SKIP	0.000	-	-	-
SI-20240430-L-E79	SI	20:20	L	SKIP	0.000	-	-	-
NKD-20240430-S-E81	NKD	20:28	S	SKIP	0.000	-	-	-
HG-20240430-S-E111	HG	20:30	S	SKIP	0.000	-	-	-
SI-20240430-S-E94	SI	20:30	S	SKIP	0.000	-	-	-
SI-20240430-L-E80	SI	20:34	L	SKIP	0.000	-	-	-
NKD-20240430-L-E88	NKD	20:35	L	SKIP	0.000	-	-	-
SI-20240430-S-E95	SI	20:37	S	SKIP	0.000	-	-	-
NKD-20240430-L-E89	NKD	20:40	L	SKIP	0.000	-	-	-
SI-20240430-S-E96	SI	20:45	S	SKIP	0.000	-	-	-
NKD-20240430-S-E82	NKD	20:45	S	SKIP	0.000	-	-	-
HG-20240430-S-E112	HG	20:47	S	SKIP	0.000	-	-	-
SI-20240430-S-E97	SI	20:51	S	SKIP	0.000	-	-	-
NKD-20240430-S-E83	NKD	20:52	S	SKIP	0.000	-	-	-
HG-20240430-S-E113	HG	20:53	S	SKIP	0.000	-	-	-
NKD-20240430-L-E90	NKD	20:58	L	SKIP	0.000	-	-	-
NKD-20240430-L-E91	NKD	21:02	L	SKIP	0.000	-	-	-
HG-20240430-L-E107	HG	21:03	L	SKIP	0.000	-	-	-
SI-20240430-L-E81	SI	21:03	L	SKIP	0.000	-	-	-
HG-20240430-S-E114	HG	21:17	S	SKIP	0.000	-	-	-
NKD-20240430-S-E84	NKD	21:17	S	SKIP	0.000	-	-	-
SI-20240430-S-E98	SI	21:21	S	SKIP	0.000	-	-	-
NKD-20240430-S-E85	NKD	21:21	S	SKIP	0.000	-	-	-
NKD-20240430-L-E92	NKD	21:30	L	SKIP	0.000	-	-	-
SI-20240430-L-E82	SI	21:33	L	SKIP	0.000	-	-	-
NKD-20240430-S-E86	NKD	21:39	S	SKIP	0.000	-	-	-
SI-20240430-L-E83	SI	21:45	L	SKIP	0.000	-	-	-
NKD-20240430-L-E93	NKD	21:51	L	SKIP	0.000	-	-	-
NKD-20240430-S-E87	NKD	21:52	S	SKIP	0.000	-	-	-
SI-20240430-S-E99	SI	21:54	S	SKIP	0.000	-	-	-
NKD-20240430-L-E94	NKD	21:55	L	SKIP	0.000	-	-	-
NKD-20240430-S-E88	NKD	21:56	S	SKIP	0.000	-	-	-
NKD-20240430-L-E95	NKD	22:00	L	SKIP	0.000	-	-	-
NKD-20240430-S-E89	NKD	22:03	S	SKIP	0.000	-	-	-
SI-20240430-L-E84	SI	22:05	L	SKIP	0.000	-	-	-
NKD-20240430-S-E90	NKD	22:07	S	SKIP	0.000	-	-	-
NKD-20240430-L-E96	NKD	22:07	L	SKIP	0.000	-	-	-
SI-20240430-S-E100	SI	22:09	S	SKIP	0.000	-	-	-
NKD-20240430-S-E91	NKD	22:11	S	SKIP	0.000	-	-	-
NKD-20240430-S-E92	NKD	22:13	S	SKIP	0.000	-	-	-
SI-20240430-L-E85	SI	22:18	L	SKIP	0.000	-	-	-
NKD-20240430-L-E97	NKD	22:22	L	SKIP	0.000	-	-	-
SI-20240430-S-E101	SI	22:30	S	SKIP	0.000	-	-	-
SI-20240430-L-E86	SI	22:40	L	SKIP	0.000	-	-	-
NKD-20240430-S-E93	NKD	22:51	S	SKIP	0.000	-	-	-
