# ROUND-2 SEALED BLIND LEDGER 20240502 (E6R2X-BLIND-D4) — hand channel ONLY (R2-9: the rubric never seats)
# every TAKE carries a decision_journal entry written BEFORE the call and a RIBBON_ACCESS row for the window it read
ep	asset	sec	side	call	p	src	compl	why
SI-20240502-L-E57	SI	15:33	L	SKIP	0.000	-	-	-
HG-20240502-L-E63	HG	15:38	L	SKIP	0.000	-	-	-
SI-20240502-S-E63	SI	15:40	S	SKIP	0.000	-	-	-
NKD-20240502-L-E60	NKD	15:40	L	SKIP	0.000	-	-	-
SI-20240502-L-E58	SI	15:41	L	SKIP	0.000	-	-	-
NKD-20240502-S-E57	NKD	15:41	S	SKIP	0.000	-	-	-
HG-20240502-S-E73	HG	15:43	S	SKIP	0.000	-	-	-
HG-20240502-L-E64	HG	15:44	L	SKIP	0.000	-	-	-
SI-20240502-S-E64	SI	15:44	S	SKIP	0.000	-	-	-
NKD-20240502-S-E58	NKD	15:45	S	SKIP	0.000	-	-	-
HG-20240502-S-E74	HG	15:45	S	SKIP	0.000	-	-	-
NKD-20240502-L-E61	NKD	15:47	L	SKIP	0.000	-	-	-
NKD-20240502-S-E59	NKD	15:49	S	SKIP	0.000	-	-	-
SI-20240502-L-E59	SI	15:49	L	SKIP	0.000	-	-	-
HG-20240502-L-E65	HG	15:50	L	SKIP	0.000	-	-	-
SI-20240502-L-E60	SI	15:53	L	SKIP	0.000	-	-	-
NKD-20240502-L-E62	NKD	15:53	L	SKIP	0.000	-	-	-
HG-20240502-L-E66	HG	15:53	L	SKIP	0.000	-	-	-
HG-20240502-S-E75	HG	15:54	S	SKIP	0.000	-	-	-
NKD-20240502-S-E60	NKD	15:55	S	SKIP	0.000	-	-	-
SI-20240502-L-E61	SI	15:55	L	SKIP	0.000	-	-	-
NKD-20240502-L-E63	NKD	15:56	L	SKIP	0.000	-	-	-
HG-20240502-L-E67	HG	15:56	L	SKIP	0.000	-	-	-
HG-20240502-S-E76	HG	15:58	S	SKIP	0.000	-	-	-
HG-20240502-L-E68	HG	15:59	L	SKIP	0.000	-	-	-
NKD-20240502-S-E61	NKD	16:00	S	SKIP	0.000	-	-	-
SI-20240502-S-E65	SI	16:01	S	SKIP	0.000	-	-	-
HG-20240502-S-E77	HG	16:02	S	SKIP	0.000	-	-	-
NKD-20240502-L-E64	NKD	16:03	L	SKIP	0.000	-	-	-
NKD-20240502-S-E62	NKD	16:06	S	SKIP	0.000	-	-	-
HG-20240502-S-E78	HG	16:06	S	SKIP	0.000	-	-	-
SI-20240502-S-E66	SI	16:08	S	SKIP	0.000	-	-	-
NKD-20240502-L-E65	NKD	16:12	L	SKIP	0.000	-	-	-
HG-20240502-S-E79	HG	16:14	S	SKIP	0.000	-	-	-
SI-20240502-L-E62	SI	16:15	L	SKIP	0.000	-	-	-
SI-20240502-S-E67	SI	16:16	S	SKIP	0.000	-	-	-
HG-20240502-L-E69	HG	16:17	L	SKIP	0.000	-	-	-
NKD-20240502-S-E63	NKD	16:19	S	SKIP	0.000	-	-	-
HG-20240502-L-E70	HG	16:19	L	SKIP	0.000	-	-	-
SI-20240502-S-E68	SI	16:19	S	SKIP	0.000	-	-	-
NKD-20240502-L-E66	NKD	16:20	L	SKIP	0.000	-	-	-
SI-20240502-S-E69	SI	16:22	S	SKIP	0.000	-	-	-
HG-20240502-S-E80	HG	16:22	S	SKIP	0.000	-	-	-
NKD-20240502-S-E64	NKD	16:22	S	SKIP	0.000	-	-	-
HG-20240502-S-E81	HG	16:27	S	SKIP	0.000	-	-	-
SI-20240502-S-E70	SI	16:28	S	SKIP	0.000	-	-	-
NKD-20240502-S-E65	NKD	16:29	S	SKIP	0.000	-	-	-
HG-20240502-L-E71	HG	16:29	L	SKIP	0.000	-	-	-
SI-20240502-L-E63	SI	16:30	L	SKIP	0.000	-	-	-
NKD-20240502-L-E67	NKD	16:31	L	SKIP	0.000	-	-	-
NKD-20240502-S-E66	NKD	16:34	S	SKIP	0.000	-	-	-
HG-20240502-S-E82	HG	16:37	S	SKIP	0.000	-	-	-
NKD-20240502-S-E67	NKD	16:37	S	SKIP	0.000	-	-	-
SI-20240502-S-E71	SI	16:37	S	SKIP	0.000	-	-	-
HG-20240502-L-E72	HG	16:39	L	SKIP	0.000	-	-	-
SI-20240502-L-E64	SI	16:40	L	SKIP	0.000	-	-	-
NKD-20240502-S-E68	NKD	16:41	S	SKIP	0.000	-	-	-
SI-20240502-S-E72	SI	16:42	S	SKIP	0.000	-	-	-
SI-20240502-L-E65	SI	16:43	L	SKIP	0.000	-	-	-
NKD-20240502-S-E69	NKD	16:43	S	SKIP	0.000	-	-	-
NKD-20240502-L-E68	NKD	16:45	L	SKIP	0.000	-	-	-
SI-20240502-S-E73	SI	16:47	S	SKIP	0.000	-	-	-
NKD-20240502-S-E70	NKD	16:48	S	SKIP	0.000	-	-	-
SI-20240502-L-E66	SI	16:49	L	SKIP	0.000	-	-	-
SI-20240502-S-E74	SI	16:50	S	SKIP	0.000	-	-	-
HG-20240502-S-E83	HG	16:51	S	SKIP	0.000	-	-	-
HG-20240502-L-E73	HG	16:52	L	SKIP	0.000	-	-	-
NKD-20240502-S-E71	NKD	16:52	S	SKIP	0.000	-	-	-
SI-20240502-L-E67	SI	16:55	L	SKIP	0.000	-	-	-
HG-20240502-S-E84	HG	16:57	S	SKIP	0.000	-	-	-
SI-20240502-L-E68	SI	16:59	L	SKIP	0.000	-	-	-
NKD-20240502-S-E72	NKD	16:59	S	SKIP	0.000	-	-	-
NKD-20240502-L-E69	NKD	17:00	L	SKIP	0.000	-	-	-
SI-20240502-S-E75	SI	17:04	S	SKIP	0.000	-	-	-
NKD-20240502-L-E70	NKD	17:04	L	SKIP	0.000	-	-	-
SI-20240502-L-E69	SI	17:07	L	SKIP	0.000	-	-	-
NKD-20240502-L-E71	NKD	17:09	L	SKIP	0.000	-	-	-
NKD-20240502-S-E73	NKD	17:12	S	SKIP	0.000	-	-	-
SI-20240502-S-E76	SI	17:12	S	SKIP	0.000	-	-	-
NKD-20240502-L-E72	NKD	17:16	L	SKIP	0.000	-	-	-
SI-20240502-L-E70	SI	17:17	L	SKIP	0.000	-	-	-
SI-20240502-S-E77	SI	17:18	S	SKIP	0.000	-	-	-
HG-20240502-L-E74	HG	17:20	L	SKIP	0.000	-	-	-
NKD-20240502-S-E74	NKD	17:21	S	SKIP	0.000	-	-	-
SI-20240502-S-E78	SI	17:23	S	SKIP	0.000	-	-	-
HG-20240502-S-E85	HG	17:26	S	SKIP	0.000	-	-	-
SI-20240502-L-E71	SI	17:27	L	SKIP	0.000	-	-	-
HG-20240502-L-E75	HG	17:27	L	SKIP	0.000	-	-	-
HG-20240502-S-E86	HG	17:29	S	SKIP	0.000	-	-	-
NKD-20240502-S-E75	NKD	17:29	S	SKIP	0.000	-	-	-
HG-20240502-L-E76	HG	17:30	L	SKIP	0.000	-	-	-
SI-20240502-S-E79	SI	17:30	S	SKIP	0.000	-	-	-
HG-20240502-S-E87	HG	17:33	S	SKIP	0.000	-	-	-
SI-20240502-S-E80	SI	17:34	S	SKIP	0.000	-	-	-
HG-20240502-L-E77	HG	17:34	L	SKIP	0.000	-	-	-
NKD-20240502-L-E73	NKD	17:34	L	SKIP	0.000	-	-	-
SI-20240502-L-E72	SI	17:35	L	SKIP	0.000	-	-	-
HG-20240502-S-E88	HG	17:36	S	SKIP	0.000	-	-	-
NKD-20240502-S-E76	NKD	17:36	S	SKIP	0.000	-	-	-
SI-20240502-S-E81	SI	17:37	S	SKIP	0.000	-	-	-
HG-20240502-L-E78	HG	17:38	L	SKIP	0.000	-	-	-
NKD-20240502-L-E74	NKD	17:38	L	SKIP	0.000	-	-	-
SI-20240502-L-E73	SI	17:40	L	SKIP	0.000	-	-	-
NKD-20240502-S-E77	NKD	17:40	S	SKIP	0.000	-	-	-
HG-20240502-S-E89	HG	17:41	S	SKIP	0.000	-	-	-
NKD-20240502-L-E75	NKD	17:42	L	SKIP	0.000	-	-	-
SI-20240502-S-E82	SI	17:43	S	SKIP	0.000	-	-	-
SI-20240502-L-E74	SI	17:47	L	SKIP	0.000	-	-	-
SI-20240502-S-E83	SI	17:48	S	SKIP	0.000	-	-	-
NKD-20240502-L-E76	NKD	17:49	L	SKIP	0.000	-	-	-
NKD-20240502-S-E78	NKD	17:52	S	SKIP	0.000	-	-	-
NKD-20240502-L-E77	NKD	17:53	L	SKIP	0.000	-	-	-
HG-20240502-L-E79	HG	17:54	L	SKIP	0.000	-	-	-
HG-20240502-L-E80	HG	17:56	L	SKIP	0.000	-	-	-
SI-20240502-L-E75	SI	17:56	L	SKIP	0.000	-	-	-
HG-20240502-L-E81	HG	18:01	L	SKIP	0.000	-	-	-
HG-20240502-S-E90	HG	18:02	S	SKIP	0.000	-	-	-
SI-20240502-S-E84	SI	18:03	S	SKIP	0.000	-	-	-
NKD-20240502-S-E79	NKD	18:05	S	SKIP	0.000	-	-	-
HG-20240502-L-E82	HG	18:05	L	SKIP	0.060	HAND	-	day's participation extreme (233 tr/min z+15.89) but an 18-lot ask is ADDED overhead seconds before, and the last two prints are sells taking the 4.467 bid out
HG-20240502-S-E91	HG	18:06	S	SKIP	0.000	-	-	-
HG-20240502-L-E83	HG	18:07	L	SKIP	0.000	-	-	-
SI-20240502-L-E76	SI	18:07	L	SKIP	0.000	-	-	-
HG-20240502-L-E84	HG	18:10	L	SKIP	0.000	-	-	-
HG-20240502-S-E92	HG	18:12	S	SKIP	0.000	-	-	-
SI-20240502-S-E85	SI	18:13	S	SKIP	0.000	-	-	-
NKD-20240502-S-E80	NKD	18:13	S	SKIP	0.000	-	-	-
HG-20240502-L-E85	HG	18:17	L	SKIP	0.000	-	-	-
NKD-20240502-S-E81	NKD	18:19	S	SKIP	0.000	-	-	-
SI-20240502-S-E86	SI	18:20	S	SKIP	0.000	-	-	-
HG-20240502-L-E86	HG	18:22	L	SKIP	0.000	-	-	-
HG-20240502-S-E93	HG	18:26	S	SKIP	0.000	-	-	-
SI-20240502-S-E87	SI	18:28	S	SKIP	0.000	-	-	-
SI-20240502-L-E77	SI	18:31	L	SKIP	0.000	-	-	-
HG-20240502-L-E87	HG	18:33	L	SKIP	0.000	-	-	-
NKD-20240502-L-E78	NKD	18:34	L	SKIP	0.000	-	-	-
NKD-20240502-S-E82	NKD	18:38	S	SKIP	0.000	-	-	-
NKD-20240502-L-E79	NKD	18:40	L	SKIP	0.000	-	-	-
SI-20240502-L-E78	SI	18:42	L	SKIP	0.000	-	-	-
NKD-20240502-S-E83	NKD	18:47	S	SKIP	0.000	-	-	-
HG-20240502-S-E94	HG	18:49	S	SKIP	0.000	-	-	-
NKD-20240502-L-E80	NKD	18:51	L	SKIP	0.000	-	-	-
HG-20240502-L-E88	HG	18:52	L	SKIP	0.000	-	-	-
SI-20240502-S-E88	SI	18:55	S	SKIP	0.000	-	-	-
HG-20240502-S-E95	HG	18:59	S	SKIP	0.000	-	-	-
SI-20240502-S-E89	SI	18:59	S	SKIP	0.000	-	-	-
HG-20240502-L-E89	HG	19:01	L	SKIP	0.000	-	-	-
SI-20240502-L-E79	SI	19:02	L	SKIP	0.000	-	-	-
SI-20240502-S-E90	SI	19:05	S	SKIP	0.000	-	-	-
HG-20240502-S-E96	HG	19:05	S	SKIP	0.000	-	-	-
NKD-20240502-L-E81	NKD	19:08	L	SKIP	0.000	-	-	-
SI-20240502-S-E91	SI	19:09	S	SKIP	0.000	-	-	-
SI-20240502-L-E80	SI	19:12	L	SKIP	0.000	-	-	-
HG-20240502-L-E90	HG	19:19	L	SKIP	0.000	-	-	-
SI-20240502-S-E92	SI	19:20	S	SKIP	0.000	-	-	-
HG-20240502-S-E97	HG	19:29	S	SKIP	0.000	-	-	-
NKD-20240502-L-E82	NKD	19:30	L	SKIP	0.000	-	-	-
NKD-20240502-S-E84	NKD	19:34	S	SKIP	0.000	-	-	-
HG-20240502-S-E98	HG	19:34	S	SKIP	0.000	-	-	-
NKD-20240502-S-E85	NKD	19:37	S	SKIP	0.000	-	-	-
SI-20240502-L-E81	SI	19:39	L	SKIP	0.000	-	-	-
NKD-20240502-L-E83	NKD	19:40	L	SKIP	0.000	-	-	-
HG-20240502-L-E91	HG	19:42	L	SKIP	0.000	-	-	-
NKD-20240502-S-E86	NKD	19:43	S	SKIP	0.000	-	-	-
SI-20240502-L-E82	SI	19:44	L	SKIP	0.000	-	-	-
HG-20240502-L-E92	HG	19:47	L	SKIP	0.000	-	-	-
SI-20240502-S-E93	SI	19:51	S	SKIP	0.000	-	-	-
NKD-20240502-L-E84	NKD	19:53	L	SKIP	0.000	-	-	-
SI-20240502-L-E83	SI	19:58	L	SKIP	0.000	-	-	-
NKD-20240502-L-E85	NKD	20:02	L	SKIP	0.000	-	-	-
NKD-20240502-L-E86	NKD	20:04	L	SKIP	0.000	-	-	-
HG-20240502-S-E99	HG	20:12	S	SKIP	0.000	-	-	-
NKD-20240502-S-E87	NKD	20:13	S	SKIP	0.000	-	-	-
SI-20240502-S-E94	SI	20:15	S	SKIP	0.000	-	-	-
SI-20240502-S-E95	SI	20:19	S	SKIP	0.000	-	-	-
HG-20240502-S-E100	HG	20:22	S	SKIP	0.000	-	-	-
HG-20240502-L-E93	HG	20:24	L	SKIP	0.000	-	-	-
SI-20240502-L-E84	SI	20:26	L	SKIP	0.000	-	-	-
NKD-20240502-L-E87	NKD	20:28	L	SKIP	0.000	-	-	-
SI-20240502-L-E85	SI	20:30	L	SKIP	0.000	-	-	-
HG-20240502-L-E94	HG	20:34	L	SKIP	0.000	-	-	-
NKD-20240502-L-E88	NKD	20:35	L	SKIP	0.000	-	-	-
SI-20240502-S-E96	SI	20:39	S	SKIP	0.000	-	-	-
NKD-20240502-S-E88	NKD	20:45	S	SKIP	0.000	-	-	-
NKD-20240502-L-E89	NKD	20:48	L	SKIP	0.000	-	-	-
SI-20240502-L-E86	SI	20:50	L	SKIP	0.000	-	-	-
NKD-20240502-S-E89	NKD	20:56	S	SKIP	0.000	-	-	-
NKD-20240502-S-E90	NKD	21:03	S	SKIP	0.000	-	-	-
SI-20240502-S-E97	SI	21:05	S	SKIP	0.000	-	-	-
NKD-20240502-L-E90	NKD	21:07	L	SKIP	0.000	-	-	-
SI-20240502-S-E98	SI	21:09	S	SKIP	0.000	-	-	-
NKD-20240502-L-E91	NKD	21:10	L	SKIP	0.000	-	-	-
NKD-20240502-S-E91	NKD	21:14	S	SKIP	0.000	-	-	-
SI-20240502-L-E87	SI	21:22	L	SKIP	0.000	-	-	-
NKD-20240502-L-E92	NKD	21:23	L	SKIP	0.000	-	-	-
SI-20240502-S-E99	SI	21:30	S	SKIP	0.000	-	-	-
NKD-20240502-S-E92	NKD	21:32	S	SKIP	0.000	-	-	-
HG-20240502-S-E101	HG	21:32	S	SKIP	0.000	-	-	-
NKD-20240502-S-E93	NKD	21:35	S	SKIP	0.000	-	-	-
NKD-20240502-L-E93	NKD	21:37	L	SKIP	0.000	-	-	-
HG-20240502-S-E102	HG	21:38	S	SKIP	0.000	-	-	-
NKD-20240502-S-E94	NKD	21:41	S	SKIP	0.000	-	-	-
SI-20240502-S-E100	SI	21:43	S	SKIP	0.000	-	-	-
HG-20240502-S-E103	HG	21:46	S	SKIP	0.000	-	-	-
NKD-20240502-S-E95	NKD	21:47	S	SKIP	0.000	-	-	-
SI-20240502-L-E88	SI	21:48	L	SKIP	0.000	-	-	-
NKD-20240502-L-E94	NKD	21:48	L	SKIP	0.000	-	-	-
NKD-20240502-L-E95	NKD	21:51	L	SKIP	0.000	-	-	-
SI-20240502-L-E89	SI	21:54	L	SKIP	0.000	-	-	-
NKD-20240502-L-E96	NKD	22:01	L	SKIP	0.000	-	-	-
NKD-20240502-S-E96	NKD	22:02	S	SKIP	0.000	-	-	-
NKD-20240502-S-E97	NKD	22:07	S	SKIP	0.000	-	-	-
SI-20240502-S-E101	SI	22:09	S	SKIP	0.000	-	-	-
HG-20240502-L-E95	HG	22:17	L	SKIP	0.000	-	-	-
NKD-20240502-S-E98	NKD	22:20	S	SKIP	0.000	-	-	-
NKD-20240502-L-E97	NKD	22:29	L	SKIP	0.000	-	-	-
SI-20240502-S-E102	SI	22:31	S	SKIP	0.000	-	-	-
HG-20240502-S-E104	HG	22:33	S	SKIP	0.000	-	-	-
NKD-20240502-S-E99	NKD	22:34	S	SKIP	0.000	-	-	-
NKD-20240502-L-E98	NKD	22:37	L	SKIP	0.000	-	-	-
SI-20240502-L-E90	SI	22:50	L	SKIP	0.000	-	-	-
NKD-20240502-S-E100	NKD	22:52	S	SKIP	0.000	-	-	-
SI-20240502-L-E91	SI	22:57	L	SKIP	0.000	-	-	-
