# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# THE DAY-ABSTENTION FRONTIER.  causal_top3_running: an (asset, day) qualifies the instant its RUNNING top-3 mean of arrived candidate scores crosses the gate — no day-end quantity is read anywhere
# preday_forecaster: the oracle-free variant — a walk-forward day-value model on the forecaster + overnight state as of the day's FIRST candidate second, no candidate score in it at all
era	gate	gate_pct	gate_value	n_sessions_qualified	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E3	causal_top3_running	q0.0	0.0087	390	top_0.05%	76	8	68	0.0000	0.0000	0.0000	-126.8750	-444.9810	191.2310	0.0615	0.2963	-7.8077	-23.7912	8.1758	-145.0000	-37.5926	-125.8980	-338.0000	0.0000	0.1852	0.0538	7	-2.6026	-145.0000	339.8438	0.2500	0.1250	-1015.0000
E3	causal_top3_running	q0.0	0.0087	390	top_0.1%	151	17	134	0.0000	0.0000	0.0000	-165.2941	-437.4143	106.8261	0.1308	0.6296	-21.6154	-54.1235	10.8928	-216.1538	-104.0741	-301.9002	-660.0000	0.0000	0.1852	0.1000	13	-7.2051	-187.3333	266.5441	0.3529	0.0000	-2810.0000
E3	causal_top3_running	q0.0	0.0087	390	top_0.2%	302	26	276	0.0769	-0.0143	0.1681	21.9231	-365.4552	409.3013	0.2000	0.9630	4.3846	-67.4924	76.2617	30.0000	21.1111	-381.2943	-1117.0000	0.0000	0.2963	0.1462	19	1.4615	24.7826	377.1635	0.3846	0.1923	570.0000
E3	causal_top3_running	q0.0	0.0087	390	top_0.5%	755	42	713	0.1190	0.0323	0.2058	300.3571	-12.8177	613.5320	0.3231	1.5556	97.0385	-6.0461	200.1230	420.5000	467.2222	-46.3379	-542.5000	0.0000	0.2593	0.2308	30	32.3462	350.4167	311.6071	0.2857	0.3095	12615.0000
E3	causal_top3_running	q0.0	0.0087	390	top_1%	1510	76	1434	0.0921	0.0216	0.1626	120.4112	-97.1732	337.9956	0.5846	2.8148	70.3942	-55.7972	196.5857	183.0250	338.9352	-282.7907	-1298.0000	257.5000	0.3333	0.3846	50	23.4647	145.2579	328.1250	0.3158	0.2500	9151.2500
E3	causal_top3_running	q0.0	0.0087	390	top_2%	3021	146	2875	0.0616	0.0132	0.1100	18.0736	-158.1334	194.2807	1.1231	5.4074	20.2981	-176.2707	216.8668	33.4019	97.7315	-927.0960	-2366.5000	-622.5000	0.5926	0.6077	79	6.7660	23.9886	342.2517	0.3699	0.1849	2638.7500
E3	causal_top3_running	q0.0	0.0087	390	top_5%	7552	293	7259	0.0785	0.0501	0.1069	-46.8515	-170.1949	76.4918	2.2538	10.8519	-105.5962	-383.7813	172.5890	-123.6712	-508.4259	-2340.0537	-4746.0000	-361.2500	0.5556	0.8538	111	-35.1987	-71.1269	357.2526	0.4266	0.1911	-13727.5000
E3	causal_top3_running	q0.0	0.0087	390	top_100%	151042	1690	149352	0.0527	0.0418	0.0636	-78.3580	-122.5806	-34.1354	13.0000	62.5926	-1018.6538	-1615.7316	-421.5761	-1018.6538	-4904.6296	-7382.0216	-14176.5000	-4861.2500	0.7037	1.0000	130	-339.5513	-339.5513	408.0732	0.4811	0.1751	-132425.0000
E3	causal_top3_running	q50.0	0.0640	390	top_0.05%	72	7	65	0.0000	0.0000	0.0000	-69.2857	-418.7140	280.1426	0.0538	0.2593	-3.7308	-17.5630	10.1015	-80.8333	-17.9630	-97.2371	-179.5000	0.0000	0.1481	0.0462	6	-1.2436	-80.8333	370.5357	0.2857	0.1429	-485.0000
E3	causal_top3_running	q50.0	0.0640	390	top_0.1%	144	15	129	0.0000	0.0000	0.0000	-180.0000	-487.5538	127.5538	0.1154	0.5556	-20.7692	-51.4661	9.9276	-225.0000	-100.0000	-285.2301	-660.0000	0.0000	0.1852	0.0923	12	-6.9231	-207.6923	294.5833	0.4000	0.0000	-2700.0000
E3	causal_top3_running	q50.0	0.0640	390	top_0.2%	289	25	264	0.0800	-0.0144	0.1744	108.5000	-313.6187	530.6187	0.1923	0.9259	20.8654	-57.1042	98.8350	150.6944	100.4630	-351.6929	-1117.0000	0.0000	0.2593	0.1385	18	6.9551	123.2955	381.7500	0.3600	0.2000	2712.5000
E3	causal_top3_running	q50.0	0.0640	390	top_0.5%	722	42	680	0.1190	0.0323	0.2058	303.6310	-9.3024	616.5643	0.3231	1.5556	98.0962	-4.9740	201.1663	425.0833	472.3148	-40.4817	-542.5000	0.0000	0.2222	0.2308	30	32.6987	354.2361	308.3333	0.2857	0.3095	12752.5000
E3	causal_top3_running	q50.0	0.0640	390	top_1%	1444	76	1368	0.0921	0.0216	0.1626	113.0099	-109.0472	335.0669	0.5846	2.8148	66.0673	-62.3420	194.4766	171.7750	318.1019	-317.3470	-1552.5000	265.0000	0.3333	0.3846	50	22.0224	136.3294	328.2072	0.3289	0.2500	8588.7500
E3	causal_top3_running	q50.0	0.0640	390	top_2%	2889	142	2747	0.0563	0.0073	0.1054	-8.9173	-176.6215	158.7870	1.0923	5.2593	-9.7404	-191.2195	171.7387	-16.2340	-46.8981	-921.2276	-2195.5000	-622.5000	0.5926	0.6000	78	-3.2468	-11.8341	346.3908	0.3732	0.1831	-1266.2500
E3	causal_top3_running	q50.0	0.0640	390	top_5%	7222	280	6942	0.0786	0.0491	0.1080	-34.0179	-161.4142	93.3785	2.1538	10.3704	-73.2692	-347.6796	201.1411	-86.5909	-352.7778	-2071.5668	-4215.2500	-65.0000	0.5185	0.8462	110	-24.4231	-50.6649	350.9821	0.4250	0.1964	-9525.0000
E3	causal_top3_running	q50.0	0.0640	390	top_100%	144448	1564	142884	0.0512	0.0401	0.0622	-85.5307	-129.1726	-41.8888	12.0308	57.9259	-1029.0000	-1579.0826	-478.9174	-1029.0000	-4954.4444	-7341.5057	-14133.5000	-5337.5000	0.7407	1.0000	130	-343.0000	-343.0000	401.7663	0.4738	0.1733	-133770.0000
E3	causal_top3_running	q70.0	0.0876	388	top_0.05%	60	4	56	0.0000	0.0000	0.0000	-17.5000	-619.7084	584.7084	0.0308	0.1481	-0.5385	-10.5673	9.4904	-17.5000	-2.5926	-53.5091	0.0000	0.0000	0.0741	0.0308	4	-0.1795	-17.5000	423.4375	0.2500	0.0000	-70.0000
E3	causal_top3_running	q70.0	0.0876	388	top_0.1%	120	12	108	0.0000	0.0000	0.0000	-125.8333	-421.3145	169.6479	0.0923	0.4444	-11.6154	-33.5100	10.2793	-167.7778	-55.9259	-171.4695	-415.0000	0.0000	0.1852	0.0692	9	-3.8718	-151.0000	329.6875	0.3333	0.0000	-1510.0000
E3	causal_top3_running	q70.0	0.0876	388	top_0.2%	240	23	217	0.1304	0.0064	0.2544	170.0000	-271.5137	611.5137	0.1769	0.8519	30.0769	-46.1127	106.2666	244.3750	144.8148	-285.3248	-930.0000	0.0000	0.2222	0.1231	16	10.0256	195.5000	363.8587	0.3478	0.1739	3910.0000
E3	causal_top3_running	q70.0	0.0876	388	top_0.5%	599	37	562	0.1081	0.0217	0.1945	169.3243	-127.7049	466.3536	0.2846	1.3704	48.1923	-36.3173	132.7019	250.6000	232.0370	-229.9416	-542.5000	0.0000	0.2222	0.1923	25	16.0641	202.0968	317.2297	0.2973	0.2432	6265.0000
E3	causal_top3_running	q70.0	0.0876	388	top_1%	1198	62	1136	0.1129	0.0281	0.1977	180.1815	-70.5683	430.9312	0.4769	2.2963	85.9327	-32.4159	204.2813	279.2813	413.7500	-129.9465	-1064.0000	265.0000	0.2963	0.3077	40	28.6442	214.8317	305.6452	0.3226	0.2903	11171.2500
E3	causal_top3_running	q70.0	0.0876	388	top_2%	2396	126	2270	0.0714	0.0246	0.1182	51.2004	-128.9459	231.3467	0.9692	4.6667	49.6250	-122.1884	221.4384	90.8627	238.9352	-651.6628	-2105.5000	0.0000	0.4815	0.5462	71	16.5417	67.2005	333.4325	0.3333	0.2143	6451.2500
E3	causal_top3_running	q70.0	0.0876	388	top_5%	5990	240	5750	0.0708	0.0386	0.1030	-50.2083	-195.3777	94.9610	1.8462	8.8889	-92.6923	-361.2303	175.8457	-113.6792	-446.2963	-2180.7432	-4460.0000	-66.2500	0.5556	0.8154	106	-30.8974	-71.7262	357.9948	0.4375	0.1750	-12050.0000
E3	causal_top3_running	q70.0	0.0876	388	top_100%	119810	1192	118618	0.0554	0.0422	0.0686	-104.5858	-153.9811	-55.1905	9.1692	44.1481	-958.9712	-1445.8677	-472.0746	-958.9712	-4617.2685	-6581.6937	-10743.7500	-3520.0000	0.8519	1.0000	130	-319.6571	-321.3048	376.9872	0.4522	0.1653	-124666.2500
E3	causal_top3_running	q80.0	0.1011	360	top_0.05%	50	3	47	0.0000	0.0000	0.0000	86.6667	-487.8601	661.1934	0.0231	0.1111	2.0000	-3.4873	7.4873	86.6667	9.6296	-18.0189	0.0000	0.0000	0.0370	0.0231	3	0.6667	86.6667	502.0833	0.6667	0.0000	260.0000
E3	causal_top3_running	q80.0	0.1011	360	top_0.1%	100	8	92	0.0000	0.0000	0.0000	27.0312	-375.7096	429.7721	0.0615	0.2963	1.6635	-17.2293	20.5562	30.8929	8.0093	-94.8874	-152.0000	0.0000	0.1111	0.0538	7	0.5545	27.0312	337.5000	0.2500	0.1250	216.2500
E3	causal_top3_running	q80.0	0.1011	360	top_0.2%	200	20	180	0.1500	0.0034	0.2966	303.1250	-197.1375	803.3875	0.1538	0.7407	46.6346	-32.5761	125.8454	433.0357	224.5370	-224.5222	-660.0000	0.0000	0.1852	0.1077	14	15.5449	336.8056	264.0625	0.2500	0.2000	6062.5000
E3	causal_top3_running	q80.0	0.1011	360	top_0.5%	501	30	471	0.1333	0.0351	0.2316	228.7500	-97.2657	554.7657	0.2308	1.1111	52.7885	-27.0808	132.6578	326.7857	254.1667	-163.5542	-592.5000	0.0000	0.2222	0.1615	21	17.5962	263.9423	333.9583	0.3000	0.2667	6862.5000
E3	causal_top3_running	q80.0	0.1011	360	top_1%	1001	55	946	0.1091	0.0355	0.1827	258.0682	-25.1741	541.3105	0.4231	2.0370	109.1827	-10.1055	228.4709	383.6149	525.6944	-57.0656	-798.0000	257.5000	0.2222	0.2846	37	36.3942	301.9947	298.0682	0.3091	0.3273	14193.7500
E3	causal_top3_running	q80.0	0.1011	360	top_2%	2002	102	1900	0.0882	0.0311	0.1454	79.2525	-124.5187	283.0236	0.7846	3.7778	62.1827	-95.3197	219.6851	130.3831	299.3981	-506.5315	-1545.5000	277.5000	0.3704	0.4769	62	20.7276	99.7994	336.9485	0.3627	0.2451	8083.7500
E3	causal_top3_running	q80.0	0.1011	360	top_5%	5006	216	4790	0.0741	0.0387	0.1095	-22.5058	-176.7059	131.6943	1.6615	8.0000	-37.3942	-292.9240	218.1356	-49.6046	-180.0463	-1831.0641	-3648.0000	-311.2500	0.5556	0.7538	98	-12.4647	-30.9634	355.0926	0.4306	0.1852	-4861.2500
E3	causal_top3_running	q80.0	0.1011	360	top_100%	100111	959	99152	0.0532	0.0380	0.0684	-86.0675	-146.1716	-25.9635	7.3769	35.5185	-634.9135	-1105.6525	-164.1744	-634.9135	-3056.9907	-4925.1224	-7622.5000	-3063.7500	0.8148	1.0000	130	-211.6378	-229.2743	363.0931	0.4150	0.1741	-82538.7500
E3	causal_top3_running	q90.0	0.1202	271	top_0.05%	35	2	33	0.0000	0.0000	0.0000	451.2500	-2328.2323	3230.7323	0.0154	0.0741	6.9423	-3.8253	17.7099	451.2500	33.4259	-19.9185	0.0000	0.0000	0.0000	0.0154	2	2.3141	451.2500	415.6250	0.5000	0.5000	902.5000
E3	causal_top3_running	q90.0	0.1202	271	top_0.1%	70	6	64	0.0000	0.0000	0.0000	-173.7500	-448.5785	101.0785	0.0462	0.2222	-8.0192	-18.8475	2.8091	-208.5000	-38.6111	-91.8215	-179.5000	0.0000	0.1481	0.0385	5	-2.6731	-208.5000	378.1250	0.3333	0.1667	-1042.5000
E3	causal_top3_running	q90.0	0.1202	271	top_0.2%	141	14	127	0.0000	0.0000	0.0000	-126.4286	-427.1288	174.2716	0.1077	0.5185	-13.6154	-40.9626	13.7319	-160.9091	-65.5556	-226.1082	-420.0000	0.0000	0.1852	0.0846	11	-4.5385	-147.5000	307.5893	0.3571	0.0000	-1770.0000
E3	causal_top3_running	q90.0	0.1202	271	top_0.5%	352	28	324	0.0714	-0.0141	0.1570	50.8036	-297.1767	398.7839	0.2154	1.0370	10.9423	-60.0870	81.9716	67.7381	52.6852	-346.7291	-1117.0000	0.0000	0.2963	0.1615	21	3.6474	56.9000	374.3304	0.3571	0.1786	1422.5000
E3	causal_top3_running	q90.0	0.1202	271	top_1%	703	40	663	0.1250	0.0345	0.2155	260.0000	-61.9319	581.9319	0.3077	1.4815	80.0000	-20.0114	180.0114	371.4286	385.1852	-123.9343	-542.5000	0.0000	0.2222	0.2154	28	26.6667	305.8824	312.1875	0.3000	0.3000	10400.0000
E3	causal_top3_running	q90.0	0.1202	271	top_2%	1406	76	1330	0.0921	0.0216	0.1626	104.7862	-125.3053	334.8777	0.5846	2.8148	61.2596	-71.2649	193.7842	159.2750	294.9537	-352.0485	-1560.0000	265.0000	0.3333	0.3846	50	20.4199	126.4087	322.9441	0.3421	0.2500	7963.7500
E3	causal_top3_running	q90.0	0.1202	271	top_5%	3516	169	3347	0.0533	0.0171	0.0894	-27.7811	-182.6218	127.0597	1.3000	6.2593	-36.1154	-236.4394	164.2086	-54.5930	-173.8889	-1522.4965	-2728.0000	-422.5000	0.5556	0.6615	86	-12.0385	-37.5600	335.5030	0.3964	0.1893	-4695.0000
E3	causal_top3_running	q90.0	0.1202	271	top_100%	70311	686	69625	0.0554	0.0386	0.0721	-64.8032	-142.3671	12.7606	5.2769	25.4074	-341.9615	-765.3224	81.3993	-350.0394	-1646.4815	-3693.4469	-8447.0000	-1433.7500	0.6667	0.9769	127	-113.9872	-164.0406	332.4982	0.3965	0.1691	-44455.0000
E3	causal_top3_running	q95.0	0.1406	184	top_0.05%	23	2	21	0.0000	0.0000	0.0000	291.8750	-462.5559	1046.3059	0.0154	0.0741	4.4904	-1.8975	10.8783	291.8750	21.6204	-9.8752	0.0000	0.0000	0.0000	0.0154	2	1.4968	291.8750	415.6250	0.5000	0.0000	583.7500
E3	causal_top3_running	q95.0	0.1406	184	top_0.1%	46	3	43	0.0000	0.0000	0.0000	99.1667	-501.6126	699.9459	0.0231	0.1111	2.2885	-3.5454	8.1223	99.1667	11.0185	-18.3398	0.0000	0.0000	0.0370	0.0231	3	0.7628	99.1667	489.5833	0.6667	0.0000	297.5000
E3	causal_top3_running	q95.0	0.1406	184	top_0.2%	91	7	84	0.0000	0.0000	0.0000	-85.3571	-456.6092	285.8949	0.0538	0.2593	-4.5962	-19.9893	10.7969	-85.3571	-22.1296	-108.3797	-207.5000	0.0000	0.1481	0.0538	7	-1.5321	-85.3571	366.9643	0.2857	0.0000	-597.5000
E3	causal_top3_running	q95.0	0.1406	184	top_0.5%	229	21	208	0.1429	0.0082	0.2776	221.7857	-252.3207	695.8921	0.1615	0.7778	35.8269	-39.4923	111.1462	332.6786	172.5000	-252.0344	-930.0000	0.0000	0.1852	0.1077	14	11.9423	258.7500	386.6071	0.3333	0.1905	4657.5000
E3	causal_top3_running	q95.0	0.1406	184	top_1%	457	29	428	0.1034	0.0126	0.1943	120.8621	-210.1688	451.8929	0.2231	1.0741	26.9615	-46.2316	100.1547	166.9048	129.8148	-294.7537	-1117.0000	0.0000	0.2593	0.1615	21	8.9872	140.2000	356.2500	0.3448	0.2069	3505.0000
E3	causal_top3_running	q95.0	0.1406	184	top_2%	915	53	862	0.1132	0.0380	0.1884	282.8538	16.1838	549.5237	0.4077	1.9630	115.3173	2.5867	228.0480	416.4236	555.2315	-11.8312	-617.0000	70.0000	0.2222	0.2769	36	38.4391	325.8967	300.8255	0.3019	0.3396	14991.2500
E3	causal_top3_running	q95.0	0.1406	184	top_5%	2287	121	2166	0.0661	0.0195	0.1127	39.9897	-135.2899	215.2693	0.9308	4.4815	37.2212	-123.7474	198.1897	70.1268	179.2130	-573.0514	-1800.0000	80.0000	0.4444	0.5308	69	12.4071	52.5951	341.0640	0.3471	0.2066	4838.7500
E3	causal_top3_running	q95.0	0.1406	184	top_100%	45748	448	45300	0.0558	0.0334	0.0782	-89.4448	-186.7974	7.9079	3.4462	16.5926	-308.2404	-662.7322	46.2515	-371.0301	-1484.1204	-3258.3796	-5404.7500	-1602.5000	0.6296	0.8308	108	-102.7468	-217.7785	331.5988	0.4040	0.1562	-40071.2500
E3	causal_top3_running	q97.5	0.1615	121	top_0.05%	15	1	14	0.0000	.	.	645.0000	.	.	0.0077	0.0370	4.9615	-4.8550	14.7781	645.0000	23.8889	-25.2154	0.0000	0.0000	0.0000	0.0077	1	1.6538	645.0000	100.0000	0.0000	1.0000	645.0000
E3	causal_top3_running	q97.5	0.1615	121	top_0.1%	29	2	27	0.0000	0.0000	0.0000	451.2500	-2328.2323	3230.7323	0.0154	0.0741	6.9423	-3.8253	17.7099	451.2500	33.4259	-19.9185	0.0000	0.0000	0.0000	0.0154	2	2.3141	451.2500	415.6250	0.5000	0.5000	902.5000
E3	causal_top3_running	q97.5	0.1615	121	top_0.2%	58	4	54	0.0000	0.0000	0.0000	-17.5000	-619.7084	584.7084	0.0308	0.1481	-0.5385	-10.5673	9.4904	-17.5000	-2.5926	-53.5091	0.0000	0.0000	0.0741	0.0308	4	-0.1795	-17.5000	423.4375	0.2500	0.0000	-70.0000
E3	causal_top3_running	q97.5	0.1615	121	top_0.5%	145	16	129	0.0000	0.0000	0.0000	-183.1250	-474.4566	108.2066	0.1231	0.5926	-22.5385	-54.9758	9.8989	-244.1667	-108.5185	-303.3694	-660.0000	0.0000	0.1852	0.0923	12	-7.5128	-209.2857	277.7344	0.3750	0.0000	-2930.0000
E3	causal_top3_running	q97.5	0.1615	121	top_1%	290	25	265	0.0800	-0.0144	0.1744	108.5000	-313.6187	530.6187	0.1923	0.9259	20.8654	-57.1042	98.8350	150.6944	100.4630	-351.6929	-1117.0000	0.0000	0.2593	0.1385	18	6.9551	123.2955	381.7500	0.3600	0.2000	2712.5000
E3	causal_top3_running	q97.5	0.1615	121	top_2%	581	37	544	0.1081	0.0217	0.1945	171.0135	-125.3081	467.3351	0.2846	1.3704	48.6731	-35.7282	133.0743	253.1000	234.3519	-225.2578	-542.5000	0.0000	0.2222	0.1923	25	16.2244	204.1129	314.5270	0.2973	0.2432	6327.5000
E3	causal_top3_running	q97.5	0.1615	121	top_5%	1452	76	1376	0.0921	0.0216	0.1626	111.8586	-105.2460	328.9631	0.5846	2.8148	65.3942	-60.2240	191.0125	170.0250	314.8611	-303.7400	-1474.5000	257.5000	0.3333	0.3846	50	21.7981	134.9405	326.3980	0.3289	0.2368	8501.2500
E3	causal_top3_running	q97.5	0.1615	121	top_100%	29043	285	28758	0.0526	0.0233	0.0820	-51.5132	-175.4104	72.3840	2.1923	10.5556	-112.9327	-391.4343	165.5689	-181.2500	-543.7500	-2227.7254	-3726.0000	-260.0000	0.5926	0.6231	81	-37.6442	-121.3326	351.9956	0.3789	0.1754	-14681.2500
E3	causal_top3_running	q99.0	0.1929	58	top_0.05%	6	1	5	0.0000	.	.	645.0000	.	.	0.0077	0.0370	4.9615	-4.8550	14.7781	645.0000	23.8889	-25.2154	0.0000	0.0000	0.0000	0.0077	1	1.6538	645.0000	100.0000	0.0000	1.0000	645.0000
E3	causal_top3_running	q99.0	0.1929	58	top_0.1%	12	1	11	0.0000	.	.	645.0000	.	.	0.0077	0.0370	4.9615	-4.8550	14.7781	645.0000	23.8889	-25.2154	0.0000	0.0000	0.0000	0.0077	1	1.6538	645.0000	100.0000	0.0000	1.0000	645.0000
E3	causal_top3_running	q99.0	0.1929	58	top_0.2%	24	2	22	0.0000	0.0000	0.0000	291.8750	-462.5559	1046.3059	0.0154	0.0741	4.4904	-1.8975	10.8783	291.8750	21.6204	-9.8752	0.0000	0.0000	0.0000	0.0154	2	1.4968	291.8750	415.6250	0.5000	0.0000	583.7500
E3	causal_top3_running	q99.0	0.1929	58	top_0.5%	59	4	55	0.0000	0.0000	0.0000	-17.5000	-619.7084	584.7084	0.0308	0.1481	-0.5385	-10.5673	9.4904	-17.5000	-2.5926	-53.5091	0.0000	0.0000	0.0741	0.0308	4	-0.1795	-17.5000	423.4375	0.2500	0.0000	-70.0000
E3	causal_top3_running	q99.0	0.1929	58	top_1%	119	12	107	0.0000	0.0000	0.0000	-125.8333	-421.3145	169.6479	0.0923	0.4444	-11.6154	-33.5100	10.2793	-167.7778	-55.9259	-171.4695	-415.0000	0.0000	0.1852	0.0692	9	-3.8718	-151.0000	329.6875	0.3333	0.0000	-1510.0000
E3	causal_top3_running	q99.0	0.1929	58	top_2%	238	23	215	0.1304	0.0064	0.2544	166.1957	-271.6147	604.0060	0.1769	0.8519	29.4038	-46.0284	104.8360	238.9063	141.5741	-285.2494	-930.0000	0.0000	0.2222	0.1231	16	9.8013	191.1250	367.6630	0.3478	0.1739	3822.5000
E3	causal_top3_running	q99.0	0.1929	58	top_5%	595	37	558	0.1351	0.0383	0.2320	168.6486	-126.7654	464.0627	0.2846	1.3704	48.0000	-36.0082	132.0082	249.6000	231.1111	-228.2755	-542.5000	0.0000	0.2222	0.1923	25	16.0000	201.2903	316.8919	0.2973	0.2432	6240.0000
E3	causal_top3_running	q99.0	0.1929	58	top_100%	11897	117	11780	0.0513	0.0109	0.0917	-96.7201	-266.2478	72.8076	0.9000	4.3333	-87.0481	-246.9980	72.9019	-246.0054	-419.1204	-1004.3534	-2644.0000	0.0000	0.4444	0.3538	46	-29.0160	-195.1078	258.7073	0.3504	0.1538	-11316.2500
E3	preday_forecaster	q0.0	-177.8400	390	top_0.05%	76	8	68	0.0000	0.0000	0.0000	-126.8750	-444.9810	191.2310	0.0615	0.2963	-7.8077	-23.7912	8.1758	-145.0000	-37.5926	-125.8980	-338.0000	0.0000	0.1852	0.0538	7	-2.6026	-145.0000	339.8438	0.2500	0.1250	-1015.0000
E3	preday_forecaster	q0.0	-177.8400	390	top_0.1%	152	17	135	0.0000	0.0000	0.0000	-165.2941	-437.4143	106.8261	0.1308	0.6296	-21.6154	-54.1235	10.8928	-216.1538	-104.0741	-301.9002	-660.0000	0.0000	0.1852	0.1000	13	-7.2051	-187.3333	266.5441	0.3529	0.0000	-2810.0000
E3	preday_forecaster	q0.0	-177.8400	390	top_0.2%	304	26	278	0.0769	-0.0143	0.1681	21.9231	-365.4552	409.3013	0.2000	0.9630	4.3846	-67.4924	76.2617	30.0000	21.1111	-381.2943	-1117.0000	0.0000	0.2963	0.1462	19	1.4615	24.7826	377.1635	0.3846	0.1923	570.0000
E3	preday_forecaster	q0.0	-177.8400	390	top_0.5%	759	42	717	0.1190	0.0323	0.2058	300.3571	-12.8177	613.5320	0.3231	1.5556	97.0385	-6.0461	200.1230	420.5000	467.2222	-46.3379	-542.5000	0.0000	0.2593	0.2308	30	32.3462	350.4167	311.6071	0.2857	0.3095	12615.0000
E3	preday_forecaster	q0.0	-177.8400	390	top_1%	1518	79	1439	0.1013	0.0316	0.1710	144.4462	-67.5666	356.4590	0.6077	2.9259	87.7788	-41.1381	216.6958	219.4471	422.6389	-215.7911	-1182.5000	257.5000	0.3333	0.4000	52	29.2596	175.5577	331.0127	0.2911	0.2532	11411.2500
E3	preday_forecaster	q0.0	-177.8400	390	top_2%	3036	149	2887	0.0671	0.0191	0.1151	11.1493	-161.0525	183.3512	1.1462	5.5185	12.7788	-183.1981	208.7558	20.7656	61.5278	-1017.8543	-2394.0000	-572.5000	0.5556	0.6154	80	4.2596	14.9662	342.8272	0.3691	0.1879	1661.2500
E3	preday_forecaster	q0.0	-177.8400	390	top_5%	7591	295	7296	0.0780	0.0497	0.1062	-44.5339	-166.8642	77.7964	2.2692	10.9259	-101.0577	-378.8829	176.7676	-118.3559	-486.5741	-2320.6121	-4746.0000	-65.0000	0.5185	0.8538	111	-33.6859	-68.0699	356.8856	0.4237	0.1966	-13137.5000
E3	preday_forecaster	q0.0	-177.8400	390	top_100%	151822	1691	150131	0.0544	0.0432	0.0656	-73.5430	-114.4835	-32.6025	13.0077	62.6296	-956.6250	-1509.2340	-404.0160	-956.6250	-4605.9722	-6837.3170	-10866.2500	-4675.0000	0.8148	1.0000	130	-318.8750	-318.8750	407.3588	0.4790	0.1810	-124361.2500
E3	preday_forecaster	q50.0	-174.3600	231	top_0.05%	42	2	40	0.0000	0.0000	0.0000	238.7500	159.3362	318.1638	0.0154	0.0741	3.6731	-1.4475	8.7936	238.7500	17.6852	-7.5300	0.0000	0.0000	0.0000	0.0154	2	1.2244	238.7500	628.1250	0.5000	0.0000	477.5000
E3	preday_forecaster	q50.0	-174.3600	231	top_0.1%	84	6	78	0.0000	0.0000	0.0000	-11.2500	-413.9303	391.4303	0.0462	0.2222	-0.5192	-13.6345	12.5961	-11.2500	-2.5000	-78.8345	-37.0000	0.0000	0.1111	0.0462	6	-0.1731	-11.2500	407.2917	0.3333	0.0000	-67.5000
E3	preday_forecaster	q50.0	-174.3600	231	top_0.2%	167	14	153	0.0714	-0.0573	0.2002	142.3214	-337.8295	622.4724	0.1077	0.5185	15.3269	-32.2410	62.8948	199.2500	73.7963	-221.9768	-170.0000	0.0000	0.1852	0.0769	10	5.1090	181.1364	464.7321	0.4286	0.1429	1992.5000
E3	preday_forecaster	q50.0	-174.3600	231	top_0.5%	418	24	394	0.1250	0.0075	0.2425	167.9167	-99.2259	435.0592	0.1846	0.8889	31.0000	-19.1217	81.1217	223.8889	149.2593	-119.8354	-77.0000	0.0000	0.1852	0.1385	18	10.3333	212.1053	370.3125	0.2917	0.1667	4030.0000
E3	preday_forecaster	q50.0	-174.3600	231	top_1%	835	45	790	0.0667	-0.0043	0.1376	84.1667	-155.1735	323.5068	0.3462	1.6667	29.1346	-50.5028	108.7721	111.3971	140.2778	-194.8208	-813.0000	0.0000	0.2222	0.2615	34	9.7115	108.2143	314.8611	0.2889	0.2000	3787.5000
E3	preday_forecaster	q50.0	-174.3600	231	top_2%	1671	85	1586	0.0471	0.0027	0.0914	24.7059	-142.0352	191.4469	0.6538	3.1481	16.1538	-90.4315	122.7392	39.6226	77.7778	-418.7183	-813.0000	0.0000	0.4815	0.4077	53	5.3846	34.4262	339.4853	0.3176	0.1412	2100.0000
E3	preday_forecaster	q50.0	-174.3600	231	top_5%	4177	162	4015	0.0864	0.0476	0.1252	116.5278	-59.7475	292.8031	1.2462	6.0000	145.2115	-75.8177	366.2408	248.3882	699.1667	-252.3531	-2327.5000	0.0000	0.4074	0.5846	76	48.4038	171.6136	362.0370	0.3025	0.2346	18877.5000
E3	preday_forecaster	q50.0	-174.3600	231	top_100%	83544	956	82588	0.0607	0.0457	0.0756	-61.3938	-110.8912	-11.8965	7.3538	35.4074	-451.4808	-826.1813	-76.7803	-524.0402	-2173.7963	-4196.6164	-7422.2500	-2335.0000	0.6667	0.8615	112	-150.4936	-254.0801	365.8277	0.4446	0.1789	-58692.5000
E3	preday_forecaster	q70.0	-158.2800	145	top_0.05%	26	3	23	0.0000	0.0000	0.0000	-138.3333	-1012.3901	735.7234	0.0231	0.1111	-3.1923	-11.6119	5.2272	-138.3333	-15.3704	-57.7663	0.0000	0.0000	0.0741	0.0231	3	-1.0641	-138.3333	395.8333	0.6667	0.0000	-415.0000
