# PORT M2 THE PRECISION FRONTIER (threshold x day-abstention x agreement) (PORT-M2-PRECISION-FRONTIER-V1)
# THE DAY-ABSTENTION FRONTIER.  causal_top3_running: an (asset, day) qualifies the instant its RUNNING top-3 mean of arrived candidate scores crosses the gate — no day-end quantity is read anywhere
# preday_forecaster: the oracle-free variant — a walk-forward day-value model on the forecaster + overnight state as of the day's FIRST candidate second, no candidate score in it at all
era	gate	gate_pct	gate_value	n_sessions_qualified	tier	n_candidates	n_seated	n_forfeited	precision	precision_lo	precision_hi	usd_per_trade	usd_per_trade_lo	usd_per_trade_hi	takes_per_day	takes_per_week	usd_per_day	usd_per_day_lo	usd_per_day_hi	usd_per_traded_day	usd_per_week	usd_per_week_lo	usd_week_p10	usd_week_median	frac_losing_weeks	frac_days_traded	n_days_traded	usd_per_session_all	usd_per_session_traded	mean_mae_usd	walled_rate	frac_ge_600	usd_total
E6	preday_forecaster	q50.0	-128.2900	194	top_0.1%	77	4	73	0.2500	-1.3383	1.8383	-351.8750	-4024.7623	3321.0123	0.0312	0.1538	-10.9961	-27.1060	5.1138	-703.7500	-54.1346	-135.5886	0.0000	0.0000	0.0769	0.0156	2	-3.6654	-703.7500	828.1250	0.7500	0.2500	-1407.5000
E6	preday_forecaster	q50.0	-128.2900	194	top_0.2%	154	5	149	0.4000	-0.6165	1.4165	162.5000	-4742.0950	5067.0950	0.0391	0.1923	6.3477	-14.9720	27.6673	406.2500	31.2500	-79.1203	0.0000	0.0000	0.0385	0.0156	2	2.1159	406.2500	767.5000	0.6000	0.4000	812.5000
E6	preday_forecaster	q50.0	-128.2900	194	top_0.5%	385	11	374	0.0000	0.0000	0.0000	335.3409	-705.5224	1376.2043	0.0859	0.4231	28.8184	-34.6458	92.2825	737.7500	141.8750	-184.3054	0.0000	0.0000	0.0769	0.0391	5	9.6061	526.9643	771.0227	0.4545	0.3636	3688.7500
E6	preday_forecaster	q50.0	-128.2900	194	top_1%	770	22	748	0.0909	-0.0504	0.2322	221.4205	-191.5383	634.3792	0.1719	0.8462	38.0566	-24.4585	100.5718	442.8409	187.3558	-200.7596	-100.0000	0.0000	0.1154	0.0859	11	12.6855	347.9464	625.2841	0.4545	0.3182	4871.2500
E6	preday_forecaster	q50.0	-128.2900	194	top_2%	1539	28	1511	0.1071	-0.0239	0.2382	-40.0446	-391.8804	311.7912	0.2188	1.0769	-8.7598	-78.0056	60.4861	-80.0893	-43.1250	-370.4191	-726.2500	0.0000	0.1923	0.1094	14	-2.9199	-65.9559	749.3304	0.5357	0.2500	-1121.2500
E6	preday_forecaster	q50.0	-128.2900	194	top_5%	3848	101	3747	0.0594	0.0105	0.1083	-163.0446	-358.1822	32.0931	0.7891	3.8846	-128.6523	-304.3838	47.0791	-365.9444	-633.3654	-1666.1415	-3335.6250	-65.0000	0.5000	0.3516	45	-42.8841	-261.3889	656.2500	0.5149	0.1980	-16467.5000
E6	preday_forecaster	q50.0	-128.2900	194	top_100%	76957	874	76083	0.0675	0.0488	0.0862	-39.5824	-111.3314	32.1666	6.8281	33.6154	-270.2734	-770.8448	230.2979	-303.4649	-1330.5769	-3835.9379	-10810.0000	-511.8750	0.5385	0.8906	114	-90.0911	-178.3247	499.2062	0.4783	0.1934	-34595.0000
E6	preday_forecaster	q70.0	-106.5000	122	top_0.05%	26	3	23	0.0000	.	.	-930.0000	.	.	0.0234	0.1154	-21.7969	-64.9290	21.3352	-2790.0000	-107.3077	-328.3120	0.0000	0.0000	0.0385	0.0078	1	-7.2656	-2790.0000	491.6667	1.0000	0.0000	-2790.0000
E6	preday_forecaster	q70.0	-106.5000	122	top_0.1%	52	3	49	0.0000	0.0000	0.0000	-930.0000	-930.0000	-930.0000	0.0234	0.1154	-21.7969	-53.8442	10.2505	-1395.0000	-107.3077	-269.3775	0.0000	0.0000	0.0769	0.0156	2	-7.2656	-1395.0000	987.5000	1.0000	0.0000	-2790.0000
E6	preday_forecaster	q70.0	-106.5000	122	top_0.2%	104	4	100	0.2500	-1.3383	1.8383	-351.8750	-4024.7623	3321.0123	0.0312	0.1538	-10.9961	-27.1060	5.1138	-703.7500	-54.1346	-135.5886	0.0000	0.0000	0.0769	0.0156	2	-3.6654	-703.7500	828.1250	0.7500	0.2500	-1407.5000
E6	preday_forecaster	q70.0	-106.5000	122	top_0.5%	260	9	251	0.0000	0.0000	0.0000	472.7778	-1526.4012	2471.9568	0.0703	0.3462	33.2422	-25.3661	91.8505	1418.3333	163.6538	-135.4033	0.0000	0.0000	0.0385	0.0234	3	11.0807	851.0000	877.7778	0.4444	0.4444	4255.0000
E6	preday_forecaster	q70.0	-106.5000	122	top_1%	521	20	501	0.0000	0.0000	0.0000	-79.3750	-305.9911	147.2411	0.1562	0.7692	-12.4023	-41.7745	16.9698	-198.4375	-61.0577	-204.8552	-173.7500	0.0000	0.1923	0.0625	8	-4.1341	-158.7500	713.1250	0.6000	0.2500	-1587.5000
E6	preday_forecaster	q70.0	-106.5000	122	top_2%	1041	22	1019	0.0455	-0.0629	0.1538	13.7500	-329.7088	357.2088	0.1719	0.8462	2.3633	-47.7085	52.4351	27.5000	11.6346	-238.5577	-286.2500	0.0000	0.1538	0.0859	11	0.7878	21.6071	835.2273	0.5455	0.2273	302.5000
E6	preday_forecaster	q70.0	-106.5000	122	top_5%	2603	64	2539	0.0781	0.0133	0.1430	-177.9492	-449.8687	93.9703	0.5000	2.4615	-88.9746	-227.0165	49.0673	-421.8056	-438.0288	-1040.0267	-2024.3750	0.0000	0.3846	0.2109	27	-29.6582	-316.3542	633.4961	0.5938	0.1875	-11388.7500
E6	preday_forecaster	q70.0	-106.5000	122	top_100%	52063	583	51480	0.0772	0.0512	0.1032	-37.0219	-133.6335	59.5898	4.5547	22.4231	-168.6230	-617.1170	279.8709	-248.0891	-830.1442	-3229.5496	-9312.5000	-67.5000	0.5000	0.6797	87	-56.2077	-176.9160	536.2243	0.5334	0.2058	-21583.7500
E6	preday_forecaster	q80.0	-91.4600	87	top_0.05%	18	1	17	0.0000	.	.	-930.0000	.	.	0.0078	0.0385	-7.2656	-21.6430	7.1117	-930.0000	-35.7692	-109.4373	0.0000	0.0000	0.0385	0.0078	1	-2.4219	-930.0000	750.0000	1.0000	0.0000	-930.0000
E6	preday_forecaster	q80.0	-91.4600	87	top_0.1%	37	3	34	0.0000	.	.	32.5000	.	.	0.0234	0.1154	0.7617	-0.7456	2.2690	97.5000	3.7500	-3.9733	0.0000	0.0000	0.0000	0.0078	1	0.2539	97.5000	687.5000	0.6667	0.3333	97.5000
E6	preday_forecaster	q80.0	-91.4600	87	top_0.2%	73	4	69	0.2500	-1.3383	1.8383	-351.8750	-4024.7623	3321.0123	0.0312	0.1538	-10.9961	-27.1060	5.1138	-703.7500	-54.1346	-135.5886	0.0000	0.0000	0.0769	0.0156	2	-3.6654	-703.7500	778.1250	0.7500	0.2500	-1407.5000
E6	preday_forecaster	q80.0	-91.4600	87	top_0.5%	183	5	178	0.4000	-0.6165	1.4165	162.5000	-4742.0950	5067.0950	0.0391	0.1923	6.3477	-14.9720	27.6673	406.2500	31.2500	-79.1203	0.0000	0.0000	0.0385	0.0156	2	2.1159	406.2500	767.5000	0.6000	0.4000	812.5000
E6	preday_forecaster	q80.0	-91.4600	87	top_1%	366	11	355	0.0909	-0.2083	0.3901	539.3182	-692.8087	1771.4451	0.0859	0.4231	46.3477	-26.9788	119.6741	1186.5000	228.1731	-283.9461	0.0000	0.0000	0.0769	0.0391	5	15.4492	847.5000	727.2727	0.4545	0.4545	5932.5000
E6	preday_forecaster	q80.0	-91.4600	87	top_2%	731	19	712	0.1053	-0.0659	0.2764	249.6053	-249.2005	748.4110	0.1484	0.7308	37.0508	-25.3769	99.4784	526.9444	182.4038	-205.9518	-100.0000	0.0000	0.1154	0.0703	9	12.3503	395.2083	655.9211	0.4737	0.3158	4742.5000
E6	preday_forecaster	q80.0	-91.4600	87	top_5%	1828	37	1791	0.1351	0.0159	0.2544	-10.5743	-416.1133	394.9647	0.2891	1.4231	-3.0566	-108.1598	102.0465	-26.0833	-15.0481	-497.2057	-1676.2500	0.0000	0.2308	0.1172	15	-1.0189	-19.5625	630.0676	0.5946	0.2703	-391.2500
E6	preday_forecaster	q80.0	-91.4600	87	top_100%	36567	430	36137	0.0767	0.0449	0.1086	-60.9884	-179.7741	57.7974	3.3594	16.5385	-204.8828	-617.8552	208.0896	-391.4179	-1008.6538	-2846.5673	-6766.2500	-50.6250	0.5000	0.5234	67	-68.2943	-301.4368	589.0698	0.5605	0.2023	-26225.0000
E6	preday_forecaster	q90.0	-49.8000	39	top_0.05%	9	1	8	0.0000	.	.	-930.0000	.	.	0.0078	0.0385	-7.2656	-21.6430	7.1117	-930.0000	-35.7692	-109.4373	0.0000	0.0000	0.0385	0.0078	1	-2.4219	-930.0000	962.5000	1.0000	0.0000	-930.0000
E6	preday_forecaster	q90.0	-49.8000	39	top_0.1%	18	2	16	0.5000	.	.	645.0000	.	.	0.0156	0.0769	10.0781	-9.8647	30.0209	1290.0000	49.6154	-52.5694	0.0000	0.0000	0.0000	0.0078	1	3.3594	1290.0000	750.0000	0.5000	0.5000	1290.0000
E6	preday_forecaster	q90.0	-49.8000	39	top_0.2%	35	3	32	0.3333	.	.	120.0000	.	.	0.0234	0.1154	2.8125	-2.7529	8.3779	360.0000	13.8462	-14.6705	0.0000	0.0000	0.0000	0.0078	1	0.9375	360.0000	800.0000	0.6667	0.3333	360.0000
E6	preday_forecaster	q90.0	-49.8000	39	top_0.5%	89	2	87	0.0000	.	.	1201.2500	.	.	0.0156	0.0769	18.7695	-18.3720	55.9110	2402.5000	92.4038	-97.9054	0.0000	0.0000	0.0000	0.0078	1	6.2565	2402.5000	1225.0000	0.5000	0.5000	2402.5000
E6	preday_forecaster	q90.0	-49.8000	39	top_1%	177	10	167	0.0000	0.0000	0.0000	-5.0000	-552.1818	542.1818	0.0781	0.3846	-0.3906	-23.5572	22.7759	-12.5000	-1.9231	-130.8324	0.0000	0.0000	0.0385	0.0312	4	-0.1302	-12.5000	830.0000	0.6000	0.2000	-50.0000
E6	preday_forecaster	q90.0	-49.8000	39	top_2%	355	10	345	0.1000	-0.1816	0.3816	361.2500	-347.9074	1070.4074	0.0781	0.3846	28.2227	-18.3013	74.7466	602.0833	138.9423	-125.7547	0.0000	0.0000	0.0769	0.0469	6	9.4076	602.0833	740.0000	0.5000	0.3000	3612.5000
E6	preday_forecaster	q90.0	-49.8000	39	top_5%	887	16	871	0.0625	-0.0892	0.2142	-93.2813	-473.2427	286.6802	0.1250	0.6154	-11.6602	-50.5764	27.2561	-186.5625	-57.4038	-230.6330	-181.2500	0.0000	0.1538	0.0625	8	-3.8867	-186.5625	821.8750	0.6250	0.2500	-1492.5000
E6	preday_forecaster	q90.0	-49.8000	39	top_100%	17749	224	17525	0.0670	0.0252	0.1087	-123.2757	-303.3229	56.7716	1.7500	8.6154	-215.7324	-556.0719	124.6071	-836.7803	-1062.0673	-2714.9664	-7257.5000	0.0000	0.2692	0.2578	33	-71.9108	-708.0449	709.5145	0.6518	0.2054	-27613.7500
E6	preday_forecaster	q95.0	-35.0800	37	top_0.05%	9	1	8	0.0000	.	.	-930.0000	.	.	0.0078	0.0385	-7.2656	-21.6430	7.1117	-930.0000	-35.7692	-109.4373	0.0000	0.0000	0.0385	0.0078	1	-2.4219	-930.0000	962.5000	1.0000	0.0000	-930.0000
E6	preday_forecaster	q95.0	-35.0800	37	top_0.1%	17	2	15	0.5000	.	.	645.0000	.	.	0.0156	0.0769	10.0781	-9.8647	30.0209	1290.0000	49.6154	-52.5694	0.0000	0.0000	0.0000	0.0078	1	3.3594	1290.0000	750.0000	0.5000	0.5000	1290.0000
E6	preday_forecaster	q95.0	-35.0800	37	top_0.2%	34	3	31	0.3333	.	.	120.0000	.	.	0.0234	0.1154	2.8125	-2.7529	8.3779	360.0000	13.8462	-14.6705	0.0000	0.0000	0.0000	0.0078	1	0.9375	360.0000	800.0000	0.6667	0.3333	360.0000
E6	preday_forecaster	q95.0	-35.0800	37	top_0.5%	85	2	83	0.0000	.	.	1201.2500	.	.	0.0156	0.0769	18.7695	-18.3720	55.9110	2402.5000	92.4038	-97.9054	0.0000	0.0000	0.0000	0.0078	1	6.2565	2402.5000	1225.0000	0.5000	0.5000	2402.5000
E6	preday_forecaster	q95.0	-35.0800	37	top_1%	170	10	160	0.0000	0.0000	0.0000	-5.0000	-552.1818	542.1818	0.0781	0.3846	-0.3906	-23.5572	22.7759	-12.5000	-1.9231	-130.8324	0.0000	0.0000	0.0385	0.0312	4	-0.1302	-12.5000	830.0000	0.6000	0.2000	-50.0000
E6	preday_forecaster	q95.0	-35.0800	37	top_2%	340	10	330	0.1000	-0.1816	0.3816	347.5000	-364.6300	1059.6300	0.0781	0.3846	27.1484	-19.0139	73.3107	579.1667	133.6538	-123.5386	0.0000	0.0000	0.0769	0.0469	6	9.0495	579.1667	732.5000	0.5000	0.3000	3475.0000
E6	preday_forecaster	q95.0	-35.0800	37	top_5%	850	16	834	0.0625	-0.0892	0.2142	-98.7500	-478.1700	280.6700	0.1250	0.6154	-12.3438	-51.7628	27.0753	-197.5000	-60.7692	-232.7580	-300.0000	0.0000	0.1538	0.0625	8	-4.1146	-197.5000	691.4063	0.6250	0.2500	-1580.0000
E6	preday_forecaster	q95.0	-35.0800	37	top_100%	17007	218	16789	0.0596	0.0207	0.0985	-150.5275	-326.9913	25.9362	1.7031	8.3846	-256.3672	-590.0132	77.2788	-1058.5484	-1262.1154	-2863.9367	-7257.5000	0.0000	0.3077	0.2422	31	-85.4557	-886.8919	723.9392	0.6651	0.1927	-32815.0000
E8_GATE_2025H1	causal_top3_running	q0.0	0.0167	381	top_0.05%	86	5	81	0.0000	0.0000	0.0000	-332.5000	-1457.0924	792.0924	0.0394	0.1852	-13.0906	-38.5357	12.3546	-554.1667	-61.5741	-185.8221	0.0000	0.0000	0.0741	0.0236	3	-4.3635	-554.1667	192.5000	0.4000	0.0000	-1662.5000
E8_GATE_2025H1	causal_top3_running	q0.0	0.0167	381	top_0.1%	172	5	167	0.0000	0.0000	0.0000	-132.5000	-990.7816	725.7816	0.0394	0.1852	-5.2165	-24.7232	14.2901	-165.6250	-24.5370	-120.8734	0.0000	0.0000	0.0741	0.0315	4	-1.7388	-165.6250	416.2500	0.4000	0.2000	-662.5000
E8_GATE_2025H1	causal_top3_running	q0.0	0.0167	381	top_0.2%	343	12	331	0.0000	0.0000	0.0000	-378.9583	-905.9301	148.0134	0.0945	0.4444	-35.8071	-87.4643	15.8501	-649.6429	-168.4259	-345.7593	-733.5000	0.0000	0.1852	0.0551	7	-11.9357	-454.7500	759.3750	0.5000	0.0833	-4547.5000
E8_GATE_2025H1	causal_top3_running	q0.0	0.0167	381	top_0.5%	858	29	829	0.1034	-0.0053	0.2122	233.7931	-497.3885	964.9747	0.2283	1.0741	53.3858	-97.9134	204.6851	398.8235	251.1111	-424.1430	-930.0000	0.0000	0.2963	0.1339	17	17.7953	308.1818	558.6207	0.5172	0.2759	6780.0000
E8_GATE_2025H1	causal_top3_running	q0.0	0.0167	381	top_1%	1716	49	1667	0.1020	0.0191	0.1850	276.1224	-233.0317	785.2766	0.3858	1.8148	106.5354	-80.8819	293.9528	422.8125	501.1111	-353.1778	-1548.0000	0.0000	0.3333	0.2520	32	35.5118	356.0526	501.2755	0.4898	0.2857	13530.0000
E8_GATE_2025H1	causal_top3_running	q0.0	0.0167	381	top_2%	3431	91	3340	0.0989	0.0316	0.1662	98.2280	-293.8698	490.3259	0.7165	3.3704	70.3839	-201.1618	341.9295	190.1862	331.0648	-833.8574	-2625.5000	0.0000	0.4815	0.3701	47	23.4613	144.1734	639.2857	0.5714	0.2747	8938.7500
E8_GATE_2025H1	causal_top3_running	q0.0	0.0167	381	top_5%	8578	170	8408	0.0824	0.0463	0.1184	153.1618	-156.5649	462.8884	1.3386	6.2963	205.0197	-221.7547	631.7941	406.8359	964.3519	-1006.1868	-2785.2500	107.5000	0.4074	0.5039	64	68.3399	255.2696	680.7721	0.5765	0.2588	26037.5000
E8_GATE_2025H1	causal_top3_running	q0.0	0.0167	381	top_100%	171566	2030	169536	0.0739	0.0616	0.0862	-55.0400	-101.9317	-8.1483	15.9843	75.1852	-879.7736	-1658.8275	-100.7197	-879.7736	-4138.1944	-8664.3767	-12968.2500	-3276.2500	0.6296	1.0000	127	-293.2579	-293.2579	615.8775	0.5837	0.2182	-111731.2500
E8_GATE_2025H1	causal_top3_running	q50.0	0.0693	372	top_0.05%	77	4	73	0.0000	0.0000	0.0000	-508.1250	-2692.0039	1675.7539	0.0315	0.1481	-16.0039	-39.5708	7.5629	-1016.2500	-75.2778	-189.0035	0.0000	0.0000	0.0741	0.0157	2	-5.3346	-1016.2500	471.8750	0.5000	0.0000	-2032.5000
E8_GATE_2025H1	causal_top3_running	q50.0	0.0693	372	top_0.1%	153	4	149	0.0000	0.0000	0.0000	-173.7500	-1827.3772	1479.8772	0.0315	0.1481	-5.4724	-28.1685	17.2236	-231.6667	-25.7407	-137.9153	0.0000	0.0000	0.0370	0.0236	3	-1.8241	-231.6667	179.6875	0.2500	0.0000	-695.0000
E8_GATE_2025H1	causal_top3_running	q50.0	0.0693	372	top_0.2%	307	8	299	0.0000	0.0000	0.0000	-175.3125	-731.3593	380.7343	0.0630	0.2963	-11.0433	-36.1621	14.0755	-280.5000	-51.9444	-175.1176	-81.0000	0.0000	0.1111	0.0394	5	-3.6811	-233.7500	467.9688	0.3750	0.1250	-1402.5000
E8_GATE_2025H1	causal_top3_running	q50.0	0.0693	372	top_0.5%	767	26	741	0.0769	-0.0219	0.1758	-90.0962	-485.7021	305.5098	0.2047	0.9630	-18.4449	-89.7311	52.8413	-167.3214	-86.7593	-336.5896	-930.0000	0.0000	0.2593	0.1102	14	-6.1483	-123.2895	600.0000	0.5385	0.2308	-2342.5000
E8_GATE_2025H1	causal_top3_running	q50.0	0.0693	372	top_1%	1535	49	1486	0.1224	0.0411	0.2038	212.8571	-294.2885	720.0028	0.3858	1.8148	82.1260	-104.2782	268.5302	336.4516	386.2963	-459.5716	-1548.0000	0.0000	0.3704	0.2441	31	27.3753	281.8919	504.0816	0.5306	0.2857	10430.0000
E8_GATE_2025H1	causal_top3_running	q50.0	0.0693	372	top_2%	3069	86	2983	0.0930	0.0318	0.1542	27.4128	-300.2411	355.0667	0.6772	3.1852	18.5630	-196.2415	233.3675	53.5795	87.3148	-875.9632	-2908.5000	0.0000	0.4444	0.3465	44	6.1877	41.3596	635.0291	0.5930	0.2674	2357.5000
E8_GATE_2025H1	causal_top3_running	q50.0	0.0693	372	top_5%	7673	164	7509	0.0793	0.0430	0.1155	32.8430	-189.4536	255.1396	1.2913	6.0741	42.4114	-240.4363	325.2591	85.4960	199.4907	-1283.7654	-3342.0000	0.0000	0.4815	0.4961	63	14.1371	55.5284	696.4558	0.5976	0.2744	5386.2500
E8_GATE_2025H1	causal_top3_running	q50.0	0.0693	372	top_100%	153451	1797	151654	0.0751	0.0624	0.0879	-77.0889	-125.8982	-28.2796	14.1496	66.5556	-1090.7776	-1821.3985	-360.1566	-1090.7776	-5130.6944	-9397.4313	-16121.2500	-4355.0000	0.6296	1.0000	127	-363.5925	-372.3891	626.4469	0.5888	0.2131	-138528.7500
E8_GATE_2025H1	causal_top3_running	q70.0	0.0834	340	top_0.05%	61	3	58	0.0000	0.0000	0.0000	-534.1667	-3887.1929	2818.8596	0.0236	0.1111	-12.6181	-30.4342	5.1979	-801.2500	-59.3519	-145.1146	0.0000	0.0000	0.0741	0.0157	2	-4.2060	-801.2500	454.1667	0.6667	0.0000	-1602.5000
E8_GATE_2025H1	causal_top3_running	q70.0	0.0834	340	top_0.1%	121	4	117	0.0000	0.0000	0.0000	-173.7500	-1827.3772	1479.8772	0.0315	0.1481	-5.4724	-28.1685	17.2236	-231.6667	-25.7407	-137.9153	0.0000	0.0000	0.0370	0.0236	3	-1.8241	-231.6667	179.6875	0.2500	0.0000	-695.0000
E8_GATE_2025H1	causal_top3_running	q70.0	0.0834	340	top_0.2%	242	5	237	0.2000	-0.3553	0.7553	105.0000	-1188.1444	1398.1444	0.0394	0.1852	4.1339	-28.6500	36.9177	105.0000	19.4444	-142.9849	0.0000	0.0000	0.0741	0.0394	5	1.3780	105.0000	401.2500	0.4000	0.4000	525.0000
E8_GATE_2025H1	causal_top3_running	q70.0	0.0834	340	top_0.5%	606	21	585	0.0000	0.0000	0.0000	-156.1905	-621.3806	308.9997	0.1654	0.7778	-25.8268	-92.9459	41.2924	-298.1818	-121.4815	-343.6922	-930.0000	0.0000	0.2222	0.0866	11	-8.6089	-218.6667	626.1905	0.5714	0.2381	-3280.0000
E8_GATE_2025H1	causal_top3_running	q70.0	0.0834	340	top_1%	1211	40	1171	0.1000	0.0204	0.1796	145.0000	-383.7279	673.7279	0.3150	1.4815	45.6693	-111.4497	202.7883	223.0769	214.8148	-515.7275	-930.0000	0.0000	0.3704	0.2047	26	15.2231	187.0968	543.7500	0.5250	0.2750	5800.0000
E8_GATE_2025H1	causal_top3_running	q70.0	0.0834	340	top_2%	2422	71	2351	0.0845	0.0200	0.1491	125.8099	-266.4350	518.0547	0.5591	2.6296	70.3346	-137.3873	278.0566	248.1250	330.8333	-475.7386	-2079.0000	0.0000	0.2963	0.2835	36	23.4449	186.0937	640.3169	0.5634	0.2817	8932.5000
E8_GATE_2025H1	causal_top3_running	q70.0	0.0834	340	top_5%	6056	144	5912	0.0764	0.0342	0.1185	-83.6892	-337.0663	169.6878	1.1339	5.3333	-94.8917	-380.0295	190.2460	-223.1713	-446.3426	-1949.4895	-5112.5000	-910.0000	0.6296	0.4252	54	-31.6306	-150.6406	690.4080	0.6597	0.2292	-12051.2500
E8_GATE_2025H1	causal_top3_running	q70.0	0.0834	340	top_100%	121121	1309	119812	0.0741	0.0596	0.0886	-46.6969	-115.5825	22.1887	10.3071	48.4815	-481.3091	-1213.2121	250.5940	-481.3091	-2263.9352	-6401.2582	-10608.7500	157.5000	0.4815	1.0000	127	-160.4364	-179.7831	612.7149	0.5676	0.2299	-61126.2500
E8_GATE_2025H1	causal_top3_running	q80.0	0.0883	272	top_0.05%	45	2	43	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	causal_top3_running	q80.0	0.0883	272	top_0.1%	90	4	86	0.0000	0.0000	0.0000	-173.7500	-1827.3772	1479.8772	0.0315	0.1481	-5.4724	-28.1685	17.2236	-231.6667	-25.7407	-137.9153	0.0000	0.0000	0.0370	0.0236	3	-1.8241	-231.6667	179.6875	0.2500	0.0000	-695.0000
E8_GATE_2025H1	causal_top3_running	q80.0	0.0883	272	top_0.2%	181	5	176	0.0000	0.0000	0.0000	-75.0000	-1008.5622	858.5622	0.0394	0.1852	-2.9528	-23.3060	17.4005	-93.7500	-13.8889	-114.7002	0.0000	0.0000	0.0741	0.0315	4	-0.9843	-93.7500	398.7500	0.4000	0.2000	-375.0000
E8_GATE_2025H1	causal_top3_running	q80.0	0.0883	272	top_0.5%	452	17	435	0.0000	0.0000	0.0000	-89.5588	-676.7357	497.6180	0.1339	0.6296	-11.9882	-75.8529	51.8766	-169.1667	-56.3889	-278.1094	-618.0000	0.0000	0.1481	0.0709	9	-3.9961	-117.1154	693.3824	0.5294	0.2353	-1522.5000
E8_GATE_2025H1	causal_top3_running	q80.0	0.0883	272	top_1%	903	31	872	0.0968	-0.0045	0.1981	250.2419	-426.7896	927.2735	0.2441	1.1481	61.0827	-90.4837	212.6491	408.2895	287.3148	-388.2911	-930.0000	0.0000	0.2963	0.1496	19	20.3609	323.2292	542.3387	0.4839	0.2903	7757.5000
E8_GATE_2025H1	causal_top3_running	q80.0	0.0883	272	top_2%	1807	51	1756	0.0980	0.0180	0.1780	328.8235	-156.9513	814.5983	0.4016	1.8889	132.0472	-53.8634	317.9579	508.1818	621.1111	-207.1017	-1337.5000	127.5000	0.2593	0.2598	33	44.0157	430.0000	515.6863	0.4314	0.3137	16770.0000
E8_GATE_2025H1	causal_top3_running	q80.0	0.0883	272	top_5%	4517	120	4397	0.0833	0.0337	0.1330	-46.9792	-369.1239	275.1656	0.9449	4.4444	-44.3898	-344.5542	255.7746	-108.4135	-208.7963	-1584.0061	-3707.0000	-495.0000	0.5926	0.4094	52	-14.7966	-76.1824	658.2812	0.6250	0.2250	-5637.5000
E8_GATE_2025H1	causal_top3_running	q80.0	0.0883	272	top_100%	90344	964	89380	0.0809	0.0648	0.0970	-101.9658	-171.1881	-32.7434	7.5906	35.7037	-773.9764	-1350.1742	-197.7785	-869.8673	-3640.5556	-6988.3268	-7301.5000	-2642.5000	0.7037	0.8898	113	-257.9921	-361.3787	605.6989	0.5778	0.2147	-98295.0000
E8_GATE_2025H1	causal_top3_running	q90.0	0.0939	167	top_0.05%	25	2	23	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	causal_top3_running	q90.0	0.0939	167	top_0.1%	50	2	48	0.0000	.	.	-336.2500	.	.	0.0157	0.0741	-5.2953	-15.7745	5.1839	-672.5000	-24.9074	-76.1053	0.0000	0.0000	0.0370	0.0079	1	-1.7651	-672.5000	681.2500	0.5000	0.0000	-672.5000
E8_GATE_2025H1	causal_top3_running	q90.0	0.0939	167	top_0.2%	101	4	97	0.0000	0.0000	0.0000	-173.7500	-1827.3772	1479.8772	0.0315	0.1481	-5.4724	-28.1685	17.2236	-231.6667	-25.7407	-137.9153	0.0000	0.0000	0.0370	0.0236	3	-1.8241	-231.6667	179.6875	0.2500	0.0000	-695.0000
E8_GATE_2025H1	causal_top3_running	q90.0	0.0939	167	top_0.5%	252	7	245	0.0000	0.0000	0.0000	-283.5714	-933.2595	366.1167	0.0551	0.2593	-15.6299	-44.8773	13.6175	-397.0000	-73.5185	-216.1552	-349.0000	0.0000	0.1111	0.0394	5	-5.2100	-397.0000	379.4643	0.4286	0.1429	-1985.0000
E8_GATE_2025H1	causal_top3_running	q90.0	0.0939	167	top_1%	503	18	485	0.0000	0.0000	0.0000	-137.6389	-749.4548	474.1770	0.1417	0.6667	-19.5079	-91.5720	52.5562	-275.2778	-91.7593	-316.9122	-783.0000	0.0000	0.1852	0.0709	9	-6.5026	-190.5769	701.3889	0.5556	0.2222	-2477.5000
E8_GATE_2025H1	causal_top3_running	q90.0	0.0939	167	top_2%	1007	33	974	0.0909	-0.0040	0.1859	237.0455	-398.4101	872.5010	0.2598	1.2222	61.5945	-91.4558	214.6448	372.5000	289.7222	-404.2706	-930.0000	0.0000	0.2963	0.1654	21	20.5315	300.8654	566.2879	0.4848	0.3030	7822.5000
E8_GATE_2025H1	causal_top3_running	q90.0	0.0939	167	top_5%	2517	74	2443	0.0811	0.0195	0.1427	76.0811	-302.7917	454.9538	0.5827	2.7407	44.3307	-167.3757	256.0371	140.7500	208.5185	-571.2529	-2079.0000	0.0000	0.4074	0.3150	40	14.7769	108.2692	593.7500	0.5676	0.2703	5630.0000
E8_GATE_2025H1	causal_top3_running	q90.0	0.0939	167	top_100%	50331	500	49831	0.0780	0.0546	0.1014	-144.2125	-240.8953	-47.5297	3.9370	18.5185	-567.7657	-1017.6873	-117.8442	-783.7636	-2670.6019	-5570.4694	-9293.7500	-806.2500	0.6667	0.7244	92	-189.2552	-431.7740	707.6000	0.5860	0.1920	-72106.2500
