# E6 EXTRACTION companion — see provenance/port_m2/E6_EXTRACTION.md and design/TEACHER_FEATURES_V1.md
# target = panel_score.outcome(rep_cid)['winner_close'] (D-021)
date8	episode_id	asset	side	rep_cid	rep_class	rep_phase	first_dec_sec	n_members	rep_close	rep_mae	rep_walled	rep_win	best_close	best_cid	n_win	oracle_seat
20240118	HG-20240118-L-E15	HG	L	HG-20240118-016670-L	REVERSAL-CONFIRMATION	TOKYO	16670	1	282.50	225.00	0	0	282.50	HG-20240118-016670-L	0	0
20240118	HG-20240118-S-E18	HG	S	HG-20240118-017585-S	REVERSAL-CONFIRMATION	TOKYO	17585	1	-330.00	337.50	0	0	-330.00	HG-20240118-017585-S	0	0
20240118	HG-20240118-S-E19	HG	S	HG-20240118-018276-S	REVERSAL-CONFIRMATION	TOKYO	18276	1	-342.50	350.00	0	0	-342.50	HG-20240118-018276-S	0	0
20240118	HG-20240118-S-E20	HG	S	HG-20240118-018606-S	REVERSAL-CONFIRMATION	TOKYO	18606	1	-392.50	400.00	0	0	-392.50	HG-20240118-018606-S	0	0
20240118	HG-20240118-S-E21	HG	S	HG-20240118-020407-S	REVERSAL-CONFIRMATION	TOKYO	20407	1	-430.00	437.50	0	0	-430.00	HG-20240118-020407-S	0	0
20240118	HG-20240118-L-E16	HG	L	HG-20240118-021781-L	REVERSAL-CONFIRMATION	TOKYO	21781	1	420.00	87.50	0	0	420.00	HG-20240118-021781-L	0	0
20240118	HG-20240118-S-E22	HG	S	HG-20240118-021882-S	REVERSAL-CONFIRMATION	TOKYO	21882	1	-455.00	462.50	0	0	-455.00	HG-20240118-021882-S	0	0
20240118	HG-20240118-L-E17	HG	L	HG-20240118-023075-L	REVERSAL-CONFIRMATION	TOKYO	23075	2	407.50	100.00	0	0	432.50	HG-20240118-023115-L	0	0
20240118	HG-20240118-S-E23	HG	S	HG-20240118-023225-S	REVERSAL-CONFIRMATION	TOKYO	23225	1	-442.50	450.00	0	0	-442.50	HG-20240118-023225-S	0	0
20240118	HG-20240118-L-E18	HG	L	HG-20240118-023367-L	REVERSAL-CONFIRMATION	TOKYO	23367	1	413.75	93.75	0	0	413.75	HG-20240118-023367-L	0	0
20240118	HG-20240118-S-E24	HG	S	HG-20240118-023547-S	REVERSAL-CONFIRMATION	TOKYO	23547	1	-530.00	537.50	0	0	-530.00	HG-20240118-023547-S	0	0
20240118	HG-20240118-L-E19	HG	L	HG-20240118-023945-L	REVERSAL-CONFIRMATION	TOKYO	23945	1	457.50	12.50	0	0	457.50	HG-20240118-023945-L	0	0
20240118	HG-20240118-L-E20	HG	L	HG-20240118-024284-L	REVERSAL-CONFIRMATION	TOKYO	24284	3	420.00	50.00	0	0	432.50	HG-20240118-024378-L	0	0
20240118	HG-20240118-S-E25	HG	S	HG-20240118-024642-S	REVERSAL-CONFIRMATION	TOKYO	24642	1	-461.25	468.75	0	0	-461.25	HG-20240118-024642-S	0	0
20240118	HG-20240118-L-E21	HG	L	HG-20240118-024786-L	REVERSAL-CONFIRMATION	TOKYO	24786	3	345.00	12.50	0	0	345.00	HG-20240118-024786-L	0	0
20240118	HG-20240118-S-E26	HG	S	HG-20240118-025320-S	REVERSAL-CONFIRMATION	TOKYO	25320	1	-242.50	250.00	0	0	-242.50	HG-20240118-025320-S	0	0
20240118	HG-20240118-L-E22	HG	L	HG-20240118-025468-L	REVERSAL-CONFIRMATION	TOKYO	25468	1	157.50	37.50	1	0	157.50	HG-20240118-025468-L	0	0
20240118	HG-20240118-S-E27	HG	S	HG-20240118-026031-S	REVERSAL-CONFIRMATION	TOKYO	26031	4	-167.50	175.00	0	0	-167.50	HG-20240118-026031-S	0	0
20240118	HG-20240118-S-E28	HG	S	HG-20240118-026202-S	REVERSAL-CONFIRMATION	TOKYO	26202	1	-130.00	137.50	0	0	-130.00	HG-20240118-026202-S	0	0
20240118	HG-20240118-L-E23	HG	L	HG-20240118-026281-L	REVERSAL-CONFIRMATION	TOKYO	26281	2	107.50	37.50	1	0	107.50	HG-20240118-026281-L	0	0
20240118	HG-20240118-L-E24	HG	L	HG-20240118-026688-L	REVERSAL-CONFIRMATION	TOKYO	26688	1	32.50	112.50	1	0	32.50	HG-20240118-026688-L	0	0
20240118	HG-20240118-S-E29	HG	S	HG-20240118-027108-S	REVERSAL-CONFIRMATION	TOKYO	27108	2	-155.00	162.50	0	0	-148.75	HG-20240118-027180-S	0	0
20240118	HG-20240118-L-E25	HG	L	HG-20240118-027345-L	REVERSAL-CONFIRMATION	TOKYO	27345	2	57.50	25.00	1	0	57.50	HG-20240118-027345-L	0	0
20240118	HG-20240118-L-E26	HG	L	HG-20240118-028184-L	REVERSAL-CONFIRMATION	TOKYO	28184	1	20.00	0.00	1	0	20.00	HG-20240118-028184-L	0	0
20240118	HG-20240118-S-E30	HG	S	HG-20240118-028839-S	OPEN-DYNAMICS	LONDON	28839	6	632.50	31.25	0	0	645.00	HG-20240118-029052-S	0	1
20240118	HG-20240118-S-E31	HG	S	HG-20240118-029480-S	REVERSAL-CONFIRMATION	LONDON	29480	1	607.50	25.00	0	0	607.50	HG-20240118-029480-S	0	0
20240118	HG-20240118-S-E32	HG	S	HG-20240118-029727-S	REVERSAL-CONFIRMATION	LONDON	29727	2	520.00	25.00	0	0	520.00	HG-20240118-029727-S	0	0
20240118	HG-20240118-L-E27	HG	L	HG-20240118-030644-L	REVERSAL-CONFIRMATION	LONDON	30644	1	-505.00	862.50	0	0	-505.00	HG-20240118-030644-L	0	0
20240118	HG-20240118-S-E33	HG	S	HG-20240118-030871-S	REVERSAL-CONFIRMATION	LONDON	30871	1	482.50	62.50	0	0	482.50	HG-20240118-030871-S	0	0
20240118	HG-20240118-L-E28	HG	L	HG-20240118-031686-L	REVERSAL-CONFIRMATION	LONDON	31686	2	-542.50	900.00	1	0	-542.50	HG-20240118-031686-L	0	0
20240118	HG-20240118-S-E34	HG	S	HG-20240118-031726-S	REVERSAL-CONFIRMATION	LONDON	31726	1	507.50	37.50	0	0	507.50	HG-20240118-031726-S	0	0
20240118	HG-20240118-L-E29	HG	L	HG-20240118-031904-L	REVERSAL-CONFIRMATION	LONDON	31904	1	-530.00	887.50	0	0	-530.00	HG-20240118-031904-L	0	0
20240118	HG-20240118-S-E35	HG	S	HG-20240118-032220-S	REVERSAL-CONFIRMATION	LONDON	32220	2	457.50	12.50	0	0	457.50	HG-20240118-032220-S	0	0
20240118	HG-20240118-L-E30	HG	L	HG-20240118-032643-L	REVERSAL-CONFIRMATION	LONDON	32643	6	-411.25	768.75	0	0	-392.50	HG-20240118-032767-L	0	0
20240118	HG-20240118-S-E36	HG	S	HG-20240118-032726-S	REVERSAL-CONFIRMATION	LONDON	32726	2	407.50	0.00	0	0	407.50	HG-20240118-032726-S	0	0
20240118	HG-20240118-S-E37	HG	S	HG-20240118-032950-S	REVERSAL-CONFIRMATION	LONDON	32950	2	307.50	18.75	0	0	307.50	HG-20240118-032950-S	0	0
20240118	HG-20240118-L-E31	HG	L	HG-20240118-034021-L	REVERSAL-CONFIRMATION	LONDON	34021	1	-255.00	612.50	0	0	-255.00	HG-20240118-034021-L	0	0
20240118	HG-20240118-L-E32	HG	L	HG-20240118-034311-L	REVERSAL-CONFIRMATION	LONDON	34311	2	-255.00	612.50	0	0	-242.50	HG-20240118-034339-L	0	0
20240118	HG-20240118-S-E38	HG	S	HG-20240118-035161-S	REVERSAL-CONFIRMATION	LONDON	35161	1	232.50	50.00	0	0	232.50	HG-20240118-035161-S	0	0
20240118	HG-20240118-L-E33	HG	L	HG-20240118-035293-L	REVERSAL-CONFIRMATION	LONDON	35293	1	-286.25	643.75	0	0	-286.25	HG-20240118-035293-L	0	0
20240118	HG-20240118-S-E39	HG	S	HG-20240118-035525-S	REVERSAL-CONFIRMATION	LONDON	35525	1	251.25	25.00	0	0	251.25	HG-20240118-035525-S	0	0
20240118	HG-20240118-L-E34	HG	L	HG-20240118-035654-L	REVERSAL-CONFIRMATION	LONDON	35654	1	-255.00	612.50	0	0	-255.00	HG-20240118-035654-L	0	0
20240118	HG-20240118-S-E40	HG	S	HG-20240118-035809-S	REVERSAL-CONFIRMATION	LONDON	35809	2	170.00	87.50	0	0	170.00	HG-20240118-035809-S	0	0
20240118	HG-20240118-L-E35	HG	L	HG-20240118-036028-L	REVERSAL-CONFIRMATION	LONDON	36028	2	-92.50	450.00	0	0	-92.50	HG-20240118-036028-L	0	0
20240118	HG-20240118-S-E41	HG	S	HG-20240118-036133-S	REVERSAL-CONFIRMATION	LONDON	36133	2	32.50	225.00	0	0	32.50	HG-20240118-036133-S	0	0
20240118	HG-20240118-L-E36	HG	L	HG-20240118-036448-L	REVERSAL-CONFIRMATION	LONDON	36448	1	-55.00	412.50	0	0	-55.00	HG-20240118-036448-L	0	0
20240118	HG-20240118-S-E42	HG	S	HG-20240118-036773-S	REVERSAL-CONFIRMATION	LONDON	36773	1	20.00	237.50	0	0	20.00	HG-20240118-036773-S	0	0
20240118	HG-20240118-L-E37	HG	L	HG-20240118-036886-L	REVERSAL-CONFIRMATION	LONDON	36886	5	-148.75	506.25	0	0	-67.50	HG-20240118-036975-L	0	0
20240118	HG-20240118-S-E43	HG	S	HG-20240118-037063-S	REVERSAL-CONFIRMATION	LONDON	37063	2	95.00	162.50	0	0	95.00	HG-20240118-037063-S	0	0
20240118	HG-20240118-L-E38	HG	L	HG-20240118-037159-L	REVERSAL-CONFIRMATION	LONDON	37159	2	-192.50	550.00	0	0	-180.00	HG-20240118-037210-L	0	0
20240118	HG-20240118-S-E44	HG	S	HG-20240118-037330-S	REVERSAL-CONFIRMATION	LONDON	37330	1	245.00	12.50	0	0	245.00	HG-20240118-037330-S	0	0
20240118	HG-20240118-L-E39	HG	L	HG-20240118-037381-L	REVERSAL-CONFIRMATION	LONDON	37381	1	-267.50	625.00	0	0	-267.50	HG-20240118-037381-L	0	0
20240118	HG-20240118-S-E45	HG	S	HG-20240118-037830-S	REVERSAL-CONFIRMATION	LONDON	37830	6	95.00	68.75	0	0	120.00	HG-20240118-037944-S	0	0
20240118	HG-20240118-L-E40	HG	L	HG-20240118-038063-L	REVERSAL-CONFIRMATION	LONDON	38063	1	-67.50	425.00	0	0	-67.50	HG-20240118-038063-L	0	0
20240118	HG-20240118-S-E46	HG	S	HG-20240118-038126-S	REVERSAL-CONFIRMATION	LONDON	38126	1	20.00	143.75	0	0	20.00	HG-20240118-038126-S	0	0
20240118	HG-20240118-L-E41	HG	L	HG-20240118-038529-L	REVERSAL-CONFIRMATION	LONDON	38529	4	-80.00	437.50	0	0	-67.50	HG-20240118-038572-L	0	0
20240118	HG-20240118-S-E47	HG	S	HG-20240118-038641-S	REVERSAL-CONFIRMATION	LONDON	38641	2	7.50	156.25	0	0	20.00	HG-20240118-038679-S	0	0
20240118	HG-20240118-S-E48	HG	S	HG-20240118-038851-S	REVERSAL-CONFIRMATION	LONDON	38851	1	38.75	125.00	0	0	38.75	HG-20240118-038851-S	0	0
20240118	HG-20240118-L-E42	HG	L	HG-20240118-039133-L	REVERSAL-CONFIRMATION	LONDON	39133	2	-92.50	450.00	0	0	-92.50	HG-20240118-039133-L	0	0
20240118	HG-20240118-S-E49	HG	S	HG-20240118-039358-S	REVERSAL-CONFIRMATION	LONDON	39358	1	7.50	156.25	0	0	7.50	HG-20240118-039358-S	0	0
20240118	HG-20240118-S-E50	HG	S	HG-20240118-039572-S	REVERSAL-CONFIRMATION	LONDON	39572	1	7.50	156.25	0	0	7.50	HG-20240118-039572-S	0	0
20240118	HG-20240118-L-E43	HG	L	HG-20240118-040036-L	REVERSAL-CONFIRMATION	LONDON	40036	2	32.50	325.00	0	0	32.50	HG-20240118-040036-L	0	0
20240118	HG-20240118-S-E51	HG	S	HG-20240118-040325-S	REVERSAL-CONFIRMATION	LONDON	40325	1	-142.50	306.25	0	0	-142.50	HG-20240118-040325-S	0	0
20240118	HG-20240118-L-E44	HG	L	HG-20240118-040529-L	REVERSAL-CONFIRMATION	LONDON	40529	2	32.50	325.00	0	0	45.00	HG-20240118-040537-L	0	0
20240118	HG-20240118-L-E45	HG	L	HG-20240118-041074-L	REVERSAL-CONFIRMATION	LONDON	41074	1	45.00	312.50	0	0	45.00	HG-20240118-041074-L	0	0
20240118	HG-20240118-S-E52	HG	S	HG-20240118-041265-S	REVERSAL-CONFIRMATION	LONDON	41265	1	-92.50	256.25	0	0	-92.50	HG-20240118-041265-S	0	0
20240118	HG-20240118-S-E53	HG	S	HG-20240118-041821-S	REVERSAL-CONFIRMATION	LONDON	41821	1	-130.00	293.75	0	0	-130.00	HG-20240118-041821-S	0	0
20240118	HG-20240118-L-E46	HG	L	HG-20240118-042615-L	REVERSAL-CONFIRMATION	LONDON	42615	1	32.50	325.00	0	0	32.50	HG-20240118-042615-L	0	0
20240118	HG-20240118-L-E47	HG	L	HG-20240118-042841-L	REVERSAL-CONFIRMATION	LONDON	42841	1	7.50	350.00	0	0	7.50	HG-20240118-042841-L	0	0
20240118	HG-20240118-L-E48	HG	L	HG-20240118-044734-L	REVERSAL-CONFIRMATION	NY	44734	1	620.00	412.50	0	0	620.00	HG-20240118-044734-L	0	0
20240118	HG-20240118-S-E54	HG	S	HG-20240118-045603-S	REVERSAL-CONFIRMATION	NY	45603	1	-705.00	193.75	0	0	-705.00	HG-20240118-045603-S	0	0
20240118	HG-20240118-S-E55	HG	S	HG-20240118-045846-S	REVERSAL-CONFIRMATION	NY	45846	1	-717.50	206.25	0	0	-717.50	HG-20240118-045846-S	0	0
20240118	HG-20240118-L-E49	HG	L	HG-20240118-046099-L	REVERSAL-CONFIRMATION	NY	46099	2	607.50	425.00	0	0	620.00	HG-20240118-046146-L	0	0
20240118	HG-20240118-S-E56	HG	S	HG-20240118-047797-S	REVERSAL-CONFIRMATION	NY	47797	2	-611.25	100.00	0	0	-611.25	HG-20240118-047797-S	0	0
20240118	HG-20240118-L-E50	HG	L	HG-20240118-048328-L	REVERSAL-CONFIRMATION	NY	48328	2	507.50	525.00	0	0	507.50	HG-20240118-048328-L	0	0
20240118	HG-20240118-S-E57	HG	S	HG-20240118-048836-S	REVERSAL-CONFIRMATION	NY	48836	1	-580.00	12.50	0	0	-580.00	HG-20240118-048836-S	0	0
20240118	HG-20240118-S-E58	HG	S	HG-20240118-048970-S	REVERSAL-CONFIRMATION	NY	48970	2	-617.50	50.00	0	0	-617.50	HG-20240118-048970-S	0	0
20240118	HG-20240118-S-E59	HG	S	HG-20240118-049548-S	REVERSAL-CONFIRMATION	NY	49548	1	-630.00	12.50	0	0	-630.00	HG-20240118-049548-S	0	0
20240118	HG-20240118-S-E60	HG	S	HG-20240118-050215-S	REVERSAL-CONFIRMATION	NY	50215	1	-705.00	31.25	0	0	-705.00	HG-20240118-050215-S	0	0
20240118	HG-20240118-L-E51	HG	L	HG-20240118-050728-L	REVERSAL-CONFIRMATION	NY	50728	1	645.00	387.50	0	0	645.00	HG-20240118-050728-L	0	0
20240118	HG-20240118-L-E52	HG	L	HG-20240118-050857-L	REVERSAL-CONFIRMATION	NY	50857	1	682.50	350.00	0	0	682.50	HG-20240118-050857-L	0	0
20240118	HG-20240118-S-E61	HG	S	HG-20240118-051016-S	REVERSAL-CONFIRMATION	NY	51016	2	-817.50	125.00	0	0	-780.00	HG-20240118-051033-S	0	0
20240118	HG-20240118-L-E53	HG	L	HG-20240118-051150-L	REVERSAL-CONFIRMATION	NY	51150	2	745.00	287.50	0	0	745.00	HG-20240118-051150-L	0	0
20240118	HG-20240118-S-E62	HG	S	HG-20240118-051366-S	REVERSAL-CONFIRMATION	NY	51366	2	-880.00	187.50	0	0	-880.00	HG-20240118-051366-S	0	0
20240118	HG-20240118-L-E54	HG	L	HG-20240118-051844-L	REVERSAL-CONFIRMATION	NY	51844	8	857.50	175.00	0	0	857.50	HG-20240118-051844-L	0	0
20240118	HG-20240118-S-E63	HG	S	HG-20240118-052082-S	REVERSAL-CONFIRMATION	NY	52082	1	-842.50	150.00	0	0	-842.50	HG-20240118-052082-S	0	0
20240118	HG-20240118-S-E64	HG	S	HG-20240118-052217-S	NEWS-WINDOW	NY	52217	9	-836.25	143.75	0	0	-742.50	HG-20240118-052456-S	0	0
20240118	HG-20240118-L-E55	HG	L	HG-20240118-052228-L	NEWS-WINDOW	NY	52228	9	795.00	237.50	0	0	795.00	HG-20240118-052228-L	0	0
20240118	HG-20240118-S-E65	HG	S	HG-20240118-052594-S	NEWS-WINDOW	NY	52594	9	-792.50	12.50	0	0	-792.50	HG-20240118-052594-S	0	0
20240118	HG-20240118-L-E56	HG	L	HG-20240118-053619-L	REVERSAL-CONFIRMATION	NY	53619	5	882.50	150.00	0	0	895.00	HG-20240118-053638-L	0	0
20240118	HG-20240118-S-E66	HG	S	HG-20240118-053733-S	REVERSAL-CONFIRMATION	NY	53733	3	-917.50	187.50	1	0	-917.50	HG-20240118-053733-S	0	0
20240118	HG-20240118-L-E57	HG	L	HG-20240118-054208-L	REVERSAL-CONFIRMATION	NY	54208	1	945.00	87.50	0	0	945.00	HG-20240118-054208-L	0	1
20240118	HG-20240118-S-E67	HG	S	HG-20240118-054420-S	REVERSAL-CONFIRMATION	NY	54420	1	-917.50	218.75	1	0	-917.50	HG-20240118-054420-S	0	0
20240118	HG-20240118-L-E58	HG	L	HG-20240118-054804-L	REVERSAL-CONFIRMATION	NY	54804	4	782.50	250.00	0	0	845.00	HG-20240118-054833-L	0	0
20240118	HG-20240118-S-E68	HG	S	HG-20240118-054935-S	REVERSAL-CONFIRMATION	NY	54935	2	-867.50	50.00	0	0	-855.00	HG-20240118-054940-S	0	0
20240118	HG-20240118-S-E69	HG	S	HG-20240118-055204-S	REVERSAL-CONFIRMATION	NY	55204	2	-917.50	125.00	1	0	-917.50	HG-20240118-055204-S	0	0
20240118	HG-20240118-L-E59	HG	L	HG-20240118-055466-L	REVERSAL-CONFIRMATION	NY	55466	2	870.00	162.50	0	0	870.00	HG-20240118-055466-L	0	0
20240118	HG-20240118-S-E70	HG	S	HG-20240118-055547-S	REVERSAL-CONFIRMATION	NY	55547	3	-917.50	50.00	1	0	-917.50	HG-20240118-055547-S	0	0
20240118	HG-20240118-L-E60	HG	L	HG-20240118-055872-L	OPEN-DYNAMICS	NY	55872	4	901.25	131.25	0	0	920.00	HG-20240118-055878-L	0	0
20240118	HG-20240118-S-E71	HG	S	HG-20240118-055899-S	OPEN-DYNAMICS	NY	55899	2	-917.50	75.00	1	0	-917.50	HG-20240118-055899-S	0	0
20240118	HG-20240118-S-E72	HG	S	HG-20240118-056263-S	REVERSAL-CONFIRMATION	NY	56263	1	-917.50	100.00	1	0	-917.50	HG-20240118-056263-S	0	0
20240118	HG-20240118-L-E61	HG	L	HG-20240118-056405-L	REVERSAL-CONFIRMATION	NY	56405	2	945.00	87.50	0	0	945.00	HG-20240118-056405-L	0	0
20240118	HG-20240118-L-E62	HG	L	HG-20240118-056572-L	REVERSAL-CONFIRMATION	NY	56572	2	932.50	100.00	0	0	932.50	HG-20240118-056572-L	0	0
20240118	HG-20240118-S-E73	HG	S	HG-20240118-056601-S	REVERSAL-CONFIRMATION	NY	56601	2	-917.50	50.00	1	0	-917.50	HG-20240118-056601-S	0	0
20240118	HG-20240118-S-E74	HG	S	HG-20240118-057029-S	REVERSAL-CONFIRMATION	NY	57029	1	-917.50	6.25	1	0	-917.50	HG-20240118-057029-S	0	0
20240118	HG-20240118-L-E63	HG	L	HG-20240118-057297-L	REVERSAL-CONFIRMATION	NY	57297	3	932.50	25.00	0	0	945.00	HG-20240118-057344-L	0	0
20240118	HG-20240118-S-E75	HG	S	HG-20240118-057427-S	REVERSAL-CONFIRMATION	NY	57427	2	-917.50	75.00	1	0	-917.50	HG-20240118-057427-S	0	0
20240118	HG-20240118-L-E64	HG	L	HG-20240118-057541-L	REVERSAL-CONFIRMATION	NY	57541	3	832.50	125.00	0	0	870.00	HG-20240118-057648-L	0	0
20240118	HG-20240118-S-E76	HG	S	HG-20240118-057799-S	NEWS-WINDOW	NY	57799	8	-917.50	75.00	1	0	-917.50	HG-20240118-057799-S	0	0
20240118	HG-20240118-L-E65	HG	L	HG-20240118-058035-L	NEWS-WINDOW	NY	58035	6	857.50	100.00	0	0	920.00	HG-20240118-058171-L	0	0
20240118	HG-20240118-S-E77	HG	S	HG-20240118-058149-S	NEWS-WINDOW	NY	58149	5	-917.50	12.50	1	0	-917.50	HG-20240118-058149-S	0	0
20240118	HG-20240118-L-E66	HG	L	HG-20240118-058413-L	REVERSAL-CONFIRMATION	NY	58413	3	832.50	37.50	0	0	832.50	HG-20240118-058413-L	0	0
20240118	HG-20240118-S-E78	HG	S	HG-20240118-058943-S	REVERSAL-CONFIRMATION	NY	58943	4	-830.00	12.50	0	0	-830.00	HG-20240118-058943-S	0	0
20240118	HG-20240118-S-E79	HG	S	HG-20240118-059151-S	REVERSAL-CONFIRMATION	NY	59151	3	-886.25	6.25	0	0	-855.00	HG-20240118-059236-S	0	0
20240118	HG-20240118-L-E67	HG	L	HG-20240118-059476-L	REVERSAL-CONFIRMATION	NY	59476	5	645.00	62.50	0	0	695.00	HG-20240118-059546-L	0	0
20240118	HG-20240118-S-E80	HG	S	HG-20240118-059634-S	REVERSAL-CONFIRMATION	NY	59634	1	-705.00	0.00	0	0	-705.00	HG-20240118-059634-S	0	0
20240118	HG-20240118-L-E68	HG	L	HG-20240118-059819-L	REVERSAL-CONFIRMATION	NY	59819	1	507.50	150.00	0	0	507.50	HG-20240118-059819-L	0	0
20240118	HG-20240118-S-E81	HG	S	HG-20240118-060141-S	REVERSAL-CONFIRMATION	NY	60141	1	-555.00	12.50	0	0	-555.00	HG-20240118-060141-S	0	0
