refs/heads/task/select3-print-evidence-core-v1	6cfd5a7bc3a59fa1e7b7132c930d2b4111900271	commit		
refs/heads/task/select3-resolved-registry-r1	d1ec90bfd8b06d61c60c5b6a2a472ae8d5fa3fbd	commit		
refs/heads/task/select3-source-adapters-r1	1e96e0750d5ac8af8775ea23f9c47ae932acb141	commit		
refs/heads/task/select3-source-native-abi-v1	97214d2f38b47dcf9ccb59582a457caa9295c963	commit		
refs/heads/task/select3-source-native-stores-r2	f6d2053e637f30903e0856a07738445cfe708bdd	commit		
refs/heads/task/select3-stock-native-stores	5e45967cdb77842a388e4c6c9961c27465cc0dd7	commit		
refs/heads/task/select3-universal-cpu-executor	83f9786a42cf3e71fb135de3fcff04f99752d33d	commit		
refs/heads/task/select3-universal-entry-executor-r1	09ae0655a7fdf9cbb8da1437c3b61596759e3105	commit		
refs/heads/task/select3-universal-entry-executor-r2	135e4e06e14eec360a3f1c3955248da61fe3fd81	commit		
refs/heads/task/select3-universal-entry-executor-r3	57cca479d6bb26634825d0dbf10b88dc00cc17b8	commit		
refs/heads/worktree-wf_178f31f9-1d1-1	9b54f454dcde153241dec67da1468229f59af066	commit		
refs/heads/worktree-wf_178f31f9-1d1-2	9b54f454dcde153241dec67da1468229f59af066	commit		
refs/heads/worktree-wf_178f31f9-1d1-3	9b54f454dcde153241dec67da1468229f59af066	commit		
refs/heads/worktree-wf_178f31f9-1d1-4	9b54f454dcde153241dec67da1468229f59af066	commit		
refs/heads/worktree-wf_178f31f9-1d1-5	9b54f454dcde153241dec67da1468229f59af066	commit		
refs/heads/worktree-wf_178f31f9-1d1-6	9b54f454dcde153241dec67da1468229f59af066	commit		
refs/heads/worktree-wf_178f31f9-1d1-7	9b54f454dcde153241dec67da1468229f59af066	commit		
refs/heads/worktree-wf_178f31f9-1d1-8	9b54f454dcde153241dec67da1468229f59af066	commit		
refs/heads/worktree-wf_178f31f9-1d1-9	12aa0acb1f5e87db2a547037fbca71a9813cccdb	commit		
refs/original/refs/heads/main	c0287f9a2d3b2ca055dceda105df934760febe89	commit		
