# PORT_HL_CENSUS_SPEC.md PORT_HL_CENSUS_SPEC §2-§4 (H/L prediction census) (c) calibration (hl_spec_sha16=ff35394b9f87b891, m1_spec_sha16=62ce5c5edb7857cc)
# params_hash=d11a0a8c9f71645d7ffaa741b2d96bf1e1b8df2dd2f7caf234f01cea3bcd3d36
asset	family	target	side	q	era	n	coverage	nominal	abs_err
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.50	GATE_2025	258	0.492248	0.500000	0.007752
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2021	112	0.678571	0.750000	0.071429
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2022	258	0.635659	0.750000	0.114341
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2023	257	0.758755	0.750000	0.008755
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2024	259	0.733591	0.750000	0.016409
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2025	258	0.717054	0.750000	0.032946
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	FIT_2021_2024	886	0.705418	0.750000	0.044582
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	GATE_2025	258	0.717054	0.750000	0.032946
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2021	112	0.785714	0.750000	0.035714
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2022	258	0.682171	0.750000	0.067829
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2023	257	0.719844	0.750000	0.030156
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2024	259	0.729730	0.750000	0.020270
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2025	258	0.744186	0.750000	0.005814
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	FIT_2021_2024	886	0.720090	0.750000	0.029910
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	GATE_2025	258	0.744186	0.750000	0.005814
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2021	112	0.848214	0.900000	0.051786
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2022	258	0.790698	0.900000	0.109302
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2023	257	0.902724	0.900000	0.002724
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2024	259	0.888031	0.900000	0.011969
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2025	258	0.872093	0.900000	0.027907
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	FIT_2021_2024	886	0.858916	0.900000	0.041084
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	GATE_2025	258	0.872093	0.900000	0.027907
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2021	112	0.910714	0.900000	0.010714
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2022	258	0.864341	0.900000	0.035659
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2023	257	0.891051	0.900000	0.008949
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2024	259	0.857143	0.900000	0.042857
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2025	258	0.910853	0.900000	0.010853
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	FIT_2021_2024	886	0.875847	0.900000	0.024153
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	GATE_2025	258	0.910853	0.900000	0.010853
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2021	112	0.883929	0.950000	0.066071
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2022	258	0.864341	0.950000	0.085659
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2023	257	0.957198	0.950000	0.007198
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2024	259	0.938224	0.950000	0.011776
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2025	258	0.934109	0.950000	0.015891
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	FIT_2021_2024	886	0.915350	0.950000	0.034650
SI	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	GATE_2025	258	0.934109	0.950000	0.015891
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2021	112	0.964286	0.950000	0.014286
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2022	258	0.910853	0.950000	0.039147
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2023	257	0.918288	0.950000	0.031712
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2024	259	0.938224	0.950000	0.011776
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2025	258	0.953488	0.950000	0.003488
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	FIT_2021_2024	886	0.927765	0.950000	0.022235
SI	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	GATE_2025	258	0.953488	0.950000	0.003488
SI	P2_OLS	SESSION_HL	UP	0.50	2022	130	0.515385	0.500000	0.015385
SI	P2_OLS	SESSION_HL	UP	0.50	2023	257	0.517510	0.500000	0.017510
SI	P2_OLS	SESSION_HL	UP	0.50	2024	259	0.463320	0.500000	0.036680
SI	P2_OLS	SESSION_HL	UP	0.50	2025	258	0.461240	0.500000	0.038760
SI	P2_OLS	SESSION_HL	UP	0.50	FIT_2021_2024	646	0.495356	0.500000	0.004644
SI	P2_OLS	SESSION_HL	UP	0.50	GATE_2025	258	0.461240	0.500000	0.038760
SI	P2_OLS	SESSION_HL	DN	0.50	2022	130	0.484615	0.500000	0.015385
SI	P2_OLS	SESSION_HL	DN	0.50	2023	257	0.482490	0.500000	0.017510
SI	P2_OLS	SESSION_HL	DN	0.50	2024	259	0.536680	0.500000	0.036680
SI	P2_OLS	SESSION_HL	DN	0.50	2025	258	0.538760	0.500000	0.038760
SI	P2_OLS	SESSION_HL	DN	0.50	FIT_2021_2024	646	0.504644	0.500000	0.004644
SI	P2_OLS	SESSION_HL	DN	0.50	GATE_2025	258	0.538760	0.500000	0.038760
SI	P2_LOGIT	SESSION_HL	UP	0.50	2022	130	0.515385	0.500000	0.015385
SI	P2_LOGIT	SESSION_HL	UP	0.50	2023	257	0.501946	0.500000	0.001946
SI	P2_LOGIT	SESSION_HL	UP	0.50	2024	259	0.455598	0.500000	0.044402
SI	P2_LOGIT	SESSION_HL	UP	0.50	2025	258	0.457364	0.500000	0.042636
SI	P2_LOGIT	SESSION_HL	UP	0.50	FIT_2021_2024	646	0.486068	0.500000	0.013932
SI	P2_LOGIT	SESSION_HL	UP	0.50	GATE_2025	258	0.457364	0.500000	0.042636
SI	P2_LOGIT	SESSION_HL	DN	0.50	2022	130	0.484615	0.500000	0.015385
SI	P2_LOGIT	SESSION_HL	DN	0.50	2023	257	0.498054	0.500000	0.001946
SI	P2_LOGIT	SESSION_HL	DN	0.50	2024	259	0.544402	0.500000	0.044402
SI	P2_LOGIT	SESSION_HL	DN	0.50	2025	258	0.542636	0.500000	0.042636
SI	P2_LOGIT	SESSION_HL	DN	0.50	FIT_2021_2024	646	0.513932	0.500000	0.013932
SI	P2_LOGIT	SESSION_HL	DN	0.50	GATE_2025	258	0.542636	0.500000	0.042636
SI	P2_UNCOND	SESSION_HL	UP	0.50	2022	130	0.484615	0.500000	0.015385
SI	P2_UNCOND	SESSION_HL	UP	0.50	2023	257	0.474708	0.500000	0.025292
SI	P2_UNCOND	SESSION_HL	UP	0.50	2024	259	0.447876	0.500000	0.052124
SI	P2_UNCOND	SESSION_HL	UP	0.50	2025	258	0.437984	0.500000	0.062016
SI	P2_UNCOND	SESSION_HL	UP	0.50	FIT_2021_2024	646	0.465944	0.500000	0.034056
SI	P2_UNCOND	SESSION_HL	UP	0.50	GATE_2025	258	0.437984	0.500000	0.062016
SI	P2_UNCOND	SESSION_HL	DN	0.50	2022	130	0.515385	0.500000	0.015385
SI	P2_UNCOND	SESSION_HL	DN	0.50	2023	257	0.525292	0.500000	0.025292
SI	P2_UNCOND	SESSION_HL	DN	0.50	2024	259	0.552124	0.500000	0.052124
SI	P2_UNCOND	SESSION_HL	DN	0.50	2025	258	0.562016	0.500000	0.062016
SI	P2_UNCOND	SESSION_HL	DN	0.50	FIT_2021_2024	646	0.534056	0.500000	0.034056
SI	P2_UNCOND	SESSION_HL	DN	0.50	GATE_2025	258	0.562016	0.500000	0.062016
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2021	217	0.520737	0.500000	0.020737
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2022	258	0.434109	0.500000	0.065891
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2023	257	0.474708	0.500000	0.025292
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2024	259	0.509653	0.500000	0.009653
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2025	258	0.500000	0.500000	0.000000
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	FIT_2021_2024	991	0.483350	0.500000	0.016650
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	GATE_2025	258	0.500000	0.500000	0.000000
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2021	217	0.470046	0.500000	0.029954
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2022	258	0.434109	0.500000	0.065891
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2023	257	0.521401	0.500000	0.021401
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2024	259	0.494208	0.500000	0.005792
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2025	258	0.538760	0.500000	0.038760
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	FIT_2021_2024	991	0.480323	0.500000	0.019677
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	GATE_2025	258	0.538760	0.500000	0.038760
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2021	217	0.755760	0.750000	0.005760
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2022	258	0.686047	0.750000	0.063953
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2023	257	0.747082	0.750000	0.002918
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2024	259	0.756757	0.750000	0.006757
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2025	258	0.709302	0.750000	0.040698
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	FIT_2021_2024	991	0.735621	0.750000	0.014379
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	GATE_2025	258	0.709302	0.750000	0.040698
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2021	217	0.755760	0.750000	0.005760
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2022	258	0.670543	0.750000	0.079457
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2023	257	0.778210	0.750000	0.028210
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2024	259	0.733591	0.750000	0.016409
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2025	258	0.794574	0.750000	0.044574
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	FIT_2021_2024	991	0.733602	0.750000	0.016398
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	GATE_2025	258	0.794574	0.750000	0.044574
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2021	217	0.930876	0.900000	0.030876
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2022	258	0.856589	0.900000	0.043411
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2023	257	0.891051	0.900000	0.008949
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2024	259	0.884170	0.900000	0.015830
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2025	258	0.906977	0.900000	0.006977
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	FIT_2021_2024	991	0.889001	0.900000	0.010999
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	GATE_2025	258	0.906977	0.900000	0.006977
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2021	217	0.880184	0.900000	0.019816
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2022	258	0.872093	0.900000	0.027907
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2023	257	0.918288	0.900000	0.018288
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2024	259	0.884170	0.900000	0.015830
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2025	258	0.906977	0.900000	0.006977
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	FIT_2021_2024	991	0.889001	0.900000	0.010999
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	GATE_2025	258	0.906977	0.900000	0.006977
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2021	217	0.967742	0.950000	0.017742
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2022	258	0.918605	0.950000	0.031395
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2023	257	0.949416	0.950000	0.000584
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2024	259	0.926641	0.950000	0.023359
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2025	258	0.930233	0.950000	0.019767
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	FIT_2021_2024	991	0.939455	0.950000	0.010545
HG	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	GATE_2025	258	0.930233	0.950000	0.019767
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2021	217	0.935484	0.950000	0.014516
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2022	258	0.930233	0.950000	0.019767
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2023	257	0.949416	0.950000	0.000584
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2024	259	0.934363	0.950000	0.015637
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2025	258	0.949612	0.950000	0.000388
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	FIT_2021_2024	991	0.937437	0.950000	0.012563
HG	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	GATE_2025	258	0.949612	0.950000	0.000388
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2021	217	0.525346	0.500000	0.025346
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2022	258	0.434109	0.500000	0.065891
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2023	257	0.494163	0.500000	0.005837
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2024	259	0.505792	0.500000	0.005792
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2025	258	0.531008	0.500000	0.031008
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	FIT_2021_2024	991	0.488396	0.500000	0.011604
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	GATE_2025	258	0.531008	0.500000	0.031008
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2021	217	0.470046	0.500000	0.029954
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2022	258	0.449612	0.500000	0.050388
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2023	257	0.513619	0.500000	0.013619
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2024	259	0.498069	0.500000	0.001931
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2025	258	0.523256	0.500000	0.023256
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	FIT_2021_2024	991	0.483350	0.500000	0.016650
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	GATE_2025	258	0.523256	0.500000	0.023256
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2021	217	0.755760	0.750000	0.005760
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2022	258	0.658915	0.750000	0.091085
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2023	257	0.754864	0.750000	0.004864
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2024	259	0.745174	0.750000	0.004826
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2025	258	0.713178	0.750000	0.036822
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	FIT_2021_2024	991	0.727548	0.750000	0.022452
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	GATE_2025	258	0.713178	0.750000	0.036822
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2021	217	0.732719	0.750000	0.017281
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2022	258	0.678295	0.750000	0.071705
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2023	257	0.782101	0.750000	0.032101
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2024	259	0.733591	0.750000	0.016409
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2025	258	0.779070	0.750000	0.029070
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	FIT_2021_2024	991	0.731584	0.750000	0.018416
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	GATE_2025	258	0.779070	0.750000	0.029070
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2021	217	0.926267	0.900000	0.026267
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2022	258	0.864341	0.900000	0.035659
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2023	257	0.887160	0.900000	0.012840
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2024	259	0.891892	0.900000	0.008108
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2025	258	0.895349	0.900000	0.004651
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	FIT_2021_2024	991	0.891019	0.900000	0.008981
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	GATE_2025	258	0.895349	0.900000	0.004651
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2021	217	0.884793	0.900000	0.015207
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2022	258	0.875969	0.900000	0.024031
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2023	257	0.914397	0.900000	0.014397
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2024	259	0.884170	0.900000	0.015830
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2025	258	0.903101	0.900000	0.003101
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	FIT_2021_2024	991	0.890010	0.900000	0.009990
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	GATE_2025	258	0.903101	0.900000	0.003101
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2021	217	0.963134	0.950000	0.013134
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2022	258	0.914729	0.950000	0.035271
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2023	257	0.949416	0.950000	0.000584
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2024	259	0.926641	0.950000	0.023359
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2025	258	0.941860	0.950000	0.008140
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	FIT_2021_2024	991	0.937437	0.950000	0.012563
HG	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	GATE_2025	258	0.941860	0.950000	0.008140
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2021	217	0.926267	0.950000	0.023733
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2022	258	0.926357	0.950000	0.023643
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2023	257	0.949416	0.950000	0.000584
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2024	259	0.930502	0.950000	0.019498
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2025	258	0.953488	0.950000	0.003488
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	FIT_2021_2024	991	0.933401	0.950000	0.016599
HG	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	GATE_2025	258	0.953488	0.950000	0.003488
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.50	2021	217	0.589862	0.500000	0.089862
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.50	2022	258	0.329457	0.500000	0.170543
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.50	2023	257	0.482490	0.500000	0.017510
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.50	2024	259	0.505792	0.500000	0.005792
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.50	2025	258	0.492248	0.500000	0.007752
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.50	FIT_2021_2024	991	0.472250	0.500000	0.027750
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.50	GATE_2025	258	0.492248	0.500000	0.007752
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.50	2021	217	0.548387	0.500000	0.048387
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.50	2022	258	0.298450	0.500000	0.201550
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.50	2023	257	0.494163	0.500000	0.005837
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.50	2024	259	0.517375	0.500000	0.017375
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.50	2025	258	0.500000	0.500000	0.000000
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.50	FIT_2021_2024	991	0.461150	0.500000	0.038850
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.50	GATE_2025	258	0.500000	0.500000	0.000000
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.75	2021	217	0.792627	0.750000	0.042627
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.75	2022	258	0.550388	0.750000	0.199612
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.75	2023	257	0.743191	0.750000	0.006809
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.75	2024	259	0.745174	0.750000	0.004826
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.75	2025	258	0.732558	0.750000	0.017442
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.75	FIT_2021_2024	991	0.704339	0.750000	0.045661
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.75	GATE_2025	258	0.732558	0.750000	0.017442
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.75	2021	217	0.769585	0.750000	0.019585
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.75	2022	258	0.538760	0.750000	0.211240
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.75	2023	257	0.754864	0.750000	0.004864
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.75	2024	259	0.737452	0.750000	0.012548
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.75	2025	258	0.771318	0.750000	0.021318
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.75	FIT_2021_2024	991	0.697275	0.750000	0.052725
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.75	GATE_2025	258	0.771318	0.750000	0.021318
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.90	2021	217	0.944700	0.900000	0.044700
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.90	2022	258	0.786822	0.900000	0.113178
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.90	2023	257	0.902724	0.900000	0.002724
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.90	2024	259	0.876448	0.900000	0.023552
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.90	2025	258	0.875969	0.900000	0.024031
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.90	FIT_2021_2024	991	0.874874	0.900000	0.025126
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.90	GATE_2025	258	0.875969	0.900000	0.024031
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.90	2021	217	0.917051	0.900000	0.017051
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.90	2022	258	0.775194	0.900000	0.124806
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.90	2023	257	0.891051	0.900000	0.008949
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.90	2024	259	0.903475	0.900000	0.003475
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.90	2025	258	0.899225	0.900000	0.000775
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.90	FIT_2021_2024	991	0.869828	0.900000	0.030172
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.90	GATE_2025	258	0.899225	0.900000	0.000775
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.95	2021	217	0.976959	0.950000	0.026959
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.95	2022	258	0.875969	0.950000	0.074031
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.95	2023	257	0.961089	0.950000	0.011089
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.95	2024	259	0.922780	0.950000	0.027220
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.95	2025	258	0.934109	0.950000	0.015891
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.95	FIT_2021_2024	991	0.932392	0.950000	0.017608
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	UP	0.95	GATE_2025	258	0.934109	0.950000	0.015891
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.95	2021	217	0.958525	0.950000	0.008525
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.95	2022	258	0.856589	0.950000	0.093411
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.95	2023	257	0.945525	0.950000	0.004475
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.95	2024	259	0.942085	0.950000	0.007915
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.95	2025	258	0.937984	0.950000	0.012016
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.95	FIT_2021_2024	991	0.924319	0.950000	0.025681
HG	P1_SIDE_POPEN	PHASE_HL|TOKYO	DN	0.95	GATE_2025	258	0.937984	0.950000	0.012016
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.50	2021	217	0.488479	0.500000	0.011521
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.50	2022	258	0.372093	0.500000	0.127907
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.50	2023	257	0.466926	0.500000	0.033074
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.50	2024	259	0.521236	0.500000	0.021236
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.50	2025	257	0.513619	0.500000	0.013619
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.50	FIT_2021_2024	991	0.461150	0.500000	0.038850
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.50	GATE_2025	257	0.513619	0.500000	0.013619
