# PORT_HL_CENSUS_SPEC.md PORT_HL_CENSUS_SPEC §2-§4 (H/L prediction census) (c) calibration (hl_spec_sha16=ff35394b9f87b891, m1_spec_sha16=62ce5c5edb7857cc)
# params_hash=d11a0a8c9f71645d7ffaa741b2d96bf1e1b8df2dd2f7caf234f01cea3bcd3d36
asset	family	target	side	q	era	n	coverage	nominal	abs_err
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.50	2021	217	0.516129	0.500000	0.016129
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.50	2022	258	0.310078	0.500000	0.189922
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.50	2023	257	0.513619	0.500000	0.013619
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.50	2024	259	0.467181	0.500000	0.032819
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.50	2025	257	0.513619	0.500000	0.013619
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.50	FIT_2021_2024	991	0.449041	0.500000	0.050959
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.50	GATE_2025	257	0.513619	0.500000	0.013619
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.75	2021	217	0.718894	0.750000	0.031106
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.75	2022	258	0.565891	0.750000	0.184109
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.75	2023	257	0.754864	0.750000	0.004864
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.75	2024	259	0.745174	0.750000	0.004826
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.75	2025	257	0.774319	0.750000	0.024319
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.75	FIT_2021_2024	991	0.695257	0.750000	0.054743
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.75	GATE_2025	257	0.774319	0.750000	0.024319
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.75	2021	217	0.769585	0.750000	0.019585
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.75	2022	258	0.565891	0.750000	0.184109
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.75	2023	257	0.766537	0.750000	0.016537
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.75	2024	259	0.749035	0.750000	0.000965
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.75	2025	257	0.747082	0.750000	0.002918
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.75	FIT_2021_2024	991	0.710394	0.750000	0.039606
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.75	GATE_2025	257	0.747082	0.750000	0.002918
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.90	2021	217	0.898618	0.900000	0.001382
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.90	2022	258	0.763566	0.900000	0.136434
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.90	2023	257	0.894942	0.900000	0.005058
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.90	2024	259	0.899614	0.900000	0.000386
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.90	2025	257	0.914397	0.900000	0.014397
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.90	FIT_2021_2024	991	0.862765	0.900000	0.037235
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.90	GATE_2025	257	0.914397	0.900000	0.014397
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.90	2021	217	0.912442	0.900000	0.012442
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.90	2022	258	0.786822	0.900000	0.113178
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.90	2023	257	0.910506	0.900000	0.010506
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.90	2024	259	0.884170	0.900000	0.015830
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.90	2025	257	0.902724	0.900000	0.002724
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.90	FIT_2021_2024	991	0.871847	0.900000	0.028153
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.90	GATE_2025	257	0.902724	0.900000	0.002724
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.95	2021	217	0.944700	0.950000	0.005300
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.95	2022	258	0.844961	0.950000	0.105039
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.95	2023	257	0.937743	0.950000	0.012257
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.95	2024	259	0.961390	0.950000	0.011390
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.95	2025	257	0.933852	0.950000	0.016148
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.95	FIT_2021_2024	991	0.921292	0.950000	0.028708
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	UP	0.95	GATE_2025	257	0.933852	0.950000	0.016148
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.95	2021	217	0.958525	0.950000	0.008525
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.95	2022	258	0.868217	0.950000	0.081783
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.95	2023	257	0.937743	0.950000	0.012257
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.95	2024	259	0.938224	0.950000	0.011776
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.95	2025	257	0.957198	0.950000	0.007198
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.95	FIT_2021_2024	991	0.924319	0.950000	0.025681
HG	P1_SIDE_POPEN	PHASE_HL|LONDON	DN	0.95	GATE_2025	257	0.957198	0.950000	0.007198
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.50	2021	217	0.511521	0.500000	0.011521
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.50	2022	258	0.391473	0.500000	0.108527
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.50	2023	257	0.509728	0.500000	0.009728
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.50	2024	259	0.498069	0.500000	0.001931
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.50	2025	258	0.468992	0.500000	0.031008
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.50	FIT_2021_2024	991	0.476287	0.500000	0.023713
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.50	GATE_2025	258	0.468992	0.500000	0.031008
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.50	2021	217	0.506912	0.500000	0.006912
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.50	2022	258	0.399225	0.500000	0.100775
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.50	2023	257	0.490272	0.500000	0.009728
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.50	2024	259	0.467181	0.500000	0.032819
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.50	2025	258	0.519380	0.500000	0.019380
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.50	FIT_2021_2024	991	0.464178	0.500000	0.035822
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.50	GATE_2025	258	0.519380	0.500000	0.019380
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2021	217	0.797235	0.750000	0.047235
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2022	258	0.600775	0.750000	0.149225
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2023	257	0.758755	0.750000	0.008755
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2024	259	0.749035	0.750000	0.000965
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	2025	258	0.717054	0.750000	0.032946
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	FIT_2021_2024	991	0.723512	0.750000	0.026488
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.75	GATE_2025	258	0.717054	0.750000	0.032946
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2021	217	0.718894	0.750000	0.031106
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2022	258	0.651163	0.750000	0.098837
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2023	257	0.758755	0.750000	0.008755
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2024	259	0.714286	0.750000	0.035714
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	2025	258	0.771318	0.750000	0.021318
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	FIT_2021_2024	991	0.710394	0.750000	0.039606
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.75	GATE_2025	258	0.771318	0.750000	0.021318
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2021	217	0.935484	0.900000	0.035484
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2022	258	0.790698	0.900000	0.109302
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2023	257	0.902724	0.900000	0.002724
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2024	259	0.895753	0.900000	0.004247
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	2025	258	0.879845	0.900000	0.020155
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	FIT_2021_2024	991	0.878910	0.900000	0.021090
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.90	GATE_2025	258	0.879845	0.900000	0.020155
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2021	217	0.870968	0.900000	0.029032
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2022	258	0.813953	0.900000	0.086047
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2023	257	0.906615	0.900000	0.006615
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2024	259	0.888031	0.900000	0.011969
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	2025	258	0.910853	0.900000	0.010853
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	FIT_2021_2024	991	0.869828	0.900000	0.030172
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.90	GATE_2025	258	0.910853	0.900000	0.010853
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2021	217	0.972350	0.950000	0.022350
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2022	258	0.872093	0.950000	0.077907
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2023	257	0.949416	0.950000	0.000584
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2024	259	0.942085	0.950000	0.007915
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	2025	258	0.930233	0.950000	0.019767
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	FIT_2021_2024	991	0.932392	0.950000	0.017608
HG	P1_SIDE_POPEN	PHASE_HL|NY	UP	0.95	GATE_2025	258	0.930233	0.950000	0.019767
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2021	217	0.944700	0.950000	0.005300
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2022	258	0.883721	0.950000	0.066279
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2023	257	0.964981	0.950000	0.014981
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2024	259	0.934363	0.950000	0.015637
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	2025	258	0.949612	0.950000	0.000388
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	FIT_2021_2024	991	0.931382	0.950000	0.018618
HG	P1_SIDE_POPEN	PHASE_HL|NY	DN	0.95	GATE_2025	258	0.949612	0.950000	0.000388
HG	P2_OLS	SESSION_HL	UP	0.50	2022	237	0.514768	0.500000	0.014768
HG	P2_OLS	SESSION_HL	UP	0.50	2023	257	0.490272	0.500000	0.009728
HG	P2_OLS	SESSION_HL	UP	0.50	2024	259	0.471042	0.500000	0.028958
HG	P2_OLS	SESSION_HL	UP	0.50	2025	258	0.457364	0.500000	0.042636
HG	P2_OLS	SESSION_HL	UP	0.50	FIT_2021_2024	753	0.491368	0.500000	0.008632
HG	P2_OLS	SESSION_HL	UP	0.50	GATE_2025	258	0.457364	0.500000	0.042636
HG	P2_OLS	SESSION_HL	DN	0.50	2022	237	0.485232	0.500000	0.014768
HG	P2_OLS	SESSION_HL	DN	0.50	2023	257	0.509728	0.500000	0.009728
HG	P2_OLS	SESSION_HL	DN	0.50	2024	259	0.528958	0.500000	0.028958
HG	P2_OLS	SESSION_HL	DN	0.50	2025	258	0.542636	0.500000	0.042636
HG	P2_OLS	SESSION_HL	DN	0.50	FIT_2021_2024	753	0.508632	0.500000	0.008632
HG	P2_OLS	SESSION_HL	DN	0.50	GATE_2025	258	0.542636	0.500000	0.042636
HG	P2_LOGIT	SESSION_HL	UP	0.50	2022	237	0.540084	0.500000	0.040084
HG	P2_LOGIT	SESSION_HL	UP	0.50	2023	257	0.498054	0.500000	0.001946
HG	P2_LOGIT	SESSION_HL	UP	0.50	2024	259	0.471042	0.500000	0.028958
HG	P2_LOGIT	SESSION_HL	UP	0.50	2025	258	0.465116	0.500000	0.034884
HG	P2_LOGIT	SESSION_HL	UP	0.50	FIT_2021_2024	753	0.501992	0.500000	0.001992
HG	P2_LOGIT	SESSION_HL	UP	0.50	GATE_2025	258	0.465116	0.500000	0.034884
HG	P2_LOGIT	SESSION_HL	DN	0.50	2022	237	0.459916	0.500000	0.040084
HG	P2_LOGIT	SESSION_HL	DN	0.50	2023	257	0.501946	0.500000	0.001946
HG	P2_LOGIT	SESSION_HL	DN	0.50	2024	259	0.528958	0.500000	0.028958
HG	P2_LOGIT	SESSION_HL	DN	0.50	2025	258	0.534884	0.500000	0.034884
HG	P2_LOGIT	SESSION_HL	DN	0.50	FIT_2021_2024	753	0.498008	0.500000	0.001992
HG	P2_LOGIT	SESSION_HL	DN	0.50	GATE_2025	258	0.534884	0.500000	0.034884
HG	P2_UNCOND	SESSION_HL	UP	0.50	2022	237	0.489451	0.500000	0.010549
HG	P2_UNCOND	SESSION_HL	UP	0.50	2023	257	0.486381	0.500000	0.013619
HG	P2_UNCOND	SESSION_HL	UP	0.50	2024	259	0.474903	0.500000	0.025097
HG	P2_UNCOND	SESSION_HL	UP	0.50	2025	258	0.461240	0.500000	0.038760
HG	P2_UNCOND	SESSION_HL	UP	0.50	FIT_2021_2024	753	0.483400	0.500000	0.016600
HG	P2_UNCOND	SESSION_HL	UP	0.50	GATE_2025	258	0.461240	0.500000	0.038760
HG	P2_UNCOND	SESSION_HL	DN	0.50	2022	237	0.510549	0.500000	0.010549
HG	P2_UNCOND	SESSION_HL	DN	0.50	2023	257	0.513619	0.500000	0.013619
HG	P2_UNCOND	SESSION_HL	DN	0.50	2024	259	0.525097	0.500000	0.025097
HG	P2_UNCOND	SESSION_HL	DN	0.50	2025	258	0.538760	0.500000	0.038760
HG	P2_UNCOND	SESSION_HL	DN	0.50	FIT_2021_2024	753	0.516600	0.500000	0.016600
HG	P2_UNCOND	SESSION_HL	DN	0.50	GATE_2025	258	0.538760	0.500000	0.038760
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2021	218	0.527523	0.500000	0.027523
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2022	258	0.426357	0.500000	0.073643
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2023	258	0.472868	0.500000	0.027132
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2024	259	0.490347	0.500000	0.009653
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	2025	258	0.523256	0.500000	0.023256
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	FIT_2021_2024	993	0.477341	0.500000	0.022659
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.50	GATE_2025	258	0.523256	0.500000	0.023256
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2021	218	0.504587	0.500000	0.004587
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2022	258	0.410853	0.500000	0.089147
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2023	258	0.519380	0.500000	0.019380
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2024	259	0.474903	0.500000	0.025097
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	2025	258	0.511628	0.500000	0.011628
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	FIT_2021_2024	993	0.476334	0.500000	0.023666
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.50	GATE_2025	258	0.511628	0.500000	0.011628
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2021	218	0.724771	0.750000	0.025229
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2022	258	0.678295	0.750000	0.071705
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2023	258	0.701550	0.750000	0.048450
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2024	259	0.764479	0.750000	0.014479
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	2025	258	0.732558	0.750000	0.017442
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	FIT_2021_2024	993	0.717019	0.750000	0.032981
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.75	GATE_2025	258	0.732558	0.750000	0.017442
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2021	218	0.752294	0.750000	0.002294
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2022	258	0.701550	0.750000	0.048450
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2023	258	0.748062	0.750000	0.001938
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2024	259	0.706564	0.750000	0.043436
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	2025	258	0.763566	0.750000	0.013566
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	FIT_2021_2024	993	0.726083	0.750000	0.023917
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.75	GATE_2025	258	0.763566	0.750000	0.013566
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2021	218	0.903670	0.900000	0.003670
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2022	258	0.852713	0.900000	0.047287
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2023	258	0.864341	0.900000	0.035659
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2024	259	0.907336	0.900000	0.007336
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	2025	258	0.875969	0.900000	0.024031
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	FIT_2021_2024	993	0.881168	0.900000	0.018832
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.90	GATE_2025	258	0.875969	0.900000	0.024031
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2021	218	0.876147	0.900000	0.023853
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2022	258	0.868217	0.900000	0.031783
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2023	258	0.922481	0.900000	0.022481
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2024	259	0.868726	0.900000	0.031274
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	2025	258	0.918605	0.900000	0.018605
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	FIT_2021_2024	993	0.884189	0.900000	0.015811
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.90	GATE_2025	258	0.918605	0.900000	0.018605
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2021	218	0.944954	0.950000	0.005046
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2022	258	0.926357	0.950000	0.023643
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2023	258	0.930233	0.950000	0.019767
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2024	259	0.938224	0.950000	0.011776
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	2025	258	0.941860	0.950000	0.008140
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	FIT_2021_2024	993	0.934542	0.950000	0.015458
NKD	P1_SIDE_SETTLE	SESSION_HL	UP	0.95	GATE_2025	258	0.941860	0.950000	0.008140
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2021	218	0.935780	0.950000	0.014220
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2022	258	0.937984	0.950000	0.012016
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2023	258	0.937984	0.950000	0.012016
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2024	259	0.918919	0.950000	0.031081
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	2025	258	0.957364	0.950000	0.007364
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	FIT_2021_2024	993	0.932528	0.950000	0.017472
NKD	P1_SIDE_SETTLE	SESSION_HL	DN	0.95	GATE_2025	258	0.957364	0.950000	0.007364
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2021	218	0.504587	0.500000	0.004587
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2022	258	0.453488	0.500000	0.046512
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2023	258	0.484496	0.500000	0.015504
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2024	259	0.486486	0.500000	0.013514
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	2025	258	0.511628	0.500000	0.011628
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	FIT_2021_2024	993	0.481370	0.500000	0.018630
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.50	GATE_2025	258	0.511628	0.500000	0.011628
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2021	218	0.504587	0.500000	0.004587
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2022	258	0.410853	0.500000	0.089147
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2023	258	0.503876	0.500000	0.003876
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2024	259	0.482625	0.500000	0.017375
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	2025	258	0.527132	0.500000	0.027132
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	FIT_2021_2024	993	0.474320	0.500000	0.025680
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.50	GATE_2025	258	0.527132	0.500000	0.027132
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2021	218	0.729358	0.750000	0.020642
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2022	258	0.682171	0.750000	0.067829
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2023	258	0.697674	0.750000	0.052326
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2024	259	0.756757	0.750000	0.006757
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	2025	258	0.740310	0.750000	0.009690
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	FIT_2021_2024	993	0.716012	0.750000	0.033988
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.75	GATE_2025	258	0.740310	0.750000	0.009690
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2021	218	0.761468	0.750000	0.011468
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2022	258	0.697674	0.750000	0.052326
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2023	258	0.767442	0.750000	0.017442
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2024	259	0.710425	0.750000	0.039575
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	2025	258	0.767442	0.750000	0.017442
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	FIT_2021_2024	993	0.733132	0.750000	0.016868
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.75	GATE_2025	258	0.767442	0.750000	0.017442
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2021	218	0.908257	0.900000	0.008257
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2022	258	0.848837	0.900000	0.051163
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2023	258	0.872093	0.900000	0.027907
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2024	259	0.903475	0.900000	0.003475
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	2025	258	0.887597	0.900000	0.012403
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	FIT_2021_2024	993	0.882175	0.900000	0.017825
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.90	GATE_2025	258	0.887597	0.900000	0.012403
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2021	218	0.880734	0.900000	0.019266
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2022	258	0.875969	0.900000	0.024031
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2023	258	0.922481	0.900000	0.022481
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2024	259	0.857143	0.900000	0.042857
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	2025	258	0.918605	0.900000	0.018605
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	FIT_2021_2024	993	0.884189	0.900000	0.015811
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.90	GATE_2025	258	0.918605	0.900000	0.018605
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2021	218	0.949541	0.950000	0.000459
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2022	258	0.914729	0.950000	0.035271
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2023	258	0.930233	0.950000	0.019767
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2024	259	0.934363	0.950000	0.015637
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	2025	258	0.953488	0.950000	0.003488
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	FIT_2021_2024	993	0.931521	0.950000	0.018479
NKD	P1_SIDE_SOPEN	SESSION_HL	UP	0.95	GATE_2025	258	0.953488	0.950000	0.003488
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2021	218	0.926606	0.950000	0.023394
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2022	258	0.934109	0.950000	0.015891
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2023	258	0.949612	0.950000	0.000388
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2024	259	0.930502	0.950000	0.019498
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	2025	258	0.957364	0.950000	0.007364
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	FIT_2021_2024	993	0.935549	0.950000	0.014451
NKD	P1_SIDE_SOPEN	SESSION_HL	DN	0.95	GATE_2025	258	0.957364	0.950000	0.007364
