# PORT_HL_CENSUS_SPEC.md PORT_HL_CENSUS_SPEC §2-§4 (H/L prediction census) (f) marginal value (hl_spec_sha16=ff35394b9f87b891, m1_spec_sha16=62ce5c5edb7857cc)
# params_hash=d11a0a8c9f71645d7ffaa741b2d96bf1e1b8df2dd2f7caf234f01cea3bcd3d36
asset	family	target	era	n_extremes	n_uncovered_by_kept	n_uncovered_hit	marginal_pp	kept_ledger_cover	union_cover_after
SI	P2_OLS	SESSION_HL	FIT_2021_2024	1832	148	0	0.000000	0.919214	0.919214
SI	P2_OLS	SESSION_HL	GATE_2025	516	38	0	0.000000	0.926357	0.926357
SI	P2_UNCOND	SESSION_HL	2022	516	23	0	0.000000	0.955426	0.955426
SI	P2_UNCOND	SESSION_HL	2023	514	41	0	0.000000	0.920233	0.920233
SI	P2_UNCOND	SESSION_HL	2024	518	23	0	0.000000	0.955598	0.955598
SI	P2_UNCOND	SESSION_HL	FIT_2021_2024	1832	148	0	0.000000	0.919214	0.919214
SI	P2_UNCOND	SESSION_HL	GATE_2025	516	38	1	0.001938	0.926357	0.928295
SI	P3_OR30	REST_OF_WINDOW|LONDON	2021	284	83	58	0.204225	0.707746	0.911972
SI	P3_OR30	REST_OF_WINDOW|LONDON	2022	516	35	16	0.031008	0.932171	0.963178
SI	P3_OR30	REST_OF_WINDOW|LONDON	2023	514	26	11	0.021401	0.949416	0.970817
SI	P3_OR30	REST_OF_WINDOW|LONDON	2024	518	33	9	0.017375	0.936293	0.953668
SI	P3_OR30	REST_OF_WINDOW|LONDON	FIT_2021_2024	1832	177	94	0.051310	0.903384	0.954694
SI	P3_OR30	REST_OF_WINDOW|LONDON	GATE_2025	516	35	6	0.011628	0.932171	0.943798
SI	P3_OR30	REST_OF_WINDOW|NY	2021	284	68	32	0.112676	0.760563	0.873239
SI	P3_OR30	REST_OF_WINDOW|NY	2022	516	38	11	0.021318	0.926357	0.947674
SI	P3_OR30	REST_OF_WINDOW|NY	2023	514	41	5	0.009728	0.920233	0.929961
SI	P3_OR30	REST_OF_WINDOW|NY	2024	518	29	7	0.013514	0.944015	0.957529
SI	P3_OR30	REST_OF_WINDOW|NY	FIT_2021_2024	1832	176	55	0.030022	0.903930	0.933952
SI	P3_OR30	REST_OF_WINDOW|NY	GATE_2025	516	37	10	0.019380	0.928295	0.947674
SI	P3_OR30	REST_OF_WINDOW|SESSION	2021	284	59	21	0.073944	0.792254	0.866197
SI	P3_OR30	REST_OF_WINDOW|SESSION	2022	516	23	4	0.007752	0.955426	0.963178
SI	P3_OR30	REST_OF_WINDOW|SESSION	2023	514	41	7	0.013619	0.920233	0.933852
SI	P3_OR30	REST_OF_WINDOW|SESSION	2024	518	22	4	0.007722	0.957529	0.965251
SI	P3_OR30	REST_OF_WINDOW|SESSION	FIT_2021_2024	1832	145	36	0.019651	0.920852	0.940502
SI	P3_OR30	REST_OF_WINDOW|SESSION	GATE_2025	516	37	4	0.007752	0.928295	0.936047
SI	P3_OR30	REST_OF_WINDOW|TOKYO	2021	284	86	55	0.193662	0.697183	0.890845
SI	P3_OR30	REST_OF_WINDOW|TOKYO	2022	516	34	26	0.050388	0.934109	0.984496
SI	P3_OR30	REST_OF_WINDOW|TOKYO	2023	514	26	17	0.033074	0.949416	0.982490
SI	P3_OR30	REST_OF_WINDOW|TOKYO	2024	518	26	17	0.032819	0.949807	0.982625
SI	P3_OR30	REST_OF_WINDOW|TOKYO	FIT_2021_2024	1832	172	115	0.062773	0.906114	0.968886
SI	P3_OR30	REST_OF_WINDOW|TOKYO	GATE_2025	516	21	12	0.023256	0.959302	0.982558
SI	P3_OR60	REST_OF_WINDOW|LONDON	2021	284	84	40	0.140845	0.704225	0.845070
SI	P3_OR60	REST_OF_WINDOW|LONDON	2022	516	34	14	0.027132	0.934109	0.961240
SI	P3_OR60	REST_OF_WINDOW|LONDON	2023	514	24	10	0.019455	0.953307	0.972763
SI	P3_OR60	REST_OF_WINDOW|LONDON	2024	518	35	4	0.007722	0.932432	0.940154
SI	P3_OR60	REST_OF_WINDOW|LONDON	FIT_2021_2024	1832	177	68	0.037118	0.903384	0.940502
SI	P3_OR60	REST_OF_WINDOW|LONDON	GATE_2025	516	42	2	0.003876	0.918605	0.922481
SI	P3_OR60	REST_OF_WINDOW|NY	2021	284	70	25	0.088028	0.753521	0.841549
SI	P3_OR60	REST_OF_WINDOW|NY	2022	516	39	11	0.021318	0.924419	0.945736
SI	P3_OR60	REST_OF_WINDOW|NY	2023	514	40	5	0.009728	0.922179	0.931907
SI	P3_OR60	REST_OF_WINDOW|NY	2024	518	28	6	0.011583	0.945946	0.957529
SI	P3_OR60	REST_OF_WINDOW|NY	FIT_2021_2024	1832	177	47	0.025655	0.903384	0.929039
SI	P3_OR60	REST_OF_WINDOW|NY	GATE_2025	516	41	9	0.017442	0.920543	0.937984
SI	P3_OR60	REST_OF_WINDOW|SESSION	2021	284	58	23	0.080986	0.795775	0.876761
SI	P3_OR60	REST_OF_WINDOW|SESSION	2022	516	24	3	0.005814	0.953488	0.959302
SI	P3_OR60	REST_OF_WINDOW|SESSION	2023	514	41	6	0.011673	0.920233	0.931907
SI	P3_OR60	REST_OF_WINDOW|SESSION	2024	518	22	3	0.005792	0.957529	0.963320
SI	P3_OR60	REST_OF_WINDOW|SESSION	FIT_2021_2024	1832	145	35	0.019105	0.920852	0.939956
SI	P3_OR60	REST_OF_WINDOW|SESSION	GATE_2025	516	39	2	0.003876	0.924419	0.928295
SI	P3_OR60	REST_OF_WINDOW|TOKYO	2021	284	88	60	0.211268	0.690141	0.901408
SI	P3_OR60	REST_OF_WINDOW|TOKYO	2022	516	35	24	0.046512	0.932171	0.978682
SI	P3_OR60	REST_OF_WINDOW|TOKYO	2023	514	27	15	0.029183	0.947471	0.976654
SI	P3_OR60	REST_OF_WINDOW|TOKYO	2024	518	25	17	0.032819	0.951737	0.984556
SI	P3_OR60	REST_OF_WINDOW|TOKYO	FIT_2021_2024	1832	175	116	0.063319	0.904476	0.967795
SI	P3_OR60	REST_OF_WINDOW|TOKYO	GATE_2025	516	23	11	0.021318	0.955426	0.976744
SI	P4_CAMARILLA	SESSION_HL	2021	284	61	7	0.024648	0.785211	0.809859
SI	P4_CAMARILLA	SESSION_HL	2022	516	23	1	0.001938	0.955426	0.957364
SI	P4_CAMARILLA	SESSION_HL	2023	514	41	1	0.001946	0.920233	0.922179
SI	P4_CAMARILLA	SESSION_HL	2024	518	23	0	0.000000	0.955598	0.955598
SI	P4_CAMARILLA	SESSION_HL	FIT_2021_2024	1832	148	9	0.004913	0.919214	0.924127
SI	P4_CAMARILLA	SESSION_HL	GATE_2025	516	38	2	0.003876	0.926357	0.930233
SI	P4_FLOOR	SESSION_HL	2021	284	61	14	0.049296	0.785211	0.834507
SI	P4_FLOOR	SESSION_HL	2022	516	23	3	0.005814	0.955426	0.961240
SI	P4_FLOOR	SESSION_HL	2023	514	41	2	0.003891	0.920233	0.924125
