# PORT_HL_CENSUS_SPEC.md PORT_HL_CENSUS_SPEC §2-§4 (H/L prediction census) (hl_spec_sha16=ff35394b9f87b891, m1_spec_sha16=ed126c64eee71c41)
# params_hash=0bfcf7e30aa61b66f82fe08b1f33b845c9bebe172ff2e266362eaca9d5013750
# max(2 x tick_$, 0.05 x ATR14_prev_$) / mult
# family levels displaced +0.5 x ATR14_prev_$ / mult, sign alternating by level index within the family (D-052 null)
# D-054/CC-M1-4: TWO_SIDED and spread_$ <= min(10 x trailing-phase-median spread_$, $500); trailing median = same-phase per-session medians over the 20 STRICTLY PRIOR sessions (>= 5 observations, else only the cap binds); insane seconds typed-excluded, never interpolated
# n_scored = extremes where the family declares a compatible-side level (capture/null denominator); n_extremes = ALL realized extremes of the target (marginal_pp denominator)
asset	family	target	era	n_scored	n_extremes	applicable_frac	n_hit	capture	n_hit_null	null_capture	lift	med_dist_usd	med_dist_atr	n_uncovered_by_kept	n_uncovered_hit	marginal_pp	kept_ledger_cover
SI	P5_D50	PHASE_HL	2023	1542	1542	1.000000	193	0.125162	261	0.169261	0.739464	750.000000	0.310178	88	6	0.003891	0.942931
SI	P5_D50	PHASE_HL	2024	1554	1554	1.000000	214	0.137709	273	0.175676	0.783883	875.000000	0.263252	86	7	0.004505	0.944659
SI	P5_D50	PHASE_HL	FIT_2021_2024	5496	5496	1.000000	736	0.133916	978	0.177948	0.752556	800.000000	0.298766	518	45	0.008188	0.905750
SI	P5_D50	PHASE_HL	GATE_2025	1548	1548	1.000000	197	0.127261	256	0.165375	0.769531	1268.750000	0.303142	100	6	0.003876	0.935401
SI	P5_D50	SESSION_HL	2021	284	284	1.000000	47	0.165493	44	0.154930	1.068182	593.750000	0.231235	61	8	0.028169	0.785211
SI	P5_D50	SESSION_HL	2022	516	516	1.000000	79	0.153101	101	0.195736	0.782178	750.000000	0.286402	23	1	0.001938	0.955426
SI	P5_D50	SESSION_HL	2023	514	514	1.000000	74	0.143969	87	0.169261	0.850575	675.000000	0.263494	41	4	0.007782	0.920233
SI	P5_D50	SESSION_HL	2024	518	518	1.000000	80	0.154440	81	0.156371	0.987654	762.500000	0.232005	23	1	0.001931	0.955598
SI	P5_D50	SESSION_HL	FIT_2021_2024	1832	1832	1.000000	280	0.152838	313	0.170852	0.894569	700.000000	0.254592	148	14	0.007642	0.919214
SI	P5_D50	SESSION_HL	GATE_2025	516	516	1.000000	73	0.141473	90	0.174419	0.811111	1212.500000	0.290621	38	0	0.000000	0.926357
SI	P5_D75	PHASE_HL	2021	852	852	1.000000	47	0.055164	93	0.109155	0.505376	1406.250000	0.574658	240	8	0.009390	0.718310
SI	P5_D75	PHASE_HL	2022	1548	1548	1.000000	127	0.082041	172	0.111111	0.738372	1337.500000	0.489403	104	3	0.001938	0.932817
SI	P5_D75	PHASE_HL	2023	1542	1542	1.000000	95	0.061608	212	0.137484	0.448113	1375.000000	0.563919	88	5	0.003243	0.942931
SI	P5_D75	PHASE_HL	2024	1554	1554	1.000000	147	0.094595	215	0.138353	0.683721	1350.000000	0.427141	86	7	0.004505	0.944659
SI	P5_D75	PHASE_HL	FIT_2021_2024	5496	5496	1.000000	416	0.075691	692	0.125910	0.601156	1368.750000	0.505862	518	23	0.004185	0.905750
SI	P5_D75	PHASE_HL	GATE_2025	1548	1548	1.000000	153	0.098837	204	0.131783	0.750000	1700.000000	0.415653	100	6	0.003876	0.935401
SI	P5_D75	SESSION_HL	2021	284	284	1.000000	23	0.080986	34	0.119718	0.676471	1025.000000	0.410149	61	3	0.010563	0.785211
SI	P5_D75	SESSION_HL	2022	516	516	1.000000	54	0.104651	63	0.122093	0.857143	925.000000	0.335701	23	2	0.003876	0.955426
SI	P5_D75	SESSION_HL	2023	514	514	1.000000	48	0.093385	79	0.153696	0.607595	950.000000	0.386880	41	3	0.005837	0.920233
SI	P5_D75	SESSION_HL	2024	518	518	1.000000	68	0.131274	71	0.137066	0.957746	956.250000	0.330495	23	4	0.007722	0.955598
SI	P5_D75	SESSION_HL	FIT_2021_2024	1832	1832	1.000000	193	0.105349	247	0.134825	0.781377	950.000000	0.370850	148	12	0.006550	0.919214
SI	P5_D75	SESSION_HL	GATE_2025	516	516	1.000000	50	0.096899	81	0.156977	0.617284	1350.000000	0.346104	38	2	0.003876	0.926357
SI	P6_GAPFILL	SESSION_HL	2022	6	516	0.011628	0	0.000000	0	0.000000		806.250000	0.306301	23	0	0.000000	0.955426
SI	P6_GAPFILL	SESSION_HL	2023	9	514	0.017510	0	0.000000	0	0.000000		562.500000	0.241630	41	0	0.000000	0.920233
SI	P6_GAPFILL	SESSION_HL	2024	6	518	0.011583	2	0.333333	0	0.000000		725.000000	0.220187	23	0	0.000000	0.955598
SI	P6_GAPFILL	SESSION_HL	FIT_2021_2024	21	1832	0.011463	2	0.095238	0	0.000000		787.500000	0.295985	148	0	0.000000	0.919214
SI	P6_GAPFILL	SESSION_HL	GATE_2025	10	516	0.019380	1	0.100000	1	0.100000	1.000000	1956.250000	0.459992	38	0	0.000000	0.926357
HG	P1_BASE	PHASE_HL	2021	1302	1482	0.878543	770	0.591398	218	0.167435	3.532110	85.532782	0.038647	188	0	0.000000	0.873144
HG	P1_BASE	PHASE_HL	2022	1548	1548	1.000000	1134	0.732558	407	0.262920	2.786241	51.796902	0.022918	37	0	0.000000	0.976098
HG	P1_BASE	PHASE_HL	2023	1542	1542	1.000000	945	0.612840	253	0.164073	3.735178	58.645238	0.036459	47	0	0.000000	0.969520
HG	P1_BASE	PHASE_HL	2024	1554	1554	1.000000	946	0.608752	272	0.175032	3.477941	64.165524	0.035855	65	0	0.000000	0.958172
HG	P1_BASE	PHASE_HL	FIT_2021_2024	5946	6126	0.970617	3795	0.638244	1150	0.193407	3.300000	62.915252	0.033248	337	0	0.000000	0.944989
HG	P1_BASE	PHASE_HL	GATE_2025	1548	1548	1.000000	931	0.601421	225	0.145349	4.137778	87.677343	0.035716	53	0	0.000000	0.965762
HG	P1_BASE	SESSION_HL	2021	434	494	0.878543	77	0.177419	26	0.059908	2.961538	545.786797	0.246497	52	0	0.000000	0.894737
HG	P1_BASE	SESSION_HL	2022	516	516	1.000000	111	0.215116	38	0.073643	2.921053	368.345188	0.172475	24	0	0.000000	0.953488
HG	P1_BASE	SESSION_HL	2023	514	514	1.000000	84	0.163424	32	0.062257	2.625000	413.571541	0.265198	15	0	0.000000	0.970817
HG	P1_BASE	SESSION_HL	2024	518	518	1.000000	82	0.158301	22	0.042471	3.727273	491.691800	0.297890	22	0	0.000000	0.957529
HG	P1_BASE	SESSION_HL	FIT_2021_2024	1982	2042	0.970617	354	0.178607	118	0.059536	3.000000	464.392972	0.241192	113	0	0.000000	0.944662
HG	P1_BASE	SESSION_HL	GATE_2025	516	516	1.000000	88	0.170543	31	0.060078	2.838710	603.969249	0.240678	26	0	0.000000	0.949612
HG	P1_BASE_RS	PHASE_HL	2021	1302	1482	0.878543	751	0.576805	211	0.162058	3.559242	88.810122	0.040693	188	0	0.000000	0.873144
HG	P1_BASE_RS	PHASE_HL	2022	1548	1548	1.000000	1144	0.739018	388	0.250646	2.948454	54.794533	0.024178	37	0	0.000000	0.976098
HG	P1_BASE_RS	PHASE_HL	2023	1542	1542	1.000000	951	0.616732	253	0.164073	3.758893	54.825027	0.034113	47	0	0.000000	0.969520
HG	P1_BASE_RS	PHASE_HL	2024	1554	1554	1.000000	913	0.587516	266	0.171171	3.432331	66.131353	0.038861	65	0	0.000000	0.958172
HG	P1_BASE_RS	PHASE_HL	FIT_2021_2024	5946	6126	0.970617	3759	0.632190	1118	0.188026	3.362254	64.358180	0.033608	337	0	0.000000	0.944989
HG	P1_BASE_RS	PHASE_HL	GATE_2025	1548	1548	1.000000	945	0.610465	214	0.138243	4.415888	90.881713	0.034511	53	0	0.000000	0.965762
HG	P1_BASE_RS	SESSION_HL	2021	434	494	0.878543	72	0.165899	26	0.059908	2.769231	546.037907	0.244212	52	0	0.000000	0.894737
HG	P1_BASE_RS	SESSION_HL	2022	516	516	1.000000	103	0.199612	37	0.071705	2.783784	392.951145	0.177262	24	0	0.000000	0.953488
HG	P1_BASE_RS	SESSION_HL	2023	514	514	1.000000	76	0.147860	26	0.050584	2.923077	455.513507	0.277667	15	0	0.000000	0.970817
HG	P1_BASE_RS	SESSION_HL	2024	518	518	1.000000	80	0.154440	25	0.048263	3.200000	498.765237	0.302629	22	0	0.000000	0.957529
HG	P1_BASE_RS	SESSION_HL	FIT_2021_2024	1982	2042	0.970617	331	0.167003	114	0.057518	2.903509	477.209337	0.246459	113	0	0.000000	0.944662
HG	P1_BASE_RS	SESSION_HL	GATE_2025	516	516	1.000000	91	0.176357	33	0.063953	2.757576	643.007323	0.249448	26	0	0.000000	0.949612
HG	P1_SIDE_POPEN	PHASE_HL	2021	1302	1482	0.878543	774	0.594470	233	0.178955	3.321888	84.177525	0.038941	188	70	0.047233	0.873144
HG	P1_SIDE_POPEN	PHASE_HL	2022	1548	1548	1.000000	1097	0.708656	401	0.259044	2.735661	62.036511	0.027809	37	8	0.005168	0.976098
HG	P1_SIDE_POPEN	PHASE_HL	2023	1542	1542	1.000000	993	0.643969	308	0.199741	3.224026	56.403212	0.035592	47	25	0.016213	0.969520
HG	P1_SIDE_POPEN	PHASE_HL	2024	1554	1554	1.000000	966	0.621622	306	0.196911	3.156863	64.007359	0.035911	65	26	0.016731	0.958172
HG	P1_SIDE_POPEN	PHASE_HL	FIT_2021_2024	5946	6126	0.970617	3830	0.644131	1248	0.209889	3.068910	64.352421	0.033566	337	129	0.021058	0.944989
HG	P1_SIDE_POPEN	PHASE_HL	GATE_2025	1548	1548	1.000000	971	0.627261	240	0.155039	4.045833	89.343096	0.034955	53	18	0.011628	0.965762
HG	P1_SIDE_SETTLE	SESSION_HL	2021	434	494	0.878543	80	0.184332	28	0.064516	2.857143	305.120509	0.135743	52	5	0.010121	0.894737
HG	P1_SIDE_SETTLE	SESSION_HL	2022	516	516	1.000000	102	0.197674	41	0.079457	2.487805	267.403715	0.123053	24	2	0.003876	0.953488
HG	P1_SIDE_SETTLE	SESSION_HL	2023	514	514	1.000000	78	0.151751	39	0.075875	2.000000	220.158456	0.139210	15	2	0.003891	0.970817
HG	P1_SIDE_SETTLE	SESSION_HL	2024	518	518	1.000000	101	0.194981	43	0.083012	2.348837	234.345247	0.133138	22	3	0.005792	0.957529
HG	P1_SIDE_SETTLE	SESSION_HL	FIT_2021_2024	1982	2042	0.970617	361	0.182139	151	0.076186	2.390728	255.267847	0.131870	113	12	0.005877	0.944662
HG	P1_SIDE_SETTLE	SESSION_HL	GATE_2025	516	516	1.000000	98	0.189922	41	0.079457	2.390244	348.528392	0.144011	26	2	0.003876	0.949612
HG	P1_SIDE_SOPEN	SESSION_HL	2021	434	494	0.878543	78	0.179724	27	0.062212	2.888889	308.597283	0.144589	52	3	0.006073	0.894737
HG	P1_SIDE_SOPEN	SESSION_HL	2022	516	516	1.000000	100	0.193798	43	0.083333	2.325581	266.930780	0.117667	24	0	0.000000	0.953488
HG	P1_SIDE_SOPEN	SESSION_HL	2023	514	514	1.000000	75	0.145914	41	0.079767	1.829268	225.306569	0.138727	15	3	0.005837	0.970817
HG	P1_SIDE_SOPEN	SESSION_HL	2024	518	518	1.000000	84	0.162162	34	0.065637	2.470588	245.982104	0.136926	22	2	0.003861	0.957529
HG	P1_SIDE_SOPEN	SESSION_HL	FIT_2021_2024	1982	2042	0.970617	337	0.170030	145	0.073158	2.324138	253.217703	0.134411	113	8	0.003918	0.944662
HG	P1_SIDE_SOPEN	SESSION_HL	GATE_2025	516	516	1.000000	109	0.211240	34	0.065891	3.205882	351.372252	0.140726	26	2	0.003876	0.949612
HG	P2_LOGIT	SESSION_HL	2022	474	516	0.918605	34	0.071730	14	0.029536	2.428571	712.952826	0.319905	24	0	0.000000	0.953488
HG	P2_LOGIT	SESSION_HL	2023	514	514	1.000000	42	0.081712	15	0.029183	2.800000	511.848660	0.318858	15	0	0.000000	0.970817
HG	P2_LOGIT	SESSION_HL	2024	518	518	1.000000	36	0.069498	19	0.036680	1.894737	555.238993	0.318008	22	0	0.000000	0.957529
HG	P2_LOGIT	SESSION_HL	FIT_2021_2024	1506	2042	0.737512	112	0.074369	48	0.031873	2.333333	577.737243	0.318412	113	0	0.000000	0.944662
HG	P2_LOGIT	SESSION_HL	GATE_2025	516	516	1.000000	40	0.077519	15	0.029070	2.666667	795.838971	0.304972	26	0	0.000000	0.949612
HG	P2_OLS	SESSION_HL	2022	474	516	0.918605	41	0.086498	13	0.027426	3.153846	680.225953	0.307800	24	0	0.000000	0.953488
HG	P2_OLS	SESSION_HL	2023	514	514	1.000000	47	0.091440	16	0.031128	2.937500	513.329591	0.323886	15	0	0.000000	0.970817
HG	P2_OLS	SESSION_HL	2024	518	518	1.000000	33	0.063707	18	0.034749	1.833333	559.086673	0.317950	22	0	0.000000	0.957529
HG	P2_OLS	SESSION_HL	FIT_2021_2024	1506	2042	0.737512	121	0.080345	47	0.031208	2.574468	578.038918	0.314630	113	0	0.000000	0.944662
HG	P2_OLS	SESSION_HL	GATE_2025	516	516	1.000000	37	0.071705	15	0.029070	2.466667	781.780169	0.295212	26	0	0.000000	0.949612
HG	P2_UNCOND	SESSION_HL	2022	474	516	0.918605	34	0.071730	14	0.029536	2.428571	703.675621	0.306247	24	1	0.001938	0.953488
HG	P2_UNCOND	SESSION_HL	2023	514	514	1.000000	47	0.091440	13	0.025292	3.615385	510.401845	0.324148	15	1	0.001946	0.970817
HG	P2_UNCOND	SESSION_HL	2024	518	518	1.000000	40	0.077220	19	0.036680	2.105263	565.633786	0.319924	22	0	0.000000	0.957529
HG	P2_UNCOND	SESSION_HL	FIT_2021_2024	1506	2042	0.737512	121	0.080345	46	0.030544	2.630435	579.157554	0.318850	113	2	0.000979	0.944662
HG	P2_UNCOND	SESSION_HL	GATE_2025	516	516	1.000000	41	0.079457	15	0.029070	2.733333	771.577085	0.298657	26	0	0.000000	0.949612
HG	P3_OR30	REST_OF_WINDOW|LONDON	2021	494	494	1.000000	223	0.451417	46	0.093117	4.847826	142.187500	0.062013	70	43	0.087045	0.858300
HG	P3_OR30	REST_OF_WINDOW|LONDON	2022	516	516	1.000000	209	0.405039	23	0.044574	9.086957	170.312500	0.075391	9	1	0.001938	0.982558
HG	P3_OR30	REST_OF_WINDOW|LONDON	2023	514	514	1.000000	185	0.359922	8	0.015564	23.125000	137.500000	0.084081	16	3	0.005837	0.968872
HG	P3_OR30	REST_OF_WINDOW|LONDON	2024	518	518	1.000000	239	0.461390	19	0.036680	12.578947	117.187500	0.067182	19	10	0.019305	0.963320
HG	P3_OR30	REST_OF_WINDOW|LONDON	FIT_2021_2024	2042	2042	1.000000	856	0.419197	96	0.047013	8.916667	137.500000	0.073335	114	57	0.027914	0.944172
HG	P3_OR30	REST_OF_WINDOW|LONDON	GATE_2025	516	516	1.000000	257	0.498062	14	0.027132	18.357143	126.562500	0.050587	12	3	0.005814	0.976744
HG	P3_OR30	REST_OF_WINDOW|NY	2021	494	494	1.000000	188	0.380567	84	0.170040	2.238095	195.312500	0.094963	58	27	0.054656	0.882591
HG	P3_OR30	REST_OF_WINDOW|NY	2022	516	516	1.000000	200	0.387597	73	0.141473	2.739726	193.750000	0.088335	22	2	0.003876	0.957364
HG	P3_OR30	REST_OF_WINDOW|NY	2023	514	514	1.000000	222	0.431907	78	0.151751	2.846154	125.000000	0.075120	21	10	0.019455	0.959144
HG	P3_OR30	REST_OF_WINDOW|NY	2024	518	518	1.000000	200	0.386100	86	0.166023	2.325581	156.250000	0.091457	24	6	0.011583	0.953668
HG	P3_OR30	REST_OF_WINDOW|NY	FIT_2021_2024	2042	2042	1.000000	810	0.396670	321	0.157199	2.523364	164.062500	0.087668	125	45	0.022037	0.938786
HG	P3_OR30	REST_OF_WINDOW|NY	GATE_2025	516	516	1.000000	205	0.397287	71	0.137597	2.887324	212.500000	0.090557	32	7	0.013566	0.937984
HG	P3_OR30	REST_OF_WINDOW|SESSION	2021	494	494	1.000000	127	0.257085	70	0.141700	1.814286	493.750000	0.224637	53	16	0.032389	0.892713
HG	P3_OR30	REST_OF_WINDOW|SESSION	2022	516	516	1.000000	115	0.222868	82	0.158915	1.402439	578.125000	0.265650	24	2	0.003876	0.953488
HG	P3_OR30	REST_OF_WINDOW|SESSION	2023	514	514	1.000000	108	0.210117	98	0.190661	1.102041	484.375000	0.309001	15	3	0.005837	0.970817
HG	P3_OR30	REST_OF_WINDOW|SESSION	2024	518	518	1.000000	121	0.233591	88	0.169884	1.375000	409.375000	0.233417	22	4	0.007722	0.957529
HG	P3_OR30	REST_OF_WINDOW|SESSION	FIT_2021_2024	2042	2042	1.000000	471	0.230656	338	0.165524	1.393491	481.250000	0.259460	114	25	0.012243	0.944172
HG	P3_OR30	REST_OF_WINDOW|SESSION	GATE_2025	516	516	1.000000	148	0.286822	60	0.116279	2.466667	446.875000	0.180965	26	3	0.005814	0.949612
HG	P3_OR30	REST_OF_WINDOW|TOKYO	2021	494	494	1.000000	218	0.441296	34	0.068826	6.411765	132.812500	0.062916	56	33	0.066802	0.886640
HG	P3_OR30	REST_OF_WINDOW|TOKYO	2022	516	516	1.000000	218	0.422481	39	0.075581	5.589744	143.750000	0.064431	2	1	0.001938	0.996124
HG	P3_OR30	REST_OF_WINDOW|TOKYO	2023	514	514	1.000000	184	0.357977	69	0.134241	2.666667	201.562500	0.128333	11	5	0.009728	0.978599
HG	P3_OR30	REST_OF_WINDOW|TOKYO	2024	518	518	1.000000	200	0.386100	57	0.110039	3.508772	168.750000	0.095209	19	7	0.013514	0.963320
HG	P3_OR30	REST_OF_WINDOW|TOKYO	FIT_2021_2024	2042	2042	1.000000	820	0.401567	199	0.097453	4.120603	156.250000	0.082678	88	46	0.022527	0.956905
HG	P3_OR30	REST_OF_WINDOW|TOKYO	GATE_2025	516	516	1.000000	224	0.434109	41	0.079457	5.463415	175.000000	0.065155	13	5	0.009690	0.974806
HG	P3_OR60	REST_OF_WINDOW|LONDON	2021	494	494	1.000000	195	0.394737	36	0.072874	5.416667	168.750000	0.078417	62	23	0.046559	0.874494
HG	P3_OR60	REST_OF_WINDOW|LONDON	2022	516	516	1.000000	159	0.308140	13	0.025194	12.230769	259.375000	0.117028	9	4	0.007752	0.982558
HG	P3_OR60	REST_OF_WINDOW|LONDON	2023	514	514	1.000000	107	0.208171	5	0.009728	21.400000	237.500000	0.149834	15	1	0.001946	0.970817
HG	P3_OR60	REST_OF_WINDOW|LONDON	2024	518	518	1.000000	198	0.382239	12	0.023166	16.500000	162.500000	0.087282	17	9	0.017375	0.967181
HG	P3_OR60	REST_OF_WINDOW|LONDON	FIT_2021_2024	2042	2042	1.000000	659	0.322723	66	0.032321	9.984848	203.125000	0.108489	103	37	0.018119	0.949559
HG	P3_OR60	REST_OF_WINDOW|LONDON	GATE_2025	516	516	1.000000	197	0.381783	10	0.019380	19.700000	198.437500	0.083377	12	3	0.005814	0.976744
HG	P3_OR60	REST_OF_WINDOW|NY	2021	494	494	1.000000	211	0.427126	69	0.139676	3.057971	150.000000	0.076501	60	26	0.052632	0.878543
HG	P3_OR60	REST_OF_WINDOW|NY	2022	516	516	1.000000	195	0.377907	59	0.114341	3.305085	190.625000	0.086164	23	3	0.005814	0.955426
HG	P3_OR60	REST_OF_WINDOW|NY	2023	514	514	1.000000	208	0.404669	66	0.128405	3.151515	118.750000	0.074805	18	5	0.009728	0.964981
HG	P3_OR60	REST_OF_WINDOW|NY	2024	518	518	1.000000	210	0.405405	67	0.129344	3.134328	134.375000	0.070110	25	8	0.015444	0.951737
HG	P3_OR60	REST_OF_WINDOW|NY	FIT_2021_2024	2042	2042	1.000000	824	0.403526	261	0.127816	3.157088	146.875000	0.076568	126	42	0.020568	0.938296
HG	P3_OR60	REST_OF_WINDOW|NY	GATE_2025	516	516	1.000000	221	0.428295	67	0.129845	3.298507	181.250000	0.073237	33	6	0.011628	0.936047
HG	P3_OR60	REST_OF_WINDOW|SESSION	2021	494	494	1.000000	144	0.291498	67	0.135628	2.149254	406.250000	0.195072	53	21	0.042510	0.892713
HG	P3_OR60	REST_OF_WINDOW|SESSION	2022	516	516	1.000000	138	0.267442	91	0.176357	1.516484	493.750000	0.234730	24	1	0.001938	0.953488
HG	P3_OR60	REST_OF_WINDOW|SESSION	2023	514	514	1.000000	120	0.233463	100	0.194553	1.200000	446.875000	0.278399	14	3	0.005837	0.972763
HG	P3_OR60	REST_OF_WINDOW|SESSION	2024	518	518	1.000000	135	0.260618	87	0.167954	1.551724	368.750000	0.222901	22	4	0.007722	0.957529
HG	P3_OR60	REST_OF_WINDOW|SESSION	FIT_2021_2024	2042	2042	1.000000	537	0.262977	345	0.168952	1.556522	425.000000	0.232761	113	29	0.014202	0.944662
HG	P3_OR60	REST_OF_WINDOW|SESSION	GATE_2025	516	516	1.000000	168	0.325581	67	0.129845	2.507463	381.250000	0.149040	26	4	0.007752	0.949612
HG	P3_OR60	REST_OF_WINDOW|TOKYO	2021	494	494	1.000000	234	0.473684	31	0.062753	7.548387	123.437500	0.056608	55	34	0.068826	0.888664
HG	P3_OR60	REST_OF_WINDOW|TOKYO	2022	516	516	1.000000	236	0.457364	46	0.089147	5.130435	135.937500	0.060872	2	1	0.001938	0.996124
HG	P3_OR60	REST_OF_WINDOW|TOKYO	2023	514	514	1.000000	201	0.391051	67	0.130350	3.000000	159.375000	0.105896	10	5	0.009728	0.980545
HG	P3_OR60	REST_OF_WINDOW|TOKYO	2024	518	518	1.000000	213	0.411197	61	0.117761	3.491803	157.812500	0.082852	19	8	0.015444	0.963320
HG	P3_OR60	REST_OF_WINDOW|TOKYO	FIT_2021_2024	2042	2042	1.000000	884	0.432909	205	0.100392	4.312195	142.187500	0.072312	86	48	0.023506	0.957884
HG	P3_OR60	REST_OF_WINDOW|TOKYO	GATE_2025	516	516	1.000000	243	0.470930	41	0.079457	5.926829	156.250000	0.061765	12	6	0.011628	0.976744
HG	P4_CAMARILLA	SESSION_HL	2021	494	494	1.000000	100	0.202429	37	0.074899	2.702703	278.203125	0.132176	52	11	0.022267	0.894737
HG	P4_CAMARILLA	SESSION_HL	2022	516	516	1.000000	81	0.156977	50	0.096899	1.620000	365.312500	0.155055	24	1	0.001938	0.953488
HG	P4_CAMARILLA	SESSION_HL	2023	514	514	1.000000	89	0.173152	47	0.091440	1.893617	253.046875	0.154621	15	2	0.003891	0.970817
HG	P4_CAMARILLA	SESSION_HL	2024	518	518	1.000000	83	0.160232	49	0.094595	1.693878	306.171875	0.158916	22	1	0.001931	0.957529
HG	P4_CAMARILLA	SESSION_HL	FIT_2021_2024	2042	2042	1.000000	353	0.172870	183	0.089618	1.928962	290.937500	0.151958	113	15	0.007346	0.944662
HG	P4_CAMARILLA	SESSION_HL	GATE_2025	516	516	1.000000	100	0.193798	35	0.067829	2.857143	344.453125	0.139842	26	0	0.000000	0.949612
HG	P4_FLOOR	SESSION_HL	2021	494	494	1.000000	72	0.145749	69	0.139676	1.043478	329.166667	0.154273	52	4	0.008097	0.894737
HG	P4_FLOOR	SESSION_HL	2022	516	516	1.000000	106	0.205426	77	0.149225	1.376623	322.916667	0.145542	24	2	0.003876	0.953488
HG	P4_FLOOR	SESSION_HL	2023	514	514	1.000000	92	0.178988	86	0.167315	1.069767	222.916667	0.142977	15	4	0.007782	0.970817
HG	P4_FLOOR	SESSION_HL	2024	518	518	1.000000	71	0.137066	72	0.138996	0.986111	291.666667	0.165105	22	0	0.000000	0.957529
HG	P4_FLOOR	SESSION_HL	FIT_2021_2024	2042	2042	1.000000	341	0.166993	304	0.148874	1.121711	289.583333	0.153371	113	10	0.004897	0.944662
HG	P4_FLOOR	SESSION_HL	GATE_2025	516	516	1.000000	91	0.176357	73	0.141473	1.246575	373.958333	0.152143	26	2	0.003876	0.949612
HG	P5_D00	PHASE_HL	2021	1482	1482	1.000000	233	0.157220	277	0.186910	0.841155	462.500000	0.211655	188	0	0.000000	0.873144
HG	P5_D00	PHASE_HL	2022	1548	1548	1.000000	218	0.140827	269	0.173773	0.810409	531.250000	0.235135	37	0	0.000000	0.976098
HG	P5_D00	PHASE_HL	2023	1542	1542	1.000000	243	0.157588	274	0.177691	0.886861	350.000000	0.213846	47	0	0.000000	0.969520
HG	P5_D00	PHASE_HL	2024	1554	1554	1.000000	277	0.178250	241	0.155084	1.149378	381.250000	0.216673	65	0	0.000000	0.958172
HG	P5_D00	PHASE_HL	FIT_2021_2024	6126	6126	1.000000	971	0.158505	1061	0.173196	0.915174	425.000000	0.218471	337	0	0.000000	0.944989
HG	P5_D00	PHASE_HL	GATE_2025	1548	1548	1.000000	287	0.185401	262	0.169251	1.095420	531.250000	0.206313	53	0	0.000000	0.965762
HG	P5_D00	SESSION_HL	2021	494	494	1.000000	72	0.145749	95	0.192308	0.757895	437.500000	0.194279	52	0	0.000000	0.894737
HG	P5_D00	SESSION_HL	2022	516	516	1.000000	60	0.116279	84	0.162791	0.714286	556.250000	0.244559	24	0	0.000000	0.953488
HG	P5_D00	SESSION_HL	2023	514	514	1.000000	84	0.163424	88	0.171206	0.954545	350.000000	0.211406	15	0	0.000000	0.970817
HG	P5_D00	SESSION_HL	2024	518	518	1.000000	92	0.177606	82	0.158301	1.121951	375.000000	0.219589	22	0	0.000000	0.957529
HG	P5_D00	SESSION_HL	FIT_2021_2024	2042	2042	1.000000	308	0.150833	349	0.170911	0.882521	421.875000	0.217532	113	0	0.000000	0.944662
HG	P5_D00	SESSION_HL	GATE_2025	516	516	1.000000	103	0.199612	99	0.191860	1.040404	559.375000	0.214921	26	0	0.000000	0.949612
HG	P5_D25	PHASE_HL	2021	1482	1482	1.000000	245	0.165317	285	0.192308	0.859649	500.000000	0.236551	188	24	0.016194	0.873144
HG	P5_D25	PHASE_HL	2022	1548	1548	1.000000	240	0.155039	279	0.180233	0.860215	550.000000	0.242848	37	4	0.002584	0.976098
HG	P5_D25	PHASE_HL	2023	1542	1542	1.000000	261	0.169261	263	0.170558	0.992395	381.250000	0.238107	47	8	0.005188	0.969520
HG	P5_D25	PHASE_HL	2024	1554	1554	1.000000	231	0.148649	267	0.171815	0.865169	443.750000	0.243355	65	8	0.005148	0.958172
HG	P5_D25	PHASE_HL	FIT_2021_2024	6126	6126	1.000000	977	0.159484	1094	0.178583	0.893053	456.250000	0.239541	337	44	0.007183	0.944989
HG	P5_D25	PHASE_HL	GATE_2025	1548	1548	1.000000	264	0.170543	240	0.155039	1.100000	550.000000	0.213428	53	3	0.001938	0.965762
HG	P5_D25	SESSION_HL	2021	494	494	1.000000	89	0.180162	94	0.190283	0.946809	450.000000	0.220227	52	8	0.016194	0.894737
HG	P5_D25	SESSION_HL	2022	516	516	1.000000	89	0.172481	93	0.180233	0.956989	534.375000	0.234772	24	3	0.005814	0.953488
HG	P5_D25	SESSION_HL	2023	514	514	1.000000	95	0.184825	76	0.147860	1.250000	350.000000	0.208717	15	2	0.003891	0.970817
HG	P5_D25	SESSION_HL	2024	518	518	1.000000	74	0.142857	94	0.181467	0.787234	393.750000	0.223663	22	2	0.003861	0.957529
HG	P5_D25	SESSION_HL	FIT_2021_2024	2042	2042	1.000000	347	0.169931	357	0.174829	0.971989	418.750000	0.220160	113	15	0.007346	0.944662
HG	P5_D25	SESSION_HL	GATE_2025	516	516	1.000000	102	0.197674	77	0.149225	1.324675	521.875000	0.201560	26	0	0.000000	0.949612
HG	P5_D50	PHASE_HL	2021	1482	1482	1.000000	186	0.125506	236	0.159244	0.788136	581.250000	0.279345	188	11	0.007422	0.873144
HG	P5_D50	PHASE_HL	2022	1548	1548	1.000000	212	0.136951	246	0.158915	0.861789	606.250000	0.272157	37	2	0.001292	0.976098
