# PORT_HL_CENSUS_SPEC.md PORT_HL_CENSUS_SPEC §2-§4 (H/L prediction census) (hl_spec_sha16=ff35394b9f87b891, m1_spec_sha16=ed126c64eee71c41)
# params_hash=0bfcf7e30aa61b66f82fe08b1f33b845c9bebe172ff2e266362eaca9d5013750
# max(2 x tick_$, 0.05 x ATR14_prev_$) / mult
# family levels displaced +0.5 x ATR14_prev_$ / mult, sign alternating by level index within the family (D-052 null)
# D-054/CC-M1-4: TWO_SIDED and spread_$ <= min(10 x trailing-phase-median spread_$, $500); trailing median = same-phase per-session medians over the 20 STRICTLY PRIOR sessions (>= 5 observations, else only the cap binds); insane seconds typed-excluded, never interpolated
# n_scored = extremes where the family declares a compatible-side level (capture/null denominator); n_extremes = ALL realized extremes of the target (marginal_pp denominator)
asset	family	target	era	n_scored	n_extremes	applicable_frac	n_hit	capture	n_hit_null	null_capture	lift	med_dist_usd	med_dist_atr	n_uncovered_by_kept	n_uncovered_hit	marginal_pp	kept_ledger_cover
HG	P5_D50	PHASE_HL	2023	1542	1542	1.000000	201	0.130350	235	0.152399	0.855319	462.500000	0.290469	47	2	0.001297	0.969520
HG	P5_D50	PHASE_HL	2024	1554	1554	1.000000	188	0.120978	258	0.166023	0.728682	534.375000	0.284801	65	5	0.003218	0.958172
HG	P5_D50	PHASE_HL	FIT_2021_2024	6126	6126	1.000000	787	0.128469	975	0.159158	0.807179	550.000000	0.283036	337	20	0.003265	0.944989
HG	P5_D50	PHASE_HL	GATE_2025	1548	1548	1.000000	226	0.145995	235	0.151809	0.961702	634.375000	0.256360	53	3	0.001938	0.965762
HG	P5_D50	SESSION_HL	2021	494	494	1.000000	73	0.147773	84	0.170040	0.869048	531.250000	0.249675	52	2	0.004049	0.894737
HG	P5_D50	SESSION_HL	2022	516	516	1.000000	84	0.162791	82	0.158915	1.024390	525.000000	0.225754	24	2	0.003876	0.953488
HG	P5_D50	SESSION_HL	2023	514	514	1.000000	82	0.159533	94	0.182879	0.872340	362.500000	0.230437	15	1	0.001946	0.970817
HG	P5_D50	SESSION_HL	2024	518	518	1.000000	68	0.131274	88	0.169884	0.772727	440.625000	0.234456	22	2	0.003861	0.957529
HG	P5_D50	SESSION_HL	FIT_2021_2024	2042	2042	1.000000	307	0.150343	348	0.170421	0.882184	462.500000	0.231596	113	7	0.003428	0.944662
HG	P5_D50	SESSION_HL	GATE_2025	516	516	1.000000	78	0.151163	65	0.125969	1.200000	537.500000	0.215015	26	1	0.001938	0.949612
HG	P5_D75	PHASE_HL	2021	1482	1482	1.000000	151	0.101889	191	0.128880	0.790576	881.250000	0.427926	188	14	0.009447	0.873144
HG	P5_D75	PHASE_HL	2022	1548	1548	1.000000	172	0.111111	206	0.133075	0.834951	868.750000	0.390957	37	8	0.005168	0.976098
HG	P5_D75	PHASE_HL	2023	1542	1542	1.000000	133	0.086252	175	0.113489	0.760000	831.250000	0.534262	47	3	0.001946	0.969520
HG	P5_D75	PHASE_HL	2024	1554	1554	1.000000	158	0.101673	190	0.122265	0.831579	850.000000	0.480539	65	4	0.002574	0.958172
HG	P5_D75	PHASE_HL	FIT_2021_2024	6126	6126	1.000000	614	0.100229	762	0.124388	0.805774	862.500000	0.452626	337	29	0.004734	0.944989
HG	P5_D75	PHASE_HL	GATE_2025	1548	1548	1.000000	198	0.127907	236	0.152455	0.838983	978.125000	0.368985	53	3	0.001938	0.965762
HG	P5_D75	SESSION_HL	2021	494	494	1.000000	66	0.133603	76	0.153846	0.868421	700.000000	0.334081	52	5	0.010121	0.894737
HG	P5_D75	SESSION_HL	2022	516	516	1.000000	69	0.133721	83	0.160853	0.831325	618.750000	0.294939	24	3	0.005814	0.953488
HG	P5_D75	SESSION_HL	2023	514	514	1.000000	50	0.097276	59	0.114786	0.847458	593.750000	0.371291	15	1	0.001946	0.970817
HG	P5_D75	SESSION_HL	2024	518	518	1.000000	71	0.137066	91	0.175676	0.780220	606.250000	0.332237	22	0	0.000000	0.957529
HG	P5_D75	SESSION_HL	FIT_2021_2024	2042	2042	1.000000	256	0.125367	309	0.151322	0.828479	628.125000	0.328136	113	9	0.004407	0.944662
HG	P5_D75	SESSION_HL	GATE_2025	516	516	1.000000	78	0.151163	82	0.158915	0.951220	746.875000	0.276461	26	3	0.005814	0.949612
HG	P6_GAPFILL	SESSION_HL	2021	5	494	0.010121	0	0.000000	0	0.000000		1518.750000	0.796784	52	0	0.000000	0.894737
HG	P6_GAPFILL	SESSION_HL	2022	5	516	0.009690	1	0.200000	1	0.200000	1.000000	800.000000	0.421559	24	0	0.000000	0.953488
HG	P6_GAPFILL	SESSION_HL	2023	5	514	0.009728	0	0.000000	0	0.000000		587.500000	0.365675	15	0	0.000000	0.970817
HG	P6_GAPFILL	SESSION_HL	2024	7	518	0.013514	0	0.000000	0	0.000000		881.250000	0.696243	22	0	0.000000	0.957529
HG	P6_GAPFILL	SESSION_HL	FIT_2021_2024	22	2042	0.010774	1	0.045455	1	0.045455	1.000000	887.500000	0.435191	113	0	0.000000	0.944662
HG	P6_GAPFILL	SESSION_HL	GATE_2025	13	516	0.025194	1	0.076923	1	0.076923	1.000000	1606.250000	0.562610	26	0	0.000000	0.949612
NKD	P1_BASE	PHASE_HL	2021	1308	1488	0.879032	855	0.653670	217	0.165902	3.940092	62.979682	0.029890	178	0	0.000000	0.880376
NKD	P1_BASE	PHASE_HL	2022	1548	1548	1.000000	1196	0.772610	384	0.248062	3.114583	49.538323	0.023497	24	0	0.000000	0.984496
NKD	P1_BASE	PHASE_HL	2023	1548	1548	1.000000	995	0.642765	287	0.185401	3.466899	64.918905	0.032574	49	0	0.000000	0.968346
NKD	P1_BASE	PHASE_HL	2024	1554	1554	1.000000	1026	0.660232	280	0.180180	3.664286	93.074664	0.030173	47	2	0.001287	0.969755
NKD	P1_BASE	PHASE_HL	FIT_2021_2024	5958	6138	0.970674	4072	0.683451	1168	0.196039	3.486301	66.117729	0.028583	298	2	0.000326	0.951450
NKD	P1_BASE	PHASE_HL	GATE_2025	1546	1546	1.000000	1001	0.647477	269	0.173997	3.721190	107.274347	0.031507	43	0	0.000000	0.972186
NKD	P1_BASE	SESSION_HL	2021	436	496	0.879032	69	0.158257	28	0.064220	2.464286	422.832187	0.205679	42	0	0.000000	0.915323
NKD	P1_BASE	SESSION_HL	2022	516	516	1.000000	124	0.240310	48	0.093023	2.583333	273.277451	0.120514	15	0	0.000000	0.970930
NKD	P1_BASE	SESSION_HL	2023	516	516	1.000000	88	0.170543	34	0.065891	2.588235	445.155867	0.231634	17	0	0.000000	0.967054
NKD	P1_BASE	SESSION_HL	2024	518	518	1.000000	87	0.167954	33	0.063707	2.636364	816.824620	0.268460	22	0	0.000000	0.957529
NKD	P1_BASE	SESSION_HL	FIT_2021_2024	1986	2046	0.970674	368	0.185297	143	0.072004	2.573427	437.172305	0.198329	96	0	0.000000	0.953079
NKD	P1_BASE	SESSION_HL	GATE_2025	516	516	1.000000	80	0.155039	34	0.065891	2.352941	783.859406	0.233790	22	0	0.000000	0.957364
NKD	P1_BASE_RS	PHASE_HL	2021	1308	1488	0.879032	842	0.643731	212	0.162080	3.971698	63.046522	0.031097	178	0	0.000000	0.880376
NKD	P1_BASE_RS	PHASE_HL	2022	1548	1548	1.000000	1195	0.771964	378	0.244186	3.161376	48.633488	0.022463	24	0	0.000000	0.984496
NKD	P1_BASE_RS	PHASE_HL	2023	1548	1548	1.000000	988	0.638243	291	0.187984	3.395189	65.382140	0.032157	49	0	0.000000	0.968346
NKD	P1_BASE_RS	PHASE_HL	2024	1554	1554	1.000000	1009	0.649292	259	0.166667	3.895753	98.776880	0.031753	47	2	0.001287	0.969755
NKD	P1_BASE_RS	PHASE_HL	FIT_2021_2024	5958	6138	0.970674	4034	0.677073	1140	0.191339	3.538596	66.691836	0.029157	298	2	0.000326	0.951450
NKD	P1_BASE_RS	PHASE_HL	GATE_2025	1546	1546	1.000000	991	0.641009	254	0.164295	3.901575	104.956932	0.032124	43	0	0.000000	0.972186
NKD	P1_BASE_RS	SESSION_HL	2021	436	496	0.879032	77	0.176606	23	0.052752	3.347826	436.773767	0.212386	42	0	0.000000	0.915323
NKD	P1_BASE_RS	SESSION_HL	2022	516	516	1.000000	131	0.253876	50	0.096899	2.620000	292.206719	0.133330	15	0	0.000000	0.970930
NKD	P1_BASE_RS	SESSION_HL	2023	516	516	1.000000	99	0.191860	34	0.065891	2.911765	448.312525	0.231768	17	0	0.000000	0.967054
NKD	P1_BASE_RS	SESSION_HL	2024	518	518	1.000000	90	0.173745	31	0.059846	2.903226	841.982640	0.282372	22	0	0.000000	0.957529
NKD	P1_BASE_RS	SESSION_HL	FIT_2021_2024	1986	2046	0.970674	397	0.199899	138	0.069486	2.876812	447.121196	0.201433	96	0	0.000000	0.953079
NKD	P1_BASE_RS	SESSION_HL	GATE_2025	516	516	1.000000	77	0.149225	40	0.077519	1.925000	781.774673	0.243593	22	0	0.000000	0.957364
NKD	P1_SIDE_POPEN	PHASE_HL	2021	1308	1488	0.879032	919	0.702599	236	0.180428	3.894068	59.728413	0.029189	178	50	0.033602	0.880376
NKD	P1_SIDE_POPEN	PHASE_HL	2022	1548	1548	1.000000	1157	0.747416	382	0.246770	3.028796	56.787894	0.026228	24	5	0.003230	0.984496
NKD	P1_SIDE_POPEN	PHASE_HL	2023	1548	1548	1.000000	1082	0.698966	327	0.211240	3.308869	59.942180	0.029843	49	15	0.009690	0.968346
NKD	P1_SIDE_POPEN	PHASE_HL	2024	1554	1554	1.000000	1064	0.684685	297	0.191120	3.582492	98.789256	0.032497	47	9	0.005792	0.969755
NKD	P1_SIDE_POPEN	PHASE_HL	FIT_2021_2024	5958	6138	0.970674	4222	0.708627	1242	0.208459	3.399356	67.186433	0.029630	298	79	0.012871	0.951450
NKD	P1_SIDE_POPEN	PHASE_HL	GATE_2025	1546	1546	1.000000	1081	0.699224	299	0.193402	3.615385	101.420428	0.031198	43	12	0.007762	0.972186
NKD	P1_SIDE_SETTLE	SESSION_HL	2021	436	496	0.879032	83	0.190367	28	0.064220	2.964286	289.685688	0.142758	42	2	0.004032	0.915323
NKD	P1_SIDE_SETTLE	SESSION_HL	2022	516	516	1.000000	129	0.250000	46	0.089147	2.804348	238.320632	0.112509	15	3	0.005814	0.970930
NKD	P1_SIDE_SETTLE	SESSION_HL	2023	516	516	1.000000	110	0.213178	40	0.077519	2.750000	266.578754	0.130511	17	1	0.001938	0.967054
NKD	P1_SIDE_SETTLE	SESSION_HL	2024	518	518	1.000000	91	0.175676	42	0.081081	2.166667	456.566238	0.142474	22	1	0.001931	0.957529
NKD	P1_SIDE_SETTLE	SESSION_HL	FIT_2021_2024	1986	2046	0.970674	413	0.207956	156	0.078550	2.647436	292.969556	0.130511	96	7	0.003421	0.953079
NKD	P1_SIDE_SETTLE	SESSION_HL	GATE_2025	516	516	1.000000	77	0.149225	46	0.089147	1.673913	523.248696	0.154265	22	0	0.000000	0.957364
NKD	P1_SIDE_SOPEN	SESSION_HL	2021	436	496	0.879032	70	0.160550	27	0.061927	2.592593	299.246879	0.147772	42	1	0.002016	0.915323
NKD	P1_SIDE_SOPEN	SESSION_HL	2022	516	516	1.000000	123	0.238372	44	0.085271	2.795455	234.972637	0.106887	15	4	0.007752	0.970930
NKD	P1_SIDE_SOPEN	SESSION_HL	2023	516	516	1.000000	94	0.182171	42	0.081395	2.238095	275.696532	0.136739	17	0	0.000000	0.967054
NKD	P1_SIDE_SOPEN	SESSION_HL	2024	518	518	1.000000	92	0.177606	41	0.079151	2.243902	451.562713	0.147808	22	3	0.005792	0.957529
NKD	P1_SIDE_SOPEN	SESSION_HL	FIT_2021_2024	1986	2046	0.970674	379	0.190836	154	0.077543	2.461039	296.765273	0.133243	96	8	0.003910	0.953079
NKD	P1_SIDE_SOPEN	SESSION_HL	GATE_2025	516	516	1.000000	85	0.164729	30	0.058140	2.833333	487.807414	0.153596	22	3	0.005814	0.957364
NKD	P2_LOGIT	SESSION_HL	2022	474	516	0.918605	38	0.080169	15	0.031646	2.533333	604.522994	0.277207	15	0	0.000000	0.970930
NKD	P2_LOGIT	SESSION_HL	2023	516	516	1.000000	29	0.056202	16	0.031008	1.812500	618.378081	0.307314	17	0	0.000000	0.967054
NKD	P2_LOGIT	SESSION_HL	2024	518	518	1.000000	41	0.079151	20	0.038610	2.050000	890.986020	0.294673	22	0	0.000000	0.957529
NKD	P2_LOGIT	SESSION_HL	FIT_2021_2024	1508	2046	0.737048	108	0.071618	51	0.033820	2.117647	686.751418	0.293238	96	0	0.000000	0.953079
NKD	P2_LOGIT	SESSION_HL	GATE_2025	516	516	1.000000	38	0.073643	24	0.046512	1.583333	957.278918	0.299452	22	0	0.000000	0.957364
NKD	P2_OLS	SESSION_HL	2022	474	516	0.918605	46	0.097046	10	0.021097	4.600000	586.264379	0.277261	15	0	0.000000	0.970930
NKD	P2_OLS	SESSION_HL	2023	516	516	1.000000	38	0.073643	16	0.031008	2.375000	607.373644	0.309077	17	0	0.000000	0.967054
NKD	P2_OLS	SESSION_HL	2024	518	518	1.000000	36	0.069498	22	0.042471	1.636364	898.156536	0.296520	22	0	0.000000	0.957529
NKD	P2_OLS	SESSION_HL	FIT_2021_2024	1508	2046	0.737048	120	0.079576	48	0.031830	2.500000	678.082615	0.296951	96	0	0.000000	0.953079
NKD	P2_OLS	SESSION_HL	GATE_2025	516	516	1.000000	39	0.075581	24	0.046512	1.625000	974.519864	0.299365	22	0	0.000000	0.957364
NKD	P2_UNCOND	SESSION_HL	2022	474	516	0.918605	43	0.090717	13	0.027426	3.307692	594.860723	0.277973	15	0	0.000000	0.970930
NKD	P2_UNCOND	SESSION_HL	2023	516	516	1.000000	41	0.079457	17	0.032946	2.411765	579.248576	0.307850	17	0	0.000000	0.967054
NKD	P2_UNCOND	SESSION_HL	2024	518	518	1.000000	40	0.077220	22	0.042471	1.818182	908.837786	0.292491	22	0	0.000000	0.957529
NKD	P2_UNCOND	SESSION_HL	FIT_2021_2024	1508	2046	0.737048	124	0.082228	52	0.034483	2.384615	673.561598	0.291982	96	0	0.000000	0.953079
NKD	P2_UNCOND	SESSION_HL	GATE_2025	516	516	1.000000	37	0.071705	25	0.048450	1.480000	1016.675643	0.296538	22	0	0.000000	0.957364
NKD	P3_OR30	REST_OF_WINDOW|LONDON	2021	496	496	1.000000	306	0.616935	13	0.026210	23.538462	62.500000	0.029613	78	45	0.090726	0.842742
NKD	P3_OR30	REST_OF_WINDOW|LONDON	2022	516	516	1.000000	318	0.616279	12	0.023256	26.500000	75.000000	0.033533	6	4	0.007752	0.988372
NKD	P3_OR30	REST_OF_WINDOW|LONDON	2023	516	516	1.000000	294	0.569767	7	0.013566	42.000000	75.000000	0.036232	14	10	0.019380	0.972868
NKD	P3_OR30	REST_OF_WINDOW|LONDON	2024	518	518	1.000000	278	0.536680	15	0.028958	18.533333	137.500000	0.040566	10	6	0.011583	0.980695
NKD	P3_OR30	REST_OF_WINDOW|LONDON	FIT_2021_2024	2046	2046	1.000000	1196	0.584555	47	0.022972	25.446809	81.250000	0.034190	108	65	0.031769	0.947214
NKD	P3_OR30	REST_OF_WINDOW|LONDON	GATE_2025	514	514	1.000000	316	0.614786	9	0.017510	35.111111	112.500000	0.033178	14	5	0.009728	0.972763
NKD	P3_OR30	REST_OF_WINDOW|NY	2021	496	496	1.000000	237	0.477823	52	0.104839	4.557692	125.000000	0.059565	64	45	0.090726	0.870968
NKD	P3_OR30	REST_OF_WINDOW|NY	2022	516	516	1.000000	202	0.391473	57	0.110465	3.543860	187.500000	0.085198	14	2	0.003876	0.972868
NKD	P3_OR30	REST_OF_WINDOW|NY	2023	516	516	1.000000	223	0.432171	69	0.133721	3.231884	150.000000	0.081790	24	6	0.011628	0.953488
NKD	P3_OR30	REST_OF_WINDOW|NY	2024	518	518	1.000000	220	0.424710	62	0.119691	3.548387	231.250000	0.073140	18	4	0.007722	0.965251
NKD	P3_OR30	REST_OF_WINDOW|NY	FIT_2021_2024	2046	2046	1.000000	882	0.431085	240	0.117302	3.675000	175.000000	0.075499	120	57	0.027859	0.941349
NKD	P3_OR30	REST_OF_WINDOW|NY	GATE_2025	516	516	1.000000	213	0.412791	52	0.100775	4.096154	262.500000	0.073316	18	5	0.009690	0.965116
NKD	P3_OR30	REST_OF_WINDOW|SESSION	2021	496	496	1.000000	149	0.300403	85	0.171371	1.752941	375.000000	0.167303	36	12	0.024194	0.927419
NKD	P3_OR30	REST_OF_WINDOW|SESSION	2022	516	516	1.000000	152	0.294574	82	0.158915	1.853659	362.500000	0.155976	17	1	0.001938	0.967054
NKD	P3_OR30	REST_OF_WINDOW|SESSION	2023	516	516	1.000000	145	0.281008	82	0.158915	1.768293	387.500000	0.207363	16	5	0.009690	0.968992
NKD	P3_OR30	REST_OF_WINDOW|SESSION	2024	518	518	1.000000	159	0.306950	85	0.164093	1.870588	525.000000	0.166015	19	5	0.009653	0.963320
NKD	P3_OR30	REST_OF_WINDOW|SESSION	FIT_2021_2024	2046	2046	1.000000	605	0.295699	334	0.163245	1.811377	387.500000	0.174977	88	23	0.011241	0.956989
NKD	P3_OR30	REST_OF_WINDOW|SESSION	GATE_2025	516	516	1.000000	137	0.265504	75	0.145349	1.826667	575.000000	0.172743	22	6	0.011628	0.957364
NKD	P3_OR30	REST_OF_WINDOW|TOKYO	2021	496	496	1.000000	187	0.377016	71	0.143145	2.633803	193.750000	0.095490	42	23	0.046371	0.915323
NKD	P3_OR30	REST_OF_WINDOW|TOKYO	2022	516	516	1.000000	207	0.401163	56	0.108527	3.696429	171.875000	0.082533	7	2	0.003876	0.986434
NKD	P3_OR30	REST_OF_WINDOW|TOKYO	2023	516	516	1.000000	191	0.370155	71	0.137597	2.690141	212.500000	0.113061	15	7	0.013566	0.970930
NKD	P3_OR30	REST_OF_WINDOW|TOKYO	2024	518	518	1.000000	198	0.382239	46	0.088803	4.304348	262.500000	0.092733	11	7	0.013514	0.978764
NKD	P3_OR30	REST_OF_WINDOW|TOKYO	FIT_2021_2024	2046	2046	1.000000	783	0.382698	244	0.119257	3.209016	212.500000	0.094425	75	39	0.019062	0.963343
NKD	P3_OR30	REST_OF_WINDOW|TOKYO	GATE_2025	516	516	1.000000	182	0.352713	72	0.139535	2.527778	350.000000	0.100201	14	7	0.013566	0.972868
NKD	P3_OR60	REST_OF_WINDOW|LONDON	2021	496	496	1.000000	242	0.487903	6	0.012097	40.333333	106.250000	0.051409	79	37	0.074597	0.840726
NKD	P3_OR60	REST_OF_WINDOW|LONDON	2022	516	516	1.000000	287	0.556202	10	0.019380	28.700000	87.500000	0.040843	5	4	0.007752	0.990310
NKD	P3_OR60	REST_OF_WINDOW|LONDON	2023	516	516	1.000000	269	0.521318	10	0.019380	26.900000	93.750000	0.047255	19	6	0.011628	0.963178
NKD	P3_OR60	REST_OF_WINDOW|LONDON	2024	518	518	1.000000	277	0.534749	5	0.009653	55.400000	128.125000	0.042972	11	4	0.007722	0.978764
NKD	P3_OR60	REST_OF_WINDOW|LONDON	FIT_2021_2024	2046	2046	1.000000	1075	0.525415	31	0.015152	34.677419	103.125000	0.044825	114	51	0.024927	0.944282
NKD	P3_OR60	REST_OF_WINDOW|LONDON	GATE_2025	514	514	1.000000	274	0.533074	6	0.011673	45.666667	156.250000	0.044719	14	4	0.007782	0.972763
NKD	P3_OR60	REST_OF_WINDOW|NY	2021	496	496	1.000000	243	0.489919	43	0.086694	5.651163	112.500000	0.052022	63	35	0.070565	0.872984
NKD	P3_OR60	REST_OF_WINDOW|NY	2022	516	516	1.000000	223	0.432171	59	0.114341	3.779661	143.750000	0.066124	15	2	0.003876	0.970930
NKD	P3_OR60	REST_OF_WINDOW|NY	2023	516	516	1.000000	224	0.434109	64	0.124031	3.500000	137.500000	0.069575	20	7	0.013566	0.961240
NKD	P3_OR60	REST_OF_WINDOW|NY	2024	518	518	1.000000	229	0.442085	62	0.119691	3.693548	212.500000	0.064957	18	5	0.009653	0.965251
NKD	P3_OR60	REST_OF_WINDOW|NY	FIT_2021_2024	2046	2046	1.000000	919	0.449169	228	0.111437	4.030702	143.750000	0.062407	116	49	0.023949	0.943304
NKD	P3_OR60	REST_OF_WINDOW|NY	GATE_2025	516	516	1.000000	238	0.461240	42	0.081395	5.666667	206.250000	0.062662	18	6	0.011628	0.965116
NKD	P3_OR60	REST_OF_WINDOW|SESSION	2021	496	496	1.000000	162	0.326613	75	0.151210	2.160000	309.375000	0.140428	38	14	0.028226	0.923387
NKD	P3_OR60	REST_OF_WINDOW|SESSION	2022	516	516	1.000000	153	0.296512	88	0.170543	1.738636	250.000000	0.113173	16	1	0.001938	0.968992
NKD	P3_OR60	REST_OF_WINDOW|SESSION	2023	516	516	1.000000	161	0.312016	87	0.168605	1.850575	337.500000	0.176958	15	3	0.005814	0.970930
NKD	P3_OR60	REST_OF_WINDOW|SESSION	2024	518	518	1.000000	171	0.330116	83	0.160232	2.060241	443.750000	0.141952	16	5	0.009653	0.969112
NKD	P3_OR60	REST_OF_WINDOW|SESSION	FIT_2021_2024	2046	2046	1.000000	647	0.316227	333	0.162757	1.942943	318.750000	0.138332	85	23	0.011241	0.958456
NKD	P3_OR60	REST_OF_WINDOW|SESSION	GATE_2025	516	516	1.000000	152	0.294574	77	0.149225	1.974026	506.250000	0.133406	23	4	0.007752	0.955426
NKD	P3_OR60	REST_OF_WINDOW|TOKYO	2021	496	496	1.000000	177	0.356855	68	0.137097	2.602941	206.250000	0.097642	42	20	0.040323	0.915323
NKD	P3_OR60	REST_OF_WINDOW|TOKYO	2022	516	516	1.000000	196	0.379845	48	0.093023	4.083333	162.500000	0.074176	7	2	0.003876	0.986434
NKD	P3_OR60	REST_OF_WINDOW|TOKYO	2023	516	516	1.000000	206	0.399225	64	0.124031	3.218750	175.000000	0.097099	14	5	0.009690	0.972868
NKD	P3_OR60	REST_OF_WINDOW|TOKYO	2024	518	518	1.000000	207	0.399614	45	0.086873	4.600000	243.750000	0.080115	8	7	0.013514	0.984556
NKD	P3_OR60	REST_OF_WINDOW|TOKYO	FIT_2021_2024	2046	2046	1.000000	786	0.384164	225	0.109971	3.493333	200.000000	0.087850	71	34	0.016618	0.965298
NKD	P3_OR60	REST_OF_WINDOW|TOKYO	GATE_2025	516	516	1.000000	177	0.343023	59	0.114341	3.000000	315.625000	0.096825	14	3	0.005814	0.972868
NKD	P4_CAMARILLA	SESSION_HL	2021	496	496	1.000000	98	0.197581	38	0.076613	2.578947	276.406250	0.136777	42	6	0.012097	0.915323
NKD	P4_CAMARILLA	SESSION_HL	2022	516	516	1.000000	91	0.176357	59	0.114341	1.542373	323.281250	0.150539	15	0	0.000000	0.970930
NKD	P4_CAMARILLA	SESSION_HL	2023	516	516	1.000000	96	0.186047	30	0.058140	3.200000	298.125000	0.143580	17	2	0.003876	0.967054
NKD	P4_CAMARILLA	SESSION_HL	2024	518	518	1.000000	84	0.162162	38	0.073359	2.210526	472.656250	0.155181	22	0	0.000000	0.957529
NKD	P4_CAMARILLA	SESSION_HL	FIT_2021_2024	2046	2046	1.000000	369	0.180352	165	0.080645	2.236364	336.875000	0.147910	96	8	0.003910	0.953079
NKD	P4_CAMARILLA	SESSION_HL	GATE_2025	516	516	1.000000	93	0.180233	41	0.079457	2.268293	522.031250	0.154046	22	1	0.001938	0.957364
NKD	P4_FLOOR	SESSION_HL	2021	496	496	1.000000	82	0.165323	87	0.175403	0.942529	312.500000	0.147100	42	8	0.016129	0.915323
NKD	P4_FLOOR	SESSION_HL	2022	516	516	1.000000	80	0.155039	80	0.155039	1.000000	312.500000	0.144491	15	1	0.001938	0.970930
NKD	P4_FLOOR	SESSION_HL	2023	516	516	1.000000	90	0.174419	91	0.176357	0.989011	291.666667	0.147564	17	2	0.003876	0.967054
NKD	P4_FLOOR	SESSION_HL	2024	518	518	1.000000	91	0.175676	82	0.158301	1.109756	472.916667	0.151587	22	3	0.005792	0.957529
NKD	P4_FLOOR	SESSION_HL	FIT_2021_2024	2046	2046	1.000000	343	0.167644	340	0.166178	1.008824	329.166667	0.147854	96	14	0.006843	0.953079
NKD	P4_FLOOR	SESSION_HL	GATE_2025	516	516	1.000000	107	0.207364	76	0.147287	1.407895	452.083333	0.139206	22	4	0.007752	0.957364
NKD	P5_D00	PHASE_HL	2021	1488	1488	1.000000	242	0.162634	226	0.151882	1.070796	475.000000	0.224072	178	0	0.000000	0.880376
NKD	P5_D00	PHASE_HL	2022	1548	1548	1.000000	243	0.156977	244	0.157623	0.995902	512.500000	0.249435	24	0	0.000000	0.984496
NKD	P5_D00	PHASE_HL	2023	1548	1548	1.000000	247	0.159561	242	0.156331	1.020661	475.000000	0.249219	49	0	0.000000	0.968346
NKD	P5_D00	PHASE_HL	2024	1554	1554	1.000000	277	0.178250	283	0.182111	0.978799	650.000000	0.204140	47	0	0.000000	0.969755
NKD	P5_D00	PHASE_HL	FIT_2021_2024	6138	6138	1.000000	1009	0.164386	995	0.162105	1.014070	525.000000	0.230408	298	0	0.000000	0.951450
NKD	P5_D00	PHASE_HL	GATE_2025	1546	1546	1.000000	280	0.181113	246	0.159120	1.138211	687.500000	0.208893	43	0	0.000000	0.972186
NKD	P5_D00	SESSION_HL	2021	496	496	1.000000	80	0.161290	72	0.145161	1.111111	425.000000	0.203500	42	0	0.000000	0.915323
NKD	P5_D00	SESSION_HL	2022	516	516	1.000000	73	0.141473	73	0.141473	1.000000	500.000000	0.239314	15	0	0.000000	0.970930
NKD	P5_D00	SESSION_HL	2023	516	516	1.000000	86	0.166667	82	0.158915	1.048780	462.500000	0.231701	17	0	0.000000	0.967054
NKD	P5_D00	SESSION_HL	2024	518	518	1.000000	100	0.193050	82	0.158301	1.219512	556.250000	0.168466	22	0	0.000000	0.957529
NKD	P5_D00	SESSION_HL	FIT_2021_2024	2046	2046	1.000000	339	0.165689	309	0.151026	1.097087	475.000000	0.209678	96	0	0.000000	0.953079
NKD	P5_D00	SESSION_HL	GATE_2025	516	516	1.000000	90	0.174419	77	0.149225	1.168831	650.000000	0.197917	22	0	0.000000	0.957364
NKD	P5_D25	PHASE_HL	2021	1488	1488	1.000000	263	0.176747	253	0.170027	1.039526	500.000000	0.235828	178	48	0.032258	0.880376
NKD	P5_D25	PHASE_HL	2022	1548	1548	1.000000	247	0.159561	227	0.146641	1.088106	550.000000	0.258611	24	1	0.000646	0.984496
NKD	P5_D25	PHASE_HL	2023	1548	1548	1.000000	237	0.153101	234	0.151163	1.012821	512.500000	0.259024	49	6	0.003876	0.968346
NKD	P5_D25	PHASE_HL	2024	1554	1554	1.000000	259	0.166667	252	0.162162	1.027778	662.500000	0.213424	47	6	0.003861	0.969755
NKD	P5_D25	PHASE_HL	FIT_2021_2024	6138	6138	1.000000	1006	0.163897	966	0.157380	1.041408	562.500000	0.243093	298	61	0.009938	0.951450
NKD	P5_D25	PHASE_HL	GATE_2025	1546	1546	1.000000	261	0.168823	247	0.159767	1.056680	737.500000	0.220245	43	5	0.003234	0.972186
NKD	P5_D25	SESSION_HL	2021	496	496	1.000000	109	0.219758	76	0.153226	1.434211	400.000000	0.187061	42	9	0.018145	0.915323
NKD	P5_D25	SESSION_HL	2022	516	516	1.000000	93	0.180233	79	0.153101	1.177215	506.250000	0.236155	15	1	0.001938	0.970930
NKD	P5_D25	SESSION_HL	2023	516	516	1.000000	84	0.162791	80	0.155039	1.050000	412.500000	0.205824	17	2	0.003876	0.967054
NKD	P5_D25	SESSION_HL	2024	518	518	1.000000	99	0.191120	66	0.127413	1.500000	575.000000	0.180570	22	2	0.003861	0.957529
NKD	P5_D25	SESSION_HL	FIT_2021_2024	2046	2046	1.000000	385	0.188172	301	0.147116	1.279070	475.000000	0.200309	96	14	0.006843	0.953079
