# PORT_M2_SHEETS_SPEC.md port m2 deficit ledger — orthogonal dollar decomposition of any scored judge's gap to the D-048/D-021 bars (spec_sha16=f6ef73a41dbf8588)
# params_hash=9fae0a685b6c9ab64f7a2a80f80e1707f19c2c4aca06d972368322da45ee13da
# BLOCK B — the contract-change deficits, priced on the judge's own seats from the roster path skeleton
# exit_rule / risk_rule = the best SINGLE FIXED rule for the whole (era, asset) cell — implementable, chosen in-sample, so an upper bound on fixed-rule recovery
# *_oracle_bound = the per-seat hindsight best, which no contract can collect; it is the outer bound only
# NOT summed into the ladder: changing the stop is a user-reserved class (D-029) and the exit contract is the one variant class never measured
judge	era	asset	n_seats	n_winners	n_walled	mean_peak_capture	giveback_usd_per_seat	exit_rule	exit_gain_usd_per_session	exit_oracle_bound_usd_per_session	risk_rule	risk_gain_usd_per_session	risk_oracle_bound_usd_per_session
CELL1_RANK_CTXONLY	E3	HG	390	193	109	0.472600	887.690000	H120	396.830000	1801.530000	W600	204.230000	640.120000
CELL1_RANK_CTXONLY	E3	NKD	390	172	74	0.419600	840.290000	H30	516.150000	1785.190000	W600	156.270000	481.850000
CELL1_RANK_CTXONLY	E3	SI	390	165	136	0.455000	1105.380000	CLOSE	0.000000	1932.870000	W600	244.710000	840.310000
CELL1_RANK_CTXONLY	E4	HG	384	240	14	0.389500	762.290000	SESS_CLOSE	507.040000	1469.970000	W2400	37.260000	108.060000
CELL1_RANK_CTXONLY	E4	NKD	387	202	35	0.464800	635.820000	SESS_CLOSE	332.690000	1367.600000	W600	74.630000	226.090000
CELL1_RANK_CTXONLY	E4	SI	384	188	57	0.418700	1064.390000	CLOSE	0.000000	1692.210000	W1200	120.040000	388.340000
CELL1_RANK_CTXONLY	E5	HG	387	193	44	0.449100	660.220000	H120	369.860000	1661.960000	W300	229.170000	309.790000
CELL1_RANK_CTXONLY	E5	NKD	387	173	92	0.522300	827.390000	H120	387.980000	1788.840000	W300	363.760000	570.720000
CELL1_RANK_CTXONLY	E5	SI	387	191	96	0.438900	1083.560000	SESS_CLOSE	471.320000	1784.840000	W300	370.190000	621.630000
CELL1_RANK_CTXONLY	E6	HG	384	186	76	0.445000	899.170000	SESS_CLOSE	429.840000	1745.400000	W450	205.090000	437.650000
CELL1_RANK_CTXONLY	E6	NKD	384	175	117	0.467100	987.080000	CLOSE	0.000000	1876.800000	W900	0.000000	711.700000
CELL1_RANK_CTXONLY	E6	SI	384	155	139	0.447500	1182.750000	H30	800.490000	2064.450000	W600	260.000000	945.900000
CELL1_RANK_CTXONLY	E7	HG	393	222	57	0.415500	851.510000	SESS_CLOSE	338.570000	1522.380000	W2400	88.090000	366.980000
CELL1_RANK_CTXONLY	E7	NKD	393	192	134	0.472300	1184.800000	SESS_CLOSE	316.320000	1685.110000	W450	321.150000	739.870000
CELL1_RANK_CTXONLY	E7	SI	393	181	111	0.424200	1431.900000	SESS_CLOSE	420.130000	1712.060000	W600	210.020000	630.080000
CELL1_RANK_CTXONLY	E8	HG	381	179	114	0.480200	1109.020000	SESS_CLOSE	333.330000	1778.850000	NO_WALL	191.990000	631.400000
CELL1_RANK_CTXONLY	E8	NKD	381	154	155	0.430400	1193.930000	H120	613.620000	2160.120000	NO_WALL	495.390000	1025.350000
CELL1_RANK_CTXONLY	E8	SI	381	164	157	0.429200	1490.550000	SESS_CLOSE	340.300000	1974.020000	W450	415.650000	934.590000
